obs_id,taxon_name,genus_species,subgroup,taxon_common_name,location_of_study,methylmercury,lead,arsenic,cadmium,part,dataset,bibliography,number_of_samples
contam395,Etelis marshi,etelis marchi,finfish,NA,US-hawaii,50.065,49.9,1072,7.6,muscle,hall,"Hall, R. A., E. G. Zook, and G. M. Meaburn. 1978. National Marine Fisheries Service Survey of Trace Elements in the Fishery Resource. https://spo.nmfs.noaa.gov/content/national-marine-fisheries-service-survey-trace-elements-fishery-resource.",NA
contam396,Euthynnus alletteratus,euthynnus alletteratus,finfish,NA,US-gulf,76.57000000000001,43.4,245.1,7.3,muscle,hall,"Hall, R. A., E. G. Zook, and G. M. Meaburn. 1978. National Marine Fisheries Service Survey of Trace Elements in the Fishery Resource. https://spo.nmfs.noaa.gov/content/national-marine-fisheries-service-survey-trace-elements-fishery-resource.",NA
contam397,Euthynnus alletteratus,euthynnus alletteratus,finfish,tuna-little thunny,US-Gulf,102.6,NA,NA,NA,NA,karimi,"Cai Y, Rooker JR, Gill GA, Turner JP. 2007. Bioaccumulation of mercury in pelagic fishes from the northern Gulf of Mexico. Can J Fish Aquat Sci 64(3):458-469.",9
contam398,Euthynnus alletteratus,euthynnus alletteratus,finfish,tuna-little thunny,US-Louisiana,121.78999999999998,NA,NA,NA,NA,karimi,State of Louisiana. 2011. Department of Environmental Quality Mercury Fish Tissue Data 2005-2010 (Data file). Available: http://www.deq.louisiana.gov/portal/default.aspx?tabid=1633 [accessed 4 February 2011].,1
contam399,Euthynnus alletteratus,euthynnus alletteratus,finfish,tuna-little thunny,US,94.32142857142857,NA,NA,NA,NA,karimi,USEPA (U.S. Environmental Protection Agency). 2011a. National Listing of Fish Advisories. Available: http://map1.epa.gov [accessed 14 September 2011].,7
contam400,Euthynnus alletteratus,euthynnus alletteratus,finfish,NA,US-Florida,204.25,NA,NA,NA,NA,adams,"Adams, D. H., R. H. McMichael, Jr., and G. E. Henderson. 2003. Mercury levels in marine and estuarine fishes of Florida 1989–2001. Florida Marine Research Institute Technical Report TR-9. 2nd ed. rev. 57 pp.",NA
contam401,Euthynnus alletteratus,euthynnus alletteratus,finfish,NA,US-Florida,38,NA,NA,NA,NA,adams,"Adams, D. H., R. H. McMichael, Jr., and G. E. Henderson. 2003. Mercury levels in marine and estuarine fishes of Florida 1989–2001. Florida Marine Research Institute Technical Report TR-9. 2nd ed. rev. 57 pp.",NA
contam402,Euthynnus alletteratus,euthynnus alletteratus,finfish,NA,US-Florida,59.849999999999994,NA,NA,NA,NA,adams,"Adams, D. H., R. H. McMichael, Jr., and G. E. Henderson. 2003. Mercury levels in marine and estuarine fishes of Florida 1989–2001. Florida Marine Research Institute Technical Report TR-9. 2nd ed. rev. 57 pp.",NA
contam403,Euthynnus alletteratus,euthynnus alletteratus,finfish,NA,US-Florida,75.05,NA,NA,NA,NA,adams,"Adams, D. H., R. H. McMichael, Jr., and G. E. Henderson. 2003. Mercury levels in marine and estuarine fishes of Florida 1989–2001. Florida Marine Research Institute Technical Report TR-9. 2nd ed. rev. 57 pp.",NA
contam404,Euthynnus pelamis,euthynnus pelamis,finfish,NA,US-pacific,8.36,70.8,216.1,14.299999999999999,muscle,hall,"Hall, R. A., E. G. Zook, and G. M. Meaburn. 1978. National Marine Fisheries Service Survey of Trace Elements in the Fishery Resource. https://spo.nmfs.noaa.gov/content/national-marine-fisheries-service-survey-trace-elements-fishery-resource.",NA
contam405,Euthynnus pelamis,euthynnus pelamis,finfish,NA,US-hawaii,19,52.300000000000004,349.8,7.3,muscle,hall,"Hall, R. A., E. G. Zook, and G. M. Meaburn. 1978. National Marine Fisheries Service Survey of Trace Elements in the Fishery Resource. https://spo.nmfs.noaa.gov/content/national-marine-fisheries-service-survey-trace-elements-fishery-resource.",NA
contam406,Euthynnus pelamis,euthynnus pelamis,finfish,NA,US-california,11.399999999999999,46.1,516.9,8.799999999999999,muscle,hall,"Hall, R. A., E. G. Zook, and G. M. Meaburn. 1978. National Marine Fisheries Service Survey of Trace Elements in the Fishery Resource. https://spo.nmfs.noaa.gov/content/national-marine-fisheries-service-survey-trace-elements-fishery-resource.",NA
contam407,Farfantepenaeus aztecus,farfantepenaeus aztecus,finfish,shrimp-brown,US-Florida,2.6559055,NA,NA,NA,NA,karimi,"Kannan K, Smith RG, Lee RF, Windom HL, Heitmuller PT, Macauley JM, et al. 1998. Distribution of total mercury and methyl mercury in water, sediment, and fish from south Florida estuaries. Arch Environ Contam Toxicol 34(2):109-118.",2
contam408,Farfantepenaeus aztecus,farfantepenaeus aztecus,finfish,shrimp-brown,US-Louisiana,1.9,NA,NA,NA,NA,karimi,"Mueller CS, Ramelow GJ, Beck JN. 1989. Mercury in the Calcasieu River Lake Complex, Louisiana. Bull Environ Contam Toxicol 42(1):71-80.",1
contam409,Farfantepenaeus aztecus,farfantepenaeus aztecus,finfish,shrimp-brown,US-Gulf,2.818333333333333,NA,NA,NA,NA,karimi,"USEPA (U.S. Environmental Protection Agency). 2006b. Regional Environmental Monitoring and Assessment Program (REMAP). Available: http://www.epa.gov/emap/remap/html/data.html (Texas, 1993-1994) [accessed 21 June 2006].",3
contam410,Farfantepenaeus aztecus,farfantepenaeus aztecus,finfish,shrimp-brown,US-Gulf,4.8499188888888884,NA,NA,NA,NA,karimi,USEPA (U.S. Environmental Protection Agency). 2011c. Environmental Monitoring and Assessment Program (EMAP). Available: http://www.epa.gov/emap/ (Louisianian Province 1991-1994) [accessed 3 February 2011].,9
contam411,Fusitriton oregonensis,fusitriton oregonensis,mollusc,Oregon triton,NA,0.72,NA,NA,NA,NA,burger,"Burger, Joanna, Michael Gochfeld, Christian Jeitner, Sean Burke, Tim Stamm, Ronald Snigaroff, Dan Snigaroff, Robert Patrick, and Jim Weston. Mercury levels and potential risk from subsistence foods from the Aleutians. Science of the Total Environment 384, no. 1-3 (2007): 93-105.",NA
contam412,Gadus chalcogrammus,gadus chalcogrammus,finfish,pollock-Pacific,US-Alaska,4.085,NA,NA,NA,NA,karimi,State of Alaska Department of Environmental Conservation. 2009. Total Mercury Concentrations in Alaskan Fishes. Available: http://dec.alaska.gov/eh/docs/vet/metals%2009-11-19.pdf [accessed 26 January 2011].,186
contam413,Gadus macrocephalus,gadus macrocephalus,finfish,NA,US-pacific-northwest,10.165,34.2,1235.5,6.7,muscle,hall,"Hall, R. A., E. G. Zook, and G. M. Meaburn. 1978. National Marine Fisheries Service Survey of Trace Elements in the Fishery Resource. https://spo.nmfs.noaa.gov/content/national-marine-fisheries-service-survey-trace-elements-fishery-resource.",NA
contam414,Gadus macrocephalus,gadus macrocephalus,finfish,NA,US-alaska,12.35,32.300000000000004,453.59999999999997,5.5,muscle,hall,"Hall, R. A., E. G. Zook, and G. M. Meaburn. 1978. National Marine Fisheries Service Survey of Trace Elements in the Fishery Resource. https://spo.nmfs.noaa.gov/content/national-marine-fisheries-service-survey-trace-elements-fishery-resource.",NA
contam415,Gadus macrocephalus,gadus macrocephalus,finfish,Pacific cod,NA,16.434999999999995,NA,NA,NA,NA,burger,"Burger, Joanna, Michael Gochfeld, Christian Jeitner, Sean Burke, Tim Stamm, Ronald Snigaroff, Dan Snigaroff, Robert Patrick, and Jim Weston. Mercury levels and potential risk from subsistence foods from the Aleutians. Science of the Total Environment 384, no. 1-3 (2007): 93-105.",NA
contam416,Gadus morhua,gadus morhua,finfish,NA,US-north atlantic,21.09,40.9,537.4,6.1,muscle,hall,"Hall, R. A., E. G. Zook, and G. M. Meaburn. 1978. National Marine Fisheries Service Survey of Trace Elements in the Fishery Resource. https://spo.nmfs.noaa.gov/content/national-marine-fisheries-service-survey-trace-elements-fishery-resource.",NA
contam417,Gadus morhua,gadus morhua,finfish,cod-Atlantic,Canada-Bay of Fundy,12.028055555555556,NA,NA,NA,NA,karimi,"Legrand M, Arp P, Ritchie C, Chan HM. 2005. Mercury exposure in two coastal communities of the Bay of Fundy, Canada. Environ Res 98(1):14-21.",20
contam418,Gadus morhua,gadus morhua,finfish,cod-Atlantic (wild),Canada-Atlantic,8.075,NA,NA,NA,NA,karimi,"Hellou J, Warren WG, Payne JF, Belkhode S, Lobel P. 1992b. Heavy metals and other elements in 3 tissues of cod, Gadus morhua from the northwest. Atlantic Mar Pollut Bull 24(9):452-458.",22
contam419,Gadus morhua,gadus morhua,finfish,cod-Atlantic (wild),Canada-Atlantic,3.61,NA,NA,NA,NA,karimi,"Jardine LB, Burt MDB, Arp PA, Diamond AW. 2009. Mercury comparisons between farmed and wild Atlantic salmon (Salmo salar L.) and Atlantic cod (Gadus morhua L.). Aquac Res 40(10):11481159.",15
contam420,Gadus morhua,gadus morhua,finfish,cod-Pacific,US-Alaska,16.434999999999995,NA,NA,NA,NA,karimi,"Burger J, Gochfeld M, Shukla T, Jeitner C, Burke S, Donio M, et al. 2007a. Heavy metals in Pacific Cod (Gadus macrocephalus) from the Aleutians: Location, age, size, and risk. J Toxicol Env Health Part A 70(22):1897-1911.",141
contam421,Gadus morhua,gadus morhua,finfish,cod-Pacific,US-Alaska,12.35,NA,NA,NA,NA,karimi,State of Alaska Department of Environmental Conservation. 2009. Total Mercury Concentrations in Alaskan Fishes. Available: http://dec.alaska.gov/eh/docs/vet/metals%2009-11-19.pdf [accessed 26 January 2011].,145
contam422,Gadus morhua,gadus morhua,finfish,cod-Pacific,US-Washington,10.355,NA,NA,NA,NA,karimi,USEPA (U.S. Environmental Protection Agency). 2011a. National Listing of Fish Advisories. Available: http://map1.epa.gov [accessed 14 September 2011].,29
contam423,Galeocerdo cuvier,galeocerdo cuvier,finfish,shark-tiger,US-Atlantic,23.275,NA,NA,NA,NA,karimi,"Hueter RE, Fong WG, Henderson G, French MF, Manire CA. 1995. Methylmercury concentration in shark muscle by species, size and distribution of sharks in Florida coastal waters. Water Air Soil Pollut 80(1-4):893-899.",4
contam424,Galeocerdo cuvier,galeocerdo cuvier,finfish,shark-tiger,US-Hawaii,44.65,NA,NA,NA,NA,karimi,"Thieleke J. 1973. Mercury Levels in five Species of Commercially Important Pelagic fish Taken From the Pacific Ocean Near Hawaii [PhD Dissertation]. Madison, WI: University of Wisconsin, Madison.",13
contam425,Galeocerdo cuvier,galeocerdo cuvier,finfish,shark-tiger,US,206.62499999999997,NA,NA,NA,NA,karimi,USEPA (U.S. Environmental Protection Agency). 2011a. National Listing of Fish Advisories. Available: http://map1.epa.gov [accessed 14 September 2011].,2
contam426,Genyonemus lineatus,genyonemus lineatus,finfish,croaker-white,US-California,20.323919999999998,NA,NA,NA,NA,karimi,"Fairey R, Taberski K, Lamerdin S, Johnson E, Clark RP, Downing JW, et al. 1997. Organochlorines and other environmental contaminants in muscle tissues of sportfish collected from San Francisco Bay. Mar Pollut Bull 34(12):1058-1071.",25
contam427,Genyonemus lineatus,genyonemus lineatus,finfish,croaker-white,US-California,9.386,NA,NA,NA,NA,karimi,"Meador JP, Ernest DW, Kagley AN. 2005. A comparison of the non-essential elements cadmium, mercury, and lead found in fish and sediment from Alaska and California. Sci Total Environ 339(1-3):189-205.",15
contam428,Genyonemus lineatus,genyonemus lineatus,finfish,croaker-white,US-California,19.613846153846154,NA,NA,NA,NA,karimi,San Francisco Estuary Institute. 2007. California Bay  Delta Authority Fish Mercury Project: Year 2 Annual Report (Sport Fish Sampling and Analysis). Contribution no. 535. Available: http://legacy.sfei.org/rmp/data/rmpfishtissue.htm [accessed 10 April 2008].,65
contam429,Genyonemus lineatus,genyonemus lineatus,finfish,croaker-white,US-Pacific,3.760416666666666,NA,NA,NA,NA,karimi,USEPA (U.S. Environmental Protection Agency). 2004. Environmental Monitoring and Assessment Program (EMAP). Available: http://www.epa.gov/emap/ (EPA West) [accessed 26 April 2004].,6
contam430,Genyonemus lineatus,genyonemus lineatus,finfish,croaker-white,US,11.459375,NA,NA,NA,NA,karimi,USEPA (U.S. Environmental Protection Agency). 2011a. National Listing of Fish Advisories. Available: http://map1.epa.gov [accessed 14 September 2011].,44
contam431,Genyonemus lineatus,genyonemus lineatus,finfish,croaker-white,US-California,9.969337999999999,NA,NA,NA,NA,karimi,USEPA (U.S. Environmental Protection Agency) Region 9 and NOAA (National Oceanic and Atmospheric Administration. 2007. 2002-2004 Southern California Coastal Marine Fish Contaminants Survey. Available: http://earth1.epa.gov/region09/features/pvshelf/montrose_report.pdf [accessed 14 August 2007].,198
contam432,Gerres cinereus,gerres cinerus,finfish,NA,US-south atlantic,6.839999999999999,61.5,269.3,7.1,muscle,hall,"Hall, R. A., E. G. Zook, and G. M. Meaburn. 1978. National Marine Fisheries Service Survey of Trace Elements in the Fishery Resource. https://spo.nmfs.noaa.gov/content/national-marine-fisheries-service-survey-trace-elements-fishery-resource.",NA
contam433,Geryon quinquedens,geryon quinquedens,crustacean,NA,US-north atlantic,14.344999999999999,47.9,1185.6999999999998,11.4,meat,hall,"Hall, R. A., E. G. Zook, and G. M. Meaburn. 1978. National Marine Fisheries Service Survey of Trace Elements in the Fishery Resource. https://spo.nmfs.noaa.gov/content/national-marine-fisheries-service-survey-trace-elements-fishery-resource.",NA
contam434,Glyptocephalus cynoglossus,glyptocephalus cygnoglossus,finfish,NA,US-north atlantic,14.819999999999999,35.199999999999996,3853,5.6000000000000005,muscle,hall,"Hall, R. A., E. G. Zook, and G. M. Meaburn. 1978. National Marine Fisheries Service Survey of Trace Elements in the Fishery Resource. https://spo.nmfs.noaa.gov/content/national-marine-fisheries-service-survey-trace-elements-fishery-resource.",NA
contam435,Glyptocephalus zachirus,glyptocephalus zachirus,finfish,NA,US-california,18.43,26.8,1144.5,8,muscle,hall,"Hall, R. A., E. G. Zook, and G. M. Meaburn. 1978. National Marine Fisheries Service Survey of Trace Elements in the Fishery Resource. https://spo.nmfs.noaa.gov/content/national-marine-fisheries-service-survey-trace-elements-fishery-resource.",NA
contam436,Glyptocephalus zachirus,glyptocephalus zachirus,finfish,NA,US-pacific-northwest,6.08,48.4,1206.5,9.9,muscle,hall,"Hall, R. A., E. G. Zook, and G. M. Meaburn. 1978. National Marine Fisheries Service Survey of Trace Elements in the Fishery Resource. https://spo.nmfs.noaa.gov/content/national-marine-fisheries-service-survey-trace-elements-fishery-resource.",NA
contam437,Gymnura micrura,gymnura micrura,finfish,NA,US-Florida,14.25,NA,NA,NA,NA,adams,"Adams, D. H., R. H. McMichael, Jr., and G. E. Henderson. 2003. Mercury levels in marine and estuarine fishes of Florida 1989–2001. Florida Marine Research Institute Technical Report TR-9. 2nd ed. rev. 57 pp.",NA
contam438,Gymnura micrura,gymnura micrura,finfish,NA,US-Florida,10.45,NA,NA,NA,NA,adams,"Adams, D. H., R. H. McMichael, Jr., and G. E. Henderson. 2003. Mercury levels in marine and estuarine fishes of Florida 1989–2001. Florida Marine Research Institute Technical Report TR-9. 2nd ed. rev. 57 pp.",NA
contam439,Gymnura micrura,gymnura micrura,finfish,NA,US-Florida,6.65,NA,NA,NA,NA,adams,"Adams, D. H., R. H. McMichael, Jr., and G. E. Henderson. 2003. Mercury levels in marine and estuarine fishes of Florida 1989–2001. Florida Marine Research Institute Technical Report TR-9. 2nd ed. rev. 57 pp.",NA
contam440,Haemulon plumierii,haemulon plumeri,finfish,NA,US-south atlantic,24.32,55.50000000000001,487.9,8.1,muscle,hall,"Hall, R. A., E. G. Zook, and G. M. Meaburn. 1978. National Marine Fisheries Service Survey of Trace Elements in the Fishery Resource. https://spo.nmfs.noaa.gov/content/national-marine-fisheries-service-survey-trace-elements-fishery-resource.",NA
contam441,Haemulon plumierii,haemulon plumeri,finfish,NA,US-gulf,21.66,51.5,488.99999999999994,7.9,muscle,hall,"Hall, R. A., E. G. Zook, and G. M. Meaburn. 1978. National Marine Fisheries Service Survey of Trace Elements in the Fishery Resource. https://spo.nmfs.noaa.gov/content/national-marine-fisheries-service-survey-trace-elements-fishery-resource.",NA
contam442,Haemulon plumierii,haemulon plumieri,finfish,NA,US-Florida,47.5,NA,NA,NA,NA,adams,"Adams, D. H., R. H. McMichael, Jr., and G. E. Henderson. 2003. Mercury levels in marine and estuarine fishes of Florida 1989–2001. Florida Marine Research Institute Technical Report TR-9. 2nd ed. rev. 57 pp.",NA
contam443,Haemulon plumierii,haemulon plumieri,finfish,NA,US-Florida,21.849999999999998,NA,NA,NA,NA,adams,"Adams, D. H., R. H. McMichael, Jr., and G. E. Henderson. 2003. Mercury levels in marine and estuarine fishes of Florida 1989–2001. Florida Marine Research Institute Technical Report TR-9. 2nd ed. rev. 57 pp.",NA
contam444,Haemulon plumierii,haemulon plumieri,finfish,NA,US-Florida,30.4,NA,NA,NA,NA,adams,"Adams, D. H., R. H. McMichael, Jr., and G. E. Henderson. 2003. Mercury levels in marine and estuarine fishes of Florida 1989–2001. Florida Marine Research Institute Technical Report TR-9. 2nd ed. rev. 57 pp.",NA
contam445,Haemulon plumierii,haemulon plumieri,finfish,NA,US-Florida,25.65,NA,NA,NA,NA,adams,"Adams, D. H., R. H. McMichael, Jr., and G. E. Henderson. 2003. Mercury levels in marine and estuarine fishes of Florida 1989–2001. Florida Marine Research Institute Technical Report TR-9. 2nd ed. rev. 57 pp.",NA
contam446,Haemulon sciurus,haemulon sciurus,finfish,NA,US-south atlantic,33.629999999999995,54.2,263.7,8.799999999999999,muscle,hall,"Hall, R. A., E. G. Zook, and G. M. Meaburn. 1978. National Marine Fisheries Service Survey of Trace Elements in the Fishery Resource. https://spo.nmfs.noaa.gov/content/national-marine-fisheries-service-survey-trace-elements-fishery-resource.",NA
contam447,Haemulon sciurus,haemulon sciurus,finfish,NA,US-gulf,97.18499999999999,46.400000000000006,586.8000000000001,5,muscle,hall,"Hall, R. A., E. G. Zook, and G. M. Meaburn. 1978. National Marine Fisheries Service Survey of Trace Elements in the Fishery Resource. https://spo.nmfs.noaa.gov/content/national-marine-fisheries-service-survey-trace-elements-fishery-resource.",NA
contam448,Haemulon sciurus,haemulon sciurus,finfish,NA,US-Florida,26.6,NA,NA,NA,NA,adams,"Adams, D. H., R. H. McMichael, Jr., and G. E. Henderson. 2003. Mercury levels in marine and estuarine fishes of Florida 1989–2001. Florida Marine Research Institute Technical Report TR-9. 2nd ed. rev. 57 pp.",NA
