page_id,level_1,level_2,common_name,latin_name,part,preparation,reference,ca_mg,zn_mg,fe_mg,protein_g,fat_g,fapun3,fapun_all_g,mn_mg,mg_mg,epa,dha,latin_name_cleaned,old_species1,cine_id
6453,Fish,Searun Fish,Alewife,Alosa pseudoharengus,muscle,raw,55,NA,NA,NA,NA,NA,NA,0.47,NA,NA,0.1,0.27,Alosa pseudoharengus,Alosa pseudoharengus,11
6453,Fish,Searun Fish,Alewife,Alosa pseudoharengus,muscle,raw,27,NA,NA,NA,17.3,6.8,NA,NA,NA,NA,NA,NA,Alosa pseudoharengus,Alosa pseudoharengus,12
6453,Fish,Searun Fish,Alewife,Alosa pseudoharengus,whole,raw,27,NA,NA,NA,14,11.6,NA,NA,NA,NA,NA,NA,Alosa pseudoharengus,Alosa pseudoharengus,13
6453,Fish,Searun Fish,Alewife,Alosa pseudoharengus,offal,raw,27,NA,NA,NA,15.6,10.1,NA,NA,NA,NA,NA,NA,Alosa pseudoharengus,Alosa pseudoharengus,14
6453,Fish,Searun Fish,Alewife,Alosa pseudoharengus,eggs,raw,27,NA,NA,NA,16,7.9,NA,NA,NA,NA,NA,NA,Alosa pseudoharengus,Alosa pseudoharengus,15
6431,Fish,Saltwater Fish,American Shad,Alosa sapidissima,muscle,raw,62,47,0.37,0.97,16.9,13.8,NA,3.18,0.042,30,NA,NA,Alosa sapidissima,Alosa sapidissima,16
6431,Fish,Saltwater Fish,American Shad,Alosa sapidissima,muscle,raw,69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Alosa sapidissima,Alosa sapidissima,17
6431,Fish,Saltwater Fish,American Shad,Alosa sapidissima,muscle,raw,27,NA,NA,0.7,18,11.2,NA,NA,NA,NA,NA,NA,Alosa sapidissima,Alosa sapidissima,18
6431,Fish,Saltwater Fish,American Shad,Alosa sapidissima,muscle,raw,64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Alosa sapidissima,Alosa sapidissima,19
6431,Fish,Saltwater Fish,American Shad,Alosa sapidissima,offal,raw,27,NA,NA,NA,16.7,16.3,NA,NA,NA,NA,NA,NA,Alosa sapidissima,Alosa sapidissima,20
6431,Fish,Saltwater Fish,American Shad,Alosa sapidissima,skin,raw,64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Alosa sapidissima,Alosa sapidissima,21
6431,Fish,Saltwater Fish,American Shad,Alosa sapidissima,muscle,raw,79,47,0.3,0.8,17.4,12.5,NA,NA,NA,NA,NA,NA,Alosa sapidissima,Alosa sapidissima,22
6431,Fish,Saltwater Fish,Shad,Aloseinae,muscle,raw,27,NA,NA,0.57,19.4,8.3,NA,NA,0.019,NA,NA,NA,Aloseinae,Aloseinae,23
6431,Fish,Saltwater Fish,Shad,Aloseinae,eggs,raw,27,NA,NA,NA,23.4,3.8,NA,NA,NA,NA,NA,NA,Aloseinae,Aloseinae,24
6410,Fish,Freshwater Fish,Brown Bullhead,Ameiurus nebulosus,muscle,raw,44,12,0.403,0.653,15.8,1.49,NA,NA,0.041,NA,NA,NA,Ameiurus nebulosus,Ameiurus nebulosus,25
6410,Fish,Freshwater Fish,Brown Bullhead,Ameiurus nebulosus,muscle,raw,56,NA,NA,NA,18.6,2.7,NA,NA,NA,NA,NA,NA,Ameiurus nebulosus,Ameiurus nebulosus,26
6416,Fish,Freshwater Fish,Bowfin,Amia calva,muscle,raw,27,NA,NA,NA,20.1,1.4,NA,NA,NA,NA,NA,NA,Amia calva,Amia calva,27
6416,Fish,Freshwater Fish,Bowfin,Amia calva,whole,raw,27,NA,NA,NA,15.5,1.5,NA,NA,NA,NA,NA,NA,Amia calva,Amia calva,28
6443,Fish,Saltwater Fish,Wolf-eel and Relatives,Anarhichadidae,muscle,raw,55,NA,NA,NA,NA,0.59,0.2,0.12,NA,NA,0.11,0.06,Anarhichadidae,Anarhichadidae,29
6443,Fish,Saltwater Fish,Wolf-eel and Relatives,Anarhichadidae,muscle,raw,23,NA,NA,NA,NA,2.4,NA,0.8,NA,NA,0.3,0.3,Anarhichadidae,Anarhichadidae,30
6443,Fish,Saltwater Fish,Wolf-eel and Relatives,Anarhichadidae,muscle,raw,81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Anarhichadidae,Anarhichadidae,31
6443,Fish,Saltwater Fish,Wolf-eel and Relatives,Anarhichadidae,muscle,raw,27,6,NA,NA,17.6,2.8,NA,NA,NA,NA,NA,NA,Anarhichadidae,Anarhichadidae,32
6443,Fish,Saltwater Fish,Wolf-eel and Relatives,Anarhichadidae,muscle,raw,72,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,Anarhichadidae,Anarhichadidae,33
6450,Fish,Searun Fish,American Eel,Anguilla rostrata,skin,raw,64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Anguilla rostrata,Anguilla rostrata,34
6450,Fish,Searun Fish,American Eel,Anguilla rostrata,muscle,raw,79,56,1,2.7,18.8,15.8,1.2,2.3,NA,NA,NA,NA,Anguilla rostrata,Anguilla rostrata,35
6450,Fish,Searun Fish,American Eel,Anguilla rostrata,muscle,raw,72,NA,NA,NA,NA,18.3,NA,NA,NA,NA,NA,NA,Anguilla rostrata,Anguilla rostrata,36
6450,Fish,Searun Fish,American Eel,Anguilla rostrata,muscle,raw,21,18,NA,0.7,15,18,NA,NA,NA,NA,NA,NA,Anguilla rostrata,Anguilla rostrata,37
6450,Fish,Searun Fish,American Eel,Anguilla rostrata,muscle,raw,55,NA,NA,NA,NA,NA,NA,1.23,NA,NA,0.3,0.66,Anguilla rostrata,Anguilla rostrata,38
6450,Fish,Searun Fish,American Eel,Anguilla rostrata,muscle,raw,15,20,1.63,0.51,18.5,11.7,NA,0.9,0.035,NA,NA,NA,Anguilla rostrata,Anguilla rostrata,39
6450,Fish,Searun Fish,American Eel,Anguilla rostrata,muscle,raw,23,NA,NA,NA,NA,18.8,NA,1.4,NA,NA,0.1,0.1,Anguilla rostrata,Anguilla rostrata,40
6450,Fish,Searun Fish,American Eel,Anguilla rostrata,muscle,raw,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Anguilla rostrata,Anguilla rostrata,41
6450,Fish,Searun Fish,American Eel,Anguilla rostrata,muscle,raw,55,NA,NA,NA,NA,14.2,1.13,NA,NA,NA,0.3,0.66,Anguilla rostrata,Anguilla rostrata,42
6450,Fish,Searun Fish,American Eel,Anguilla rostrata,muscle,raw,81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Anguilla rostrata,Anguilla rostrata,43
6450,Fish,Searun Fish,American Eel,Anguilla rostrata,muscle,raw,82,35,2,0.35,19.1,31.5,NA,5.74,0.03,15,1.3,2.1,Anguilla rostrata,Anguilla rostrata,44
6450,Fish,Searun Fish,American Eel,Anguilla rostrata,muscle,raw,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Anguilla rostrata,Anguilla rostrata,45
6450,Fish,Searun Fish,American Eel,Anguilla rostrata,muscle,raw,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Anguilla rostrata,Anguilla rostrata,46
6450,Fish,Searun Fish,American Eel,Anguilla rostrata,muscle,raw,27,56,0.615,NA,18.2,13.3,NA,NA,NA,NA,NA,NA,Anguilla rostrata,Anguilla rostrata,47
6450,Fish,Searun Fish,American Eel,Anguilla rostrata,muscle,raw,64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Anguilla rostrata,Anguilla rostrata,48
6450,Fish,Searun Fish,American Eel,Anguilla rostrata,not specified,raw,87,20,NA,0.6,19,12,NA,NA,NA,NA,NA,NA,Anguilla rostrata,Anguilla rostrata,49
6437,Fish,Saltwater Fish,Sablefish,Anoplopoma fimbria,muscle,raw,23,NA,NA,NA,NA,15.3,NA,2,NA,NA,0.7,0.7,Anoplopoma fimbria,Anoplopoma fimbria,50
6437,Fish,Saltwater Fish,Sablefish,Anoplopoma fimbria,muscle,raw,25,NA,NA,NA,NA,5.7,0.9,1.1,NA,NA,0.35,0.42,Anoplopoma fimbria,Anoplopoma fimbria,51
6437,Fish,Saltwater Fish,Sablefish,Anoplopoma fimbria,muscle,raw,27,35,NA,1.2,12.9,15.2,NA,NA,0.011,55,NA,NA,Anoplopoma fimbria,Anoplopoma fimbria,52
6437,Fish,Saltwater Fish,Sablefish,Anoplopoma fimbria,offal,raw,27,NA,NA,NA,12.9,14.7,NA,NA,NA,NA,NA,NA,Anoplopoma fimbria,Anoplopoma fimbria,53
6437,Fish,Saltwater Fish,Sablefish,Anoplopoma fimbria,muscle,raw,79,35,0.3,1.2,13.2,14.2,1.3,2,NA,NA,NA,NA,Anoplopoma fimbria,Anoplopoma fimbria,54
6437,Fish,Saltwater Fish,Sablefish,Anoplopoma fimbria,muscle,raw,72,NA,NA,NA,NA,13.1,NA,NA,NA,NA,NA,NA,Anoplopoma fimbria,Anoplopoma fimbria,55
6414,Fish,Freshwater Fish,Freshwater Drum,Aplodinotus grunniens,muscle,raw,23,NA,NA,NA,NA,3.7,NA,0.9,NA,NA,0.2,0.2,Aplodinotus grunniens,Aplodinotus grunniens,56
6414,Fish,Freshwater Fish,Freshwater Drum,Aplodinotus grunniens,muscle,raw,69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Aplodinotus grunniens,Aplodinotus grunniens,57
6414,Fish,Freshwater Fish,Freshwater Drum,Aplodinotus grunniens,muscle,raw,27,52,0.7,1.05,18.5,2.5,NA,NA,NA,NA,NA,NA,Aplodinotus grunniens,Aplodinotus grunniens,58
6414,Fish,Freshwater Fish,Freshwater Drum,Aplodinotus grunniens,whole,raw,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Aplodinotus grunniens,Aplodinotus grunniens,59
6414,Fish,Freshwater Fish,Freshwater Drum,Aplodinotus grunniens,muscle,raw,56,NA,NA,NA,18.0,3.2,NA,NA,NA,NA,NA,NA,Aplodinotus grunniens,Aplodinotus grunniens,60
6432,Fish,Saltwater Fish,Arctic Cod,Boreogadus saida,muscle,raw,2,20.2,0.5,0.6,24.8,1,NA,NA,NA,18.1,0.165,0.329,Boreogadus saida,Boreogadus saida,61
6518,Marine Invertebrates,Crustaceans,Crabs,Brachyura,muscle,raw,46,NA,NA,NA,11.4,0.7,NA,NA,NA,NA,NA,NA,Brachyura,Brachyura,62
6518,Marine Invertebrates,Crustaceans,Crabs,Brachyura,muscle,raw,27,NA,NA,NA,23,2.2,NA,NA,NA,NA,NA,NA,Brachyura,Brachyura,63
6518,Marine Invertebrates,Crustaceans,Crabs,Brachyura,muscle,raw,27,60,2.83,5.2,16.2,2.6,NA,NA,0.03,49,NA,NA,Brachyura,Brachyura,64
6518,Marine Invertebrates,Crustaceans,Crabs,Brachyura,whole,raw,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Brachyura,Brachyura,65
6431,Fish,Saltwater Fish,Menhaden,Brevoortia spp.,whole,raw,27,NA,NA,NA,15.9,4.2,NA,NA,NA,NA,NA,NA,Brevoortia tyrannus,Brevoortia spp.,66
6431,Fish,Saltwater Fish,Menhaden,Brevoortia spp.,whole,raw,27,NA,NA,NA,15.5,11.8,NA,NA,NA,NA,NA,NA,Brevoortia tyrannus,Brevoortia spp.,67
6431,Fish,Saltwater Fish,Menhaden,Brevoortia spp.,muscle,raw,27,60,NA,NA,NA,NA,NA,NA,NA,110,NA,NA,Brevoortia tyrannus,Brevoortia spp.,68
6431,Fish,Saltwater Fish,Menhaden,Brevoortia spp.,oil,raw,23,NA,NA,NA,NA,100.1,NA,29.5,NA,NA,12.7,7.9,Brevoortia tyrannus,Brevoortia spp.,69
6518,Marine Invertebrates,Crustaceans,Blue Crab,Callinectes sapidus,muscle,raw,23,NA,NA,NA,NA,1.3,NA,0.5,NA,NA,0.2,0.2,Callinectes sapidus,Callinectes sapidus,70
6518,Marine Invertebrates,Crustaceans,Blue Crab,Callinectes sapidus,muscle,raw,79,34.4,4,0.6,16.2,1,NA,NA,NA,NA,NA,NA,Callinectes sapidus,Callinectes sapidus,71
6518,Marine Invertebrates,Crustaceans,Blue Crab,Callinectes sapidus,muscle,raw,65,74,NA,NA,16.4,0.77,NA,NA,NA,10,NA,NA,Callinectes sapidus,Callinectes sapidus,72
6518,Marine Invertebrates,Crustaceans,Blue Crab,Callinectes sapidus,muscle,raw,27,115,4025,2.32,15.9,1.3,NA,NA,0.17,32,NA,NA,Callinectes sapidus,Callinectes sapidus,73
6518,Marine Invertebrates,Crustaceans,Blue Crab,Callinectes sapidus,offal,raw,27,NA,NA,NA,12.4,1.5,NA,NA,NA,NA,NA,NA,Callinectes sapidus,Callinectes sapidus,74
6518,Marine Invertebrates,Crustaceans,Blue Crab,Callinectes sapidus,eggs,raw,27,NA,NA,NA,8.5,9.6,NA,NA,NA,NA,NA,NA,Callinectes sapidus,Callinectes sapidus,75
6518,Marine Invertebrates,Crustaceans,Jonah Crab,Cancer borealis,muscle,raw,27,96,NA,NA,16.2,1.9,NA,NA,NA,45,NA,NA,Cancer borealis,Cancer borealis,76
6518,Marine Invertebrates,Crustaceans,Jonah Crab,Cancer borealis,muscle,raw,79,96,NA,NA,16.2,1.9,NA,NA,NA,NA,NA,NA,Cancer borealis,Cancer borealis,77
6518,Marine Invertebrates,Crustaceans,Jonah Crab,Cancer borealis,muscle,raw,55,NA,NA,NA,NA,NA,NA,0.45,NA,NA,0.28,0.1,Cancer borealis,Cancer borealis,78
6518,Marine Invertebrates,Crustaceans,Atlantic Rock Crab,Cancer irroratus,muscle,raw,55,NA,NA,NA,NA,1.2,0.42,NA,NA,NA,0.27,0.15,Cancer irroratus,Cancer irroratus,79
6518,Marine Invertebrates,Crustaceans,Atlantic Rock Crab,Cancer irroratus,muscle,raw,55,NA,NA,NA,NA,NA,NA,0.45,NA,NA,0.27,0.15,Cancer irroratus,Cancer irroratus,80
6518,Marine Invertebrates,Crustaceans,Dungeness Crab,Cancer magister,muscle,raw,23,NA,NA,NA,NA,1,NA,0.3,NA,NA,0.2,0.1,Cancer magister,Cancer magister,81
6518,Marine Invertebrates,Crustaceans,Dungeness Crab,Cancer magister,muscle,raw,79,52,3.8,0.4,17.3,1.2,0.38,0.4,NA,NA,NA,NA,Cancer magister,Cancer magister,82
6518,Marine Invertebrates,Crustaceans,Dungeness Crab,Cancer magister,muscle,raw,27,52,3.76,0.365,17.3,1.3,NA,NA,0.055,45,NA,NA,Cancer magister,Cancer magister,83
6518,Marine Invertebrates,Crustaceans,Dungeness Crab,Cancer magister,whole,raw,27,NA,2.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,Cancer magister,Cancer magister,84
6518,Marine Invertebrates,Crustaceans,Dungeness Crab,Cancer magister,offal,raw,27,NA,NA,NA,14,0.8,NA,NA,NA,NA,NA,NA,Cancer magister,Cancer magister,85
6408,Fish,Freshwater Fish,Goldfish,Carassius auratus,muscle,raw,27,76,NA,NA,16.3,3,NA,NA,NA,69,NA,NA,Carassius auratus,Carassius auratus,86
6408,Fish,Freshwater Fish,Goldfish,Carassius auratus,whole,raw,27,NA,6,5.6,NA,NA,NA,NA,0.23,NA,NA,NA,Carassius auratus,Carassius auratus,87
6506,Marine Invertebrates,Bivalves,Cockles,Cardiidae,muscle,raw,27,NA,NA,7.8,9.5,0.6,NA,NA,0.2,NA,NA,NA,Cardiidae,Cardiidae,88
6506,Marine Invertebrates,Bivalves,Cockles,Cardiidae,muscle,raw,52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Cardiidae,Cardiidae,89
6506,Marine Invertebrates,Bivalves,Cockles,Cardiidae,whole,raw,27,116,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Cardiidae,Cardiidae,90
6403,Fish,Freshwater Fish,Suckers,Catostominae,muscle,raw,27,NA,NA,NA,17.7,3.5,NA,NA,NA,NA,NA,NA,Catostominae,Catostominae,91
6403,Fish,Freshwater Fish,Suckers,Catostominae,offal,raw,27,NA,NA,NA,15.1,8.4,NA,NA,NA,NA,NA,NA,Catostominae,Catostominae,92
6403,Fish,Freshwater Fish,Suckers,Catostominae,muscle,raw,40,NA,NA,NA,20.6,1.8,NA,NA,NA,NA,NA,NA,Catostominae,Catostominae,93
6403,Fish,Freshwater Fish,Suckers,Catostominae,muscle,raw,41,NA,NA,NA,21,1.8,NA,NA,NA,NA,NA,NA,Catostominae,Catostominae,94
6403,Fish,Freshwater Fish,Suckers,Catostominae,muscle,raw,69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Catostominae,Catostominae,95
6403,Fish,Freshwater Fish,Longnose Sucker,Catostomus catostomus,muscle,raw,2,63.1,0.5,0.3,17.7,1.2,NA,NA,NA,21.8,0.075,0.212,Catostomus catostomus,Catostomus catostomus,96
6403,Fish,Freshwater Fish,White Sucker,Catostomus commersonii,muscle,raw,13,70,0.75,1.3,16.7,2.32,NA,0.807,0.6,30,0.19,0.289,Catostomus commersonii,Catostomus commersonii,97
6403,Fish,Freshwater Fish,White Sucker,Catostomus commersonii,muscle,raw,27,NA,NA,NA,17.7,1.5,NA,NA,NA,NA,NA,NA,Catostomus commersonii,Catostomus commersonii,98
6403,Fish,Freshwater Fish,White Sucker,Catostomus commersonii,muscle,raw,2,19.6,0.3,0.2,18.4,1.5,NA,NA,NA,17.4,0.083,0.179,Catostomus commersonii,Catostomus commersonii,99
6403,Fish,Freshwater Fish,White Sucker,Catostomus commersonii,whole,raw,27,NA,NA,NA,16,3.8,NA,NA,NA,NA,NA,NA,Catostomus commersonii,Catostomus commersonii,100
6403,Fish,Freshwater Fish,White Sucker,Catostomus commersonii,muscle,raw,56,NA,NA,NA,16.9,1.9,NA,NA,NA,NA,NA,NA,Catostomus commersonii,Catostomus commersonii,101
6403,Fish,Freshwater Fish,White Sucker,Catostomus commersonii,muscle,raw,79,42,NA,0.4,17.1,2.4,NA,NA,NA,NA,NA,NA,Catostomus commersonii,Catostomus commersonii,102
6437,Fish,Saltwater Fish,Black Sea Bass,Centropristes striata,muscle,raw,23,NA,NA,NA,NA,1.5,NA,0.5,NA,NA,0.1,0.3,Centropristis striata,Centropristes striata,103
6437,Fish,Saltwater Fish,Black Sea Bass,Centropristes striata,muscle,raw,46,131,NA,2.2,18.1,1.3,NA,NA,NA,NA,NA,NA,Centropristis striata,Centropristes striata,104
6437,Fish,Saltwater Fish,Black Sea Bass,Centropristes striata,muscle,raw,69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Centropristis striata,Centropristes striata,105
6437,Fish,Saltwater Fish,Black Sea Bass,Centropristes striata,muscle,raw,65,10.4,0.341,0.136,18.5,2.08,NA,NA,0.013,41.4,NA,NA,Centropristis striata,Centropristes striata,106
6437,Fish,Saltwater Fish,Black Sea Bass,Centropristes striata,muscle,raw,27,41,NA,NA,NA,NA,NA,NA,NA,25,NA,NA,Centropristis striata,Centropristes striata,107
6437,Fish,Saltwater Fish,Black Sea Bass,Centropristes striata,muscle,raw,27,NA,0.142,NA,18.4,1.7,NA,NA,NA,NA,NA,NA,Centropristis striata,Centropristes striata,108
6437,Fish,Saltwater Fish,Black Sea Bass,Centropristes striata,whole,raw,27,NA,NA,NA,14.3,6.1,NA,NA,NA,NA,NA,NA,Centropristis striata,Centropristes striata,109
6437,Fish,Saltwater Fish,Black Sea Bass,Centropristes striata,offal,raw,27,NA,NA,NA,16.4,7.2,NA,NA,NA,NA,NA,NA,Centropristis striata,Centropristes striata,110
6437,Fish,Saltwater Fish,Black Sea Bass,Centropristes striata,eggs,raw,27,NA,NA,NA,16.9,3.8,NA,NA,NA,NA,NA,NA,Centropristis striata,Centropristes striata,111
6437,Fish,Saltwater Fish,Black Sea Bass,Centropristes striata,muscle,raw,79,10,0.4,0.1,18.4,1.9,NA,NA,NA,NA,NA,NA,Centropristis striata,Centropristes striata,112
6506,Marine Invertebrates,Bivalves,Nuttall Cockle,Clinocardium nuttallii,muscle,raw,7,30,NA,16.2,13.5,0.7,NA,NA,NA,NA,NA,NA,Clinocardium nuttallii,Clinocardium nuttallii,113
6506,Marine Invertebrates,Bivalves,Nuttall Cockle,Clinocardium nuttallii,muscle,raw,19,30,NA,16.2,13.5,0.7,NA,NA,NA,NA,NA,NA,Clinocardium nuttallii,Clinocardium nuttallii,114
6506,Marine Invertebrates,Bivalves,Nuttall Cockle,Clinocardium nuttallii,muscle,raw,77,30,NA,16.2,13.5,0.7,NA,NA,NA,NA,NA,NA,Clinocardium nuttallii,Clinocardium nuttallii,115
6506,Marine Invertebrates,Bivalves,Nuttall Cockle,Clinocardium nuttallii,whole,raw,27,NA,NA,NA,11.8,1.1,NA,NA,0.163,NA,NA,NA,Clinocardium nuttallii,Clinocardium nuttallii,116
6431,Fish,Saltwater Fish,Atlantic Herring,Clupea harengus,muscle,raw,62,57,0.99,1.1,18,NA,NA,2.13,0.035,32,NA,NA,Clupea harengus,Clupea harengus,117
6431,Fish,Saltwater Fish,Atlantic Herring,Clupea harengus,muscle,raw,23,NA,NA,NA,NA,9,NA,2.1,NA,NA,0.7,0.9,Clupea harengus,Clupea harengus,118
6431,Fish,Saltwater Fish,Atlantic Herring,Clupea harengus,muscle,raw,81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Clupea harengus,Clupea harengus,119
6431,Fish,Saltwater Fish,Atlantic Herring,Clupea harengus,muscle,raw,82,50,0.85,1.3,18.2,13.1,NA,2.54,0.01,26,0.57,1.25,Clupea harengus,Clupea harengus,120
6431,Fish,Saltwater Fish,Atlantic Herring,Clupea harengus,muscle,raw,27,20,0.701,1,18,9.8,NA,NA,0.12,36,NA,NA,Clupea harengus,Clupea harengus,121
6431,Fish,Saltwater Fish,Atlantic Herring,Clupea harengus,muscle,raw,48,NA,NA,NA,NA,11.9,1.97,NA,NA,NA,NA,NA,Clupea harengus,Clupea harengus,122
6431,Fish,Saltwater Fish,Atlantic Herring,Clupea harengus,whole,raw,27,NA,NA,NA,17.2,16.4,NA,NA,NA,NA,NA,NA,Clupea harengus,Clupea harengus,123
6431,Fish,Saltwater Fish,Atlantic Herring,Clupea harengus,whole,raw,72,NA,NA,NA,NA,16.4,NA,NA,NA,NA,NA,NA,Clupea harengus,Clupea harengus,124
6431,Fish,Saltwater Fish,Atlantic Herring,Clupea harengus,whole,raw,81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Clupea harengus,Clupea harengus,125
6431,Fish,Saltwater Fish,Atlantic Herring,Clupea harengus,muscle,raw,79,38,0.8,1,18,8,1.2,2.1,NA,NA,NA,NA,Clupea harengus,Clupea harengus,126
6431,Fish,Saltwater Fish,Atlantic Herring,Clupea harengus,muscle,raw,55,NA,NA,NA,NA,NA,NA,2.55,NA,NA,1.05,1.29,Clupea harengus,Clupea harengus,127
6431,Fish,Saltwater Fish,Atlantic Herring,Clupea harengus,muscle,raw,72,NA,NA,NA,NA,6.2,NA,NA,NA,NA,NA,NA,Clupea harengus,Clupea harengus,128
6431,Fish,Saltwater Fish,Pacific Herring,Clupea pallasii,muscle,raw,23,NA,NA,NA,NA,13.9,NA,2.4,NA,NA,1,0.7,Clupea pallasii pallasii,Clupea pallasii,129
6431,Fish,Saltwater Fish,Pacific Herring,Clupea pallasii,muscle,raw,81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Clupea pallasii pallasii,Clupea pallasii,130
6431,Fish,Saltwater Fish,Pacific Herring,Clupea pallasii,eggs,raw,19,19,NA,2.7,9.6,1,NA,NA,NA,NA,NA,NA,Clupea pallasii pallasii,Clupea pallasii,131
6431,Fish,Saltwater Fish,Pacific Herring,Clupea pallasii,eggs,raw,27,NA,NA,NA,17.1,1.6,NA,NA,NA,NA,NA,NA,Clupea pallasii pallasii,Clupea pallasii,132
6431,Fish,Saltwater Fish,Pacific Herring,Clupea pallasii,eggs,raw,77,19,NA,2.7,9.6,1,NA,NA,NA,NA,NA,NA,Clupea pallasii pallasii,Clupea pallasii,133
6431,Fish,Saltwater Fish,Pacific Herring,Clupea pallasii,eggs,raw,34,NA,NA,0.9,NA,NA,NA,NA,NA,NA,NA,NA,Clupea pallasii pallasii,Clupea pallasii,134
6431,Fish,Saltwater Fish,Pacific Herring,Clupea pallasii,muscle,raw,27,83,NA,1.7,18.3,8.5,NA,NA,0.02,32,NA,NA,Clupea pallasii pallasii,Clupea pallasii,135
6431,Fish,Saltwater Fish,Pacific Herring,Clupea pallasii,whole,raw,27,NA,NA,NA,15.7,13.6,NA,NA,NA,NA,NA,NA,Clupea pallasii pallasii,Clupea pallasii,136
6431,Fish,Saltwater Fish,Pacific Herring,Clupea pallasii,whole,raw,66,NA,NA,NA,12.1,1.43,NA,NA,NA,NA,NA,NA,Clupea pallasii pallasii,Clupea pallasii,137
6431,Fish,Saltwater Fish,Pacific Herring,Clupea pallasii,muscle,raw,79,83,0.5,1.4,17.3,9.8,1.2,1.5,NA,NA,NA,NA,Clupea pallasii pallasii,Clupea pallasii,138
6431,Fish,Saltwater Fish,Pacific Herring,Clupea pallasii,muscle,raw,72,NA,NA,NA,NA,11.1,NA,NA,NA,NA,NA,NA,Clupea pallasii pallasii,Clupea pallasii,139
6388,Fish,Freshwater Fish,Lake Herring,Coregonus artedi,muscle,raw,13,NA,0.37,NA,19.0,1.91,NA,0.613,NA,NA,0.095,0.257,Coregonus artedi,Coregonus artedi,140
6388,Fish,Freshwater Fish,Lake Herring,Coregonus artedi,muscle,raw,69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Coregonus artedi,Coregonus artedi,141
