page_id,level_1,level_2,common_name,latin_name,part,preparation,reference,ca_mg,zn_mg,fe_mg,protein_g,fat_g,fapun3,fapun_all_g,mn_mg,mg_mg,epa,dha,latin_name_cleaned,old_species1,cine_id
6432,Fish,Saltwater Fish,Atlantic Cod,Gadus morhua,muscle,raw,23,NA,NA,NA,NA,0.7,NA,0.3,NA,NA,0.1,0.2,Gadus morhua,Gadus morhua,285
6432,Fish,Saltwater Fish,Atlantic Cod,Gadus morhua,muscle,raw,47,30,NA,NA,21.3,1.6,NA,NA,NA,NA,NA,NA,Gadus morhua,Gadus morhua,286
6432,Fish,Saltwater Fish,Atlantic Cod,Gadus morhua,tongues + cheeks,raw,62,17,NA,0.31,14.6,1.1,NA,NA,NA,NA,NA,NA,Gadus morhua,Gadus morhua,287
6432,Fish,Saltwater Fish,Atlantic Cod,Gadus morhua,muscle,raw,27,16,0.589,1.75,16.9,0.6,NA,NA,0.011,24,NA,NA,Gadus morhua,Gadus morhua,288
6432,Fish,Saltwater Fish,Atlantic Cod,Gadus morhua,muscle,raw,48,NA,NA,NA,NA,1.1,0.47,NA,NA,NA,NA,NA,Gadus morhua,Gadus morhua,289
6432,Fish,Saltwater Fish,Atlantic Cod,Gadus morhua,muscle,raw,55,NA,NA,NA,NA,0.59,NA,NA,NA,NA,NA,NA,Gadus morhua,Gadus morhua,290
6432,Fish,Saltwater Fish,Atlantic Cod,Gadus morhua,muscle,raw,64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gadus morhua,Gadus morhua,291
6432,Fish,Saltwater Fish,Atlantic Cod,Gadus morhua,liver,raw,82,10,1.94,4,5.1,66.6,NA,14.6,NA,8,6,4.5,Gadus morhua,Gadus morhua,292
6432,Fish,Saltwater Fish,Atlantic Cod,Gadus morhua,liver,raw,64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gadus morhua,Gadus morhua,293
6432,Fish,Saltwater Fish,Atlantic Cod,Gadus morhua,liver,raw,47,10,NA,NA,14.2,23.1,NA,NA,NA,NA,NA,NA,Gadus morhua,Gadus morhua,294
6432,Fish,Saltwater Fish,Atlantic Cod,Gadus morhua,whole,raw,27,NA,NA,NA,16.4,0.7,NA,NA,NA,NA,NA,NA,Gadus morhua,Gadus morhua,295
6432,Fish,Saltwater Fish,Atlantic Cod,Gadus morhua,offal,raw,27,NA,NA,NA,16.3,1.8,NA,NA,NA,NA,NA,NA,Gadus morhua,Gadus morhua,296
6432,Fish,Saltwater Fish,Atlantic Cod,Gadus morhua,eggs,raw,82,10,2.2,1.5,22.5,3.3,NA,0.939,NA,9,0.288,0.569,Gadus morhua,Gadus morhua,297
6432,Fish,Saltwater Fish,Atlantic Cod,Gadus morhua,muscle,raw,79,16,0.6,0.4,16.4,0.6,0.2,0.2,NA,NA,NA,NA,Gadus morhua,Gadus morhua,298
6432,Fish,Saltwater Fish,Atlantic Cod,Gadus morhua,muscle,raw,72,NA,NA,NA,NA,0.73,NA,NA,NA,NA,NA,NA,Gadus morhua,Gadus morhua,299
6432,Fish,Saltwater Fish,Atlantic Cod,Gadus morhua,muscle,raw,82,15,0.38,0.2,18.9,0.6,NA,0.248,0.02,25,0.072,0.157,Gadus morhua,Gadus morhua,300
6432,Fish,Saltwater Fish,Atlantic Cod,Gadus morhua,skin,raw,64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gadus morhua,Gadus morhua,301
2223,Marine Invertebrates,Sea Snails,Sea Snails and relatives,Gastropoda,muscle,raw,15,NA,NA,3.5,16.1,1.4,NA,NA,NA,NA,NA,NA,Gastropoda,Gastropoda,302
2223,Marine Invertebrates,Sea Snails,Sea Snails and relatives,Gastropoda,muscle,raw,62,10,1,3.5,16.1,1.4,NA,0.3,NA,250,NA,NA,Gastropoda,Gastropoda,303
2223,Marine Invertebrates,Sea Snails,Sea Snails and relatives,Gastropoda,muscle,raw,78,NA,NA,NA,17.6,3.25,NA,NA,NA,NA,NA,NA,Gastropoda,Gastropoda,304
2223,Marine Invertebrates,Sea Snails,Sea Snails and relatives,Gastropoda,muscle,raw,82,170,NA,3.5,16,1,NA,NA,NA,250,NA,NA,Gastropoda,Gastropoda,305
2223,Marine Invertebrates,Sea Snails,Sea Snails and relatives,Gastropoda,whole,raw,27,179,NA,2.5,14.4,1.9,NA,NA,1.6,250,NA,NA,Gastropoda,Gastropoda,306
6510,Marine Invertebrates,Sea Snails,Abalones,Haliotididae,muscle,raw,21,36,NA,2.2,18,NA,NA,NA,NA,NA,NA,NA,Haliotididae,Haliotididae,307
6510,Marine Invertebrates,Sea Snails,Abalones,Haliotididae,muscle,raw,23,NA,NA,NA,NA,1.1,NA,0.2,NA,NA,NA,NA,Haliotididae,Haliotididae,308
6510,Marine Invertebrates,Sea Snails,Abalones,Haliotididae,muscle,raw,79,28,NA,2.6,17,0.5,0.04,0.12,NA,NA,NA,NA,Haliotididae,Haliotididae,309
6510,Marine Invertebrates,Sea Snails,Abalones,Haliotididae,muscle,raw,87,31,NA,3.2,17,1,NA,NA,NA,NA,NA,NA,Haliotididae,Haliotididae,310
6510,Marine Invertebrates,Sea Snails,Abalones,Haliotididae,muscle,raw,27,34,1.42,2.06,17.9,0.6,NA,NA,NA,175,NA,NA,Haliotididae,Haliotididae,311
6433,Fish,Saltwater Fish,Greenlings,Hexagrammos spp.,muscle,raw,27,12,NA,1,16.8,7.3,NA,NA,NA,NA,NA,NA,Hexagrammos spp.,Hexagrammos spp.,312
6152,Fish,Saltwater Fish,Halibut,Hippoglossinae,muscle,raw,55,NA,NA,NA,NA,2.04,0.45,NA,NA,NA,0.16,0.22,Hippoglossinae,Hippoglossinae,313
6152,Fish,Saltwater Fish,Halibut,Hippoglossinae,muscle,raw,67,13,NA,0.66,23.5,4.5,NA,NA,NA,NA,NA,NA,Hippoglossinae,Hippoglossinae,314
6152,Fish,Saltwater Fish,Halibut,Hippoglossinae,muscle,raw,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Hippoglossinae,Hippoglossinae,315
6152,Fish,Saltwater Fish,Halibut,Hippoglossinae,muscle,raw,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Hippoglossinae,Hippoglossinae,316
6152,Fish,Saltwater Fish,Halibut,Hippoglossinae,muscle,raw,81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Hippoglossinae,Hippoglossinae,317
6152,Fish,Saltwater Fish,Halibut,Hippoglossinae,muscle,raw,27,19,NA,1,18.7,4.3,NA,NA,0.048,60,NA,NA,Hippoglossinae,Hippoglossinae,318
6152,Fish,Saltwater Fish,Halibut,Hippoglossinae,whole,raw,81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Hippoglossinae,Hippoglossinae,319
6152,Fish,Saltwater Fish,Halibut,Hippoglossinae,oil,raw,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Hippoglossinae,Hippoglossinae,320
6152,Fish,Saltwater Fish,Atlantic Halibut,Hippoglossus hippoglossus,"muscle, dark muscle",raw,27,NA,NA,NA,18.4,6.2,NA,NA,NA,NA,NA,NA,Hippoglossus hippoglossus,Hippoglossus hippoglossus,321
6152,Fish,Saltwater Fish,Atlantic Halibut,Hippoglossus hippoglossus,"muscle, dark muscle",raw,27,NA,NA,NA,19.6,0.8,NA,NA,NA,NA,NA,NA,Hippoglossus hippoglossus,Hippoglossus hippoglossus,322
6152,Fish,Saltwater Fish,Atlantic Halibut,Hippoglossus hippoglossus,muscle,raw,64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Hippoglossus hippoglossus,Hippoglossus hippoglossus,323
6152,Fish,Saltwater Fish,Atlantic Halibut,Hippoglossus hippoglossus,muscle,raw,27,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,Hippoglossus hippoglossus,Hippoglossus hippoglossus,324
6152,Fish,Saltwater Fish,Atlantic Halibut,Hippoglossus hippoglossus,muscle,raw,55,NA,NA,NA,NA,NA,NA,0.33,NA,NA,0.16,0.22,Hippoglossus hippoglossus,Hippoglossus hippoglossus,325
6152,Fish,Saltwater Fish,Atlantic Halibut,Hippoglossus hippoglossus,muscle,raw,82,15,0.5,0.5,20.6,3.9,NA,1.2,0.01,23,0.281,0.41,Hippoglossus hippoglossus,Hippoglossus hippoglossus,326
6152,Fish,Saltwater Fish,Atlantic Halibut,Hippoglossus hippoglossus,muscle,raw,79,16,0.3,NA,19.3,3.6,1.3,1.4,NA,NA,NA,NA,Hippoglossus hippoglossus,Hippoglossus hippoglossus,327
6152,Fish,Saltwater Fish,Atlantic Halibut,Hippoglossus hippoglossus,muscle,raw,72,NA,NA,NA,NA,1.1,NA,NA,NA,NA,NA,NA,Hippoglossus hippoglossus,Hippoglossus hippoglossus,328
6152,Fish,Saltwater Fish,Pacific Halibut,Hippoglossus stenolepis,muscle,raw,23,NA,NA,NA,NA,2.3,NA,0.7,NA,NA,0.1,0.3,Hippoglossus stenolepis,Hippoglossus stenolepis,329
6152,Fish,Saltwater Fish,Pacific Halibut,Hippoglossus stenolepis,muscle,raw,69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Hippoglossus stenolepis,Hippoglossus stenolepis,330
6152,Fish,Saltwater Fish,Pacific Halibut,Hippoglossus stenolepis,"muscle, cheeks",raw,27,NA,NA,NA,19.2,0.7,NA,NA,NA,NA,NA,NA,Hippoglossus stenolepis,Hippoglossus stenolepis,331
6152,Fish,Saltwater Fish,Pacific Halibut,Hippoglossus stenolepis,"muscle, dark muscle",raw,27,NA,NA,NA,16.9,10.6,NA,NA,NA,NA,NA,NA,Hippoglossus stenolepis,Hippoglossus stenolepis,332
6152,Fish,Saltwater Fish,Pacific Halibut,Hippoglossus stenolepis,muscle,raw,27,22,0.08,0.09,NA,NA,NA,NA,NA,25,NA,NA,Hippoglossus stenolepis,Hippoglossus stenolepis,333
6152,Fish,Saltwater Fish,Pacific Halibut,Hippoglossus stenolepis,muscle,raw,79,34,0.3,0.1,20,2.2,0.5,0.8,NA,NA,NA,NA,Hippoglossus stenolepis,Hippoglossus stenolepis,334
6152,Fish,Saltwater Fish,Pacific Halibut,Hippoglossus stenolepis,muscle,raw,72,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,Hippoglossus stenolepis,Hippoglossus stenolepis,335
6520,Marine Invertebrates,Crustaceans,American lobster,Homarus americanus,muscle,raw,79,NA,3.4,NA,18.2,1.5,NA,NA,NA,NA,NA,NA,Homarus americanus,Homarus americanus,336
6520,Marine Invertebrates,Crustaceans,American lobster,Homarus americanus,muscle,raw,55,NA,NA,NA,NA,NA,NA,0.4,NA,NA,0.24,0.12,Homarus americanus,Homarus americanus,337
6520,Marine Invertebrates,Crustaceans,American lobster,Homarus americanus,muscle,raw,81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Homarus americanus,Homarus americanus,338
6520,Marine Invertebrates,Crustaceans,American lobster,Homarus americanus,muscle,raw,64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Homarus americanus,Homarus americanus,339
6520,Marine Invertebrates,Crustaceans,American lobster,Homarus americanus,whole,raw,81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Homarus americanus,Homarus americanus,340
6444,Fish,Saltwater Fish,Ratfish,Hydrolagus spp.,muscle,raw,23,NA,NA,NA,NA,1.2,NA,0.1,NA,NA,NA,0.1,Hydrolagus spp.,Hydrolagus spp.,341
6444,Fish,Saltwater Fish,Ratfish,Hydrolagus spp.,muscle,raw,27,NA,NA,NA,14.2,7.5,NA,NA,NA,NA,NA,NA,Hydrolagus spp.,Hydrolagus spp.,342
6418,Fish,Freshwater Fish,Pond Smelt,Hypomesus olidus,muscle,raw,23,NA,NA,NA,NA,0.7,NA,0.3,NA,NA,0.1,0.2,Hypomesus olidus,Hypomesus olidus,343
6418,Fish,Freshwater Fish,Pond Smelt,Hypomesus olidus,whole,raw,27,750,NA,NA,17.1,2.9,NA,NA,NA,NA,NA,NA,Hypomesus olidus,Hypomesus olidus,344
6418,Fish,Freshwater Fish,Pond Smelt,Hypomesus olidus,muscle,raw,27,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,Hypomesus olidus,Hypomesus olidus,345
6439,Fish,Saltwater Fish,Surf Smelt,Hypomesus pretiosus,whole,raw,66,NA,NA,NA,18.4,7.21,NA,NA,NA,NA,NA,NA,Hypomesus pretiosus,Hypomesus pretiosus,346
6410,Fish,Freshwater Fish,Catfish,Ictaluridae,muscle,raw,46,27,NA,0.9,22.7,6.8,NA,NA,NA,NA,NA,NA,Ictaluridae,Ictaluridae,347
6410,Fish,Freshwater Fish,Catfish,Ictaluridae,muscle,raw,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Ictaluridae,Ictaluridae,348
6410,Fish,Freshwater Fish,Catfish,Ictaluridae,muscle,raw,81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Ictaluridae,Ictaluridae,349
6410,Fish,Freshwater Fish,Catfish,Ictaluridae,muscle,raw,82,35,NA,1,16.1,2.7,NA,0.81,NA,25,0.364,0.21,Ictaluridae,Ictaluridae,350
6410,Fish,Freshwater Fish,Catfish,Ictaluridae,muscle,raw,27,225,NA,1.58,18.2,8.2,NA,NA,0.06,113,NA,NA,Ictaluridae,Ictaluridae,351
6410,Fish,Freshwater Fish,Catfish,Ictaluridae,muscle,raw,48,NA,NA,NA,NA,3.3,0.84,NA,NA,NA,NA,NA,Ictaluridae,Ictaluridae,352
6410,Fish,Freshwater Fish,Channel Catfish,Ictalurus punctatus,muscle,raw,23,NA,NA,NA,NA,4.3,NA,1,NA,NA,0.1,0.2,Ictalurus punctatus,Ictalurus punctatus,353
6410,Fish,Freshwater Fish,Channel Catfish,Ictalurus punctatus,muscle,raw,72,NA,NA,NA,NA,3.6,NA,NA,NA,NA,NA,NA,Ictalurus punctatus,Ictalurus punctatus,354
6410,Fish,Freshwater Fish,Channel Catfish,Ictalurus punctatus,muscle,raw,79,46,0.8,1,17.6,4.4,0.6,1.1,NA,NA,NA,NA,Ictalurus punctatus,Ictalurus punctatus,355
6410,Fish,Freshwater Fish,Channel Catfish,Ictalurus punctatus,muscle,raw,27,46,0.83,NA,17.6,5.2,NA,NA,NA,NA,NA,NA,Ictalurus punctatus,Ictalurus punctatus,356
6528,Marine Invertebrates,Cephalopods,Northern Shortfin Squid,Illex illecebrosus,muscle,raw,27,NA,NA,NA,17.3,1.7,NA,NA,NA,NA,NA,NA,Illex illecebrosus,Illex illecebrosus,357
6528,Marine Invertebrates,Cephalopods,Northern Shortfin Squid,Illex illecebrosus,muscle,raw,79,NA,NA,NA,17.3,1.8,0.8,0.83,NA,NA,NA,NA,Illex illecebrosus,Illex illecebrosus,358
6528,Marine Invertebrates,Cephalopods,Northern Shortfin Squid,Illex illecebrosus,muscle,raw,55,NA,NA,NA,NA,NA,NA,0.92,NA,NA,0.27,0.64,Illex illecebrosus,Illex illecebrosus,359
6548,Marine Invertebrates,Primitive Mollusks,Black Katy Chiton,Katharina turnicata,muscle,raw,7,121,NA,16,17.1,1.6,NA,NA,NA,NA,NA,NA,Katharina turnicata,Katharina turnicata,360
6548,Marine Invertebrates,Primitive Mollusks,Black Katy Chiton,Katharina turnicata,muscle,raw,19,121,NA,16,17.1,1.6,NA,NA,NA,NA,NA,NA,Katharina turnicata,Katharina turnicata,361
6152,Fish,Saltwater Fish,Rock Sole,Lepidopsetta bilineata,muscle,raw,27,NA,NA,NA,18.6,1.2,NA,NA,NA,NA,NA,NA,Lepidopsetta bilineata,Lepidopsetta bilineata,362
6152,Fish,Saltwater Fish,Rock Sole,Lepidopsetta bilineata,muscle,raw,79,NA,0.3,NA,18.6,1,NA,NA,NA,NA,NA,NA,Lepidopsetta bilineata,Lepidopsetta bilineata,363
6417,Fish,Freshwater Fish,Gar,Lepisosteidae,muscle,raw,27,33,NA,NA,19,0.4,NA,NA,NA,NA,NA,NA,Lepisosteidae,Lepisosteidae,364
6417,Fish,Freshwater Fish,Gar,Lepisosteidae,muscle,raw,52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Lepisosteidae,Lepisosteidae,365
6417,Fish,Freshwater Fish,Gar,Lepisosteidae,muscle,raw,81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Lepisosteidae,Lepisosteidae,366
6417,Fish,Freshwater Fish,Gar,Lepisosteidae,muscle,raw,82,25,0.5,0.4,21.4,2.7,NA,1.02,0.02,25,0.14,0.72,Lepisosteidae,Lepisosteidae,367
6415,Fish,Freshwater Fish,Sunfish,Lepomis spp.,muscle,raw,23,NA,NA,NA,NA,0.7,NA,0.2,NA,NA,NA,0.1,Lepomis spp.,Lepomis spp.,368
6415,Fish,Freshwater Fish,Sunfish,Lepomis spp.,muscle,raw,27,NA,NA,0.34,20.4,1.7,NA,NA,0.029,NA,NA,NA,Lepomis spp.,Lepomis spp.,369
6415,Fish,Freshwater Fish,Sunfish,Lepomis spp.,muscle,raw,56,NA,NA,NA,19.4,0.7,NA,NA,NA,NA,NA,NA,Lepomis spp.,Lepomis spp.,370
6512,Marine Invertebrates,Sea Snails,Common Periwinkle,Littorina littorea,whole,raw,27,NA,NA,1.51,18.2,2.4,NA,NA,0.03,NA,NA,NA,Littorina littorea,Littorina littorea,371
6512,Marine Invertebrates,Sea Snails,Common Periwinkle,Littorina littorea,muscle,raw,79,165,NA,1.5,18.2,3,0.44,0.9,NA,NA,NA,NA,Littorina littorea,Littorina littorea,372
6512,Marine Invertebrates,Sea Snails,Periwinkles,Littorinidae,muscle,raw,23,NA,NA,NA,NA,3.3,NA,1.1,NA,NA,0.5,NA,Littorinidae,Littorinidae,373
6512,Marine Invertebrates,Sea Snails,Periwinkles,Littorinidae,whole,raw,27,NA,NA,NA,12,2.3,NA,NA,NA,NA,NA,NA,Littorinidae,Littorinidae,374
6405,Fish,Freshwater Fish,Burbot,Lota lota,muscle,raw,40,NA,NA,NA,17.4,0.9,NA,NA,NA,NA,NA,NA,Lota lota,Lota lota,375
6405,Fish,Freshwater Fish,Burbot,Lota lota,muscle,raw,62,50,0.76,0.9,19.3,0.8,NA,0.3,0.7,32,NA,NA,Lota lota,Lota lota,376
6405,Fish,Freshwater Fish,Burbot,Lota lota,muscle,raw,23,NA,NA,NA,NA,0.8,NA,0.3,NA,NA,0.1,0.1,Lota lota,Lota lota,377
6405,Fish,Freshwater Fish,Burbot,Lota lota,muscle,raw,34,NA,NA,0.6,17.4,0.6,NA,NA,NA,NA,NA,NA,Lota lota,Lota lota,378
6405,Fish,Freshwater Fish,Burbot,Lota lota,muscle,raw,53,8,0.7,0.3,17,0.7,NA,NA,0.02,NA,NA,NA,Lota lota,Lota lota,379
6405,Fish,Freshwater Fish,Burbot,Lota lota,muscle,raw,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Lota lota,Lota lota,380
6405,Fish,Freshwater Fish,Burbot,Lota lota,muscle,raw,13,50,0.76,0.9,19.3,0.81,NA,0.297,0.7,32,0.07,0.096,Lota lota,Lota lota,381
6405,Fish,Freshwater Fish,Burbot,Lota lota,muscle,raw,24,40,0.6,0.4,18,0.6,NA,NA,0.02,20,NA,NA,Lota lota,Lota lota,382
6405,Fish,Freshwater Fish,Burbot,Lota lota,muscle,raw,59,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.063,0.135,Lota lota,Lota lota,383
6405,Fish,Freshwater Fish,Burbot,Lota lota,muscle,raw,60,NA,NA,NA,24.9,NA,NA,NA,NA,NA,NA,NA,Lota lota,Lota lota,384
6405,Fish,Freshwater Fish,Burbot,Lota lota,muscle,raw,73,NA,NA,NA,NA,NA,NA,NA,NA,33,NA,NA,Lota lota,Lota lota,385
6405,Fish,Freshwater Fish,Burbot,Lota lota,muscle,raw,20,NA,NA,NA,NA,0.5,NA,NA,NA,NA,NA,0.1,Lota lota,Lota lota,386
6405,Fish,Freshwater Fish,Burbot,Lota lota,muscle,raw,82,38,0.53,0.4,16.4,0.5,NA,0.012,0.04,21,NA,NA,Lota lota,Lota lota,387
6405,Fish,Freshwater Fish,Burbot,Lota lota,muscle,raw,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Lota lota,Lota lota,388
6405,Fish,Freshwater Fish,Burbot,Lota lota,liver,raw,53,4,1.6,2,10,24,NA,NA,0.11,17,0.7,1,Lota lota,Lota lota,389
6405,Fish,Freshwater Fish,Burbot,Lota lota,liver,raw,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Lota lota,Lota lota,390
6405,Fish,Freshwater Fish,Burbot,Lota lota,liver,raw,83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Lota lota,Lota lota,391
6405,Fish,Freshwater Fish,Burbot,Lota lota,liver,raw,24,10,2,2,8,34,NA,NA,0.05,9,NA,NA,Lota lota,Lota lota,392
6405,Fish,Freshwater Fish,Burbot,Lota lota,liver,raw,20,NA,NA,NA,NA,35.7,NA,NA,NA,NA,0.8,0.8,Lota lota,Lota lota,393
6405,Fish,Freshwater Fish,Burbot,Lota lota,liver,raw,59,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.484,0.773,Lota lota,Lota lota,394
6405,Fish,Freshwater Fish,Burbot,Lota lota,liver,raw,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Lota lota,Lota lota,395
6405,Fish,Freshwater Fish,Burbot,Lota lota,eggs,raw,53,8,2.4,1.3,18,14,NA,NA,0.04,16,1.2,1.8,Lota lota,Lota lota,396
6405,Fish,Freshwater Fish,Burbot,Lota lota,eggs,raw,83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Lota lota,Lota lota,397
6405,Fish,Freshwater Fish,Burbot,Lota lota,not specified,raw,86,24,NA,0.3,18,1,NA,NA,NA,NA,0.07,0.1,Lota lota,Lota lota,398
6405,Fish,Freshwater Fish,Burbot,Lota lota,eggs,raw,59,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.673,1.14,Lota lota,Lota lota,399
6405,Fish,Freshwater Fish,Burbot,Lota lota,skin,raw,20,NA,NA,NA,NA,1.2,NA,NA,NA,NA,0.1,0.1,Lota lota,Lota lota,400
6405,Fish,Freshwater Fish,Burbot,Lota lota,skin,raw,24,212,1.8,0.8,24,1,NA,NA,0.1,22,NA,NA,Lota lota,Lota lota,401
6405,Fish,Freshwater Fish,Burbot,Lota lota,skin,raw,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Lota lota,Lota lota,402
6405,Fish,Freshwater Fish,Burbot,Lota lota,muscle,raw,27,NA,NA,NA,17.6,0.8,NA,NA,NA,NA,NA,NA,Lota lota,Lota lota,403
6405,Fish,Freshwater Fish,Burbot,Lota lota,whole,raw,27,NA,NA,NA,15.2,3.7,NA,NA,NA,NA,NA,NA,Lota lota,Lota lota,404
6405,Fish,Freshwater Fish,Burbot,Lota lota,muscle,raw,56,NA,NA,NA,20.7,0.7,NA,NA,NA,NA,NA,NA,Lota lota,Lota lota,405
6405,Fish,Freshwater Fish,Burbot,Lota lota,muscle,raw,72,NA,NA,NA,NA,1.2,NA,NA,NA,NA,NA,NA,Lota lota,Lota lota,406
6439,Fish,Saltwater Fish,Capelin,Mallotus villosus,muscle,raw,23,NA,NA,NA,NA,8.2,NA,1.5,NA,NA,0.6,0.5,Mallotus villosus,Mallotus villosus,407
6439,Fish,Saltwater Fish,Capelin,Mallotus villosus,muscle,raw,55,NA,NA,NA,NA,NA,NA,0.99,NA,NA,0.65,0.2,Mallotus villosus,Mallotus villosus,408
6439,Fish,Saltwater Fish,Capelin,Mallotus villosus,muscle,raw,48,NA,NA,NA,NA,13.5,1.97,NA,NA,NA,NA,NA,Mallotus villosus,Mallotus villosus,409
6439,Fish,Saltwater Fish,Capelin,Mallotus villosus,whole,raw,66,NA,NA,NA,14.3,4.76,NA,NA,NA,NA,NA,NA,Mallotus villosus,Mallotus villosus,410
6432,Fish,Saltwater Fish,Haddock,Melanogrammus aeglefinus,muscle,raw,27,27,0.788,0.679,18.2,0.5,NA,NA,0.018,24,NA,NA,Melanogrammus aeglefinus,Melanogrammus aeglefinus,411
6432,Fish,Saltwater Fish,Haddock,Melanogrammus aeglefinus,muscle,raw,64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Melanogrammus aeglefinus,Melanogrammus aeglefinus,412
6432,Fish,Saltwater Fish,Haddock,Melanogrammus aeglefinus,muscle,raw,48,NA,NA,NA,NA,1.1,0.41,NA,NA,NA,NA,NA,Melanogrammus aeglefinus,Melanogrammus aeglefinus,413
6432,Fish,Saltwater Fish,Haddock,Melanogrammus aeglefinus,whole,raw,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Melanogrammus aeglefinus,Melanogrammus aeglefinus,414
6432,Fish,Saltwater Fish,Haddock,Melanogrammus aeglefinus,whole,raw,81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Melanogrammus aeglefinus,Melanogrammus aeglefinus,415
6432,Fish,Saltwater Fish,Haddock,Melanogrammus aeglefinus,muscle,raw,23,NA,NA,NA,NA,0.7,NA,0.2,NA,NA,0.1,0.1,Melanogrammus aeglefinus,Melanogrammus aeglefinus,416
6432,Fish,Saltwater Fish,Haddock,Melanogrammus aeglefinus,muscle,raw,55,NA,NA,NA,NA,0.59,0.23,NA,NA,NA,0.07,0.14,Melanogrammus aeglefinus,Melanogrammus aeglefinus,417
6432,Fish,Saltwater Fish,Haddock,Melanogrammus aeglefinus,muscle,raw,69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Melanogrammus aeglefinus,Melanogrammus aeglefinus,418
6432,Fish,Saltwater Fish,Haddock,Melanogrammus aeglefinus,muscle,raw,55,NA,NA,NA,NA,NA,NA,0.24,NA,NA,0.07,0.14,Melanogrammus aeglefinus,Melanogrammus aeglefinus,419
6432,Fish,Saltwater Fish,Haddock,Melanogrammus aeglefinus,muscle,raw,81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Melanogrammus aeglefinus,Melanogrammus aeglefinus,420
6432,Fish,Saltwater Fish,Haddock,Melanogrammus aeglefinus,muscle,raw,82,18,0.3,0.6,18.9,1,NA,0.384,NA,23,0.072,0.273,Melanogrammus aeglefinus,Melanogrammus aeglefinus,421
6432,Fish,Saltwater Fish,Haddock,Melanogrammus aeglefinus,skin,raw,64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Melanogrammus aeglefinus,Melanogrammus aeglefinus,422
6432,Fish,Saltwater Fish,Haddock,Melanogrammus aeglefinus,liver,raw,64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Melanogrammus aeglefinus,Melanogrammus aeglefinus,423
6432,Fish,Saltwater Fish,Haddock,Melanogrammus aeglefinus,muscle,raw,79,27,0.6,0.8,18.2,0.6,0.2,0.2,NA,NA,NA,NA,Melanogrammus aeglefinus,Melanogrammus aeglefinus,424
6432,Fish,Saltwater Fish,Haddock,Melanogrammus aeglefinus,muscle,raw,72,NA,NA,NA,NA,0.66,NA,NA,NA,NA,NA,NA,Melanogrammus aeglefinus,Melanogrammus aeglefinus,425
6504,Marine Invertebrates,Bivalves,Northern Quahog,Mercenaria mercenaria ,muscle,raw,64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mercenaria mercenaria ,Mercenaria mercenaria ,426
6504,Marine Invertebrates,Bivalves,Northern Quahog,Mercenaria mercenaria ,muscle,raw,23,NA,NA,NA,NA,0.6,NA,0.1,NA,NA,NA,NA,Mercenaria mercenaria ,Mercenaria mercenaria ,427
