"","autoctr","sciname","StockCode","EcologyRefNo","HabitatsRef","Neritic","SupraLittoralZone","Saltmarshes","LittoralZone","TidePools","Intertidal","SubLittoral","Caves","Oceanic","Epipelagic","Mesopelagic","Bathypelagic","Abyssopelagic","Hadopelagic","Estuaries","Mangroves","MarshesSwamps","CaveAnchialine","Stream","Lakes","Cave","Cave2","Herbivory2","HerbivoryRef","FeedingType","FeedingTypeRef","DietTroph","DietSeTroph","DietTLu","DietseTLu","DietRemark","DietRef","FoodTroph","FoodSeTroph","FoodRemark","FoodRef","AddRems","AssociationRef","Parasitism","Solitary","Symbiosis","Symphorism","Commensalism","Mutualism","Epiphytic","Schooling","SchoolingFrequency","SchoolingLifestage","Shoaling","ShoalingFrequency","ShoalingLifestage","SchoolShoalRef","AssociationsWith","AssociationsRemarks","OutsideHost","OHRemarks","InsideHost","IHRemarks","SubstrateRef","Benthic","Sessile","Mobile","Demersal","Endofauna","Pelagic","Megabenthos","Macrobenthos","Meiobenthos","SoftBottom","Sand","Coarse","Fine","Level","Sloping","Silt","Mud","Ooze","Detritus","Organic","HardBottom","Rocky","Rubble","SpecialHabitatRef","Macrophyte","BedsBivalve","BedsRock","SeaGrassBeds","BedsOthers","CoralReefs","ReefExclusive","DropOffs","ReefFlats","Lagoons","Burrows","Tunnels","Crevices","Vents","Seamounts","DeepWaterCorals","Vegetation","Leaves","Stems","Roots","Driftwood","OInverterbrates","OIRemarks","Verterbrates","VRemarks","Pilings","BoatHulls","Corals","SoftCorals","OnPolyp","BetweenPolyps","HardCorals","OnExoskeleton","InterstitialSpaces","Entered","Dateentered","Modified","Datemodified","Expert","Datechecked","TS","SpecCode"
"11",4715,"Pseudoplatystoma corruscans",8991,26762,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"mainly animals (troph. 2.8 and up)",26762,"hunting macrofauna (predator)",26762,NA,NA,NA,NA,NA,NA,4.5,0.8,"Tentative trophic level derived from 1 + troph of a single food item",NA,"Feeds mainly on fishes.",NA,0,0,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,0,NA,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,0,0,0,0,0,574,"2000-12-11T00:00:00.000Z",NA,"2001-06-27T00:00:00.000Z",574,"2001-06-27T00:00:00.000Z",NA,8674
"12",77,"Oreochromis niloticus",1,3,87,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,-1,-1,0,0,"mainly plants/detritus (troph. 2-2.19)",5414,"browsing on substrate",NA,2,NA,2,0,"Troph of adults from 1 study.",5414,2.01999998092651,0,"Trophic level estimated from a number of food items using a randomized resampling routine.",30469,"Inhabit the littoral zone of lakes and are abundant in Lakes Turkana (Rudolf) and Albert. Although a freshwater species they are also found in brackish water like in the Nile Delta. The area occupied by the species extends from 8° S to 32° N and from 6000 ft (1830 m) to sea level. <i>O. niloticus</i> of Lake Edward form very large schools of 100 sq.m or more at the lake surface when feeding. The species takes epiphytic algae, diatoms or plankton according to conditions. (See also Ref. 3736).",NA,0,0,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,0,NA,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,0,0,0,0,0,4,"1990-10-19T00:00:00.000Z",309,"2011-03-24T00:00:00.000Z",NA,NA,NA,2
"13",78,"Oreochromis mossambicus",3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,-1,-1,0,0,"mainly plants/detritus (troph. 2-2.19)",1,"browsing on substrate",1,2.17,0.03,2,0,"Troph of juv./adults from 14 studies.",13543,2.77,0.36,"Trophic level estimated from a number of food items using a randomized resampling routine.",NA,"Inhabits lower Zambezi, Limpopo and eastern rivers southwards. Prefers sheltered banks provided with vegetation. The adult tilapia mainly occupy deeper terraces which surround the lake at high-water levels.  Feeds on detritus, plankton, and algae (Ref. 11889). Small fish fed initially on zoobenthos and zooplankton, but fish with a mass of over 4 g fed increasingly on <i>Microcystis aeruginosa</i> and detritus (Ref. 43783). Increased in rainfall improved the quality of diet, as level of protein, energy and organic matter in the diet increased in quantity (Ref. 52847). Utilized in rice fish culture (Ref. 26236).",NA,0,0,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,0,NA,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,0,0,0,0,0,4,"1990-10-19T00:00:00.000Z",97,"2015-09-22T00:00:00.000Z",711,"2001-05-10T00:00:00.000Z",NA,3
"14",135,"Channa striata",357,9497,13497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,"mainly animals (troph. 2.8 and up)",13497,"hunting macrofauna (predator)",9497,NA,NA,3.63,0.649999976158142,NA,55076,3.36,0.45,"Trophic level estimated from a number of food items using a randomized resampling routine.",NA,"Inhabits ponds, streams and rivers, preferring stagnant and muddy water of plains (Ref. 41236).  Found mainly in swamps, but also occurs in the lowland rivers.  More common in relatively deep (1-2 m), still water.  Very common in freshwater plains (Ref. 4515).  Occurs in medium to large rivers, brooks, flooded fields and stagnant waters including sluggish flowing canals (Ref. 12975).  Survives dry season by burrowing in bottom mud of lakes, canals and swamps as long as skin and air-breathing apparatus remain moist (Ref. 2686) and subsists on the stored fat (Ref. 1479).  Feeds on fish,  frogs, snakes, insects, earthworms, tadpoles (Ref. 1479) and crustaceans (Ref. 2847). Also feeds on smaller herbivorous fishes, enters the flooded forest in high water (Ref. 13497).  Undertakes lateral migration from the Mekong mainstream, or other permanent water bodies, to flooded areas during the flood season and returns to the permanent water bodies at the onset of the dry season (Ref. 37770).  During winter and dry season, its flesh around coelomic cavity is heavily infested by a larval trematode <i>Isoparorchis hypselobargi</i>.  Other parasites infecting this fish include <i>Pallisentis ophicephali</i> in the intestine and <i>Neocamallanus ophicepahli</i> in the pyloric caecae (Ref. 1479).",NA,0,0,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,0,NA,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,0,0,0,0,0,21,"1995-07-04T00:00:00.000Z",309,"2005-08-01T00:00:00.000Z",NA,NA,NA,343
"15",2810,"Glossogobius giuris",5063,49,26909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,-1,-1,0,0,"mainly animals (troph. 2.8 and up)",49,"hunting macrofauna (predator)",59235,3.66,0.202,4.22,0.930000007152557,"Troph of juv./adults from 4 studies.",59235,3.57,0.59,"Trophic level estimated from a number of food items using a randomized resampling routine.",NA,"Found mainly in freshwater and estuaries, but also enters the sea (Ref. 4833).  Also occurs in canals, ditches and ponds (Ref.  12693).  Found in clear to turbid streams with rock, gravel or sand bottoms (Ref. 2847).  Encountered in medium to large-sized rivers of the lower Mekong (Ref. 12975).  Feeds on small insects, crustaceans and small fish.  Grows to a much larger size in brackish water than in fresh water.  Cannibalism is relatively common for this species (Ref. 48660).",NA,0,0,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,0,NA,0,NA,NA,0,0,0,0,0,0,0,0,0,-1,-1,0,0,0,0,0,0,0,0,0,-1,-1,0,58534,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,0,0,0,0,0,34,"1997-04-05T00:00:00.000Z",309,"2007-11-15T00:00:00.000Z",NA,NA,NA,4833
"16",513,"Epinephelus aeneus",440,231,231,-1,0,0,0,0,0,0,0,-1,0,0,0,0,0,-1,0,0,0,0,0,0,0,"mainly animals (troph. 2.8 and up)",231,"hunting macrofauna (predator)",231,NA,NA,NA,NA,NA,NA,4.02,0.59,"Trophic level estimated from a number of food items using a randomized resampling routine.",NA,"Voracious predator.         ",NA,0,0,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,0,NA,0,NA,95541,0,0,0,0,0,0,0,0,0,-1,-1,0,0,0,0,0,0,0,0,0,-1,-1,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,0,0,0,0,0,2,"1991-03-06T00:00:00.000Z",393,"2014-04-08T00:00:00.000Z",NA,NA,NA,426
"17",298,"Chelidonichthys lucerna",1384,4944,4944,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,-1,0,0,0,0,0,0,0,"mainly animals (troph. 2.8 and up)",4944,"hunting macrofauna (predator)",NA,3.98,0.047,3.65,0.61,"Troph of juv./adults from 176 studies.",37407,3.58,0.5,"Trophic level estimated from a number of food items using a randomized resampling routine.",NA,"Feeds on fish and benthic organisms (Ref. 4944).",NA,0,0,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,0,NA,0,NA,NA,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,0,0,0,0,0,34,"1992-12-21T00:00:00.000Z",34,"1999-12-11T00:00:00.000Z",NA,NA,NA,1366
"18",100,"Merlangius merlangus",39,3663,3663,-1,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,"mainly animals (troph. 2.8 and up)",3663,"hunting macrofauna (predator)",3663,4.36,0.184,4.17,0.660000026226044,"Troph of adults from 15 studies.",26802,3.57,0.74,"Trophic level estimated from a number of food items using a randomized resampling routine.",NA,"Lives above the bottom and often near the surface. Young live closer to the shore. Proportion of fish in the diet increases with age (Ref. 3663).",NA,0,0,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,0,NA,0,NA,NA,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,-1,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,0,0,0,0,0,2,"1990-12-17T00:00:00.000Z",34,"2005-01-24T00:00:00.000Z",711,"2001-11-06T00:00:00.000Z",NA,29
"19",67,"Scomber scombrus",132,168,168,-1,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,"mainly animals (troph. 2.8 and up)",168,"variable",168,3.63,0.178,3.51,0.439999997615814,"Troph of adults from 4 studies.",26802,3.73,0.57,"Trophic level estimated from a number of food items using a randomized resampling routine.",NA,"Mesodemersal. Abundant in cold and temperate shelf areas, forms large schools near the surface.  They overwinter in deeper waters but move closer to shore in spring when water temperatures range between 11° and 14°C.  Mainly diurnal, it feeds on zooplankton and small fish. In spring, the diet of the juveniles consisted of euphausiids, crustacean larvae and other zooplankton, whereas euphausiids formed 90% of the diet in adults (Ref. 55912).  In autumn, juveniles ate hyperiids and gelatinous zooplankton, adults feed on blue whiting (Ref. 55912).  Preyed upon by porbeagles, dogfish, Atlantic cod, bluefin tuna, swordfish, porpoises and harbour seals.  Parasites of the species include monogenean, <i>Kuhnia scombri</i> on gills; trematodes, <i>Podocotyle atomon</i> and <i>P. simplex</i>; and nematodes, <i>Anisakis simplex</i> and <i>Haematractidium scombri</i> (Ref. 5951).",NA,0,0,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,0,NA,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,0,0,0,0,0,2,"1990-10-19T00:00:00.000Z",1472,"2007-08-01T00:00:00.000Z",711,"2001-05-29T00:00:00.000Z",NA,118
"20",464,"Pomatomus saltatrix",378,6877,6877,-1,0,0,0,0,0,0,0,-1,0,0,0,0,0,-1,0,0,0,0,0,0,0,"mainly animals (troph. 2.8 and up)",6877,"hunting macrofauna (predator)",6877,4.53,0.303,4.33,0.490000009536743,"Troph of juv./adults from 6 studies.",37512,4.08,0.0113,"Trophic level estimated from a number of food items using a randomized resampling routine.",NA,"Occurs inshore (Ref. 7300). In Western North Atlantic, it undergoes ontogenetic shift in the diet associated with the transition from oceanic to coastal habitats. Pelagic juveniles feed mainly on copepods prior to entry to the estuary, and primarily on fishes after entry to estuary (Ref. 12139). Tailor populations in South Africa and North America display definite seasonal migratory patterns, moving from higher latitudes to sub-tropical waters in winter (Ref. 1120, 6845). Tagging studies in Queensland and New South Wales have confirmed that a similar migratory pattern occurs in eastern Australian waters, at least north of Sydney (Ref. 6390).
Tailor are cannibalistic and can be caught readily by anglers using tailor flesh as bait although the extent of their predation upon other tailor is probably limited by the species' tendency to school by size (Ref. 27687).
One of the main predators during winter in a sandy beach at Canto Grande, Santa Catarina, Brazil (Ref. 55758).",NA,0,0,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,0,NA,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,0,0,0,0,0,2,"1991-06-10T00:00:00.000Z",309,"2005-10-26T00:00:00.000Z",711,"2001-05-11T00:00:00.000Z",NA,364
"21",926,"Sparus aurata",1180,2011,2011,0,0,0,0,0,-1,0,0,-1,0,0,0,0,0,-1,0,0,0,0,0,0,0,"mainly animals (troph. 2.8 and up)",28582,"hunting macrofauna (predator)",3688,3.7,0,3.25,0.46000000834465,"Troph of juv./adults from 1 study.",46370,3.39,0.49,"Trophic level estimated from a number of food items using a randomized resampling routine.",NA,"Inhabits seagrass beds and sandy bottoms as well as in the surf zone commonly to depths of about 30 m, but adults may occur to 150 m depth.  A sedentary fish, either solitary or in small aggregations.  In spring, often occurs in brackish water coastal lagoons and estuaries.  Mainly carnivorous, accessorily herbivorous (Ref. 3688).  Feeds on shellfish, including mussels and oysters.  One of the most important fishes in saline and hypersaline aquaculture.",NA,0,0,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,0,NA,0,NA,95541,0,0,0,0,0,0,0,0,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,0,0,0,0,0,21,"1992-09-01T00:00:00.000Z",393,"2014-04-08T00:00:00.000Z",NA,NA,NA,1164
