species1,latin_name,pageid,level_1,level_2,common_name,latin_name1,part,preparation,reference,nutrient,concentration,AgeMatMin,feeding_level,feeding_mode,bulk_trophic_level,EnvTemp,BodyShapeI,DemersPelag,DepthRangeDeep,Length,log_concentration,log_length,realm
Salvelinus namaycush,Salvelinus namaycush,6151,Fish,Freshwater Fish,Lake Trout,Salvelinus namaycush,liver,raw,43,ca_mg,8.7,8,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.77,temperate,fusiform / normal,benthopelagic,53,150,2.163323025660538,5.0106352940962555,fresh
Salvelinus namaycush,Salvelinus namaycush,6151,Fish,Freshwater Fish,Lake Trout,Salvelinus namaycush,eggs,raw,43,ca_mg,41.2,8,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.77,temperate,fusiform / normal,benthopelagic,53,150,3.7184382563554808,5.0106352940962555,fresh
Salvelinus namaycush,Salvelinus namaycush,6151,Fish,Freshwater Fish,Lake Trout,Salvelinus namaycush,muscle,raw,79,ca_mg,44,8,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.77,temperate,fusiform / normal,benthopelagic,53,150,3.784189633918261,5.0106352940962555,fresh
Salvelinus namaycush,Salvelinus namaycush,6151,Fish,Freshwater Fish,Lake Trout,Salvelinus namaycush,muscle,raw,82,zn_mg,0.44,8,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.77,temperate,fusiform / normal,benthopelagic,53,150,-0.8209805520698302,5.0106352940962555,fresh
Salvelinus namaycush,Salvelinus namaycush,6151,Fish,Freshwater Fish,Lake Trout,Salvelinus namaycush,muscle,raw,24,zn_mg,0.4,8,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.77,temperate,fusiform / normal,benthopelagic,53,150,-0.916290731874155,5.0106352940962555,fresh
Salvelinus namaycush,Salvelinus namaycush,6151,Fish,Freshwater Fish,Lake Trout,Salvelinus namaycush,muscle,raw,43,zn_mg,0.4,8,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.77,temperate,fusiform / normal,benthopelagic,53,150,-0.916290731874155,5.0106352940962555,fresh
Salvelinus namaycush,Salvelinus namaycush,6151,Fish,Freshwater Fish,Lake Trout,Salvelinus namaycush,muscle,raw,2,zn_mg,0.4,8,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.77,temperate,fusiform / normal,benthopelagic,53,150,-0.916290731874155,5.0106352940962555,fresh
Salvelinus namaycush,Salvelinus namaycush,6151,Fish,Freshwater Fish,Lake Trout,Salvelinus namaycush,muscle,raw,27,zn_mg,0.21,8,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.77,temperate,fusiform / normal,benthopelagic,53,150,-1.5606477482646683,5.0106352940962555,fresh
Salvelinus namaycush,Salvelinus namaycush,6151,Fish,Freshwater Fish,Lake Trout,Salvelinus namaycush,liver,raw,43,zn_mg,8.2,8,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.77,temperate,fusiform / normal,benthopelagic,53,150,2.1041341542702074,5.0106352940962555,fresh
Salvelinus namaycush,Salvelinus namaycush,6151,Fish,Freshwater Fish,Lake Trout,Salvelinus namaycush,eggs,raw,43,zn_mg,4.3,8,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.77,temperate,fusiform / normal,benthopelagic,53,150,1.4586150226995167,5.0106352940962555,fresh
Salvelinus namaycush,Salvelinus namaycush,6151,Fish,Freshwater Fish,Lake Trout,Salvelinus namaycush,muscle,raw,79,zn_mg,0.7,8,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.77,temperate,fusiform / normal,benthopelagic,53,150,-0.35667494393873245,5.0106352940962555,fresh
Salvelinus namaycush,Salvelinus namaycush,6151,Fish,Freshwater Fish,Lake Trout,Salvelinus namaycush,muscle,raw,82,fe_mg,0.75,8,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.77,temperate,fusiform / normal,benthopelagic,53,150,-0.2876820724517809,5.0106352940962555,fresh
Salvelinus namaycush,Salvelinus namaycush,6151,Fish,Freshwater Fish,Lake Trout,Salvelinus namaycush,muscle,raw,24,fe_mg,0.5,8,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.77,temperate,fusiform / normal,benthopelagic,53,150,-0.6931471805599453,5.0106352940962555,fresh
Salvelinus namaycush,Salvelinus namaycush,6151,Fish,Freshwater Fish,Lake Trout,Salvelinus namaycush,muscle,raw,43,fe_mg,0.2,8,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.77,temperate,fusiform / normal,benthopelagic,53,150,-1.6094379124341003,5.0106352940962555,fresh
Salvelinus namaycush,Salvelinus namaycush,6151,Fish,Freshwater Fish,Lake Trout,Salvelinus namaycush,muscle,raw,2,fe_mg,0.3,8,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.77,temperate,fusiform / normal,benthopelagic,53,150,-1.2039728043259361,5.0106352940962555,fresh
Salvelinus namaycush,Salvelinus namaycush,6151,Fish,Freshwater Fish,Lake Trout,Salvelinus namaycush,muscle,raw,27,fe_mg,0.478,8,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.77,temperate,fusiform / normal,benthopelagic,53,150,-0.7381445464906811,5.0106352940962555,fresh
Salvelinus namaycush,Salvelinus namaycush,6151,Fish,Freshwater Fish,Lake Trout,Salvelinus namaycush,liver,raw,43,fe_mg,6,8,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.77,temperate,fusiform / normal,benthopelagic,53,150,1.791759469228055,5.0106352940962555,fresh
Salvelinus namaycush,Salvelinus namaycush,6151,Fish,Freshwater Fish,Lake Trout,Salvelinus namaycush,eggs,raw,43,fe_mg,0.4,8,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.77,temperate,fusiform / normal,benthopelagic,53,150,-0.916290731874155,5.0106352940962555,fresh
Salvelinus namaycush,Salvelinus namaycush,6151,Fish,Freshwater Fish,Lake Trout,Salvelinus namaycush,muscle,raw,79,fe_mg,0.7,8,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.77,temperate,fusiform / normal,benthopelagic,53,150,-0.35667494393873245,5.0106352940962555,fresh
Salvelinus namaycush,Salvelinus namaycush,6151,Fish,Freshwater Fish,Lake Trout,Salvelinus namaycush,muscle,raw,82,protein_g,20.5,8,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.77,temperate,fusiform / normal,benthopelagic,53,150,3.0204248861443626,5.0106352940962555,fresh
Salvelinus namaycush,Salvelinus namaycush,6151,Fish,Freshwater Fish,Lake Trout,Salvelinus namaycush,muscle,raw,24,protein_g,21,8,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.77,temperate,fusiform / normal,benthopelagic,53,150,3.044522437723423,5.0106352940962555,fresh
Salvelinus namaycush,Salvelinus namaycush,6151,Fish,Freshwater Fish,Lake Trout,Salvelinus namaycush,muscle,raw,60,protein_g,22.4,8,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.77,temperate,fusiform / normal,benthopelagic,53,150,3.109060958860994,5.0106352940962555,fresh
Salvelinus namaycush,Salvelinus namaycush,6151,Fish,Freshwater Fish,Lake Trout,Salvelinus namaycush,muscle,raw,43,protein_g,12,8,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.77,temperate,fusiform / normal,benthopelagic,53,150,2.4849066497880004,5.0106352940962555,fresh
Salvelinus namaycush,Salvelinus namaycush,6151,Fish,Freshwater Fish,Lake Trout,Salvelinus namaycush,muscle,raw,32,protein_g,22.4,8,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.77,temperate,fusiform / normal,benthopelagic,53,150,3.109060958860994,5.0106352940962555,fresh
Salvelinus namaycush,Salvelinus namaycush,6151,Fish,Freshwater Fish,Lake Trout,Salvelinus namaycush,muscle,raw,2,protein_g,20.9,8,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.77,temperate,fusiform / normal,benthopelagic,53,150,3.039749158970765,5.0106352940962555,fresh
Salvelinus namaycush,Salvelinus namaycush,6151,Fish,Freshwater Fish,Lake Trout,Salvelinus namaycush,offal,raw,27,protein_g,15.6,8,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.77,temperate,fusiform / normal,benthopelagic,53,150,2.747270914255491,5.0106352940962555,fresh
Salvelinus namaycush,Salvelinus namaycush,6151,Fish,Freshwater Fish,Lake Trout,Salvelinus namaycush,liver,raw,43,protein_g,9.7,8,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.77,temperate,fusiform / normal,benthopelagic,53,150,2.272125885509337,5.0106352940962555,fresh
Salvelinus namaycush,Salvelinus namaycush,6151,Fish,Freshwater Fish,Lake Trout,Salvelinus namaycush,eggs,raw,43,protein_g,19.6,8,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.77,temperate,fusiform / normal,benthopelagic,53,150,2.975529566236472,5.0106352940962555,fresh
Salvelinus namaycush,Salvelinus namaycush,6151,Fish,Freshwater Fish,Lake Trout,Salvelinus namaycush,muscle,raw,56,protein_g,18.6,8,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.77,temperate,fusiform / normal,benthopelagic,53,150,2.9231615807191558,5.0106352940962555,fresh
Salvelinus namaycush,Salvelinus namaycush,6151,Fish,Freshwater Fish,Lake Trout,Salvelinus namaycush,muscle,raw,79,protein_g,18.1,8,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.77,temperate,fusiform / normal,benthopelagic,53,150,2.89591193827178,5.0106352940962555,fresh
Salvelinus namaycush,Salvelinus namaycush,6151,Fish,Freshwater Fish,Lake Trout,Salvelinus namaycush,muscle,raw,23,fat_g,9.7,8,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.77,temperate,fusiform / normal,benthopelagic,53,150,2.272125885509337,5.0106352940962555,fresh
Salvelinus namaycush,Salvelinus namaycush,6151,Fish,Freshwater Fish,Lake Trout,Salvelinus namaycush,muscle,raw,82,fat_g,2.7,8,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.77,temperate,fusiform / normal,benthopelagic,53,150,0.9932517730102834,5.0106352940962555,fresh
Salvelinus namaycush,Salvelinus namaycush,6151,Fish,Freshwater Fish,Lake Trout,Salvelinus namaycush,muscle,raw,24,fat_g,3.9,8,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.77,temperate,fusiform / normal,benthopelagic,53,150,1.3609765531356006,5.0106352940962555,fresh
Salvelinus namaycush,Salvelinus namaycush,6151,Fish,Freshwater Fish,Lake Trout,Salvelinus namaycush,muscle,raw,20,fat_g,3.9,8,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.77,temperate,fusiform / normal,benthopelagic,53,150,1.3609765531356006,5.0106352940962555,fresh
Salvelinus namaycush,Salvelinus namaycush,6151,Fish,Freshwater Fish,Lake Trout,Salvelinus namaycush,muscle,raw,43,fat_g,1.4,8,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.77,temperate,fusiform / normal,benthopelagic,53,150,0.3364722366212129,5.0106352940962555,fresh
Salvelinus namaycush,Salvelinus namaycush,6151,Fish,Freshwater Fish,Lake Trout,Salvelinus namaycush,muscle,raw,32,fat_g,2.1,8,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.77,temperate,fusiform / normal,benthopelagic,53,150,0.7419373447293773,5.0106352940962555,fresh
Salvelinus namaycush,Salvelinus namaycush,6151,Fish,Freshwater Fish,Lake Trout,Salvelinus namaycush,muscle,raw,2,fat_g,1.4,8,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.77,temperate,fusiform / normal,benthopelagic,53,150,0.3364722366212129,5.0106352940962555,fresh
Salvelinus namaycush,Salvelinus namaycush,6151,Fish,Freshwater Fish,Lake Trout,Salvelinus namaycush,offal,raw,27,fat_g,18.1,8,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.77,temperate,fusiform / normal,benthopelagic,53,150,2.89591193827178,5.0106352940962555,fresh
Salvelinus namaycush,Salvelinus namaycush,6151,Fish,Freshwater Fish,Lake Trout,Salvelinus namaycush,liver,raw,43,fat_g,2.2,8,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.77,temperate,fusiform / normal,benthopelagic,53,150,0.7884573603642703,5.0106352940962555,fresh
Salvelinus namaycush,Salvelinus namaycush,6151,Fish,Freshwater Fish,Lake Trout,Salvelinus namaycush,eggs,raw,43,fat_g,2.6,8,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.77,temperate,fusiform / normal,benthopelagic,53,150,0.9555114450274363,5.0106352940962555,fresh
Salvelinus namaycush,Salvelinus namaycush,6151,Fish,Freshwater Fish,Lake Trout,Salvelinus namaycush,muscle,raw,56,fat_g,7.2,8,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.77,temperate,fusiform / normal,benthopelagic,53,150,1.9740810260220096,5.0106352940962555,fresh
Salvelinus namaycush,Salvelinus namaycush,6151,Fish,Freshwater Fish,Lake Trout,Salvelinus namaycush,muscle,raw,79,fat_g,9.4,8,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.77,temperate,fusiform / normal,benthopelagic,53,150,2.2407096892759584,5.0106352940962555,fresh
Salvelinus namaycush,Salvelinus namaycush,6151,Fish,Freshwater Fish,Lake Trout,Salvelinus namaycush,muscle,raw,43,fapun3,0.6,8,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.77,temperate,fusiform / normal,benthopelagic,53,150,-0.5108256237659907,5.0106352940962555,fresh
Salvelinus namaycush,Salvelinus namaycush,6151,Fish,Freshwater Fish,Lake Trout,Salvelinus namaycush,liver,raw,43,fapun3,0.92,8,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.77,temperate,fusiform / normal,benthopelagic,53,150,-0.08338160893905101,5.0106352940962555,fresh
Salvelinus namaycush,Salvelinus namaycush,6151,Fish,Freshwater Fish,Lake Trout,Salvelinus namaycush,eggs,raw,43,fapun3,2.4,8,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.77,temperate,fusiform / normal,benthopelagic,53,150,0.8754687373538999,5.0106352940962555,fresh
Salvelinus namaycush,Salvelinus namaycush,6151,Fish,Freshwater Fish,Lake Trout,Salvelinus namaycush,muscle,raw,79,fapun3,1.4,8,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.77,temperate,fusiform / normal,benthopelagic,53,150,0.3364722366212129,5.0106352940962555,fresh
Salvelinus namaycush,Salvelinus namaycush,6151,Fish,Freshwater Fish,Lake Trout,Salvelinus namaycush,muscle,raw,23,fapun_all_g,3.4,8,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.77,temperate,fusiform / normal,benthopelagic,53,150,1.2237754316221157,5.0106352940962555,fresh
Salvelinus namaycush,Salvelinus namaycush,6151,Fish,Freshwater Fish,Lake Trout,Salvelinus namaycush,muscle,raw,43,fapun_all_g,1,8,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.77,temperate,fusiform / normal,benthopelagic,53,150,0,5.0106352940962555,fresh
Salvelinus namaycush,Salvelinus namaycush,6151,Fish,Freshwater Fish,Lake Trout,Salvelinus namaycush,liver,raw,43,fapun_all_g,1.2,8,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.77,temperate,fusiform / normal,benthopelagic,53,150,0.1823215567939546,5.0106352940962555,fresh
Salvelinus namaycush,Salvelinus namaycush,6151,Fish,Freshwater Fish,Lake Trout,Salvelinus namaycush,eggs,raw,43,fapun_all_g,3.3,8,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.77,temperate,fusiform / normal,benthopelagic,53,150,1.1939224684724346,5.0106352940962555,fresh
Salvelinus namaycush,Salvelinus namaycush,6151,Fish,Freshwater Fish,Lake Trout,Salvelinus namaycush,muscle,raw,79,fapun_all_g,2.6,8,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.77,temperate,fusiform / normal,benthopelagic,53,150,0.9555114450274363,5.0106352940962555,fresh
Salvelinus namaycush,Salvelinus namaycush,6151,Fish,Freshwater Fish,Lake Trout,Salvelinus namaycush,muscle,raw,24,mn_mg,0.01,8,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.77,temperate,fusiform / normal,benthopelagic,53,150,-4.605170185988091,5.0106352940962555,fresh
Salvelinus namaycush,Salvelinus namaycush,6151,Fish,Freshwater Fish,Lake Trout,Salvelinus namaycush,muscle,raw,27,mn_mg,0.026,8,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.77,temperate,fusiform / normal,benthopelagic,53,150,-3.649658740960655,5.0106352940962555,fresh
Salvelinus namaycush,Salvelinus namaycush,6151,Fish,Freshwater Fish,Lake Trout,Salvelinus namaycush,muscle,raw,82,mg_mg,30,8,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.77,temperate,fusiform / normal,benthopelagic,53,150,3.4011973816621555,5.0106352940962555,fresh
Salvelinus namaycush,Salvelinus namaycush,6151,Fish,Freshwater Fish,Lake Trout,Salvelinus namaycush,muscle,raw,24,mg_mg,27,8,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.77,temperate,fusiform / normal,benthopelagic,53,150,3.295836866004329,5.0106352940962555,fresh
Salvelinus namaycush,Salvelinus namaycush,6151,Fish,Freshwater Fish,Lake Trout,Salvelinus namaycush,muscle,raw,2,mg_mg,20.8,8,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.77,temperate,fusiform / normal,benthopelagic,53,150,3.0349529867072724,5.0106352940962555,fresh
Salvelinus namaycush,Salvelinus namaycush,6151,Fish,Freshwater Fish,Lake Trout,Salvelinus namaycush,whole,raw,73,mg_mg,32,8,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.77,temperate,fusiform / normal,benthopelagic,53,150,3.4657359027997265,5.0106352940962555,fresh
"Salvelinus spp., Oncorhynchus spp., Salmo salar","Salvelinus spp., Oncorhynchus spp., Salmo salar",6151,Fish,Freshwater Fish,Trout,"Salvelinus spp., Oncorhynchus spp., Salmo salar",muscle,raw,88,ca_mg,43,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.7612001156935624,NA,NA
"Salvelinus spp., Oncorhynchus spp., Salmo salar","Salvelinus spp., Oncorhynchus spp., Salmo salar",6151,Fish,Freshwater Fish,Trout,"Salvelinus spp., Oncorhynchus spp., Salmo salar",muscle,raw,36,ca_mg,11.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.451005098112319,NA,NA
"Salvelinus spp., Oncorhynchus spp., Salmo salar","Salvelinus spp., Oncorhynchus spp., Salmo salar",6151,Fish,Freshwater Fish,Trout,"Salvelinus spp., Oncorhynchus spp., Salmo salar",muscle,raw,53,ca_mg,38,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.6375861597263857,NA,NA
"Salvelinus spp., Oncorhynchus spp., Salmo salar","Salvelinus spp., Oncorhynchus spp., Salmo salar",6151,Fish,Freshwater Fish,Trout,"Salvelinus spp., Oncorhynchus spp., Salmo salar",muscle,raw,62,ca_mg,43,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.7612001156935624,NA,NA
"Salvelinus spp., Oncorhynchus spp., Salmo salar","Salvelinus spp., Oncorhynchus spp., Salmo salar",6151,Fish,Freshwater Fish,Trout,"Salvelinus spp., Oncorhynchus spp., Salmo salar",muscle,raw,88,zn_mg,0.66,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.4155154439616658,NA,NA
"Salvelinus spp., Oncorhynchus spp., Salmo salar","Salvelinus spp., Oncorhynchus spp., Salmo salar",6151,Fish,Freshwater Fish,Trout,"Salvelinus spp., Oncorhynchus spp., Salmo salar",muscle,raw,36,zn_mg,0.514,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.6655320135269719,NA,NA
"Salvelinus spp., Oncorhynchus spp., Salmo salar","Salvelinus spp., Oncorhynchus spp., Salmo salar",6151,Fish,Freshwater Fish,Trout,"Salvelinus spp., Oncorhynchus spp., Salmo salar",muscle,raw,53,zn_mg,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.916290731874155,NA,NA
"Salvelinus spp., Oncorhynchus spp., Salmo salar","Salvelinus spp., Oncorhynchus spp., Salmo salar",6151,Fish,Freshwater Fish,Trout,"Salvelinus spp., Oncorhynchus spp., Salmo salar",muscle,raw,62,zn_mg,0.66,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.4155154439616658,NA,NA
"Salvelinus spp., Oncorhynchus spp., Salmo salar","Salvelinus spp., Oncorhynchus spp., Salmo salar",6151,Fish,Freshwater Fish,Trout,"Salvelinus spp., Oncorhynchus spp., Salmo salar",muscle,raw,88,fe_mg,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4054651081081644,NA,NA
"Salvelinus spp., Oncorhynchus spp., Salmo salar","Salvelinus spp., Oncorhynchus spp., Salmo salar",6151,Fish,Freshwater Fish,Trout,"Salvelinus spp., Oncorhynchus spp., Salmo salar",muscle,raw,36,fe_mg,0.441,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.818710403535291,NA,NA
