Food Item ID	Food Item ID	Food Item ID	Subgroup	"Country, region"	Type	ISSCAAP	3_alpha	Food name in own language	Food name in English	Processing	Scientific name	ASFIS English name	ASFIS Scientific name	Season	Other	n	Comments on data processing/methods	Publication year	BiblioID	Compiler	Latest revision in version	CA(mg)	FE(mg)	ZN(mg)	F20D5N3(g)	F22D6N3(g)	AS(mcg)	CD(mcg)	HG(mcg)	PB(mcg)	PROTCNT(g)	PROTCNP(g)	PROT-(g)	FAT(g)	FATCE(g)	FAT-(g)	Food Item ID_macro
901998	901998	901998	Finfish	Cambodia		13	FIS		"Great snakehead, cleaned parts (according to traditional practices), raw"	r	Channa micropeltes	Indonesian snakehead	Channa micropeltes				"CA: values represent Ca content in raw, edible parts, after correcting for plate waste (mainly bones)."	2007	fi179	DR	1		1.2	1.4													901998
901999	901999	901999	Finfish	Cambodia		13	KNA		"Giant snakehead, cleaned parts (according to traditional practices), raw"	r	Channa marulius		Channa marulius				"CA: values represent Ca content in raw, edible parts, after correcting for plate waste (mainly bones)."	2007	fi179	DR	1		1.5	1.5													901999
902000	902000	902000	Finfish	"Turkey, Anatolia region, Konya"	F	23	TRR		"Rainbow trout, farmed, deboned, skin-on fillet, raw"	r	Oncorhynchus mykiss	Rainbow trout	Oncorhynchus mykiss	35674	"mean length and weight of fish: 30.1cm, 380g"		FA converted using XFA	2007	fi180	SE	1										[20.28]				[2.31]		902000
902003	902003	902003	Molluscs	"Portugal, Ria Famosa "	F	56	CTG		"Grooved carpet shell clam, farmed, raw"	r	Ruditapes decussatus	Grooved carpet shell	Ruditapes decussatus	38718			CHO- (CHO analysed according to Dubois 1956)	2011	fi181	SE	1										6.67			2.25			902003
902004	902004	902004	Molluscs	"Portugal, Ria Famosa "	F	56	CTG		"Grooved carpet shell clam, farmed, raw"	r	Ruditapes decussatus	Grooved carpet shell	Ruditapes decussatus	38749			CHO- (CHO analysed according to Dubois 1956)	2011	fi181	SE	1											7.13		1.71			902004
902005	902005	902005	Molluscs	"Portugal, Ria Famosa "	F	56	CTG		"Grooved carpet shell clam, farmed, raw"	r	Ruditapes decussatus	Grooved carpet shell	Ruditapes decussatus	38777			CHO- (CHO analysed according to Dubois 1956)	2011	fi181	SE	1											7.11		0.2			902005
902006	902006	902006	Molluscs	"Portugal, Ria Famosa "	F	56	CTG		"Grooved carpet shell clam, farmed, raw"	r	Ruditapes decussatus	Grooved carpet shell	Ruditapes decussatus	38808			CHO- (CHO analysed according to Dubois 1956)	2011	fi181	SE	1											[7.63]		[0.07]			902006
902007	902007	902007	Molluscs	"Portugal, Ria Famosa "	F	56	CTG		"Grooved carpet shell clam, farmed, raw"	r	Ruditapes decussatus	Grooved carpet shell	Ruditapes decussatus	38838			CHO- (CHO analysed according to Dubois 1956)	2011	fi181	SE	1											8.48		1.22			902007
902008	902008	902008	Molluscs	"Portugal, Ria Famosa "	F	56	CTG		"Grooved carpet shell clam, farmed, raw"	r	Ruditapes decussatus	Grooved carpet shell	Ruditapes decussatus	38869			CHO- (CHO analysed according to Dubois 1956)	2011	fi181	SE	1											8.66		0.53			902008
902009	902009	902009	Molluscs	"Portugal, Ria Famosa "	F	56	CTG		"Grooved carpet shell clam, farmed, raw"	r	Ruditapes decussatus	Grooved carpet shell	Ruditapes decussatus	38899			CHO- (CHO analysed according to Dubois 1956)	2011	fi181	SE	1											8.52		0.87			902009
902010	902010	902010	Molluscs	"Portugal, Ria Famosa "	F	56	CTG		"Grooved carpet shell clam, farmed, raw"	r	Ruditapes decussatus	Grooved carpet shell	Ruditapes decussatus	38930			CHO- (CHO analysed according to Dubois 1956)	2011	fi181	SE	1											7.47		0.72			902010
902011	902011	902011	Molluscs	"Portugal, Ria Famosa "	F	56	CTG		"Grooved carpet shell clam, farmed, raw"	r	Ruditapes decussatus	Grooved carpet shell	Ruditapes decussatus	38961			CHO- (CHO analysed according to Dubois 1956)	2011	fi181	SE	1											7.6		1.23			902011
902012	902012	902012	Molluscs	"Portugal, Ria Famosa "	F	56	CTG		"Grooved carpet shell clam, farmed, raw"	r	Ruditapes decussatus	Grooved carpet shell	Ruditapes decussatus	38991			CHO- (CHO analysed according to Dubois 1956)	2011	fi181	SE	1											6.25		0.26			902012
902013	902013	902013	Molluscs	"Portugal, Ria Famosa "	F	56	CTG		"Grooved carpet shell clam, farmed, raw"	r	Ruditapes decussatus	Grooved carpet shell	Ruditapes decussatus	39022			CHO- (CHO analysed according to Dubois 1956)	2011	fi181	SE	1											6.69		0.48			902013
902014	902014	902014	Molluscs	"Portugal, Ria Famosa "	F	56	CTG		"Grooved carpet shell clam, farmed, raw"	r	Ruditapes decussatus	Grooved carpet shell	Ruditapes decussatus	39052			CHO- (CHO analysed according to Dubois 1956)	2011	fi181	SE	1											5.9		0.36			902014
902015	902015	902015	Finfish	"France, Gelucourt"	F	13	FPE		"Eurasian perch, farmed (pond, extensive system), muscle fillet, raw"	r	Perca fluviatilis	European perch	Perca Fluviatilis	37895	"mean length and weight: 17.7cm, 171g; fish diet: natural prey"		FA converted using XFA	2006	fi183	SE	1				0.09674584	0.20006664								1.16			902015
902016	902016	902016	Finfish	"France, Lindre"	F	13	FPE		"Eurasian perch, farmed (tank, semiextensive system),muscle fillet, raw"	r	Perca fluviatilis	European perch	Perca Fluviatilis	37895	"mean length and weight: 16.7cm, 117g; fish diet: natural food and Bio-Optimal ST: 47.1% protein, 10% lipid, 6.1% moisture, 9.7% ash"		FA converted using XFA	2006	fi183	SE	1				0.09499736	0.38102202								1.26			902016
902017	902017	902017	Finfish	"France, Hampont"	F	13	FPE		"Eurasian perch, farmed (water recirculating system, intensiv system), muscle fillet, raw"	r	Perca fluviatilis	European perch	Perca Fluviatilis	37895	"mean length and weight: 15.7cm, 97g; fish diet: Ecolife 15: 44.6% protein, 17.2% lipid, 5.1% moisture, 7.1% ash"		FA converted using XFA	2006	fi183	SE	1				0.13492456	0.4084872								1.48			902017
902018	902018	902018	Finfish	"Unknown (samples from markets of City of São Paulo, Brazil)"		35	SIX		"Sardine, head cut, eviscerated, fillet, raw"	r	Sardinella spp	Sardinellas Nei	Sardinella spp	Jul (Summer) 1999	"length and weight: 15.5-17.4cm, 48.6-69.1g"		FA converted using XFA	2003	fi185	SE	1													4			902018
902019	902019	902019	Finfish	"Unknown (samples from markets of City of São Paulo, Brazil)"		33	CKM		"Croaker, head cut, eviscerated, fillet, raw"	r	Micropogonias furnieri	Whitemouth croaker	Micropogonias furnieri	Jul (Summer) 1999	"length and weight: 34.0-38.0cm, 561.6-701.0g"		FA converted using XFA	2003	fi185	SE	1													0.6			902019
902020	902020	902020	Finfish	"Unknown (samples from markets of City of São Paulo, Brazil)"		12	TLP		"Tilápia, head cut, eviscerated, fillet, raw"	r	Oreochromis spp.	Tilapias nei	Oreochromis (=Tilapia) spp	Jul (Summer) 1999	"length and weight: 21.0-26.0cm, 279.5-521.0g"		FA converted using XFA	2003	fi185	SE	1													1.92			902020
902021	902021	902021	Finfish	"Unknown (samples from markets of City of São Paulo, Brazil)"		13	PRL		"Curimbatá, head cut, eviscerated, fillet, raw"	r	Prochilodus spp	Prochilods nei	Prochilodus spp	Jul (Summer) 1999	"length and weight: 43.0-49.0cm,1432.6-1813.5g"		FA converted using XFA	2003	fi185	SE	1													9.7			902021
902022	902022	902022	Crustacean	"Unknown (samples from markets of City of São Paulo, Brazil)"		45	BOB		"Seabob shrimp head cut, shelled, raw"	r	Xiphopenaeus kroyeri	Atlantic seabob	Xiphopenaeus kroyeri	Jul (Summer) 1999	weight: 331-574.6g		FA converted using XFA	2003	fi185	SE	1													0.94			902022
902023	902023	902023	Finfish	"Unknown (samples from markets of City of São Paulo, Brazil)"		35	SIX		"Sardine, head cut, eviscerated, fillet, raw"	r	Sardinella spp	Sardinellas Nei	Sardinella spp	Mar (Winter) 1999	"length and weight: 14.6-19.4cm, 58.8-98.4g"		FA converted using XFA	2003	fi185	SE	1													10.62			902023
902024	902024	902024	Finfish	"Unknown (samples from markets of City of São Paulo, Brazil)"		33	CKM		"Croaker, head cut, eviscerated, fillet, raw"	r	Micropogonias furnieri	Whitemouth croaker	Micropogonias furnieri	Mar (Winter) 1999	"length and weight: 30.5-46.6cm, 469.9-1080g"		FA converted using XFA	2003	fi185	SE	1													3.29			902024
902025	902025	902025	Finfish	"Unknown (samples from markets of City of São Paulo, Brazil)"		12	TLP		"Tilápia, head cut, eviscerated, fillet, raw"	r	Oreochromis spp.	Tilapias nei	Oreochromis (=Tilapia) spp	Mar (Winter) 1999	"length and weight: 26.3-35.0cm, 513.2-772.3g"		FA converted using XFA	2003	fi185	SE	1													1.33			902025
902026	902026	902026	Finfish	"Unknown (samples from markets of City of São Paulo, Brazil)"		13	PRL		"Curimbatá, head cut, eviscerated, fillet, raw"	r	Prochilodus spp	Prochilods nei	Prochilodus spp	Mar (Winter) 1999	"length and weight: 38.0-50cm, 1428.7-1852.3g"		FA converted using XFA	2003	fi185	SE	1													6.67			902026
902027	902027	902027	Crustacean	"Unknown (samples from markets of City of São Paulo, Brazil)"		45	BOB		"Seabob shrimp head cut, shelled, raw"	r	Xiphopenaeus kroyeri	Atlantic seabob	Xiphopenaeus kroyeri	Mar (Winter) 1999	weight: 299.8-585.4g		FA converted using XFA	2003	fi185	SE	1													1.16			902027
902028	902028	902028	Crustacean	"UK, Scottish coast, English Channel"		42	CRA		"Atlantic spider crab, edible tissue, muscle from claws and walking legs, raw"	r	Maja brachydactyla	Marine crabs nei	Brachyura				FA converted using XFA	2010	fi188	SE	1	78.7	1.07	6.28	0.032505034		2380	0	10	0	15.7				0.32		902028
902029	902029	902029	Crustacean	"UK, Scottish coast, English Channel"		42	CRA		"Atlantic spider crab, edible tissue, gonads, raw"	r	Maja brachydactyla	Marine crabs nei	Brachyura				FA converted using XFA	2010	fi188	SE	1	24	2.97	5.15	0.15458758		5020	0	0	0	[24.1]				[1.36]		902029
902030	902030	902030	Crustacean	"UK, Scottish coast, English Channel"		42	CRA		"Atlantic spider crab, edible tissue, gills, raw"	r	Maja brachydactyla	Marine crabs nei	Brachyura					2010	fi188	SE	1	59.9	14.1	0.9			760		10								902030
902031	902031	902031	Crustacean	"UK, Scotland"		43	LBE		"European Lobster, female, muscle from claws, raw"	r	Homarus gammarus	European Lobster	Homarus gammarus	39173	"total length and weight: 9.03cm, 580.1g, EDIBLE total meat: 0.318"		FA converted using XFA	2009	fi190	SE	1										18.3				0.3		902031
902032	902032	902032	Crustacean	"UK, Scotland"		43	LBE		"European Lobster, male, muscle from claws, raw"	r	Homarus gammarus	European Lobster	Homarus gammarus	39173	"total length and weight: 9.5cm, 607.8g; EDIBLE total meat: 0.324"		FA converted using XFA	2009	fi190	SE	1										17.6				0.5		902032
902033	902033	902033	Crustacean	USA/Canada		43	LBA		"American Lobster, female, muscle from claws, raw"	r	Homarus americanus	American Lobster	Homarus americanus	39173	"total length and weight: 8.95cm, 610.6g; EDIBLE total meat: 0.302"		FA converted using XFA	2009	fi190	SE	1										17.1				0.7		902033
902034	902034	902034	Crustacean	USA/Canada		43	LBA		"American Lobster, male, muscle from claws, raw"	r	Homarus americanus	American Lobster	Homarus americanus	39173	"total length and weight: 8.71cm,546.8g; EDIBLE total meat: 0.285"		FA converted using XFA	2009	fi190	SE	1										15.6				0.6		902034
902035	902035	902035	Crustacean	"UK, Scotland"		43	LBE		"European Lobster, female, hepatopancreas, raw"	r	Homarus gammarus	European Lobster	Homarus gammarus	39173	"total length and weight: 9.03cm, 580.1g; EDIBLE total meat: 0.318"		FA converted using XFA	2009	fi190	SE	1										12.6				16.6		902035
902036	902036	902036	Crustacean	"UK, Scotland"		43	LBE		"European Lobster, male, hepatopancreas, raw"	r	Homarus gammarus	European Lobster	Homarus gammarus	39173	"total length and weight: 9.5cm, 607.8g; EDIBLE total meat: 0.324"		FA converted using XFA	2009	fi190	SE	1										13.2				11.8		902036
902037	902037	902037	Crustacean	USA/Canada		43	LBA		"American Lobster, female, hepatopancreas, raw"	r	Homarus americanus	American Lobster	Homarus americanus	39173	"total length and weight: 8.95cm, 610.6g; EDIBLE total meat: 0.302"		FA converted using XFA	2009	fi190	SE	1										12.3				25.5		902037
902038	902038	902038	Crustacean	USA/Canada		43	LBA		"American Lobster, male, hepatopancreas, raw"	r	Homarus americanus	American Lobster	Homarus americanus	39173	"total length and weight: 8.71cm,546.8g; EDIBLE total meat: 0.285"		FA converted using XFA	2009	fi190	SE	1										12.4				14.9		902038
902039	902039	902039	Crustacean	USA/Canada		43	LBA		"American lobster, female, gonads, raw"	r	Homarus americanus	American Lobster	Homarus americanus	39173	"total length and weight: 8.95cm, 610.6g; EDIBLE total meat: 0.302"		FA converted using XFA	2009	fi190	SE	1										[22.1]				[4.4]		902039
902043	902043	902043	Molluscs	"Turkey, Kumbag, Marmara Sea"		56	SVE		"Venerid clam, flesh meat, raw"	r	Chamelea gallina	Striped venus	Chamelea gallina	"Winter (Dec, Jan, Feb) 2005, 2006"			PRO- (according to AOAC 1998); CHO- (according to Merrill and Watt 1973)	2009	fi192	SE	1	186.9819											7.36	0.58			902043
902044	902044	902044	Molluscs	"Turkey, Kumbag, Marmara Sea"		56	SVE		"Venerid clam, flesh meat, raw"	r	Chamelea gallina	Striped venus	Chamelea gallina	"Spring (Mar, Apr, May) 2006"			PRO- (according to AOAC 1998); CHO- (according to Merrill and Watt 1973)	2009	fi192	SE	1	304.2864											8.99	1.2			902044
902045	902045	902045	Molluscs	"Turkey, Kumbag, Marmara Sea"		56	SVE		"Venerid clam, flesh meat, raw"	r	Chamelea gallina	Striped venus	Chamelea gallina	"Summer (Jun, Jul, Aug) 2006"			PRO- (according to AOAC 1998); CHO- (according to Merrill and Watt 1973)	2009	fi192	SE	1	211.1262											7.45	0.74			902045
902046	902046	902046	Molluscs	"Turkey, Kumbag, Marmara Sea"		56	SVE		"Venerid clam, flesh meat, raw"	r	Chamelea gallina	Striped venus	Chamelea gallina	"Autumn (Sep, Oct, Nov) 2006"			PRO- (according to AOAC 1998); CHO- (according to Merrill and Watt 1973)	2009	fi192	SE	1	209.4368											6.86	0.92			902046
902047	902047	902047	Molluscs	"Turkey, Kumbag, Marmara Sea"		56	DXL		"Wedge clam, flesh meat, raw"	r	Donax trunculus	Truncate donax	Donax trunculus	"Winter (Dec, Jan, Feb) 2005, 2006"			PRO- (according to AOAC 1998); CHO- (according to Merrill and Watt 1973)	2009	fi192	SE	1	381.0254											8.4	0.69			902047
902048	902048	902048	Molluscs	"Turkey, Kumbag, Marmara Sea"		56	DXL		"Wedge clam, flesh meat, raw"	r	Donax trunculus	Truncate donax	Donax trunculus	"Spring (Mar, Apr, May) 2006"			PRO- (according to AOAC 1998); CHO- (according to Merrill and Watt 1973)	2009	fi192	SE	1	254.2106											10.61	1.33			902048
902049	902049	902049	Molluscs	"Turkey, Kumbag, Marmara Sea"		56	DXL		"Wedge clam, flesh meat, raw"	r	Donax trunculus	Truncate donax	Donax trunculus	"Summer (Jun, Jul, Aug) 2006"			PRO- (according to AOAC 1998); CHO- (according to Merrill and Watt 1973)	2009	fi192	SE	1	270.1418											8.21	0.7			902049
902050	902050	902050	Molluscs	"Turkey, Kumbag, Marmara Sea"		56	DXL		"Wedge clam, flesh meat, raw"	r	Donax trunculus	Truncate donax	Donax trunculus	"Autumn (Sep, Oct, Nov) 2006"			PRO- (according to AOAC 1998); CHO- (according to Merrill and Watt 1973)	2009	fi192	SE	1	448.9326											8.12	0.87			902050
902051	902051	902051	Molluscs	Unknown		57	OFJ		"Neon flying squid, mantle meat, raw"	r	Ommastrephes bartrami	Neon flying squid	Ommastrephes bartrami		"mantle meat (viscera, head and fins removed)"		Proximates expressed per DM - conversion to FW	2007	fi194	SE	1										20.0568				0.5612		902051
902053	902053	902053	Molluscs	Unknown		57	GIS		"Jumbo squid, mantle meat, raw"	r	Dosidicus gigas	Jumbo flying squid	Dosidicus gigas				Proximates expressed per DM - conversion to FW	2007	fi194	SE	1										12.278				0.336		902053
902060	902060	902060	Crustacean	"Brazil, Ceará, Camocim"		42	UCC		"Crab, claw meat, raw"	r	Ucides cordatus	Ghost crab	Ucides cordatus				minerals expressed per DM - conversion to FW	2007	fi203	VN	1	[30.751071]	[0.905996]	[5.904301]							13.37					0.25	902060
902061	902061	902061	Molluscs	"Australia, Victoria, Port Phillip Bay; obtained from Ocean Wave Seafoods Company"	F	52	ABX		"Greenlip abalone, farmed, muscle, raw"	r	Haliotis laevigata	Abalones nei	Haliotis spp	Nov (spring)  2000				2006	fi204	VN	1				0.0339	0.011								1.1			902061
902062	902062	902062	Molluscs	"Australia, Victoria, Port Phillip Bay; obtained from Ocean Wave Seafoods Company"	F	52	ABX		"Greenlip abalone, farmed, muscle, raw"	r	Haliotis laevigata	Abalones nei	Haliotis spp	Jan (summer) 2000				2006	fi204	VN	1				0.0284	0.0071								2.5			902062
902063	902063	902063	Molluscs	"Australia, Victoria, Port Phillip Bay; obtained from Ocean Wave Seafoods Company"	F	52	ABX		"Greenlip abalone, farmed, muscle, raw"	r	Haliotis laevigata	Abalones nei	Haliotis spp	May (autum) 2001				2006	fi204	VN	1				0.0258	0.0066								0.8			902063
902064	902064	902064	Molluscs	"Australia, Victoria, Port Phillip Bay; obtained from Ocean Wave Seafoods Company"	F	52	ABX		"Greenlip abalone, farmed, muscle, raw"	r	Haliotis laevigata	Abalones nei	Haliotis spp	Jul (winter) 2001				2006	fi204	VN	1				0.0406	0.0126								1.2			902064
902065	902065	902065	Molluscs	"Australia, Victoria, Port Phillip Bay; obtained from Ocean Wave Seafoods Company"	F	52	ABR		"Blacklip abalone, farmed, muscle, raw"	r	Haliotis rubra	Blacklip abalone	Haliotis rubra	Nov (spring)  2000				2006	fi204	VN	1				0.0403	0.0076								1.2			902065
902066	902066	902066	Molluscs	"Australia, Victoria, Port Phillip Bay; obtained from Ocean Wave Seafoods Company"	F	52	ABR		"Blacklip abalone, farmed, muscle, raw"	r	Haliotis rubra	Blacklip abalone	Haliotis rubra	Jan (summer) 2000				2006	fi204	VN	1				0.0325	0.0054								2.7			902066
902067	902067	902067	Molluscs	"Australia, Victoria, Port Phillip Bay; obtained from Ocean Wave Seafoods Company"	F	52	ABR		"Blacklip abalone, farmed, muscle, raw"	r	Haliotis rubra	Blacklip abalone	Haliotis rubra	May (autum) 2001				2006	fi204	VN	1				0.034	0.0072								0.9			902067
902068	902068	902068	Molluscs	"Australia, Victoria, Port Phillip Bay; obtained from Ocean Wave Seafoods Company"	F	52	ABR		"Blacklip abalone, farmed, muscle, raw"	r	Haliotis rubra	Blacklip abalone	Haliotis rubra	Jul (winter) 2001				2006	fi204	VN	1				0.0427	0.0092								1			902068
902069	902069	902069	Crustacean	"Brazil, Santa Catarina"	F	41	PRF	Gigante da Malásia	"Giant river prawn, farmed, flesh, small size, raw"	r	Macrobrachium rosenbergii	Giant river prawn	Macrobrachium rosenbergii		"mean length and weight of shrimp: 12.4cm, 13g"	5	"FASAT, FAMS, FAPU, FAPUN3, FAPUN6 calculated by summation of individual FA"	2001	fi205	VN	1				0.099	0.073								1.1			902069
902070	902070	902070	Molluscs	"Malaysia (west coast), Perak, Kuala Dining"	F	54	MSV		"Green-lipped mussel, farmed, soft tissue, raw"	r	Perna viridis	Green mussel	Perna viridis	37012	mean shell length: 8.71cm			2004	fi209	VN	1			1.53				18		43							902070
902071	902071	902071	Molluscs	"Malaysia (west coast), Selangor, Bagan Lalang"	F	54	MSV		"Green-lipped mussel, farmed, soft tissue, raw"	r	Perna viridis	Green mussel	Perna viridis	36617	mean shell length: 8.89cm			2004	fi209	VN	1			1.638				19		58							902071
902072	902072	902072	Molluscs	"Malaysia (west coast), Negeri Sembilan, Pasir Panjang"	F	54	MSV		"Green-lipped mussel, farmed, soft tissue, raw"	r	Perna viridis	Green mussel	Perna viridis	36800	mean shell length: 8.78cm			2004	fi209	VN	1			1.682				18		134							902072
902073	902073	902073	Molluscs	"Malaysia (west coast), Negeri Sembilan, Kuala Linggi"	F	54	MSV		"Green-lipped mussel, farmed, soft tissue, raw"	r	Perna viridis	Green mussel	Perna viridis	36831	mean shell length: 8.00cm			2004	fi209	VN	1			1.72				22		136							902073
902074	902074	902074	Molluscs	"Malaysia (west coast), Sebatu, Malacca"	F	54	MSV		"Green-lipped mussel, farmed, soft tissue, raw"	r	Perna viridis	Green mussel	Perna viridis	36739	mean shell length: 8.54cm			2004	fi209	VN	1			1.28				18		129							902074
902075	902075	902075	Crustacean	"Sweden, Gotland, Baltic Sea"	F	41	AAS		"Noble crayfish, farmed, male, tail muscle, raw"	r	Astacus astacus	Noble crayfish	Astacus astacus	34304	"mean length and weight: 10.1 cm, 42.8g; diet: marine fish (sprat, herring)"	4		1997	fi213	VN	1				0.073854	0.017158											902075
902076	902076	902076	Crustacean	"Sweden, freshwater tanks"	F	41	PCL		"Signal crayfish, farmed, male, tail muscle, raw"	r	Pacifastacus leniusculus	Signal crayfish	Pacifastacus leniusculus	34304	"mean length and weight: 11.1cm, 69.5g; diet: frozen green peas, maize, alder leaves; EWOS fish feed (occasionally): 50% protein, 13% lipids, 17% carbohydrate, 11% ash, 1% fibre, 8% water)"	4		1997	fi213	VN	1				0.078652	0.01484											902076
902078	902078	902078	Crustacean	"China,Shanghai Yingsheng mitten crab farm"	F	41	ERS		"Chinese mitten crab, farmed, female, pond-reared, gonads, raw"	r	Eriocheir sinensis	Chinese mitten crab	Eriocheir sinensis	37591	"crab diet (Yisheng Company): 38.4% protein, 9.1% water, 4.5% lipid, 15.6% ash); mean carpace length and body weight: 5.53cm, 103.10g"		FA converted using XFA	2007	fi218	VN	1				1.888764	1.7652					30.74			18.75			902078
902079	902079	902079	Crustacean	"China,Shanghai Yingsheng mitten crab farm"	F	41	ERS		"Chinese mitten crab, farmed, female, pond-reared, muscle, raw"	r	Eriocheir sinensis	Chinese mitten crab	Eriocheir sinensis	37591	"crab diet (Yisheng Company): 38.4% protein, 9.1% water, 4.5% lipid, 15.6% ash); mean carpace length and body weight: 5.53cm, 103.10g"		FA converted using XFA	2007	fi218	VN	1				0.17563336	0.11397484					18.96			2.24			902079
902080	902080	902080	Crustacean	"China,Shanghai Yingsheng mitten crab farm"	F	41	ERS		"Chinese mitten crab, farmed, male, pond-reared, muscle, raw"	r	Eriocheir sinensis	Chinese mitten crab	Eriocheir sinensis	37591	"crab diet (Yisheng Company): 38.4% protein, 9.1% water, 4.5% lipid, 15.6% ash); mean carpace length and body weight: 5.84cm, 140.92g"		FA converted using XFA	2007	fi218	VN	1				0.12446492	0.13017432					16.57			1.48			902080
902081	902081	902081	Molluscs	"Brazil, São Paulo state, Ubatuba"	F	54	MSL		"Mussel, farmed, edible part, raw"	r	Perna perna	South American rock mussel	Perna perna	Jan			WATER: calc. by difference; CHO- (Somogy-Nelson method)	1998	fi223	DR	1										21.2			3.49			902081
902082	902082	902082	Molluscs	"Brazil, São Paulo state, Ubatuba"	F	54	MSL		"Mussel, farmed, edible part, raw"	r	Perna perna	South American rock mussel	Perna perna	Feb			WATER: calc. by difference; CHO- (Somogy-Nelson method)	1998	fi223	DR	1										19.1			3.36			902082
902083	902083	902083	Molluscs	"Brazil, São Paulo state, Ubatuba"	F	54	MSL		"Mussel, farmed, edible part, raw"	r	Perna perna	South American rock mussel	Perna perna	Mar			WATER: calc. by difference; CHO- (Somogy-Nelson method)	1998	fi223	DR	1										19.4			3.78			902083
902084	902084	902084	Molluscs	"Brazil, São Paulo state, Ubatuba"	F	54	MSL		"Mussel, farmed, edible part, raw"	r	Perna perna	South American rock mussel	Perna perna	Apr			WATER: calc. by difference; CHO- (Somogy-Nelson method)	1998	fi223	DR	1										19.6			2.56			902084
902085	902085	902085	Molluscs	"Brazil, São Paulo state, Ubatuba"	F	54	MSL		"Mussel, farmed, edible part, raw"	r	Perna perna	South American rock mussel	Perna perna	May			WATER: calc. by difference; CHO- (Somogy-Nelson method)	1998	fi223	DR	1										20.5			2.69			902085
902086	902086	902086	Molluscs	"Brazil, São Paulo state, Ubatuba"	F	54	MSL		"Mussel, farmed, edible part, raw"	r	Perna perna	South American rock mussel	Perna perna	Jun			WATER: calc. by difference; CHO- (Somogy-Nelson method)	1998	fi223	DR	1										21.6			3.11			902086
902087	902087	902087	Molluscs	"Brazil, São Paulo state, Ubatuba"	F	54	MSL		"Mussel, farmed, edible part, raw"	r	Perna perna	South American rock mussel	Perna perna	Jul			WATER: calc. by difference; CHO- (Somogy-Nelson method)	1998	fi223	DR	1										19.7			3.18			902087
902088	902088	902088	Molluscs	"Brazil, São Paulo state, Ubatuba"	F	54	MSL		"Mussel, farmed, edible part, raw"	r	Perna perna	South American rock mussel	Perna perna	Aug			WATER: calc. by difference; CHO- (Somogy-Nelson method)	1998	fi223	DR	1										20.7			3.36			902088
902089	902089	902089	Molluscs	"Brazil, São Paulo state, Ubatuba"	F	54	MSL		"Mussel, farmed, edible part, raw"	r	Perna perna	South American rock mussel	Perna perna	Sep			WATER: calc. by difference; CHO- (Somogy-Nelson method)	1998	fi223	DR	1										20.8			3.35			902089
902090	902090	902090	Molluscs	"Brazil, São Paulo state, Ubatuba"	F	54	MSL		"Mussel, farmed, edible part, raw"	r	Perna perna	South American rock mussel	Perna perna	Oct			WATER: calc. by difference; CHO- (Somogy-Nelson method)	1998	fi223	DR	1										21.9			3.58			902090
902091	902091	902091	Molluscs	"Brazil, São Paulo state, Ubatuba"	F	54	MSL		"Mussel, farmed, edible part, raw"	r	Perna perna	South American rock mussel	Perna perna	Nov			WATER: calc. by difference; CHO- (Somogy-Nelson method)	1998	fi223	DR	1										19.9			2.7			902091
902092	902092	902092	Molluscs	"Brazil, São Paulo state, Ubatuba"	F	54	MSL		"Mussel, farmed, edible part, raw"	r	Perna perna	South American rock mussel	Perna perna	Dec			WATER: calc. by difference; CHO- (Somogy-Nelson method)	1998	fi223	DR	1										21.9			3.69			902092
902093	902093	902093	Molluscs	"Unknown (samples from market in Calabar, Nigeria)"		56	CLX		"Clam, wild, edible flesh, raw"	r	Egeria radiata	"Clams, etc. nei"	Bivalvia				proximates and minerals expressed per DM - conversion to FW; FAT- (extraction according to AOAC 1975)	1987	fi224	DR	1		4.995	1.18955							11.285					3.663	902093
902094	902094	902094	Molluscs	"Italy, Adriatic Sea, Lagoon of Venice"	F	53	OYG		"Oyster, farmed, edible flesh, raw"	r	Crassostrea gigas	Pacific cupped oyster	Crassostrea gigas	37043		3	PRO- (analyzed according to AOAC 1990); FA converted using XFA	2004	fi226	DR	1	168	1.922	0.019	0.05480064	0.079938048							7.66	0.88			902094
902095	902095	902095	Molluscs	"Italy, Adriatic Sea, Lagoon of Venice"	F	53	OYG		"Oyster, farmed, edible flesh, raw"	r	Crassostrea gigas	Pacific cupped oyster	Crassostrea gigas	37135		3	PRO- (analyzed according to AOAC 1990); FA converted using XFA	2004	fi226	DR	1	161	1.126	0.012	0.011418747	0.025005929							2.39	0.3			902095
902096	902096	902096	Molluscs	"Italy, Adriatic Sea, Lagoon of Venice"	F	53	OYG		"Oyster, farmed, edible flesh, raw"	r	Crassostrea gigas	Pacific cupped oyster	Crassostrea gigas	37288		3	PRO- (analyzed according to AOAC 1990); FA converted using XFA	2004	fi226	DR	1	195	1.193	0.012	0.049339608	0.05912044							4.92	0.66			902096
902097	902097	902097	Molluscs	"Italy, Adriatic Sea, Lagoon of Venice"	F	53	OYG		"Oyster, farmed, edible flesh, raw"	r	Crassostrea gigas	Pacific cupped oyster	Crassostrea gigas	37438		3	PRO- (analyzed according to AOAC 1990); FA converted using XFA	2004	fi226	DR	1	148	1.849	0.015	0.041350528	0.074383872							6.11	0.72			902097
