taxon_common_name,subgroup,genus_species,location_of_study,methylmercury,number_of_samples,biblio_id,bibliography,dataset
NA,finfish,arius felis,NA,14.25,NA,adams,"Adams, D. H., R. H. McMichael, Jr., and G. E. Henderson. 2003. Mercury levels in marine and
estuarine fishes of Florida 1989–2001. Florida Marine Research Institute Technical Report TR-9.
2nd ed. rev. 57 pp.",adams
NA,finfish,arius felis,NA,17.099999999999998,NA,adams,"Adams, D. H., R. H. McMichael, Jr., and G. E. Henderson. 2003. Mercury levels in marine and
estuarine fishes of Florida 1989–2001. Florida Marine Research Institute Technical Report TR-9.
2nd ed. rev. 57 pp.",adams
NA,finfish,bagre marinus,NA,63.65,NA,adams,"Adams, D. H., R. H. McMichael, Jr., and G. E. Henderson. 2003. Mercury levels in marine and
estuarine fishes of Florida 1989–2001. Florida Marine Research Institute Technical Report TR-9.
2nd ed. rev. 57 pp.",adams
NA,finfish,bagre marinus,NA,91.19999999999999,NA,adams,"Adams, D. H., R. H. McMichael, Jr., and G. E. Henderson. 2003. Mercury levels in marine and
estuarine fishes of Florida 1989–2001. Florida Marine Research Institute Technical Report TR-9.
2nd ed. rev. 57 pp.",adams
NA,finfish,bagre marinus,NA,31.349999999999998,NA,adams,"Adams, D. H., R. H. McMichael, Jr., and G. E. Henderson. 2003. Mercury levels in marine and
estuarine fishes of Florida 1989–2001. Florida Marine Research Institute Technical Report TR-9.
2nd ed. rev. 57 pp.",adams
NA,finfish,bagre marinus,NA,57,NA,adams,"Adams, D. H., R. H. McMichael, Jr., and G. E. Henderson. 2003. Mercury levels in marine and
estuarine fishes of Florida 1989–2001. Florida Marine Research Institute Technical Report TR-9.
2nd ed. rev. 57 pp.",adams
NA,finfish,opsanus beta,NA,16.15,NA,adams,"Adams, D. H., R. H. McMichael, Jr., and G. E. Henderson. 2003. Mercury levels in marine and
estuarine fishes of Florida 1989–2001. Florida Marine Research Institute Technical Report TR-9.
2nd ed. rev. 57 pp.",adams
NA,finfish,centropomus undecimalis,NA,35.15,NA,adams,"Adams, D. H., R. H. McMichael, Jr., and G. E. Henderson. 2003. Mercury levels in marine and
estuarine fishes of Florida 1989–2001. Florida Marine Research Institute Technical Report TR-9.
2nd ed. rev. 57 pp.",adams
NA,finfish,centropomus undecimalis,NA,18.05,NA,adams,"Adams, D. H., R. H. McMichael, Jr., and G. E. Henderson. 2003. Mercury levels in marine and
estuarine fishes of Florida 1989–2001. Florida Marine Research Institute Technical Report TR-9.
2nd ed. rev. 57 pp.",adams
NA,finfish,centropomus undecimalis,NA,59.849999999999994,NA,adams,"Adams, D. H., R. H. McMichael, Jr., and G. E. Henderson. 2003. Mercury levels in marine and
estuarine fishes of Florida 1989–2001. Florida Marine Research Institute Technical Report TR-9.
2nd ed. rev. 57 pp.",adams
NA,finfish,centropomus undecimalis,NA,20.9,NA,adams,"Adams, D. H., R. H. McMichael, Jr., and G. E. Henderson. 2003. Mercury levels in marine and
estuarine fishes of Florida 1989–2001. Florida Marine Research Institute Technical Report TR-9.
2nd ed. rev. 57 pp.",adams
NA,finfish,centropomus undecimalis,NA,57,NA,adams,"Adams, D. H., R. H. McMichael, Jr., and G. E. Henderson. 2003. Mercury levels in marine and
estuarine fishes of Florida 1989–2001. Florida Marine Research Institute Technical Report TR-9.
2nd ed. rev. 57 pp.",adams
NA,finfish,centropomus undecimalis,NA,37.05,NA,adams,"Adams, D. H., R. H. McMichael, Jr., and G. E. Henderson. 2003. Mercury levels in marine and
estuarine fishes of Florida 1989–2001. Florida Marine Research Institute Technical Report TR-9.
2nd ed. rev. 57 pp.",adams
NA,finfish,centropomus undecimalis,NA,20.9,NA,adams,"Adams, D. H., R. H. McMichael, Jr., and G. E. Henderson. 2003. Mercury levels in marine and
estuarine fishes of Florida 1989–2001. Florida Marine Research Institute Technical Report TR-9.
2nd ed. rev. 57 pp.",adams
NA,finfish,centropristis striata,NA,16.15,NA,adams,"Adams, D. H., R. H. McMichael, Jr., and G. E. Henderson. 2003. Mercury levels in marine and
estuarine fishes of Florida 1989–2001. Florida Marine Research Institute Technical Report TR-9.
2nd ed. rev. 57 pp.",adams
NA,finfish,centropristis striata,NA,12.35,NA,adams,"Adams, D. H., R. H. McMichael, Jr., and G. E. Henderson. 2003. Mercury levels in marine and
estuarine fishes of Florida 1989–2001. Florida Marine Research Institute Technical Report TR-9.
2nd ed. rev. 57 pp.",adams
NA,finfish,centropristis striata,NA,13.3,NA,adams,"Adams, D. H., R. H. McMichael, Jr., and G. E. Henderson. 2003. Mercury levels in marine and
estuarine fishes of Florida 1989–2001. Florida Marine Research Institute Technical Report TR-9.
2nd ed. rev. 57 pp.",adams
NA,finfish,centropristis philadelphica,NA,6.65,NA,adams,"Adams, D. H., R. H. McMichael, Jr., and G. E. Henderson. 2003. Mercury levels in marine and
estuarine fishes of Florida 1989–2001. Florida Marine Research Institute Technical Report TR-9.
2nd ed. rev. 57 pp.",adams
NA,finfish,epinephelus itajara,NA,109.24999999999999,NA,adams,"Adams, D. H., R. H. McMichael, Jr., and G. E. Henderson. 2003. Mercury levels in marine and
estuarine fishes of Florida 1989–2001. Florida Marine Research Institute Technical Report TR-9.
2nd ed. rev. 57 pp.",adams
NA,finfish,epinephelus itajara,NA,12.35,NA,adams,"Adams, D. H., R. H. McMichael, Jr., and G. E. Henderson. 2003. Mercury levels in marine and
estuarine fishes of Florida 1989–2001. Florida Marine Research Institute Technical Report TR-9.
2nd ed. rev. 57 pp.",adams
NA,finfish,epinephelus itajara,NA,33.25,NA,adams,"Adams, D. H., R. H. McMichael, Jr., and G. E. Henderson. 2003. Mercury levels in marine and
estuarine fishes of Florida 1989–2001. Florida Marine Research Institute Technical Report TR-9.
2nd ed. rev. 57 pp.",adams
NA,finfish,epinephelus drummondhayi,NA,19,NA,adams,"Adams, D. H., R. H. McMichael, Jr., and G. E. Henderson. 2003. Mercury levels in marine and
estuarine fishes of Florida 1989–2001. Florida Marine Research Institute Technical Report TR-9.
2nd ed. rev. 57 pp.",adams
NA,finfish,epinephelus flavolimbatus,NA,35.15,NA,adams,"Adams, D. H., R. H. McMichael, Jr., and G. E. Henderson. 2003. Mercury levels in marine and
estuarine fishes of Florida 1989–2001. Florida Marine Research Institute Technical Report TR-9.
2nd ed. rev. 57 pp.",adams
NA,finfish,epinephelus flavolimbatus,NA,21.849999999999998,NA,adams,"Adams, D. H., R. H. McMichael, Jr., and G. E. Henderson. 2003. Mercury levels in marine and
estuarine fishes of Florida 1989–2001. Florida Marine Research Institute Technical Report TR-9.
2nd ed. rev. 57 pp.",adams
NA,finfish,epinephelus morio,NA,32.3,NA,adams,"Adams, D. H., R. H. McMichael, Jr., and G. E. Henderson. 2003. Mercury levels in marine and
estuarine fishes of Florida 1989–2001. Florida Marine Research Institute Technical Report TR-9.
2nd ed. rev. 57 pp.",adams
NA,finfish,epinephelus morio,NA,25.65,NA,adams,"Adams, D. H., R. H. McMichael, Jr., and G. E. Henderson. 2003. Mercury levels in marine and
estuarine fishes of Florida 1989–2001. Florida Marine Research Institute Technical Report TR-9.
2nd ed. rev. 57 pp.",adams
NA,finfish,epinephelus morio,NA,31.349999999999998,NA,adams,"Adams, D. H., R. H. McMichael, Jr., and G. E. Henderson. 2003. Mercury levels in marine and
estuarine fishes of Florida 1989–2001. Florida Marine Research Institute Technical Report TR-9.
2nd ed. rev. 57 pp.",adams
NA,finfish,epinephelus morio,NA,35.15,NA,adams,"Adams, D. H., R. H. McMichael, Jr., and G. E. Henderson. 2003. Mercury levels in marine and
estuarine fishes of Florida 1989–2001. Florida Marine Research Institute Technical Report TR-9.
2nd ed. rev. 57 pp.",adams
NA,finfish,epinephelus niveatus,NA,90.25,NA,adams,"Adams, D. H., R. H. McMichael, Jr., and G. E. Henderson. 2003. Mercury levels in marine and
estuarine fishes of Florida 1989–2001. Florida Marine Research Institute Technical Report TR-9.
2nd ed. rev. 57 pp.",adams
NA,finfish,epinephelus niveatus,NA,24.7,NA,adams,"Adams, D. H., R. H. McMichael, Jr., and G. E. Henderson. 2003. Mercury levels in marine and
estuarine fishes of Florida 1989–2001. Florida Marine Research Institute Technical Report TR-9.
2nd ed. rev. 57 pp.",adams
NA,finfish,epinephelus niveatus,NA,23.75,NA,adams,"Adams, D. H., R. H. McMichael, Jr., and G. E. Henderson. 2003. Mercury levels in marine and
estuarine fishes of Florida 1989–2001. Florida Marine Research Institute Technical Report TR-9.
2nd ed. rev. 57 pp.",adams
NA,finfish,mycteroperca microlepis,NA,15.2,NA,adams,"Adams, D. H., R. H. McMichael, Jr., and G. E. Henderson. 2003. Mercury levels in marine and
estuarine fishes of Florida 1989–2001. Florida Marine Research Institute Technical Report TR-9.
2nd ed. rev. 57 pp.",adams
NA,finfish,mycteroperca microlepis,NA,44.65,NA,adams,"Adams, D. H., R. H. McMichael, Jr., and G. E. Henderson. 2003. Mercury levels in marine and
estuarine fishes of Florida 1989–2001. Florida Marine Research Institute Technical Report TR-9.
2nd ed. rev. 57 pp.",adams
NA,finfish,mycteroperca microlepis,NA,36.1,NA,adams,"Adams, D. H., R. H. McMichael, Jr., and G. E. Henderson. 2003. Mercury levels in marine and
estuarine fishes of Florida 1989–2001. Florida Marine Research Institute Technical Report TR-9.
2nd ed. rev. 57 pp.",adams
NA,finfish,mycteroperca microlepis,NA,43.699999999999996,NA,adams,"Adams, D. H., R. H. McMichael, Jr., and G. E. Henderson. 2003. Mercury levels in marine and
estuarine fishes of Florida 1989–2001. Florida Marine Research Institute Technical Report TR-9.
2nd ed. rev. 57 pp.",adams
NA,finfish,mycteroperca microlepis,NA,28.5,NA,adams,"Adams, D. H., R. H. McMichael, Jr., and G. E. Henderson. 2003. Mercury levels in marine and
estuarine fishes of Florida 1989–2001. Florida Marine Research Institute Technical Report TR-9.
2nd ed. rev. 57 pp.",adams
NA,finfish,mycteroperca microlepis,NA,64.6,NA,adams,"Adams, D. H., R. H. McMichael, Jr., and G. E. Henderson. 2003. Mercury levels in marine and
estuarine fishes of Florida 1989–2001. Florida Marine Research Institute Technical Report TR-9.
2nd ed. rev. 57 pp.",adams
NA,finfish,mycteroperca bonaci,NA,110.19999999999997,NA,adams,"Adams, D. H., R. H. McMichael, Jr., and G. E. Henderson. 2003. Mercury levels in marine and
estuarine fishes of Florida 1989–2001. Florida Marine Research Institute Technical Report TR-9.
2nd ed. rev. 57 pp.",adams
NA,finfish,mycteroperca bonaci,NA,54.14999999999999,NA,adams,"Adams, D. H., R. H. McMichael, Jr., and G. E. Henderson. 2003. Mercury levels in marine and
estuarine fishes of Florida 1989–2001. Florida Marine Research Institute Technical Report TR-9.
2nd ed. rev. 57 pp.",adams
NA,finfish,mycteroperca phenax,NA,42.75,NA,adams,"Adams, D. H., R. H. McMichael, Jr., and G. E. Henderson. 2003. Mercury levels in marine and
estuarine fishes of Florida 1989–2001. Florida Marine Research Institute Technical Report TR-9.
2nd ed. rev. 57 pp.",adams
NA,finfish,mycteroperca phenax,NA,26.6,NA,adams,"Adams, D. H., R. H. McMichael, Jr., and G. E. Henderson. 2003. Mercury levels in marine and
estuarine fishes of Florida 1989–2001. Florida Marine Research Institute Technical Report TR-9.
2nd ed. rev. 57 pp.",adams
NA,finfish,lepomis macrochirus,NA,13.3,NA,adams,"Adams, D. H., R. H. McMichael, Jr., and G. E. Henderson. 2003. Mercury levels in marine and
estuarine fishes of Florida 1989–2001. Florida Marine Research Institute Technical Report TR-9.
2nd ed. rev. 57 pp.",adams
NA,finfish,pomatomus saltatrix,NA,82.64999999999999,NA,adams,"Adams, D. H., R. H. McMichael, Jr., and G. E. Henderson. 2003. Mercury levels in marine and
estuarine fishes of Florida 1989–2001. Florida Marine Research Institute Technical Report TR-9.
2nd ed. rev. 57 pp.",adams
NA,finfish,pomatomus saltatrix,NA,41.8,NA,adams,"Adams, D. H., R. H. McMichael, Jr., and G. E. Henderson. 2003. Mercury levels in marine and
estuarine fishes of Florida 1989–2001. Florida Marine Research Institute Technical Report TR-9.
2nd ed. rev. 57 pp.",adams
NA,finfish,pomatomus saltatrix,NA,15.2,NA,adams,"Adams, D. H., R. H. McMichael, Jr., and G. E. Henderson. 2003. Mercury levels in marine and
estuarine fishes of Florida 1989–2001. Florida Marine Research Institute Technical Report TR-9.
2nd ed. rev. 57 pp.",adams
NA,finfish,pomatomus saltatrix,NA,82.64999999999999,NA,adams,"Adams, D. H., R. H. McMichael, Jr., and G. E. Henderson. 2003. Mercury levels in marine and
estuarine fishes of Florida 1989–2001. Florida Marine Research Institute Technical Report TR-9.
2nd ed. rev. 57 pp.",adams
NA,finfish,pomatomus saltatrix,NA,82.64999999999999,NA,adams,"Adams, D. H., R. H. McMichael, Jr., and G. E. Henderson. 2003. Mercury levels in marine and
estuarine fishes of Florida 1989–2001. Florida Marine Research Institute Technical Report TR-9.
2nd ed. rev. 57 pp.",adams
NA,finfish,pomatomus saltatrix,NA,62.699999999999996,NA,adams,"Adams, D. H., R. H. McMichael, Jr., and G. E. Henderson. 2003. Mercury levels in marine and
estuarine fishes of Florida 1989–2001. Florida Marine Research Institute Technical Report TR-9.
2nd ed. rev. 57 pp.",adams
NA,finfish,pomatomus saltatrix,NA,57.949999999999996,NA,adams,"Adams, D. H., R. H. McMichael, Jr., and G. E. Henderson. 2003. Mercury levels in marine and
estuarine fishes of Florida 1989–2001. Florida Marine Research Institute Technical Report TR-9.
2nd ed. rev. 57 pp.",adams
NA,finfish,rachycentron canadum,NA,57,NA,adams,"Adams, D. H., R. H. McMichael, Jr., and G. E. Henderson. 2003. Mercury levels in marine and
estuarine fishes of Florida 1989–2001. Florida Marine Research Institute Technical Report TR-9.
2nd ed. rev. 57 pp.",adams
NA,finfish,rachycentron canadum,NA,54.14999999999999,NA,adams,"Adams, D. H., R. H. McMichael, Jr., and G. E. Henderson. 2003. Mercury levels in marine and
estuarine fishes of Florida 1989–2001. Florida Marine Research Institute Technical Report TR-9.
2nd ed. rev. 57 pp.",adams
NA,finfish,rachycentron canadum,NA,134.9,NA,adams,"Adams, D. H., R. H. McMichael, Jr., and G. E. Henderson. 2003. Mercury levels in marine and
estuarine fishes of Florida 1989–2001. Florida Marine Research Institute Technical Report TR-9.
2nd ed. rev. 57 pp.",adams
NA,finfish,rachycentron canadum,NA,135.85,NA,adams,"Adams, D. H., R. H. McMichael, Jr., and G. E. Henderson. 2003. Mercury levels in marine and
estuarine fishes of Florida 1989–2001. Florida Marine Research Institute Technical Report TR-9.
2nd ed. rev. 57 pp.",adams
NA,finfish,rachycentron canadum,NA,44.65,NA,adams,"Adams, D. H., R. H. McMichael, Jr., and G. E. Henderson. 2003. Mercury levels in marine and
estuarine fishes of Florida 1989–2001. Florida Marine Research Institute Technical Report TR-9.
2nd ed. rev. 57 pp.",adams
NA,finfish,rachycentron canadum,NA,38.949999999999996,NA,adams,"Adams, D. H., R. H. McMichael, Jr., and G. E. Henderson. 2003. Mercury levels in marine and
estuarine fishes of Florida 1989–2001. Florida Marine Research Institute Technical Report TR-9.
2nd ed. rev. 57 pp.",adams
NA,finfish,rachycentron canadum,NA,72.2,NA,adams,"Adams, D. H., R. H. McMichael, Jr., and G. E. Henderson. 2003. Mercury levels in marine and
estuarine fishes of Florida 1989–2001. Florida Marine Research Institute Technical Report TR-9.
2nd ed. rev. 57 pp.",adams
NA,finfish,caranx bartholomaei,NA,38.949999999999996,NA,adams,"Adams, D. H., R. H. McMichael, Jr., and G. E. Henderson. 2003. Mercury levels in marine and
estuarine fishes of Florida 1989–2001. Florida Marine Research Institute Technical Report TR-9.
2nd ed. rev. 57 pp.",adams
NA,finfish,caranx hippos,NA,48.449999999999996,NA,adams,"Adams, D. H., R. H. McMichael, Jr., and G. E. Henderson. 2003. Mercury levels in marine and
estuarine fishes of Florida 1989–2001. Florida Marine Research Institute Technical Report TR-9.
2nd ed. rev. 57 pp.",adams
NA,finfish,caranx hippos,NA,26.6,NA,adams,"Adams, D. H., R. H. McMichael, Jr., and G. E. Henderson. 2003. Mercury levels in marine and
estuarine fishes of Florida 1989–2001. Florida Marine Research Institute Technical Report TR-9.
2nd ed. rev. 57 pp.",adams
NA,finfish,caranx hippos,NA,50.349999999999994,NA,adams,"Adams, D. H., R. H. McMichael, Jr., and G. E. Henderson. 2003. Mercury levels in marine and
estuarine fishes of Florida 1989–2001. Florida Marine Research Institute Technical Report TR-9.
2nd ed. rev. 57 pp.",adams
NA,finfish,caranx hippos,NA,92.14999999999999,NA,adams,"Adams, D. H., R. H. McMichael, Jr., and G. E. Henderson. 2003. Mercury levels in marine and
estuarine fishes of Florida 1989–2001. Florida Marine Research Institute Technical Report TR-9.
2nd ed. rev. 57 pp.",adams
NA,finfish,caranx hippos,NA,57.949999999999996,NA,adams,"Adams, D. H., R. H. McMichael, Jr., and G. E. Henderson. 2003. Mercury levels in marine and
estuarine fishes of Florida 1989–2001. Florida Marine Research Institute Technical Report TR-9.
2nd ed. rev. 57 pp.",adams
NA,finfish,caranx crysos,NA,17.099999999999998,NA,adams,"Adams, D. H., R. H. McMichael, Jr., and G. E. Henderson. 2003. Mercury levels in marine and
estuarine fishes of Florida 1989–2001. Florida Marine Research Institute Technical Report TR-9.
2nd ed. rev. 57 pp.",adams
NA,finfish,oligoplites saurus,NA,19.95,NA,adams,"Adams, D. H., R. H. McMichael, Jr., and G. E. Henderson. 2003. Mercury levels in marine and
estuarine fishes of Florida 1989–2001. Florida Marine Research Institute Technical Report TR-9.
2nd ed. rev. 57 pp.",adams
NA,finfish,oligoplites saurus,NA,137.75,NA,adams,"Adams, D. H., R. H. McMichael, Jr., and G. E. Henderson. 2003. Mercury levels in marine and
estuarine fishes of Florida 1989–2001. Florida Marine Research Institute Technical Report TR-9.
2nd ed. rev. 57 pp.",adams
NA,finfish,selene vomer,NA,19,NA,adams,"Adams, D. H., R. H. McMichael, Jr., and G. E. Henderson. 2003. Mercury levels in marine and
estuarine fishes of Florida 1989–2001. Florida Marine Research Institute Technical Report TR-9.
2nd ed. rev. 57 pp.",adams
NA,finfish,seriola dumerili,NA,86.45,NA,adams,"Adams, D. H., R. H. McMichael, Jr., and G. E. Henderson. 2003. Mercury levels in marine and
estuarine fishes of Florida 1989–2001. Florida Marine Research Institute Technical Report TR-9.
2nd ed. rev. 57 pp.",adams
NA,finfish,seriola dumerili,NA,46.55,NA,adams,"Adams, D. H., R. H. McMichael, Jr., and G. E. Henderson. 2003. Mercury levels in marine and
estuarine fishes of Florida 1989–2001. Florida Marine Research Institute Technical Report TR-9.
2nd ed. rev. 57 pp.",adams
NA,finfish,seriola dumerili,NA,56.05,NA,adams,"Adams, D. H., R. H. McMichael, Jr., and G. E. Henderson. 2003. Mercury levels in marine and
estuarine fishes of Florida 1989–2001. Florida Marine Research Institute Technical Report TR-9.
2nd ed. rev. 57 pp.",adams
NA,finfish,seriola dumerili,NA,48.449999999999996,NA,adams,"Adams, D. H., R. H. McMichael, Jr., and G. E. Henderson. 2003. Mercury levels in marine and
estuarine fishes of Florida 1989–2001. Florida Marine Research Institute Technical Report TR-9.
2nd ed. rev. 57 pp.",adams
NA,finfish,seriola dumerili,NA,62.699999999999996,NA,adams,"Adams, D. H., R. H. McMichael, Jr., and G. E. Henderson. 2003. Mercury levels in marine and
estuarine fishes of Florida 1989–2001. Florida Marine Research Institute Technical Report TR-9.
2nd ed. rev. 57 pp.",adams
NA,finfish,seriola dumerili,NA,43.699999999999996,NA,adams,"Adams, D. H., R. H. McMichael, Jr., and G. E. Henderson. 2003. Mercury levels in marine and
estuarine fishes of Florida 1989–2001. Florida Marine Research Institute Technical Report TR-9.
2nd ed. rev. 57 pp.",adams
NA,finfish,seriola rivoliana,NA,53.2,NA,adams,"Adams, D. H., R. H. McMichael, Jr., and G. E. Henderson. 2003. Mercury levels in marine and
estuarine fishes of Florida 1989–2001. Florida Marine Research Institute Technical Report TR-9.
2nd ed. rev. 57 pp.",adams
NA,finfish,seriola zonata,NA,56.05,NA,adams,"Adams, D. H., R. H. McMichael, Jr., and G. E. Henderson. 2003. Mercury levels in marine and
estuarine fishes of Florida 1989–2001. Florida Marine Research Institute Technical Report TR-9.
2nd ed. rev. 57 pp.",adams
NA,finfish,trachinotus carolinus,NA,17.099999999999998,NA,adams,"Adams, D. H., R. H. McMichael, Jr., and G. E. Henderson. 2003. Mercury levels in marine and
estuarine fishes of Florida 1989–2001. Florida Marine Research Institute Technical Report TR-9.
2nd ed. rev. 57 pp.",adams
NA,finfish,trachinotus carolinus,NA,9.5,NA,adams,"Adams, D. H., R. H. McMichael, Jr., and G. E. Henderson. 2003. Mercury levels in marine and
estuarine fishes of Florida 1989–2001. Florida Marine Research Institute Technical Report TR-9.
2nd ed. rev. 57 pp.",adams
NA,finfish,trachinotus carolinus,NA,14.25,NA,adams,"Adams, D. H., R. H. McMichael, Jr., and G. E. Henderson. 2003. Mercury levels in marine and
estuarine fishes of Florida 1989–2001. Florida Marine Research Institute Technical Report TR-9.
2nd ed. rev. 57 pp.",adams
NA,finfish,trachinotus carolinus,NA,21.849999999999998,NA,adams,"Adams, D. H., R. H. McMichael, Jr., and G. E. Henderson. 2003. Mercury levels in marine and
estuarine fishes of Florida 1989–2001. Florida Marine Research Institute Technical Report TR-9.
2nd ed. rev. 57 pp.",adams
NA,finfish,trachinotus falcatus,NA,19,NA,adams,"Adams, D. H., R. H. McMichael, Jr., and G. E. Henderson. 2003. Mercury levels in marine and
estuarine fishes of Florida 1989–2001. Florida Marine Research Institute Technical Report TR-9.
2nd ed. rev. 57 pp.",adams
NA,finfish,trachinotus falcatus,NA,20.9,NA,adams,"Adams, D. H., R. H. McMichael, Jr., and G. E. Henderson. 2003. Mercury levels in marine and
estuarine fishes of Florida 1989–2001. Florida Marine Research Institute Technical Report TR-9.
2nd ed. rev. 57 pp.",adams
NA,finfish,trachinotus falcatus,NA,57.949999999999996,NA,adams,"Adams, D. H., R. H. McMichael, Jr., and G. E. Henderson. 2003. Mercury levels in marine and
estuarine fishes of Florida 1989–2001. Florida Marine Research Institute Technical Report TR-9.
2nd ed. rev. 57 pp.",adams
NA,finfish,trachinotus falcatus,NA,14.25,NA,adams,"Adams, D. H., R. H. McMichael, Jr., and G. E. Henderson. 2003. Mercury levels in marine and
estuarine fishes of Florida 1989–2001. Florida Marine Research Institute Technical Report TR-9.
2nd ed. rev. 57 pp.",adams
NA,finfish,coryphaena hippurus,NA,16.15,NA,adams,"Adams, D. H., R. H. McMichael, Jr., and G. E. Henderson. 2003. Mercury levels in marine and
estuarine fishes of Florida 1989–2001. Florida Marine Research Institute Technical Report TR-9.
2nd ed. rev. 57 pp.",adams
NA,finfish,coryphaena hippurus,NA,5.699999999999999,NA,adams,"Adams, D. H., R. H. McMichael, Jr., and G. E. Henderson. 2003. Mercury levels in marine and
estuarine fishes of Florida 1989–2001. Florida Marine Research Institute Technical Report TR-9.
2nd ed. rev. 57 pp.",adams
NA,finfish,coryphaena hippurus,NA,10.45,NA,adams,"Adams, D. H., R. H. McMichael, Jr., and G. E. Henderson. 2003. Mercury levels in marine and
estuarine fishes of Florida 1989–2001. Florida Marine Research Institute Technical Report TR-9.
2nd ed. rev. 57 pp.",adams
NA,finfish,coryphaena hippurus,NA,20.9,NA,adams,"Adams, D. H., R. H. McMichael, Jr., and G. E. Henderson. 2003. Mercury levels in marine and
estuarine fishes of Florida 1989–2001. Florida Marine Research Institute Technical Report TR-9.
2nd ed. rev. 57 pp.",adams
NA,finfish,coryphaena hippurus,NA,8.549999999999999,NA,adams,"Adams, D. H., R. H. McMichael, Jr., and G. E. Henderson. 2003. Mercury levels in marine and
estuarine fishes of Florida 1989–2001. Florida Marine Research Institute Technical Report TR-9.
2nd ed. rev. 57 pp.",adams
NA,finfish,coryphaena hippurus,NA,12.35,NA,adams,"Adams, D. H., R. H. McMichael, Jr., and G. E. Henderson. 2003. Mercury levels in marine and
estuarine fishes of Florida 1989–2001. Florida Marine Research Institute Technical Report TR-9.
2nd ed. rev. 57 pp.",adams
NA,finfish,coryphaena hippurus,NA,11.399999999999999,NA,adams,"Adams, D. H., R. H. McMichael, Jr., and G. E. Henderson. 2003. Mercury levels in marine and
estuarine fishes of Florida 1989–2001. Florida Marine Research Institute Technical Report TR-9.
2nd ed. rev. 57 pp.",adams
NA,finfish,lutjanus griseus,NA,12.35,NA,adams,"Adams, D. H., R. H. McMichael, Jr., and G. E. Henderson. 2003. Mercury levels in marine and
estuarine fishes of Florida 1989–2001. Florida Marine Research Institute Technical Report TR-9.
2nd ed. rev. 57 pp.",adams
NA,finfish,lutjanus griseus,NA,18.05,NA,adams,"Adams, D. H., R. H. McMichael, Jr., and G. E. Henderson. 2003. Mercury levels in marine and
estuarine fishes of Florida 1989–2001. Florida Marine Research Institute Technical Report TR-9.
2nd ed. rev. 57 pp.",adams
NA,finfish,lutjanus griseus,NA,19.95,NA,adams,"Adams, D. H., R. H. McMichael, Jr., and G. E. Henderson. 2003. Mercury levels in marine and
estuarine fishes of Florida 1989–2001. Florida Marine Research Institute Technical Report TR-9.
2nd ed. rev. 57 pp.",adams
NA,finfish,lutjanus griseus,NA,21.849999999999998,NA,adams,"Adams, D. H., R. H. McMichael, Jr., and G. E. Henderson. 2003. Mercury levels in marine and
estuarine fishes of Florida 1989–2001. Florida Marine Research Institute Technical Report TR-9.
2nd ed. rev. 57 pp.",adams
NA,finfish,lutjanus griseus,NA,12.35,NA,adams,"Adams, D. H., R. H. McMichael, Jr., and G. E. Henderson. 2003. Mercury levels in marine and
estuarine fishes of Florida 1989–2001. Florida Marine Research Institute Technical Report TR-9.
2nd ed. rev. 57 pp.",adams
NA,finfish,lutjanus griseus,NA,16.15,NA,adams,"Adams, D. H., R. H. McMichael, Jr., and G. E. Henderson. 2003. Mercury levels in marine and
estuarine fishes of Florida 1989–2001. Florida Marine Research Institute Technical Report TR-9.
2nd ed. rev. 57 pp.",adams
NA,finfish,lutjanus analis,NA,10.45,NA,adams,"Adams, D. H., R. H. McMichael, Jr., and G. E. Henderson. 2003. Mercury levels in marine and
estuarine fishes of Florida 1989–2001. Florida Marine Research Institute Technical Report TR-9.
2nd ed. rev. 57 pp.",adams
NA,finfish,lutjanus analis,NA,34.199999999999996,NA,adams,"Adams, D. H., R. H. McMichael, Jr., and G. E. Henderson. 2003. Mercury levels in marine and
estuarine fishes of Florida 1989–2001. Florida Marine Research Institute Technical Report TR-9.
2nd ed. rev. 57 pp.",adams
NA,finfish,lutjanus analis,NA,29.45,NA,adams,"Adams, D. H., R. H. McMichael, Jr., and G. E. Henderson. 2003. Mercury levels in marine and
estuarine fishes of Florida 1989–2001. Florida Marine Research Institute Technical Report TR-9.
2nd ed. rev. 57 pp.",adams
NA,finfish,lutjanus analis,NA,26.6,NA,adams,"Adams, D. H., R. H. McMichael, Jr., and G. E. Henderson. 2003. Mercury levels in marine and
estuarine fishes of Florida 1989–2001. Florida Marine Research Institute Technical Report TR-9.
2nd ed. rev. 57 pp.",adams
NA,finfish,lutjanus campechanus,NA,266,NA,adams,"Adams, D. H., R. H. McMichael, Jr., and G. E. Henderson. 2003. Mercury levels in marine and
estuarine fishes of Florida 1989–2001. Florida Marine Research Institute Technical Report TR-9.
2nd ed. rev. 57 pp.",adams
NA,finfish,lutjanus campechanus,NA,25.65,NA,adams,"Adams, D. H., R. H. McMichael, Jr., and G. E. Henderson. 2003. Mercury levels in marine and
estuarine fishes of Florida 1989–2001. Florida Marine Research Institute Technical Report TR-9.
2nd ed. rev. 57 pp.",adams
NA,finfish,lutjanus synagris,NA,19.95,NA,adams,"Adams, D. H., R. H. McMichael, Jr., and G. E. Henderson. 2003. Mercury levels in marine and
estuarine fishes of Florida 1989–2001. Florida Marine Research Institute Technical Report TR-9.
2nd ed. rev. 57 pp.",adams
