taxon_common_name,subgroup,genus_species,location_of_study,methylmercury,number_of_samples,biblio_id,bibliography,dataset
crab-blue,crustacean,Callinectes sapidus,US-Louisiana,1.7955,1,karimi,State of Louisiana. 2011. Department of Environmental Quality Mercury Fish Tissue Data 2005-2010 (Data file). Available: http://www.deq.louisiana.gov/portal/default.aspx?tabid=1633 [accessed 4 February 2011].,karimi
crab-blue,crustacean,Callinectes sapidus,US-Louisiana,7.505,1,karimi,State of Louisiana. 2011. Department of Environmental Quality Mercury Fish Tissue Data 2005-2010 (Data file). Available: http://www.deq.louisiana.gov/portal/default.aspx?tabid=1633 [accessed 4 February 2011].,karimi
crab-blue,crustacean,Callinectes sapidus,US-Maryland,1.9707645962650002,196,karimi,State of Maryland. 2007. Toxics Data Sets. Available: http://archive.chesapeakebay.net/data/historicaldb/toxicsmain.htm [accessed 24 October 2007].,karimi
crab-blue,crustacean,Callinectes sapidus,US-New Jersey,15.68783783783784,37,karimi,State of New Jersey. 2004. Routine Monitoring For Toxics in Fish Program Available: http://www.state.nj.us/dep/dsr/task1.pdf (Task I-Appendix I. Draft Summary of Chemical Contaminant Concentrations) and http://www.state.nj.us/dep/dsr/task2.pdf (Task 2) [accessed 29 November 2011].,karimi
crab-blue,crustacean,Callinectes sapidus,US-New Jersey,7.635624999999999,8,karimi,State of New Jersey. 2008. Routine Monitoring Program for Toxics in Fish: Year 3 Raritan River Region. Available: http://www.state.nj.us/dep/dsr/fishmonitoring-year3.pdf [accessed 29 November 2011].,karimi
crab-blue,crustacean,Callinectes sapidus,US-Virginia,1.3364757879199582,3,karimi,State of Virginia. 2009. Department of Environmental Quality Fish Tissue Results Summary. Available: http://www.deq.state.va.us/fishtissue/fishtissue.html [accessed 21 July 2009].,karimi
crab-blue,crustacean,Callinectes sapidus,US-Virginia,1.5297022237489688,45,karimi,State of Virginia. 2009. Department of Environmental Quality Fish Tissue Results Summary. Available: http://www.deq.state.va.us/fishtissue/fishtissue.html [accessed 21 July 2009].,karimi
crab-blue,crustacean,Callinectes sapidus,US-Virginia,1.9044603959596644,13,karimi,State of Virginia. 2009. Department of Environmental Quality Fish Tissue Results Summary. Available: http://www.deq.state.va.us/fishtissue/fishtissue.html [accessed 21 July 2009].,karimi
crab-blue,crustacean,Callinectes sapidus,US-Virginia,4.296699418480606,14,karimi,State of Virginia. 2009. Department of Environmental Quality Fish Tissue Results Summary. Available: http://www.deq.state.va.us/fishtissue/fishtissue.html [accessed 21 July 2009].,karimi
crab-blue,crustacean,Callinectes sapidus,US-Virginia,4.509118774776773,52,karimi,State of Virginia. 2009. Department of Environmental Quality Fish Tissue Results Summary. Available: http://www.deq.state.va.us/fishtissue/fishtissue.html [accessed 21 July 2009].,karimi
crab-blue,crustacean,Callinectes sapidus,US-Virginia,5.838206211606692,2,karimi,State of Virginia. 2009. Department of Environmental Quality Fish Tissue Results Summary. Available: http://www.deq.state.va.us/fishtissue/fishtissue.html [accessed 21 July 2009].,karimi
crab-blue,crustacean,Callinectes sapidus,US-Virginia,7.862741424378778,28,karimi,State of Virginia. 2009. Department of Environmental Quality Fish Tissue Results Summary. Available: http://www.deq.state.va.us/fishtissue/fishtissue.html [accessed 21 July 2009].,karimi
crab-blue,crustacean,Callinectes sapidus,US-Atlantic,2.1992499999999997,20,karimi,USEPA (U.S. Environmental Protection Agency). 2004. Environmental Monitoring and Assessment Program (EMAP). Available: http://www.epa.gov/emap/ (EPA West) [accessed 26 April 2004].,karimi
crab-blue,crustacean,Callinectes sapidus,US-Gulf,28.701874999999998,8,karimi,"USEPA (U.S. Environmental Protection Agency). 2006b. Regional Environmental Monitoring and Assessment Program (REMAP). Available: http://www.epa.gov/emap/remap/html/data.html (Texas, 1993-1994) [accessed 21 June 2006].",karimi
crab-blue,crustacean,Callinectes sapidus,US-Atlantic,4.1178181818181825,11,karimi,USEPA (U.S. Environmental Protection Agency). 2007. Environmental Monitoring and Assessment Program (EMAP). Available: http://www.epa.gov/emap/ (Carolinian Province 1994-1997) [accessed 24 October 2007].,karimi
crab-blue,crustacean,Callinectes sapidus,US-Atlantic,4.165384615384616,26,karimi,USEPA (U.S. Environmental Protection Agency). 2008. National Coastal Assessment. Available: http://www.epa.gov/emap/nca/html/data/index.html [accessed 3 October 2008].,karimi
crab-blue,crustacean,Callinectes sapidus,US-Gulf,6.5991071428571395,84,karimi,USEPA (U.S. Environmental Protection Agency). 2011a. National Listing of Fish Advisories. Available: http://map1.epa.gov [accessed 14 September 2011].,karimi
crab-blue,crustacean,Callinectes sapidus,US-Atlantic,28.33985714285714,140,karimi,USEPA (U.S. Environmental Protection Agency). 2011a. National Listing of Fish Advisories. Available: http://map1.epa.gov [accessed 14 September 2011].,karimi
crab-Dungeness,crustacean,Metacarcinus magister,US-Washington (Puget Sound),10.5621,3,karimi,Bloom NS. 1992. On the chemical form of mercury in edible fish and marine invertebrate tissue Can J Fish Aquat Sci 49(5):1010-1017.,karimi
crab-Dungeness,crustacean,Metacarcinus magister,US-Oregon,10.26,180,karimi,"Caldwell RS, Buhler DR. 1983. Heavy metals in estuarine shellfish from Oregon Arch Environ Contam Toxicol 12(1):15-23.",karimi
crab-Dungeness,crustacean,Metacarcinus magister,US-Washington,4.817857142857142,7,karimi,Lower Duwamish Waterway Group. 2005. Lower Duwamish Waterway Cleanup: Fish and Crab Tissue Data Report. Available: http://www.ldwg.org/assets/fish_crab_tissue/appendix_adata_tables_final.pdf [accessed 2 December 2010].,karimi
crab-Dungeness,crustacean,Metacarcinus magister,US-California,6.59585,7,karimi,"San Francisco Public Utilities Commission. 2006. Southwest Ocean Outfall Regional Monitoring Program, Eight Year Summary Report, 1997-2004 San Francisco. Available: http://sfwater.org/main.cfm/MC_ID/4/MSC_ID/83 [accessed 27 January 2011].",karimi
crab-Dungeness,crustacean,Metacarcinus magister,US,18.258999999999997,9,karimi,USEPA (U.S. Environmental Protection Agency). 2011a. National Listing of Fish Advisories. Available: http://map1.epa.gov [accessed 14 September 2011].,karimi
crab-king (red),crustacean,Paralithodes camtschaticus,US,0.95,1,karimi,"Yamashita Y, Omura Y, Okazaki E. 2005. Total mercury and methylmercury levels in commercially important fishes in Japan. Fisheries Science 71(5):1029-1035. Yamashita Y, Omura Y, Okazaki E. 2006. Distinct regional profiles of trace element content in muscle of Japanese eel Anguilla japonica from Japan, Taiwan, and China. Fisheries Science 72(5):1109-1113. Zauke GP, Savinov VM, Ritterhoff J, Savinova T. 1999. Heavy metals in fish from the Barents Sea in (summer 1994). Sci Total Environ 227(2-3):161-173.",karimi
crawfish,crustacean,Procambarus clarkii,US,2.3806999999999996,38,karimi,"San Francisco Public Utilities Commission. 2006. Southwest Ocean Outfall Regional Monitoring Program, Eight Year Summary Report, 1997-2004 San Francisco. Available: http://sfwater.org/main.cfm/MC_ID/4/MSC_ID/83 [accessed 27 January 2011].",karimi
crawfish,crustacean,Procambarus clarkii,US,19.95,1,karimi,USEPA (U.S. Environmental Protection Agency). 2011a. National Listing of Fish Advisories. Available: http://map1.epa.gov [accessed 14 September 2011].,karimi
crawfish (fresh),crustacean,Procambarus clarkii,US-Louisiana,1.9949999999999999,24,karimi,"Schetagne R, Doyon JF, Fournier JJ. 2000. Export of mercury downstream from reservoirs. Sci Total Environ 260(1-3):135-145.",karimi
croaker,finfish,Micropogonias undulatus,US-Louisiana,5.225,2,karimi,State of Louisiana. 2011. Department of Environmental Quality Mercury Fish Tissue Data 2005-2010 (Data file). Available: http://www.deq.louisiana.gov/portal/default.aspx?tabid=1633 [accessed 4 February 2011].,karimi
croaker,finfish,Micropogonias undulatus,US-Virginia,1.5894857142857148,37,karimi,State of Virginia. 2009. Department of Environmental Quality Fish Tissue Results Summary. Available: http://www.deq.state.va.us/fishtissue/fishtissue.html [accessed 21 July 2009].,karimi
croaker,finfish,Micropogonias undulatus,US,9.7525,38,karimi,USEPA (U.S. Environmental Protection Agency). 2011a. National Listing of Fish Advisories. Available: http://map1.epa.gov [accessed 14 September 2011].,karimi
croaker-Atlantic,finfish,Micropogonias undulatus,US-Louisiana,4.75,1,karimi,"Mueller CS, Ramelow GJ, Beck JN. 1989. Mercury in the Calcasieu River Lake Complex, Louisiana. Bull Environ Contam Toxicol 42(1):71-80.",karimi
croaker-Atlantic,finfish,Micropogonias undulatus,US-Delaware,7.402692307692306,13,karimi,State of Delaware. 2010. Department of Natural Resources and Environmental Control Open Files. Available: http://www.dnrec.state.de.us/fw/advisory.htm [accessed 29 November 2010].,karimi
croaker-Atlantic,finfish,Micropogonias undulatus,US-Delaware,10.07,5,karimi,State of Delaware. 2010. Department of Natural Resources and Environmental Control Open Files. Available: http://www.dnrec.state.de.us/fw/advisory.htm [accessed 29 November 2010].,karimi
croaker-Atlantic,finfish,Micropogonias undulatus,US-New Jersey,13.87,5,karimi,State of New Jersey. 2004. Routine Monitoring For Toxics in Fish Program Available: http://www.state.nj.us/dep/dsr/task1.pdf (Task I-Appendix I. Draft Summary of Chemical Contaminant Concentrations) and http://www.state.nj.us/dep/dsr/task2.pdf (Task 2) [accessed 29 November 2011].,karimi
croaker-Atlantic,finfish,Micropogonias undulatus,US-North Carolina,5.739583333333334,24,karimi,"State of North Carolina. 2011. Statewide Fish Tissue Metals Results Available: http://portal.ncdenr.org/web/wq/ess/bau/fish-tissue-data, for 1990-2010 [accessed 26 January 2011].",karimi
croaker-Atlantic,finfish,Micropogonias undulatus,US-Virginia,3.0808525748552564,13,karimi,State of Virginia. 2009. Department of Environmental Quality Fish Tissue Results Summary. Available: http://www.deq.state.va.us/fishtissue/fishtissue.html [accessed 21 July 2009].,karimi
croaker-Atlantic,finfish,Micropogonias undulatus,US-Virginia,5.529729535463398,23,karimi,State of Virginia. 2009. Department of Environmental Quality Fish Tissue Results Summary. Available: http://www.deq.state.va.us/fishtissue/fishtissue.html [accessed 21 July 2009].,karimi
croaker-Atlantic,finfish,Micropogonias undulatus,US-Virginia,7.267499999999999,4,karimi,State of Virginia. 2009. Department of Environmental Quality Fish Tissue Results Summary. Available: http://www.deq.state.va.us/fishtissue/fishtissue.html [accessed 21 July 2009].,karimi
croaker-Atlantic,finfish,Micropogonias undulatus,US-Virginia,8.803697925837568,3,karimi,State of Virginia. 2009. Department of Environmental Quality Fish Tissue Results Summary. Available: http://www.deq.state.va.us/fishtissue/fishtissue.html [accessed 21 July 2009].,karimi
croaker-Atlantic,finfish,Micropogonias undulatus,US-Virginia,10.358480547250354,28,karimi,State of Virginia. 2009. Department of Environmental Quality Fish Tissue Results Summary. Available: http://www.deq.state.va.us/fishtissue/fishtissue.html [accessed 21 July 2009].,karimi
croaker-Atlantic,finfish,Micropogonias undulatus,US-Gulf,11.78730769230769,39,karimi,"USEPA (U.S. Environmental Protection Agency). 2006b. Regional Environmental Monitoring and Assessment Program (REMAP). Available: http://www.epa.gov/emap/remap/html/data.html (Texas, 1993-1994) [accessed 21 June 2006].",karimi
croaker-Atlantic,finfish,Micropogonias undulatus,US-Atlantic,2.893277777777777,18,karimi,USEPA (U.S. Environmental Protection Agency). 2007. Environmental Monitoring and Assessment Program (EMAP). Available: http://www.epa.gov/emap/ (Carolinian Province 1994-1997) [accessed 24 October 2007].,karimi
croaker-Atlantic,finfish,Micropogonias undulatus,US,4.75,1,karimi,USEPA (U.S. Environmental Protection Agency). 2011a. National Listing of Fish Advisories. Available: http://map1.epa.gov [accessed 14 September 2011].,karimi
croaker-Atlantic,finfish,Micropogonias undulatus,US,8.33921875,32,karimi,USEPA (U.S. Environmental Protection Agency). 2011a. National Listing of Fish Advisories. Available: http://map1.epa.gov [accessed 14 September 2011].,karimi
croaker-Atlantic,finfish,Micropogonias undulatus,US-Atlantic,1.0555555555555554,9,karimi,USEPA (U.S. Environmental Protection Agency). 2011b. Environmental Monitoring and Assessment Program (EMAP). Available: http://www.epa.gov/emap/ (Virginian Province 1991-1993) [accessed 3 February 2011].,karimi
croaker-Atlantic,finfish,Micropogonias undulatus,US-Gulf,5.410667222222224,171,karimi,USEPA (U.S. Environmental Protection Agency). 2011c. Environmental Monitoring and Assessment Program (EMAP). Available: http://www.epa.gov/emap/ (Louisianian Province 1991-1994) [accessed 3 February 2011].,karimi
croaker-white,finfish,Genyonemus lineatus,US-California,20.323919999999998,25,karimi,"Fairey R, Taberski K, Lamerdin S, Johnson E, Clark RP, Downing JW, et al. 1997. Organochlorines and other environmental contaminants in muscle tissues of sportfish collected from San Francisco Bay. Mar Pollut Bull 34(12):1058-1071.",karimi
croaker-white,finfish,Genyonemus lineatus,US-California,9.386,15,karimi,"Meador JP, Ernest DW, Kagley AN. 2005. A comparison of the non-essential elements cadmium, mercury, and lead found in fish and sediment from Alaska and California. Sci Total Environ 339(1-3):189-205.",karimi
croaker-white,finfish,Genyonemus lineatus,US-California,19.613846153846154,65,karimi,San Francisco Estuary Institute. 2007. California Bay  Delta Authority Fish Mercury Project: Year 2 Annual Report (Sport Fish Sampling and Analysis). Contribution no. 535. Available: http://legacy.sfei.org/rmp/data/rmpfishtissue.htm [accessed 10 April 2008].,karimi
croaker-white,finfish,Genyonemus lineatus,US-Pacific,3.760416666666666,6,karimi,USEPA (U.S. Environmental Protection Agency). 2004. Environmental Monitoring and Assessment Program (EMAP). Available: http://www.epa.gov/emap/ (EPA West) [accessed 26 April 2004].,karimi
croaker-white,finfish,Genyonemus lineatus,US,11.459375,44,karimi,USEPA (U.S. Environmental Protection Agency). 2011a. National Listing of Fish Advisories. Available: http://map1.epa.gov [accessed 14 September 2011].,karimi
croaker-white,finfish,Genyonemus lineatus,US-California,9.969337999999999,198,karimi,USEPA (U.S. Environmental Protection Agency) Region 9 and NOAA (National Oceanic and Atmospheric Administration. 2007. 2002-2004 Southern California Coastal Marine Fish Contaminants Survey. Available: http://earth1.epa.gov/region09/features/pvshelf/montrose_report.pdf [accessed 14 August 2007].,karimi
cuttlefish-common,mollusc,Sepia officinalis,NE Atlantic-Europe,5.07,23,karimi,"Bustamante P, Lahaye V, Durnez C, Churlaud C, Caurant F. 2006. Total and organic Hg concentrations in cephalopods from the North Eastern Atlantic waters: Influence of geographical origin and feeding ecology. Sci Total Environ 368(2-3):585-596.",karimi
cuttlefish-elegant,mollusc,Sepia elegans,NE Atlantic-Europe,1.422,14,karimi,"Bustamante P, Lahaye V, Durnez C, Churlaud C, Caurant F. 2006. Total and organic Hg concentrations in cephalopods from the North Eastern Atlantic waters: Influence of geographical origin and feeding ecology. Sci Total Environ 368(2-3):585-596.",karimi
cuttlefish-pink,mollusc,Sepia orbignyana,NE Atlantic-Europe,0.708,15,karimi,"Bustamante P, Lahaye V, Durnez C, Churlaud C, Caurant F. 2006. Total and organic Hg concentrations in cephalopods from the North Eastern Atlantic waters: Influence of geographical origin and feeding ecology. Sci Total Environ 368(2-3):585-596.",karimi
eel-American (wild),finfish,Anguilla rostrata,US-Atlantic,16.15,8,karimi,"Delaware River Basin Commission. 2011. Fish and Shellfish Tissue Data, DRBC EPA Coastal 2000. Available: http://www.state.nj.us/drbc/fishtiss.htm [accessed 3 February 2011].",karimi
eel-American (wild),finfish,Anguilla rostrata,US-GA/SC,14.25,24,karimi,"Burger J, Gaines KF, Boring CS, Stephens WL, Snodgrass J, Gochfeld M. 2001. Mercury and selenium in fish from the Savannah River: Species, trophic level, and locational differences. Environ Res 87(2):108-118.",karimi
eel-American (wild),finfish,Anguilla rostrata,US-New Jersey,9.975,6,karimi,"Horwitz R, Ashley J, Overbeck P, Velinsky D. 2005. Final Report: Routine Monitoring Program for Toxics in Fish. Trenton, NJ. Available: http://www.state.nj.us/dep/dsr/final-reportroutinemonitoing5-05.pdf [accessed 24 October 2007].",karimi
eel-American (wild),finfish,Anguilla rostrata,US-Delaware,8.113000000000001,5,karimi,State of Delaware. 2010. Department of Natural Resources and Environmental Control Open Files. Available: http://www.dnrec.state.de.us/fw/advisory.htm [accessed 29 November 2010].,karimi
