page_id,level_1,level_2,common_name,latin_name,part,preparation,reference,nutrient,concentration
6151,Fish,Freshwater Fish,Brook Trout,Salvelinus fontinalis,muscle,raw,27,ca_mg,38
6151,Fish,Freshwater Fish,Dolly Varden Trout,Salvelinus malma,muscle,raw,7,ca_mg,13
6151,Fish,Freshwater Fish,Brown Trout,Salmo trutta,muscle,raw,82,ca_mg,20
6151,Fish,Freshwater Fish,Brown Trout,Salmo trutta,muscle,raw,27,ca_mg,20
6388,Fish,Freshwater Fish,Whitefish and Cisco,"Stenodus spp., Coegonus spp., Prosopium spp.",muscle,raw,11,ca_mg,356
6388,Fish,Freshwater Fish,Whitefish and Cisco,"Stenodus spp., Coegonus spp., Prosopium spp.",muscle,raw,33,ca_mg,356
6388,Fish,Freshwater Fish,Whitefish and Cisco,"Stenodus spp., Coegonus spp., Prosopium spp.",muscle,raw,53,ca_mg,26
6388,Fish,Freshwater Fish,Whitefish and Cisco,"Stenodus spp., Coegonus spp., Prosopium spp.",muscle,raw,61,ca_mg,356
6388,Fish,Freshwater Fish,Whitefish and Cisco,"Stenodus spp., Coegonus spp., Prosopium spp.",muscle,raw,82,ca_mg,60
6388,Fish,Freshwater Fish,Whitefish and Cisco,"Stenodus spp., Coegonus spp., Prosopium spp.",muscle,raw,88,ca_mg,26
6388,Fish,Freshwater Fish,Whitefish and Cisco,"Stenodus spp., Coegonus spp., Prosopium spp.",liver,raw,21,ca_mg,54
6388,Fish,Freshwater Fish,Whitefish and Cisco,"Stenodus spp., Coegonus spp., Prosopium spp.",liver,raw,11,ca_mg,55
6388,Fish,Freshwater Fish,Whitefish and Cisco,"Stenodus spp., Coegonus spp., Prosopium spp.",liver,raw,33,ca_mg,55
6388,Fish,Freshwater Fish,Whitefish and Cisco,"Stenodus spp., Coegonus spp., Prosopium spp.",liver,raw,61,ca_mg,55
6388,Fish,Freshwater Fish,Whitefish and Cisco,"Stenodus spp., Coegonus spp., Prosopium spp.",eggs,raw,11,ca_mg,54
6388,Fish,Freshwater Fish,Whitefish and Cisco,"Stenodus spp., Coegonus spp., Prosopium spp.",eggs,raw,33,ca_mg,54
6388,Fish,Freshwater Fish,Whitefish and Cisco,"Stenodus spp., Coegonus spp., Prosopium spp.",oil,raw,11,ca_mg,14
6388,Fish,Freshwater Fish,Inconnu,Stenodus leucichthys,muscle,raw,24,ca_mg,10
6388,Fish,Freshwater Fish,Inconnu,Stenodus leucichthys,muscle,raw,79,ca_mg,16
6388,Fish,Freshwater Fish,Inconnu,Stenodus leucichthys,not specified,raw,88,ca_mg,140
6388,Fish,Freshwater Fish,Lake Whitefish,Coregonus clupeaformis,muscle,raw,62,ca_mg,26
6388,Fish,Freshwater Fish,Lake Whitefish,Coregonus clupeaformis,muscle,raw,24,ca_mg,9.4
6388,Fish,Freshwater Fish,Lake Whitefish,Coregonus clupeaformis,muscle,raw,24,ca_mg,40
6388,Fish,Freshwater Fish,Lake Whitefish,Coregonus clupeaformis,muscle,raw,43,ca_mg,6
6388,Fish,Freshwater Fish,Lake Whitefish,Coregonus clupeaformis,eggs,raw,24,ca_mg,40
6388,Fish,Freshwater Fish,Lake Whitefish,Coregonus clupeaformis,eggs,raw,43,ca_mg,35.9
6388,Fish,Freshwater Fish,Lake Whitefish,Coregonus clupeaformis,muscle,raw,2,ca_mg,25.7
6388,Fish,Freshwater Fish,Lake Whitefish,Coregonus clupeaformis,muscle,raw,79,ca_mg,5
6388,Fish,Freshwater Fish,Lake Herring,Coregonus artedi,muscle,raw,63,ca_mg,12
6388,Fish,Freshwater Fish,Lake Herring,Coregonus artedi,muscle,raw,43,ca_mg,11.2
6388,Fish,Freshwater Fish,Lake Herring,Coregonus artedi,muscle,raw,27,ca_mg,12
6388,Fish,Freshwater Fish,Lake Herring,Coregonus artedi,eggs,raw,43,ca_mg,28.7
6388,Fish,Freshwater Fish,Lake Herring,Coregonus artedi,muscle,raw,79,ca_mg,30
6388,Fish,Freshwater Fish,Lake Herring,Coregonus artedi,not specified,raw,86,ca_mg,11
6388,Fish,Freshwater Fish,Arctic Cisco,Coregonus autumnalis,muscle,raw,24,ca_mg,30
6388,Fish,Freshwater Fish,Broad Whitefish,Coregonus nasus,liver,raw,7,ca_mg,53
6388,Fish,Freshwater Fish,Broad Whitefish,Coregonus nasus,eggs,raw,7,ca_mg,54
6403,Fish,Freshwater Fish,Longnose Sucker,Catostomus catostomus,muscle,raw,2,ca_mg,63.1
6403,Fish,Freshwater Fish,White Sucker,Catostomus commersonii,muscle,raw,13,ca_mg,70
6403,Fish,Freshwater Fish,White Sucker,Catostomus commersonii,muscle,raw,63,ca_mg,70
6403,Fish,Freshwater Fish,White Sucker,Catostomus commersonii,muscle,raw,2,ca_mg,19.6
6403,Fish,Freshwater Fish,White Sucker,Catostomus commersonii,muscle,raw,79,ca_mg,42
6404,Fish,Freshwater Fish,Pike,Esox spp.,muscle,raw,36,ca_mg,20.38
6404,Fish,Freshwater Fish,Pike,Esox spp.,muscle,raw,53,ca_mg,19
6404,Fish,Freshwater Fish,Pike,Esox spp.,muscle,raw,11,ca_mg,80
6404,Fish,Freshwater Fish,Pike,Esox spp.,muscle,raw,33,ca_mg,80
6404,Fish,Freshwater Fish,Pike,Esox spp.,muscle,raw,11,ca_mg,62
6404,Fish,Freshwater Fish,Pike,Esox spp.,muscle,raw,33,ca_mg,62
6404,Fish,Freshwater Fish,Pike,Esox spp.,muscle,raw,11,ca_mg,28
6404,Fish,Freshwater Fish,Pike,Esox spp.,muscle,raw,33,ca_mg,28
6404,Fish,Freshwater Fish,Pike,Esox spp.,liver,raw,7,ca_mg,28
6404,Fish,Freshwater Fish,Pike,Esox spp.,muscle,raw,27,ca_mg,40
6404,Fish,Freshwater Fish,Northern Pike,Esox lucius,muscle,raw,13,ca_mg,57
6404,Fish,Freshwater Fish,Northern Pike,Esox lucius,muscle,raw,63,ca_mg,57
6404,Fish,Freshwater Fish,Northern Pike,Esox lucius,muscle,raw,82,ca_mg,50
6404,Fish,Freshwater Fish,Northern Pike,Esox lucius,muscle,raw,24,ca_mg,60
6404,Fish,Freshwater Fish,Northern Pike,Esox lucius,muscle,raw,44,ca_mg,19.894
6404,Fish,Freshwater Fish,Northern Pike,Esox lucius,muscle,raw,43,ca_mg,8
6404,Fish,Freshwater Fish,Northern Pike,Esox lucius,muscle,raw,27,ca_mg,259
6404,Fish,Freshwater Fish,Northern Pike,Esox lucius,muscle,raw,2,ca_mg,32.6
6404,Fish,Freshwater Fish,Northern Pike,Esox lucius,muscle,raw,79,ca_mg,143
6404,Fish,Freshwater Fish,Northern Pike,Esox lucius,liver,raw,43,ca_mg,4.6
6405,Fish,Freshwater Fish,Burbot,Lota lota,muscle,raw,62,ca_mg,50
6405,Fish,Freshwater Fish,Burbot,Lota lota,muscle,raw,53,ca_mg,8
6405,Fish,Freshwater Fish,Burbot,Lota lota,muscle,raw,13,ca_mg,50
6405,Fish,Freshwater Fish,Burbot,Lota lota,muscle,raw,63,ca_mg,50
6405,Fish,Freshwater Fish,Burbot,Lota lota,muscle,raw,24,ca_mg,40
6405,Fish,Freshwater Fish,Burbot,Lota lota,muscle,raw,82,ca_mg,38
6405,Fish,Freshwater Fish,Burbot,Lota lota,liver,raw,53,ca_mg,4
6405,Fish,Freshwater Fish,Burbot,Lota lota,liver,raw,24,ca_mg,10
6405,Fish,Freshwater Fish,Burbot,Lota lota,eggs,raw,53,ca_mg,8
6405,Fish,Freshwater Fish,Burbot,Lota lota,not specified,raw,86,ca_mg,24
6405,Fish,Freshwater Fish,Burbot,Lota lota,skin,raw,24,ca_mg,212
6406,Fish,Freshwater Fish,Arctic Grayling,Thymallus arcticus,muscle,raw,7,ca_mg,0.35
6406,Fish,Freshwater Fish,Arctic Grayling,Thymallus arcticus,muscle,raw,53,ca_mg,31
6406,Fish,Freshwater Fish,Arctic Grayling,Thymallus arcticus,muscle,raw,11,ca_mg,532
6406,Fish,Freshwater Fish,Arctic Grayling,Thymallus arcticus,muscle,raw,33,ca_mg,532
6407,Fish,Freshwater Fish,Walleye,Sander vitreus,not specified,raw,87,ca_mg,110
6407,Fish,Freshwater Fish,Walleye,Sander vitreus,not specified,raw,88,ca_mg,110
6407,Fish,Freshwater Fish,Walleye,Sander vitreus,muscle,raw,2,ca_mg,31
6407,Fish,Freshwater Fish,Walleye,Sander vitreus,muscle,raw,44,ca_mg,13.7
6407,Fish,Freshwater Fish,Walleye,Sander vitreus,muscle,raw,13,ca_mg,110
6407,Fish,Freshwater Fish,Walleye,Sander vitreus,muscle,raw,63,ca_mg,110
6407,Fish,Freshwater Fish,Walleye,Sander vitreus,muscle,raw,21,ca_mg,13
6407,Fish,Freshwater Fish,Walleye,Sander vitreus,muscle,raw,62,ca_mg,30
6407,Fish,Freshwater Fish,Walleye,Sander vitreus,muscle,raw,79,ca_mg,60
6407,Fish,Freshwater Fish,Sauger,Sander canadensis,muscle,raw,62,ca_mg,8
6407,Fish,Freshwater Fish,Sauger,Sander canadensis,muscle,raw,79,ca_mg,8
6408,Fish,Freshwater Fish,Common Carp,Cyprinus carpio,muscle,raw,46,ca_mg,99
6408,Fish,Freshwater Fish,Common Carp,Cyprinus carpio,muscle,raw,27,ca_mg,37
6408,Fish,Freshwater Fish,Common Carp,Cyprinus carpio,muscle,raw,79,ca_mg,24
6408,Fish,Freshwater Fish,Common Carp,Cyprinus carpio,not specified,raw,88,ca_mg,41
6408,Fish,Freshwater Fish,Goldfish,Carassius auratus,muscle,raw,27,ca_mg,76
6409,Fish,Freshwater Fish,Bass,Micropterus spp.,muscle,raw,44,ca_mg,14.8
6409,Fish,Freshwater Fish,Bass,Micropterus spp.,not specified,raw,88,ca_mg,80
6410,Fish,Freshwater Fish,Catfish,Ictaluridae,muscle,raw,46,ca_mg,27
6410,Fish,Freshwater Fish,Catfish,Ictaluridae,muscle,raw,82,ca_mg,35
6410,Fish,Freshwater Fish,Catfish,Ictaluridae,muscle,raw,27,ca_mg,225
6410,Fish,Freshwater Fish,Channel Catfish,Ictalurus punctatus,muscle,raw,63,ca_mg,14
6410,Fish,Freshwater Fish,Channel Catfish,Ictalurus punctatus,muscle,raw,79,ca_mg,46
6410,Fish,Freshwater Fish,Channel Catfish,Ictalurus punctatus,muscle,raw,27,ca_mg,46
6410,Fish,Freshwater Fish,Brown Bullhead,Ameiurus nebulosus,muscle,raw,44,ca_mg,12
6411,Fish,Freshwater Fish,Perch and Darters,Percidae,muscle,raw,82,ca_mg,110
6411,Fish,Freshwater Fish,Perch and Darters,Percidae,not specified,raw,88,ca_mg,80
6411,Fish,Freshwater Fish,Yellow Perch,Perca flavescens,muscle,raw,44,ca_mg,59.77
6411,Fish,Freshwater Fish,Yellow Perch,Perca flavescens,muscle,raw,79,ca_mg,95
6413,Fish,Freshwater Fish,Alaska Blackfish,Dallia pectoralis,whole,raw,7,ca_mg,236
6413,Fish,Freshwater Fish,Alaska Blackfish,Dallia pectoralis,whole,raw,34,ca_mg,236
6413,Fish,Freshwater Fish,Alaska Blackfish,Dallia pectoralis,muscle,raw,11,ca_mg,880
6413,Fish,Freshwater Fish,Alaska Blackfish,Dallia pectoralis,muscle,raw,33,ca_mg,880
6414,Fish,Freshwater Fish,Freshwater Drum,Aplodinotus grunniens,muscle,raw,27,ca_mg,52
6414,Fish,Freshwater Fish,Freshwater Drum,Aplodinotus grunniens,not specified,raw,88,ca_mg,60
6417,Fish,Freshwater Fish,Gar,Lepisosteidae,muscle,raw,27,ca_mg,33
6417,Fish,Freshwater Fish,Gar,Lepisosteidae,muscle,raw,82,ca_mg,25
6418,Fish,Freshwater Fish,Pond Smelt,Hypomesus olidus,whole,raw,27,ca_mg,750
6419,Fish,Freshwater Fish,Ninespine Stickleback,Gasterosteidae,muscle,raw,11,ca_mg,901
6419,Fish,Freshwater Fish,Ninespine Stickleback,Gasterosteidae,muscle,raw,33,ca_mg,901
6419,Fish,Freshwater Fish,Ninespine Stickleback,Gasterosteidae,muscle,raw,7,ca_mg,93
6419,Fish,Freshwater Fish,Ninespine Stickleback,Gasterosteidae,whole,raw,34,ca_mg,93
6446,Fish,Searun Fish,Salmon,Oncorhynchus and Salmo spp.,muscle,raw,36,ca_mg,13
6446,Fish,Searun Fish,Salmon,Oncorhynchus and Salmo spp.,muscle,raw,53,ca_mg,6
6446,Fish,Searun Fish,Salmon,Oncorhynchus and Salmo spp.,eggs,raw,53,ca_mg,40
6446,Fish,Searun Fish,Salmon,Oncorhynchus and Salmo spp.,eggs,raw,86,ca_mg,12
6446,Fish,Searun Fish,Salmon,Oncorhynchus and Salmo spp.,eggs,raw,87,ca_mg,42
6446,Fish,Searun Fish,Chum Salmon,Oncorhynchus keta,muscle,raw,7,ca_mg,11
6446,Fish,Searun Fish,Chum Salmon,Oncorhynchus keta,muscle,raw,13,ca_mg,11
6446,Fish,Searun Fish,Chum Salmon,Oncorhynchus keta,muscle,raw,63,ca_mg,11
6446,Fish,Searun Fish,Chum Salmon,Oncorhynchus keta,muscle,raw,34,ca_mg,11
6446,Fish,Searun Fish,Chum Salmon,Oncorhynchus keta,muscle,raw,58,ca_mg,11
6446,Fish,Searun Fish,Chum Salmon,Oncorhynchus keta,muscle,raw,27,ca_mg,12
6446,Fish,Searun Fish,Chum Salmon,Oncorhynchus keta,muscle,raw,79,ca_mg,12
6446,Fish,Searun Fish,Coho Salmon,Oncorhynchus kisutch,muscle,raw,63,ca_mg,36
6446,Fish,Searun Fish,Coho Salmon,Oncorhynchus kisutch,muscle,raw,58,ca_mg,78
6446,Fish,Searun Fish,Coho Salmon,Oncorhynchus kisutch,muscle,raw,27,ca_mg,36
6446,Fish,Searun Fish,Coho Salmon,Oncorhynchus kisutch,muscle,raw,79,ca_mg,36
6446,Fish,Searun Fish,Pink Salmon,Oncorhynchus gorbuscha,muscle,raw,63,ca_mg,13
6446,Fish,Searun Fish,Pink Salmon,Oncorhynchus gorbuscha,muscle,raw,58,ca_mg,13
6446,Fish,Searun Fish,Pink Salmon,Oncorhynchus gorbuscha,muscle,raw,27,ca_mg,13
6446,Fish,Searun Fish,Pink Salmon,Oncorhynchus gorbuscha,muscle,raw,79,ca_mg,13
6446,Fish,Searun Fish,Sockeye Salmon,Oncorhynchus nerka,muscle,raw,62,ca_mg,6
6446,Fish,Searun Fish,Sockeye Salmon,Oncorhynchus nerka,muscle,raw,7,ca_mg,6
6446,Fish,Searun Fish,Sockeye Salmon,Oncorhynchus nerka,muscle,raw,13,ca_mg,6
6446,Fish,Searun Fish,Sockeye Salmon,Oncorhynchus nerka,muscle,raw,63,ca_mg,6
6446,Fish,Searun Fish,Sockeye Salmon,Oncorhynchus nerka,muscle,raw,58,ca_mg,52
6446,Fish,Searun Fish,Sockeye Salmon,Oncorhynchus nerka,muscle,raw,27,ca_mg,176
6446,Fish,Searun Fish,Sockeye Salmon,Oncorhynchus nerka,muscle,raw,79,ca_mg,6
6446,Fish,Searun Fish,Chinook Salmon,Oncorhynchus tshawytscha,eggs,raw,11,ca_mg,30
6446,Fish,Searun Fish,Chinook Salmon,Oncorhynchus tshawytscha,eggs,raw,33,ca_mg,30
6446,Fish,Searun Fish,Chinook Salmon,Oncorhynchus tshawytscha,muscle,raw,7,ca_mg,79
6446,Fish,Searun Fish,Chinook Salmon,Oncorhynchus tshawytscha,muscle,raw,13,ca_mg,22
6446,Fish,Searun Fish,Chinook Salmon,Oncorhynchus tshawytscha,muscle,raw,63,ca_mg,22
6446,Fish,Searun Fish,Chinook Salmon,Oncorhynchus tshawytscha,muscle,raw,88,ca_mg,26
6446,Fish,Searun Fish,Chinook Salmon,Oncorhynchus tshawytscha,liver,raw,21,ca_mg,28
6446,Fish,Searun Fish,Chinook Salmon,Oncorhynchus tshawytscha,liver,raw,11,ca_mg,28
6446,Fish,Searun Fish,Chinook Salmon,Oncorhynchus tshawytscha,liver,raw,33,ca_mg,21
6446,Fish,Searun Fish,Chinook Salmon,Oncorhynchus tshawytscha,muscle,raw,11,ca_mg,20
6446,Fish,Searun Fish,Chinook Salmon,Oncorhynchus tshawytscha,muscle,raw,33,ca_mg,20
6446,Fish,Searun Fish,Chinook Salmon,Oncorhynchus tshawytscha,muscle,raw,11,ca_mg,22
6446,Fish,Searun Fish,Chinook Salmon,Oncorhynchus tshawytscha,muscle,raw,33,ca_mg,22
6446,Fish,Searun Fish,Chinook Salmon,Oncorhynchus tshawytscha,muscle,raw,11,ca_mg,14
6446,Fish,Searun Fish,Chinook Salmon,Oncorhynchus tshawytscha,muscle,raw,33,ca_mg,14
6446,Fish,Searun Fish,Chinook Salmon,Oncorhynchus tshawytscha,muscle,raw,27,ca_mg,20
6446,Fish,Searun Fish,Chinook Salmon,Oncorhynchus tshawytscha,muscle,raw,79,ca_mg,14
6446,Fish,Searun Fish,Chinook Salmon,Oncorhynchus tshawytscha,liver,raw,7,ca_mg,28
6446,Fish,Searun Fish,Chinook Salmon,Oncorhynchus tshawytscha,muscle,raw,11,ca_mg,20
6446,Fish,Searun Fish,Chinook Salmon,Oncorhynchus tshawytscha,muscle,raw,11,ca_mg,22
6446,Fish,Searun Fish,Chinook Salmon,Oncorhynchus tshawytscha,muscle,raw,11,ca_mg,14
6446,Fish,Searun Fish,Atlantic Salmon,Salmo salar,muscle,raw,13,ca_mg,12
6446,Fish,Searun Fish,Atlantic Salmon,Salmo salar,muscle,raw,63,ca_mg,12
6446,Fish,Searun Fish,Atlantic Salmon,Salmo salar,muscle,raw,82,ca_mg,20
6446,Fish,Searun Fish,Atlantic Salmon,Salmo salar,muscle,raw,10,ca_mg,27
6446,Fish,Searun Fish,Atlantic Salmon,Salmo salar,muscle,raw,62,ca_mg,12
6446,Fish,Searun Fish,Atlantic Salmon,Salmo salar,muscle,raw,27,ca_mg,15
6446,Fish,Searun Fish,Atlantic Salmon,Salmo salar,muscle,raw,2,ca_mg,11.6
6446,Fish,Searun Fish,Atlantic Salmon,Salmo salar,muscle,raw,79,ca_mg,15
6447,Fish,Searun Fish,Sturgeon,Acipenser spp.,muscle,raw,88,ca_mg,13
6447,Fish,Searun Fish,Lake Sturgeon,Acipenser fulvenscens,muscle,raw,44,ca_mg,6.61
6447,Fish,Searun Fish,Lake Sturgeon,Acipenser fulvenscens,muscle,raw,79,ca_mg,14
6448,Fish,Searun Fish,Eulachon,Thaleichthys pacificus,muscle,raw,38,ca_mg,273
6448,Fish,Searun Fish,Eulachon,Thaleichthys pacificus,muscle,raw,21,ca_mg,50
6448,Fish,Searun Fish,Eulachon,Thaleichthys pacificus,muscle,raw,62,ca_mg,50
6448,Fish,Searun Fish,Eulachon,Thaleichthys pacificus,oil,raw,39,ca_mg,6.8
6448,Fish,Searun Fish,Eulachon,Thaleichthys pacificus,whole,raw,11,ca_mg,476
6448,Fish,Searun Fish,Eulachon,Thaleichthys pacificus,whole,raw,33,ca_mg,476
6448,Fish,Searun Fish,Eulachon,Thaleichthys pacificus,eggs,raw,11,ca_mg,32
6449,Fish,Searun Fish,Arctic Char,Salvelinus alpinus,muscle,raw,21,ca_mg,40
6449,Fish,Searun Fish,Arctic Char,Salvelinus alpinus,muscle,raw,30,ca_mg,34
6449,Fish,Searun Fish,Arctic Char,Salvelinus alpinus,muscle,raw,35,ca_mg,36
6449,Fish,Searun Fish,Arctic Char,Salvelinus alpinus,muscle,raw,62,ca_mg,7
6449,Fish,Searun Fish,Arctic Char,Salvelinus alpinus,muscle,raw,9,ca_mg,18.8
6449,Fish,Searun Fish,Arctic Char,Salvelinus alpinus,muscle,raw,4,ca_mg,7
6449,Fish,Searun Fish,Arctic Char,Salvelinus alpinus,muscle,raw,53,ca_mg,11
6449,Fish,Searun Fish,Arctic Char,Salvelinus alpinus,muscle + skin,raw,4,ca_mg,14
6449,Fish,Searun Fish,Arctic Char,Salvelinus alpinus,muscle,raw,79,ca_mg,20
6449,Fish,Searun Fish,Arctic Char,Salvelinus alpinus,not specified,raw,87,ca_mg,7
6449,Fish,Searun Fish,Arctic Char,Salvelinus alpinus,muscle,raw,2,ca_mg,7.2
6449,Fish,Searun Fish,Arctic Char,Salvelinus alpinus,skin,raw,4,ca_mg,268
6450,Fish,Searun Fish,American Eel,Anguilla rostrata,muscle,raw,79,ca_mg,56
6450,Fish,Searun Fish,American Eel,Anguilla rostrata,muscle,raw,21,ca_mg,18
6450,Fish,Searun Fish,American Eel,Anguilla rostrata,muscle,raw,15,ca_mg,20
6450,Fish,Searun Fish,American Eel,Anguilla rostrata,muscle,raw,82,ca_mg,35
6450,Fish,Searun Fish,American Eel,Anguilla rostrata,muscle,raw,27,ca_mg,56
6450,Fish,Searun Fish,American Eel,Anguilla rostrata,not specified,raw,87,ca_mg,20
6450,Fish,Searun Fish,American Eel,Anguilla rostrata,not specified,raw,88,ca_mg,20
6451,Fish,Searun Fish,Rainbow Smelt,Osmerus mordax,muscle,raw,63,ca_mg,60
6451,Fish,Searun Fish,Rainbow Smelt,Osmerus mordax,muscle,raw,79,ca_mg,60
6451,Fish,Searun Fish,Rainbow Smelt,Osmerus mordax,muscle + small bones,raw,7,ca_mg,74
6451,Fish,Searun Fish,Rainbow Smelt,Osmerus mordax,muscle + small bones,raw,34,ca_mg,74
6452,Fish,Searun Fish,Lampreys,Petromyzontinae,muscle,raw,27,ca_mg,16
6152,Fish,Saltwater Fish,Halibut,Hippoglossinae,muscle,raw,67,ca_mg,13
6152,Fish,Saltwater Fish,Halibut,Hippoglossinae,muscle,raw,27,ca_mg,19
6152,Fish,Saltwater Fish,Halibut,Hippoglossinae,muscle + skin,raw,88,ca_mg,20
6152,Fish,Saltwater Fish,Atlantic Halibut and Pacific Halibut,Hippoglossus spp.,not specified,raw,88,ca_mg,47
6152,Fish,Saltwater Fish,Pacific Halibut,Hippoglossus stenolepis,muscle,raw,27,ca_mg,22
6152,Fish,Saltwater Fish,Pacific Halibut,Hippoglossus stenolepis,muscle,raw,79,ca_mg,34
6152,Fish,Saltwater Fish,Greenland Halibut,Reinhardtius hippoglossoides,muscle,raw,62,ca_mg,3
6152,Fish,Saltwater Fish,Greenland Halibut,Reinhardtius hippoglossoides,muscle,raw,47,ca_mg,10
6152,Fish,Saltwater Fish,Greenland Halibut,Reinhardtius hippoglossoides,muscle,raw,63,ca_mg,3
6152,Fish,Saltwater Fish,Greenland Halibut,Reinhardtius hippoglossoides,muscle,raw,82,ca_mg,25
6152,Fish,Saltwater Fish,Greenland Halibut,Reinhardtius hippoglossoides,muscle,raw,79,ca_mg,12
6152,Fish,Saltwater Fish,Atlantic Halibut,Hippoglossus hippoglossus,muscle,raw,82,ca_mg,15
6152,Fish,Saltwater Fish,Atlantic Halibut,Hippoglossus hippoglossus,muscle,raw,79,ca_mg,16
6152,Fish,Saltwater Fish,Flounders and Soles,Pleuronectinae,muscle,raw,21,ca_mg,12
6152,Fish,Saltwater Fish,Flounders and Soles,Pleuronectinae,muscle,raw,82,ca_mg,35
6152,Fish,Saltwater Fish,Winter Flounder,Pseudopleuronectes americanus,muscle,raw,65,ca_mg,13.2
6152,Fish,Saltwater Fish,Winter Flounder,Pseudopleuronectes americanus,muscle,raw,79,ca_mg,13
6152,Fish,Saltwater Fish,Starry Flounder,Platichthys stellatus,muscle,raw,79,ca_mg,4
6152,Fish,Saltwater Fish,Sole,Pleuronectinae and Cynoglossinae,muscle,raw,46,ca_mg,71
6152,Fish,Saltwater Fish,Sole,Pleuronectinae and Cynoglossinae,muscle,raw,82,ca_mg,29
6152,Fish,Saltwater Fish,Sole,Pleuronectinae and Cynoglossinae,muscle,raw,27,ca_mg,38
6152,Fish,Saltwater Fish,Dover Sole,Microstomus pacificus,muscle,raw,27,ca_mg,50
6152,Fish,Saltwater Fish,Dover Sole,Microstomus pacificus,muscle,raw,79,ca_mg,29
6152,Fish,Saltwater Fish,English Sole,Parophrys vetulus,muscle,raw,79,ca_mg,9
6431,Fish,Saltwater Fish,Herrings and Relatives,Clupeinae and Alosinae,muscle,raw,10,ca_mg,33
6431,Fish,Saltwater Fish,Herrings and Relatives,Clupeinae and Alosinae,muscle,raw,36,ca_mg,34
6431,Fish,Saltwater Fish,Herrings and Relatives,Clupeinae and Alosinae,eggs,raw,7,ca_mg,19
6431,Fish,Saltwater Fish,Herrings and Relatives,Clupeinae and Alosinae,eggs,raw,11,ca_mg,46
6431,Fish,Saltwater Fish,Herrings and Relatives,Clupeinae and Alosinae,eggs,raw,33,ca_mg,46
6431,Fish,Saltwater Fish,Herrings and Relatives,Clupeinae and Alosinae,muscle,raw,27,ca_mg,58
6431,Fish,Saltwater Fish,Pacific Herring,Clupea pallasii,muscle,raw,63,ca_mg,83
