Species,AgeMatMin,Herbivory2,FeedingType,FoodTroph,EnvTemp,BodyShapeI,DemersPelag,DepthRangeDeep,Length,obs_id,subgroup,genus_species,asfis_scientific_name,scientific_name,common_name,part,food_name_in_english,location,ca_mg,fe_mg,zn_mg,epa,dha,protein,fat,cine_id,biblio_id,part_edited,food_item_id,processing,asfis_english_name,season,other,comments_on_data_processing_methods,publication_year,bc_id,af_id,type,bibliography,exclude_for_wrong_units,seanuts_id2,sea_id,subgroup2,submitted_name,score,exclude,realm
Melanogrammus aeglefinus,3,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.56,temperate,fusiform / normal,demersal,450,112,bc614,Finfish,Melanogrammus aeglefinus,Melanogrammus aeglefinus,Melanogrammus aeglefinus,Haddock,muscle,"Haddock, wild, skinless fillet, raw","Unknown, Nolsoyar Bank",NA,NA,NA,NA,NA,NA,0.8,NA,fi105,muscle_skinless,0900633,r,Haddock,Sep 2001,"fishing areas: North Atlantic, North Sea, Barents Sea, Baltic Sea",NA,2006,bc614,NA,NA,NA,NA,NA,NA,NA,Melanogrammus aeglefinus,0.988,NA,marine
Melanogrammus aeglefinus,3,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.56,temperate,fusiform / normal,demersal,450,112,bc1212,Finfish,Melanogrammus aeglefinus,Melanogrammus aeglefinus,Melanogrammus aeglefinus,Haddock,NA,"Haddock, wild, fillet, raw","Iceland, North Atlantic",7.8,0.11,0.29,NA,NA,17.7,0.3,NA,im11,muscle,0901251,r,Haddock,NA,data entered without mean/max/SD,NA,2011,bc1212,NA,NA,NA,NA,NA,NA,NA,Melanogrammus aeglefinus,0.988,NA,marine
Melanogrammus aeglefinus,3,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.56,temperate,fusiform / normal,demersal,450,112,bc1247,Finfish,Melanogrammus aeglefinus,Melanogrammus aeglefinus,Melanogrammus aeglefinus,Haddock,NA,"Haddock, wild, fillet, raw","Iceland, North Atlantic",NA,NA,NA,0.060220439137797,0.137400308263737,NA,0.6,NA,im11,muscle,0901286,r,Haddock,NA,NA,FAME converted using ShF and XFA,2011,bc1247,NA,NA,NA,NA,NA,NA,NA,Melanogrammus aeglefinus,0.988,NA,marine
Melanogrammus aeglefinus,3,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.56,temperate,fusiform / normal,demersal,450,112,bc1248,Finfish,Melanogrammus aeglefinus,Melanogrammus aeglefinus,Melanogrammus aeglefinus,Haddock,NA,"Haddock, wild, fillet, raw","Iceland, North Atlantic",NA,NA,NA,0.0445200724869658,0.115993934276201,NA,0.51,NA,im11,muscle,0901287,r,Haddock,NA,NA,FAME converted using ShF and XFA,2011,bc1248,NA,NA,NA,NA,NA,NA,NA,Melanogrammus aeglefinus,0.988,NA,marine
Melanogrammus aeglefinus,3,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.56,temperate,fusiform / normal,demersal,450,112,bc1249,Finfish,Melanogrammus aeglefinus,Melanogrammus aeglefinus,Melanogrammus aeglefinus,Haddock,NA,"Haddock, wild, fillet, raw","Iceland, North Atlantic",NA,NA,NA,0.0577349538336388,0.117637353411997,NA,0.55,NA,im11,muscle,0901288,r,Haddock,NA,NA,FAME converted using ShF and XFA,2011,bc1249,NA,NA,NA,NA,NA,NA,NA,Melanogrammus aeglefinus,0.988,NA,marine
Melanogrammus aeglefinus,3,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.56,temperate,fusiform / normal,demersal,450,112,bc1258,Finfish,Melanogrammus aeglefinus,Melanogrammus aeglefinus,Melanogrammus aeglefinus,Haddock,NA,"Haddock, wild, fillet, raw","Iceland, North Atlantic",NA,NA,NA,NA,NA,NA,NA,NA,im11,muscle,0901297,r,Haddock,NA,NA,NA,2011,bc1258,NA,NA,NA,NA,NA,NA,NA,Melanogrammus aeglefinus,0.988,NA,marine
Merlangius merlangus,1.6,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.57,temperate,fusiform / normal,benthopelagic,200,91.5,bc268,Finfish,Merlangius merlangus,Merlangius merlangus,Merlangius merlangus euxinus,Whiting,NA,"Whiting, wild, edible part, raw","Turkey, Black Sea",NA,NA,NA,1.41711633,4.01939566,16.65,18.3,NA,fi57,muscle_organs,0900287,r,Whiting,fall 1995-spring 1996,NA,FA converted using XFA,1998,bc268,NA,NA,NA,NA,NA,NA,NA,Merlangius merlangus,0.988,NA,brackmarine
Merlangius merlangus,1.6,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.57,temperate,fusiform / normal,benthopelagic,200,91.5,bc424,Finfish,Merlangius merlangus,Merlangius merlangus,Merlangius merlangus,Whiting,NA,"Whiting, wild, edible flesh, raw","Greece, Aegean Sea",NA,NA,NA,0.030285,0.068646,18,0.3,NA,fi80,muscle,0900443,r,Whiting,Winter,NA,FAT- (analyzed according to AOAC 1975); FA converted using XFA; FA tr= <0.1g/100g fillet,1995,bc424,NA,NA,NA,NA,NA,NA,NA,Merlangius merlangus,0.988,NA,brackmarine
Merlangius merlangus,1.6,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.57,temperate,fusiform / normal,benthopelagic,200,91.5,bc629,Finfish,Merlangius merlangus,Merlangius merlangus,Merlangius merlangus,Whiting,muscle,"Whiting, wild, skinless fillet, raw","Unknown, Nolsoyar Bank",NA,NA,NA,NA,NA,NA,0.7,NA,fi105,muscle_skinless,0900648,r,Whiting,Sep 2001,"fishing areas: North Atlantic, North Sea, Barents Sea, Baltic Sea",NA,2006,bc629,NA,NA,NA,NA,NA,NA,NA,Merlangius merlangus,0.988,NA,brackmarine
Merlangius merlangus,1.6,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.57,temperate,fusiform / normal,benthopelagic,200,91.5,bc630,Finfish,Merlangius merlangus,Merlangius merlangus,Merlangius merlangus,Whiting,muscle,"Whiting, wild, skinless fillet, raw","Unknown, Pobie Bank",NA,NA,NA,NA,NA,NA,0.8,NA,fi105,muscle_skinless,0900649,r,Whiting,Sep 2001,"fishing areas: North Atlantic, North Sea, Barents Sea, Baltic Sea",NA,2006,bc630,NA,NA,NA,NA,NA,NA,NA,Merlangius merlangus,0.988,NA,brackmarine
Merlangius merlangus,1.6,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.57,temperate,fusiform / normal,benthopelagic,200,91.5,af210,Finfish,Merlangius merlangus,Merlangius merlangus,Merlangius merlangus,Whiting,NA,"Whiting, wild, edible muscle tissue, raw","Unknown (samples from local fish market, Istanbul)",73.5713,7.6567,1.2857,NA,NA,13.43,1.34,NA,fi92,muscle,0901514,r,Whiting,"Winter (Dec 2006, Jan, Feb 2007)",NA,NA,2010,NA,NA,NA,NA,NA,NA,NA,NA,Merlangius merlangus,0.988,NA,brackmarine
Merlangius merlangus,1.6,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.57,temperate,fusiform / normal,benthopelagic,200,91.5,af211,Finfish,Merlangius merlangus,Merlangius merlangus,Merlangius merlangus,Whiting,NA,"Whiting, wild, edible muscle tissue, raw","Unknown (samples from local fish market, Istanbul)",46.7305,3.2061,1.115,NA,NA,15.05,1.22,NA,fi92,muscle,0901515,r,Whiting,"Spring (Mar, Apr, May 2007)",NA,NA,2010,NA,NA,NA,NA,NA,NA,NA,NA,Merlangius merlangus,0.988,NA,brackmarine
Merlangius merlangus,1.6,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.57,temperate,fusiform / normal,benthopelagic,200,91.5,af212,Finfish,Merlangius merlangus,Merlangius merlangus,Merlangius merlangus,Whiting,NA,"Whiting, wild, edible muscle tissue, raw","Unknown (samples from local fish market, Istanbul)",58.831,2.2046,1.5099,NA,NA,17.24,1.48,NA,fi92,muscle,0901516,r,Whiting,"Summer (Jun, Jul, Aug 2007)",NA,NA,2010,NA,NA,NA,NA,NA,NA,NA,NA,Merlangius merlangus,0.988,NA,brackmarine
Merlangius merlangus,1.6,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.57,temperate,fusiform / normal,benthopelagic,200,91.5,af213,Finfish,Merlangius merlangus,Merlangius merlangus,Merlangius merlangus,Whiting,NA,"Whiting, wild, edible muscle tissue, raw","Unknown (samples from local fish market, Istanbul)",57.394,7.8313,1.4984,NA,NA,16.24,2.37,NA,fi92,muscle,0901517,r,Whiting,"Autumn (Sep, Oct, Nov 2007)",NA,NA,2010,NA,NA,NA,NA,NA,NA,NA,NA,Merlangius merlangus,0.988,NA,brackmarine
Merluccius hubbsi,6,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),4.23,temperate,elongated,benthopelagic,800,95,bc882,Finfish,Merluccius hubbsi,Merluccius hubbsi,Merluccius hubbsi,Argentine hake,muscle,"Atlantic hake, wild, female, skinless dorsal muscle (subdermal fat removed), raw","Argentinia/Uruguay, South Atlantic",NA,NA,NA,0.17,0.45,NA,3.4,NA,fi137,muscle_skinless,0900901,r,Argentine hake,Feb,"mean length and weight of fish: 48cm, 800g",NA,1997,bc882,NA,NA,NA,NA,NA,NA,NA,Merluccius hubbsi,0.988,NA,marine
Merluccius hubbsi,6,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),4.23,temperate,elongated,benthopelagic,800,95,bc883,Finfish,Merluccius hubbsi,Merluccius hubbsi,Merluccius hubbsi,Argentine hake,muscle,"Atlantic hake, wild, female, skinless dorsal muscle (subdermal fat removed), raw","Argentinia/Uruguay, South Atlantic",NA,NA,NA,0.07,0.31,NA,1.1,NA,fi137,muscle_skinless,0900902,r,Argentine hake,Mar,"mean length and weight of fish: 48cm, 800g",NA,1997,bc883,NA,NA,NA,NA,NA,NA,NA,Merluccius hubbsi,0.988,NA,marine
Merluccius hubbsi,6,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),4.23,temperate,elongated,benthopelagic,800,95,bc884,Finfish,Merluccius hubbsi,Merluccius hubbsi,Merluccius hubbsi,Argentine hake,muscle,"Atlantic hake, wild, female, skinless dorsal muscle (subdermal fat removed), raw","Argentinia/Uruguay, South Atlantic",NA,NA,NA,0.08,0.38,NA,1.7,NA,fi137,muscle_skinless,0900903,r,Argentine hake,Apr,"mean length and weight of fish: 48cm, 800g",NA,1997,bc884,NA,NA,NA,NA,NA,NA,NA,Merluccius hubbsi,0.988,NA,marine
Merluccius hubbsi,6,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),4.23,temperate,elongated,benthopelagic,800,95,bc885,Finfish,Merluccius hubbsi,Merluccius hubbsi,Merluccius hubbsi,Argentine hake,muscle,"Atlantic hake, wild, female, skinless dorsal muscle (subdermal fat removed), raw","Argentinia/Uruguay, South Atlantic",NA,NA,NA,0.06,0.3,NA,1.3,NA,fi137,muscle_skinless,0900904,r,Argentine hake,Jul,"mean length and weight of fish: 48cm, 800g",NA,1997,bc885,NA,NA,NA,NA,NA,NA,NA,Merluccius hubbsi,0.988,NA,marine
Merluccius hubbsi,6,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),4.23,temperate,elongated,benthopelagic,800,95,bc886,Finfish,Merluccius hubbsi,Merluccius hubbsi,Merluccius hubbsi,Argentine hake,muscle,"Atlantic hake, wild, female, skinless dorsal muscle (subdermal fat removed), raw","Argentinia/Uruguay, South Atlantic",NA,NA,NA,0.09,0.32,NA,1.4,NA,fi137,muscle_skinless,0900905,r,Argentine hake,Dec,"mean length and weight of fish: 48cm, 800g",NA,1997,bc886,NA,NA,NA,NA,NA,NA,NA,Merluccius hubbsi,0.988,NA,marine
Merluccius merluccius,4.291666666666667,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),4.43,temperate,elongated,demersal,1075,140,bc292,Finfish,Merluccius merluccius,Merluccius merluccius,Merluccius merluccius,European hake,muscle,"Hake, wild, skinless muscle tissue, raw","Italy, Adriatic Sea, Gulf of Manfredonia",NA,NA,NA,0.052627477,0.272766809,18.59,0.87,NA,fi63,muscle_skinless,0900311,r,European hake,NA,NA,FA converted using XFA,2009,bc292,NA,NA,NA,NA,NA,NA,NA,Merluccius merluccius,0.988,NA,marine
Merluccius merluccius,4.291666666666667,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),4.43,temperate,elongated,demersal,1075,140,bc329,Finfish,Merluccius merluccius,Merluccius merluccius,Merluccius merluccius,European hake,NA,"European hake, wild, fillet, raw","Turkey, Mediterranean Sea",NA,NA,NA,0.032889248,0.15187926400000001,NA,0.76,NA,fi67,muscle,0900348,r,European hake,NA,NA,FA converted using XFA,2009,bc329,NA,NA,NA,NA,NA,NA,NA,Merluccius merluccius,0.988,NA,marine
Merluccius merluccius,4.291666666666667,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),4.43,temperate,elongated,demersal,1075,140,bc404,Finfish,Merluccius merluccius,Merluccius merluccius,Merluccius merluccius,European hake,NA,"European hake, wild, edible flesh, raw","Greece, Aegean Sea",NA,NA,NA,NA,NA,NA,NA,NA,fi80,muscle,0900423,r,European hake,NA,NA,NA,1995,bc404,NA,NA,NA,NA,NA,NA,NA,Merluccius merluccius,0.988,NA,marine
Merluccius merluccius,4.291666666666667,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),4.43,temperate,elongated,demersal,1075,140,bc444,Finfish,Merluccius merluccius,Merluccius merluccius,Merluccius merluccius,European hake,NA,"European hake, wild, edible flesh, raw","Greece, Aegean Sea",NA,NA,NA,NA,NA,16,0.4,NA,fi80,muscle,0900463,r,European hake,Spring,NA,FAT- (analyzed according to AOAC 1975),1995,bc444,NA,NA,NA,NA,NA,NA,NA,Merluccius merluccius,0.988,NA,marine
Merluccius merluccius,4.291666666666667,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),4.43,temperate,elongated,demersal,1075,140,bc445,Finfish,Merluccius merluccius,Merluccius merluccius,Merluccius merluccius,European hake,NA,"European hake, wild, edible flesh, raw","Greece, Aegean Sea",NA,NA,NA,NA,NA,17,0.6,NA,fi80,muscle,0900464,r,European hake,Fall,NA,FAT- (analyzed according to AOAC 1975),1995,bc445,NA,NA,NA,NA,NA,NA,NA,Merluccius merluccius,0.988,NA,marine
Merluccius merluccius,4.291666666666667,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),4.43,temperate,elongated,demersal,1075,140,bc446,Finfish,Merluccius merluccius,Merluccius merluccius,Merluccius merluccius,European hake,NA,"European hake, wild, edible flesh, raw","Greece, Aegean Sea",NA,NA,NA,NA,NA,18,2,NA,fi80,muscle,0900465,r,European hake,Winter,NA,FAT- (analyzed according to AOAC 1975),1995,bc446,NA,NA,NA,NA,NA,NA,NA,Merluccius merluccius,0.988,NA,marine
Merluccius merluccius,4.291666666666667,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),4.43,temperate,elongated,demersal,1075,140,bc637,Finfish,Merluccius merluccius,Merluccius merluccius,Merluccius merluccius,European hake,muscle,"European hake, wild, skinless fillet, raw","Unknown, West of Shetland Islands",NA,NA,NA,NA,NA,NA,1.1,NA,fi105,muscle_skinless,0900656,r,European hake,Sep 2001,"fishing areas: North Atlantic, North Sea, Barents Sea, Baltic Sea",NA,2006,bc637,NA,NA,NA,NA,NA,NA,NA,Merluccius merluccius,0.988,NA,marine
Merluccius merluccius,4.291666666666667,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),4.43,temperate,elongated,demersal,1075,140,bc638,Finfish,Merluccius merluccius,Merluccius merluccius,Merluccius merluccius,European hake,muscle,"European hake, wild, skinless fillet, raw","Unknown, West of Shetland Islands",NA,NA,NA,NA,NA,NA,1.5,NA,fi105,muscle_skinless,0900657,r,European hake,Sep 2001,"fishing areas: North Atlantic, North Sea, Barents Sea, Baltic Sea",NA,2006,bc638,NA,NA,NA,NA,NA,NA,NA,Merluccius merluccius,0.988,NA,marine
Merluccius merluccius,4.291666666666667,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),4.43,temperate,elongated,demersal,1075,140,seadata127,Finfish,Merluccius merluccius,NA,NA,NA,edible muscle,"NA, edible muscle",Marmara Sea,228.1,2.2887,NA,NA,NA,17.97,1.26,NA,sea11,muscle,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,Merluccius merluccius,0.988,NA,marine
Merluccius productus,3.2666666666666666,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.980000019073486,temperate,elongated,pelagic-neritic,1000,91,c433,Finfish,Merluccius productus,NA,NA,Pacific Hake,muscle,"Pacific Hake, muscle",NA,46,NA,NA,NA,NA,16.6,1.7,c433,27,muscle,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Merluccius productus,0.988,NA,brackmarine
Merluccius productus,3.2666666666666666,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.980000019073486,temperate,elongated,pelagic-neritic,1000,91,c434,Finfish,Merluccius productus,NA,NA,Pacific Hake,whole,"Pacific Hake, whole",NA,NA,NA,NA,NA,NA,14.5,3.6,c434,27,whole,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Merluccius productus,0.988,NA,brackmarine
Merluccius productus,3.2666666666666666,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.980000019073486,temperate,elongated,pelagic-neritic,1000,91,bc279,Finfish,Merluccius productus,Merluccius productus,Merluccius productus,North pacific hake,muscle,"Pacific hake, wild, skinless fillet, raw","USA, Alaska, British Columbia, Pacific Northwest waters",NA,NA,NA,0.069467419,0.118810272,NA,0.73,NA,fi59,muscle_skinless,0900298,r,North pacific hake,Summer,"mean length and weight of fish: 43.4cm, 1173g",FA converted using XFA,2009,bc279,NA,NA,NA,NA,NA,NA,NA,Merluccius productus,0.988,NA,brackmarine
Merluccius productus,3.2666666666666666,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.980000019073486,temperate,elongated,pelagic-neritic,1000,91,bc818,Finfish,Merluccius productus,Merluccius productus,Merluccius productus,North Pacific hake,NA,"Pacific whiting, wild, fillet, raw","USA, OR, Northeast Pacific, Astoria",9.2,0.2579,0.3969,NA,NA,NA,NA,NA,fi125,muscle,0900837,r,North Pacific hake,NA,NA,NA,1984,bc818,NA,NA,NA,NA,NA,NA,NA,Merluccius productus,0.988,NA,brackmarine
Merluccius productus,3.2666666666666666,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.980000019073486,temperate,elongated,pelagic-neritic,1000,91,bc819,Finfish,Merluccius productus,Merluccius productus,Merluccius productus,North Pacific hake,NA,"Pacific whiting, wild, fillet, raw","USA, OR, Northeast Pacific, Astoria",10.4,0.2437,0.3052,NA,NA,NA,NA,NA,fi125,muscle,0900838,r,North Pacific hake,NA,NA,NA,1984,bc819,NA,NA,NA,NA,NA,NA,NA,Merluccius productus,0.988,NA,brackmarine
Merluccius productus,3.2666666666666666,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.980000019073486,temperate,elongated,pelagic-neritic,1000,91,bc967,Finfish,Merluccius productus,Merluccius productus,Merluccius productus,North Pacific hake,NA,"Pacific hake, wild, fillet, raw","USA, north OR coast",NA,NA,NA,NA,NA,16.87,2.61,NA,fi156,muscle,0900986,r,North Pacific hake,Aug 1977,"mean length and weight of fish: 53cm, 1000g",NA,1979,bc967,NA,NA,NA,NA,NA,NA,NA,Merluccius productus,0.988,NA,brackmarine
Micromesistius poutassou,3.3333333333333335,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.700000047683716,temperate,elongated,bathypelagic,3000,55.5,bc631,Finfish,Micromesistius poutassou,Micromesistius poutassou,Micromesistius poutassou,Blue whiting(=Poutassou),muscle,"Blue whiting, wild, skinless fillet, raw","Unknown, West of Shetland Islands",NA,NA,NA,NA,NA,NA,0.7,NA,fi105,muscle_skinless,0900650,r,Blue whiting(=Poutassou),Sep 2001,"fishing areas: North Atlantic, North Sea, Barents Sea, Baltic Sea",NA,2006,bc631,NA,NA,NA,NA,NA,NA,NA,Micromesistius poutassou,0.988,NA,marine
Micromesistius poutassou,3.3333333333333335,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.700000047683716,temperate,elongated,bathypelagic,3000,55.5,bc632,Finfish,Micromesistius poutassou,Micromesistius poutassou,Micromesistius poutassou,Blue whiting(=Poutassou),muscle,"Blue whiting, wild, skinless fillet, raw","Unknown, West of Shetland Islands",NA,NA,NA,NA,NA,NA,0.7,NA,fi105,muscle_skinless,0900651,r,Blue whiting(=Poutassou),Sep 2001,"fishing areas: North Atlantic, North Sea, Barents Sea, Baltic Sea",NA,2006,bc632,NA,NA,NA,NA,NA,NA,NA,Micromesistius poutassou,0.988,NA,marine
Micropogonias furnieri,2.5,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.27,subtropical,fusiform / normal,demersal,60,60,bc563,Finfish,Micorpogonias furnieri,Micorpogonias furnieri,Micorpogonias furnieri,Whitemouth croaker,NA,"White croaker, wild, fillet, raw","Uruguay, Río de la Plata",NA,NA,NA,0.070633962,0.11560213,20.7,1.29,NA,fi95,muscle,0900582,r,Whitemouth croaker,Dec 1991-Jan 1992 (Summer),NA,FA converted using XFA,1996,bc563,NA,NA,NA,NA,NA,NA,NA,Micorpogonias furnieri,0.75,NA,brackmarine
Microstomus kitt,3,mainly animals (troph. 2.8 and up),sucking food-containing material,3.21,temperate,short and / or deep,demersal,200,65,bc615,Finfish,Microstomus kitt,Microstomus kitt,Microstomus kitt,Lemon sole,muscle,"Lemon sole, wild, skinless fillet, raw","Unknown, Nolsoyar Bank",NA,NA,NA,NA,NA,NA,0.7,NA,fi105,muscle_skinless,0900634,r,Lemon sole,Sep 2001,"fishing areas: North Atlantic, North Sea, Barents Sea, Baltic Sea",NA,2006,bc615,NA,NA,NA,NA,NA,NA,NA,Microstomus kitt,0.988,NA,marine
Microstomus kitt,3,mainly animals (troph. 2.8 and up),sucking food-containing material,3.21,temperate,short and / or deep,demersal,200,65,bc616,Finfish,Microstomus kitt,Microstomus kitt,Microstomus kitt,Lemon sole,muscle,"Lemon sole, wild, skinless fillet, raw","Unknown, Nolsoyar Bank",NA,NA,NA,NA,NA,NA,0.7,NA,fi105,muscle_skinless,0900635,r,Lemon sole,Sep 2001,"fishing areas: North Atlantic, North Sea, Barents Sea, Baltic Sea",NA,2006,bc616,NA,NA,NA,NA,NA,NA,NA,Microstomus kitt,0.988,NA,marine
Microstomus kitt,3,mainly animals (troph. 2.8 and up),sucking food-containing material,3.21,temperate,short and / or deep,demersal,200,65,bc617,Finfish,Microstomus kitt,Microstomus kitt,Microstomus kitt,Lemon sole,muscle,"Lemon sole, wild, skinless fillet, raw","Unknown, Orkney Islands",NA,NA,NA,NA,NA,NA,0.8,NA,fi105,muscle_skinless,0900636,r,Lemon sole,Feb 2001,"fishing areas: North Atlantic, North Sea, Barents Sea, Baltic Sea",NA,2006,bc617,NA,NA,NA,NA,NA,NA,NA,Microstomus kitt,0.988,NA,marine
Microstomus kitt,3,mainly animals (troph. 2.8 and up),sucking food-containing material,3.21,temperate,short and / or deep,demersal,200,65,bc618,Finfish,Microstomus kitt,Microstomus kitt,Microstomus kitt,Lemon sole,muscle,"Lemon sole, wild, skinless fillet, raw","Unknown, Orkney Islands",NA,NA,NA,NA,NA,NA,0.7,NA,fi105,muscle_skinless,0900637,r,Lemon sole,Feb 2001,"fishing areas: North Atlantic, North Sea, Barents Sea, Baltic Sea",NA,2006,bc618,NA,NA,NA,NA,NA,NA,NA,Microstomus kitt,0.988,NA,marine
Microstomus pacificus,5.875,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.34,temperate,short and / or deep,demersal,1370,76,c457,Finfish,Microstomus pacificus,NA,NA,Dover Sole,muscle,"Dover Sole, muscle",NA,NA,NA,NA,0.08,0.09,NA,1,c457,25,muscle,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Microstomus pacificus,0.988,NA,marine
Microstomus pacificus,5.875,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.34,temperate,short and / or deep,demersal,1370,76,c458,Finfish,Microstomus pacificus,NA,NA,Dover Sole,muscle,"Dover Sole, muscle",NA,50,NA,NA,NA,NA,15.1,0.9,c458,27,muscle,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Microstomus pacificus,0.988,NA,marine
