food_item_id,food_name_in_english_x_x,seanuts_id2,biblioid_y
900173,"Rudd, wild, skinless fillet, raw",123,fi32
900927,"Indian shad, wild, muscle flesh, raw",124,fi144
901517,NA,125,fi92
900163,"Crucian carp, wild, skinless fillet, raw",126,fi32
900168,"Nase, wild, skinless fillet, raw",127,fi32
900932,"Indian shad, wild, muscle flesh, raw",128,fi144
900929,"Indian shad, wild, muscle flesh, raw",129,fi144
900170,"Pike-perch, wild, skinless fillet, raw",130,fi32
900159,"Bream, wild, skinless fillet, raw",131,fi32
900169,"Nase, wild, skinless fillet, raw",132,fi32
901512,NA,133,fi92
900158,"Bream, wild, skinless fillet, raw",134,fi32
900160,"Carp, wild, skinless fillet, raw",135,fi32
902295,NA,136,NA
901510,NA,137,fi92
901539,NA,138,fi98
900171,"Pike-perch, wild, skinless fillet, raw",139,fi32
900554,"Atlantic bonito, wild, muscle tissue, raw",140,fi89
900928,"Indian shad, wild, muscle flesh, raw",141,fi144
900930,"Indian shad, wild, muscle flesh, raw",142,fi144
901367,NA,143,fi24
901920,NA,144,fi159
900931,"Indian shad, wild, muscle flesh, raw",145,fi144
901515,NA,146,fi92
900064,"European perch, wild, skinless fillet, raw",147,fi6
902285,NA,148,NA
901923,NA,149,fi159
901926,NA,150,fi159
901509,NA,151,fi92
902287,NA,152,NA
902289,NA,153,NA
901530,NA,154,fi98
902139,NA,155,fi197
901558,NA,156,fi99
902143,NA,157,fi197
900404,"Blackspot seabream, wild, dorsal white muscle fillet, raw",158,fi76
900709,"Swordfish, wild, white muscle flesh _caudal end, skinless, boneless, raw",159,fi117
902149,NA,160,fi197
900575,"Whitefish, wild, skinless fillets, raw",161,fi94
902155,NA,162,fi197
901529,NA,163,fi98
900576,"Whitefish, wild, skinless fillets, raw",164,fi94
901528,NA,165,fi98
901924,NA,166,fi159
902292,Yelloweye rockfish,167,NA
902286,NA,168,NA
902142,NA,169,fi197
902060,NA,170,fi203
901534,NA,171,fi98
901921,NA,172,fi159
902297,NA,173,NA
901249,"European plaice, wild, fillet with skin, raw",174,im11
900577,"Whitefish, wild, skinless fillets, raw",175,fi94
900174,"Sheatfish, wild, skinless fillet, raw",176,fi32
902284,NA,177,NA
902293,NA,178,NA
902154,NA,179,fi197
900969,"Sorubim, wild, boneless, skinless fillet, raw",180,fi151
900370,"Common kilka, wild, edible flesh, raw",181,fi71
900175,"Sheatfish, wild, skinless fillet, raw",182,fi32
902029,NA,183,fi188
901531,NA,184,fi98
901554,NA,185,fi99
900117,"Roach, wild, dorsal muscle, raw",186,fi26
901536,NA,187,fi98
900368,"Common carp, wild, edible flesh, raw",188,fi71
902134,NA,189,fi241
900553,"Atlantic bonito, wild, muscle tissue, raw",190,fi89
900562,"Atlantic bonito, wild, muscle tissue, raw",191,fi89
900555,"Atlantic bonito, wild, muscle tissue, raw",192,fi89
900122,"Bream, wild, dorsal muscle, raw",193,fi26
901547,NA,194,fi98
900557,"Atlantic bonito, wild, muscle tissue, raw",195,fi89
900833,"Dover sole, wild, fillet, raw",196,fi125
901541,NA,197,fi98
901548,NA,198,fi99
900121,"Roach, wild, dorsal muscle, raw",199,fi26
901543,NA,200,fi98
900120,"Roach, wild, dorsal muscle, raw",201,fi26
900968,"Prochilod, wild, boneless, skinless fillet, raw",202,fi151
900128,"European perch, wild, dorsal muscle, raw",203,fi26
902288,NA,204,NA
900704,"Albacore tuna, wild, white muscle flesh _caudal end, skinless, boneless, raw",205,fi117
901556,NA,206,fi99
901922,NA,207,fi159
901925,NA,208,fi159
900129,"European perch, wild, dorsal muscle, raw",209,fi26
901533,NA,210,fi98
901550,NA,211,fi99
901538,NA,212,fi98
901532,NA,213,fi98
900841,"American shad, wild, fillet, raw",214,fi125
900836,"Walleye pollock, wild, fillet, raw",215,fi125
900369,"Pike perch, wild, edible flesh, raw",216,fi71
900840,"Atka mackerel, wild, fillet, raw",217,fi125
900114,"Black scabbardfish, wild, skinless fillets, raw",218,fi25
900127,"Vendace, wild, dorsal muscle, raw",219,fi26
902135,NA,220,fi241
900830,"Pacific cod, wild, fillet, raw",221,fi125
901155,"Oyster, edible part, raw",222,fi203
900119,"Roach, wild, dorsal muscle, raw",223,fi26
901255,"Ocean perch, wild, fillet, raw",224,im11
900834,"Walleye pollock, wild, fillet, raw",225,fi125
901546,NA,226,fi98
900118,"Roach, wild, dorsal muscle, raw",227,fi26
900060,"Brook trout, wild, female, flesh, raw",228,fi4
900126,"Vendace, wild, dorsal muscle, raw",229,fi26
900551,"Atlantic bonito, wild, muscle tissue, raw",230,fi89
900125,"Bream, wild, dorsal muscle, raw",231,fi26
900706,"Short-finned mako shark, wild, white muscle flesh _caudal end, skinless, boneless, raw",232,fi117
901254,"Deepwater redfish, wild, fillet, raw",233,im11
900112,"Black scabbardfish, wild, skinless fillets, raw",234,fi25
900832,"Dover sole, wild, fillet, raw",235,fi125
900133,"Pike, wild, dorsal muscle, raw",236,fi26
900123,"Bream, wild, dorsal muscle, raw",237,fi26
900136,"Burbot, wild, dorsal muscle, raw",238,fi26
900831,"Dover sole, wild, fillet, raw",239,fi125
900124,"Bream, wild, dorsal muscle, raw",240,fi26
900829,"Pacific cod, wild, fillet, raw",241,fi125
901535,NA,242,fi98
900132,"European perch, wild, dorsal muscle, raw",243,fi26
900705,"Butterfly tuna, wild, white muscle flesh _caudal end, skinless, boneless, raw",244,fi117
902137,NA,245,fi197
900828,"Pacific cod, wild, fillet, raw",246,fi125
901551,NA,247,fi99
900134,"Pike, wild, dorsal muscle, raw",248,fi26
900135,"Pike, wild, dorsal muscle, raw",249,fi26
900838,"Pacific whiting, wild, fillet, raw",250,fi125
900130,"European perch, wild, dorsal muscle, raw",251,fi26
901545,NA,252,fi98
900708,"Porbeagle shark, wild, white muscle flesh _caudal end, skinless, boneless, raw",253,fi117
901253,"Pollock, saithe, wild, fillet, raw",254,im11
901549,NA,255,fi99
900835,"Walleye pollock, wild, fillet, raw",256,fi125
902162,NA,257,im11
900837,"Pacific whiting, wild, fillet, raw",258,fi125
901537,NA,259,fi98
900839,"Pomfret, wild, fillet, raw",260,fi125
900131,"European perch, wild, dorsal muscle, raw",261,fi26
901542,NA,262,fi98
901247,"Atlantic cod, wild, fillet, raw",263,im11
900513,"Longtail southern cod, wild, muscle, frozen",264,fi86
900055,"Pike, wild, female, flesh, raw",265,fi4
902296,NA,266,NA
901252,"Lumpsucker, wild, male, fillet, raw",267,im11
901251,"Haddock, wild, fillet, raw",268,im11
900366,"Caspian kutum, wild, edible flesh, raw",269,fi71
900056,"Whitefish, wild, female, flesh, raw",270,fi4
900054,"Pike, wild, female, flesh, raw",271,fi4
902138,NA,272,fi197
902150,NA,273,fi197
900367,"Golden grey mullet, wild, edible flesh, raw",274,fi71
901256,"Wolf-fish, wild, fillet, raw",275,im11
901544,NA,276,fi98
900707,"Moonfish, wild, white muscle flesh _caudal end, skinless, boneless, raw",277,fi117
902145,NA,278,fi197
901250,"Greenland halibut, wild, fillet, raw",279,im11
900058,"Whitefish, wild, female, flesh, raw",280,fi4
900057,"Whitefish, wild, female, flesh, raw",281,fi4
901540,NA,282,fi98
900061,"Brook trout, wild, female, flesh, raw",283,fi4
900059,"Lake trout, wild, female, flesh, raw",284,fi4
900850,"Yellow perch, wild, skinless fillet, raw",285,fi128
901992,NA,286,fi179
900684,"Common bream, wild, skinless fillet, raw",287,fi105
900225,"Bream, wild, skinless, boneless fillet, raw",288,fi47
902192,"Bream, wild, skinless fillet, raw",289,fi122
900073,"Manduba, wild, skinless fillet, raw",290,fi8
900150,"Giant grenadier, wild, fillets, raw",291,fi30
900328,"African threadfish, wild, fillet, raw",292,fi67
900082,"Smooth head, wild, dorsal muscle, raw",293,fi11
900083,"Smooth head, wild, dorsal muscle, raw",294,fi11
900290,"Shad _marine water, raw, wild, edible part, raw",295,fi57
900881,"Unicorn leatherjacket filefish, adult fish, muscle flesh, middle portion, raw",296,fi131
902227,"Glass perchlet, medium size, edible parts _eyes included, raw",297,fi199
902228,"Glass perchlet, small size, edible parts _eyes included, raw",298,fi199
902229,"Glass perchlet, large, size, edible parts _eyes included, raw",299,fi199
902230,"Glass perchlet, medium size, edible parts _eyes included, raw",300,fi199
902231,"Glass perchlet, large size, edible parts _eyes included, raw",301,fi199
902232,"Glass perchlet, small size, edible parts _75% eyes included, raw",302,fi199
902265,"Mola, edible parts _eyes included, raw",303,fi199
902266,"Mola, edible parts _eyes included, raw",304,fi199
902267,"Mola, edible parts _eyes included, raw",305,fi199
902270,"Mola, whole, raw",306,fi199
902278,"Mola, body tissue, posterior, raw",307,fi199
902279,"Mola, body tissue, anterior _including head, excluding eyes, raw",308,fi199
902268,"Mola, whole, raw",309,fi199
902269,"Mola, whole, raw",310,fi199
900180,"Climbing perch, wild, edible portion, raw",311,fi33
900215,"Climbing perch, wild, boneless, skinless fillet, raw",312,fi46
900216,"Climbing perch, wild, boneless, skinless fillet, raw",313,fi46
900217,"Climbing perch, wild, boneless, skinless fillet, raw",314,fi46
902252,"Climbing perch, edible parts _eyes included, raw",315,fi199
900550,"Cockles, wild, flesh, raw",316,fi88
901284,"Wolf-fish, wild, fillet, raw",317,im11
901283,"Wolf-fish, wild, fillet, raw",318,im11
901282,"Wolf-fish, wild, fillet, raw",319,im11
900958,"Broad-striped anchovy, wild, edible portion, raw",320,fi149
900418,"European eel, wild, edible flesh, raw",321,fi80
900863,"edible part, wild, head excluded, raw",322,fi129
900691,"Japanese eel, wild, dorsal muscle, raw",323,fi113
900091,"American eel, wild, skinless muscle tissue, raw",324,fi21
900196,"Sablefish, wild, boneless, skinless fillet, raw",325,fi36
900113,"Black scabbardfish, wild, skin-on fillets, raw",326,fi25
900918,"silver rag, wild, fillet, frozen",327,fi138
900917,"silver rag, wild, fillet, frozen",328,fi138
901204,"Giant red shrimp, wild, male, edible flesh, raw",329,fi222
901207,"Giant red shrimp, wild, female, edible flesh, raw",330,fi222
901203,"Giant red shrimp, wild, female, edible flesh, raw",331,fi222
901209,"Giant red shrimp, wild, female, edible flesh, raw",332,fi222
901205,"Giant red shrimp, wild, female, edible flesh, raw",333,fi222
901201,"Giant red shrimp, wild, female, edible flesh, raw",334,fi222
901210,"Giant red shrimp, wild, male, edible flesh, raw",335,fi222
901206,"Giant red shrimp, wild, male, edible flesh, raw",336,fi222
901202,"Giant red shrimp, wild, male, edible flesh, raw",337,fi222
901208,"Giant red shrimp, wild, male, edible flesh, raw",338,fi222
900487,"Shrimp, wild, edible flesh, raw",339,fi80
900486,"Shrimp, wild, edible flesh, raw",340,fi80
900488,"Shrimp, wild, edible flesh, raw",341,fi80
901191,"Red shrimp, wild, edible flesh, raw",342,fi220
901192,"Red shrimp, wild, edible flesh, raw",343,fi220
900446,"Shrimp, wild, edible flesh, raw",344,fi80
900820,"Sea catfish, wild, dorsal muscle tissue, skin-on, raw",345,fi123
900821,"Sea catfish, wild, dorsal muscle tissue, skin-on, raw",346,fi123
900822,"Sea catfish, wild, dorsal muscle tissue, skin-on, raw",347,fi123
900823,"Sea catfish, wild, dorsal muscle tissue, skin-on, raw",348,fi123
900824,"Sea catfish, wild, dorsal muscle tissue, skin-on, raw",349,fi123
900435,"Scald fish, wild, edible flesh, raw",350,fi80
900204,"Kahawai, wild, skinless fillet, frozen",351,fi42
900329,"East Atlantic red gurnard,  wild, fillet, raw",352,fi67
900151,"Arrow-tooth flounder, wild, fillets, raw",353,fi30
900797,"Big-scale sand smelt, wild, whole, raw",354,fi121
902191,"Smelt, wild, whole, raw",355,fi121
900798,"Smelt, wild, whole, raw",356,fi121
901122,"silverside, wild, whole, raw",357,fi187
900425,"Meagre/Croaker, wild, edible flesh, raw",358,fi80
901007,"Bullet tuna, wild, ventral muscle, raw",359,fi160
901006,"Bullet tuna, wild, dorsal muscle, raw",360,fi160
900885,"Frigate tuna, adult fish, muscle flesh, middle portion, raw",361,fi131
901009,"Frigate tuna, wild, ventral muscle, raw",362,fi160
901008,"Frigate tuna, wild, dorsal muscle, raw",363,fi160
900144,"Catfish A, wild, muscle fillet, raw",364,fi28
900107,"Semutundu, wild, skinless, boneless, dorsal muscle, raw",365,fi23
900108,"Semutundu, wild, skinless, boneless, dorsal muscle, raw",366,fi23
900966,"Grey triggerfish, wild, edible portion, raw",367,fi149
900330,"Grey triggerfish,  wild, fillet, raw",368,fi67
900001,"Common silver barb, wild, muscle fillet, raw",369,fi2
900289,"Garfish, wild, edible part, raw",370,fi57
901168,"Mussel, wild, soft body, raw",371,fi208
900455,"Bogue seabream, wild, edible flesh, raw",372,fi80
900456,"Bogue seabream, wild, edible flesh, raw",373,fi80
900457,"Bogue seabream, wild, edible flesh, raw",374,fi80
900320,"Bogue, wild, fillet, raw",375,fi66
900415,"Bogue seabream, wild, edible flesh, raw",376,fi80
900332,"Wide-eyed flounder, wild, fillet, raw",377,fi67
900964,"Gulf bareye tilefish, wild, edible portion, raw",378,fi149
900884,"Brazilian menhaden, adult fish, muscle flesh, middle portion, raw",379,fi131
902187,"Brazilian menhaden, wild, fillet, raw",380,fi95
900646,"Tusk, wild, skinless fillet, raw",381,fi105
900647,"Tusk, wild, skinless fillet, raw",382,fi105
900687,"Piracanjuba, wild, fillet, raw",383,fi108
901198,"Blue crab, wild, body meat, raw",384,fi221
901197,"Blue crab, wild, claw meat, raw",385,fi221
900333,"Blue runner, wild, fillet, raw",386,fi67
900876,"Blue runner, adult fish, muscle flesh, middle portion, raw",387,fi131
900228,"Crucian carp, wild, skinless, boneless fillet, raw",388,fi47
901033,"Blacktip shark, wild, fillet _along dorsal line, raw",389,fi166
901017,"Green crab, wild, claw meat, raw",390,fi164
900919,"White sucker, wild, fillet, raw",391,fi141
900078,"Leafscale gulper shark, wild, dorsal muscle, raw",392,fi11
900077,"Black dogfish, wild, dorsal muscle, raw",393,fi11
900076,"Portuguese dogfish, wild, dorsal muscle, raw",394,fi11
900297,"Bluespotted seabass, white muscle flesh, raw",395,fi58
900611,"Blue spotted sea bass, wild, dorsal muscle fillet, skin-on, raw",396,fi104
900612,"Blue spotted sea bass, wild, dorsal muscle fillet, skin-on, raw",397,fi104
900613,"Blue spotted sea bass, wild, dorsal muscle fillet, skin-on, raw",398,fi104
900614,"Blue spotted sea bass, wild, dorsal muscle fillet, skin-on, raw",399,fi104
900615,"Blue spotted sea bass, wild, dorsal muscle fillet, skin-on, raw",400,fi104
900616,"Blue spotted sea bass, wild, dorsal muscle fillet, skin-on, raw",401,fi104
900089,"Blackfin icefish, wild, fillet _belly flaps removed, raw",402,fi19
900890,"Blackfin icefish, Icefish, adult fish, muscle flesh, middle portion, raw",403,fi131
901182,"Striped venus, babyclam, meat, raw",404,fi215
901180,"Striped venus, babyclam, meat, raw",405,fi215
901181,"Striped venus, babyclam, meat, raw",406,fi215
901183,"Striped venus, babyclam, meat, raw",407,fi215
900090,"Mackerel icefish, wild, fillet _belly flaps removed, raw",408,fi19
902233,"Elongate glass-perchlet, large size, edible parts _eyes included, raw",409,fi199
900183,"Spotted snakehead, wild, edible portion, raw",410,fi33
902261,"Spotted snakehead, edible parts _eyes included, raw",411,fi199
902262,"Spotted snakehead, edible parts _eyes included, raw",412,fi199
902263,"Spotted snakehead, edible parts _eyes included, raw",413,fi199
900014,"Striped snake-head fish, wild, muscle fillet, raw",414,fi2
900218,"Snakehead, wild, boneless, skinless fillet, raw",415,fi46
900219,"Snakehead, wild, boneless, skinless fillet, raw",416,fi46
900220,"Snakehead, wild, boneless, skinless fillet, raw",417,fi46
900686,"Piraputanga, wild, fillet, raw",418,fi108
902236,"Barb, edible parts _eyes included, raw",419,fi199
900422,"Gurnard, wild, edible flesh, raw",420,fi80
900254,"Tub gurnard, wild, boneless, skinless fillet, raw",421,fi52
900253,"Tub gurnard, wild, boneless, skinless fillet, raw",422,fi52
900252,"Tub gurnard, wild, boneless, skinless fillet, raw",423,fi52
900334,"Thicklip grey mullet, wild, fillet, raw",424,fi67
901022,"Queen crab, wild, male, muscle flesh, raw",425,fi165
901025,"Crab, wild, male, hepatopancreas, raw",426,fi165
901024,"Crab, wild, male muscle flesh, raw",427,fi165
901027,"Crab, wild, male, hepatopancreas, raw",428,fi165
901026,"Crab, wild, male, muscle flesh, raw",429,fi165
900534,"Dorab wolfherring, wild, fillet, raw",430,fi88
900230,"Nase, wild, skinless, boneless fillet, raw",431,fi47
900178,"Philippine catfish, wild, edible portion, raw",432,fi33
902254,"Philippine catfish, edible parts _eyes included, raw",433,fi199
901245,"African catfish, wild, fillet, raw",434,fi196
900105,"African catfish, wild, skinless, boneless dorsal muscle, raw",435,fi23
900106,"African catfish, wild, skinless, boneless dorsal muscle, raw",436,fi23
900145,"Catfish B, wild, muscle fillet, raw",437,fi28
900185,"North African catfish, wild, muscle tissue, raw",438,fi34
900713,"African catfish, wild _small size, dorsal muscle fillet, skinless, raw",439,fi118
900714,"African catfish, wild _medium size, dorsal muscle fillet, skinless, raw",440,fi118
900715,"African catfish, wild _large size, dorsal muscle fillet, skinless, raw",441,fi118
900716,"African catfish, wild _small size, skin, raw",442,fi118
900717,"African catfish, wild _medium size, skin, raw",443,fi118
900718,"African catfish, wild _large size, skin, raw",444,fi118
900010,"Walking catfish, wild, muscle fillet, raw",445,fi2
900212,"Walking catfish, wild, boneless, skinless fillet, raw",446,fi46
900213,"Walking catfish, wild, boneless, skinless fillet, raw",447,fi46
900214,"Walking catfish, wild, boneless, skinless fillet, raw",448,fi46
900399,"Herring, wild, skinless fillet, frozen",449,fi74
900673,"Herring, wild, skinless fillet, raw",450,fi105
900672,"Herring, wild, skinless fillet, raw",451,fi105
900770,"Baltic herring, wild, skin-on fillet, raw",452,fi119
900771,"Baltic herring, wild, skin-on fillet, raw",453,fi119
900799,"Baltic herring, wild, skin-on fillet, raw",454,fi122
900800,"Baltic herring, wild, skin-on fillet, raw",455,fi122
900940,"Herring, wild, skinless dorsal fillet, frozen",456,fi146
900305,"Pacific hering, wild, skinless fillet, raw",457,fi59
900853,"Borneo river sprat, wild, whole fish, full grown, raw",458,fi129
900141,"Common kilka, wild, edible flesh, raw",459,fi27
902253,"Banded gourami, edible parts _eyes included, raw",460,fi199
902235,"edible parts _eyes included, raw",461,fi199
900815,"Vendace, wild, skin-on fillet, raw",462,fi122
900819,"Vendace, wild, skin-on fillet, raw",463,fi122
900817,"Vendace, wild, skin-on fillet, raw",464,fi122
900763,"Vendace, wild, skin-on fillet, raw",465,fi119
900762,"Vendace, wild, skin-on fillet, raw",466,fi119
900818,"Vendace, wild, skin-on fillet, raw",467,fi122
900816,"Vendace, wild, skin-on fillet, raw",468,fi122
900192,"Whitefish, wild, fillets, raw",469,fi35
900193,"Whitefish, wild, fillets, raw",470,fi35
900191,"Whitefishes, wild _2yr, fillets, raw",471,fi35
902193,"Whitefish, wild, skinless fillet, raw",472,fi122
902196,"Whitefish, wild, skinless fillet, raw",473,fi122
902197,"Whitefish, wild, skinless fillet, raw",474,fi122
902198,"Whitefish, wild, skinless fillet, raw",475,fi122
902195,"Whitefish, wild, skinless fillet, raw",476,fi122
902194,"Whitefish, wild, skinless fillet, raw",477,fi122
902249,"Ganges river sprat, edible parts _eyes included, raw",478,fi199
902250,"Ganges river sprat, edible parts _eyes included, raw",479,fi199
902251,"Ganges river sprat, edible parts _eyes included, raw",480,fi199
901162,"Brown shrimp, wild, deheaded, peeled, raw",481,fi206
900999,"Oyster, wild, raw",482,fi156
901132,"Mangrove oyster, wild, meat removed from shell, raw",483,fi193
901133,"Mangrove oyster, wild, meat removed from shell, raw",484,fi193
901131,"Mangrove oyster, wild, meat removed from shell, raw",485,fi193
901130,"Mangrove oyster, wild, meat removed from shell, raw",486,fi193
900794,"Eastern Oysters, wild, raw",487,fi120
900795,"Eastern Oysters, wild, raw",488,fi120
901278,"Lumpsucker, wild, male, fillet, raw",489,im11
901280,"Lumpsucker, wild, male, fillet, raw",490,im11
901279,"Lumpsucker, wild, male, fillet, raw",491,im11
900546,"Large-scale tongue sole, wild, fillet, raw",492,fi88
900957,"Sand weakfish, wild, edible portion, raw",493,fi149
900887,"Jamaica weakfish, adult fish, muscle flesh, middle portion, raw",494,fi131
900965,"silver seatrout, wild, edible portion, raw",495,fi149
900855,"whole fish, wild, full grown, raw",496,fi129
900858,"edible part, wild, head included, raw",497,fi129
900859,"edible part, wild, head excluded, raw",498,fi129
900857,"whole fish, wild, full grown and juvenile, raw",499,fi129
900856,"whole fish, wild, juvenile, raw",500,fi129
900221,"Blackline rasbora, wild, boneless, skinless fillet, raw",501,fi46
900222,"Blackline rasbora, wild, boneless, skinless fillet, raw",502,fi46
900710,"Barbus, wild _small size, dorsal muscle fillet, skinless, raw",503,fi118
900711,"Barbus, wild _medium size, dorsal muscle fillet, skinless, raw",504,fi118
900712,"Barbus, wild _large size, dorsal muscle fillet, skinless, raw",505,fi118
900085,"Common carp, wild, boneless fillet, raw",506,fi16
900139,"Common carp, wild, edible flesh, raw",507,fi27
900186,"Common carp, wild, muscle tissue, raw",508,fi34
900226,"Carp, wild, skinless, boneless fillet, raw",509,fi47
901031,"Southern stingray, wild, fillet _center of pectoral fin, raw",510,fi166
901030,"Southern stingray, wild, fillet _center of pectoral fin, raw",511,fi166
901029,"Atlantic stingray, wild, male, fillet _center of pectoral fin, raw",512,fi166
901028,"Atlantic stingray, wild, male, fillet _center of pectoral fin, raw",513,fi166
900081,"Birdbeak dogfish, wild, dorsal muscle, raw",514,fi11
900914,"Round scad, wild, fillet, frozen",515,fi138
900913,"Round scad, wild, fillet, frozen",516,fi138
900306,"Common dentex, wild, fillet, raw",517,fi60
900599,"Morocco dentex, wild, ventral and dorsal muscle flesh, raw",518,fi102
902215,"Sea bream, wild, boneless, skin-on flesh, raw",519,fi140
