threshold1,number_of_targets,number_of_species,threshold
0.36,4.14,11.0,36
0.36,4.23,12.0,36
0.36,4.33,13.0,36
0.36,4.43,14.0,36
0.36,4.45,15.0,36
0.36,4.53,16.0,36
0.36,4.56,17.0,36
0.36,4.61,18.0,36
0.36,4.65,19.0,36
0.36,4.67,20.0,36
0.36,4.71,21.0,36
0.36,4.73,22.0,36
0.36,4.75,23.0,36
0.36,4.78,24.0,36
0.36,4.79,25.0,36
0.36,4.82,26.0,36
0.36,4.85,27.0,36
0.36,4.86,28.0,36
0.36,4.88,29.0,36
0.36,4.89,30.0,36
0.36,4.9,31.0,36
0.36,4.91,32.0,36
0.36,4.94,33.0,36
0.36,4.94,34.0,36
0.36,4.94,35.0,36
0.36,4.95,36.0,36
0.36,4.97,37.0,36
0.36,4.98,38.0,36
0.36,4.98,39.0,36
0.36,4.98,40.0,36
0.36,4.98,41.0,36
0.36,4.98,42.0,36
0.36,4.99,43.0,36
0.36,4.99,44.0,36
0.36,5.0,45.0,36
0.36,5.0,46.0,36
0.36,5.0,47.0,36
0.36,5.0,48.0,36
0.36,5.0,49.0,36
0.36,5.0,50.0,36
0.36,5.0,51.0,36
0.36,5.0,52.0,36
0.36,5.0,53.0,36
0.36,5.0,54.0,36
0.36,5.0,55.0,36
0.36,5.0,56.0,36
0.36,5.0,57.0,36
0.36,5.0,58.0,36
0.36,5.0,59.0,36
0.36,5.0,60.0,36
0.36,5.0,61.0,36
0.36,5.0,62.0,36
0.36,5.0,63.0,36
0.36,5.0,64.0,36
0.36,5.0,65.0,36
0.36,5.0,66.0,36
0.36,5.0,67.0,36
0.36,5.0,68.0,36
0.36,5.0,69.0,36
0.36,5.0,70.0,36
0.36,5.0,71.0,36
0.36,5.0,72.0,36
0.36,5.0,73.0,36
0.36,5.0,74.0,36
0.36,5.0,75.0,36
0.36,5.0,76.0,36
0.36,5.0,77.0,36
0.36,5.0,78.0,36
0.36,5.0,79.0,36
0.36,5.0,80.0,36
0.36,5.0,81.0,36
0.36,5.0,82.0,36
0.36,5.0,83.0,36
0.36,5.0,84.0,36
0.36,5.0,85.0,36
0.36,5.0,86.0,36
0.36,5.0,87.0,36
0.36,5.0,88.0,36
0.36,5.0,89.0,36
0.36,5.0,90.0,36
0.36,5.0,91.0,36
0.36,5.0,92.0,36
0.36,5.0,93.0,36
0.36,5.0,94.0,36
0.36,5.0,95.0,36
0.36,5.0,96.0,36
0.36,5.0,97.0,36
0.36,5.0,98.0,36
0.36,5.0,99.0,36
0.36,5.0,100.0,36
0.36,5.0,101.0,36
0.36,5.0,102.0,36
0.36,5.0,103.0,36
0.36,5.0,104.0,36
0.36,5.0,105.0,36
0.36,5.0,106.0,36
0.36,5.0,107.0,36
0.36,5.0,108.0,36
0.37,0.88,1.0,37
0.37,1.42,2.0,37
0.37,1.98,3.0,37
0.37,2.59,4.0,37
0.37,2.88,5.0,37
0.37,3.18,6.0,37
0.37,3.48,7.0,37
0.37,3.68,8.0,37
0.37,3.83,9.0,37
0.37,3.99,10.0,37
0.37,4.04,11.0,37
0.37,4.15,12.0,37
0.37,4.23,13.0,37
0.37,4.35,14.0,37
0.37,4.4,15.0,37
0.37,4.52,16.0,37
0.37,4.6,17.0,37
0.37,4.64,18.0,37
0.37,4.67,19.0,37
0.37,4.69,20.0,37
0.37,4.73,21.0,37
0.37,4.78,22.0,37
0.37,4.8,23.0,37
0.37,4.86,24.0,37
0.37,4.87,25.0,37
0.37,4.89,26.0,37
0.37,4.92,27.0,37
0.37,4.94,28.0,37
0.37,4.95,29.0,37
0.37,4.95,30.0,37
0.37,4.97,31.0,37
0.37,4.97,32.0,37
0.37,4.97,33.0,37
0.37,4.97,34.0,37
0.37,4.97,35.0,37
0.37,4.97,36.0,37
0.37,4.98,37.0,37
0.37,4.99,38.0,37
0.37,4.99,39.0,37
0.37,4.99,40.0,37
0.37,4.99,41.0,37
0.37,4.99,42.0,37
0.37,4.99,43.0,37
0.37,4.99,44.0,37
0.37,5.0,45.0,37
0.37,5.0,46.0,37
0.37,5.0,47.0,37
0.37,5.0,48.0,37
0.37,5.0,49.0,37
0.37,5.0,50.0,37
0.37,5.0,51.0,37
0.37,5.0,52.0,37
0.37,5.0,53.0,37
0.37,5.0,54.0,37
0.37,5.0,55.0,37
0.37,5.0,56.0,37
0.37,5.0,57.0,37
0.37,5.0,58.0,37
0.37,5.0,59.0,37
0.37,5.0,60.0,37
0.37,5.0,61.0,37
0.37,5.0,62.0,37
0.37,5.0,63.0,37
0.37,5.0,64.0,37
0.37,5.0,65.0,37
0.37,5.0,66.0,37
0.37,5.0,67.0,37
0.37,5.0,68.0,37
0.37,5.0,69.0,37
0.37,5.0,70.0,37
0.37,5.0,71.0,37
0.37,5.0,72.0,37
0.37,5.0,73.0,37
0.37,5.0,74.0,37
0.37,5.0,75.0,37
0.37,5.0,76.0,37
0.37,5.0,77.0,37
0.37,5.0,78.0,37
0.37,5.0,79.0,37
0.37,5.0,80.0,37
0.37,5.0,81.0,37
0.37,5.0,82.0,37
0.37,5.0,83.0,37
0.37,5.0,84.0,37
0.37,5.0,85.0,37
0.37,5.0,86.0,37
0.37,5.0,87.0,37
0.37,5.0,88.0,37
0.37,5.0,89.0,37
0.37,5.0,90.0,37
0.37,5.0,91.0,37
0.37,5.0,92.0,37
0.37,5.0,93.0,37
0.37,5.0,94.0,37
0.37,5.0,95.0,37
0.37,5.0,96.0,37
0.37,5.0,97.0,37
0.37,5.0,98.0,37
0.37,5.0,99.0,37
0.37,5.0,100.0,37
0.37,5.0,101.0,37
0.37,5.0,102.0,37
0.37,5.0,103.0,37
0.37,5.0,104.0,37
0.37,5.0,105.0,37
0.37,5.0,106.0,37
0.37,5.0,107.0,37
0.37,5.0,108.0,37
0.38,0.85,1.0,38
0.38,1.41,2.0,38
0.38,2.08,3.0,38
0.38,2.39,4.0,38
0.38,2.73,5.0,38
0.38,3.05,6.0,38
0.38,3.33,7.0,38
0.38,3.57,8.0,38
0.38,3.78,9.0,38
0.38,3.91,10.0,38
0.38,4.03,11.0,38
0.38,4.09,12.0,38
0.38,4.19,13.0,38
0.38,4.25,14.0,38
0.38,4.37,15.0,38
0.38,4.43,16.0,38
0.38,4.47,17.0,38
0.38,4.5,18.0,38
0.38,4.52,19.0,38
0.38,4.58,20.0,38
0.38,4.6,21.0,38
0.38,4.63,22.0,38
0.38,4.65,23.0,38
0.38,4.68,24.0,38
0.38,4.71,25.0,38
0.38,4.74,26.0,38
0.38,4.75,27.0,38
0.38,4.77,28.0,38
0.38,4.83,29.0,38
0.38,4.83,30.0,38
0.38,4.88,31.0,38
0.38,4.9,32.0,38
0.38,4.91,33.0,38
0.38,4.92,34.0,38
0.38,4.94,35.0,38
0.38,4.95,36.0,38
0.38,4.95,37.0,38
0.38,4.95,38.0,38
0.38,4.95,39.0,38
0.38,4.95,40.0,38
0.38,4.96,41.0,38
0.38,4.96,42.0,38
0.38,4.96,43.0,38
0.38,4.97,44.0,38
0.38,4.98,45.0,38
0.38,4.98,46.0,38
0.38,4.98,47.0,38
0.38,4.98,48.0,38
0.38,4.99,49.0,38
0.38,4.99,50.0,38
0.38,4.99,51.0,38
0.38,4.99,52.0,38
0.38,5.0,53.0,38
0.38,5.0,54.0,38
0.38,5.0,55.0,38
0.38,5.0,56.0,38
0.38,5.0,57.0,38
0.38,5.0,58.0,38
0.38,5.0,59.0,38
0.38,5.0,60.0,38
0.38,5.0,61.0,38
0.38,5.0,62.0,38
0.38,5.0,63.0,38
0.38,5.0,64.0,38
0.38,5.0,65.0,38
0.38,5.0,66.0,38
0.38,5.0,67.0,38
0.38,5.0,68.0,38
0.38,5.0,69.0,38
0.38,5.0,70.0,38
0.38,5.0,71.0,38
0.38,5.0,72.0,38
0.38,5.0,73.0,38
0.38,5.0,74.0,38
0.38,5.0,75.0,38
0.38,5.0,76.0,38
0.38,5.0,77.0,38
0.38,5.0,78.0,38
0.38,5.0,79.0,38
0.38,5.0,80.0,38
0.38,5.0,81.0,38
0.38,5.0,82.0,38
0.38,5.0,83.0,38
0.38,5.0,84.0,38
0.38,5.0,85.0,38
0.38,5.0,86.0,38
0.38,5.0,87.0,38
0.38,5.0,88.0,38
0.38,5.0,89.0,38
0.38,5.0,90.0,38
0.38,5.0,91.0,38
0.38,5.0,92.0,38
0.38,5.0,93.0,38
0.38,5.0,94.0,38
0.38,5.0,95.0,38
0.38,5.0,96.0,38
0.38,5.0,97.0,38
0.38,5.0,98.0,38
0.38,5.0,99.0,38
0.38,5.0,100.0,38
0.38,5.0,101.0,38
0.38,5.0,102.0,38
0.38,5.0,103.0,38
0.38,5.0,104.0,38
0.38,5.0,105.0,38
0.38,5.0,106.0,38
0.38,5.0,107.0,38
0.38,5.0,108.0,38
0.39,0.78,1.0,39
0.39,1.41,2.0,39
0.39,1.99,3.0,39
0.39,2.46,4.0,39
0.39,2.81,5.0,39
0.39,3.1,6.0,39
0.39,3.24,7.0,39
0.39,3.44,8.0,39
0.39,3.6,9.0,39
0.39,3.73,10.0,39
0.39,3.89,11.0,39
0.39,4.09,12.0,39
0.39,4.22,13.0,39
0.39,4.28,14.0,39
0.39,4.44,15.0,39
0.39,4.57,16.0,39
0.39,4.63,17.0,39
0.39,4.66,18.0,39
0.39,4.69,19.0,39
0.39,4.71,20.0,39
0.39,4.73,21.0,39
0.39,4.75,22.0,39
0.39,4.8,23.0,39
0.39,4.82,24.0,39
0.39,4.82,25.0,39
0.39,4.84,26.0,39
0.39,4.88,27.0,39
0.39,4.9,28.0,39
0.39,4.91,29.0,39
0.39,4.93,30.0,39
0.39,4.94,31.0,39
0.39,4.95,32.0,39
0.39,4.97,33.0,39
0.39,4.97,34.0,39
0.39,4.98,35.0,39
0.39,4.98,36.0,39
0.39,4.99,37.0,39
0.39,4.99,38.0,39
0.39,4.99,39.0,39
0.39,5.0,40.0,39
0.39,5.0,41.0,39
0.39,5.0,42.0,39
0.39,5.0,43.0,39
0.39,5.0,44.0,39
0.39,5.0,45.0,39
0.39,5.0,46.0,39
0.39,5.0,47.0,39
0.39,5.0,48.0,39
0.39,5.0,49.0,39
0.39,5.0,50.0,39
0.39,5.0,51.0,39
0.39,5.0,52.0,39
0.39,5.0,53.0,39
0.39,5.0,54.0,39
0.39,5.0,55.0,39
0.39,5.0,56.0,39
0.39,5.0,57.0,39
0.39,5.0,58.0,39
0.39,5.0,59.0,39
0.39,5.0,60.0,39
0.39,5.0,61.0,39
0.39,5.0,62.0,39
0.39,5.0,63.0,39
0.39,5.0,64.0,39
0.39,5.0,65.0,39
0.39,5.0,66.0,39
0.39,5.0,67.0,39
0.39,5.0,68.0,39
0.39,5.0,69.0,39
0.39,5.0,70.0,39
0.39,5.0,71.0,39
0.39,5.0,72.0,39
0.39,5.0,73.0,39
0.39,5.0,74.0,39
0.39,5.0,75.0,39
0.39,5.0,76.0,39
0.39,5.0,77.0,39
0.39,5.0,78.0,39
0.39,5.0,79.0,39
0.39,5.0,80.0,39
0.39,5.0,81.0,39
0.39,5.0,82.0,39
0.39,5.0,83.0,39
0.39,5.0,84.0,39
0.39,5.0,85.0,39
0.39,5.0,86.0,39
0.39,5.0,87.0,39
0.39,5.0,88.0,39
0.39,5.0,89.0,39
0.39,5.0,90.0,39
0.39,5.0,91.0,39
0.39,5.0,92.0,39
0.39,5.0,93.0,39
0.39,5.0,94.0,39
0.39,5.0,95.0,39
0.39,5.0,96.0,39
0.39,5.0,97.0,39
0.39,5.0,98.0,39
0.39,5.0,99.0,39
0.39,5.0,100.0,39
0.39,5.0,101.0,39
0.39,5.0,102.0,39
0.39,5.0,103.0,39
0.39,5.0,104.0,39
0.39,5.0,105.0,39
0.39,5.0,106.0,39
0.39,5.0,107.0,39
0.39,5.0,108.0,39
0.4,0.91,1.0,40
0.4,1.51,2.0,40
0.4,1.83,3.0,40
0.4,2.36,4.0,40
0.4,2.56,5.0,40
0.4,2.87,6.0,40
0.4,3.11,7.0,40
0.4,3.37,8.0,40
0.4,3.62,9.0,40
0.4,3.78,10.0,40
0.4,3.94,11.0,40
0.4,4.11,12.0,40
0.4,4.19,13.0,40
0.4,4.35,14.0,40
0.4,4.42,15.0,40
0.4,4.46,16.0,40
0.4,4.48,17.0,40
0.4,4.52,18.0,40
0.4,4.57,19.0,40
0.4,4.59,20.0,40
0.4,4.61,21.0,40
0.4,4.61,22.0,40
0.4,4.65,23.0,40
0.4,4.73,24.0,40
0.4,4.76,25.0,40
0.4,4.78,26.0,40
0.4,4.81,27.0,40
0.4,4.82,28.0,40
0.4,4.85,29.0,40
0.4,4.86,30.0,40
0.4,4.89,31.0,40
0.4,4.92,32.0,40
0.4,4.92,33.0,40
0.4,4.95,34.0,40
0.4,4.95,35.0,40
0.4,4.95,36.0,40
0.4,4.97,37.0,40
0.4,4.97,38.0,40
0.4,4.97,39.0,40
0.4,4.97,40.0,40
0.4,4.97,41.0,40
0.4,4.97,42.0,40
0.4,4.98,43.0,40
0.4,4.98,44.0,40
0.4,4.98,45.0,40
0.4,4.99,46.0,40
0.4,4.99,47.0,40
0.4,4.99,48.0,40
0.4,4.99,49.0,40
0.4,4.99,50.0,40
0.4,4.99,51.0,40
0.4,4.99,52.0,40
0.4,4.99,53.0,40
0.4,4.99,54.0,40
0.4,4.99,55.0,40
0.4,4.99,56.0,40
0.4,4.99,57.0,40
0.4,4.99,58.0,40
0.4,4.99,59.0,40
0.4,4.99,60.0,40
0.4,4.99,61.0,40
0.4,5.0,62.0,40
0.4,5.0,63.0,40
0.4,5.0,64.0,40
0.4,5.0,65.0,40
0.4,5.0,66.0,40
0.4,5.0,67.0,40
0.4,5.0,68.0,40
0.4,5.0,69.0,40
0.4,5.0,70.0,40
0.4,5.0,71.0,40
0.4,5.0,72.0,40
0.4,5.0,73.0,40
0.4,5.0,74.0,40
0.4,5.0,75.0,40
0.4,5.0,76.0,40
0.4,5.0,77.0,40
0.4,5.0,78.0,40
0.4,5.0,79.0,40
0.4,5.0,80.0,40
0.4,5.0,81.0,40
0.4,5.0,82.0,40
0.4,5.0,83.0,40
0.4,5.0,84.0,40
0.4,5.0,85.0,40
0.4,5.0,86.0,40
0.4,5.0,87.0,40
0.4,5.0,88.0,40
0.4,5.0,89.0,40
0.4,5.0,90.0,40
0.4,5.0,91.0,40
0.4,5.0,92.0,40
0.4,5.0,93.0,40
0.4,5.0,94.0,40
0.4,5.0,95.0,40
0.4,5.0,96.0,40
0.4,5.0,97.0,40
0.4,5.0,98.0,40
0.4,5.0,99.0,40
0.4,5.0,100.0,40
0.4,5.0,101.0,40
0.4,5.0,102.0,40
0.4,5.0,103.0,40
0.4,5.0,104.0,40
0.4,5.0,105.0,40
0.4,5.0,106.0,40
0.4,5.0,107.0,40
0.4,5.0,108.0,40
0.41,0.9,1.0,41
0.41,1.52,2.0,41
0.41,2.0,3.0,41
0.41,2.54,4.0,41
0.41,2.77,5.0,41
0.41,3.0,6.0,41
0.41,3.22,7.0,41
0.41,3.36,8.0,41
0.41,3.61,9.0,41
0.41,3.88,10.0,41
0.41,3.95,11.0,41
0.41,4.01,12.0,41
0.41,4.12,13.0,41
0.41,4.21,14.0,41
0.41,4.29,15.0,41
0.41,4.35,16.0,41
0.41,4.43,17.0,41
0.41,4.47,18.0,41
0.41,4.53,19.0,41
0.41,4.58,20.0,41
0.41,4.6,21.0,41
0.41,4.64,22.0,41
0.41,4.69,23.0,41
0.41,4.74,24.0,41
0.41,4.77,25.0,41
0.41,4.8,26.0,41
0.41,4.82,27.0,41
0.41,4.82,28.0,41
0.41,4.85,29.0,41
0.41,4.86,30.0,41
0.41,4.86,31.0,41
0.41,4.88,32.0,41
0.41,4.9,33.0,41
0.41,4.91,34.0,41
0.41,4.95,35.0,41
0.41,4.96,36.0,41
0.41,4.96,37.0,41
0.41,4.97,38.0,41
0.41,4.97,39.0,41
0.41,4.97,40.0,41
0.41,4.98,41.0,41
0.41,4.99,42.0,41
0.41,4.99,43.0,41
0.41,4.99,44.0,41
0.41,4.99,45.0,41
0.41,4.99,46.0,41
0.41,4.99,47.0,41
0.41,4.99,48.0,41
0.41,5.0,49.0,41
0.41,5.0,50.0,41
0.41,5.0,51.0,41
0.41,5.0,52.0,41
0.41,5.0,53.0,41
0.41,5.0,54.0,41
0.41,5.0,55.0,41
0.41,5.0,56.0,41
0.41,5.0,57.0,41
0.41,5.0,58.0,41
0.41,5.0,59.0,41
0.41,5.0,60.0,41
0.41,5.0,61.0,41
0.41,5.0,62.0,41
0.41,5.0,63.0,41
0.41,5.0,64.0,41
0.41,5.0,65.0,41
0.41,5.0,66.0,41
0.41,5.0,67.0,41
0.41,5.0,68.0,41
0.41,5.0,69.0,41
0.41,5.0,70.0,41
0.41,5.0,71.0,41
0.41,5.0,72.0,41
0.41,5.0,73.0,41
0.41,5.0,74.0,41
0.41,5.0,75.0,41
0.41,5.0,76.0,41
0.41,5.0,77.0,41
0.41,5.0,78.0,41
0.41,5.0,79.0,41
0.41,5.0,80.0,41
0.41,5.0,81.0,41
0.41,5.0,82.0,41
0.41,5.0,83.0,41
0.41,5.0,84.0,41
0.41,5.0,85.0,41
0.41,5.0,86.0,41
0.41,5.0,87.0,41
0.41,5.0,88.0,41
0.41,5.0,89.0,41
0.41,5.0,90.0,41
0.41,5.0,91.0,41
0.41,5.0,92.0,41
0.41,5.0,93.0,41
0.41,5.0,94.0,41
0.41,5.0,95.0,41
0.41,5.0,96.0,41
0.41,5.0,97.0,41
0.41,5.0,98.0,41
0.41,5.0,99.0,41
0.41,5.0,100.0,41
0.41,5.0,101.0,41
0.41,5.0,102.0,41
0.41,5.0,103.0,41
0.41,5.0,104.0,41
0.41,5.0,105.0,41
0.41,5.0,106.0,41
0.41,5.0,107.0,41
0.41,5.0,108.0,41
0.42,0.53,1.0,42
0.42,1.11,2.0,42
0.42,1.73,3.0,42
0.42,2.17,4.0,42
0.42,2.44,5.0,42
0.42,2.78,6.0,42
0.42,3.03,7.0,42
0.42,3.26,8.0,42
0.42,3.45,9.0,42
0.42,3.6,10.0,42
0.42,3.68,11.0,42
0.42,3.76,12.0,42
0.42,3.88,13.0,42
0.42,3.96,14.0,42
0.42,3.98,15.0,42
0.42,4.08,16.0,42
0.42,4.19,17.0,42
0.42,4.24,18.0,42
0.42,4.29,19.0,42
0.42,4.39,20.0,42
0.42,4.42,21.0,42
0.42,4.46,22.0,42
0.42,4.51,23.0,42
0.42,4.57,24.0,42
0.42,4.6,25.0,42
0.42,4.64,26.0,42
0.42,4.68,27.0,42
0.42,4.7,28.0,42
0.42,4.75,29.0,42
0.42,4.8,30.0,42
0.42,4.84,31.0,42
0.42,4.86,32.0,42
0.42,4.86,33.0,42
0.42,4.87,34.0,42
0.42,4.89,35.0,42
0.42,4.91,36.0,42
0.42,4.91,37.0,42
0.42,4.91,38.0,42
0.42,4.92,39.0,42
0.42,4.93,40.0,42
0.42,4.96,41.0,42
0.42,4.96,42.0,42
0.42,4.96,43.0,42
0.42,4.96,44.0,42
0.42,4.96,45.0,42
0.42,4.96,46.0,42
0.42,4.97,47.0,42
0.42,4.97,48.0,42
0.42,4.97,49.0,42
0.42,4.99,50.0,42
0.42,5.0,51.0,42
0.42,5.0,52.0,42
0.42,5.0,53.0,42
0.42,5.0,54.0,42
0.42,5.0,55.0,42
0.42,5.0,56.0,42
0.42,5.0,57.0,42
0.42,5.0,58.0,42
0.42,5.0,59.0,42
0.42,5.0,60.0,42
0.42,5.0,61.0,42
0.42,5.0,62.0,42
0.42,5.0,63.0,42
0.42,5.0,64.0,42
0.42,5.0,65.0,42
0.42,5.0,66.0,42
0.42,5.0,67.0,42
0.42,5.0,68.0,42
0.42,5.0,69.0,42
0.42,5.0,70.0,42
0.42,5.0,71.0,42
0.42,5.0,72.0,42
0.42,5.0,73.0,42
0.42,5.0,74.0,42
0.42,5.0,75.0,42
0.42,5.0,76.0,42
0.42,5.0,77.0,42
0.42,5.0,78.0,42
0.42,5.0,79.0,42
0.42,5.0,80.0,42
0.42,5.0,81.0,42
0.42,5.0,82.0,42
0.42,5.0,83.0,42
0.42,5.0,84.0,42
0.42,5.0,85.0,42
0.42,5.0,86.0,42
0.42,5.0,87.0,42
0.42,5.0,88.0,42
0.42,5.0,89.0,42
0.42,5.0,90.0,42
0.42,5.0,91.0,42
0.42,5.0,92.0,42
0.42,5.0,93.0,42
0.42,5.0,94.0,42
0.42,5.0,95.0,42
0.42,5.0,96.0,42
0.42,5.0,97.0,42
0.42,5.0,98.0,42
0.42,5.0,99.0,42
0.42,5.0,100.0,42
0.42,5.0,101.0,42
0.42,5.0,102.0,42
0.42,5.0,103.0,42
0.42,5.0,104.0,42
0.42,5.0,105.0,42
0.42,5.0,106.0,42
0.42,5.0,107.0,42
0.42,5.0,108.0,42
0.43,0.84,1.0,43
0.43,1.49,2.0,43
0.43,2.04,3.0,43
0.43,2.39,4.0,43
0.43,2.61,5.0,43
0.43,2.8,6.0,43
0.43,3.06,7.0,43
0.43,3.19,8.0,43
0.43,3.34,9.0,43
0.43,3.55,10.0,43
0.43,3.71,11.0,43
0.43,3.85,12.0,43
0.43,3.93,13.0,43
0.43,4.04,14.0,43
0.43,4.13,15.0,43
0.43,4.19,16.0,43
0.43,4.26,17.0,43
0.43,4.29,18.0,43
0.43,4.31,19.0,43
0.43,4.35,20.0,43
0.43,4.38,21.0,43
0.43,4.42,22.0,43
0.43,4.51,23.0,43
0.43,4.58,24.0,43
0.43,4.58,25.0,43
0.43,4.6,26.0,43
0.43,4.67,27.0,43
0.43,4.76,28.0,43
0.43,4.78,29.0,43
0.43,4.78,30.0,43
0.43,4.79,31.0,43
0.43,4.82,32.0,43
0.43,4.82,33.0,43
0.43,4.82,34.0,43
0.43,4.82,35.0,43
0.43,4.88,36.0,43
0.43,4.89,37.0,43
0.43,4.9,38.0,43
0.43,4.92,39.0,43
0.43,4.93,40.0,43
0.43,4.94,41.0,43
0.43,4.95,42.0,43
0.43,4.95,43.0,43
0.43,4.95,44.0,43
0.43,4.95,45.0,43
0.43,4.95,46.0,43
0.43,4.95,47.0,43
0.43,4.95,48.0,43
0.43,4.95,49.0,43
0.43,4.96,50.0,43
0.43,4.97,51.0,43
0.43,4.97,52.0,43
0.43,4.97,53.0,43
0.43,4.98,54.0,43
0.43,4.98,55.0,43
0.43,4.98,56.0,43
0.43,4.98,57.0,43
0.43,4.98,58.0,43
0.43,4.98,59.0,43
0.43,4.99,60.0,43
0.43,4.99,61.0,43
0.43,4.99,62.0,43
0.43,4.99,63.0,43
0.43,4.99,64.0,43
0.43,4.99,65.0,43
0.43,4.99,66.0,43
0.43,4.99,67.0,43
0.43,4.99,68.0,43
0.43,4.99,69.0,43
0.43,4.99,70.0,43
0.43,4.99,71.0,43
0.43,4.99,72.0,43
0.43,4.99,73.0,43
0.43,4.99,74.0,43
0.43,4.99,75.0,43
0.43,5.0,76.0,43
0.43,5.0,77.0,43
0.43,5.0,78.0,43
0.43,5.0,79.0,43
0.43,5.0,80.0,43
0.43,5.0,81.0,43
0.43,5.0,82.0,43
0.43,5.0,83.0,43
0.43,5.0,84.0,43
0.43,5.0,85.0,43
0.43,5.0,86.0,43
0.43,5.0,87.0,43
0.43,5.0,88.0,43
0.43,5.0,89.0,43
0.43,5.0,90.0,43
0.43,5.0,91.0,43
0.43,5.0,92.0,43
0.43,5.0,93.0,43
0.43,5.0,94.0,43
0.43,5.0,95.0,43
0.43,5.0,96.0,43
0.43,5.0,97.0,43
0.43,5.0,98.0,43
0.43,5.0,99.0,43
0.43,5.0,100.0,43
0.43,5.0,101.0,43
0.43,5.0,102.0,43
0.43,5.0,103.0,43
0.43,5.0,104.0,43
0.43,5.0,105.0,43
0.43,5.0,106.0,43
0.43,5.0,107.0,43
0.43,5.0,108.0,43
0.44,0.69,1.0,44
0.44,1.04,2.0,44
0.44,1.42,3.0,44
0.44,1.86,4.0,44
0.44,2.32,5.0,44
0.44,2.61,6.0,44
0.44,2.9,7.0,44
0.44,3.12,8.0,44
0.44,3.28,9.0,44
0.44,3.45,10.0,44
0.44,3.51,11.0,44
0.44,3.58,12.0,44
0.44,3.74,13.0,44
0.44,3.78,14.0,44
0.44,3.93,15.0,44
0.44,4.11,16.0,44
0.44,4.17,17.0,44
0.44,4.23,18.0,44
0.44,4.3,19.0,44
0.44,4.34,20.0,44
0.44,4.36,21.0,44
0.44,4.4,22.0,44
0.44,4.45,23.0,44
0.44,4.5,24.0,44
0.44,4.51,25.0,44
0.44,4.56,26.0,44
0.44,4.6,27.0,44
0.44,4.62,28.0,44
0.44,4.64,29.0,44
0.44,4.71,30.0,44
0.44,4.74,31.0,44
0.44,4.77,32.0,44
0.44,4.78,33.0,44
0.44,4.81,34.0,44
0.44,4.82,35.0,44
0.44,4.87,36.0,44
0.44,4.9,37.0,44
0.44,4.91,38.0,44
0.44,4.91,39.0,44
0.44,4.91,40.0,44
0.44,4.92,41.0,44
0.44,4.92,42.0,44
0.44,4.93,43.0,44
0.44,4.93,44.0,44
0.44,4.94,45.0,44
0.44,4.94,46.0,44
0.44,4.94,47.0,44
0.44,4.94,48.0,44
0.44,4.95,49.0,44
0.44,4.96,50.0,44
0.44,4.97,51.0,44
0.44,4.97,52.0,44
0.44,4.97,53.0,44
0.44,4.97,54.0,44
0.44,4.98,55.0,44
0.44,4.98,56.0,44
0.44,4.98,57.0,44
0.44,4.98,58.0,44
0.44,4.99,59.0,44
0.44,4.99,60.0,44
0.44,5.0,61.0,44
0.44,5.0,62.0,44
0.44,5.0,63.0,44
0.44,5.0,64.0,44
0.44,5.0,65.0,44
0.44,5.0,66.0,44
0.44,5.0,67.0,44
0.44,5.0,68.0,44
0.44,5.0,69.0,44
0.44,5.0,70.0,44
0.44,5.0,71.0,44
0.44,5.0,72.0,44
0.44,5.0,73.0,44
0.44,5.0,74.0,44
0.44,5.0,75.0,44
0.44,5.0,76.0,44
0.44,5.0,77.0,44
0.44,5.0,78.0,44
0.44,5.0,79.0,44
0.44,5.0,80.0,44
0.44,5.0,81.0,44
0.44,5.0,82.0,44
0.44,5.0,83.0,44
0.44,5.0,84.0,44
0.44,5.0,85.0,44
0.44,5.0,86.0,44
0.44,5.0,87.0,44
0.44,5.0,88.0,44
0.44,5.0,89.0,44
0.44,5.0,90.0,44
0.44,5.0,91.0,44
0.44,5.0,92.0,44
0.44,5.0,93.0,44
0.44,5.0,94.0,44
0.44,5.0,95.0,44
0.44,5.0,96.0,44
0.44,5.0,97.0,44
0.44,5.0,98.0,44
0.44,5.0,99.0,44
0.44,5.0,100.0,44
0.44,5.0,101.0,44
0.44,5.0,102.0,44
0.44,5.0,103.0,44
0.44,5.0,104.0,44
0.44,5.0,105.0,44
0.44,5.0,106.0,44
0.44,5.0,107.0,44
0.44,5.0,108.0,44
0.45,0.69,1.0,45
0.45,1.32,2.0,45
0.45,1.78,3.0,45
0.45,2.2,4.0,45
0.45,2.6,5.0,45
0.45,2.79,6.0,45
0.45,3.0,7.0,45
0.45,3.23,8.0,45
0.45,3.39,9.0,45
0.45,3.59,10.0,45
0.45,3.73,11.0,45
0.45,3.86,12.0,45
0.45,4.0,13.0,45
0.45,4.11,14.0,45
0.45,4.14,15.0,45
0.45,4.19,16.0,45
0.45,4.25,17.0,45
0.45,4.37,18.0,45
0.45,4.42,19.0,45
0.45,4.52,20.0,45
0.45,4.54,21.0,45
0.45,4.56,22.0,45
0.45,4.57,23.0,45
0.45,4.6,24.0,45
0.45,4.63,25.0,45
0.45,4.66,26.0,45
0.45,4.67,27.0,45
0.45,4.68,28.0,45
0.45,4.68,29.0,45
0.45,4.73,30.0,45
0.45,4.78,31.0,45
0.45,4.81,32.0,45
0.45,4.82,33.0,45
0.45,4.82,34.0,45
0.45,4.84,35.0,45
0.45,4.87,36.0,45
