ref_info,Bibliography,biblioid2,seanuts_id2,food_item_id_2,food_name_clean,database,nutrient_ref,species_name,genus_species,subgroup,prot_g,protcnt_g,protein_g,fat_g,fapun3,fapun_all_g,epa,dha,ca_mg,zn_mg,fe_mg,tl,length_from_study,length_source,abs_lat,latitude,slmax,slmax_nov28,slmax_source,lwa,lwb,country_region,isscaap_cat,isscaap,season,asfis_scientific_name_fishbase_swap_in_progress,season.x,season.y,Herbivory2,HerbivoryRef,FeedingType,FeedingTypeRef,DietTroph,DietSeTroph,FoodTroph,FoodSeTroph,IsoTroph,IsoseTroph,EcoTroph,EcoseTroph,StockCode,SpecCode.x,SpecCode.y,Genus,Species,FBname,Subfamily,DemersPelag,AnaCat,DepthRangeShallow,DepthRangeDeep,LTypeMaxM,LTypeMaxF,LTypeComM,LTypeComF,Length,CommonLength,CommonLengthF,CommonLengthRef,Weight,WeightFemale,MaxWeightRef,Sp2000_HierarchyCode,reference,Fresh,Marine,BrackishWater,Brack,LengthFemale,MaxLengthRef,notes,weight_from_study,Mar_fresh,wild_farmed,body_parts_included_excluded,included_excluded,X20,vit_a_IU,K_mg,mg_mg,X32
"Koubaa A., Abdelmouleh A., Bouain A., Mihoubi N.B. (2010). Experimental and statistical investigations of the global chemical composition of six trawling fish of the Gulf of Gabés (Mediterranean Sea). Journal of the Marine Biological Association of the United Kingdom. 1-7 (article in press).","Koubaa A., Abdelmouleh A., Bouain A., Mihoubi N.B. (2010). Experimental and statistical investigations of the global chemical composition of six trawling fish of the Gulf of Gabés (Mediterranean Sea). Journal of the Marine Biological Association of the United Kingdom. 1-7 (article in press).",fi102,865,900598,Bluespotted_seabream_wild_ventral_and_dorsal_muscle_flesh_raw,NA,NA,Pagrus caeruleostictus,Pagrus caeruleostictus,Finfish,NA,18.17,NA,2.92,NA,NA,NA,NA,NA,NA,NA,3.8,NA,NA,34.208024,34.208024,90.0,NA,http://www.fishbase.org/Summary/SpeciesSummary.php?ID=4540&AT=Bluespotted+seabream,0.02239,2.91,NA,Miscellaneous coastal fishes,NA,Dec 2005-May 2006,NA,NA,NA,mainly animals (troph. 2.8 and up),27798,hunting macrofauna (predator),NA,NA,NA,3.66,0.54,NA,NA,NA,NA,4725,4540,4540,Pagrus,caeruleostictus,Bluespotted seabream,NA,benthopelagic,oceanodromous,1,200,SL,NA,SL,NA,90.0,50.0,NA,4781,11620.0,NA,40637,NA,NA,0,NA,NA,-1,NA,4781,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Özogul Y., Özogul F., Cicek E., Polat A., Kuley E. (2009). Fat content and fatty acid composition of 34 marine water fish species from the Mediterranean Sea. International Journal of Food Science and Nutrition 60(6): 464-475","Özogul Y., Özogul F., Cicek E., Polat A., Kuley E. (2009). Fat content and fatty acid composition of 34 marine water fish species from the Mediterranean Sea. International Journal of Food Science and Nutrition 60(6): 464-475",fi67,866,900351,Bluespotted_seabream_wild_fillet_raw,NA,NA,Pagrus caeruleostictus,Pagrus caeruleostictus,Finfish,NA,NA,NA,1.02,0.1859918,0.23774604,0.030405616,0.153564534,NA,NA,NA,3.8,NA,NA,37.370157,37.370157,90.0,NA,http://www.fishbase.org/Summary/SpeciesSummary.php?ID=4540&AT=Bluespotted+seabream,0.02239,2.91,NA,Miscellaneous coastal fishes,NA,NA,NA,NA,NA,mainly animals (troph. 2.8 and up),27798,hunting macrofauna (predator),NA,NA,NA,3.66,0.54,NA,NA,NA,NA,4725,4540,4540,Pagrus,caeruleostictus,Bluespotted seabream,NA,benthopelagic,oceanodromous,1,200,SL,NA,SL,NA,90.0,50.0,NA,4781,11620.0,NA,40637,NA,NA,0,NA,NA,-1,NA,4781,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Miniadis-Meimaroglou S., Dimizas C., Loukas V., Moukas A., Vlachos A., Thomaidis N., Paraskevopoulou V., Dasenakis M. (2007). Proximate composition, fatty acids, cholesterol, minerals in frozen red porgy. Chemistry and Physics of Lipids 146: 104-110","Miniadis-Meimaroglou S., Dimizas C., Loukas V., Moukas A., Vlachos A., Thomaidis N., Paraskevopoulou V., Dasenakis M. (2007). Proximate composition, fatty acids, cholesterol, minerals in frozen red porgy. Chemistry and Physics of Lipids 146: 104-110",fi133,867,900899,Red_porgy_wild_muscle_flesh_frozen,NA,NA,Pagrus pagrus,Pagrus pagrus,Finfish,NA,21.5,NA,0.81,0.135,0.183,0.0364,0.0988,NA,0.61,1.42,3.65,NA,NA,14.764504,14.764504,75.0,NA,NA,0.0152,3.005000114,NA,Miscellaneous coastal fishes,NA,05-Mar,NA,NA,NA,mainly animals (troph. 2.8 and up),27095,hunting macrofauna (predator),37413,3.86,0.244,3.55,0.51,NA,NA,NA,NA,1249,1756,1756,Pagrus,pagrus,Red porgy,NA,benthopelagic,oceanodromous,0,250,TL,NA,SL,NA,91.0,35.0,NA,4781,7720.0,NA,40637,NA,NA,0,NA,NA,0,NA,9710,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Miniadis-Meimaroglou S., Dimizas C., Loukas V., Moukas A., Vlachos A., Thomaidis N., Paraskevopoulou V., Dasenakis M. (2007). Proximate composition, fatty acids, cholesterol, minerals in frozen red porgy. Chemistry and Physics of Lipids 146: 104-110","Miniadis-Meimaroglou S., Dimizas C., Loukas V., Moukas A., Vlachos A., Thomaidis N., Paraskevopoulou V., Dasenakis M. (2007). Proximate composition, fatty acids, cholesterol, minerals in frozen red porgy. Chemistry and Physics of Lipids 146: 104-110",fi133,867,900899,Red_porgy_wild_muscle_flesh_frozen,NA,NA,Pagrus pagrus,Pagrus pagrus,Finfish,NA,21.5,NA,0.81,0.135,0.183,0.0364,0.0988,NA,0.61,1.42,3.65,NA,NA,14.764504,14.764504,75.0,NA,NA,0.0152,3.005000114,NA,Miscellaneous coastal fishes,NA,05-Mar,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100796,1756,1756,Pagrus,pagrus,Red porgy,NA,benthopelagic,oceanodromous,0,250,TL,NA,SL,NA,91.0,35.0,NA,4781,7720.0,NA,40637,NA,NA,0,1,0,0,NA,9710,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Loukas V., Dimizas C., Sinanoglou V., Miniadis-Meimaroglou S. (2010). EPA, DHA, cholesterol and phospholipid content in Pagrus pagrus (cultured and wild), Trachinus draco und Trigla lyra from Mediterranean Sea. Chemistry and Physics of Lipids 163: 292-299","Loukas V., Dimizas C., Sinanoglou V., Miniadis-Meimaroglou S. (2010). EPA, DHA, cholesterol and phospholipid content in Pagrus pagrus (cultured and wild), Trachinus draco und Trigla lyra from Mediterranean Sea. Chemistry and Physics of Lipids 163: 292-299",fi124,868,900825,Red_porgy_wild_muscle_flesh_raw,NA,NA,Pagrus pagrus,Pagrus pagrus,Finfish,NA,NA,NA,0.91,0.18432,0.27753,0.02631,0.15824,NA,NA,NA,3.65,30.6,NA,39.919841,39.919841,75.0,NA,NA,0.0152,3.005000114,NA,Miscellaneous coastal fishes,NA,Mar,NA,NA,NA,mainly animals (troph. 2.8 and up),27095,hunting macrofauna (predator),37413,3.86,0.244,3.55,0.51,NA,NA,NA,NA,1249,1756,1756,Pagrus,pagrus,Red porgy,NA,benthopelagic,oceanodromous,0,250,TL,NA,SL,NA,91.0,35.0,NA,4781,7720.0,NA,40637,NA,NA,0,NA,NA,0,NA,9710,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Loukas V., Dimizas C., Sinanoglou V., Miniadis-Meimaroglou S. (2010). EPA, DHA, cholesterol and phospholipid content in Pagrus pagrus (cultured and wild), Trachinus draco und Trigla lyra from Mediterranean Sea. Chemistry and Physics of Lipids 163: 292-299","Loukas V., Dimizas C., Sinanoglou V., Miniadis-Meimaroglou S. (2010). EPA, DHA, cholesterol and phospholipid content in Pagrus pagrus (cultured and wild), Trachinus draco und Trigla lyra from Mediterranean Sea. Chemistry and Physics of Lipids 163: 292-299",fi124,868,900825,Red_porgy_wild_muscle_flesh_raw,NA,NA,Pagrus pagrus,Pagrus pagrus,Finfish,NA,NA,NA,0.91,0.18432,0.27753,0.02631,0.15824,NA,NA,NA,3.65,30.6,NA,39.919841,39.919841,75.0,NA,NA,0.0152,3.005000114,NA,Miscellaneous coastal fishes,NA,Mar,NA,NA,NA,mainly animals (troph. 2.8 and up),27095,hunting macrofauna (predator),37413,3.86,0.244,3.55,0.51,NA,NA,NA,NA,1249,1756,1756,Pagrus,pagrus,Red porgy,NA,benthopelagic,oceanodromous,0,250,TL,NA,SL,NA,91.0,35.0,NA,4781,7720.0,NA,40637,NA,NA,0,NA,NA,0,NA,9710,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Loukas V., Dimizas C., Sinanoglou V., Miniadis-Meimaroglou S. (2010). EPA, DHA, cholesterol and phospholipid content in Pagrus pagrus (cultured and wild), Trachinus draco und Trigla lyra from Mediterranean Sea. Chemistry and Physics of Lipids 163: 292-299","Loukas V., Dimizas C., Sinanoglou V., Miniadis-Meimaroglou S. (2010). EPA, DHA, cholesterol and phospholipid content in Pagrus pagrus (cultured and wild), Trachinus draco und Trigla lyra from Mediterranean Sea. Chemistry and Physics of Lipids 163: 292-299",fi124,868,900825,Red_porgy_wild_muscle_flesh_raw,NA,NA,Pagrus pagrus,Pagrus pagrus,Finfish,NA,NA,NA,0.91,0.18432,0.27753,0.02631,0.15824,NA,NA,NA,3.65,30.6,NA,39.919841,39.919841,75.0,NA,NA,0.0152,3.005000114,NA,Miscellaneous coastal fishes,NA,Mar,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100796,1756,1756,Pagrus,pagrus,Red porgy,NA,benthopelagic,oceanodromous,0,250,TL,NA,SL,NA,91.0,35.0,NA,4781,7720.0,NA,40637,NA,NA,0,1,0,0,NA,9710,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Loukas V., Dimizas C., Sinanoglou V., Miniadis-Meimaroglou S. (2010). EPA, DHA, cholesterol and phospholipid content in Pagrus pagrus (cultured and wild), Trachinus draco und Trigla lyra from Mediterranean Sea. Chemistry and Physics of Lipids 163: 292-299","Loukas V., Dimizas C., Sinanoglou V., Miniadis-Meimaroglou S. (2010). EPA, DHA, cholesterol and phospholipid content in Pagrus pagrus (cultured and wild), Trachinus draco und Trigla lyra from Mediterranean Sea. Chemistry and Physics of Lipids 163: 292-299",fi124,868,900825,Red_porgy_wild_muscle_flesh_raw,NA,NA,Pagrus pagrus,Pagrus pagrus,Finfish,NA,NA,NA,0.91,0.18432,0.27753,0.02631,0.15824,NA,NA,NA,3.65,30.6,NA,39.919841,39.919841,75.0,NA,NA,0.0152,3.005000114,NA,Miscellaneous coastal fishes,NA,Mar,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100796,1756,1756,Pagrus,pagrus,Red porgy,NA,benthopelagic,oceanodromous,0,250,TL,NA,SL,NA,91.0,35.0,NA,4781,7720.0,NA,40637,NA,NA,0,1,0,0,NA,9710,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Balogun A.M., Akegbejo - Samsons Y. (1992). Waste Yield, Proximate and Mineral Composition of Shrimp Resources of Nigeria's Costal Waters. Bioresource Technology. 40:157 - 161","Balogun A.M., Akegbejo - Samsons Y. (1992). Waste Yield, Proximate and Mineral Composition of Shrimp Resources of Nigeria's Costal Waters. Bioresource Technology. 40:157 - 161",fi189,869,901127,Shrimp_wild_brackishwater_flesh_with_shell_raw,NA,NA,Palaemon serratus,NA NA,Crustacean,NA,25.7,NA,1.11,NA,NA,NA,NA,NA,NA,NA,2.7,NA,NA,5.516667,5.516667,11.0,NA,NA,NA,NA,NA,"Shrimps, prawns",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nurhasan M., Maehre H.K., Malde M.K., Stormo S.K., Halwart M., James D., Elvevoll E.O. (2010). Nutritional composition of aquatic species inLaotian rice field systems. Journal of Food Composition and Analysis 23:205-213","Nurhasan M., Maehre H.K., Malde M.K., Stormo S.K., Halwart M., James D., Elvevoll E.O. (2010). Nutritional composition of aquatic species inLaotian rice field systems. Journal of Food Composition and Analysis 23:205-213",fi103,870,902188,Freshwater_crab_wild_only_dorsal_and_ventral_carapace_peeled_raw,NA,NA,Potamon sp.,NA NA,Crustacean,NA,16.3,NA,0.4,0.013421196,0.054604044,0.004412448,NA,NA,3.1,10.0,NA,NA,NA,14.903036,14.903036,NA,NA,NA,NA,NA,NA,Freshwater crustaceans,NA,dry season,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Reale A., Ziino M., Ottolenghi F., Pelusi P., Romeo V., Condurso C., Sanfilippo M. (2006). Chemical composition and nutritional value of some marine species from the Egadi Islands. Chemistry and Ecology 22(Suppl 1): 173-179","Reale A., Ziino M., Ottolenghi F., Pelusi P., Romeo V., Condurso C., Sanfilippo M. (2006). Chemical composition and nutritional value of some marine species from the Egadi Islands. Chemistry and Ecology 22(Suppl 1): 173-179",fi65,871,902280,Common_spinylobster_wild_fillet_raw,NA,NA,Palinurus elephas,NA NA,Crustacean,NA,18.11,NA,1.91,NA,NA,NA,NA,NA,NA,NA,2.6,NA,NA,37.966667,37.966667,15.0,NA,NA,NA,NA,NA,"Lobsters, spiny-rock lobsters",NA,Jun/Jul 2003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Reale A., Ziino M., Ottolenghi F., Pelusi P., Romeo V., Condurso C., Sanfilippo M. (2006). Chemical composition and nutritional value of some marine species from the Egadi Islands. Chemistry and Ecology 22(Suppl 1): 173-179","Reale A., Ziino M., Ottolenghi F., Pelusi P., Romeo V., Condurso C., Sanfilippo M. (2006). Chemical composition and nutritional value of some marine species from the Egadi Islands. Chemistry and Ecology 22(Suppl 1): 173-179",fi65,872,900312,Common_spinylobster_wild_fillet_raw,NA,NA,Palinurus elephas,NA NA,Crustacean,NA,NA,NA,1.91,0.389482368,0.719486368,0.259965504,0.10560128,NA,NA,NA,2.6,NA,NA,37.966667,37.966667,15.0,NA,NA,NA,NA,NA,"Lobsters, spiny-rock lobsters",NA,03-Jun,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Reale A., Ziino M., Ottolenghi F., Pelusi P., Romeo V., Condurso C., Sanfilippo M. (2006). Chemical composition and nutritional value of some marine species from the Egadi Islands. Chemistry and Ecology 22(Suppl 1): 173-179","Reale A., Ziino M., Ottolenghi F., Pelusi P., Romeo V., Condurso C., Sanfilippo M. (2006). Chemical composition and nutritional value of some marine species from the Egadi Islands. Chemistry and Ecology 22(Suppl 1): 173-179",fi65,873,900313,Common_spinylobster_wild_fillet_raw,NA,NA,Palinurus elephas,NA NA,Crustacean,NA,NA,NA,1.91,0.37581632,0.717933408,0.195983552,0.162750208,NA,NA,NA,2.6,NA,NA,37.966667,37.966667,15.0,NA,NA,NA,NA,NA,"Lobsters, spiny-rock lobsters",NA,03-Jul,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tsape K., Sinanoglou V.J., Miniadis - Meimaroglou S. (2010). Comparative analysis of the fatty acid and sterol profiles of widly consumed Mediterranean crustacean species. Food Chemistry 122: 292 - 299","Tsape K., Sinanoglou V.J., Miniadis - Meimaroglou S. (2010). Comparative analysis of the fatty acid and sterol profiles of widly consumed Mediterranean crustacean species. Food Chemistry 122: 292 - 299",fi232,874,901227,Lobster_wild_edible_muscle_raw,NA,NA,Palinurus vulgaris,NA NA,Crustacean,NA,NA,NA,1.0,0.13704339,0.31086615,0.06658437,0.06431919,NA,NA,NA,NA,25.5,NA,37.37083333,37.37083333,50.0,NA,http://www.sealifebase.ca/summary/Palinurus-elephas.html,NA,NA,NA,"Lobsters, spiny-rock lobsters",NA,Oct,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nurnadia A.A., Azrina A., Amin I. (2011). Proximate composition and energetic value of selected marine fish and shellfish from the West coast of Peninsular Malaysia. International Food Research Journal 18: 137-148","Nurnadia A.A., Azrina A., Amin I. (2011). Proximate composition and energetic value of selected marine fish and shellfish from the West coast of Peninsular Malaysia. International Food Research Journal 18: 137-148",fi88,875,900531,silver_pomfret_wild_fillet_raw,NA,NA,Pampus argenteus,Pampus argenteus,Finfish,NA,18.63,NA,2.09,NA,NA,NA,NA,NA,NA,NA,3.18,NA,NA,3.144341,3.144341,60.0,NA,NA,0.042300001,2.928999901,NA,Miscellaneous pelagic fishes,NA,NA,NA,NA,NA,mainly animals (troph. 2.8 and up),3517,selective plankton feeding,3517,3.3,0.055,3.23,0.42,NA,NA,NA,NA,507,491,491,Pampus,argenteus,Silver pomfret,NA,benthopelagic,oceanodromous,5,110,SL,NA,SL,NA,60.0,30.0,NA,9811,NA,NA,NA,NA,NA,0,NA,NA,0,NA,9811,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Puwastien P., Judprasong K., Kettwan E., Vasanachitt K., Nakngamanong Y., Bhattacharjee L. (1999) Proximate composition of raw and cooked thai freshwater and marine fish. J Food Comp Anal 12: 9-16","Puwastien P., Judprasong K., Kettwan E., Vasanachitt K., Nakngamanong Y., Bhattacharjee L. (1999) Proximate composition of raw and cooked thai freshwater and marine fish. J Food Comp Anal 12: 9-16",fi2,876,900051,silver_pomfret_wild_muscle_fillet_raw,NA,NA,Pampus argenteus,Pampus argenteus,Finfish,NA,19.4,NA,6.8,NA,NA,NA,NA,NA,NA,NA,3.18,NA,NA,9.71212,9.71212,60.0,NA,NA,0.042300001,2.928999901,NA,Miscellaneous pelagic fishes,NA,Oct-Nov,NA,NA,NA,mainly animals (troph. 2.8 and up),3517,selective plankton feeding,3517,3.3,0.055,3.23,0.42,NA,NA,NA,NA,507,491,491,Pampus,argenteus,Silver pomfret,NA,benthopelagic,oceanodromous,5,110,SL,NA,SL,NA,60.0,30.0,NA,9811,NA,NA,NA,NA,NA,0,NA,NA,0,NA,9811,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Zhao F., Zhuang P., Song C., Shi Z.-h., Zhang L.-z. (2010). Amino acid and fatty acid compositions and nutritional quality of muscle in the pomfret, Pampus punctatissimus. Food Chemistry 118: 224-227","Zhao F., Zhuang P., Song C., Shi Z.-h., Zhang L.-z. (2010). Amino acid and fatty acid compositions and nutritional quality of muscle in the pomfret, Pampus punctatissimus. Food Chemistry 118: 224-227",fi53,877,900255,Pomfret_wild_boneless_muscle_fillet_back_raw,NA,NA,Pampus punctatissimus,Pampus punctatissimus,Finfish,NA,18.6,NA,4.95,0.76528485,0.86374255,0.200048145,0.5459927,NA,NA,NA,3.3,NA,NA,29.985295,29.985295,25.8,NA,http://www.fishbase.us/summary/59625,0.01778,3.02,NA,Miscellaneous pelagic fishes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38543,59625,59625,Pampus,punctatissimus,NA,NA,benthopelagic,NA,NA,NA,SL,NA,NA,NA,25.8,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,NA,42717,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bragagnolo N., Rodriguez-Amaya D.B. (2001). Total lipid, cholesterol, and fatty acids of farmed freshwater prawn (Macrobrachium rosenbergii) and wild marine shrimp (Penaeus brasiliensis, Penaeus schimitti, Xiphopenaeus kroyeri). Journal of Food Composition and Analysis 14: 359-369","Bragagnolo N., Rodriguez-Amaya D.B. (2001). Total lipid, cholesterol, and fatty acids of farmed freshwater prawn (Macrobrachium rosenbergii) and wild marine shrimp (Penaeus brasiliensis, Penaeus schimitti, Xiphopenaeus kroyeri). Journal of Food Composition and Analysis 14: 359-369",fi205,878,901159,Redspotted_shrimp_wild_flesh_large_size_raw,NA,NA,Panaeus brasiliensis,NA NA,Crustacean,NA,NA,NA,1.0,0.2222,0.2102,0.126,0.078,NA,NA,NA,NA,20.0,NA,27.242339,-27.242339,19.1,NA,http://www.sealifebase.ca/summary/Farfantepenaeus-brasiliensis.html,NA,NA,NA,"Shrimps, prawns",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bragagnolo N., Rodriguez-Amaya D.B. (2001). Total lipid, cholesterol, and fatty acids of farmed freshwater prawn (Macrobrachium rosenbergii) and wild marine shrimp (Penaeus brasiliensis, Penaeus schimitti, Xiphopenaeus kroyeri). Journal of Food Composition and Analysis 14: 359-369","Bragagnolo N., Rodriguez-Amaya D.B. (2001). Total lipid, cholesterol, and fatty acids of farmed freshwater prawn (Macrobrachium rosenbergii) and wild marine shrimp (Penaeus brasiliensis, Penaeus schimitti, Xiphopenaeus kroyeri). Journal of Food Composition and Analysis 14: 359-369",fi205,878,901159,Redspotted_shrimp_wild_flesh_large_size_raw,NA,NA,Panaeus brasiliensis,NA NA,Crustacean,NA,NA,NA,1.0,0.2222,0.2102,0.126,0.078,NA,NA,NA,NA,20.0,NA,27.242339,-27.242339,19.1,NA,http://www.sealifebase.ca/summary/Farfantepenaeus-brasiliensis.html,NA,NA,NA,"Shrimps, prawns",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bragagnolo N., Rodriguez-Amaya D.B. (2001). Total lipid, cholesterol, and fatty acids of farmed freshwater prawn (Macrobrachium rosenbergii) and wild marine shrimp (Penaeus brasiliensis, Penaeus schimitti, Xiphopenaeus kroyeri). Journal of Food Composition and Analysis 14: 359-369","Bragagnolo N., Rodriguez-Amaya D.B. (2001). Total lipid, cholesterol, and fatty acids of farmed freshwater prawn (Macrobrachium rosenbergii) and wild marine shrimp (Penaeus brasiliensis, Penaeus schimitti, Xiphopenaeus kroyeri). Journal of Food Composition and Analysis 14: 359-369",fi205,879,901157,Redspotted_shrimp_wild_flesh_medium_size_raw,NA,NA,Panaeus brasiliensis,NA NA,Crustacean,NA,NA,NA,1.0,0.235,0.214,0.124,0.091,NA,NA,NA,NA,15.8,NA,23.55052,-23.55052,19.1,NA,http://www.sealifebase.ca/summary/Farfantepenaeus-brasiliensis.html,NA,NA,NA,"Shrimps, prawns",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bragagnolo N., Rodriguez-Amaya D.B. (2001). Total lipid, cholesterol, and fatty acids of farmed freshwater prawn (Macrobrachium rosenbergii) and wild marine shrimp (Penaeus brasiliensis, Penaeus schimitti, Xiphopenaeus kroyeri). Journal of Food Composition and Analysis 14: 359-369","Bragagnolo N., Rodriguez-Amaya D.B. (2001). Total lipid, cholesterol, and fatty acids of farmed freshwater prawn (Macrobrachium rosenbergii) and wild marine shrimp (Penaeus brasiliensis, Penaeus schimitti, Xiphopenaeus kroyeri). Journal of Food Composition and Analysis 14: 359-369",fi205,879,901157,Redspotted_shrimp_wild_flesh_medium_size_raw,NA,NA,Panaeus brasiliensis,NA NA,Crustacean,NA,NA,NA,1.0,0.235,0.214,0.124,0.091,NA,NA,NA,NA,15.8,NA,23.55052,-23.55052,19.1,NA,http://www.sealifebase.ca/summary/Farfantepenaeus-brasiliensis.html,NA,NA,NA,"Shrimps, prawns",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bragagnolo N., Rodriguez-Amaya D.B. (2001). Total lipid, cholesterol, and fatty acids of farmed freshwater prawn (Macrobrachium rosenbergii) and wild marine shrimp (Penaeus brasiliensis, Penaeus schimitti, Xiphopenaeus kroyeri). Journal of Food Composition and Analysis 14: 359-369","Bragagnolo N., Rodriguez-Amaya D.B. (2001). Total lipid, cholesterol, and fatty acids of farmed freshwater prawn (Macrobrachium rosenbergii) and wild marine shrimp (Penaeus brasiliensis, Penaeus schimitti, Xiphopenaeus kroyeri). Journal of Food Composition and Analysis 14: 359-369",fi205,880,901158,Redspotted_shrimp_wild_flesh_medium_size_raw,NA,NA,Panaeus brasiliensis,NA NA,Crustacean,NA,NA,NA,0.9,0.188,0.1763,0.1,0.072,NA,NA,NA,NA,16.3,NA,27.242339,-27.242339,19.1,NA,http://www.sealifebase.ca/summary/Farfantepenaeus-brasiliensis.html,NA,NA,NA,"Shrimps, prawns",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
