ref_info,Bibliography,biblioid2,seanuts_id2,food_item_id_2,food_name_clean,database,nutrient_ref,species_name,genus_species,subgroup,prot_g,protcnt_g,protein_g,fat_g,fapun3,fapun_all_g,epa,dha,ca_mg,zn_mg,fe_mg,tl,length_from_study,length_source,abs_lat,latitude,slmax,slmax_nov28,slmax_source,lwa,lwb,country_region,isscaap_cat,isscaap,season,asfis_scientific_name_fishbase_swap_in_progress,season.x,season.y,Herbivory2,HerbivoryRef,FeedingType,FeedingTypeRef,DietTroph,DietSeTroph,FoodTroph,FoodSeTroph,IsoTroph,IsoseTroph,EcoTroph,EcoseTroph,StockCode,SpecCode.x,SpecCode.y,Genus,Species,FBname,Subfamily,DemersPelag,AnaCat,DepthRangeShallow,DepthRangeDeep,LTypeMaxM,LTypeMaxF,LTypeComM,LTypeComF,Length,CommonLength,CommonLengthF,CommonLengthRef,Weight,WeightFemale,MaxWeightRef,Sp2000_HierarchyCode,reference,Fresh,Marine,BrackishWater,Brack,LengthFemale,MaxLengthRef,notes,weight_from_study,Mar_fresh,wild_farmed,body_parts_included_excluded,included_excluded,X20,vit_a_IU,K_mg,mg_mg,X32
"Eckhoff K.M., Maage A. (1997). Iodine content in fish and other food products from East Africa analyzed by ICP-MS. Journal of Food Composition and Analysis 10: 270-282","Eckhoff K.M., Maage A. (1997). Iodine content in fish and other food products from East Africa analyzed by ICP-MS. Journal of Food Composition and Analysis 10: 270-282",fi118,854,900745,Nile_tilapia_wild_medium_size_dorsal_muscle_fillet_skinless_raw,NA,NA,Oreochromis niloticus,Oreochromis niloticus,Finfish,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.0,NA,NA,6.255568,-6.255568,60.0,NA,http://fishbase.sinica.edu.tw/summary/SpeciesSummary.php?id=2,0.01995,2.96,NA,Tilapias and other cichlids,NA,Mar-94,NA,NA,NA,mainly plants/detritus (troph. 2-2.19),5414,browsing on substrate,NA,2.0,NA,2.01999998092651,0.0,NA,NA,NA,NA,1,2,2,Oreochromis,niloticus,Nile tilapia,Pseudocrenilabrinae,benthopelagic,potamodromous,0,6,SL,NA,NA,NA,60.0,NA,NA,NA,4324.0,NA,40637,NA,NA,-1,NA,NA,-1,NA,4967,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Eckhoff K.M., Maage A. (1997). iodine content in fish and other food products from East Africa analyzed by ICP-MS. Journal of Food Composition and Analysis 10: 270-282","Eckhoff K.M., Maage A. (1997). iodine content in fish and other food products from East Africa analyzed by ICP-MS. Journal of Food Composition and Analysis 10: 270-282",fi118,854,900745,Nile_tilapia_wild_medium_size_dorsal_muscle_fillet_skinless_raw,NA,NA,Oreochromis niloticus,Oreochromis niloticus,Finfish,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.0,NA,NA,6.255568,-6.255568,60.0,NA,http://fishbase.sinica.edu.tw/summary/SpeciesSummary.php?id=2,0.01995,2.96,NA,Tilapias and other cichlids,NA,Mar-94,NA,NA,NA,mainly plants/detritus (troph. 2-2.19),5414,browsing on substrate,NA,2.0,NA,2.01999998092651,0.0,NA,NA,NA,NA,1,2,2,Oreochromis,niloticus,Nile tilapia,Pseudocrenilabrinae,benthopelagic,potamodromous,0,6,SL,NA,NA,NA,60.0,NA,NA,NA,4324.0,NA,40637,NA,NA,-1,NA,NA,-1,NA,4967,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Eckhoff K.M., Maage A. (1997). Iodine content in fish and other food products from East Africa analyzed by ICP-MS. Journal of Food Composition and Analysis 10: 270-282","Eckhoff K.M., Maage A. (1997). Iodine content in fish and other food products from East Africa analyzed by ICP-MS. Journal of Food Composition and Analysis 10: 270-282",fi118,854,900745,Nile_tilapia_wild_medium_size_dorsal_muscle_fillet_skinless_raw,NA,NA,Oreochromis niloticus,Oreochromis niloticus,Finfish,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.0,NA,NA,6.255568,-6.255568,60.0,NA,http://fishbase.sinica.edu.tw/summary/SpeciesSummary.php?id=2,0.01995,2.96,NA,Tilapias and other cichlids,NA,Mar-94,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5358,2,2,Oreochromis,niloticus,Nile tilapia,Pseudocrenilabrinae,benthopelagic,potamodromous,0,6,SL,NA,NA,NA,60.0,NA,NA,NA,4324.0,NA,40637,NA,NA,-1,1,0,-1,NA,4967,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Eckhoff K.M., Maage A. (1997). iodine content in fish and other food products from East Africa analyzed by ICP-MS. Journal of Food Composition and Analysis 10: 270-282","Eckhoff K.M., Maage A. (1997). iodine content in fish and other food products from East Africa analyzed by ICP-MS. Journal of Food Composition and Analysis 10: 270-282",fi118,854,900745,Nile_tilapia_wild_medium_size_dorsal_muscle_fillet_skinless_raw,NA,NA,Oreochromis niloticus,Oreochromis niloticus,Finfish,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.0,NA,NA,6.255568,-6.255568,60.0,NA,http://fishbase.sinica.edu.tw/summary/SpeciesSummary.php?id=2,0.01995,2.96,NA,Tilapias and other cichlids,NA,Mar-94,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5358,2,2,Oreochromis,niloticus,Nile tilapia,Pseudocrenilabrinae,benthopelagic,potamodromous,0,6,SL,NA,NA,NA,60.0,NA,NA,NA,4324.0,NA,40637,NA,NA,-1,1,0,-1,NA,4967,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Kwetegyeka J., Mpango G., Grahl-Nielsen O. (2008). Variation in fatty acid composition in muscle and heart tissues among species and populations of tropical fish in Lakes Victoria and Kyoga. Lipids 43: 1017-1029","Kwetegyeka J., Mpango G., Grahl-Nielsen O. (2008). Variation in fatty acid composition in muscle and heart tissues among species and populations of tropical fish in Lakes Victoria and Kyoga. Lipids 43: 1017-1029",fi23,855,900096,Nile_tilapia_wild_skinless_boneless_dorsal_muscle_raw,NA,NA,Oreochromis niloticus,Oreochromis niloticus,Finfish,NA,NA,NA,NA,0.1099,0.1638,0.01365,0.06335,NA,NA,NA,2.0,NA,NA,1.504705,1.504705,60.0,NA,http://fishbase.sinica.edu.tw/summary/SpeciesSummary.php?id=2,0.01995,2.96,NA,Tilapias and other cichlids,NA,05-Dec,NA,NA,NA,mainly plants/detritus (troph. 2-2.19),5414,browsing on substrate,NA,2.0,NA,2.01999998092651,0.0,NA,NA,NA,NA,1,2,2,Oreochromis,niloticus,Nile tilapia,Pseudocrenilabrinae,benthopelagic,potamodromous,0,6,SL,NA,NA,NA,60.0,NA,NA,NA,4324.0,NA,40637,NA,NA,-1,NA,NA,-1,NA,4967,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Kwetegyeka J., Mpango G., Grahl-Nielsen O. (2008). Variation in fatty acid composition in muscle and heart tissues among species and populations of tropical fish in Lakes Victoria and Kyoga. Lipids 43: 1017-1029","Kwetegyeka J., Mpango G., Grahl-Nielsen O. (2008). Variation in fatty acid composition in muscle and heart tissues among species and populations of tropical fish in Lakes Victoria and Kyoga. Lipids 43: 1017-1029",fi23,855,900096,Nile_tilapia_wild_skinless_boneless_dorsal_muscle_raw,NA,NA,Oreochromis niloticus,Oreochromis niloticus,Finfish,NA,NA,NA,NA,0.1099,0.1638,0.01365,0.06335,NA,NA,NA,2.0,NA,NA,1.504705,1.504705,60.0,NA,http://fishbase.sinica.edu.tw/summary/SpeciesSummary.php?id=2,0.01995,2.96,NA,Tilapias and other cichlids,NA,05-Dec,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5358,2,2,Oreochromis,niloticus,Nile tilapia,Pseudocrenilabrinae,benthopelagic,potamodromous,0,6,SL,NA,NA,NA,60.0,NA,NA,NA,4324.0,NA,40637,NA,NA,-1,1,0,-1,NA,4967,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Eckhoff K.M., Maage A. (1997). Iodine content in fish and other food products from East Africa analyzed by ICP-MS. Journal of Food Composition and Analysis 10: 270-282","Eckhoff K.M., Maage A. (1997). Iodine content in fish and other food products from East Africa analyzed by ICP-MS. Journal of Food Composition and Analysis 10: 270-282",fi118,856,900727,Nile_tilapia_wild_small_size_dorsal_muscle_fillet_skinless_raw,NA,NA,Oreochromis niloticus,Oreochromis niloticus,Finfish,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.0,NA,NA,7.971943,7.971943,60.0,NA,http://fishbase.sinica.edu.tw/summary/SpeciesSummary.php?id=2,0.01995,2.96,NA,Tilapias and other cichlids,NA,Nov-93,NA,NA,NA,mainly plants/detritus (troph. 2-2.19),5414,browsing on substrate,NA,2.0,NA,2.01999998092651,0.0,NA,NA,NA,NA,1,2,2,Oreochromis,niloticus,Nile tilapia,Pseudocrenilabrinae,benthopelagic,potamodromous,0,6,SL,NA,NA,NA,60.0,NA,NA,NA,4324.0,NA,40637,NA,NA,-1,NA,NA,-1,NA,4967,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Eckhoff K.M., Maage A. (1997). iodine content in fish and other food products from East Africa analyzed by ICP-MS. Journal of Food Composition and Analysis 10: 270-282","Eckhoff K.M., Maage A. (1997). iodine content in fish and other food products from East Africa analyzed by ICP-MS. Journal of Food Composition and Analysis 10: 270-282",fi118,856,900727,Nile_tilapia_wild_small_size_dorsal_muscle_fillet_skinless_raw,NA,NA,Oreochromis niloticus,Oreochromis niloticus,Finfish,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.0,NA,NA,7.971943,7.971943,60.0,NA,http://fishbase.sinica.edu.tw/summary/SpeciesSummary.php?id=2,0.01995,2.96,NA,Tilapias and other cichlids,NA,Nov-93,NA,NA,NA,mainly plants/detritus (troph. 2-2.19),5414,browsing on substrate,NA,2.0,NA,2.01999998092651,0.0,NA,NA,NA,NA,1,2,2,Oreochromis,niloticus,Nile tilapia,Pseudocrenilabrinae,benthopelagic,potamodromous,0,6,SL,NA,NA,NA,60.0,NA,NA,NA,4324.0,NA,40637,NA,NA,-1,NA,NA,-1,NA,4967,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Eckhoff K.M., Maage A. (1997). Iodine content in fish and other food products from East Africa analyzed by ICP-MS. Journal of Food Composition and Analysis 10: 270-282","Eckhoff K.M., Maage A. (1997). Iodine content in fish and other food products from East Africa analyzed by ICP-MS. Journal of Food Composition and Analysis 10: 270-282",fi118,856,900727,Nile_tilapia_wild_small_size_dorsal_muscle_fillet_skinless_raw,NA,NA,Oreochromis niloticus,Oreochromis niloticus,Finfish,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.0,NA,NA,7.971943,7.971943,60.0,NA,http://fishbase.sinica.edu.tw/summary/SpeciesSummary.php?id=2,0.01995,2.96,NA,Tilapias and other cichlids,NA,Nov-93,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5358,2,2,Oreochromis,niloticus,Nile tilapia,Pseudocrenilabrinae,benthopelagic,potamodromous,0,6,SL,NA,NA,NA,60.0,NA,NA,NA,4324.0,NA,40637,NA,NA,-1,1,0,-1,NA,4967,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Eckhoff K.M., Maage A. (1997). iodine content in fish and other food products from East Africa analyzed by ICP-MS. Journal of Food Composition and Analysis 10: 270-282","Eckhoff K.M., Maage A. (1997). iodine content in fish and other food products from East Africa analyzed by ICP-MS. Journal of Food Composition and Analysis 10: 270-282",fi118,856,900727,Nile_tilapia_wild_small_size_dorsal_muscle_fillet_skinless_raw,NA,NA,Oreochromis niloticus,Oreochromis niloticus,Finfish,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.0,NA,NA,7.971943,7.971943,60.0,NA,http://fishbase.sinica.edu.tw/summary/SpeciesSummary.php?id=2,0.01995,2.96,NA,Tilapias and other cichlids,NA,Nov-93,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5358,2,2,Oreochromis,niloticus,Nile tilapia,Pseudocrenilabrinae,benthopelagic,potamodromous,0,6,SL,NA,NA,NA,60.0,NA,NA,NA,4324.0,NA,40637,NA,NA,-1,1,0,-1,NA,4967,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Masa J., Ogwok P., Muyonga J.H., Kwetegyeka J., Makokha V., Ocen D. (2011). Fatty acid composition of muscle, liver and adipose tissue of freshwater fish from Lake Victoria, Uganda. J Aqua Food Prod Technol 20: 64-72","Masa J., Ogwok P., Muyonga J.H., Kwetegyeka J., Makokha V., Ocen D. (2011). Fatty acid composition of muscle, liver and adipose tissue of freshwater fish from Lake Victoria, Uganda. J Aqua Food Prod Technol 20: 64-72",fi28,857,900143,Nile_tilapia_wild_muscle_fillet_raw,NA,NA,Oreochromis niloticus,Oreochromis niloticus,Finfish,NA,NA,NA,5.23,0.9946839,1.47781608,0.17525383,0.64891283,NA,NA,NA,2.0,NA,NA,0.033333,-0.033333,60.0,NA,http://fishbase.sinica.edu.tw/summary/SpeciesSummary.php?id=2,0.01995,2.96,NA,Tilapias and other cichlids,NA,08-Feb,NA,NA,NA,mainly plants/detritus (troph. 2-2.19),5414,browsing on substrate,NA,2.0,NA,2.01999998092651,0.0,NA,NA,NA,NA,1,2,2,Oreochromis,niloticus,Nile tilapia,Pseudocrenilabrinae,benthopelagic,potamodromous,0,6,SL,NA,NA,NA,60.0,NA,NA,NA,4324.0,NA,40637,NA,NA,-1,NA,NA,-1,NA,4967,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Masa J., Ogwok P., Muyonga J.H., Kwetegyeka J., Makokha V., Ocen D. (2011). Fatty acid composition of muscle, liver and adipose tissue of freshwater fish from Lake Victoria, Uganda. J Aqua Food Prod Technol 20: 64-72","Masa J., Ogwok P., Muyonga J.H., Kwetegyeka J., Makokha V., Ocen D. (2011). Fatty acid composition of muscle, liver and adipose tissue of freshwater fish from Lake Victoria, Uganda. J Aqua Food Prod Technol 20: 64-72",fi28,857,900143,Nile_tilapia_wild_muscle_fillet_raw,NA,NA,Oreochromis niloticus,Oreochromis niloticus,Finfish,NA,NA,NA,5.23,0.9946839,1.47781608,0.17525383,0.64891283,NA,NA,NA,2.0,NA,NA,0.033333,-0.033333,60.0,NA,http://fishbase.sinica.edu.tw/summary/SpeciesSummary.php?id=2,0.01995,2.96,NA,Tilapias and other cichlids,NA,08-Feb,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5358,2,2,Oreochromis,niloticus,Nile tilapia,Pseudocrenilabrinae,benthopelagic,potamodromous,0,6,SL,NA,NA,NA,60.0,NA,NA,NA,4324.0,NA,40637,NA,NA,-1,1,0,-1,NA,4967,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Kwetegyeka J., Mpango G., Grahl-Nielsen O. (2008). Variation in fatty acid composition in muscle and heart tissues among species and populations of tropical fish in Lakes Victoria and Kyoga. Lipids 43: 1017-1029","Kwetegyeka J., Mpango G., Grahl-Nielsen O. (2008). Variation in fatty acid composition in muscle and heart tissues among species and populations of tropical fish in Lakes Victoria and Kyoga. Lipids 43: 1017-1029",fi23,858,900095,Nile_tilapia_wild_skinless_boneless_dorsal_muscle_raw,NA,NA,Oreochromis niloticus,Oreochromis niloticus,Finfish,NA,NA,NA,NA,0.11544,0.17168,0.02035,0.0714,NA,NA,NA,2.0,NA,NA,1.433393,1.433393,60.0,NA,http://fishbase.sinica.edu.tw/summary/SpeciesSummary.php?id=2,0.01995,2.96,NA,Tilapias and other cichlids,NA,05-Oct,NA,NA,NA,mainly plants/detritus (troph. 2-2.19),5414,browsing on substrate,NA,2.0,NA,2.01999998092651,0.0,NA,NA,NA,NA,1,2,2,Oreochromis,niloticus,Nile tilapia,Pseudocrenilabrinae,benthopelagic,potamodromous,0,6,SL,NA,NA,NA,60.0,NA,NA,NA,4324.0,NA,40637,NA,NA,-1,NA,NA,-1,NA,4967,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Kwetegyeka J., Mpango G., Grahl-Nielsen O. (2008). Variation in fatty acid composition in muscle and heart tissues among species and populations of tropical fish in Lakes Victoria and Kyoga. Lipids 43: 1017-1029","Kwetegyeka J., Mpango G., Grahl-Nielsen O. (2008). Variation in fatty acid composition in muscle and heart tissues among species and populations of tropical fish in Lakes Victoria and Kyoga. Lipids 43: 1017-1029",fi23,858,900095,Nile_tilapia_wild_skinless_boneless_dorsal_muscle_raw,NA,NA,Oreochromis niloticus,Oreochromis niloticus,Finfish,NA,NA,NA,NA,0.11544,0.17168,0.02035,0.0714,NA,NA,NA,2.0,NA,NA,1.433393,1.433393,60.0,NA,http://fishbase.sinica.edu.tw/summary/SpeciesSummary.php?id=2,0.01995,2.96,NA,Tilapias and other cichlids,NA,05-Oct,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5358,2,2,Oreochromis,niloticus,Nile tilapia,Pseudocrenilabrinae,benthopelagic,potamodromous,0,6,SL,NA,NA,NA,60.0,NA,NA,NA,4324.0,NA,40637,NA,NA,-1,1,0,-1,NA,4967,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Kwetegyeka J., Mpango G., Grahl-Nielsen O. (2008). Variation in fatty acid composition in muscle and heart tissues among species and populations of tropical fish in Lakes Victoria and Kyoga. Lipids 43: 1017-1029","Kwetegyeka J., Mpango G., Grahl-Nielsen O. (2008). Variation in fatty acid composition in muscle and heart tissues among species and populations of tropical fish in Lakes Victoria and Kyoga. Lipids 43: 1017-1029",fi23,859,900094,Nile_tilapia_wild_skinless_boneless_dorsal_muscle_raw,NA,NA,Oreochromis niloticus,Oreochromis niloticus,Finfish,NA,NA,NA,NA,0.0608,0.09082,0.00874,0.05846,NA,NA,NA,2.0,NA,NA,0.755775,-0.755775,60.0,NA,http://fishbase.sinica.edu.tw/summary/SpeciesSummary.php?id=2,0.01995,2.96,NA,Tilapias and other cichlids,NA,05-Nov,NA,NA,NA,mainly plants/detritus (troph. 2-2.19),5414,browsing on substrate,NA,2.0,NA,2.01999998092651,0.0,NA,NA,NA,NA,1,2,2,Oreochromis,niloticus,Nile tilapia,Pseudocrenilabrinae,benthopelagic,potamodromous,0,6,SL,NA,NA,NA,60.0,NA,NA,NA,4324.0,NA,40637,NA,NA,-1,NA,NA,-1,NA,4967,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Kwetegyeka J., Mpango G., Grahl-Nielsen O. (2008). Variation in fatty acid composition in muscle and heart tissues among species and populations of tropical fish in Lakes Victoria and Kyoga. Lipids 43: 1017-1029","Kwetegyeka J., Mpango G., Grahl-Nielsen O. (2008). Variation in fatty acid composition in muscle and heart tissues among species and populations of tropical fish in Lakes Victoria and Kyoga. Lipids 43: 1017-1029",fi23,859,900094,Nile_tilapia_wild_skinless_boneless_dorsal_muscle_raw,NA,NA,Oreochromis niloticus,Oreochromis niloticus,Finfish,NA,NA,NA,NA,0.0608,0.09082,0.00874,0.05846,NA,NA,NA,2.0,NA,NA,0.755775,-0.755775,60.0,NA,http://fishbase.sinica.edu.tw/summary/SpeciesSummary.php?id=2,0.01995,2.96,NA,Tilapias and other cichlids,NA,05-Nov,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5358,2,2,Oreochromis,niloticus,Nile tilapia,Pseudocrenilabrinae,benthopelagic,potamodromous,0,6,SL,NA,NA,NA,60.0,NA,NA,NA,4324.0,NA,40637,NA,NA,-1,1,0,-1,NA,4967,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Karakoltsidis P.A., Zotos A., Constantinides S.M. (1995). Composition of the commercially important mediterranean finfish, crustaceans, and molluscs. Journal of Food Composition and Analysis 8: 258-273","Karakoltsidis P.A., Zotos A., Constantinides S.M. (1995). Composition of the commercially important mediterranean finfish, crustaceans, and molluscs. Journal of Food Composition and Analysis 8: 258-273",fi80,860,900448,European_flat_oyster_wild_edible_flesh_raw,NA,NA,Ostrea edulis,NA NA,Molluscs,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39.019184,39.019184,20.0,NA,http://www.fao.org/fishery/culturedspecies/Ostrea_edulis/en,NA,NA,NA,Oysters,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Özogul Y., Özogul F. (2007). Fatty acid profiles of commercially important fish species from the Mediterranean, Aegean and Black Seas. Food Chemistry 100: 1634-1638","Özogul Y., Özogul F. (2007). Fatty acid profiles of commercially important fish species from the Mediterranean, Aegean and Black Seas. Food Chemistry 100: 1634-1638",fi66,861,900324,Pandora_wild_fillet_raw,NA,NA,Pagellus erythrinus,Pagellus erythrinus,Finfish,NA,NA,NA,1.67,0.42877833,0.4528352,0.074576297,0.30990909,NA,NA,NA,3.4,NA,NA,38.963745,38.963745,60.0,NA,http://fishbase.sinica.edu.tw/summary/SpeciesSummary.php?id=893,0.01047,3.03,NA,Miscellaneous coastal fishes,NA,NA,NA,NA,NA,mainly animals (troph. 2.8 and up),30424,hunting macrofauna (predator),NA,3.48,0.121,3.46,0.46,NA,NA,NA,NA,909,893,893,Pagellus,erythrinus,Common pandora,NA,benthopelagic,NA,NA,300,SL,NA,SL,NA,60.0,25.0,NA,4781,3240.0,NA,40637,NA,NA,0,NA,NA,0,NA,4781,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Özogul Y., Özogul F. (2007). Fatty acid profiles of commercially important fish species from the Mediterranean, Aegean and Black Seas. Food Chemistry 100: 1634-1638","Özogul Y., Özogul F. (2007). Fatty acid profiles of commercially important fish species from the Mediterranean, Aegean and Black Seas. Food Chemistry 100: 1634-1638",fi66,861,900324,Pandora_wild_fillet_raw,NA,NA,Pagellus erythrinus,Pagellus erythrinus,Finfish,NA,NA,NA,1.67,0.42877833,0.4528352,0.074576297,0.30990909,NA,NA,NA,3.4,NA,NA,38.963745,38.963745,60.0,NA,http://fishbase.sinica.edu.tw/summary/SpeciesSummary.php?id=893,0.01047,3.03,NA,Miscellaneous coastal fishes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5788,893,893,Pagellus,erythrinus,Common pandora,NA,benthopelagic,NA,NA,300,SL,NA,SL,NA,60.0,25.0,NA,4781,3240.0,NA,40637,NA,NA,0,1,0,0,NA,4781,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Karakoltsidis P.A., Zotos A., Constantinides S.M. (1995). Composition of the commercially important mediterranean finfish, crustaceans, and molluscs. Journal of Food Composition and Analysis 8: 258-273","Karakoltsidis P.A., Zotos A., Constantinides S.M. (1995). Composition of the commercially important mediterranean finfish, crustaceans, and molluscs. Journal of Food Composition and Analysis 8: 258-273",fi80,862,900429,Red_bream_wild_edible_flesh_raw,NA,NA,Pegellus centrodontus,NA NA,Finfish,NA,21.0,NA,2.0,NA,NA,NA,NA,NA,NA,NA,3.7,NA,NA,39.019184,39.019184,70.0,NA,http://fishbase.sinica.edu.tw/summary/SpeciesSummary.php?id=890,0.01202,3.04,NA,Miscellaneous coastal fishes,NA,Winter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Koubaa A., Abdelmouleh A., Bouain A., Mihoubi N.B. (2010). Experimental and statistical investigations of the global chemical composition of six trawling fish of the Gulf of Gabés (Mediterranean Sea). Journal of the Marine Biological Association of the United Kingdom. 1-7 (article in press).","Koubaa A., Abdelmouleh A., Bouain A., Mihoubi N.B. (2010). Experimental and statistical investigations of the global chemical composition of six trawling fish of the Gulf of Gabés (Mediterranean Sea). Journal of the Marine Biological Association of the United Kingdom. 1-7 (article in press).",fi102,863,900597,Common_pandora_wild_ventral_and_dorsal_muscle_flesh_raw,NA,NA,Pagellus erythrinus,Pagellus erythrinus,Finfish,NA,19.52,NA,3.18,NA,NA,NA,NA,NA,NA,NA,3.52,NA,NA,34.208024,34.208024,60.0,NA,NA,0.0206,3.0,NA,Miscellaneous coastal fishes,NA,Dec 2005-May 2006,NA,NA,NA,mainly animals (troph. 2.8 and up),30424,hunting macrofauna (predator),NA,3.48,0.121,3.46,0.46,NA,NA,NA,NA,909,893,893,Pagellus,erythrinus,Common pandora,NA,benthopelagic,NA,NA,300,SL,NA,SL,NA,60.0,25.0,NA,4781,3240.0,NA,40637,NA,NA,0,NA,NA,0,NA,4781,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Koubaa A., Abdelmouleh A., Bouain A., Mihoubi N.B. (2010). Experimental and statistical investigations of the global chemical composition of six trawling fish of the Gulf of Gabés (Mediterranean Sea). Journal of the Marine Biological Association of the United Kingdom. 1-7 (article in press).","Koubaa A., Abdelmouleh A., Bouain A., Mihoubi N.B. (2010). Experimental and statistical investigations of the global chemical composition of six trawling fish of the Gulf of Gabés (Mediterranean Sea). Journal of the Marine Biological Association of the United Kingdom. 1-7 (article in press).",fi102,863,900597,Common_pandora_wild_ventral_and_dorsal_muscle_flesh_raw,NA,NA,Pagellus erythrinus,Pagellus erythrinus,Finfish,NA,19.52,NA,3.18,NA,NA,NA,NA,NA,NA,NA,3.52,NA,NA,34.208024,34.208024,60.0,NA,NA,0.0206,3.0,NA,Miscellaneous coastal fishes,NA,Dec 2005-May 2006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5788,893,893,Pagellus,erythrinus,Common pandora,NA,benthopelagic,NA,NA,300,SL,NA,SL,NA,60.0,25.0,NA,4781,3240.0,NA,40637,NA,NA,0,1,0,0,NA,4781,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Karakoltsidis P.A., Zotos A., Constantinides S.M. (1995). Composition of the commercially important mediterranean finfish, crustaceans, and molluscs. Journal of Food Composition and Analysis 8: 258-273","Karakoltsidis P.A., Zotos A., Constantinides S.M. (1995). Composition of the commercially important mediterranean finfish, crustaceans, and molluscs. Journal of Food Composition and Analysis 8: 258-273",fi80,864,900420,Gilthead_seabream_wild_edible_flesh_raw,NA,NA,Chrysophrys auratus,NA NA,Finfish,NA,20.0,NA,3.0,NA,NA,NA,NA,NA,NA,NA,3.3,NA,NA,39.019184,39.019184,130.0,NA,NA,0.0447,2.792999983,NA,Miscellaneous coastal fishes,NA,Winter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
