seanuts_id2,Species,subgroup,food_name_clean,species_name,part
366,Bagrus docmak,finfish,Semutundu_wild_skinless_boneless_dorsal_muscle_raw,Bagrus docmak,muscle-skinless
370,Belone belone,finfish,Garfish_wild_edible_part_raw,Belone belone,muscle
381,Brosme brosme,finfish,Tusk_wild_skinless_fillet_raw,Brosme brosme,muscle-skinless
382,Brosme brosme,finfish,Tusk_wild_skinless_fillet_raw,Brosme brosme,muscle-skinless
388,Carassius carassius,finfish,Crucian_carp_wild_skinless_boneless_fillet_raw,Carassius carassius,muscle-skinless
121,Carassius carassius,finfish,Crucian_carp_wild_skinless_fillet_raw,Carassius carassius,muscle-skinless
126,Carassius carassius,finfish,Crucian_carp_wild_skinless_fillet_raw,Carassius carassius,muscle-skinless
389,Carcharhinus limbatus,finfish,Blacktip_shark_wild_fillet_along_dorsal_line_raw,Carcharhinus limbatus,muscle
391,Catostomus commersonii,finfish,White_sucker_wild_fillet_raw,Catostomus commersonii,muscle
408,Champsocephalus gunnari,finfish,Mackerel_icefish_wild_fillet_belly_flaps_removed_raw,Champsocephalus gunnari,muscle
80,Channa striata,finfish,Snakehead_murrel_wild_skin-on_raw,Channa striata,muscle
415,Channa striata,finfish,Snakehead_wild_boneless_skinless_fillet_raw,Channa striata,muscle-skinless
416,Channa striata,finfish,Snakehead_wild_boneless_skinless_fillet_raw,Channa striata,muscle-skinless
417,Channa striata,finfish,Snakehead_wild_boneless_skinless_fillet_raw,Channa striata,muscle-skinless
1980,Channa striata,finfish,Shol,Channa striatus,muscle
414,Channa striata,finfish,Striped_snake-head_fish_wild_muscle_fillet_raw,Channa striata,muscle
424,Chelon labrosus,finfish,Thicklip_grey_mullet_wild_fillet_raw,Chelon labrosus,muscle
431,Chondrostoma nasus,finfish,Nase_wild_skinless_boneless_fillet_raw,Chondrostoma nasus,muscle-skinless
127,Chondrostoma nasus,finfish,Nase_wild_skinless_fillet_raw,Chondrostoma nasus,muscle-skinless
132,Chondrostoma nasus,finfish,Nase_wild_skinless_fillet_raw,Chondrostoma nasus,muscle-skinless
435,Clarias gariepinus,finfish,African_catfish_wild_skinless_boneless_dorsal_muscle_raw,Clarias gariepinus,muscle-skinless
436,Clarias gariepinus,finfish,African_catfish_wild_skinless_boneless_dorsal_muscle_raw,Clarias gariepinus,muscle-skinless
437,Clarias gariepinus,finfish,Catfish_B_wild_muscle_fillet_raw,Clarias gariepinus,muscle
438,Clarias gariepinus,finfish,North_African_catfish_wild_muscle_tissue_raw,Clarias gariepinus,muscle
434,Clarias gariepinus,finfish,African_catfish_wild_fillet_raw,Clarias gariepinus,muscle
450,Clupea harengus,finfish,Herring_wild_skinless_fillet_raw,Clupea harengus,muscle-skinless
451,Clupea harengus,finfish,Herring_wild_skinless_fillet_raw,Clupea harengus,muscle-skinless
219,Coregonus albula,finfish,Vendace_wild_dorsal_muscle_raw,Coregonus albula,muscle
229,Coregonus albula,finfish,Vendace_wild_dorsal_muscle_raw,Coregonus albula,muscle
462,Coregonus albula,finfish,Vendace_wild_skin-on_fillet_raw,Coregonus albula,muscle
463,Coregonus albula,finfish,Vendace_wild_skin-on_fillet_raw,Coregonus albula,muscle
464,Coregonus albula,finfish,Vendace_wild_skin-on_fillet_raw,Coregonus albula,muscle
465,Coregonus albula,finfish,Vendace_wild_skin-on_fillet_raw,Coregonus albula,muscle
466,Coregonus albula,finfish,Vendace_wild_skin-on_fillet_raw,Coregonus albula,muscle
467,Coregonus albula,finfish,Vendace_wild_skin-on_fillet_raw,Coregonus albula,muscle
468,Coregonus albula,finfish,Vendace_wild_skin-on_fillet_raw,Coregonus albula,muscle
161,Coregonus lavaretus,finfish,Whitefish_wild_skinless_fillets_raw,Coregonus lavaretus,muscle-skinless
164,Coregonus lavaretus,finfish,Whitefish_wild_skinless_fillets_raw,Coregonus lavaretus,muscle-skinless
175,Coregonus lavaretus,finfish,Whitefish_wild_skinless_fillets_raw,Coregonus lavaretus,muscle-skinless
489,Cyclopterus lumpus,finfish,Lumpsucker_wild_male_fillet_raw,Cyclopterus lumpus,muscle
490,Cyclopterus lumpus,finfish,Lumpsucker_wild_male_fillet_raw,Cyclopterus lumpus,muscle
491,Cyclopterus lumpus,finfish,Lumpsucker_wild_male_fillet_raw,Cyclopterus lumpus,muscle
267,Cyclopterus lumpus,finfish,Lumpsucker_wild_male_fillet_raw,Cyclopterus lumpus,muscle
492,Cynoglossus arel,finfish,Large-scale_tongue_sole_wild_fillet_raw,Cynoglossus arel,muscle
507,Cyprinus carpio,finfish,Common_carp_wild_edible_flesh_raw,Cyprinus carpio,muscle
508,Cyprinus carpio,finfish,Common_carp_wild_muscle_tissue_raw,Cyprinus carpio,muscle
1986,Cyprinus carpio,finfish,Common Carp,Cyprinus carpio,muscle
509,Cyprinus carpio,finfish,Carp_wild_skinless_boneless_fillet_raw,Cyprinus carpio,muscle-skinless
85,Cyprinus carpio,finfish,Carp_wild_skinless_fillet_raw,Cyprinus carpio,muscle-skinless
135,Cyprinus carpio,finfish,Carp_wild_skinless_fillet_raw,Cyprinus carpio,muscle-skinless
188,Cyprinus carpio,finfish,Common_carp_wild_edible_flesh_raw,Cyprinus carpio,muscle
506,Cyprinus carpio,finfish,Common_carp_wild_boneless_fillet_raw,Cyprinus carpio,muscle
515,Decapterus punctatus,finfish,Round_scad_wild_fillet_frozen,Decapterus punctatus,muscle
516,Decapterus punctatus,finfish,Round_scad_wild_fillet_frozen,Decapterus punctatus,muscle
517,Dentex dentex,finfish,Common_dentex_wild_fillet_raw,Dentex dentex,muscle
522,Dicentrarchus labrax,finfish,Sea_bass_wild_skinless_fillet_raw,Dicentrarchus labrax,muscle-skinless
523,Dicentrarchus labrax,finfish,Sea_bass_wild_skinless_fillet_raw,Dicentrarchus labrax,muscle-skinless
524,Dicentrarchus labrax,finfish,Sea_bass_wild_skinless_fillet_raw,Dicentrarchus labrax,muscle-skinless
525,Dicentrarchus labrax,finfish,Sea_bass_wild_skinless_fillet_raw,Dicentrarchus labrax,muscle-skinless
520,Dicentrarchus labrax,finfish,Sea_bass_wild_fillet_raw,Dicentrarchus labrax,muscle
521,Dicentrarchus labrax,finfish,Seabass/Bass_wild_edible_flesh_raw,Dicentrarchus labrax,muscle
526,Diplodus annularis,finfish,Annular_seabream_wild_fillet_raw,Diplodus annularis,muscle
546,Engraulis encrasicolus,finfish,Anchovy_wild_edible_part_raw,Engraulis encrasicolus,muscle
550,Engraulis encrasicolus,finfish,Anchovy_wild_edible_flesh_raw,Engraulis encrasicolus,muscle
551,Engraulis encrasicolus,finfish,Anchovy_wild_skin-on_fillet_raw,Engraulis encrasicolus,muscle
552,Engraulis encrasicolus,finfish,Anchovy_wild_skin-on_fillet_raw,Engraulis encrasicolus,muscle
547,Engraulis encrasicolus,finfish,Anchovy_wild_edible_flesh_raw,Engraulis encrasicolus,muscle
548,Engraulis encrasicolus,finfish,Anchovy_wild_edible_flesh_raw,Engraulis encrasicolus,muscle
549,Engraulis encrasicolus,finfish,Anchovy_wild_edible_flesh_raw,Engraulis encrasicolus,muscle
553,Epinephelus aeneus,finfish,White_grouper_wild_dorsal_muscle_fillet_skin-on_raw,Epinephelus aeneus,muscle
554,Epinephelus aeneus,finfish,White_grouper_wild_dorsal_muscle_fillet_skin-on_raw,Epinephelus aeneus,muscle
555,Epinephelus aeneus,finfish,White_grouper_wild_dorsal_muscle_fillet_skin-on_raw,Epinephelus aeneus,muscle
556,Epinephelus aeneus,finfish,White_grouper_wild_dorsal_muscle_fillet_skin-on_raw,Epinephelus aeneus,muscle
557,Epinephelus aeneus,finfish,White_grouper_wild_dorsal_muscle_fillet_skin-on_raw,Epinephelus aeneus,muscle
558,Epinephelus aeneus,finfish,White_grouper_wild_dorsal_muscle_fillet_skin-on_raw,Epinephelus aeneus,muscle
559,Epinephelus coioides,finfish,Orange-spotted_grouper_wild_fillet_raw,Epinephelus coioides,muscle
265,Esox lucius,finfish,Pike_wild_female_flesh_raw,Esox lucius,muscle
271,Esox lucius,finfish,Pike_wild_female_flesh_raw,Esox lucius,muscle
569,Esox lucius,finfish,Northern_pike_wild_fillet_raw,Esox lucius,muscle
2014,Esox lucius,finfish,Pike,Esox lucius,muscle
236,Esox lucius,finfish,Pike_wild_dorsal_muscle_raw,Esox lucius,muscle
248,Esox lucius,finfish,Pike_wild_dorsal_muscle_raw,Esox lucius,muscle
249,Esox lucius,finfish,Pike_wild_dorsal_muscle_raw,Esox lucius,muscle
568,Esox lucius,finfish,Pike_wild_skinless_fillet_raw,Esox lucius,muscle-skinless
570,Esox lucius,finfish,Pike_wild_skinless_fillet_raw,Esox lucius,muscle-skinless
571,Esox lucius,finfish,Pike_wild_skinless_fillet_raw,Esox lucius,muscle-skinless
572,Esox lucius,finfish,Pike_wild_skinless_fillet_raw,Esox lucius,muscle-skinless
573,Esox lucius,finfish,Pike_wild_skinless_fillet_raw,Esox lucius,muscle-skinless
574,Esox lucius,finfish,Pike_wild_skinless_fillet_raw,Esox lucius,muscle-skinless
592,Eutrigla gurnardus,finfish,Grey_gurnard_wild_skinless_fillet_raw,Eutrigla gurnardus,muscle-skinless
593,Eutrigla gurnardus,finfish,Grey_gurnard_wild_skinless_fillet_raw,Eutrigla gurnardus,muscle-skinless
594,Eutrigla gurnardus,finfish,Grey_gurnard_wild_skinless_fillet_raw,Eutrigla gurnardus,muscle-skinless
595,Eutrigla gurnardus,finfish,Grey_gurnard_wild_skinless_fillet_raw,Eutrigla gurnardus,muscle-skinless
600,Gadus macrocephalus,finfish,Pacific_cod_wild_fillets_raw,Gadus macrocephalus,muscle
599,Gadus macrocephalus,finfish,Pacific_cod_wild_fillet_raw,Gadus macrocephalus,muscle
221,Gadus macrocephalus,finfish,Pacific_cod_wild_fillet_raw,Gadus macrocephalus,muscle
241,Gadus macrocephalus,finfish,Pacific_cod_wild_fillet_raw,Gadus macrocephalus,muscle
246,Gadus macrocephalus,finfish,Pacific_cod_wild_fillet_raw,Gadus macrocephalus,muscle
601,Gadus morhua,finfish,Cod_wild_skinless_fillet_frozen,Gadus morhua,muscle-skinless
602,Gadus morhua,finfish,Atlantic_cod_wild_fillet_raw,Gadus morhua,muscle
607,Gadus morhua,finfish,Atlantic_cod_wild_fillet_raw,Gadus morhua,muscle
608,Gadus morhua,finfish,Atlantic_cod_wild_fillet_raw,Gadus morhua,muscle
263,Gadus morhua,finfish,Atlantic_cod_wild_fillet_raw,Gadus morhua,muscle
610,Gadus morhua,finfish,Cod_wild_skinless_fillet_raw,Gadus morhua,muscle-skinless
611,Gadus morhua,finfish,Cod_wild_skinless_fillet_raw,Gadus morhua,muscle-skinless
612,Gadus morhua,finfish,Cod_wild_skinless_fillet_raw,Gadus morhua,muscle-skinless
616,Helicolenus dactylopterus,finfish,Blackbelly_rosefish_wild_fillet_raw,Helicolenus dactylopterus,muscle
1972,Heteropneustes fossilis,finfish,Shing,Heteropneustes fossilis,muscle
620,Heteropneustes fossilis,finfish,Stinging_catfish_wild_edible_portion_raw,Heteropneustes fossilis,muscle
623,Hippoglossus hippoglossus,finfish,Atlantic_halibut_wild_ventral_white_fillet_skinless_boneless_visible_fat_removed_raw,Hippoglossus hippoglossus,muscle-skinless
622,Hippoglossus hippoglossus,finfish,Atlantic_halibut_wild_fillet_without_visible_fat_raw,Hippoglossus hippoglossus,muscle
625,Huso huso,finfish,Sturgeon_wild_caudal_meat_raw,Huso huso,muscle
627,Hyperoglyphe antarctica,finfish,Blue-nose_warehou_wild_skinless_fillet_frozen,Hyperoglyphe antarctica,muscle-skinless
628,Hypomesus pretiosus,finfish,Surf_smelt_marine_waters_wild_whole_fish_raw,Hypomesus pretiosus,whole
630,Ictalurus punctatus,finfish,Channel_catfish_wild_fillet_raw,Ictalurus punctatus,muscle
631,Ictalurus punctatus,finfish,Channel_catfish_wild_fillet_raw,Ictalurus punctatus,muscle
232,Isurus oxyrinchus,finfish,Short-finned_mako_shark_wild_white_muscle_flesh_caudal_end_skinless_boneless_raw,Isurus oxyrinchus,muscle-skinless
253,Lamna nasus,finfish,Porbeagle_shark_wild_white_muscle_flesh_caudal_end_skinless_boneless_raw,Lamna nasus,muscle-skinless
651,Lates calcarifer,finfish,Asian_seabass_wild_skinless_fillet_frozen,Lates calcarifer,muscle-skinless
649,Lates calcarifer,finfish,Giant_seaperch_wild_fillet_raw,Lates calcarifer,muscle
650,Lates calcarifer,finfish,Giant_seaperch_wild_muscle_fillet_raw,Lates calcarifer,muscle
652,Lates niloticus,finfish,Nile_perch_wild_skinless_boneless_dorsal_muscle_raw,Lates niloticus,muscle-skinless
653,Lates niloticus,finfish,Nile_perch_wild_skinless_boneless_dorsal_muscle_raw,Lates niloticus,muscle-skinless
654,Lates niloticus,finfish,Nile_perch_wild_skinless_boneless_dorsal_muscle_raw,Lates niloticus,muscle-skinless
655,Lates niloticus,finfish,Nile_perch_wild_muscle_fillet_raw,Lates niloticus,muscle
658,Lepidorhombus whiffiagonis,finfish,Megrim_wild_skinless_fillet_raw,Lepidorhombus whiffiagonis,muscle-skinless
659,Lepidorhombus whiffiagonis,finfish,Megrim_wild_skinless_fillet_raw,Lepidorhombus whiffiagonis,muscle-skinless
662,Leuciscus idus,finfish,Ide_wild_skinless_boneless_fillet_raw,Leuciscus idus,muscle-skinless
112,Leuciscus idus,finfish,Ide_wild_skinless_fillet_raw,Leuciscus idus,muscle-skinless
113,Leuciscus idus,finfish,Ide_wild_skinless_fillet_raw,Leuciscus idus,muscle-skinless
663,Limanda aspera,finfish,Sole_frozen_wild_skinless_fillet_frozen,Limanda aspera,muscle-skinless
668,Lithognathus mormyrus,finfish,Striped_seabream_wild_fillet_raw,Lithognathus mormyrus,muscle
666,Lithognathus mormyrus,finfish,Striped_bream_wild_edible_flesh_raw,Lithognathus mormyrus,muscle
667,Lithognathus mormyrus,finfish,Sand_steenbras_wild_ventral_and_dorsal_muscle_flesh_raw,Lithognathus mormyrus,muscle
685,Lophius budegassa,finfish,Black-bellied_angler_wild_fillet_raw,Lophius budegassa,muscle
2009,Lophius piscatorius,finfish,angler fish,Lophius piscatorius,muscle
686,Lophius piscatorius,finfish,Anglerfish_wild_skinless_fillet_raw,Lophius piscatorius,muscle-skinless
687,Lophius piscatorius,finfish,Anglerfish_wild_skinless_fillet_raw,Lophius piscatorius,muscle-skinless
688,Lota lota,finfish,Burbot_wild_fillet_raw,Lota lota,muscle
238,Lota lota,finfish,Burbot_wild_dorsal_muscle_raw,Lota lota,muscle
694,Macrodon ancylodon,finfish,Kink_weakfish_wild_fillet_raw,Macrodon ancylodon,muscle
698,Macrourus berglax,finfish,Roughhead_grenadier_wild_dorsal_muscle_raw,Macrourus berglax,muscle
709,Mallotus villosus,finfish,Capelin_wild_whole_fish_raw,Mallotus villosus,whole
715,Melanogrammus aeglefinus,finfish,Haddock_wild_fillet_raw,Melanogrammus aeglefinus,muscle
716,Melanogrammus aeglefinus,finfish,Haddock_wild_fillet_raw,Melanogrammus aeglefinus,muscle
717,Melanogrammus aeglefinus,finfish,Haddock_wild_fillet_raw,Melanogrammus aeglefinus,muscle
268,Melanogrammus aeglefinus,finfish,Haddock_wild_fillet_raw,Melanogrammus aeglefinus,muscle
713,Melanogrammus aeglefinus,finfish,Haddock_wild_skinless_fillet_raw,Melanogrammus aeglefinus,muscle-skinless
714,Melanogrammus aeglefinus,finfish,Haddock_wild_skinless_fillet_raw,Melanogrammus aeglefinus,muscle-skinless
721,Merlangius merlangus,finfish,Whiting_wild_edible_flesh_raw,Merlangius merlangus,muscle
722,Merlangius merlangus,finfish,Whiting_wild_skinless_fillet_raw,Merlangius merlangus,muscle-skinless
723,Merlangius merlangus,finfish,Whiting_wild_skinless_fillet_raw,Merlangius merlangus,muscle-skinless
724,Merluccius hubbsi,finfish,Atlantic_hake_wild_female_skinless_dorsal_muscle_subdermal_fat_removed_raw,Merluccius hubbsi,muscle-skinless
725,Merluccius hubbsi,finfish,Atlantic_hake_wild_female_skinless_dorsal_muscle_subdermal_fat_removed_raw,Merluccius hubbsi,muscle-skinless
726,Merluccius hubbsi,finfish,Atlantic_hake_wild_female_skinless_dorsal_muscle_subdermal_fat_removed_raw,Merluccius hubbsi,muscle-skinless
727,Merluccius hubbsi,finfish,Atlantic_hake_wild_female_skinless_dorsal_muscle_subdermal_fat_removed_raw,Merluccius hubbsi,muscle-skinless
728,Merluccius hubbsi,finfish,Atlantic_hake_wild_female_skinless_dorsal_muscle_subdermal_fat_removed_raw,Merluccius hubbsi,muscle-skinless
732,Merluccius merluccius,finfish,Hake_wild_skinless_muscle_tissue_raw,Merluccius merluccius,muscle-skinless
735,Merluccius merluccius,finfish,European_hake_wild_fillet_raw,Merluccius merluccius,muscle
2008,Merluccius merluccius,finfish,european hake,Merluccius merluccius,muscle
729,Merluccius merluccius,finfish,European_hake_wild_edible_flesh_raw,Merluccius merluccius,muscle
730,Merluccius merluccius,finfish,European_hake_wild_edible_flesh_raw,Merluccius merluccius,muscle
731,Merluccius merluccius,finfish,European_hake_wild_edible_flesh_raw,Merluccius merluccius,muscle
733,Merluccius merluccius,finfish,European_hake_wild_skinless_fillet_raw,Merluccius merluccius,muscle-skinless
736,Merluccius merluccius,finfish,European_hake_wild_skinless_fillet_raw,Merluccius merluccius,muscle-skinless
738,Merluccius productus,finfish,Pacific_hake_wild_skinless_fillet_raw,Merluccius productus,muscle-skinless
737,Merluccius productus,finfish,Pacific_hake_wild_fillet_raw,Merluccius productus,muscle
250,Merluccius productus,finfish,Pacific_whiting_wild_fillet_raw,Merluccius productus,muscle
258,Merluccius productus,finfish,Pacific_whiting_wild_fillet_raw,Merluccius productus,muscle
746,Micromesistius poutassou,finfish,Blue_whiting_wild_skinless_fillet_raw,Micromesistius poutassou,muscle-skinless
747,Micromesistius poutassou,finfish,Blue_whiting_wild_skinless_fillet_raw,Micromesistius poutassou,muscle-skinless
745,Micropogonias furnieri,finfish,White_croaker_wild_fillet_raw,Micropogonias furnieri,muscle
748,Microstomus kitt,finfish,Lemon_sole_wild_skinless_fillet_raw,Microstomus kitt,muscle-skinless
749,Microstomus kitt,finfish,Lemon_sole_wild_skinless_fillet_raw,Microstomus kitt,muscle-skinless
750,Microstomus kitt,finfish,Lemon_sole_wild_skinless_fillet_raw,Microstomus kitt,muscle-skinless
751,Microstomus kitt,finfish,Lemon_sole_wild_skinless_fillet_raw,Microstomus kitt,muscle-skinless
753,Microstomus pacificus,finfish,Dover_sole_wild_boneless_skinless_fillet_raw,Microstomus pacificus,muscle-skinless
752,Microstomus pacificus,finfish,Dover_sole_wild_fillet_raw,Microstomus pacificus,muscle
196,Microstomus pacificus,finfish,Dover_sole_wild_fillet_raw,Microstomus pacificus,muscle
235,Microstomus pacificus,finfish,Dover_sole_wild_fillet_raw,Microstomus pacificus,muscle
239,Microstomus pacificus,finfish,Dover_sole_wild_fillet_raw,Microstomus pacificus,muscle
754,Molva dypterygia,finfish,Blue_ling_wild_skinless_fillet_raw,Molva dypterygia,muscle-skinless
755,Molva dypterygia,finfish,Blue_ling_wild_skinless_fillet_raw,Molva dypterygia,muscle-skinless
756,Molva molva,finfish,Ling_wild_skinless_fillet_raw,Molva molva,muscle-skinless
757,Molva molva,finfish,Ling_wild_skinless_fillet_raw,Molva molva,muscle-skinless
772,Mugil cephalus,finfish,Flathead_mullet_wild_fillet_raw,Mugil cephalus,muscle
773,Mugil cephalus,finfish,Mullet_wild_fillet_raw,Mugil cephalus,muscle
774,Mugil cephalus,finfish,Grey_mullet_wild_edible_flesh_raw,Mugil cephalus,muscle
769,Mugil cephalus,finfish,Grey_mullet_wild_edible_flesh_raw,Mugil cephalus,muscle
770,Mugil cephalus,finfish,Grey_mullet_wild_edible_flesh_raw,Mugil cephalus,muscle
771,Mugil cephalus,finfish,Grey_mullet_wild_edible_flesh_raw,Mugil cephalus,muscle
785,Mullus surmuletus,finfish,Surmullet_wild_ventral_and_dorsal_muscle_flesh_raw,Mullus surmuletus,muscle
786,Mustelus lenticulatus,finfish,Rig_wild_skinless_fillet_frozen,Mustelus lenticulatus,muscle-skinless
797,Nemipterus japonicus,finfish,Japanese_threadfin_bream_wild_fillet_raw,Nemipterus japonicus,muscle
812,Notothenia neglecta,finfish,Rock_perch_adult_fish_muscle_flesh_middle_portion_raw,Notothenia neglecta,muscle
811,Notothenia neglecta,finfish,Yellowbelly_rockcod_wild_fillet_belly_flaps_removed_raw,Notothenia neglecta,muscle
813,Oblada melanura,finfish,Saddled_bream_wild_edible_flesh_raw,Oblada melanura,muscle
821,Odax pullus,finfish,Butterfish_wild_female_skinless_fillet_frozen,Odax pullus,muscle-skinless
823,Oncorhynchus gorbuscha,finfish,Pink_salmon_marine_waters_wild_skinless_fillet_raw,Oncorhynchus gorbuscha,muscle-skinless
822,Oncorhynchus gorbuscha,finfish,Humpback_salmon_wild_skinless_dorsal_muscle_fillet_frozen,Oncorhynchus gorbuscha,muscle-skinless
824,Oncorhynchus kisutch,finfish,Coho_salmon_wild_skinless_fillet_raw,Oncorhynchus kisutch,muscle-skinless
825,Oncorhynchus kisutch,finfish,Coho_salmon_wild_skinless_fillet_raw,Oncorhynchus kisutch,muscle-skinless
830,Oncorhynchus tshawytscha,finfish,Chinook_salmon_wild_boneless_skinless_fillet_raw,Oncorhynchus tshawytscha,muscle-skinless
829,Oncorhynchus tshawytscha,finfish,Chinook_salmon_wild_fillet_raw,Oncorhynchus tshawytscha,muscle
831,Ophiodon elongatus,finfish,Ling_cod_wild_fillet_raw,Ophiodon elongatus,muscle
832,Opisthonema oglinum,finfish,Atlantic_thread_herring_adult_fish_muscle_flesh_middle_portion_raw,Opisthonema oglinum,muscle
836,Oreochromis macrochir,finfish,Longfin_tilapia_wild_white_dorsal_muscle_flesh_skin_and_boneless_raw,Oreochromis macrochir,muscle
837,Oreochromis macrochir,finfish,Longfin_tilapia_wild_white_dorsal_muscle_flesh_skin_and_boneless_raw,Oreochromis macrochir,muscle
838,Oreochromis macrochir,finfish,Longfin_tilapia_wild_white_dorsal_muscle_flesh_skin_and_boneless_raw,Oreochromis macrochir,muscle
855,Oreochromis niloticus,finfish,Nile_tilapia_wild_skinless_boneless_dorsal_muscle_raw,Oreochromis niloticus,muscle-skinless
857,Oreochromis niloticus,finfish,Nile_tilapia_wild_muscle_fillet_raw,Oreochromis niloticus,muscle
858,Oreochromis niloticus,finfish,Nile_tilapia_wild_skinless_boneless_dorsal_muscle_raw,Oreochromis niloticus,muscle-skinless
859,Oreochromis niloticus,finfish,Nile_tilapia_wild_skinless_boneless_dorsal_muscle_raw,Oreochromis niloticus,muscle-skinless
1992,Oreochromis niloticus,finfish,Tilapia,Oreochromis niloticus,muscle
1993,Oreochromis niloticus,finfish,Majhari Tilapia,Oreochromis niloticus (juvenile),muscle
15,Oreochromis niloticus,finfish,Nile_tilapia_wild_skin-on_fillet_incl._bones_raw,Oreochromis niloticus,muscle
839,Oreochromis niloticus,finfish,Nile_Tilapia_wild_muscle_fillet_raw,Oreochromis niloticus,muscle
842,Oreochromis niloticus,finfish,Nile_tilapia_wild_white_dorsal_muscle_flesh_skin_and_boneless_raw,Oreochromis niloticus,muscle
843,Oreochromis niloticus,finfish,Nile_tilapia_wild_white_dorsal_muscle_flesh_skin_and_boneless_raw,Oreochromis niloticus,muscle
853,Oreochromis niloticus,finfish,Nile_tilapia_wild_white_dorsal_muscle_flesh_skin_and_boneless_raw,Oreochromis niloticus,muscle
86,Pagellus bogaraveo,finfish,Blackspot_seabream_wild_tail_white_muscle_fillet_raw,Pagellus bogaraveo,muscle
93,Pagellus bogaraveo,finfish,Blackspot_seabream_wild_ventral_white_muscle_fillet_raw,Pagellus bogaraveo,muscle
158,Pagellus bogaraveo,finfish,Blackspot_seabream_wild_dorsal_white_muscle_fillet_raw,Pagellus bogaraveo,muscle
861,Pagellus erythrinus,finfish,Pandora_wild_fillet_raw,Pagellus erythrinus,muscle
863,Pagellus erythrinus,finfish,Common_pandora_wild_ventral_and_dorsal_muscle_flesh_raw,Pagellus erythrinus,muscle
867,Pagrus pagrus,finfish,Red_porgy_wild_muscle_flesh_frozen,Pagrus pagrus,muscle
868,Pagrus pagrus,finfish,Red_porgy_wild_muscle_flesh_raw,Pagrus pagrus,muscle
948,Parophrys vetulus,finfish,English_sole_wild_fillet_raw,Parophrys vetulus,muscle
1130,Pegusa lascaris,finfish,Sand_sole_wild_fillet_raw,Pegusa lascaris,muscle
66,Perca fluviatilis,finfish,European_perch_wild_skinless_fillet_raw,Perca fluviatilis,muscle-skinless
102,Perca fluviatilis,finfish,European_perch_wild_skinless_fillet_raw,Perca fluviatilis,muscle-skinless
147,Perca fluviatilis,finfish,European_perch_wild_skinless_fillet_raw,Perca fluviatilis,muscle-skinless
920,Perca fluviatilis,finfish,Eurasian_perch_wild_muscle_fillet_raw,Perca fluviatilis,muscle
921,Perca fluviatilis,finfish,Eurasian_perch_wild_muscle_fillet_raw,Perca fluviatilis,muscle
922,Perca fluviatilis,finfish,Eurasian_perch_wild_muscle_fillet_raw,Perca fluviatilis,muscle
