food_item_id,subgroup,country_region,type,isscaap,x3_alpha,food_name_in_own_language,food_name_in_english,processing,scientific_name,asfis_english_name,asfis_scientific_name,season,other,n,comments_on_data_processing_methods,publication_year,biblioid,compiler,latest_revision_in_version,fat_g,fatce_g,fat_g_2,fapu_g,faun_g,xfa_internal_use,facid_g,fapun3_g,fapun6_g,f20d5n3_g,f22d6n3_g,asfis_scientific_name_fishbase_swap
0901309,Finfish,Unknown (samples from Istanbul local fish market),NA,37,HOM,NA,"Horse mackerel, muscle fillet, raw",r,Trachurus trachurus,Atlantic horse mackerel,Trachurus trachurus,NA,NA,1,NA,2010,fi3,DR,1.0,14.46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Trachurus trachurus
0901339,Finfish,"Brazil (samples from fish markets in Maring‡, Paran‡, Brazil)",NA,13,MDI,Barbado,"Flatwhiskered catfish, wild, skinless, boneless fillets, raw",r,Pinirampus pinirampu,Flatwhiskered catfish,Pinirampus pinirampu,NA,NA,NA,"FA not specified - summed up, entered as <FAUN>; FAME converted using ShF and XFA",1995,fi17,DR,1.0,19.75,NA,NA,2.434994117,1.088821354,0.925759494,NA,1.920210939,NA,0.284944427,0.682588052,Pinirampus pirinampu
0901340,Finfish,"Brazil (samples from fish markets in Maring‡, Paran‡, Brazil)",NA,11,FCP,Carpa,"Common carp, wild, skinless, boneless fillets, raw",r,Cyprinus carpio,Common carp,Cyprinus carpio,NA,NA,NA,"FA not specified - summed up, entered as <FAUN>; FAME converted using ShF and XFA",1995,fi17,DR,1.0,1.19,NA,NA,0.193524426,0.05159029,0.812831933,NA,0.034947303,NA,NA,0.014040524,Cyprinus carpio
0901341,Finfish,"Brazil (samples from fish markets in Maring‡, Paran‡, Brazil)",NA,13,NA,Cascudo abacaxi,"wild, skinless, boneless fillets, raw",r,Megaloancistrus aculeatus,NA,Loricariidae,NA,NA,NA,"FA not specified - summed up, entered as <FAUN>; FAME converted using ShF and XFA",1995,fi17,DR,1.0,0.7,NA,NA,0.095246142,0.080512829,0.728714286,NA,0.022009598,NA,NA,0.022009598,Megalancistrus parananus
0901342,Finfish,"Brazil (samples from fish markets in Maring‡, Paran‡, Brazil)",NA,13,DPG,Cascudo cachorro,"Granulated catfish, wild, skinless, boneless fillets, raw",r,Pterodoras granulosus,Granulated catfish,Pterodoras granulosus,NA,NA,NA,"FA not specified - summed up, entered as <FAUN>; FAME converted using ShF and XFA",1995,fi17,DR,1.0,3.18,NA,NA,0.769844736,0.167957514,0.888031447,NA,0.521163219,NA,NA,0.327263527,Pterodoras granulosus
0901343,Finfish,"Brazil (samples from fish markets in Maring‡, Paran‡, Brazil)",NA,33,LGQ,Corvina,"South American silver croaker, wild, skinless, boneless fillets, raw",r,Plagioscion squamosissimus,South American silver croaker,Plagioscion squamosissimus,NA,NA,NA,"FA not specified - summed up, entered as <FAUN>; FAME converted using ShF and XFA",1995,fi17,DR,1.0,0.69,NA,NA,0.137415222,0.072413725,0.725753623,NA,0.11096738,NA,0.058739117,0.052228263,Plagioscion squamosissimus
0901344,Finfish,"Brazil (samples from fish markets in Maring‡, Paran‡, Brazil)",NA,13,PLL,Curimba,"Streaked prochilod, wild, skinless, boneless fillets, raw",r,Prochilodus lineatus,Streaked prochilod,Prochilodus lineatus,NA,NA,NA,"FA not specified - summed up, entered as <FAUN>; FAME converted using ShF and XFA",1995,fi17,DR,1.0,3.68,NA,NA,0.665252263,0.080756324,0.894141304,NA,0.439538324,NA,0.040009546,0.188807397,Prochilodus lineatus
0901345,Finfish,"Brazil (samples from fish markets in Maring‡, Paran‡, Brazil)",NA,13,SXU,Dourado,"Dorado, wild, skinless, boneless fillets, raw",r,Salminus maxillosus,Dorado,Salminus maxillosus,NA,NA,NA,"FA not specified - summed up, entered as <FAUN>; FAME converted using ShF and XFA",1995,fi17,DR,1.0,0.88,NA,NA,0.210679363,0.019336201,0.7705,NA,0.150188424,NA,0.032706129,0.048411624,Salminus brasiliensis
0901346,Finfish,"Brazil (samples from fish markets in Maring‡, Paran‡, Brazil)",NA,13,HBY,Jurupoca,"wild, skinless, boneless fillets, raw",r,Hemisorubim plathyrhinchos,NA,Hemisorubim platyrhynchos,NA,NA,NA,"FA not specified - summed up, entered as <FAUN>; FAME converted using ShF and XFA",1995,fi17,DR,1.0,2.98,NA,NA,1.177107287,5.23207e-4,0.885013423,NA,0.599180809,NA,NA,0.397990409,Hemisorubim platyrhynchos
0901347,Finfish,"Brazil (samples from fish markets in Maring‡, Paran‡, Brazil)",NA,13,MDM,Mandi,"wild, skinless, boneless fillets, raw",r,Pimelodus maculatus,NA,NA,NA,NA,NA,"FA not specified - summed up, entered as <FAUN>; FAME converted using ShF and XFA",1995,fi17,DR,1.0,5.5,NA,NA,0.535059107,0.144215734,0.907,NA,0.317790424,NA,NA,0.09556534,Pimelodus maculatus
0901348,Finfish,"Brazil (samples from fish markets in Maring‡, Paran‡, Brazil)",NA,13,CSO,Pacu,"Pirapatinga, wild, skinless, boneless fillets, raw",r,Colossoma mitrei,Pacu,Piaractus mesopotamicus,NA,NA,NA,"FA not specified - summed up, entered as <FAUN>; FAME converted using ShF and XFA",1995,fi17,DR,1.0,18.31,NA,NA,1.268049784,0.232599371,0.92519006,NA,0.235237848,NA,0.235237848,NA,Piaractus mesopotamicus
0901349,Finfish,"Brazil (samples from fish markets in Maring‡, Paran‡, Brazil)",NA,13,NA,Piapara,"wild, skinless, boneless fillets, raw",r,Leporinus elongatus,NA,Anostomidae,NA,NA,NA,"FA not specified - summed up, entered as <FAUN>; FAME converted using ShF and XFA",1995,fi17,DR,1.0,9.17,NA,NA,0.579684018,0.622176813,0.917405671,NA,0.179210197,NA,NA,0.081477796,Leporinus elongatus
0901350,Finfish,"Brazil (samples from fish markets in Maring‡, Paran‡, Brazil)",NA,13,LPD,Piau,"wild, skinless, boneless fillets, raw",r,Leporinus friderici,NA,Leporinus friderici,NA,NA,NA,"FA not specified - summed up, entered as <FAUN>; FAME converted using ShF and XFA",1995,fi17,DR,1.0,2.6,NA,NA,0.393191803,0.212253783,0.878,NA,0.282024508,NA,0.031878146,0.103566489,Leporinus friderici
0901351,Finfish,"Brazil (samples from fish markets in Maring‡, Paran‡, Brazil)",NA,13,UDC,Pintado,"Spotted sorubim, wild, skinless, boneless fillets, raw",r,Pseudoplatystoma corruscans,Spotted sorubim,Pseudoplatystoma corruscans,NA,NA,NA,"FA not specified - summed up, entered as <FAUN>; FAME converted using ShF and XFA",1995,fi17,DR,1.0,1.27,NA,NA,0.216323536,0.13251249,0.820401575,NA,0.157269241,NA,0.045230278,0.079957398,Pseudoplatystoma corruscans
0901352,Finfish,"Brazil (samples from fish markets in Maring‡, Paran‡, Brazil)",NA,13,NA,Piranha,"wild, skinless, boneless fillets, raw",r,Serrasalmus marginatus,NA,Characidae,NA,NA,NA,"FA not specified - summed up, entered as <FAUN>; FAME converted using ShF and XFA",1995,fi17,DR,1.0,0.7,NA,NA,0.111982434,0.049890147,0.728714286,NA,0.075447027,NA,0.005896797,0.018318792,Serrasalmus marginatus
0901353,Finfish,"Brazil (samples from fish markets in Maring‡, Paran‡, Brazil)",NA,12,TLN,Til‡pia,"Nile tilapia, wild, skinless, boneless fillets, raw",r,Oreochromis niloticus,Nile tilapia,Oreochromis niloticus,NA,NA,NA,"FA not specified - summed up, entered as <FAUN>; FAME converted using ShF and XFA",1995,fi17,DR,1.0,2.86,NA,NA,0.414154932,0.021579539,0.883,NA,0.122074404,NA,0.050246702,0.023938598,Oreochromis niloticus
0901354,Finfish,"Brazil (samples from fish markets in Maring‡, Paran‡, Brazil)",NA,13,NA,Tra’ra,"wild, skinless, boneless fillets, raw",r,Hoplias malabaricus,NA,Erythrinidae,NA,NA,NA,"FA not specified - summed up, entered as <FAUN>; FAME converted using ShF and XFA",1995,fi17,DR,1.0,0.27,NA,NA,0.025279762,0.036980393,0.40337037,NA,0.019340532,NA,0.00661606,0.007100303,Hoplias malabaricus
0901355,Finfish,"Brazil (samples from fish markets in Maring‡, Paran‡, Brazil)",NA,23,TRO,Truta,"wild, skinless, boneless fillets, raw",r,Salmus sp.,Trouts nei,Salmo spp,NA,NA,NA,"FA not specified - summed up, entered as <FAUN>; FAME converted using ShF and XFA",1995,fi17,DR,1.0,6.42,NA,NA,1.730275662,0.300141497,0.910725857,NA,1.666810953,NA,0.098050685,0.691720662,Salmus sp.
0901367,Finfish,"Sri Lanka, Ibbagamuwa, Bathalagoda tank",NA,12,TLM,NA,"Tilapia, wild, boneless flesh, raw",r,Oreochromis mossambicus,Mozambique tilapia,Oreochromis mossambicus,NA,"mean length and weight of fish: 11.4cm, 59.2g",NA,NA,1996,fi24,DR,1.0,2.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Oreochromis mossambicus
0901368,Finfish,"Sri Lanka, Nikaweratiya, Magala tank",NA,13,FSS,Lulla (Sinhala)/Viral (Tamil),"Snakehead, wild, boneless flesh, raw",r,Ophicephalus striatus,Striped snakehead,Channa striata,NA,"mean length and weight of fish: 24.6cm, 112.0g",NA,NA,1996,fi24,DR,1.0,1.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Channa striata
0901369,Finfish,"Sri Lanka, Ibbagamuwa, Bathalagoda tank",NA,13,GOU,Weligouva (Sinhal)/Uluvai (Tamil),"Goby, wild, boneless flesh, raw",r,Glossogobius giurias,Tank goby,Glossogobius giurias,NA,"mean length and weight of fish: 18.0cm, 37.2g",NA,NA,1996,fi24,DR,1.0,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Glossogobius giuris
0901370,Finfish,Unknown (samples obtained from local fish market in Adana),NA,33,GPW,NA,"Waker, muscle tissue, raw",r,Epinephelus aeneus,Waker,Epinephelus aeneus,NA,NA,NA,FA converted using XFA,2007,fi34,DR,1.0,2.14,NA,NA,0.46711224,0.23355612,0.86617757,NA,0.41891812,0.040408916,0.078408126,0.26692128,Epinephelus aeneus
0901371,Finfish,Unknown (samples obtained from local fish market in Adana),NA,34,GUU,NA,"Tub gurned, muscle tissue, raw",r,Trigla lucerna,Tub gurnard,Chelidonichthys lucerna,NA,NA,NA,FA converted using XFA,2007,fi34,DR,1.0,1.59,NA,NA,0.36594831,0.17962298,0.843062893,NA,0.34718173,0.014611123,0.073189662,0.2278799,Chelidonichthys lucerna
0901372,Finfish,Unknown (samples obtained from local fish market in Adana),NA,32,WHG,NA,"Whitting, muscle tissue, raw",r,Merlangius merlangus,Whiting,Merlangius merlangus,NA,NA,NA,FA converted using XFA,2007,fi34,DR,1.0,1.2,NA,NA,0.3867336,0.1142622,0.813833333,NA,0.3623186,0.02109456,0.06181878,0.2754012,Merlangius merlangus
0901373,Finfish,Unknown (samples obtained from local fish market in Adana),NA,37,MAC,NA,"Mackerel, muscle tissue, raw",r,Scomber scombrus,Atlantic mackerel,Scomber scombrus,NA,NA,NA,FA converted using XFA,2007,fi34,DR,1.0,1.16,NA,NA,0.45273296,0.10895648,0.809724138,NA,0.40952608,0.03851048,0.044521872,0.33062656,Scomber scombrus
0901374,Finfish,Unknown (samples obtained from local fish market in Adana),NA,37,BLU,NA,"Blue fish, muscle tissue, raw",r,Pomatomus saltator,Bluefish,Pomatomus saltatrix,NA,NA,NA,FA converted using XFA; FAPUN6 calculated (sum of individual FA n-6),2007,fi34,DR,1.0,1.01,NA,NA,0.37008979,0.08632764,0.791415842,NA,0.35330386,0.01487,0.034770855,0.28855813,Pomatomus saltatrix
0901375,Finfish,Unknown (samples obtained from local fish market in Adana),NA,33,SBG,NA,"Sea bream, muscle tissue, raw",r,Sparus auratus,Gilthead seabream,Sparus aurata,NA,NA,NA,FA converted using XFA,2007,fi34,DR,1.0,12.4,NA,NA,3.942039,1.371144,0.921467742,NA,2.9936644,0.9312353,0.77355374,1.9881588,Sparus aurata
0901376,Finfish,Unknown (samples obtained from local fish market in Adana),NA,33,BSS,NA,"Sea bass, muscle tissue, raw",r,Dicentrarchus labrax,European seabass,Dicentrarchus labrax,NA,NA,NA,FA converted using XFA,2007,fi34,DR,1.0,3.02,NA,NA,1.05114138,0.27548998,0.885649007,NA,0.64726772,0.38515104,0.187761132,0.39317502,Dicentrarchus labrax
0901377,Finfish,Unknown (samples obtained from local fish market in Adana),NA,33,SRI,NA,"Marbled spinefoot, muscle tissue, raw",r,Siganus rivulatus,Marbled spinefoot,Siganus rivulatus,NA,NA,NA,FA converted using XFA,2007,fi34,DR,1.0,1.21,NA,NA,0.28099005,0.1577488,0.814818182,NA,0.24253878,0.036676596,0.042690769,0.11535381,Siganus rivulatus
0901392,Finfish,Unknown,NA,11,FCP,NA,"Carp, muscle tissue, raw",r,Cyprinus carpio,Common carp,Cyprinus carpio,Jun-Jul 1995,"mature, female fish; weight: 3500g",1,NA,2008,fi41,DR,1.0,NA,8.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,Cyprinus carpio
0901393,Finfish,Unknown,NA,11,BIC,NA,"Bighead carp, muscle tissue, raw",r,Aristichthys nobilis,Bighead carp,Hypophthalmichthys nobilis,Jun-Jul 1995,"mature, female fish; weight: 7000g",1,NA,2008,fi41,DR,1.0,NA,10.26,NA,NA,NA,NA,NA,NA,NA,NA,NA,Hypophthalmichthys nobilis
0901394,Finfish,Unknown,NA,13,FPI,NA,"Pike, muscle tissue, raw",r,Esox lucius,Northern pike,Esox lucius,Mar-Apr 1995,"mature, female fish; weight: 1500g",1,NA,2008,fi41,DR,1.0,NA,6.34,NA,NA,NA,NA,NA,NA,NA,NA,NA,Esox lucius
0901395,Finfish,New Zealand,W,38,CAH,NA,"Elephant fish, wild, skinless fillet, frozen",r,NA,"Elephantfishes, etc. nei",(Callorhinchidae),Jan 1985,"mean length and weight of fish: 67cm, 2407g",1,NA,1985,fi42,DR,1.0,1.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Callorhinchus capensis
0901398,Finfish,Unknown,NA,11,FCY,Shir-bot,"Barb, fillet, raw",r,Barbus grypsus,NA,Cyprinidae,NA,NA,NA,PRO-/FAT- (analyzed according to AOAC 2000),2008,fi44,DR,1.0,NA,NA,1.5,NA,NA,NA,NA,NA,NA,NA,NA,Barbus grypus
0901399,Finfish,Unknown,NA,11,FCY,Berzem,"Barb, fillet, raw",r,Barbus barbilus,NA,Cyprinidae,NA,NA,NA,PRO-/FAT- (analyzed according to AOAC 2000),2008,fi44,DR,1.0,NA,NA,6.1,NA,NA,NA,NA,NA,NA,NA,NA,Barbus grypus
0901400,Finfish,Unknown,NA,11,FCP,Capoor,"Common carp, fillet, raw",r,Cyprinus carpio,Common carp,Cyprinus carpio,NA,NA,NA,PRO-/FAT- (analyzed according to AOAC 2000),2008,fi44,DR,1.0,NA,NA,8.9,NA,NA,NA,NA,NA,NA,NA,NA,Cyprinus carpio
0901401,Finfish,Unknown,NA,23,TRS,Ghezel-ala,"Sea trout, fillet, raw",r,Salmo trutta,Sea trout,Salmo trutta,NA,NA,NA,PRO-/FAT- (analyzed according to AOAC 2000),2008,fi44,DR,1.0,NA,NA,4.6,NA,NA,NA,NA,NA,NA,NA,NA,Salmo trutta
0901402,Finfish,Unknown,NA,35,ANE,NA,"Anchovy, skinless fillet, raw",r,Engraulis encrasicolus,European anchovy,Engraulis encrasicolus,NA,NA,1,"FA: tr means under the LOQ (0.1 g/100 g total lipids); FAPUN3 and FAPUN6 calc. (sum of individual FA n-3, n-6); Scientific names of species taken from: Sirot V, Guerin T, Volatier J.-L., Leblanc J.-C. (2008). Dieteary exposure and biomarkers of arsenic in consumers of fish and shellfish from France. Science of the Total Environment 407:1875-1885.",2008,fi45,DR,1.0,7.51,NA,NA,3.923,NA,NA,NA,3.241,0.682,0.701,1.365,Engraulis encrasicolus
0901403,Finfish,Unknown,NA,32,COD,NA,"Cod, skinless fillet, raw/frozen",r,Gadus morhua,Atlantic cod,Gadus morhua,NA,NA,4,"FA: tr means under the LOQ (0.1 g/100 g total lipids); FAPUN3 and FAPUN6 calc. (sum of individual FA n-3, n-6); Scientific names of species taken from: Sirot V, Guerin T, Volatier J.-L., Leblanc J.-C. (2008). Dieteary exposure and biomarkers of arsenic in",2008,fi45,DR,1.0,0.3,NA,NA,0.121,NA,NA,NA,0.112,0.008,0.028,0.075,Gadus morhua
0901404,Finfish,Unknown,NA,22,ELE,NA,"Eel, skinless fillet, raw",r,Anguilla anguilla,European eel,Anguilla anguilla,NA,NA,1,"FA: tr means under the LOQ (0.1 g/100 g total lipids); FAPUN3 and FAPUN6 calc. (sum of individual FA n-3, n-6); Scientific names of species taken from: Sirot V, Guerin T, Volatier J.-L., Leblanc J.-C. (2008). Dieteary exposure and biomarkers of arsenic in",2008,fi45,DR,1.0,20.4,NA,NA,3.205,NA,NA,NA,1.881,1.284,0.432,0.716,Anguilla anguilla
0901405,Finfish,Unknown,NA,34,ORY,NA,"Emperor, skinless fillet, raw/frozen",r,Hoplostethus atlanticus,Orange roughy,Hoplostethus atlanticus,NA,NA,3,"FA: tr means under the LOQ (0.1 g/100 g total lipids); FAPUN3 and FAPUN6 calc. (sum of individual FA n-3, n-6); Scientific names of species taken from: Sirot V, Guerin T, Volatier J.-L., Leblanc J.-C. (2008). Dieteary exposure and biomarkers of arsenic in",2008,fi45,DR,1.0,5.78,NA,NA,2.141,NA,NA,NA,1.939,0.2,0.471,0.742,Hoplostethus atlanticus
0901406,Finfish,Unknown,NA,23,RNG,NA,"Grenadier, skinless fillet, raw/frozen",r,Coryphaenoides rupestris,Roundnose grenadier,Coryphaenoides rupestris,NA,NA,4,"FA: tr means under the LOQ (0.1 g/100 g total lipids); FAPUN3 and FAPUN6 calc. (sum of individual FA n-3, n-6); Scientific names of species taken from: Sirot V, Guerin T, Volatier J.-L., Leblanc J.-C. (2008). Dieteary exposure and biomarkers of arsenic in",2008,fi45,DR,1.0,0.44,NA,NA,0.168,NA,NA,NA,0.159,0.007,0.041,0.078,Coryphaenoides rupestris
0901407,Finfish,Unknown,NA,32,HAD,NA,"Haddock, skinless fillet, raw",r,Melanogrammus aeglefinus,Haddock,Melanogrammus aeglefinus,NA,NA,2,"FA: tr means under the LOQ (0.1 g/100 g total lipids); FAPUN3 and FAPUN6 calc. (sum of individual FA n-3, n-6); Scientific names of species taken from: Sirot V, Guerin T, Volatier J.-L., Leblanc J.-C. (2008). Dieteary exposure and biomarkers of arsenic in",2008,fi45,DR,1.0,0.25,NA,NA,0.094,NA,NA,NA,0.085,0.01,0.018,0.06,Melanogrammus aeglefinus
0901408,Finfish,Unknown,NA,32,HKE,NA,"Hake, skinless fillet, raw/frozen",r,Merluccius merluccius,European hake,Merluccius merluccius,NA,NA,4,"FA: tr means under the LOQ (0.1 g/100 g total lipids); FAPUN3 and FAPUN6 calc. (sum of individual FA n-3, n-6); Scientific names of species taken from: Sirot V, Guerin T, Volatier J.-L., Leblanc J.-C. (2008). Dieteary exposure and biomarkers of arsenic in",2008,fi45,DR,1.0,0.59,NA,NA,0.193,NA,NA,NA,0.18,0.014,0.028,0.123,Merluccius merluccius
0901409,Finfish,Unknown,NA,34,JOD,NA,"John dory, skinless fillet, raw/frozen",r,Zeus faber,John dory,Zeus faber,NA,NA,2,"FA: tr means under the LOQ (0.1 g/100 g total lipids); FAPUN3 and FAPUN6 calc. (sum of individual FA n-3, n-6); Scientific names of species taken from: Sirot V, Guerin T, Volatier J.-L., Leblanc J.-C. (2008). Dieteary exposure and biomarkers of arsenic in",2008,fi45,DR,1.0,0.59,NA,NA,0.217,NA,NA,NA,0.203,0.012,0.032,0.156,Zeus faber
0901410,Finfish,Unknown,NA,37,MAC,NA,"Mackerel, skinless fillet, raw/frozen",r,Scomber scombrus,Atlantic mackerel,Scomber scombrus,NA,NA,4,"FA: tr means under the LOQ (0.1 g/100 g total lipids); FAPUN3 and FAPUN6 calc. (sum of individual FA n-3, n-6); Scientific names of species taken from: Sirot V, Guerin T, Volatier J.-L., Leblanc J.-C. (2008). Dieteary exposure and biomarkers of arsenic in",2008,fi45,DR,1.0,7.07,NA,NA,2.845,NA,NA,NA,2.585,0.259,0.662,1.404,Scomber scombrus
0901411,Finfish,Unknown,NA,32,POL,NA,"Pollack, skinless fillet, raw",r,Pollachius pollachius,Pollack,Pollachius pollachius,NA,NA,3,"FA: tr means under the LOQ (0.1 g/100 g total lipids); FAPUN3 and FAPUN6 calc. (sum of individual FA n-3, n-6); Scientific names of species taken from: Sirot V, Guerin T, Volatier J.-L., Leblanc J.-C. (2008). Dieteary exposure and biomarkers of arsenic in",2008,fi45,DR,1.0,0.27,NA,NA,0.103,NA,NA,NA,0.096,0.005,0.015,0.076,Pollachius pollachius
0901412,Finfish,Unknown,NA,32,POK,NA,"Saithe, skinless fillet, raw/frozen",r,Pollachius virens,Saithe,Pollachius virens,NA,NA,4,"FA: tr means under the LOQ (0.1 g/100 g total lipids); FAPUN3 and FAPUN6 calc. (sum of individual FA n-3, n-6); Scientific names of species taken from: Sirot V, Guerin T, Volatier J.-L., Leblanc J.-C. (2008). Dieteary exposure and biomarkers of arsenic in",2008,fi45,DR,1.0,1.04,NA,NA,0.391,NA,NA,NA,0.262,0.127,0.071,0.173,Pollachius virens
0901413,Finfish,Unknown,NA,23,SAL,NA,"Salmon, skinless fillet, raw/frozen",r,Salmo salar,Atlantic salmon,Salmo salar,NA,NA,4,"FA: tr means under the LOQ (0.1 g/100 g total lipids); FAPUN3 and FAPUN6 calc. (sum of individual FA n-3, n-6); Scientific names of species taken from: Sirot V, Guerin T, Volatier J.-L., Leblanc J.-C. (2008). Dieteary exposure and biomarkers of arsenic in",2008,fi45,DR,1.0,13.5,NA,NA,5.146,NA,NA,NA,4.471,0.671,1.112,2.164,Salmo salar
0901414,Finfish,Unknown,NA,35,PIL,NA,"Sardine, skin-on fillet, raw",r,Sardina pilchardus,European pilchard,Sardina pilchardus,NA,NA,4,"FA: tr means under the LOQ (0.1 g/100 g total lipids); FAPUN3 and FAPUN6 calc. (sum of individual FA n-3, n-6); Scientific names of species taken from: Sirot V, Guerin T, Volatier J.-L., Leblanc J.-C. (2008). Dieteary exposure and biomarkers of arsenic in",2008,fi45,DR,1.0,5.72,NA,NA,2.407,NA,NA,NA,2.271,0.13,0.638,1.269,Sardina pilchardus
0901415,Finfish,Unknown,NA,33,BSS,NA,"Seabass, skinless fillet, raw/frozen",r,Dicentrarchus labrax,European seabass,Dicentrarchus labrax,NA,NA,4,"FA: tr means under the LOQ (0.1 g/100 g total lipids); FAPUN3 and FAPUN6 calc. (sum of individual FA n-3, n-6); Scientific names of species taken from: Sirot V, Guerin T, Volatier J.-L., Leblanc J.-C. (2008). Dieteary exposure and biomarkers of arsenic in",2008,fi45,DR,1.0,2.99,NA,NA,1.221,NA,NA,NA,1.091,0.123,0.357,0.617,Dicentrarchus labrax
0901416,Finfish,Unknown,NA,31,SOL,NA,"Sole, skinless fillet, raw",r,Solea solea,Common sole,Solea solea,NA,NA,4,"FA: tr means under the LOQ (0.1 g/100 g total lipids); FAPUN3 and FAPUN6 calc. (sum of individual FA n-3, n-6); Scientific names of species taken from: Sirot V, Guerin T, Volatier J.-L., Leblanc J.-C. (2008). Dieteary exposure and biomarkers of arsenic in",2008,fi45,DR,1.0,0.4,NA,NA,0.128,NA,NA,NA,0.109,0.019,0.014,0.072,Solea solea
0901417,Finfish,Unknown,NA,36,SWO,NA,"Swordfish, skinless fillet, raw/frozen",r,Xiphias gladius,Swordfish,Xiphias gladius,NA,NA,4,"FA: tr means under the LOQ (0.1 g/100 g total lipids); FAPUN3 and FAPUN6 calc. (sum of individual FA n-3, n-6); Scientific names of species taken from: Sirot V, Guerin T, Volatier J.-L., Leblanc J.-C. (2008). Dieteary exposure and biomarkers of arsenic in",2008,fi45,DR,1.0,12.4,NA,NA,4.331,NA,NA,NA,3.764,0.541,1.265,1.75,Xiphias gladius
0901418,Finfish,Unknown,NA,36,BFT,NA,"Tuna, skinless fillet, raw/frozen",r,Thunnus thynnus,Atlantic bluefin tuna,Thunnus thynnus,NA,NA,4,"FA: tr means under the LOQ (0.1 g/100 g total lipids); FAPUN3 and FAPUN6 calc. (sum of individual FA n-3, n-6); Scientific names of species taken from: Sirot V, Guerin T, Volatier J.-L., Leblanc J.-C. (2008). Dieteary exposure and biomarkers of arsenic in",2008,fi45,DR,1.0,0.73,NA,NA,0.211,NA,NA,NA,0.18,0.031,0.035,0.131,Thunnus thynnus
0901419,Finfish,Unknown,NA,34,ANF,NA,"Angler fish, skinless fillet, raw/frozen",r,Lophius piscatorius/Lophius budegassa,Anglerfishes nei,Lophiidae,NA,NA,4,"MON/ANK; FA: tr means under the LOQ (0.1 g/100 g total lipids); FAPUN3 and FAPUN6 calc. (sum of individual FA n-3/n-6); Scientific names of species taken from: Sirot V, Guerin T, Volatier J.-L., Leblanc J.-C. (2008). Dieteary exposure and biomarkers of arsenic in consumers of fish and shellfish from France. Science of the Total Environment 407:1875-1885.",2008,fi45,DR,1.0,0.21,NA,NA,0.071,NA,NA,NA,0.066,0.007,0.026,0.037,Lophius piscatorius
0901420,Finfish,Unknown,NA,38,SCL,NA,"Catshark, skinless fillet, raw",r,Scyliorhinus canicula/Scyliorhinus stellaris,"Catsharks, nursehounds nei",Scyliorhinus spp,NA,NA,4,"SYC/SYT; FA: tr means under the LOQ (0.1 g/100 g total lipids); FAPUN3 and FAPUN6 calc. (sum of individual FA n-3/n-6); Scientific names of species taken from: Sirot V, Guerin T, Volatier J.-L., Leblanc J.-C. (2008). Dieteary exposure and biomarkers of arsenic in consumers of fish and shellfish from France. Science of the Total Environment 407:1875-1885.",2008,fi45,DR,1.0,0.55,NA,NA,0.219,NA,NA,NA,0.195,0.024,0.113,0.066,Scyliorhinus canicula
0901421,Finfish,Unknown,NA,31,PLZ,NA,"Dab, raw, skinless fillet, raw/frozen",r,Limanda limanda/Microstomus kitt,Righteye flounders nei,Pleuronectidae,NA,NA,4,"DAB/LEM; FA: tr means under the LOQ (0.1 g/100 g total lipids); FAPUN3 and FAPUN6 calc. (sum of individual FA n-3/n-6); Scientific names of species taken from: Sirot V, Guerin T, Volatier J.-L., Leblanc J.-C. (2008). Dieteary exposure and biomarkers of arsenic in consumers of fish and shellfish from France. Science of the Total Environment 407:1875-1885.",2008,fi45,DR,1.0,0.72,NA,NA,0.281,NA,NA,NA,0.251,0.031,0.084,0.131,Limanda limanda
0901422,Finfish,Unknown,NA,33,MUX,NA,"Goatfish, skinless fillet, raw/frozen",r,Mullus barbattus/Mullus surmuletus,Surmullets(=Red mullets) nei,Mullus spp,NA,NA,2,"MUT/MUR; FA: tr means under the LOQ (0.1 g/100 g total lipids); FAPUN3 and FAPUN6 calc. (sum of individual FA n-3/n-6); Scientific names of species taken from: Sirot V, Guerin T, Volatier J.-L., Leblanc J.-C. (2008). Dieteary exposure and biomarkers of arsenic in consumers of fish and shellfish from France. Science of the Total Environment 407:1875-1885.",2008,fi45,DR,1.0,3.75,NA,NA,1.295,NA,NA,NA,1.148,0.148,0.348,0.669,Mullus surmuletus
0901423,Finfish,Unknown,NA,34,GUX,NA,"Gurnard, skinless fillet, raw/frozen",r,Trigla lucerna/Eurtigla gurnardus/Aspitrigla cuculus,"Gurnards, searobins nei",Triglidae,NA,NA,3,"GUG/GUR; FA: tr means under the LOQ (0.1 g/100 g total lipids); FAPUN3 and FAPUN6 calc. (sum of individual FA n-3/n-6); Scientific names of species taken from: Sirot V, Guerin T, Volatier J.-L., Leblanc J.-C. (2008). Dieteary exposure and biomarkers of arsenic in consumers of fish and shellfish from France. Science of the Total Environment 407:1875-1885.",2008,fi45,DR,1.0,0.73,NA,NA,0.054,NA,NA,NA,0.046,0.01,0.043,0.003,Chelidonichthys lucerna
