seanuts_id2,species_name,subgroup,log_concentration,log_length,bulk_trophic_level,feeding_mode,feeding_level,reference,abs_lat,nutrient,species1
218,Aphanopus carbo,finfish,-1.4490211910281956,4.700480365792417,4.48,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),"Bandarra N.M., Batista I., Nunes M.L. (2009). Chemical composition and nutritional value of raw and cooked black scabbardfish (Aphanopus carbo). Scientia Marina 73(S2): 105-113",38.444217,fapun_all_g,Aphanopus carbo
234,Aphanopus carbo,finfish,-1.5691531021714764,4.700480365792417,4.48,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),"Bandarra N.M., Batista I., Nunes M.L. (2009). Chemical composition and nutritional value of raw and cooked black scabbardfish (Aphanopus carbo). Scientia Marina 73(S2): 105-113",38.444217,fapun_all_g,Aphanopus carbo
327,Ariomma bondi,finfish,1.0140874286404173,3.4011973816621555,3.5,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),"Jahncke M.L.,Gooch J.A. (1997). Sensory and chemical characteristics of selected Gulf of Mexico coastal herring species. Journal of Food Science 62(3): 626-631",25.304304,fapun_all_g,Ariomma bondi
328,Ariomma bondi,finfish,0.8856381861131776,3.4011973816621555,3.5,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),"Jahncke M.L.,Gooch J.A. (1997). Sensory and chemical characteristics of selected Gulf of Mexico coastal herring species. Journal of Food Science 62(3): 626-631",25.304304,fapun_all_g,Ariomma bondi
353,Atheresthes stomias,finfish,-0.15857829576838112,4.23410650459726,4.010000229,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),"Oliveira A.C.M., Bechtel P.J. (2005). Lipid analysis of fillets from giant grenadier (Albatrossia pectoralis), arrow-tooth flounder (Atheresthes stomias), pacivic cod (Gadus macrocephalus) and walleye pollock (Theragra chalcogramma). Journal of Muscle Foods 17:20-33",57.79,fapun_all_g,Atheresthes stomias
354,Atherina boyeri,finfish,0.4047802870050448,2.995732273553991,3.22,hunting macrofauna (predator),plants/detritus+animals (troph. 2.2-2.79),"Bouriga N., Selmi S., Faure E., Trabelsi M. (2010). Biochemical composition of three Tunisian silverside (fish) populations caught in open sea, lagoon and island coasts. African Journal of Biotechnology 9(26): 4114-4119",37.266667,fapun_all_g,Atherina boyeri
1557,Atherina boyeri,finfish,-1.0483347740101514,2.995732273553991,3.22,hunting macrofauna (predator),plants/detritus+animals (troph. 2.2-2.79),"Kalogeropoulos N., Andrikopoulos N.K., Hassapidou M. (2004). Dietary evalutation of Mediterranean fish and molluscs pan-fried in virgin olive oil. Journal of the Science of Food and Agriculture 84:1750-1758",39.074208,fapun_all_g,Atherina boyeri
364,Bagrus docmak,finfish,0.8661287972577184,4.844187086458591,4.08,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),"Masa J., Ogwok P., Muyonga J.H., Kwetegyeka J., Makokha V., Ocen D. (2011). Fatty acid composition of muscle, liver and adipose tissue of freshwater fish from Lake Victoria, Uganda. J Aqua Food Prod Technol 20: 64-72",0.033333,fapun_all_g,Bagrus docmak
365,Bagrus docmak,finfish,-2.0402208285265546,4.844187086458591,4.08,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),"Kwetegyeka J., Mpango G., Grahl-Nielsen O. (2008). Variation in fatty acid composition in muscle and heart tissues among species and populations of tropical fish in Lakes Victoria and Kyoga. Lipids 43: 1017-1029",0.755775,fapun_all_g,Bagrus docmak
366,Bagrus docmak,finfish,-2.0365353206693784,4.844187086458591,4.08,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),"Kwetegyeka J., Mpango G., Grahl-Nielsen O. (2008). Variation in fatty acid composition in muscle and heart tissues among species and populations of tropical fish in Lakes Victoria and Kyoga. Lipids 43: 1017-1029",1.504705,fapun_all_g,Bagrus docmak
368,Balistes capriscus,finfish,-2.29496495016902,4.034240638152395,3.45,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),"Özogul Y., Özogul F., Cicek E., Polat A., Kuley E. (2009). Fat content and fatty acid composition of 34 marine water fish species from the Mediterranean Sea. International Journal of Food Science and Nutrition 60(6): 464-475",37.370157,fapun_all_g,Balistes capriscus
370,Belone belone,finfish,1.2995265684611887,4.48863636973214,4.5,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),"Güner S., Dincer B., Alemdag N., Colak A., Tüfekci M. (1998). Proximate composition and selected mineral content of commercially important fish species from the Black Sea. J Sci Food Agri 78: 337-342",42.163403,fapun_all_g,Belone belone
375,Boops boops,finfish,-0.11136964547921986,3.4011973816621555,3.11,selective plankton feeding,mainly animals (troph. 2.8 and up),"Özogul Y., Özogul F. (2007). Fatty acid profiles of commercially important fish species from the Mediterranean, Aegean and Black Seas. Food Chemistry 100: 1634-1638",38.963745,fapun_all_g,Boops boops
376,Boops boops,finfish,-1.566885256372847,3.4011973816621555,3.11,selective plankton feeding,mainly animals (troph. 2.8 and up),"Karakoltsidis P.A., Zotos A., Constantinides S.M. (1995). Composition of the commercially important mediterranean finfish, crustaceans, and molluscs. Journal of Food Composition and Analysis 8: 258-273",39.019184,fapun_all_g,Boops boops
1559,Boops boops,finfish,-1.4065574376065304,3.4011973816621555,3.11,selective plankton feeding,mainly animals (troph. 2.8 and up),"Kalogeropoulos N., Andrikopoulos N.K., Hassapidou M. (2004). Dietary evalutation of Mediterranean fish and molluscs pan-fried in virgin olive oil. Journal of the Science of Food and Agriculture 84:1750-1758",39.074208,fapun_all_g,Boops boops
377,Bothus podas,finfish,-1.8580758193674987,3.8066624897703196,3.369999886,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),"Özogul Y., Özogul F., Cicek E., Polat A., Kuley E. (2009). Fat content and fatty acid composition of 34 marine water fish species from the Mediterranean Sea. International Journal of Food Science and Nutrition 60(6): 464-475",37.370157,fapun_all_g,Bothus podas
386,Caranx crysos,finfish,0.7438312777245429,4.248495242049359,3.63,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),"Özogul Y., Özogul F., Cicek E., Polat A., Kuley E. (2009). Fat content and fatty acid composition of 34 marine water fish species from the Mediterranean Sea. International Journal of Food Science and Nutrition 60(6): 464-475",37.370157,fapun_all_g,Caranx crysos
1370,Caranx crysos,finfish,-1.319271428689399,4.248495242049359,3.63,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),"Castro-González M.I., Ojeda A., Silncio J.L., Cassis L., Ledesma H., Pérez-Gil F. (2004). Perfil lipídico de 25 pescados marinos mexicanos con especial énfasis en sus ácidos grasos n-3 como components nutracéuticos. Archivos Latinoamericanos de Nutricíon 54(3): 328-336",19.432608,fapun_all_g,Caranx crysos
389,Carcharhinus limbatus,finfish,-2.0402208285265546,5.420534999272286,4.46,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),"Lytle J.S., Lytle T.F. (1994). Fatty acid and cholesterol content of sharks and rays. Journal of Food Composition and Analysis 7: 110-118",25.304304,fapun_all_g,Carcharhinus limbatus
392,Centrophorus squamosus,finfish,-0.8584328917176066,5.099866427824199,4.4,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),"Økland H.M.W., Stoknes I.S., Remme J.F., Kjerstad M., Synnes M. (2005). Proximate composition, fatty acid and lipid class composition of the muscle from deep-sea teleosts and elasmobranchs. Comp Biochem Physiolog B 140: 437-443",57.596278,fapun_all_g,Centrophorus squamosus
393,Centroscyllium fabricii,finfish,-1.251182867512697,4.406719247264253,4.13,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),"Økland H.M.W., Stoknes I.S., Remme J.F., Kjerstad M., Synnes M. (2005). Proximate composition, fatty acid and lipid class composition of the muscle from deep-sea teleosts and elasmobranchs. Comp Biochem Physiolog B 140: 437-443",57.596278,fapun_all_g,Centroscyllium fabricii
394,Centroscymnus coelolepis,finfish,-1.0303491453680196,4.787491742782046,4.19,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),"Økland H.M.W., Stoknes I.S., Remme J.F., Kjerstad M., Synnes M. (2005). Proximate composition, fatty acid and lipid class composition of the muscle from deep-sea teleosts and elasmobranchs. Comp Biochem Physiolog B 140: 437-443",57.596278,fapun_all_g,Centroscymnus coelolepis
80,Channa striata,finfish,-2.5924348465030644,4.605170185988092,3.36,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),"Nurhasan M., Maehre H.K., Malde M.K., Stormo S.K., Halwart M., James D., Elvevoll E.O. (2010). Nutritional composition of aquatic species inLaotian rice field systems. Journal of Food Composition and Analysis 23:205-213",14.903036,fapun_all_g,Channa striata
415,Channa striata,finfish,-1.0206593174351222,4.605170185988092,3.36,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),"Karapangiotidis I.T., Yakupitiyage A., Little D.C., Bell M.V., Mente E. (2010). The nutritional value of lipids in various tropical aquatic animals from rice-fish farmin systems in northeast Thailand. Journal of Food Composition and Analysis 23: 1-8",15.116386,fapun_all_g,Channa striata
416,Channa striata,finfish,-0.9576926549371323,4.605170185988092,3.36,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),"Karapangiotidis I.T., Yakupitiyage A., Little D.C., Bell M.V., Mente E. (2010). The nutritional value of lipids in various tropical aquatic animals from rice-fish farmin systems in northeast Thailand. Journal of Food Composition and Analysis 23: 1-8",15.190255,fapun_all_g,Channa striata
417,Channa striata,finfish,-0.9679156022795898,4.605170185988092,3.36,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),"Karapangiotidis I.T., Yakupitiyage A., Little D.C., Bell M.V., Mente E. (2010). The nutritional value of lipids in various tropical aquatic animals from rice-fish farmin systems in northeast Thailand. Journal of Food Composition and Analysis 23: 1-8",15.072255,fapun_all_g,Channa striata
421,Chelidonichthys lucerna,finfish,-0.9046565521637924,4.31748811353631,3.58,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),"Küçükgülmez A., Celik M., Ersoy B., Yanar Y. (2010). Effects of season on proximate and fatty acid composition of two mediterranean fish - the round herring (Etrumeus teres) and tub gurnard (Chelidonichthys lucernus). International Journal of Food Science and Technology 45: 1056-1060",39.53794,fapun_all_g,Chelidonichthys lucerna
422,Chelidonichthys lucerna,finfish,-3.1080079326877166,4.31748811353631,3.58,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),"Küçükgülmez A., Celik M., Ersoy B., Yanar Y. (2010). Effects of season on proximate and fatty acid composition of two mediterranean fish - the round herring (Etrumeus teres) and tub gurnard (Chelidonichthys lucernus). International Journal of Food Science and Technology 45: 1056-1060",39.53794,fapun_all_g,Chelidonichthys lucerna
423,Chelidonichthys lucerna,finfish,-3.0461686720238417,4.31748811353631,3.58,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),"Küçükgülmez A., Celik M., Ersoy B., Yanar Y. (2010). Effects of season on proximate and fatty acid composition of two mediterranean fish - the round herring (Etrumeus teres) and tub gurnard (Chelidonichthys lucernus). International Journal of Food Science and Technology 45: 1056-1060",39.53794,fapun_all_g,Chelidonichthys lucerna
1291,Chelidonichthys lucerna,finfish,-1.0052631850627936,4.31748811353631,3.58,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),"Özogul Y., Özogul F., Alagoz S. (2007). Fatty acid profiles and fat contents of commercially important seawater and freshwater fish species of Turkey: A comparative study. Food Chemistry 103: 217-223",38.963745,fapun_all_g,Chelidonichthys lucerna
424,Chelon labrosus,finfish,-1.2278794307177359,4.5217885770490405,2.59,browsing on substrate,plants/detritus+animals (troph. 2.2-2.79),"Özogul Y., Özogul F., Cicek E., Polat A., Kuley E. (2009). Fat content and fatty acid composition of 34 marine water fish species from the Mediterranean Sea. International Journal of Food Science and Nutrition 60(6): 464-475",37.370157,fapun_all_g,Chelon labrosus
44,Clarias batrachus,finfish,-0.5282566654956701,3.8501476017100584,3.42,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),"Nurhasan M., Maehre H.K., Malde M.K., Stormo S.K., Halwart M., James D., Elvevoll E.O. (2010). Nutritional composition of aquatic species inLaotian rice field systems. Journal of Food Composition and Analysis 23:205-213",14.903036,fapun_all_g,Clarias batrachus
435,Clarias gariepinus,finfish,-1.9998173831242239,5.135798437050262,3.5,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),"Kwetegyeka J., Mpango G., Grahl-Nielsen O. (2008). Variation in fatty acid composition in muscle and heart tissues among species and populations of tropical fish in Lakes Victoria and Kyoga. Lipids 43: 1017-1029",1.504705,fapun_all_g,Clarias gariepinus
436,Clarias gariepinus,finfish,-1.7282214484240672,5.135798437050262,3.5,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),"Kwetegyeka J., Mpango G., Grahl-Nielsen O. (2008). Variation in fatty acid composition in muscle and heart tissues among species and populations of tropical fish in Lakes Victoria and Kyoga. Lipids 43: 1017-1029",1.433393,fapun_all_g,Clarias gariepinus
437,Clarias gariepinus,finfish,0.5567869505451432,5.135798437050262,3.5,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),"Masa J., Ogwok P., Muyonga J.H., Kwetegyeka J., Makokha V., Ocen D. (2011). Fatty acid composition of muscle, liver and adipose tissue of freshwater fish from Lake Victoria, Uganda. J Aqua Food Prod Technol 20: 64-72",0.033333,fapun_all_g,Clarias gariepinus
438,Clarias gariepinus,finfish,-0.413021949244514,5.135798437050262,3.5,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),"Özogul Y., Özogul F., Alagoz S. (2007). Fatty acid profiles and fat contents of commercially important seawater and freshwater fish species of Turkey: A comparative study. Food Chemistry 103: 217-223",37,fapun_all_g,Clarias gariepinus
446,Clarias macrocephalus,finfish,-1.0481363633356509,4.787491742782046,3.7,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),"Karapangiotidis I.T., Yakupitiyage A., Little D.C., Bell M.V., Mente E. (2010). The nutritional value of lipids in various tropical aquatic animals from rice-fish farmin systems in northeast Thailand. Journal of Food Composition and Analysis 23: 1-8",15.116386,fapun_all_g,Clarias macrocephalus
447,Clarias macrocephalus,finfish,-0.9321696700660639,4.787491742782046,3.7,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),"Karapangiotidis I.T., Yakupitiyage A., Little D.C., Bell M.V., Mente E. (2010). The nutritional value of lipids in various tropical aquatic animals from rice-fish farmin systems in northeast Thailand. Journal of Food Composition and Analysis 23: 1-8",15.072255,fapun_all_g,Clarias macrocephalus
448,Clarias macrocephalus,finfish,-1.1262366439192946,4.787491742782046,3.7,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),"Karapangiotidis I.T., Yakupitiyage A., Little D.C., Bell M.V., Mente E. (2010). The nutritional value of lipids in various tropical aquatic animals from rice-fish farmin systems in northeast Thailand. Journal of Food Composition and Analysis 23: 1-8",14.761942,fapun_all_g,Clarias macrocephalus
270,Coregonus clupeaformis,finfish,-0.35667494393873245,4.605170185988092,3.430000067,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),"Belinsky D.L., Kuhnlein H.V., Yeboah F., Penn A.F., Chan H.M. (1996) Composition of fish consumed by the James Bay Cree.J Food Comp Anal 9: 148-162",54.866667,fapun_all_g,Coregonus clupeaformis
