run,species_no,mean,std.error
88,2,1.6666666666666667,0.07106690545187014
88,3,1.7583333333333333,0.03924325011691262
88,4,1.8571428571428572,0.024204964059638786
88,5,1.9246031746031746,0.016665462068714717
88,6,1.9619047619047618,0.013241227289874992
88,7,1.9916666666666667,0.008333333333333333
88,8,2,0
88,9,2,0
88,10,2,NA
89,1,1.6,0.1632993161855452
89,2,1.8,0.06030226891555272
89,3,1.8916666666666666,0.028491075150158012
89,4,1.9476190476190476,0.015410986606158606
89,5,1.9761904761904763,0.009622895669065483
89,6,1.9904761904761905,0.006718220093499974
89,7,2,0
89,8,2,0
89,9,2,0
89,10,2,NA
9,1,1.4,0.1632993161855452
9,2,1.6444444444444444,0.0721639236343101
9,3,1.6583333333333334,0.04347611684317001
9,4,1.661904761904762,0.03272232371404436
9,5,1.7777777777777777,0.026241257787125154
9,6,1.7904761904761906,0.02815061871097538
9,7,1.825,0.0348315273009618
9,8,1.9333333333333333,0.03760507165451774
9,9,1.9,0.09999999999999999
9,10,2,NA
90,1,1.9,0.09999999999999999
90,2,2.1333333333333333,0.05124707431905382
90,3,2.283333333333333,0.041307979935470175
90,4,2.0285714285714285,0.011523867896490826
90,5,2,0
90,6,2,0
90,7,2,0
90,8,2,0
90,9,2,0
90,10,2,NA
91,1,1.7,0.15275252316519466
91,2,1.8888888888888888,0.047377936967913425
91,3,1.95,0.01997898055120797
91,4,1.9761904761904763,0.010545556307056503
91,5,1.992063492063492,0.005600768223587665
91,6,2,0
91,7,2,0
91,8,2,0
91,9,2,0
91,10,2,NA
92,1,1.7,0.15275252316519466
92,2,1.8222222222222222,0.05763774795025092
92,3,1.9166666666666667,0.025336208004377515
92,4,1.9666666666666666,0.012416654624658324
92,5,1.9880952380952381,0.006845779386845438
92,6,2,0
92,7,2,0
92,8,2,0
92,9,2,0
92,10,2,NA
93,1,1.7,0.15275252316519466
93,2,1.7555555555555555,0.06478835438717001
93,3,1.8083333333333333,0.036082370233166836
93,4,1.8761904761904762,0.022782592786689752
93,5,1.9285714285714286,0.016255741322535825
93,6,1.9523809523809523,0.014730672021184428
93,7,1.9916666666666667,0.008333333333333333
93,8,2,0
93,9,2,0
93,10,2,NA
94,1,1.6,0.1632993161855452
94,2,1.8666666666666667,0.0816496580927726
94,3,2.05,0.05138147547909619
94,4,2.1809523809523808,0.0402554526757001
94,5,2.2142857142857144,0.03289134291418822
94,6,2.2523809523809524,0.03362499745648652
94,7,1.9333333333333333,0.02286647801900118
94,8,1.9777777777777779,0.022222222222222223
94,9,2,0
94,10,2,NA
95,1,1.5,0.16666666666666666
95,2,1.6888888888888889,0.0697920592732311
95,3,1.7583333333333333,0.03924325011691262
95,4,1.7904761904761906,0.02815061871097538
95,5,1.8412698412698412,0.023065375254180554
95,6,1.9,0.02075143391598224
95,7,1.9416666666666667,0.021484908824324633
95,8,1.9777777777777779,0.022222222222222223
95,9,2,0
95,10,2,NA
96,1,1.8,0.13333333333333333
96,2,1.9555555555555555,0.031067790907534743
96,3,1.9833333333333334,0.011735491270876315
96,4,2,0
96,5,2,0
96,6,2,0
96,7,2,0
96,8,2,0
96,9,2,0
96,10,2,NA
97,1,1.5,0.16666666666666666
97,2,1.6222222222222222,0.07309112127323451
97,3,1.75,0.03969420930187224
97,4,1.7857142857142858,0.028382836222822366
97,5,1.8492063492063493,0.022587142066868432
97,6,1.8857142857142857,0.022007446520957746
97,7,1.9416666666666667,0.021484908824324633
97,8,1.9555555555555555,0.031067790907534743
97,9,2,0
97,10,2,NA
98,1,1.7,0.15275252316519466
98,2,1.8888888888888888,0.047377936967913425
98,3,1.95,0.01997898055120797
98,4,1.9904761904761905,0.006718220093499974
98,5,1.996031746031746,0.003968253968253968
98,6,2,0
98,7,2,0
98,8,2,0
98,9,2,0
98,10,2,NA
99,1,1.5,0.16666666666666666
99,2,1.4222222222222223,0.07446027270295803
99,3,1.45,0.04560517440787952
99,4,1.4714285714285715,0.034529210535954986
99,5,1.5277777777777777,0.03151097924525567
99,6,1.6047619047619048,0.033818042755908675
99,7,1.7,0.042008402520840295
99,8,1.8,0.06030226891555272
99,9,1.9,0.09999999999999999
99,10,2,NA
