culture,latin_name,subgroup,calcium,zinc,iron,epa,dha
Micmac,Catostomus commersonii,Fish,43.86666666666667,0.525,0.6333333333333333,0.1365,0.23399999999999999
Micmac,Centropristes striata,Fish,48.1,0.29433333333333334,0.812,0.1,0.3
Micmac,Clupea harengus,Fish,41.25,0.83525,1.1,0.7733333333333333,1.1466666666666667
Micmac,Clupea pallasii,Fish,51,0.5,1.8800000000000001,1,0.7
Micmac,Coregonus artedi,Fish,18.58,2.29,0.37,0.1075,0.3835
Micmac,Coregonus autumnalis,Fish,30,0.4,1,0.3,0.3
Micmac,Coregonus clupeaformis,Fish,23.5,1.4211111111111112,0.69875,0.21180000000000002,0.4502
Micmac,Crassostrea virginica,Marine Invertebrates,58,96.25,6.85,0.15,0.14500000000000002
Micmac,Gadiformes,Fish,29,0.71,0.364,0.09,0.21500000000000002
Micmac,Gadus macrocephalus,Fish,10,0.3,0.2,0.1,0.1
Micmac,Gadus morhua,Fish,15.5,1.1418,1.36,1.1045,0.9751666666666666
Micmac,Hippoglossus hippoglossus,Fish,15.5,0.4,0.5,0.22050000000000003,0.315
Micmac,Hippoglossus stenolepis,Fish,28,0.19,0.095,0.1,0.3
Micmac,Melanogrammus aeglefinus,Fish,24,0.5626666666666666,0.6930000000000001,0.078,0.16325
Micmac,Mercenaria mercenaria ,Marine Invertebrates,49,2.3,2.8,0.09,0.08
Micmac,Micropogonias undulatus,Fish,56,0.3855,0.976,0.1,0.1
Micmac,Microstomus pacificus,Fish,39.5,0.2,0.2,0.08,0.09
Micmac,Morone saxatillis,Fish,15,0.32333333333333336,0.8200000000000001,0.2,0.6
Micmac,Mugil cephalus,Fish,93,0.499,1.45,0.4,0.4
Micmac,Mya arenaria,Marine Invertebrates,53,1.7,40.5,0.2,0.2
Micmac,Mytilidae,Marine Invertebrates,101,3.63,17,0.13,0.17
Micmac,Mytilus edulis,Marine Invertebrates,45.142857142857146,2.55,8.95,0.155,0.1774
Micmac,Nephropidae,Marine Invertebrates,34,2.54,0.935,0.18733333333333332,0.108
Micmac,Oncorhynchus gorbuscha,Fish,13,0.5333333333333333,0.894,0.4095,0.593
Micmac,Oncorhynchus keta,Fish,11.333333333333334,0.8275,0.51875,0.3165,0.497
Micmac,Oncorhynchus kisutch,Fish,50,0.4066666666666667,269.9,3.60675,8.84675
Micmac,Oncorhynchus mykiss,Fish,50.375,3.1500000000000004,679.634,0.2788,0.896
Micmac,Oncorhynchus nerka,Fish,42,0.5760000000000001,0.72,0.7797499999999999,1.39825
Micmac,Oncorhynchus tshawytscha,Fish,24.63157894736842,0.6133333333333333,1.4683333333333333,0.676,0.5723333333333334
Micmac,Osmerus mordax,Fish,69.33333333333333,1.75,0.8,0.12,0.18
Micmac,Ostreidae,Marine Invertebrates,84.66666666666667,53.6,2050.14,0.22349999999999998,0.183
Micmac,Pectinidae,Marine Invertebrates,26.4,1.085,0.499,0.14500000000000002,0.14
Micmac,Perca flavescens,Fish,77.385,0.982,0.45633333333333337,0.1,0.2
Micmac,Percidae,Fish,110,642.76,0.6,0.054,0.245
Micmac,Pleuronectinae,Fish,23.5,0.78,0.55,0.192,0.1165
Micmac,Pomatomus saltatrix,Fish,47.36,0.791,2.233,0.4,0.8
Micmac,Pseudopleuronectes americanus,Fish,13.1,0.397,0.1015,0.07,0.12
Micmac,Reinhardtius hippoglossoides,Fish,12.5,0.4,0.6366666666666667,0.725,0.635
Micmac,Salmo salar,Fish,16.085714285714285,0.675,0.8071428571428572,0.377,1.0844
Micmac,Salvelinus alpinus,Fish,39.166666666666664,2.079090909090909,1.676923076923077,0.6266666666666667,0.49666666666666665
Micmac,Salvelinus fontinalis,Fish,29.26,0.6862,0.6652,0.13733333333333334,0.24066666666666667
Micmac,Salvelinus namaycush,Fish,18.5,1.8812499999999999,1.166,0.224,0.5773333333333334
Micmac,Scomber scombrus,Fish,10,0.44633333333333336,1.1320000000000001,1.2166666666666668,2.31
Micmac,Scomber spp.,Fish,23,0.519,705,1.45,2.16
Micmac,Sebastes norvegicus,Fish,101.66666666666667,0.6915,0.7343333333333334,0.093,0.07150000000000001
Micmac,Sebastes pinniger,Fish,9,0.4,0.4,0.2,0.3
Micmac,Sebastes spp.,Fish,12,0.3385,0.53,0.2565,0.35950000000000004
Micmac,Sparidae,Fish,48.333333333333336,0.9466666666666667,0.785,0.14950000000000002,0.1865
Micmac,Squalus acanthias,Fish,11,0.613,1.25,0.7,1.2
Micmac,Stenodus leucichthys,Fish,13,0.3,0.30000000000000004,0.2,0.2
Micmac,Thunnus spp.,Fish,8.666666666666666,0.33999999999999997,1.4,0.4,1.2
Montagnais-Naskapi,Anguilla rostrata,Fish,34.166666666666664,1.31125,0.972,0.5,0.88
Montagnais-Naskapi,Boreogadus saida,Fish,20.2,0.5,0.6,0.165,0.329
Montagnais-Naskapi,Catostomus catostomus,Fish,63.1,0.5,0.3,0.075,0.212
Montagnais-Naskapi,Catostomus commersonii,Fish,43.86666666666667,0.525,0.6333333333333333,0.1365,0.23399999999999999
Montagnais-Naskapi,Coregonus artedi,Fish,18.58,2.29,0.37,0.1075,0.3835
Montagnais-Naskapi,Coregonus autumnalis,Fish,30,0.4,1,0.3,0.3
Montagnais-Naskapi,Coregonus clupeaformis,Fish,23.5,1.4211111111111112,0.69875,0.21180000000000002,0.4502
Montagnais-Naskapi,Esox lucius,Fish,70.45488888888889,1.646777777777778,0.4177,0.05525,0.14266666666666666
Montagnais-Naskapi,Gadiformes,Fish,29,0.71,0.364,0.09,0.21500000000000002
Montagnais-Naskapi,Gadus macrocephalus,Fish,10,0.3,0.2,0.1,0.1
Montagnais-Naskapi,Gadus morhua,Fish,15.5,1.1418,1.36,1.1045,0.9751666666666666
Montagnais-Naskapi,Ictalurus punctatus,Fish,46,0.815,1,0.1,0.2
Montagnais-Naskapi,Melanogrammus aeglefinus,Fish,24,0.5626666666666666,0.6930000000000001,0.078,0.16325
Montagnais-Naskapi,Oncorhynchus gorbuscha,Fish,13,0.5333333333333333,0.894,0.4095,0.593
Montagnais-Naskapi,Oncorhynchus keta,Fish,11.333333333333334,0.8275,0.51875,0.3165,0.497
Montagnais-Naskapi,Oncorhynchus kisutch,Fish,50,0.4066666666666667,269.9,3.60675,8.84675
Montagnais-Naskapi,Oncorhynchus mykiss,Fish,50.375,3.1500000000000004,679.634,0.2788,0.896
Montagnais-Naskapi,Oncorhynchus nerka,Fish,42,0.5760000000000001,0.72,0.7797499999999999,1.39825
Montagnais-Naskapi,Oncorhynchus tshawytscha,Fish,24.63157894736842,0.6133333333333333,1.4683333333333333,0.676,0.5723333333333334
Montagnais-Naskapi,Osmerus mordax,Fish,69.33333333333333,1.75,0.8,0.12,0.18
Montagnais-Naskapi,Salmo salar,Fish,16.085714285714285,0.675,0.8071428571428572,0.377,1.0844
Montagnais-Naskapi,Salvelinus alpinus,Fish,39.166666666666664,2.079090909090909,1.676923076923077,0.6266666666666667,0.49666666666666665
Montagnais-Naskapi,Salvelinus fontinalis,Fish,29.26,0.6862,0.6652,0.13733333333333334,0.24066666666666667
Montagnais-Naskapi,Salvelinus namaycush,Fish,18.5,1.8812499999999999,1.166,0.224,0.5773333333333334
Montagnais-Naskapi,Stenodus leucichthys,Fish,13,0.3,0.30000000000000004,0.2,0.2
Nass-Gitksan,Coregonus artedi,Fish,18.58,2.29,0.37,0.1075,0.3835
Nass-Gitksan,Coregonus autumnalis,Fish,30,0.4,1,0.3,0.3
Nass-Gitksan,Coregonus clupeaformis,Fish,23.5,1.4211111111111112,0.69875,0.21180000000000002,0.4502
Nass-Gitksan,Hippoglossus hippoglossus,Fish,15.5,0.4,0.5,0.22050000000000003,0.315
Nass-Gitksan,Hippoglossus stenolepis,Fish,28,0.19,0.095,0.1,0.3
Nass-Gitksan,Microstomus pacificus,Fish,39.5,0.2,0.2,0.08,0.09
Nass-Gitksan,Oncorhynchus gorbuscha,Fish,13,0.5333333333333333,0.894,0.4095,0.593
Nass-Gitksan,Oncorhynchus keta,Fish,11.333333333333334,0.8275,0.51875,0.3165,0.497
Nass-Gitksan,Oncorhynchus kisutch,Fish,50,0.4066666666666667,269.9,3.60675,8.84675
Nass-Gitksan,Oncorhynchus mykiss,Fish,50.375,3.1500000000000004,679.634,0.2788,0.896
Nass-Gitksan,Oncorhynchus nerka,Fish,42,0.5760000000000001,0.72,0.7797499999999999,1.39825
Nass-Gitksan,Oncorhynchus tshawytscha,Fish,24.63157894736842,0.6133333333333333,1.4683333333333333,0.676,0.5723333333333334
Nass-Gitksan,Pleuronectinae,Fish,23.5,0.78,0.55,0.192,0.1165
Nass-Gitksan,Pseudopleuronectes americanus,Fish,13.1,0.397,0.1015,0.07,0.12
Nass-Gitksan,Reinhardtius hippoglossoides,Fish,12.5,0.4,0.6366666666666667,0.725,0.635
Nass-Gitksan,Salmo salar,Fish,16.085714285714285,0.675,0.8071428571428572,0.377,1.0844
Nass-Gitksan,Salvelinus alpinus,Fish,39.166666666666664,2.079090909090909,1.676923076923077,0.6266666666666667,0.49666666666666665
Nass-Gitksan,Salvelinus fontinalis,Fish,29.26,0.6862,0.6652,0.13733333333333334,0.24066666666666667
Nass-Gitksan,Salvelinus namaycush,Fish,18.5,1.8812499999999999,1.166,0.224,0.5773333333333334
Nass-Gitksan,Sebastes norvegicus,Fish,101.66666666666667,0.6915,0.7343333333333334,0.093,0.07150000000000001
Nass-Gitksan,Sebastes pinniger,Fish,9,0.4,0.4,0.2,0.3
Nass-Gitksan,Sebastes spp.,Fish,12,0.3385,0.53,0.2565,0.35950000000000004
Nass-Gitksan,Stenodus leucichthys,Fish,13,0.3,0.30000000000000004,0.2,0.2
Nass-Gitksan,Thaleichthys pacificus,Fish,194.82857142857142,1.3,1.1333333333333333,0.12,0.18
Nootkan,Anoplopoma fimbria,Fish,35,0.3,1.2,0.5249999999999999,0.5599999999999999
Nootkan,Boreogadus saida,Fish,20.2,0.5,0.6,0.165,0.329
Nootkan,Callinectes sapidus,Marine Invertebrates,74.46666666666667,2014.5,1.46,0.2,0.2
Nootkan,Cancer magister,Marine Invertebrates,52,3.42,0.3825,0.2,0.1
Nootkan,Centropristes striata,Fish,48.1,0.29433333333333334,0.812,0.1,0.3
Nootkan,Clupea harengus,Fish,41.25,0.83525,1.1,0.7733333333333333,1.1466666666666667
Nootkan,Clupea pallasii,Fish,51,0.5,1.8800000000000001,1,0.7
Nootkan,Crassostrea virginica,Marine Invertebrates,58,96.25,6.85,0.15,0.14500000000000002
Nootkan,Cyprinus carpio,Fish,53.333333333333336,3.05,1.3166666666666667,0.2,0.1
Nootkan,Engraulidae,Fish,816.6666666666666,0.89,1.5150000000000001,0.5,0.9
Nootkan,Gadiformes,Fish,29,0.71,0.364,0.09,0.21500000000000002
Nootkan,Gadus macrocephalus,Fish,10,0.3,0.2,0.1,0.1
Nootkan,Gadus morhua,Fish,15.5,1.1418,1.36,1.1045,0.9751666666666666
Nootkan,Hippoglossus hippoglossus,Fish,15.5,0.4,0.5,0.22050000000000003,0.315
Nootkan,Hippoglossus stenolepis,Fish,28,0.19,0.095,0.1,0.3
Nootkan,Melanogrammus aeglefinus,Fish,24,0.5626666666666666,0.6930000000000001,0.078,0.16325
Nootkan,Mercenaria mercenaria ,Marine Invertebrates,49,2.3,2.8,0.09,0.08
Nootkan,Micropogonias undulatus,Fish,56,0.3855,0.976,0.1,0.1
Nootkan,Microstomus pacificus,Fish,39.5,0.2,0.2,0.08,0.09
Nootkan,Morone saxatillis,Fish,15,0.32333333333333336,0.8200000000000001,0.2,0.6
Nootkan,Mugil cephalus,Fish,93,0.499,1.45,0.4,0.4
Nootkan,Mya arenaria,Marine Invertebrates,53,1.7,40.5,0.2,0.2
Nootkan,Mytilidae,Marine Invertebrates,101,3.63,17,0.13,0.17
Nootkan,Mytilus edulis,Marine Invertebrates,45.142857142857146,2.55,8.95,0.155,0.1774
Nootkan,Octopoda,Marine Invertebrates,30.714285714285715,1.68,3.07,0.1,0.1
Nootkan,Oncorhynchus gorbuscha,Fish,13,0.5333333333333333,0.894,0.4095,0.593
Nootkan,Oncorhynchus keta,Fish,11.333333333333334,0.8275,0.51875,0.3165,0.497
Nootkan,Oncorhynchus kisutch,Fish,50,0.4066666666666667,269.9,3.60675,8.84675
Nootkan,Oncorhynchus mykiss,Fish,50.375,3.1500000000000004,679.634,0.2788,0.896
Nootkan,Oncorhynchus nerka,Fish,42,0.5760000000000001,0.72,0.7797499999999999,1.39825
Nootkan,Oncorhynchus tshawytscha,Fish,24.63157894736842,0.6133333333333333,1.4683333333333333,0.676,0.5723333333333334
Nootkan,Ostreidae,Marine Invertebrates,84.66666666666667,53.6,2050.14,0.22349999999999998,0.183
Nootkan,Pectinidae,Marine Invertebrates,26.4,1.085,0.499,0.14500000000000002,0.14
Nootkan,Pleuronectinae,Fish,23.5,0.78,0.55,0.192,0.1165
Nootkan,Pomatomus saltatrix,Fish,47.36,0.791,2.233,0.4,0.8
Nootkan,Pseudopleuronectes americanus,Fish,13.1,0.397,0.1015,0.07,0.12
Nootkan,Reinhardtius hippoglossoides,Fish,12.5,0.4,0.6366666666666667,0.725,0.635
Nootkan,Salmo salar,Fish,16.085714285714285,0.675,0.8071428571428572,0.377,1.0844
Nootkan,Salvelinus fontinalis,Fish,29.26,0.6862,0.6652,0.13733333333333334,0.24066666666666667
Nootkan,Salvelinus namaycush,Fish,18.5,1.8812499999999999,1.166,0.224,0.5773333333333334
Nootkan,Scomber scombrus,Fish,10,0.44633333333333336,1.1320000000000001,1.2166666666666668,2.31
Nootkan,Scomber spp.,Fish,23,0.519,705,1.45,2.16
Nootkan,Sebastes norvegicus,Fish,101.66666666666667,0.6915,0.7343333333333334,0.093,0.07150000000000001
Nootkan,Sebastes pinniger,Fish,9,0.4,0.4,0.2,0.3
Nootkan,Sebastes spp.,Fish,12,0.3385,0.53,0.2565,0.35950000000000004
Nootkan,Sparidae,Fish,48.333333333333336,0.9466666666666667,0.785,0.14950000000000002,0.1865
Nootkan,Squalus acanthias,Fish,11,0.613,1.25,0.7,1.2
Nootkan,Thaleichthys pacificus,Fish,194.82857142857142,1.3,1.1333333333333333,0.12,0.18
Nootkan,Thunnus spp.,Fish,8.666666666666666,0.33999999999999997,1.4,0.4,1.2
Ojibwa-Algonquin,Catostomus catostomus,Fish,63.1,0.5,0.3,0.075,0.212
Ojibwa-Algonquin,Catostomus commersonii,Fish,43.86666666666667,0.525,0.6333333333333333,0.1365,0.23399999999999999
Ojibwa-Algonquin,Clupea harengus,Fish,41.25,0.83525,1.1,0.7733333333333333,1.1466666666666667
Ojibwa-Algonquin,Clupea pallasii,Fish,51,0.5,1.8800000000000001,1,0.7
Ojibwa-Algonquin,Coregonus artedi,Fish,18.58,2.29,0.37,0.1075,0.3835
Ojibwa-Algonquin,Coregonus autumnalis,Fish,30,0.4,1,0.3,0.3
Ojibwa-Algonquin,Coregonus clupeaformis,Fish,23.5,1.4211111111111112,0.69875,0.21180000000000002,0.4502
Ojibwa-Algonquin,Esox lucius,Fish,70.45488888888889,1.646777777777778,0.4177,0.05525,0.14266666666666666
Ojibwa-Algonquin,Ictalurus punctatus,Fish,46,0.815,1,0.1,0.2
Ojibwa-Algonquin,Oncorhynchus gorbuscha,Fish,13,0.5333333333333333,0.894,0.4095,0.593
Ojibwa-Algonquin,Oncorhynchus keta,Fish,11.333333333333334,0.8275,0.51875,0.3165,0.497
Ojibwa-Algonquin,Oncorhynchus kisutch,Fish,50,0.4066666666666667,269.9,3.60675,8.84675
Ojibwa-Algonquin,Oncorhynchus mykiss,Fish,50.375,3.1500000000000004,679.634,0.2788,0.896
Ojibwa-Algonquin,Oncorhynchus nerka,Fish,42,0.5760000000000001,0.72,0.7797499999999999,1.39825
Ojibwa-Algonquin,Oncorhynchus tshawytscha,Fish,24.63157894736842,0.6133333333333333,1.4683333333333333,0.676,0.5723333333333334
Ojibwa-Algonquin,Osmerus mordax,Fish,69.33333333333333,1.75,0.8,0.12,0.18
Ojibwa-Algonquin,Perca flavescens,Fish,77.385,0.982,0.45633333333333337,0.1,0.2
Ojibwa-Algonquin,Percidae,Fish,110,642.76,0.6,0.054,0.245
Ojibwa-Algonquin,Salmo salar,Fish,16.085714285714285,0.675,0.8071428571428572,0.377,1.0844
Ojibwa-Algonquin,Salvelinus fontinalis,Fish,29.26,0.6862,0.6652,0.13733333333333334,0.24066666666666667
Ojibwa-Algonquin,Salvelinus namaycush,Fish,18.5,1.8812499999999999,1.166,0.224,0.5773333333333334
Ojibwa-Algonquin,Stenodus leucichthys,Fish,13,0.3,0.30000000000000004,0.2,0.2
Onondaga,Anguilla rostrata,Fish,34.166666666666664,1.31125,0.972,0.5,0.88
Onondaga,Catostomus catostomus,Fish,63.1,0.5,0.3,0.075,0.212
Onondaga,Catostomus commersonii,Fish,43.86666666666667,0.525,0.6333333333333333,0.1365,0.23399999999999999
Onondaga,Cyprinus carpio,Fish,53.333333333333336,3.05,1.3166666666666667,0.2,0.1
Powhatan,Anguilla rostrata,Fish,34.166666666666664,1.31125,0.972,0.5,0.88
Powhatan,Anoplopoma fimbria,Fish,35,0.3,1.2,0.5249999999999999,0.5599999999999999
Powhatan,Catostomus catostomus,Fish,63.1,0.5,0.3,0.075,0.212
Powhatan,Catostomus commersonii,Fish,43.86666666666667,0.525,0.6333333333333333,0.1365,0.23399999999999999
Powhatan,Centropristes striata,Fish,48.1,0.29433333333333334,0.812,0.1,0.3
Powhatan,Clupea harengus,Fish,41.25,0.83525,1.1,0.7733333333333333,1.1466666666666667
Powhatan,Clupea pallasii,Fish,51,0.5,1.8800000000000001,1,0.7
Powhatan,Cyprinus carpio,Fish,53.333333333333336,3.05,1.3166666666666667,0.2,0.1
Powhatan,Ictalurus punctatus,Fish,46,0.815,1,0.1,0.2
Powhatan,Lepisosteidae,Fish,29,0.5,0.4,0.14,0.72
Powhatan,Micropogonias undulatus,Fish,56,0.3855,0.976,0.1,0.1
Powhatan,Morone saxatillis,Fish,15,0.32333333333333336,0.8200000000000001,0.2,0.6
Powhatan,Mugil cephalus,Fish,93,0.499,1.45,0.4,0.4
Powhatan,Perca flavescens,Fish,77.385,0.982,0.45633333333333337,0.1,0.2
Powhatan,Percidae,Fish,110,642.76,0.6,0.054,0.245
Powhatan,Pomatomus saltatrix,Fish,47.36,0.791,2.233,0.4,0.8
Powhatan,Sparidae,Fish,48.333333333333336,0.9466666666666667,0.785,0.14950000000000002,0.1865
Quileute,Hippoglossus hippoglossus,Fish,15.5,0.4,0.5,0.22050000000000003,0.315
Quileute,Hippoglossus stenolepis,Fish,28,0.19,0.095,0.1,0.3
Quileute,Microstomus pacificus,Fish,39.5,0.2,0.2,0.08,0.09
Quileute,Octopoda,Marine Invertebrates,30.714285714285715,1.68,3.07,0.1,0.1
Quileute,Oncorhynchus gorbuscha,Fish,13,0.5333333333333333,0.894,0.4095,0.593
Quileute,Oncorhynchus keta,Fish,11.333333333333334,0.8275,0.51875,0.3165,0.497
Quileute,Oncorhynchus kisutch,Fish,50,0.4066666666666667,269.9,3.60675,8.84675
Quileute,Oncorhynchus mykiss,Fish,50.375,3.1500000000000004,679.634,0.2788,0.896
Quileute,Oncorhynchus nerka,Fish,42,0.5760000000000001,0.72,0.7797499999999999,1.39825
Quileute,Oncorhynchus tshawytscha,Fish,24.63157894736842,0.6133333333333333,1.4683333333333333,0.676,0.5723333333333334
Quileute,Pleuronectinae,Fish,23.5,0.78,0.55,0.192,0.1165
Quileute,Pseudopleuronectes americanus,Fish,13.1,0.397,0.1015,0.07,0.12
Quileute,Reinhardtius hippoglossoides,Fish,12.5,0.4,0.6366666666666667,0.725,0.635
Quileute,Salmo salar,Fish,16.085714285714285,0.675,0.8071428571428572,0.377,1.0844
Quileute,Salvelinus fontinalis,Fish,29.26,0.6862,0.6652,0.13733333333333334,0.24066666666666667
Quileute,Salvelinus namaycush,Fish,18.5,1.8812499999999999,1.166,0.224,0.5773333333333334
Quileute,Squalus acanthias,Fish,11,0.613,1.25,0.7,1.2
Quileute,Thaleichthys pacificus,Fish,194.82857142857142,1.3,1.1333333333333333,0.12,0.18
Sekani,Catostomus catostomus,Fish,63.1,0.5,0.3,0.075,0.212
Sekani,Catostomus commersonii,Fish,43.86666666666667,0.525,0.6333333333333333,0.1365,0.23399999999999999
Sekani,Coregonus artedi,Fish,18.58,2.29,0.37,0.1075,0.3835
Sekani,Coregonus autumnalis,Fish,30,0.4,1,0.3,0.3
Sekani,Coregonus clupeaformis,Fish,23.5,1.4211111111111112,0.69875,0.21180000000000002,0.4502
Sekani,Oncorhynchus gorbuscha,Fish,13,0.5333333333333333,0.894,0.4095,0.593
Sekani,Oncorhynchus keta,Fish,11.333333333333334,0.8275,0.51875,0.3165,0.497
Sekani,Oncorhynchus kisutch,Fish,50,0.4066666666666667,269.9,3.60675,8.84675
Sekani,Oncorhynchus mykiss,Fish,50.375,3.1500000000000004,679.634,0.2788,0.896
Sekani,Oncorhynchus nerka,Fish,42,0.5760000000000001,0.72,0.7797499999999999,1.39825
Sekani,Oncorhynchus tshawytscha,Fish,24.63157894736842,0.6133333333333333,1.4683333333333333,0.676,0.5723333333333334
Sekani,Salmo salar,Fish,16.085714285714285,0.675,0.8071428571428572,0.377,1.0844
Sekani,Salvelinus fontinalis,Fish,29.26,0.6862,0.6652,0.13733333333333334,0.24066666666666667
Sekani,Salvelinus namaycush,Fish,18.5,1.8812499999999999,1.166,0.224,0.5773333333333334
Sekani,Stenodus leucichthys,Fish,13,0.3,0.30000000000000004,0.2,0.2
Siuslaw,Clupea harengus,Fish,41.25,0.83525,1.1,0.7733333333333333,1.1466666666666667
Siuslaw,Clupea pallasii,Fish,51,0.5,1.8800000000000001,1,0.7
Siuslaw,Oncorhynchus gorbuscha,Fish,13,0.5333333333333333,0.894,0.4095,0.593
Siuslaw,Oncorhynchus keta,Fish,11.333333333333334,0.8275,0.51875,0.3165,0.497
Siuslaw,Oncorhynchus kisutch,Fish,50,0.4066666666666667,269.9,3.60675,8.84675
Siuslaw,Oncorhynchus nerka,Fish,42,0.5760000000000001,0.72,0.7797499999999999,1.39825
Siuslaw,Oncorhynchus tshawytscha,Fish,24.63157894736842,0.6133333333333333,1.4683333333333333,0.676,0.5723333333333334
Siuslaw,Salmo salar,Fish,16.085714285714285,0.675,0.8071428571428572,0.377,1.0844
Slavey-Hare,Catostomus catostomus,Fish,63.1,0.5,0.3,0.075,0.212
Slavey-Hare,Catostomus commersonii,Fish,43.86666666666667,0.525,0.6333333333333333,0.1365,0.23399999999999999
Slavey-Hare,Clupea harengus,Fish,41.25,0.83525,1.1,0.7733333333333333,1.1466666666666667
Slavey-Hare,Clupea pallasii,Fish,51,0.5,1.8800000000000001,1,0.7
Slavey-Hare,Coregonus artedi,Fish,18.58,2.29,0.37,0.1075,0.3835
Slavey-Hare,Coregonus autumnalis,Fish,30,0.4,1,0.3,0.3
Slavey-Hare,Coregonus clupeaformis,Fish,23.5,1.4211111111111112,0.69875,0.21180000000000002,0.4502
Slavey-Hare,Cyprinus carpio,Fish,53.333333333333336,3.05,1.3166666666666667,0.2,0.1
Slavey-Hare,Esox lucius,Fish,70.45488888888889,1.646777777777778,0.4177,0.05525,0.14266666666666666
Slavey-Hare,Lota lota,Fish,44.4,1.238888888888889,0.9,0.426,0.5585454545454546
Slavey-Hare,Oncorhynchus mykiss,Fish,50.375,3.1500000000000004,679.634,0.2788,0.896
Slavey-Hare,Salvelinus fontinalis,Fish,29.26,0.6862,0.6652,0.13733333333333334,0.24066666666666667
Slavey-Hare,Salvelinus namaycush,Fish,18.5,1.8812499999999999,1.166,0.224,0.5773333333333334
Slavey-Hare,Squalus acanthias,Fish,11,0.613,1.25,0.7,1.2
Slavey-Hare,Stenodus leucichthys,Fish,13,0.3,0.30000000000000004,0.2,0.2
Slavey-Hare,Thymallus arcticus,Fish,273.8375,0.7,1,0.1,0.1
Tahltan-Kaska-Tagish,Catostomus catostomus,Fish,63.1,0.5,0.3,0.075,0.212
Tahltan-Kaska-Tagish,Catostomus commersonii,Fish,43.86666666666667,0.525,0.6333333333333333,0.1365,0.23399999999999999
Tahltan-Kaska-Tagish,Clupea harengus,Fish,41.25,0.83525,1.1,0.7733333333333333,1.1466666666666667
Tahltan-Kaska-Tagish,Clupea pallasii,Fish,51,0.5,1.8800000000000001,1,0.7
Tahltan-Kaska-Tagish,Coregonus artedi,Fish,18.58,2.29,0.37,0.1075,0.3835
Tahltan-Kaska-Tagish,Coregonus autumnalis,Fish,30,0.4,1,0.3,0.3
Tahltan-Kaska-Tagish,Coregonus clupeaformis,Fish,23.5,1.4211111111111112,0.69875,0.21180000000000002,0.4502
Tahltan-Kaska-Tagish,Esox lucius,Fish,70.45488888888889,1.646777777777778,0.4177,0.05525,0.14266666666666666
Tahltan-Kaska-Tagish,Lota lota,Fish,44.4,1.238888888888889,0.9,0.426,0.5585454545454546
Tahltan-Kaska-Tagish,Oncorhynchus gorbuscha,Fish,13,0.5333333333333333,0.894,0.4095,0.593
Tahltan-Kaska-Tagish,Oncorhynchus keta,Fish,11.333333333333334,0.8275,0.51875,0.3165,0.497
Tahltan-Kaska-Tagish,Oncorhynchus kisutch,Fish,50,0.4066666666666667,269.9,3.60675,8.84675
Tahltan-Kaska-Tagish,Oncorhynchus mykiss,Fish,50.375,3.1500000000000004,679.634,0.2788,0.896
Tahltan-Kaska-Tagish,Oncorhynchus nerka,Fish,42,0.5760000000000001,0.72,0.7797499999999999,1.39825
Tahltan-Kaska-Tagish,Oncorhynchus tshawytscha,Fish,24.63157894736842,0.6133333333333333,1.4683333333333333,0.676,0.5723333333333334
Tahltan-Kaska-Tagish,Salmo salar,Fish,16.085714285714285,0.675,0.8071428571428572,0.377,1.0844
Tahltan-Kaska-Tagish,Salvelinus alpinus,Fish,39.166666666666664,2.079090909090909,1.676923076923077,0.6266666666666667,0.49666666666666665
Tahltan-Kaska-Tagish,Salvelinus fontinalis,Fish,29.26,0.6862,0.6652,0.13733333333333334,0.24066666666666667
Tahltan-Kaska-Tagish,Salvelinus namaycush,Fish,18.5,1.8812499999999999,1.166,0.224,0.5773333333333334
Tahltan-Kaska-Tagish,Stenodus leucichthys,Fish,13,0.3,0.30000000000000004,0.2,0.2
Tahltan-Kaska-Tagish,Thymallus arcticus,Fish,273.8375,0.7,1,0.1,0.1
Tanaina,Esox lucius,Fish,70.45488888888889,1.646777777777778,0.4177,0.05525,0.14266666666666666
Tanaina,Oncorhynchus gorbuscha,Fish,13,0.5333333333333333,0.894,0.4095,0.593
Tanaina,Oncorhynchus keta,Fish,11.333333333333334,0.8275,0.51875,0.3165,0.497
Tanaina,Oncorhynchus kisutch,Fish,50,0.4066666666666667,269.9,3.60675,8.84675
Tanaina,Oncorhynchus mykiss,Fish,50.375,3.1500000000000004,679.634,0.2788,0.896
Tanaina,Oncorhynchus nerka,Fish,42,0.5760000000000001,0.72,0.7797499999999999,1.39825
Tanaina,Oncorhynchus tshawytscha,Fish,24.63157894736842,0.6133333333333333,1.4683333333333333,0.676,0.5723333333333334
Tanaina,Salmo salar,Fish,16.085714285714285,0.675,0.8071428571428572,0.377,1.0844
Tanaina,Salvelinus fontinalis,Fish,29.26,0.6862,0.6652,0.13733333333333334,0.24066666666666667
Tanaina,Salvelinus namaycush,Fish,18.5,1.8812499999999999,1.166,0.224,0.5773333333333334
Tanaina,Thymallus arcticus,Fish,273.8375,0.7,1,0.1,0.1
Tanana,Catostomus catostomus,Fish,63.1,0.5,0.3,0.075,0.212
Tanana,Catostomus commersonii,Fish,43.86666666666667,0.525,0.6333333333333333,0.1365,0.23399999999999999
Tanana,Coregonus artedi,Fish,18.58,2.29,0.37,0.1075,0.3835
Tanana,Coregonus autumnalis,Fish,30,0.4,1,0.3,0.3
