fapun_all_g,dha,epa,fapun3,ca_mg,fat_g,asfis_scientific_name.x.x,food_name_in_english.x.x,taxonkey,lwa,lwb,slmax,slmax_nov28,slmax_source,tl,tl_se,tl_nov28,tlse_nov28,number,sci_name,food_item_id,subgroup.x.x,country_region.x.x,type.x,isscaap.x.x,isscaap_cat,habitat,x3_alpha.x.x,food_name_in_own_language.x.x,processing.x.x,asfis_english_name.x.x,season,other,latitude,abs_lat,length_from_study,length_3,n_x,water_g.x,fat_g.x,fatce_g.x,fat_g_2,fasat_g.x,fams_g.x,faun_g,fatrn_g.x,facid_g.x,fapun6_g.x,fapun9_g,food_item_id_2,max_length_study,comments_on_data_processing_methods_y,publication_year,biblioid_y,compiler,edible.x,enerc_kj_original.x,enerc_kcal_original.x,enera_kcal.x,dm_g.x,water_g_2,xn.x,nt_g.x,protcnt_g.x,protcnp_g.x,prot_g.x,npro_g.x,nnp_mg.x,fasat_g_2,fams_g_2,faun_g_2,fe_mg,id_mcg.x,k_mg.x,mg_mg.x,mn_mg.x,se_mcg,hg_mcg,pb_mcg.x,sr_mcg,retol_mcg,retol13_mcg,retoldh_mcg,retolsum_mcg.x,carta_mcg,cartb_mcg,atx_mcg,zea_mcg,cartoid_mcg,chocal_mcg,tocpha_mg,vitb6a_mg,vitb12_mcg,vitc_mg,zn_mg,food_name_clean,database,nutrient_ref,biblioid,subgroup.y,country_region.y,type.y,isscaap.y,x3_alpha.y,food_name_in_own_language.y,food_name_in_english.y,processing.y,scientific_name,asfis_english_name.y,asfis_scientific_name.y,asfis_scientific_name_fishbase_swap.x,asfis_scientific_name_fishbase_swap_in_progress,season.x,other.x,n.x,comments_on_data_processing_methods.x,publication_year.x,biblioid.x,compiler.x,latest_revision_in_version.x,faun_g.x,xfa_internal_use,facid_g.y,fapun6_g.y,subgroup.x,country_region.x,type_farmed_wild.x,isscaap.x,x3_alpha.x,food_name_in_own_language.x,food_name_in_english.x,processing.x,scientific_name.x,asfis_english_name.x,asfis_scientific_name.x,season.y,other.y,n.y,comments_on_data_processing_methods.y,publication_year.y,biblioid.y,compiler.y,latest_revision_in_version.y,edible.y,enerc_kj_original.y,enerc_kcal_original.y,enera_kcal.y,dm_g.y,water_g.y,xn.y,nt_g.y,protcnt_g.y,protcnp_g.y,prot_g.y,npro_g.y,nnp_mg.y,fat_g.y,fat_g_2.y,fasat_g.y,fams_g.y,fatrn_g.y,choavldf_g,chocdf_g,cho_g,glyc_g,fibnd_g,fibc_g,id_mcg.y,k_mg.y,li_mcg,mg_mg.y,mn_mg.y,mo_mcg,na_mg,nacl_mg,ni_mcg,p_mg,al_mcg,as_mcg,ba_mcg,cd_mcg,pb_mcg.y,retolsum_mcg.y,vita_rae_mcg,vita_mcg,fafre_g,subgroup.y.y,country_region.y.y,type_farmed_wild.y,isscaap.y.y,x3_alpha.y.y,food_name_in_own_language.y.y,processing.y.y,scientific_name.y,asfis_english_name.y.y,asfis_scientific_name.y.y,asfis_scientific_name_fishbase_swap.y
NA,NA,NA,NA,NA,1.95,Panopea abrupta,"Geoduck, wild, whole _eviscerated, raw",NA,NA,NA,17.5,NA,http://eol.org/pages/440072/data,NA,NA,NA,NA,709,Panope generosa,901000,Molluscs,"USA, WA, Poulsbo",W,56,"Clams, cockles, arkshells",marine,GEC,NA,r,Pacific geoduck,Mar-78,NA,47.735928,47.735928,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,901000,NA,NA,1979,fi156,DR,NA,NA,NA,NA,NA,77.33,6.25,NA,15.56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Geoduck_wild_whole_eviscerated_raw,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.15073776,0.030333648,0.09645976,0.13150784,NA,0.61,Paralithodes camtschaticus,"Red king crab, wild, male, muscle flesh, raw",NA,NA,NA,40.0,NA,NA,2.82,0.3,NA,NA,716,Paralithodes camtschaticus,901018,Crustacean,"Russia, Sea of Japan, Tatar Strait",W,44,"King crabs, squat-lobsters",marine,KCD,NA,r,Red king crab,Summer-Autumn 2005,NA,52.183333,52.183333,NA,NA,1,NA,0.61,NA,NA,0.05613896,0.08312288,0.020036336,NA,NA,0.018733664,NA,901018,NA,FA converted using XFA,2009,fi165,DR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.06,0.08,0.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Red_king_crab_wild_male_muscle_flesh_raw,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.1490976,0.0417834,0.087174,0.1346688,NA,0.6,Paralithodes platypus,"Blue king crab, wild, male, muscle flesh, raw",NA,NA,NA,18.0,NA,NA,2.82,0.3,NA,NA,717,Paralithodes platypus,901020,Crustacean,"Russia, Okhotsk Sea, off Iona Island",W,44,"King crabs, squat-lobsters",marine,KCI,NA,r,Blue king crab,Summer-Autumn 2005,NA,56.4097,56.4097,NA,NA,1,NA,0.6,NA,NA,0.0538074,0.0862722,0.01130256,NA,NA,0.01463922,NA,901020,NA,FA converted using XFA,2009,fi165,DR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.05,0.09,0.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Blue_king_crab_wild_male_muscle_flesh_raw,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,0.91,Parapenaeopsis atlantica,"Shrimp, wild, marine, flesh with shell, raw",NA,NA,NA,12.0,NA,http://www.sealifebase.ca/summary/Parapenaeopsis-atlantica.html,NA,NA,NA,NA,719,Parapenaeopsis atlantica,901125,Crustacean,"Nigeria, Lagos",W,45,"Shrimps, prawns",marine,GUS,NA,r,Guinea shrimp,NA,EDIBLE: calc. mean of male and femal shrimp,6.524379,6.524379,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,901125,NA,NA,1992,fi189,S.E.,0.5176,NA,NA,NA,NA,75.92,6.25,NA,22.35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Shrimp_wild_marine_flesh_with_shell_raw,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,Parapenaeopsis stylifera,"Shrimp, edible meat, raw",NA,NA,NA,14.5,NA,http://www.sealifebase.ca/summary/Parapenaeopsis-stylifera.html,NA,NA,NA,NA,720,Parapenaeopsis stylifera,901232,Crustacean,"India, off the west coast",W,45,"Shrimps, prawns",marine,NAY,NA,r,Kiddi shrimp,Jul-Dec,NA,11.753288,11.753288,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,901232,NA,NA,2005,fi238,DR,0.44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,116.8,675.2,20.8,1600,NA,NA,NA,NA,NA,NA,Shrimp_edible_meat_raw,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.038700846,0.015811272,0.013605048,NA,NA,0.2,Parapenaeus longirostris,"Pink shrimp, wild, edible flesh, raw",NA,NA,NA,4.0,NA,NA,3.31,0.44,NA,NA,721,Parapenaeus longirostris,901193,Crustacean,"Portugal, Algarve, off the south coast",W,45,"Shrimps, prawns",marine,DPS,NA,r,Deep-water rose shrimp,Winter _Dec 2000,carapace length: 2-2.5cm,37.017954,37.017954,2.5,15.625,NA,74.6,NA,NA,0.2,0.025187724,0.028405134,NA,NA,NA,NA,NA,901193,2.5,FAT-/PROT- _analyzed according to AOAC 1998; FA converted using XFA; Lipid fractions calculated based on FAT _proximate,2003,fi220,DR,NA,397.1,NA,NA,NA,74.6,NA,NA,NA,NA,20.8,NA,NA,0.03,0.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Pink_shrimp_wild_edible_flesh_raw,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.065083608,0.030611358,0.01930446,NA,NA,0.3,Parapenaeus longirostris,"Pink shrimp, wild, edible flesh, raw",NA,NA,NA,4.0,NA,NA,3.31,0.44,NA,NA,722,Parapenaeus longirostris,901194,Crustacean,"Portugal, Algarve, off the south coast",W,45,"Shrimps, prawns",marine,DPS,NA,r,Deep-water rose shrimp,Summer _Jun 2001,carapace length: 2-2.5cm,37.017954,37.017954,2.5,15.625,NA,73.8,NA,NA,0.3,0.033369138,0.037367919,NA,NA,NA,NA,NA,901194,2.5,FAT-/PROT- _analyzed according to AOAC 1998; FA converted using XFA; Lipid fractions calculated based on FAT _proximate,2003,fi220,DR,NA,426.2,NA,NA,NA,73.8,NA,NA,NA,NA,21.3,NA,NA,0.03,0.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Pink_shrimp_wild_edible_flesh_raw,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,2.33,Parastromateus niger,"Black pomfret, wild, fillet, raw",601947,0.0211,3.012000084,62.0,NA,NA,3.64,0.52,NA,NA,723,Parastromateus niger,900530,Finfish,"Malaysia, West coast of Peninsular",W,37,Miscellaneous pelagic fishes,marine,POB,Bawal hitam,r,Black pomfret,NA,"length and weight: 33-42cm, 15-25g",3.144341,3.144341,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,900530,42.0,NA,2011,fi88,DR,NA,555.0,NA,NA,NA,77.72,6.25,NA,19.55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Black_pomfret_wild_fillet_raw,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,3.6,Parastromateus niger,"Black pomfret, wild, muscle fillet, raw",601947,0.0211,3.012000084,62.0,NA,NA,3.64,0.52,NA,NA,724,Parastromateus niger,900042,Finfish,"Thailand, Gulf of Thailand",W,37,Miscellaneous pelagic fishes,marine,POB,Pla Jalamet-dum,r,Black pomfret,Oct-Nov,NA,9.71212,9.71212,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,900042,NA,NNP calc. as % of TN,1999,fi2,DR,0.73,NA,NA,NA,NA,74.3,6.25,3.3,20.4,NA,NA,3.0,297,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Black_pomfret_wild_muscle_fillet_raw,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1.037608,0.508827,0.1336918,NA,NA,5.5,Parona signata,"Pampano, wild, fillet, raw",NA,0.01175,2.9,46.0,60.0,http://fishbase.sinica.edu.tw/summary/SpeciesSummary.php?id=386,3.4,0.45,3.4,0.45,725,Parona signata,900581,Finfish,"Uruguay, RÍo de la Plata",W,37,Miscellaneous pelagic fishes,marine,PAO,Palometa,r,Parona leatherjack,Dec 1991-Jan 1992 _Summer,NA,-34.941407,34.941407,NA,NA,1,NA,5.5,NA,NA,1.8307795,2.0901815,NA,NA,NA,NA,NA,900581,NA,FA converted using XFA,1996,fi95,DR,NA,NA,NA,NA,NA,NA,6.25,NA,20.7,NA,NA,NA,NA,1.83,2.09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Pampano_wild_fillet_raw,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.334003488,0.195420108,0.086307624,NA,NA,0.78,Patagonotothen ramsayi,"Longtail southern cod, wild, muscle, frozen",NA,0.00617,3.19,44.0,NA,http://fishbase.sinica.edu.tw/summary/SpeciesSummary.php?id=10308,3.5,0.5,3.5,0.5,727,Patagonotothen ramsayi,900511,Finfish,"UK, Falkland Shelf _southern South America",W,34,Miscellaneous demersal fishes,marine,PAT,NA,r,Longtail southern cod,Oct _Austral spring 2003,NA,-51.796253,51.796253,NA,NA,15,82.08,0.78,NA,NA,0.116129364,0.146594318,NA,NA,NA,NA,NA,900511,NA,"PROT- _Lowry et al. 1951, CHO- _Strickland & Parsons 1968; FA converted using XFA",2007,fi86,DR,NA,NA,NA,NA,NA,82.08,NA,NA,NA,NA,13.96,NA,NA,0.12,0.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Longtail_southern_cod_wild_muscle_frozen,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.376119023,0.280779133,0.055120347,NA,NA,0.83,Patagonotothen ramsayi,"Longtail southern cod, wild, muscle, frozen",NA,0.00617,3.19,44.0,NA,http://fishbase.sinica.edu.tw/summary/SpeciesSummary.php?id=10308,3.5,0.5,3.5,0.5,728,Patagonotothen ramsayi,900510,Finfish,"UK, Falkland Shelf _southern South America",W,34,Miscellaneous demersal fishes,marine,PAT,NA,r,Longtail southern cod,Aug _Austral winter 2003/2004,NA,-51.796253,51.796253,NA,NA,15,79.73,0.83,NA,NA,0.123878718,0.125141498,NA,NA,NA,NA,NA,900510,NA,"PROT- _Lowry et al. 1951, CHO- _Strickland & Parsons 1968; FA converted using XFA",2007,fi86,DR,NA,NA,NA,NA,NA,79.73,NA,NA,NA,NA,17.95,NA,NA,0.12,0.13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Longtail_southern_cod_wild_muscle_frozen,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.385287098,0.236501244,0.093000334,NA,NA,0.94,Patagonotothen ramsayi,"Longtail southern cod, wild, muscle, frozen",NA,0.00617,3.19,44.0,NA,http://fishbase.sinica.edu.tw/summary/SpeciesSummary.php?id=10308,3.5,0.5,3.5,0.5,730,Patagonotothen ramsayi,900512,Finfish,"UK, Falkland Shelf _southern South America",W,34,Miscellaneous demersal fishes,marine,PAT,NA,r,Longtail southern cod,Dec _Austral summer 2003,NA,-51.796253,51.796253,NA,NA,15,80.83,0.94,NA,NA,0.143207302,0.205599002,NA,NA,NA,NA,NA,900512,NA,"PROT- _Lowry et al. 1951, CHO- _Strickland & Parsons 1968; FA converted using XFA",2007,fi86,DR,NA,NA,NA,NA,NA,80.83,NA,NA,NA,NA,17.92,NA,NA,0.14,0.21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Longtail_southern_cod_wild_muscle_frozen,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.588708874,0.341466648,0.154125024,NA,NA,1.34,Patagonotothen ramsayi,"Longtail southern cod, wild, muscle, frozen",NA,0.00617,3.19,44.0,NA,http://fishbase.sinica.edu.tw/summary/SpeciesSummary.php?id=10308,3.5,0.5,3.5,0.5,731,Patagonotothen ramsayi,900509,Finfish,"UK, Falkland Shelf _southern South America",W,34,Miscellaneous demersal fishes,marine,PAT,NA,r,Longtail southern cod,May _Austral autumn 2003,NA,-51.796253,51.796253,NA,NA,15,78.43,1.34,NA,NA,0.27846583,0.26241114,NA,NA,NA,NA,NA,900509,NA,"PROT- _Lowry et al. 1951, CHO- _Strickland & Parsons 1968; FA converted using XFA",2007,fi86,DR,NA,NA,NA,NA,NA,78.43,NA,NA,NA,NA,18.06,NA,NA,0.28,0.26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Longtail_southern_cod_wild_muscle_frozen,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,Penaeus indicus,"Shrimp, edible meat, raw",NA,NA,NA,18.4,NA,http://www.sealifebase.ca/summary/Fenneropenaeus-indicus.html,NA,NA,NA,NA,735,Penaeus indicus,901230,Crustacean,"India, off the west coast",W,45,"Shrimps, prawns",marine,PNI,NA,r,Indian white prawn,Jul-Dec,NA,11.753288,11.753288,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,901230,NA,NA,2005,fi238,DR,0.515,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,57.2,342.16,17.68,1040,NA,NA,NA,NA,NA,NA,Shrimp_edible_meat_raw,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.5776218,0.2758014,0.1925406,0.4908918,NA,2.1,Penaeus kerathurus,"Caramote prawn, wild, edible flesh, raw",NA,NA,NA,18.0,NA,http://www.sealifebase.ca/summary/Melicertus-kerathurus.html,NA,NA,NA,NA,736,Penaeus kerathurus,901037,Crustacean,"Greece, Northern Aegean Sea",W,45,"Shrimps, prawns",marine,TGS,Gampari,r,Caramote prawn,"Aug, Sep 2006",NA,40.26691,40.26691,NA,NA,NA,78.2,2.1,NA,NA,0.5186454,0.3746736,NA,NA,NA,0.08673,NA,901037,NA,FA converted using XFA; AA expressed per DM - conversion to FW,2009,fi168,DR,NA,NA,NA,NA,NA,78.2,6.25,NA,15.6,NA,NA,NA,NA,0.52,0.37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Caramote_prawn_wild_edible_flesh_raw,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
