page_id,level_1,level_2,common_name,latin_name,part,preparation,reference,ca_mg,zn_mg,fe_mg,protein_g,fat_g,fapun3,fapun_all_g,mn_mg,mg_mg,epa,dha,latin_name_cleaned,old_species1,cine_id,AgeMatMin,Herbivory2,FeedingType,FoodTroph,EnvTemp,BodyShapeI,DemersPelag,DepthRangeDeep,Length,realm,source
6449,Fish,Searun Fish,Arctic Char,Salvelinus alpinus,muscle,raw,9,18.8,0.6,0.32,19.2,6.5,NA,NA,NA,21.3,NA,NA,Salvelinus alpinus,Salvelinus alpinus,732,4,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.4600000381469727,temperate,fusiform / normal,benthopelagic,70,107,freshbrackmarine,cine
6449,Fish,Searun Fish,Arctic Char,Salvelinus alpinus,muscle,raw,4,7,0.6,0.7,21,3.3,NA,NA,0.01,29,NA,NA,Salvelinus alpinus,Salvelinus alpinus,733,4,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.4600000381469727,temperate,fusiform / normal,benthopelagic,70,107,freshbrackmarine,cine
6449,Fish,Searun Fish,Arctic Char,Salvelinus alpinus,muscle,raw,37,NA,NA,NA,NA,3.3,NA,NA,NA,NA,0.4,0.2,Salvelinus alpinus,Salvelinus alpinus,734,4,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.4600000381469727,temperate,fusiform / normal,benthopelagic,70,107,freshbrackmarine,cine
6449,Fish,Searun Fish,Arctic Char,Salvelinus alpinus,muscle,raw,53,11,0.4,0.3,18,2,NA,NA,0.01,30,NA,NA,Salvelinus alpinus,Salvelinus alpinus,735,4,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.4600000381469727,temperate,fusiform / normal,benthopelagic,70,107,freshbrackmarine,cine
6449,Fish,Searun Fish,Arctic Char,Salvelinus alpinus,muscle,raw,49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Salvelinus alpinus,Salvelinus alpinus,736,4,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.4600000381469727,temperate,fusiform / normal,benthopelagic,70,107,freshbrackmarine,cine
6449,Fish,Searun Fish,Arctic Char,Salvelinus alpinus,muscle,raw,60,NA,NA,NA,20.8,NA,NA,NA,NA,NA,NA,NA,Salvelinus alpinus,Salvelinus alpinus,737,4,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.4600000381469727,temperate,fusiform / normal,benthopelagic,70,107,freshbrackmarine,cine
6449,Fish,Searun Fish,Arctic Char,Salvelinus alpinus,muscle + skin,raw,4,14,0.6,0.6,22,3.9,NA,NA,0.01,23,NA,NA,Salvelinus alpinus,Salvelinus alpinus,738,4,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.4600000381469727,temperate,fusiform / normal,benthopelagic,70,107,freshbrackmarine,cine
6449,Fish,Searun Fish,Arctic Char,Salvelinus alpinus,muscle,raw,83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Salvelinus alpinus,Salvelinus alpinus,739,4,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.4600000381469727,temperate,fusiform / normal,benthopelagic,70,107,freshbrackmarine,cine
6449,Fish,Searun Fish,Arctic Char,Salvelinus alpinus,muscle,raw,84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Salvelinus alpinus,Salvelinus alpinus,740,4,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.4600000381469727,temperate,fusiform / normal,benthopelagic,70,107,freshbrackmarine,cine
6449,Fish,Searun Fish,Arctic Char,Salvelinus alpinus,muscle,raw,79,20,0.8,1,21.4,7.9,NA,0.9,NA,NA,NA,NA,Salvelinus alpinus,Salvelinus alpinus,741,4,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.4600000381469727,temperate,fusiform / normal,benthopelagic,70,107,freshbrackmarine,cine
6449,Fish,Searun Fish,Arctic Char,Salvelinus alpinus,not specified,raw,87,7,NA,0.2,20,8,NA,NA,NA,NA,NA,NA,Salvelinus alpinus,Salvelinus alpinus,742,4,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.4600000381469727,temperate,fusiform / normal,benthopelagic,70,107,freshbrackmarine,cine
6449,Fish,Searun Fish,Arctic Char,Salvelinus alpinus,muscle,raw,2,7.2,0.6,0.7,20.2,7.2,NA,NA,NA,21,0.78,0.69,Salvelinus alpinus,Salvelinus alpinus,743,4,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.4600000381469727,temperate,fusiform / normal,benthopelagic,70,107,freshbrackmarine,cine
6449,Fish,Searun Fish,Arctic Char,Salvelinus alpinus,muscle,raw,50,NA,2.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,Salvelinus alpinus,Salvelinus alpinus,744,4,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.4600000381469727,temperate,fusiform / normal,benthopelagic,70,107,freshbrackmarine,cine
6449,Fish,Searun Fish,Arctic Char,Salvelinus alpinus,muscle,raw,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Salvelinus alpinus,Salvelinus alpinus,745,4,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.4600000381469727,temperate,fusiform / normal,benthopelagic,70,107,freshbrackmarine,cine
6449,Fish,Searun Fish,Arctic Char,Salvelinus alpinus,skin,raw,4,268,2.5,4.8,42,19,NA,NA,0.16,26,NA,NA,Salvelinus alpinus,Salvelinus alpinus,746,4,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.4600000381469727,temperate,fusiform / normal,benthopelagic,70,107,freshbrackmarine,cine
6449,Fish,Searun Fish,Arctic Char,Salvelinus alpinus,skin,raw,37,NA,NA,NA,NA,18.7,NA,NA,NA,NA,0.7,0.6,Salvelinus alpinus,Salvelinus alpinus,747,4,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.4600000381469727,temperate,fusiform / normal,benthopelagic,70,107,freshbrackmarine,cine
6449,Fish,Searun Fish,Arctic Char,Salvelinus alpinus,liver,raw,50,NA,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,Salvelinus alpinus,Salvelinus alpinus,748,4,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.4600000381469727,temperate,fusiform / normal,benthopelagic,70,107,freshbrackmarine,cine
6449,Fish,Searun Fish,Arctic Char,Salvelinus alpinus,whole,raw,73,NA,NA,NA,NA,NA,NA,NA,NA,29,NA,NA,Salvelinus alpinus,Salvelinus alpinus,749,4,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.4600000381469727,temperate,fusiform / normal,benthopelagic,70,107,freshbrackmarine,cine
6449,Fish,Searun Fish,Arctic Char,Salvelinus alpinus,whole,raw,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Salvelinus alpinus,Salvelinus alpinus,750,4,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.4600000381469727,temperate,fusiform / normal,benthopelagic,70,107,freshbrackmarine,cine
6151,Fish,Freshwater Fish,Brook Trout,Salvelinus fontinalis,muscle,raw,69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Salvelinus fontinalis,Salvelinus fontinalis,751,1.75,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.74,temperate,fusiform / normal,benthopelagic,27,86,freshbrackmarine,cine
6151,Fish,Freshwater Fish,Brook Trout,Salvelinus fontinalis,muscle,raw,23,NA,NA,NA,NA,2,NA,0.4,NA,NA,0.1,0.2,Salvelinus fontinalis,Salvelinus fontinalis,752,1.75,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.74,temperate,fusiform / normal,benthopelagic,27,86,freshbrackmarine,cine
6151,Fish,Freshwater Fish,Brook Trout,Salvelinus fontinalis,muscle,raw,65,14.3,0.471,0.226,18.6,3.41,NA,NA,0.018,50,NA,NA,Salvelinus fontinalis,Salvelinus fontinalis,753,1.75,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.74,temperate,fusiform / normal,benthopelagic,27,86,freshbrackmarine,cine
6151,Fish,Freshwater Fish,Brook Trout,Salvelinus fontinalis,muscle,raw,23,NA,NA,NA,NA,2.7,NA,0.9,NA,NA,0.2,0.2,Salvelinus fontinalis,Salvelinus fontinalis,754,1.75,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.74,temperate,fusiform / normal,benthopelagic,27,86,freshbrackmarine,cine
6151,Fish,Freshwater Fish,Brook Trout,Salvelinus fontinalis,muscle,raw,43,4.7,0.8,0.2,16.6,1.5,0.58,0.93,NA,NA,NA,NA,Salvelinus fontinalis,Salvelinus fontinalis,755,1.75,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.74,temperate,fusiform / normal,benthopelagic,27,86,freshbrackmarine,cine
6151,Fish,Freshwater Fish,Brook Trout,Salvelinus fontinalis,muscle,raw,81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Salvelinus fontinalis,Salvelinus fontinalis,756,1.75,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.74,temperate,fusiform / normal,benthopelagic,27,86,freshbrackmarine,cine
6151,Fish,Freshwater Fish,Brook Trout,Salvelinus fontinalis,whole,raw,27,NA,NA,NA,15.6,5.2,NA,NA,NA,NA,NA,NA,Salvelinus fontinalis,Salvelinus fontinalis,757,1.75,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.74,temperate,fusiform / normal,benthopelagic,27,86,freshbrackmarine,cine
6151,Fish,Freshwater Fish,Brook Trout,Salvelinus fontinalis,whole,raw,81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Salvelinus fontinalis,Salvelinus fontinalis,758,1.75,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.74,temperate,fusiform / normal,benthopelagic,27,86,freshbrackmarine,cine
6151,Fish,Freshwater Fish,Brook Trout,Salvelinus fontinalis,whole,raw,27,NA,NA,NA,17.1,5.6,NA,NA,NA,NA,NA,NA,Salvelinus fontinalis,Salvelinus fontinalis,759,1.75,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.74,temperate,fusiform / normal,benthopelagic,27,86,freshbrackmarine,cine
6151,Fish,Freshwater Fish,Brook Trout,Salvelinus fontinalis,skin,raw,64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Salvelinus fontinalis,Salvelinus fontinalis,760,1.75,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.74,temperate,fusiform / normal,benthopelagic,27,86,freshbrackmarine,cine
6151,Fish,Freshwater Fish,Brook Trout,Salvelinus fontinalis,muscle,raw,56,NA,NA,NA,21.5,3.4,NA,NA,NA,NA,NA,NA,Salvelinus fontinalis,Salvelinus fontinalis,761,1.75,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.74,temperate,fusiform / normal,benthopelagic,27,86,freshbrackmarine,cine
6151,Fish,Freshwater Fish,Brook Trout,Salvelinus fontinalis,muscle,raw,79,80,1.2,1.4,20,2.5,0.3,0.7,NA,NA,NA,NA,Salvelinus fontinalis,Salvelinus fontinalis,762,1.75,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.74,temperate,fusiform / normal,benthopelagic,27,86,freshbrackmarine,cine
6151,Fish,Freshwater Fish,Brook Trout,Salvelinus fontinalis,muscle,raw,27,NA,NA,NA,18.5,1.6,NA,NA,NA,NA,NA,NA,Salvelinus fontinalis,Salvelinus fontinalis,763,1.75,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.74,temperate,fusiform / normal,benthopelagic,27,86,freshbrackmarine,cine
6151,Fish,Freshwater Fish,Brook Trout,Salvelinus fontinalis,muscle,raw,64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Salvelinus fontinalis,Salvelinus fontinalis,764,1.75,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.74,temperate,fusiform / normal,benthopelagic,27,86,freshbrackmarine,cine
6151,Fish,Freshwater Fish,Brook Trout,Salvelinus fontinalis,muscle,raw,2,9.3,0.5,0.3,23.5,1.8,NA,NA,NA,21,0.112,0.322,Salvelinus fontinalis,Salvelinus fontinalis,765,1.75,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.74,temperate,fusiform / normal,benthopelagic,27,86,freshbrackmarine,cine
6151,Fish,Freshwater Fish,Brook Trout,Salvelinus fontinalis,muscle,raw,27,38,0.46,1.2,18.6,2.6,NA,NA,NA,NA,NA,NA,Salvelinus fontinalis,Salvelinus fontinalis,766,1.75,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.74,temperate,fusiform / normal,benthopelagic,27,86,freshbrackmarine,cine
6151,Fish,Freshwater Fish,Dolly Varden Trout,Salvelinus malma,muscle,raw,7,13,NA,1.3,19.7,2,NA,0.9,NA,NA,NA,NA,Salvelinus malma,Salvelinus malma,767,4,mainly animals (troph. 2.8 and up),filtering plankton,3.4,temperate,fusiform / normal,benthopelagic,200,127,freshbrackmarine,cine
6151,Fish,Freshwater Fish,Dolly Varden Trout,Salvelinus malma,muscle,raw,7,13,NA,1.3,19.7,2,NA,0.9,NA,NA,NA,NA,Salvelinus malma,Salvelinus malma,767,4,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.539999961853028,temperate,fusiform / normal,benthopelagic,200,127,freshbrackmarine,cine
6151,Fish,Freshwater Fish,Dolly Varden Trout,Salvelinus malma,muscle,raw,34,NA,NA,NA,15.9,2.1,NA,NA,NA,NA,NA,NA,Salvelinus malma,Salvelinus malma,768,4,mainly animals (troph. 2.8 and up),filtering plankton,3.4,temperate,fusiform / normal,benthopelagic,200,127,freshbrackmarine,cine
6151,Fish,Freshwater Fish,Dolly Varden Trout,Salvelinus malma,muscle,raw,34,NA,NA,NA,15.9,2.1,NA,NA,NA,NA,NA,NA,Salvelinus malma,Salvelinus malma,768,4,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.539999961853028,temperate,fusiform / normal,benthopelagic,200,127,freshbrackmarine,cine
6151,Fish,Freshwater Fish,Dolly Varden Trout,Salvelinus malma,muscle,raw,27,NA,NA,NA,19.9,6,NA,NA,NA,NA,NA,NA,Salvelinus malma,Salvelinus malma,769,4,mainly animals (troph. 2.8 and up),filtering plankton,3.4,temperate,fusiform / normal,benthopelagic,200,127,freshbrackmarine,cine
6151,Fish,Freshwater Fish,Dolly Varden Trout,Salvelinus malma,muscle,raw,27,NA,NA,NA,19.9,6,NA,NA,NA,NA,NA,NA,Salvelinus malma,Salvelinus malma,769,4,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.539999961853028,temperate,fusiform / normal,benthopelagic,200,127,freshbrackmarine,cine
6151,Fish,Freshwater Fish,Lake Trout,Salvelinus namaycush,muscle,raw,83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Salvelinus namaycush,Salvelinus namaycush,770,8,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.77,temperate,fusiform / normal,benthopelagic,53,150,fresh,cine
6151,Fish,Freshwater Fish,Lake Trout,Salvelinus namaycush,muscle,raw,84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Salvelinus namaycush,Salvelinus namaycush,771,8,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.77,temperate,fusiform / normal,benthopelagic,53,150,fresh,cine
6151,Fish,Freshwater Fish,Lake Trout,Salvelinus namaycush,muscle,raw,23,NA,NA,NA,NA,9.7,NA,3.4,NA,NA,0.5,1.1,Salvelinus namaycush,Salvelinus namaycush,772,8,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.77,temperate,fusiform / normal,benthopelagic,53,150,fresh,cine
6151,Fish,Freshwater Fish,Lake Trout,Salvelinus namaycush,muscle,raw,82,NA,0.44,0.75,20.5,2.7,NA,NA,NA,30,NA,NA,Salvelinus namaycush,Salvelinus namaycush,773,8,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.77,temperate,fusiform / normal,benthopelagic,53,150,fresh,cine
6151,Fish,Freshwater Fish,Lake Trout,Salvelinus namaycush,muscle,raw,24,7,0.4,0.5,21,3.9,NA,NA,0.01,27,NA,NA,Salvelinus namaycush,Salvelinus namaycush,774,8,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.77,temperate,fusiform / normal,benthopelagic,53,150,fresh,cine
6151,Fish,Freshwater Fish,Lake Trout,Salvelinus namaycush,muscle,raw,20,NA,NA,NA,NA,3.9,NA,NA,NA,NA,0.1,0.4,Salvelinus namaycush,Salvelinus namaycush,775,8,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.77,temperate,fusiform / normal,benthopelagic,53,150,fresh,cine
6151,Fish,Freshwater Fish,Lake Trout,Salvelinus namaycush,muscle,raw,60,NA,NA,NA,22.4,NA,NA,NA,NA,NA,NA,NA,Salvelinus namaycush,Salvelinus namaycush,776,8,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.77,temperate,fusiform / normal,benthopelagic,53,150,fresh,cine
6151,Fish,Freshwater Fish,Lake Trout,Salvelinus namaycush,muscle,raw,43,4,0.4,0.2,12,1.4,0.6,1,NA,NA,NA,NA,Salvelinus namaycush,Salvelinus namaycush,777,8,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.77,temperate,fusiform / normal,benthopelagic,53,150,fresh,cine
6151,Fish,Freshwater Fish,Lake Trout,Salvelinus namaycush,muscle,raw,32,NA,NA,NA,22.4,2.1,NA,NA,NA,NA,NA,NA,Salvelinus namaycush,Salvelinus namaycush,778,8,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.77,temperate,fusiform / normal,benthopelagic,53,150,fresh,cine
6151,Fish,Freshwater Fish,Lake Trout,Salvelinus namaycush,muscle,raw,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Salvelinus namaycush,Salvelinus namaycush,779,8,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.77,temperate,fusiform / normal,benthopelagic,53,150,fresh,cine
6151,Fish,Freshwater Fish,Lake Trout,Salvelinus namaycush,muscle,raw,2,6.1,0.4,0.3,20.9,1.4,NA,NA,NA,20.8,0.072,0.232,Salvelinus namaycush,Salvelinus namaycush,780,8,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.77,temperate,fusiform / normal,benthopelagic,53,150,fresh,cine
6151,Fish,Freshwater Fish,Lake Trout,Salvelinus namaycush,muscle,raw,27,NA,0.21,0.478,NA,NA,NA,NA,0.026,NA,NA,NA,Salvelinus namaycush,Salvelinus namaycush,781,8,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.77,temperate,fusiform / normal,benthopelagic,53,150,fresh,cine
6151,Fish,Freshwater Fish,Lake Trout,Salvelinus namaycush,offal,raw,27,NA,NA,NA,15.6,18.1,NA,NA,NA,NA,NA,NA,Salvelinus namaycush,Salvelinus namaycush,782,8,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.77,temperate,fusiform / normal,benthopelagic,53,150,fresh,cine
6151,Fish,Freshwater Fish,Lake Trout,Salvelinus namaycush,liver,raw,43,8.7,8.2,6,9.7,2.2,0.92,1.2,NA,NA,NA,NA,Salvelinus namaycush,Salvelinus namaycush,783,8,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.77,temperate,fusiform / normal,benthopelagic,53,150,fresh,cine
6151,Fish,Freshwater Fish,Lake Trout,Salvelinus namaycush,eggs,raw,43,41.2,4.3,0.4,19.6,2.6,2.4,3.3,NA,NA,NA,NA,Salvelinus namaycush,Salvelinus namaycush,784,8,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.77,temperate,fusiform / normal,benthopelagic,53,150,fresh,cine
6151,Fish,Freshwater Fish,Lake Trout,Salvelinus namaycush,muscle,raw,56,NA,NA,NA,18.6,7.2,NA,NA,NA,NA,NA,NA,Salvelinus namaycush,Salvelinus namaycush,785,8,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.77,temperate,fusiform / normal,benthopelagic,53,150,fresh,cine
6151,Fish,Freshwater Fish,Lake Trout,Salvelinus namaycush,muscle,raw,79,44,0.7,0.7,18.1,9.4,1.4,2.6,NA,NA,NA,NA,Salvelinus namaycush,Salvelinus namaycush,786,8,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.77,temperate,fusiform / normal,benthopelagic,53,150,fresh,cine
6151,Fish,Freshwater Fish,Lake Trout,Salvelinus namaycush,whole,raw,73,NA,NA,NA,NA,NA,NA,NA,NA,32,NA,NA,Salvelinus namaycush,Salvelinus namaycush,787,8,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.77,temperate,fusiform / normal,benthopelagic,53,150,fresh,cine
6431,Fish,Saltwater Fish,Sardine,Sardinops spp.,whole,raw,27,554,NA,5.25,21.1,18.2,NA,NA,NA,30,NA,NA,Sardinops spp.,Sardinops spp.,788,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,cine
6431,Fish,Saltwater Fish,Sardine,Sardinops spp.,muscle,raw,27,73,1.03,2313,18.9,6.8,NA,NA,0.119,4,NA,NA,Sardinops spp.,Sardinops spp.,789,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,cine
6431,Fish,Saltwater Fish,Sardine,Sardinops spp.,muscle,raw,79,73,1,2.3,18.9,6.8,NA,NA,NA,NA,NA,NA,Sardinops spp.,Sardinops spp.,790,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,cine
6504,Marine Invertebrates,Bivalves,Washington Butterclam,Saxidomus gigantea,whole,raw,27,41,NA,NA,13.2,1.9,NA,NA,NA,NA,NA,NA,Saxidomus gigantea,Saxidomus gigantea,791,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,cine
6442,Fish,Saltwater Fish,Atlantic Mackerel,Scomber scombrus,muscle,raw,23,NA,NA,NA,NA,13.9,NA,3.7,NA,NA,0.9,1.6,Scomber scombrus,Scomber scombrus,792,1.75,mainly animals (troph. 2.8 and up),variable,3.73,temperate,fusiform / normal,pelagic-neritic,1000,60,brackmarine,cine
6442,Fish,Saltwater Fish,Atlantic Mackerel,Scomber scombrus,muscle,raw,21,6,NA,1.1,19,12,NA,NA,NA,NA,NA,NA,Scomber scombrus,Scomber scombrus,793,1.75,mainly animals (troph. 2.8 and up),variable,3.73,temperate,fusiform / normal,pelagic-neritic,1000,60,brackmarine,cine
6442,Fish,Saltwater Fish,Atlantic Mackerel,Scomber scombrus,muscle,raw,81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Scomber scombrus,Scomber scombrus,794,1.75,mainly animals (troph. 2.8 and up),variable,3.73,temperate,fusiform / normal,pelagic-neritic,1000,60,brackmarine,cine
6442,Fish,Saltwater Fish,Atlantic Mackerel,Scomber scombrus,muscle,raw,82,15,0.1,0.75,18.2,24,NA,6.52,NA,24,1.3,3.17,Scomber scombrus,Scomber scombrus,795,1.75,mainly animals (troph. 2.8 and up),variable,3.73,temperate,fusiform / normal,pelagic-neritic,1000,60,brackmarine,cine
6442,Fish,Saltwater Fish,Atlantic Mackerel,Scomber scombrus,not specified,raw,87,12,NA,1.7,19,14,NA,NA,NA,NA,NA,NA,Scomber scombrus,Scomber scombrus,796,1.75,mainly animals (troph. 2.8 and up),variable,3.73,temperate,fusiform / normal,pelagic-neritic,1000,60,brackmarine,cine
6442,Fish,Saltwater Fish,Atlantic Mackerel,Scomber scombrus,muscle,raw,27,8,0.639,1.01,19.6,9.6,NA,NA,NA,28,NA,NA,Scomber scombrus,Scomber scombrus,797,1.75,mainly animals (troph. 2.8 and up),variable,3.73,temperate,fusiform / normal,pelagic-neritic,1000,60,brackmarine,cine
6442,Fish,Saltwater Fish,Atlantic Mackerel,Scomber scombrus,muscle,raw,64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Scomber scombrus,Scomber scombrus,798,1.75,mainly animals (troph. 2.8 and up),variable,3.73,temperate,fusiform / normal,pelagic-neritic,1000,60,brackmarine,cine
6442,Fish,Saltwater Fish,Atlantic Mackerel,Scomber scombrus,"muscle, light muscle",raw,55,NA,NA,NA,NA,9.6,NA,NA,NA,NA,NA,NA,Scomber scombrus,Scomber scombrus,799,1.75,mainly animals (troph. 2.8 and up),variable,3.73,temperate,fusiform / normal,pelagic-neritic,1000,60,brackmarine,cine
6442,Fish,Saltwater Fish,Atlantic Mackerel,Scomber scombrus,"muscle, dark muscle",raw,27,NA,NA,NA,18.6,11.8,NA,NA,NA,NA,NA,NA,Scomber scombrus,Scomber scombrus,800,1.75,mainly animals (troph. 2.8 and up),variable,3.73,temperate,fusiform / normal,pelagic-neritic,1000,60,brackmarine,cine
6442,Fish,Saltwater Fish,Atlantic Mackerel,Scomber scombrus,"muscle, dark muscle",raw,55,NA,NA,NA,NA,12.3,NA,NA,NA,NA,NA,NA,Scomber scombrus,Scomber scombrus,801,1.75,mainly animals (troph. 2.8 and up),variable,3.73,temperate,fusiform / normal,pelagic-neritic,1000,60,brackmarine,cine
6442,Fish,Saltwater Fish,Atlantic Mackerel,Scomber scombrus,offal,raw,27,NA,NA,NA,14.7,17.7,NA,NA,NA,NA,NA,NA,Scomber scombrus,Scomber scombrus,802,1.75,mainly animals (troph. 2.8 and up),variable,3.73,temperate,fusiform / normal,pelagic-neritic,1000,60,brackmarine,cine
6442,Fish,Saltwater Fish,Atlantic Mackerel,Scomber scombrus,whole,raw,81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Scomber scombrus,Scomber scombrus,803,1.75,mainly animals (troph. 2.8 and up),variable,3.73,temperate,fusiform / normal,pelagic-neritic,1000,60,brackmarine,cine
6442,Fish,Saltwater Fish,Atlantic Mackerel,Scomber scombrus,skin,raw,64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Scomber scombrus,Scomber scombrus,804,1.75,mainly animals (troph. 2.8 and up),variable,3.73,temperate,fusiform / normal,pelagic-neritic,1000,60,brackmarine,cine
6442,Fish,Saltwater Fish,Atlantic Mackerel,Scomber scombrus,liver,raw,64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Scomber scombrus,Scomber scombrus,805,1.75,mainly animals (troph. 2.8 and up),variable,3.73,temperate,fusiform / normal,pelagic-neritic,1000,60,brackmarine,cine
6442,Fish,Saltwater Fish,Atlantic Mackerel,Scomber scombrus,muscle,raw,79,9,0.6,1.1,18.5,10.7,1.9,2.6,NA,NA,NA,NA,Scomber scombrus,Scomber scombrus,806,1.75,mainly animals (troph. 2.8 and up),variable,3.73,temperate,fusiform / normal,pelagic-neritic,1000,60,brackmarine,cine
6442,Fish,Saltwater Fish,Atlantic Mackerel,Scomber scombrus,muscle,raw,72,NA,NA,NA,NA,9.8,NA,NA,NA,NA,NA,NA,Scomber scombrus,Scomber scombrus,807,1.75,mainly animals (troph. 2.8 and up),variable,3.73,temperate,fusiform / normal,pelagic-neritic,1000,60,brackmarine,cine
6442,Fish,Saltwater Fish,Atlantic Mackerel,Scomber scombrus,muscle,raw,55,NA,NA,NA,NA,NA,NA,4.17,NA,NA,1.45,2.16,Scomber scombrus,Scomber scombrus,808,1.75,mainly animals (troph. 2.8 and up),variable,3.73,temperate,fusiform / normal,pelagic-neritic,1000,60,brackmarine,cine
6442,Fish,Saltwater Fish,Mackerel,Scomber spp.,muscle,raw,10,24,0.5,1,19,16.3,NA,3.3,0.02,30,NA,NA,Scomber spp.,Scomber spp.,809,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,cine
6442,Fish,Saltwater Fish,Mackerel,Scomber spp.,muscle,raw,69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Scomber spp.,Scomber spp.,810,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,cine
6442,Fish,Saltwater Fish,Mackerel,Scomber spp.,muscle,raw,55,NA,NA,NA,NA,20.6,5.1,NA,NA,NA,1.45,2.16,Scomber spp.,Scomber spp.,811,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,cine
