run,species_no,rdi_micro_tot_mean,rdi_micro_tot_std.error,dataset
54,3,2.825,0.07997067039389691,WA
54,4,3.066666666666667,0.05905511531951641,WA
54,5,3.138888888888889,0.04740447345023249,WA
54,6,3.2,0.04518259957799241,WA
54,7,3.225,0.05085060780094463,WA
54,8,2.977777777777778,0.022222222222222223,WA
54,9,3,0,WA
54,10,3,NA,WA
55,1,2.5,0.30731814857642953,WA
55,2,2.8666666666666667,0.14770978917519928,WA
55,3,3.0833333333333335,0.0841694746737403,WA
55,4,3.3095238095238093,0.05940407186723537,WA
55,5,3.357142857142857,0.05182087909977848,WA
55,6,3.4857142857142858,0.04971028914674201,WA
55,7,3.7,0.0537136301289035,WA
55,8,3.7111111111111112,0.0753592220347252,WA
55,9,3.7,0.15275252316519466,WA
55,10,4,NA,WA
56,1,2.1,0.27688746209726917,WA
56,2,2.533333333333333,0.10347497623614467,WA
56,3,2.6416666666666666,0.06459942647599184,WA
56,4,2.8,0.04518259957799241,WA
56,5,3,0.04207962687318687,WA
56,6,3.2,0.04518259957799241,WA
56,7,3.4,0.05601120336112039,WA
56,8,3.6,0.08040302522073697,WA
56,9,3.8,0.13333333333333333,WA
56,10,4,NA,WA
57,1,2.3,0.2603416558635551,WA
57,2,2.933333333333333,0.13257359305592337,WA
57,3,3.0833333333333335,0.079901316352164,WA
57,4,3.0761904761904764,0.05976733052176337,WA
57,5,3.2777777777777777,0.050694842394455195,WA
57,6,3.4238095238095236,0.0494400065617464,WA
57,7,3.5,0.05675639625104965,WA
57,8,3.533333333333333,0.0816496580927726,WA
57,9,3.3,0.15275252316519466,WA
57,10,3,NA,WA
58,1,2.5,0.34156502553198664,WA
58,2,2.977777777777778,0.12905596972674294,WA
58,3,3.216666666666667,0.08042545597168828,WA
58,4,3.2476190476190476,0.05209745357531294,WA
58,5,3.3968253968253967,0.04213922133283584,WA
58,6,3.538095238095238,0.04220922350074497,WA
58,7,3.6666666666666665,0.049271063736795545,WA
58,8,3.7777777777777777,0.07027283689263064,WA
58,9,3.9,0.09999999999999999,WA
58,10,4,NA,WA
59,1,2.5,0.22360679774997896,WA
59,2,2.933333333333333,0.12060453783110545,WA
59,3,3.0833333333333335,0.08333333333333334,WA
59,4,3.138095238095238,0.05627521598196872,WA
59,5,3.2301587301587302,0.0522452917121103,WA
59,6,3.342857142857143,0.055113190701895395,WA
59,7,3.5166666666666666,0.06480236419474801,WA
59,8,3.7333333333333334,0.08040302522073697,WA
59,9,3.9,0.09999999999999999,WA
59,10,4,NA,WA
6,1,2.4,0.26666666666666666,WA
6,2,2.688888888888889,0.12642010381545063,WA
6,3,2.9,0.07140055472954167,WA
6,4,3.0428571428571427,0.0519859169360166,WA
6,5,3.138888888888889,0.04740447345023249,WA
6,6,3.3476190476190477,0.048590009803645605,WA
6,7,3.525,0.05671010857480196,WA
6,8,3.511111111111111,0.10358338378419611,WA
6,9,3,0.14907119849998596,WA
6,10,3,NA,WA
60,1,2.2,0.3265986323710904,WA
60,2,2.6,0.15374122295716147,WA
60,3,2.8666666666666667,0.08528526307109283,WA
60,4,3.0904761904761906,0.05948073173500713,WA
60,5,3.1587301587301586,0.04798652449805878,WA
60,6,3.2714285714285714,0.047139301287493905,WA
60,7,3.35,0.055065532642062605,WA
60,8,3.4,0.08040302522073697,WA
60,9,3,0,WA
60,10,3,NA,WA
61,1,2.2,0.24944382578492943,WA
61,2,2.5555555555555554,0.133164876748905,WA
61,3,2.5083333333333333,0.07669269440055183,WA
61,4,2.4761904761904763,0.04384695321244057,WA
61,5,2.5,0.031559720154890156,WA
61,6,2.6,0.0338869496834943,WA
61,7,2.683333333333333,0.04264263153554641,WA
61,8,2.4444444444444446,0.07491109582924912,WA
61,9,2,0,WA
61,10,2,NA,WA
62,1,2.2,0.29059326290271154,WA
62,2,2.466666666666667,0.14070529413628968,WA
62,3,2.8,0.08334733775883063,WA
62,4,3.057142857142857,0.05986890168356747,WA
62,5,3.1944444444444446,0.05530599102941745,WA
62,6,3.323809523809524,0.060750405849776534,WA
62,7,3.4,0.08401680504168059,WA
62,8,3.6,0.12060453783110545,WA
62,9,3.8,0.19999999999999998,WA
62,10,4,NA,WA
63,1,2.3,0.21343747458109494,WA
63,2,2.533333333333333,0.09847319278346618,WA
63,3,2.525,0.05912823741144119,WA
63,4,2.5238095238095237,0.03519983390156095,WA
63,5,2.5476190476190474,0.03141626613878561,WA
63,6,2.604761904761905,0.033818042755908675,WA
63,7,2.7,0.042008402520840295,WA
63,8,2.8,0.06030226891555272,WA
63,9,2.9,0.09999999999999999,WA
63,10,3,NA,WA
64,1,2.5,0.37267799624996495,WA
64,2,3.0444444444444443,0.1619189083597081,WA
64,3,3.408333333333333,0.07623477791147523,WA
64,4,3.623809523809524,0.04850955901245991,WA
64,5,3.757936507936508,0.036923465401094334,WA
64,6,3.861904761904762,0.02980732464952729,WA
64,7,3.908333333333333,0.028978484565169105,WA
64,8,3.9555555555555557,0.031067790907534743,WA
64,9,4,0,WA
64,10,4,NA,WA
65,1,2.1,0.17950549357115014,WA
65,2,2.6,0.10730867399773196,WA
65,3,2.575,0.05756800873968198,WA
65,4,2.4,0.0338869496834943,WA
65,5,2.5,0.031559720154890156,WA
65,6,2.6,0.0338869496834943,WA
65,7,2.7,0.042008402520840295,WA
65,8,2.8,0.06030226891555272,WA
65,9,2.9,0.09999999999999999,WA
65,10,3,NA,WA
66,1,2.7,0.3,WA
66,2,3.1777777777777776,0.15004675664837228,WA
66,3,3.4166666666666665,0.08743411551842485,WA
66,4,3.4761904761904763,0.048767201808438174,WA
66,5,3.5912698412698414,0.03994019307823187,WA
66,6,3.657142857142857,0.03737644968404508,WA
66,7,3.7083333333333335,0.04331474498966922,WA
66,8,3.7111111111111112,0.0753592220347252,WA
66,9,3.8,0.13333333333333333,WA
66,10,4,NA,WA
67,1,2.5,0.22360679774997896,WA
67,2,2.7111111111111112,0.1256185593242062,WA
67,3,2.625,0.07855710335415225,WA
67,4,2.7285714285714286,0.05474283202787187,WA
67,5,2.7817460317460316,0.047213512756305816,WA
67,6,2.8380952380952382,0.05062724317092208,WA
67,7,2.9166666666666665,0.06544753638353498,WA
67,8,2.933333333333333,0.08645662192537638,WA
67,9,2.9,0.09999999999999999,WA
67,10,3,NA,WA
68,1,2.6,0.22110831935702663,WA
68,2,2.911111111111111,0.11380570995519639,WA
68,3,2.8916666666666666,0.06350614047962695,WA
68,4,3.080952380952381,0.04416868634143982,WA
68,5,3.2222222222222223,0.03886787879573394,WA
68,6,3.3095238095238093,0.042927968615193414,WA
68,7,3.3666666666666667,0.05542468245138263,WA
68,8,3.311111111111111,0.07668789048930225,WA
68,9,3,0,WA
68,10,3,NA,WA
69,1,2.6,0.30550504633038933,WA
69,2,2.9555555555555557,0.13837277844176027,WA
69,3,3.2583333333333333,0.07342733343915644,WA
69,4,3.447619047619048,0.04912629427641209,WA
69,5,3.615079365079365,0.04009070425084937,WA
69,6,3.761904761904762,0.03638207606767108,WA
69,7,3.85,0.0367633052954505,WA
69,8,3.9555555555555557,0.031067790907534743,WA
69,9,4,0,WA
69,10,4,NA,WA
7,1,2.3,0.21343747458109494,WA
7,2,2.488888888888889,0.08774516719387473,WA
7,3,2.625,0.04593031501671869,WA
7,4,2.704761904761905,0.03155253554505403,WA
7,5,2.7182539682539684,0.028394293050790442,WA
7,6,2.7666666666666666,0.029256242035383854,WA
7,7,2.875,0.030316953129541618,WA
7,8,2.933333333333333,0.03760507165451774,WA
7,9,2.9,0.09999999999999999,WA
7,10,3,NA,WA
70,1,2.1,0.348010216963685,WA
70,2,2.511111111111111,0.13341748186385147,WA
70,3,2.6166666666666667,0.07686370976356861,WA
70,4,2.7285714285714286,0.05556900747425664,WA
70,5,2.8214285714285716,0.04787330149653929,WA
70,6,2.876190476190476,0.05158259847347498,WA
70,7,2.9583333333333335,0.06735897534323382,WA
70,8,3,0.09534625892455922,WA
70,9,2.9,0.09999999999999999,WA
70,10,3,NA,WA
71,1,2.5,0.26874192494328497,WA
71,2,2.8444444444444446,0.1346734005050421,WA
71,3,2.9916666666666667,0.08736400663046812,WA
71,4,3.0904761904761906,0.06024196528147203,WA
71,5,3.2777777777777777,0.050694842394455195,WA
71,6,3.414285714285714,0.04936533699962832,WA
71,7,3.466666666666667,0.05667408091222623,WA
71,8,3.3555555555555556,0.07885260226777269,WA
71,9,3.1,0.09999999999999999,WA
71,10,3,NA,WA
72,1,2.6,0.26666666666666666,WA
72,2,2.6666666666666665,0.12712834523274563,WA
72,3,2.8916666666666666,0.0826689199566402,WA
72,4,3.066666666666667,0.05905511531951641,WA
72,5,3.2777777777777777,0.050694842394455195,WA
72,6,3.466666666666667,0.0496666184986333,WA
72,7,3.6333333333333333,0.05542468245138263,WA
72,8,3.7777777777777777,0.07027283689263064,WA
72,9,3.9,0.09999999999999999,WA
72,10,4,NA,WA
73,1,2.5,0.22360679774997896,WA
73,2,2.577777777777778,0.12097620138650399,WA
73,3,2.7083333333333335,0.08232938672086536,WA
73,4,2.861904761904762,0.06631175259776263,WA
73,5,3.0198412698412698,0.06247756742187904,WA
73,6,3.2,0.0677738993669886,WA
73,7,3.4,0.08401680504168059,WA
73,8,3.6,0.12060453783110545,WA
73,9,3.8,0.19999999999999998,WA
73,10,4,NA,WA
74,1,2.4,0.339934634239519,WA
74,2,3,0.14213381090374028,WA
74,3,3.033333333333333,0.07754399973837328,WA
74,4,3.204761904761905,0.05145307973617039,WA
74,5,3.3531746031746033,0.04311282062865958,WA
74,6,3.4761904761904763,0.04279507416481196,WA
74,7,3.5833333333333335,0.05101673989747456,WA
74,8,3.6444444444444444,0.07885260226777269,WA
74,9,3.7,0.15275252316519466,WA
74,10,4,NA,WA
75,1,2.6,0.26666666666666666,WA
75,2,2.977777777777778,0.13291179154691654,WA
75,3,3.225,0.08066816559942634,WA
75,4,3.3190476190476192,0.0591624941854705,WA
75,5,3.5555555555555554,0.046407358510210946,WA
75,6,3.6142857142857143,0.04862126027257126,WA
75,7,3.7666666666666666,0.051222223234919415,WA
75,8,3.888888888888889,0.05705059089471894,WA
75,9,4,0,WA
75,10,4,NA,WA
76,1,2.9,0.27688746209726917,WA
76,2,3.4444444444444446,0.12125420144987982,WA
76,3,3.7666666666666666,0.06873540928271521,WA
76,4,3.7476190476190476,0.043649792513910005,WA
76,5,3.857142857142857,0.027792454407512445,WA
76,6,3.9285714285714284,0.02021110472867369,WA
76,7,3.9583333333333335,0.018318048122588696,WA
76,8,3.977777777777778,0.022222222222222223,WA
76,9,4,0,WA
76,10,4,NA,WA
77,1,2.7,0.3,WA
77,2,3.2,0.13706888336846837,WA
77,3,3.533333333333333,0.06994729241473989,WA
77,4,3.7142857142857144,0.04074302567553309,WA
77,5,3.8293650793650795,0.027450621522429317,WA
77,6,3.9,0.02182178902359924,WA
77,7,3.925,0.02414504490112435,WA
77,8,3.977777777777778,0.022222222222222223,WA
77,9,4,0,WA
77,10,4,NA,WA
78,1,2.4,0.39999999999999997,WA
78,2,2.7777777777777777,0.16171083085884963,WA
78,3,3.1,0.08966167345234256,WA
78,4,3.3095238095238093,0.06348304409241687,WA
78,5,3.4642857142857144,0.05224949441429288,WA
78,6,3.5,0.049720109756461496,WA
78,7,3.5166666666666666,0.05673582861266779,WA
78,8,3.577777777777778,0.09259932635447143,WA
78,9,3.7,0.21343747458109494,WA
78,10,4,NA,WA
79,1,2.6,0.339934634239519,WA
79,2,3.1555555555555554,0.14892054540591607,WA
79,3,3.433333333333333,0.0773631739973422,WA
79,4,3.5714285714285716,0.05259901997181362,WA
79,5,3.7261904761904763,0.038160101770318755,WA
79,6,3.861904761904762,0.02980732464952729,WA
79,7,3.908333333333333,0.03130189435326092,WA
79,8,3.911111111111111,0.05339222337940408,WA
79,9,4,0,WA
79,10,4,NA,WA
8,1,2.8,0.24944382578492943,WA
8,2,3.066666666666667,0.12060453783110545,WA
8,3,3.308333333333333,0.06777354917852516,WA
8,4,3.5238095238095237,0.04332420615998468,WA
8,5,3.6825396825396823,0.03244967368680182,WA
8,6,3.7857142857142856,0.029174541276130735,WA
8,7,3.8666666666666667,0.03116175682952018,WA
8,8,3.933333333333333,0.03760507165451774,WA
8,9,4,0,WA
8,10,4,NA,WA
80,1,2.7,0.2603416558635551,WA
80,2,3.3333333333333335,0.12309149097933272,WA
80,3,3.433333333333333,0.07553111045208535,WA
80,4,3.5,0.048795003647426664,WA
80,5,3.7063492063492065,0.03517710502560852,WA
80,6,3.823809523809524,0.028830375135239755,WA
80,7,3.8583333333333334,0.03408638172693547,WA
80,8,3.933333333333333,0.03760507165451774,WA
80,9,3.9,0.09999999999999999,WA
80,10,4,NA,WA
81,1,2.7,0.3958114029012639,WA
81,2,3.1777777777777776,0.14315665251916806,WA
81,3,3.55,0.06245446520537692,WA
81,4,3.761904761904762,0.033784339456461365,WA
81,5,3.876984126984127,0.02220476814978672,WA
81,6,3.9,0.02075143391598224,WA
81,7,3.933333333333333,0.02286647801900118,WA
81,8,3.977777777777778,0.022222222222222223,WA
81,9,4,0,WA
81,10,4,NA,WA
82,1,2.6,0.26666666666666666,WA
82,2,3.088888888888889,0.12235988574123591,WA
82,3,3.183333333333333,0.07389080191004446,WA
82,4,3.361904761904762,0.051959822468432,WA
82,5,3.492063492063492,0.04373479209785551,WA
82,6,3.638095238095238,0.04335424721721279,WA
82,7,3.7583333333333333,0.044274154390179524,WA
82,8,3.8222222222222224,0.06581953356624205,WA
82,9,4,0,WA
82,10,4,NA,WA
83,1,2.7,0.3,WA
83,2,3.2666666666666666,0.1247219128924647,WA
83,3,3.475,0.06690695491685822,WA
83,4,3.676190476190476,0.04160730400068406,WA
83,5,3.8214285714285716,0.027822911900934322,WA
83,6,3.8904761904761904,0.022632084837481574,WA
83,7,3.9583333333333335,0.018318048122588696,WA
83,8,4,0,WA
83,9,4,0,WA
83,10,4,NA,WA
84,1,2.4,0.30550504633038933,WA
84,2,2.6,0.13257359305592337,WA
84,3,2.625,0.0730128916900377,WA
84,4,2.638095238095238,0.03773468014387059,WA
84,5,2.7103174603174605,0.029178873669386717,WA
84,6,2.7857142857142856,0.028382836222822366,WA
84,7,2.8333333333333335,0.03416333590378282,WA
84,8,2.911111111111111,0.04290254662948546,WA
84,9,3,0,WA
84,10,3,NA,WA
85,1,2.7,0.3,WA
85,2,3.066666666666667,0.1247219128924647,WA
85,3,3.2916666666666665,0.06735897534323382,WA
85,4,3.5238095238095237,0.04332420615998468,WA
85,5,3.6944444444444446,0.032172988945762246,WA
85,6,3.8333333333333335,0.026647863044631685,WA
85,7,3.925,0.02414504490112435,WA
85,8,3.977777777777778,0.022222222222222223,WA
85,9,4,0,WA
85,10,4,NA,WA
86,1,2.7,0.3958114029012639,WA
86,2,3.088888888888889,0.13788526273323173,WA
86,3,3.3916666666666666,0.06930611806952841,WA
86,4,3.604761904761905,0.04482701062575256,WA
86,5,3.734126984126984,0.0335476198742007,WA
86,6,3.780952380952381,0.030906340085126494,WA
86,7,3.8333333333333335,0.03615507630310936,WA
86,8,3.911111111111111,0.04290254662948546,WA
86,9,4,0,WA
86,10,4,NA,WA
87,1,2.3,0.15275252316519466,WA
87,2,2.6,0.10249414863810764,WA
87,3,2.716666666666667,0.055739657609630525,WA
87,4,2.723809523809524,0.03374578018258081,WA
87,5,2.7301587301587302,0.028575995475281377,WA
87,6,2.7904761904761903,0.02815061871097538,WA
87,7,2.875,0.030316953129541618,WA
87,8,2.933333333333333,0.03760507165451774,WA
87,9,2.9,0.09999999999999999,WA
87,10,3,NA,WA
88,1,2.3,0.3958114029012639,WA
88,2,2.6444444444444444,0.1529360979498193,WA
88,3,2.908333333333333,0.08533656659665931,WA
88,4,3.1095238095238096,0.0612174190422051,WA
88,5,3.2976190476190474,0.05102481212529455,WA
88,6,3.466666666666667,0.0496666184986333,WA
88,7,3.6333333333333333,0.05542468245138263,WA
88,8,3.7777777777777777,0.07027283689263064,WA
88,9,3.9,0.09999999999999999,WA
88,10,4,NA,WA
89,1,2.4,0.339934634239519,WA
89,2,2.688888888888889,0.13788526273323173,WA
89,3,2.8583333333333334,0.07227382699908941,WA
89,4,2.966666666666667,0.052019298753919675,WA
89,5,3.138888888888889,0.04740447345023249,WA
89,6,3.3380952380952382,0.048442414624350214,WA
89,7,3.4583333333333335,0.05904922854045729,WA
89,8,3.511111111111111,0.08774516719387473,WA
89,9,3.4,0.22110831935702663,WA
89,10,3,NA,WA
9,1,2.2,0.3590109871423003,WA
9,2,2.6444444444444444,0.14268548288390692,WA
9,3,3.05,0.0756391995952242,WA
9,4,3.323809523809524,0.05228454850019747,WA
9,5,3.4047619047619047,0.04580593008329421,WA
9,6,3.3,0.04630330824598465,WA
9,7,3.4,0.05601120336112039,WA
9,8,3.6,0.08040302522073697,WA
9,9,3.8,0.13333333333333333,WA
9,10,4,NA,WA
90,1,2.3,0.334995854037363,WA
90,2,2.6444444444444444,0.16561960661866323,WA
90,3,3.025,0.09575185307317442,WA
90,4,3.3190476190476192,0.06573000165392968,WA
90,5,3.503968253968254,0.05289865546839661,WA
90,6,3.533333333333333,0.0496666184986333,WA
90,7,3.6333333333333333,0.05542468245138263,WA
90,8,3.7777777777777777,0.07027283689263064,WA
90,9,3.9,0.09999999999999999,WA
90,10,4,NA,WA
91,1,1.9,0.31446603773522014,WA
91,2,2.3333333333333335,0.13104089885114942,WA
91,3,2.5833333333333335,0.0858173205808206,WA
91,4,2.795238095238095,0.06820873804480647,WA
91,5,3,0.06311944030978031,WA
91,6,3.2,0.0677738993669886,WA
91,7,3.4,0.08401680504168059,WA
91,8,3.6,0.12060453783110545,WA
91,9,3.8,0.19999999999999998,WA
91,10,4,NA,WA
92,1,2.6,0.39999999999999997,WA
92,2,3.2222222222222223,0.138129235668458,WA
92,3,3.4833333333333334,0.06587414081138154,WA
92,4,3.6809523809523808,0.041509402790488335,WA
92,5,3.8134920634920637,0.029281896125683948,WA
92,6,3.9,0.02284204331515844,WA
92,7,3.966666666666667,0.01645524161649806,WA
92,8,4,0,WA
92,9,4,0,WA
92,10,4,NA,WA
93,1,2.4,0.4268749491621899,WA
93,2,3.0444444444444443,0.17966173478235595,WA
93,3,3.341666666666667,0.09794515796226973,WA
93,4,3.4952380952380953,0.05368516571116609,WA
93,5,3.6626984126984126,0.03942797625344933,WA
93,6,3.7333333333333334,0.03542106408576076,WA
93,7,3.8666666666666667,0.03333333333333333,WA
93,8,3.9555555555555557,0.031067790907534743,WA
93,9,4,0,WA
93,10,4,NA,WA
94,1,2.7,0.2603416558635551,WA
94,2,3.1777777777777776,0.11585818956718923,WA
94,3,3.4,0.06306814597254755,WA
94,4,3.5904761904761906,0.041825771156713654,WA
94,5,3.7222222222222223,0.03243807139561867,WA
94,6,3.8190476190476192,0.028289027394835665,WA
94,7,3.8916666666666666,0.028491075150158012,WA
94,8,3.9555555555555557,0.031067790907534743,WA
94,9,4,0,WA
94,10,4,NA,WA
95,1,2.3,0.334995854037363,WA
95,2,2.7555555555555555,0.13910084836446066,WA
95,3,2.8583333333333334,0.08052335233194763,WA
95,4,2.8285714285714287,0.05842712664520516,WA
95,5,2.9285714285714284,0.053451403307690035,WA
95,6,3.0238095238095237,0.05863196074808916,WA
95,7,3.091666666666667,0.07577409420116792,WA
95,8,2.977777777777778,0.11672677624181589,WA
95,9,2.5,0.16666666666666666,WA
95,10,2,NA,WA
96,1,2.4,0.26666666666666666,WA
96,2,2.5555555555555554,0.1369050233178172,WA
96,3,2.558333333333333,0.08599054841337646,WA
96,4,2.5904761904761906,0.05541552729033287,WA
96,5,2.5873015873015874,0.040758818734265845,WA
96,6,2.604761904761905,0.03448519222016263,WA
96,7,2.7,0.042008402520840295,WA
96,8,2.7555555555555555,0.06478835438717001,WA
96,9,2.8,0.13333333333333333,WA
96,10,2,NA,WA
97,1,2.6,0.26666666666666666,WA
97,2,2.977777777777778,0.1473293873353685,WA
97,3,3.25,0.09989490275603984,WA
97,4,3.357142857142857,0.06720238486242973,WA
97,5,3.5555555555555554,0.05248251557425031,WA
97,6,3.7333333333333334,0.047027540654499815,WA
97,7,3.8583333333333334,0.046284701318006854,WA
97,8,3.933333333333333,0.04923659639173309,WA
97,9,4,0,WA
97,10,4,NA,WA
98,1,1.9,0.31446603773522014,WA
98,2,2.1333333333333333,0.11720654306553767,WA
98,3,2.0833333333333335,0.07539191099026323,WA
98,4,1.9714285714285715,0.03753287354688582,WA
98,5,2.0198412698412698,0.0320322815227415,WA
98,6,2,0.02700176782985831,WA
98,7,1.9583333333333333,0.018318048122588696,WA
98,8,1.9777777777777779,0.022222222222222223,WA
98,9,2,0,WA
98,10,2,NA,WA
99,1,2.3,0.2603416558635551,WA
99,2,2.7333333333333334,0.1247219128924647,WA
99,3,3.05,0.07280879375583194,WA
99,4,3.1666666666666665,0.047533529954788614,WA
99,5,3.2857142857142856,0.03843286169214467,WA
99,6,3.466666666666667,0.03885659781871954,WA
99,7,3.6333333333333333,0.04573295603800236,WA
99,8,3.7777777777777777,0.06267511942419625,WA
99,9,3.8,0.13333333333333333,WA
99,10,4,NA,WA
1,1,2.1,0.27688746209726917,TL
1,2,2.3333333333333335,0.11009637651263605,TL
1,3,2.408333333333333,0.05736491052769635,TL
1,4,2.4095238095238094,0.0365961600890571,TL
1,5,2.5,0.031559720154890156,TL
1,6,2.6,0.0338869496834943,TL
1,7,2.7,0.042008402520840295,TL
1,8,2.8,0.06030226891555272,TL
1,9,2.9,0.09999999999999999,TL
1,10,3,NA,TL
10,1,2.5,0.22360679774997896,TL
10,2,2.7111111111111112,0.10834951964030606,TL
10,3,2.816666666666667,0.06371256063618692,TL
10,4,2.9571428571428573,0.04740095878215371,TL
10,5,3,0.03813790060382965,TL
10,6,3.0428571428571427,0.038369088611912135,TL
10,7,3.1,0.04332148081818201,TL
10,8,2.977777777777778,0.022222222222222223,TL
10,9,3,0,TL
10,10,3,NA,TL
100,1,2.5,0.30731814857642953,TL
100,2,2.577777777777778,0.13291179154691654,TL
100,3,2.625,0.08373502625454142,TL
100,4,2.8095238095238093,0.06756867891292273,TL
100,5,3,0.06311944030978031,TL
100,6,3.2,0.0677738993669886,TL
100,7,3.4,0.08401680504168059,TL
100,8,3.6,0.12060453783110545,TL
100,9,3.8,0.19999999999999998,TL
100,10,4,NA,TL
11,1,2.1,0.27688746209726917,TL
11,2,2.7333333333333334,0.10730867399773196,TL
11,3,2.7333333333333334,0.056426414406408734,TL
11,4,2.9,0.04449662767768718,TL
11,5,3.138888888888889,0.040184487460408334,TL
11,6,3.2,0.04518259957799241,TL
11,7,3.4,0.05601120336112039,TL
11,8,3.6,0.08040302522073697,TL
11,9,3.8,0.13333333333333333,TL
11,10,4,NA,TL
12,1,2.3,0.3,TL
12,2,2.688888888888889,0.14150069501282794,TL
12,3,2.95,0.09155519068396106,TL
12,4,3.0619047619047617,0.06190476190476191,TL
12,5,3.2738095238095237,0.05124565198923259,TL
12,6,3.466666666666667,0.0496666184986333,TL
12,7,3.6333333333333333,0.05542468245138263,TL
12,8,3.7777777777777777,0.07027283689263064,TL
12,9,3.9,0.09999999999999999,TL
12,10,4,NA,TL
13,1,2.6,0.30550504633038933,TL
13,2,3,0.14564381625088382,TL
13,3,3.175,0.10018365488382999,TL
13,4,3.3190476190476192,0.06503303917381843,TL
13,5,3.488095238095238,0.052594166018267774,TL
13,6,3.6142857142857143,0.049087629980619496,TL
13,7,3.7,0.0537136301289035,TL
13,8,3.7555555555555555,0.0721639236343101,TL
13,9,3.9,0.09999999999999999,TL
13,10,4,NA,TL
14,1,2.3,0.3,TL
14,2,2.466666666666667,0.14070529413628968,TL
14,3,2.6666666666666665,0.0903876907577734,TL
14,4,2.8714285714285714,0.06742481385624385,TL
14,5,3.007936507936508,0.058973722450527906,TL
14,6,3.123809523809524,0.06346509642243278,TL
14,7,3.2583333333333333,0.08156026911226895,TL
14,8,3.3777777777777778,0.12013834150631414,TL
14,9,3.6,0.22110831935702663,TL
14,10,4,NA,TL
15,1,2,0.3333333333333333,TL
15,2,2.088888888888889,0.08888888888888889,TL
15,3,2.066666666666667,0.03070901959067327,TL
15,4,2.038095238095238,0.014862656786834192,TL
15,5,2,0,TL
15,6,2,0,TL
15,7,2,0,TL
15,8,2,0,TL
15,9,2,0,TL
15,10,2,NA,TL
16,1,2.2,0.13333333333333333,TL
16,2,2.2,0.06030226891555272,TL
16,3,2.066666666666667,0.02286647801900118,TL
16,4,2,0,TL
16,5,2,0,TL
16,6,2,0,TL
16,7,2,0,TL
16,8,2,0,TL
16,9,2,0,TL
16,10,2,NA,TL
17,1,2.2,0.41633319989322654,TL
17,2,2.577777777777778,0.14386051356266608,TL
17,3,2.691666666666667,0.07558903457199118,TL
17,4,2.857142857142857,0.051788316729730874,TL
17,5,3.0396825396825395,0.043846539709619985,TL
17,6,3.219047619047619,0.045764762896632075,TL
17,7,3.4,0.05601120336112039,TL
17,8,3.6,0.08040302522073697,TL
17,9,3.8,0.13333333333333333,TL
17,10,4,NA,TL
18,1,2.5,0.26874192494328497,TL
18,2,2.533333333333333,0.12552918289216958,TL
18,3,2.6666666666666665,0.08479116984486139,TL
18,4,2.823809523809524,0.06724757487632996,TL
18,5,2.992063492063492,0.06261448465905119,TL
18,6,3.1476190476190475,0.06655672345688476,TL
18,7,3.283333333333333,0.08214843889613421,TL
18,8,3.4,0.12060453783110545,TL
18,9,3.5,0.22360679774997896,TL
18,10,3,NA,TL
19,1,2.5,0.30731814857642953,TL
19,2,2.8666666666666667,0.14425006345953822,TL
19,3,3.183333333333333,0.0845016146343784,TL
19,4,3.3476190476190477,0.06397335995803337,TL
19,5,3.4801587301587302,0.05258462231305739,TL
19,6,3.5761904761904764,0.0494400065617464,TL
19,7,3.75,0.051923775203393564,TL
19,8,3.8666666666666667,0.06030226891555272,TL
19,9,3.9,0.09999999999999999,TL
19,10,4,NA,TL
2,1,2.3,0.21343747458109494,TL
2,2,2.311111111111111,0.08301285176284587,TL
2,3,2.3,0.04674263524428027,TL
2,4,2.2714285714285714,0.0314923026643571,TL
2,5,2.2301587301587302,0.026569137736133577,TL
2,6,2.2095238095238097,0.02815061871097538,TL
2,7,2.1416666666666666,0.03196600376689893,TL
2,8,2,0,TL
2,9,2,0,TL
2,10,2,NA,TL
20,1,1.9,0.31446603773522014,TL
20,2,2,0.05504818825631803,TL
20,3,1.9833333333333334,0.011735491270876315,TL
20,4,2,0,TL
20,5,2,0,TL
20,6,2,0,TL
20,7,2,0,TL
20,8,2,0,TL
20,9,2,0,TL
20,10,2,NA,TL
21,1,3,0.2581988897471611,TL
21,2,3.4444444444444446,0.1253502388483925,TL
21,3,3.558333333333333,0.06777354917852516,TL
21,4,3.7476190476190476,0.04259304465831479,TL
21,5,3.8253968253968256,0.03473560149131512,TL
21,6,3.8476190476190477,0.02575972963915709,TL
21,7,3.825,0.0348315273009618,TL
21,8,3.8,0.06030226891555272,TL
21,9,3.9,0.09999999999999999,TL
21,10,4,NA,TL
22,1,2,0.2581988897471611,TL
22,2,1.9555555555555555,0.05463890236888291,TL
22,3,1.9916666666666667,0.008333333333333333,TL
22,4,2,0,TL
22,5,2,0,TL
22,6,2,0,TL
22,7,2,0,TL
22,8,2,0,TL
22,9,2,0,TL
22,10,2,NA,TL
23,1,2.4,0.22110831935702663,TL
23,2,2.466666666666667,0.12143918126978108,TL
23,3,2.6166666666666667,0.08383601885758783,TL
23,4,2.8,0.0677738993669886,TL
23,5,2.8253968253968256,0.05627587698065228,TL
23,6,2.6,0.0338869496834943,TL
23,7,2.7,0.042008402520840295,TL
23,8,2.8,0.06030226891555272,TL
23,9,2.9,0.09999999999999999,TL
23,10,3,NA,TL
24,1,2.9,0.31446603773522014,TL
24,2,3.3555555555555556,0.12372809695177826,TL
