culture,number_of_targets,subgroup,number_of_species,sd,se
Aleut,3.982,all,11,0.14034135418933258,0.04231451040148983
Aleut,3.994,all,12,0.08928590018570665,0.025774619253527895
Aleut,3.997,all,13,0.07068235986436783,0.019603759443213548
Aleut,3.999,all,14,0.03162277660168379,0.008451542547285166
Aleut,3.999,all,15,0.03162277660168379,0.00816496580927726
Aleut,4,all,16,0,0
Aleut,4,all,17,0,0
Aleut,4,all,18,0,0
Aleut,4,all,19,0,0
Bella Coola,2.048,all,1,1.0520469584589858,1.0520469584589858
Bella Coola,2.812,all,2,0.950557499344232,0.6721456536940336
Bella Coola,3.179,all,3,0.9131225508072796,0.5271915505117006
Bella Coola,3.444,all,4,0.8646453675418677,0.43232268377093386
Bella Coola,3.677,all,5,0.799568827750501,0.35757805030798806
Bella Coola,3.838,all,6,0.7199126851738857,0.2939031230054881
Bella Coola,3.966,all,7,0.6444061291291846,0.24356262300022827
Bella Coola,4.051,all,8,0.5922412935195838,0.20938891737319507
Bella Coola,4.132,all,9,0.5664776225914815,0.1888258741971605
Bella Coola,4.189,all,10,0.5306228044105913,0.16779766403635082
Bella Coola,4.231,all,11,0.5195275824332226,0.15664345992467588
Bella Coola,4.28,all,12,0.507797063656199,0.14658838569780402
Bella Coola,4.316,all,13,0.5003942389700289,0.13878439127332462
Bella Coola,4.357,all,14,0.49980076110466337,0.13357737212160728
Bella Coola,4.382,all,15,0.49630869660154286,0.128146354434379
Bella Coola,4.411,all,16,0.49631172193020523,0.12407793048255131
Bella Coola,4.434,all,17,0.49788742893538884,0.12075543877457735
Bella Coola,4.464,all,18,0.498951854343636,0.11760407989732918
Bella Coola,4.489,all,19,0.500129112459102,0.11473748736483758
Bella Coola,4.516,all,20,0.49999399395792143,0.11180205588315315
Bella Coola,4.54,all,21,0.49864681754589457,0.10881365649775694
Bella Coola,4.567,all,22,0.4957385972029581,0.10569182404879608
Bella Coola,4.594,all,23,0.4913302406787164,0.10244943724364408
Bella Coola,4.615,all,24,0.48683879468671354,0.09937555283116921
Bella Coola,4.638,all,25,0.4808192874533916,0.09616385749067832
Bella Coola,4.66,all,26,0.47394580346767984,0.09294841924104272
Bella Coola,4.696,all,27,0.4602127723084137,0.08856798932558886
Bella Coola,4.722,all,28,0.4482375674984382,0.08470893799124254
Bella Coola,4.749,all,29,0.43380547159664457,0.08055565375119439
Bella Coola,4.774,all,30,0.41844844258175834,0.07639788371831144
Bella Coola,4.8,all,31,0.40020015012510946,0.07187806883438094
Bella Coola,4.817,all,32,0.3868600013708585,0.06838783258479278
Bella Coola,4.845,all,33,0.362085771753194,0.06303104240170584
Bella Coola,4.868,all,34,0.3386601403925338,0.058079734921482946
Bella Coola,4.887,all,35,0.3167512136225074,0.05354072717669668
Bella Coola,4.907,all,36,0.290577761426155,0.04842962690435917
Bella Coola,4.937,all,37,0.24308453280719053,0.039962851023098024
Bella Coola,4.956,all,38,0.20519772441746548,0.03328746646779982
Bella Coola,4.976,all,39,0.15312559370479986,0.024519718620257473
Bella Coola,5,all,40,0,0
Beothuk,2.699,all,1,0.7931128721865685,0.7931128721865685
Beothuk,3.333,all,2,0.7461016470077436,0.5275735340536273
Beothuk,3.625,all,3,0.5854209747845713,0.3379929573811254
Beothuk,3.791,all,4,0.44667495846366684,0.22333747923183342
Beothuk,3.889,all,5,0.3237032341262345,0.144764487208558
Beothuk,3.954,all,6,0.2143126919478404,0.08749279011241434
Beothuk,3.978,all,7,0.15342600672486897,0.05798957977767525
Beothuk,3.991,all,8,0.09448771310560929,0.03340645133789267
Beothuk,3.995,all,9,0.07056897321046962,0.02352299107015654
Beothuk,4,all,10,0,0
Beothuk,4,all,11,0,0
Beothuk,4,all,12,0,0
Beothuk,4,all,13,0,0
Beothuk,4,all,14,0,0
Beothuk,4,all,15,0,0
Beothuk,4,all,16,0,0
Carrier,2.527,all,1,0.6321951207267189,0.6321951207267189
Carrier,2.92,all,2,0.6753192252972338,0.47752280367331984
Carrier,3.209,all,3,0.6463255655911629,0.3731562392781951
Carrier,3.405,all,4,0.5994450219447437,0.29972251097237185
Carrier,3.575,all,5,0.5278765515285307,0.23607357058919304
Carrier,3.687,all,6,0.4767161191508614,0.19461854067990642
Carrier,3.775,all,7,0.42255597682857776,0.15971114709891263
Carrier,3.842,all,8,0.3649235113954281,0.12901994476105677
Carrier,3.899,all,9,0.3014795016081357,0.1004931672027119
Carrier,3.94,all,10,0.237605674293474,0.0751375115747497
Carrier,3.964,all,11,0.18638331132035063,0.05619668280305483
Carrier,3.995,all,12,0.07056897321046962,0.020371507839750065
Carrier,4,all,13,0,0
Carrier,4,all,14,0,0
Central Salish,1.912,all,1,0.9773490733669374,0.9773490733669374
Central Salish,2.502,all,2,0.8016474528361196,0.5668503500213432
Central Salish,2.794,all,3,0.7887877954089972,0.455406846012876
Central Salish,3.046,all,4,0.8310081675739261,0.4155040837869631
Central Salish,3.239,all,5,0.8370063199161519,0.3743206057858903
Central Salish,3.415,all,6,0.8303399692080735,0.3389848729330127
Central Salish,3.588,all,7,0.8276115882108834,0.3128077777944561
Central Salish,3.74,all,8,0.814286843233429,0.2878938743406724
Central Salish,3.864,all,9,0.7925478737162394,0.2641826245720798
Central Salish,3.974,all,10,0.783541918430621,0.24777771044586272
Central Salish,4.071,all,11,0.7526788993492015,0.22694122697808897
Central Salish,4.171,all,12,0.7254552262443805,0.20942088507860698
Central Salish,4.256,all,13,0.7021089352493365,0.19472998207714684
Central Salish,4.342,all,14,0.6629294649323376,0.17717535209815555
Central Salish,4.415,all,15,0.6238302366543034,0.1610722744948499
Central Salish,4.485,all,16,0.591713718892105,0.14792842972302625
Central Salish,4.541,all,17,0.5732779846179754,0.13904033431888996
Central Salish,4.584,all,18,0.5506788966786791,0.12979626069927339
Central Salish,4.626,all,19,0.5295322505800798,0.12148302987495921
Central Salish,4.66,all,20,0.514455697475171,0.1150357910966549
Central Salish,4.698,all,21,0.49095522915744266,0.10713521430706531
Central Salish,4.737,all,22,0.45830234675489173,0.09771038863560029
Central Salish,4.762,all,23,0.4422121114935134,0.09220759931701178
Central Salish,4.793,all,24,0.41026737540208985,0.08374547732049956
Central Salish,4.822,all,25,0.3879000727848172,0.07758001455696344
Central Salish,4.849,all,26,0.36377373645073846,0.07134189925749516
Central Salish,4.868,all,27,0.3386601403925338,0.06517517440647527
Central Salish,4.886,all,28,0.31797028965786267,0.0600907364815627
Central Salish,4.897,all,29,0.304110972316823,0.05647198984772451
Central Salish,4.913,all,30,0.2819760814510878,0.05148155349589162
Central Salish,4.935,all,31,0.24664921616708177,0.044299506964356014
Central Salish,4.949,all,32,0.22010780869257557,0.03890993102965787
Central Salish,4.962,all,33,0.19129190414806527,0.03329964627739723
Central Salish,4.969,all,34,0.17340435135563662,0.02973860091504616
Central Salish,4.983,all,35,0.1293357171384909,0.021861726325591902
Central Salish,4.988,all,36,0.10893974420691407,0.018156624034485678
Central Salish,4.992,all,37,0.08912880535463237,0.014652685340037868
Central Salish,4.997,all,38,0.05471740119919799,0.00887633458311599
Central Salish,4.999,all,39,0.03162277660168379,0.005063696835418333
Central Salish,4.999,all,40,0.03162277660168379,0.004999999999999999
Central Salish,5,all,41,0,0
Central Salish,5,all,42,0,0
Chilcotin,2.329,all,1,0.6980302616980486,0.6980302616980486
Chilcotin,2.751,all,2,0.7318022509766792,0.5174623341531895
Chilcotin,3.018,all,3,0.7377128304565539,0.42591870124873216
Chilcotin,3.245,all,4,0.7109715046895202,0.3554857523447601
Chilcotin,3.449,all,5,0.6494773443476076,0.2904550983614579
Chilcotin,3.58,all,6,0.586467342606512,0.2394242900319932
Chilcotin,3.689,all,7,0.5162804911533512,0.19513568376372137
Chilcotin,3.79,all,8,0.42199298344650005,0.14919705010408132
Chilcotin,3.858,all,9,0.3577205109634671,0.11924017032115569
Chilcotin,3.907,all,10,0.290577761426155,0.0918887563499667
Chilcotin,3.955,all,11,0.20740785428237288,0.06253582102066711
Chilcotin,3.979,all,12,0.14345584540052586,0.04141213547940947
Chilcotin,3.991,all,13,0.09448771310560929,0.026206176500277314
Chilcotin,4,all,14,0,0
Chilcotin,4,all,15,0,0
Chinook,2.632,all,1,0.8350289056513392,0.8350289056513392
Chinook,3.393,all,2,0.9051907922478942,0.6400665474661092
Chinook,3.765,all,3,0.8200289308600321,0.4734439239753206
Chinook,4.049,all,4,0.7007782032070419,0.35038910160352094
Chinook,4.269,all,5,0.6074602933591693,0.2716645019166133
Chinook,4.429,all,6,0.5322050753630994,0.2172718121931767
Chinook,4.558,all,7,0.5048672012429515,0.1908218656574356
Chinook,4.665,all,8,0.4722266383824593,0.16695732912858227
Chinook,4.754,all,9,0.4308940353145651,0.14363134510485503
Chinook,4.836,all,10,0.3704608498090469,0.11715000693181422
Chinook,4.914,all,11,0.28050433629924987,0.08457523959748002
Chinook,5,all,12,0,0
Chipewyan,2.39,all,1,0.8127487684152838,0.8127487684152838
Chipewyan,3.087,all,2,0.6602021409135742,0.4668334107938649
Chipewyan,3.402,all,3,0.6378109459728665,0.36824032134952434
Chipewyan,3.619,all,4,0.6513549441458653,0.32567747207293263
Chipewyan,3.799,all,5,0.6760592104661071,0.3023428702834105
Chipewyan,3.95,all,6,0.6722737180285661,0.2744545961089472
Chipewyan,4.117,all,7,0.6616258374253146,0.25007106097174764
Chipewyan,4.272,all,8,0.651490936575821,0.23033682956716897
Chipewyan,4.42,all,9,0.6164251617025217,0.20547505390084056
Chipewyan,4.554,all,10,0.5721987516688685,0.18094513295786968
Chipewyan,4.711,all,11,0.47718623901649415,0.14387706453986923
Chipewyan,4.858,all,12,0.34922479573758497,0.10081251491339338
Chipewyan,5,all,13,0,0
Coosan,2.25,all,1,0.4332293707583636,0.4332293707583636
Coosan,2.467,all,2,0.49915945364198017,0.35295903456361627
Coosan,2.652,all,3,0.47657436263727315,0.275150336557504
Coosan,2.802,all,4,0.3986915536538929,0.19934577682694646
Coosan,2.903,all,5,0.296105857217784,0.13242256505496233
Coosan,2.971,all,6,0.1678904023081343,0.06854096972758603
Coosan,3,all,7,0,0
Coosan,3,all,8,0,0
Cree,2.228,all,1,0.9648559203046572,0.9648559203046572
Cree,2.852,all,2,0.8190035206070647,0.5791229432369117
Cree,3.171,all,3,0.7157312842619576,0.41322764963607783
Cree,3.368,all,4,0.6410826678260667,0.32054133391303335
Cree,3.524,all,5,0.5742418948089331,0.25680878246421157
Cree,3.629,all,6,0.521181955396223,0.2127716423111214
Cree,3.715,all,7,0.4647483092933109,0.1756583498039756
Cree,3.772,all,8,0.426846808818103,0.15091313652155922
Cree,3.815,all,9,0.3910600055335855,0.13035333517786182
Cree,3.862,all,10,0.3479613154893473,0.11003502945747642
Cree,3.894,all,11,0.3112247754611783,0.09383780051521246
Cree,3.92,all,12,0.27142894774447635,0.07835478802306514
Cree,3.944,all,13,0.23003677296666486,0.06380072155181374
Cree,3.961,all,14,0.19369180807797864,0.05176631317518353
Cree,3.968,all,15,0.17608806605504818,0.045465743153138206
Cree,3.976,all,16,0.15312559370479986,0.038281398426199965
Cree,3.989,all,17,0.10435463521037237,0.025309716676186183
Cree,3.99,all,18,0.0995485304256668,0.02346381364038145
Cree,3.996,all,19,0.06315051850925682,0.014487722548107646
Cree,3.997,all,20,0.054717401199198,0.012235182863353523
Cree,3.999,all,21,0.03162277660168379,0.006900655593423542
Cree,3.999,all,22,0.03162277660168379,0.00674199862463242
Cree,4,all,23,0,0
Cree,4,all,24,0,0
Cree,4,all,25,0,0
Cree,4,all,26,0,0
Cree,4,all,27,0,0
Dogrib,2.398,all,1,0.6928752240310488,0.6928752240310488
Dogrib,2.826,all,2,0.6842457103937095,0.48383478181719847
Dogrib,3.1,all,3,0.6636568695044454,0.38316247225793587
Dogrib,3.285,all,4,0.6116773243705779,0.30583866218528893
Dogrib,3.44,all,5,0.5768298993054475,0.25796617326026783
Dogrib,3.563,all,6,0.5350862709108852,0.21844805535005238
Dogrib,3.654,all,7,0.5005342491124204,0.18918416368884522
Dogrib,3.739,all,8,0.4416719077257168,0.1561546005062267
Dogrib,3.806,all,9,0.39562674393994207,0.13187558131331403
Dogrib,3.854,all,10,0.3532829019480122,0.1117178628549655
Dogrib,3.895,all,11,0.3067068128833611,0.09247558354362276
Dogrib,3.926,all,12,0.2619018758859749,0.07560455927201779
Dogrib,3.963,all,13,0.1888562063228706,0.052379287352824336
Dogrib,3.98,all,14,0.14007005254378832,0.03743529619759141
Dogrib,3.995,all,15,0.07056897321046962,0.018220830533540414
Dogrib,4,all,16,0,0
Dogrib,4,all,17,0,0
Eyak,2.64,all,1,0.7661507599598052,0.7661507599598052
Eyak,3.251,all,2,0.8394663207679649,0.5935923279927494
Eyak,3.654,all,3,0.7968179961063373,0.46004308454713205
Eyak,3.91,all,4,0.7283065497648847,0.36415327488244237
Eyak,4.102,all,5,0.6542354499903105,0.29258298789369963
Eyak,4.253,all,6,0.5597359237214494,0.22851123397049297
Eyak,4.356,all,7,0.5454920362036109,0.20617660999442808
Eyak,4.448,all,8,0.5230387840013105,0.18492213549544628
Eyak,4.522,all,9,0.5077142639061599,0.16923808796871997
Eyak,4.595,all,10,0.4911376754192415,0.1553113699045296
Eyak,4.643,all,11,0.4793545460103417,0.1445308336970416
Eyak,4.688,all,12,0.46354166034011535,0.13381295118898584
Eyak,4.741,all,13,0.4383048152953731,0.12156388352540314
Eyak,4.793,all,14,0.4053582555164201,0.10833655078877229
Eyak,4.843,all,15,0.3639828065767441,0.09397995654517102
Eyak,4.888,all,16,0.3155242550986462,0.07888106377466154
Eyak,4.947,all,17,0.22414558046332575,0.054363288456804375
Eyak,5,all,18,0,0
Gwich'in,2.43,all,1,0.7692149840530225,0.7692149840530225
Gwich'in,3.044,all,2,0.7256656189944447,0.5131230800649054
Gwich'in,3.4,all,3,0.7228571937267572,0.41734179538380073
Gwich'in,3.691,all,4,0.7389621540140368,0.3694810770070184
Gwich'in,3.906,all,5,0.7111045420117,0.3180156190094032
Gwich'in,4.067,all,6,0.6964165391459309,0.2843108615570863
Gwich'in,4.204,all,7,0.6639464020723547,0.25094815196565
Gwich'in,4.333,all,8,0.6328597881928599,0.2237497238857267
Gwich'in,4.449,all,9,0.5913955941235517,0.19713186470785057
Gwich'in,4.553,all,10,0.565252607698992,0.1787485693678443
Gwich'in,4.638,all,11,0.5265294229511142,0.15875459427374441
Gwich'in,4.714,all,12,0.4779460559858533,0.13797114204077618
Gwich'in,4.785,all,13,0.42773585068118614,0.11863258015270964
Gwich'in,4.841,all,14,0.37129079823886946,0.09923163984797564
Gwich'in,4.886,all,15,0.32420535021666297,0.08370946147603192
Gwich'in,4.923,all,16,0.26672484350382913,0.06668121087595728
Gwich'in,4.951,all,17,0.21597603025716916,0.05238188149128849
Gwich'in,4.972,all,18,0.16505527329729044,0.03890390100637099
Gwich'in,4.989,all,19,0.10435463521037237,0.02394059521958234
Gwich'in,4.997,all,20,0.05471740119919799,0.012235182863353521
Gwich'in,5,all,21,0,0
Gwich'in,5,all,22,0,0
Haida,2.098,all,1,1.0731018346585508,1.0731018346585508
Haida,2.778,all,2,0.9734801814437023,0.6883544376495525
Haida,3.147,all,3,0.939294029190686,0.5423016606014508
Haida,3.401,all,4,0.9214380326685284,0.4607190163342642
Haida,3.615,all,5,0.8645938483024977,0.3866581235465052
Haida,3.791,all,6,0.791166824977479,0.32299250376877814
Haida,3.913,all,7,0.7375465917316512,0.2787664088636052
Haida,4.02,all,8,0.657291436146883,0.23238761585765277
Haida,4.117,all,9,0.6063651364307472,0.2021217121435824
Haida,4.175,all,10,0.5854209747845713,0.1851263670355246
Haida,4.235,all,11,0.536715066923841,0.1618256814833517
Haida,4.269,all,12,0.533782656072604,0.1540897800861357
Haida,4.329,all,13,0.5186791185579269,0.14385570442100548
Haida,4.366,all,14,0.5160526235863067,0.13792086507184118
Haida,4.395,all,15,0.505203157383473,0.13044289433317302
Haida,4.426,all,16,0.5106709163294741,0.12766772908236854
Haida,4.457,all,17,0.508339856207842,0.12329052475624858
Haida,4.495,all,18,0.5042114925596493,0.11884378851370615
Haida,4.529,all,19,0.5014084267445157,0.11503098219047686
Haida,4.56,all,20,0.49663532561291557,0.11105103480982216
Haida,4.582,all,21,0.49347696959383985,0.1076855031848187
Haida,4.613,all,22,0.48730736549786363,0.10389427940950981
Haida,4.64,all,23,0.48024018015013137,0.10013699977066867
Haida,4.67,all,24,0.47044800065609943,0.09602979600999746
Haida,4.697,all,25,0.45978516983739526,0.09195703396747905
Haida,4.728,all,26,0.4452125494796999,0.08731336451897628
Haida,4.763,all,27,0.4254550646214145,0.0818788653624211
Haida,4.796,all,28,0.40317061716666125,0.076192084925101
Haida,4.815,all,29,0.38849186082326864,0.07214112747460905
Haida,4.841,all,30,0.36585906146062974,0.06679642027655196
Haida,4.869,all,31,0.33756918246924283,0.06062921497231985
Haida,4.892,all,32,0.3105357184486713,0.05489547807892298
Haida,4.925,all,33,0.26352313834736496,0.045873490213598364
Haida,4.953,all,34,0.21174474216810163,0.036313923693194756
Haida,4.971,all,35,0.1678904023081343,0.02837865756776041
Haida,5,all,36,0,0
Haisla,2.072,all,1,0.9938831942455832,0.9938831942455832
Haisla,2.81,all,2,0.9893830799436986,0.6995994850194213
Haisla,3.238,all,3,1.0287926974927526,0.593973740837762
Haisla,3.55,all,4,1.0022497216285493,0.5011248608142747
Haisla,3.825,all,5,0.9376855839001975,0.4193457414244848
Haisla,4.058,all,6,0.8907465573491875,0.36364575927437714
Haisla,4.251,all,7,0.7928604086644935,0.2996730665307558
Haisla,4.389,all,8,0.7086474308012279,0.25054470189498645
Haisla,4.522,all,9,0.6212100304260242,0.20707001014200807
Haisla,4.625,all,10,0.5537884809940359,0.17512329419060207
Haisla,4.721,all,11,0.4619224744179183,0.13927486635243416
Haisla,4.797,all,12,0.402433787041984,0.11617262763984501
Haisla,4.858,all,13,0.34922479573758497,0.09685753136117697
Haisla,4.933,all,14,0.25014710386805117,0.06685462564057157
Haisla,5,all,15,0,0
Han,2.133,all,1,0.6096578406636649,0.6096578406636649
Han,2.741,all,2,0.6101567759939173,0.4314459938922201
Han,3.056,all,3,0.6732884354549077,0.38872325945215297
Han,3.287,all,4,0.6878256349570755,0.34391281747853775
Han,3.492,all,5,0.7031574720007109,0.3144615812560989
Han,3.7,all,6,0.7060442610052846,0.288241362547229
Han,3.857,all,7,0.706434745783395,0.2670072364054283
Han,4.015,all,8,0.7023305975594886,0.2483113640845572
Han,4.166,all,9,0.6847721613156547,0.22825738710521823
Han,4.314,all,10,0.6417287712233384,0.20293245571268675
Han,4.465,all,11,0.5891707071147734,0.17764165208800708
Han,4.591,all,12,0.5440726192476654,0.1570602365906722
Han,4.713,all,13,0.4699487757743942,0.13034033906893133
Han,4.868,all,14,0.3386601403925338,0.09051072970754458
Han,5,all,15,0,0
Heiltsuk,2.255,all,1,0.990432206643118,0.990432206643118
Heiltsuk,3.082,all,2,0.9349599724855339,0.6611165366825088
Heiltsuk,3.534,all,3,0.8231169549471822,0.4752267955133007
Heiltsuk,3.796,all,4,0.7435972948692975,0.37179864743464874
Heiltsuk,3.96,all,5,0.6699618264116612,0.2996160372372777
Heiltsuk,4.114,all,6,0.5944386909996332,0.2426785793861768
Heiltsuk,4.211,all,7,0.5538824656782211,0.2093478942491202
Heiltsuk,4.29,all,8,0.5368316199593577,0.18979863941431066
Heiltsuk,4.365,all,9,0.5292022817931297,0.1764007605977099
Heiltsuk,4.422,all,10,0.5120333760392756,0.16191917063095962
Heiltsuk,4.469,all,11,0.5092134113496013,0.15353362033304813
Heiltsuk,4.521,all,12,0.5018075435969559,0.14485936018854367
Heiltsuk,4.561,all,13,0.49651336892930237,0.1377080315867668
Heiltsuk,4.607,all,14,0.4886612219010117,0.13060020503970718
Heiltsuk,4.655,all,15,0.4756061408363029,0.12280097752086536
Heiltsuk,4.693,all,16,0.46148018805140917,0.11537004701285229
Heiltsuk,4.734,all,17,0.44208533049564025,0.10722144195115395
Heiltsuk,4.777,all,18,0.41646661864361284,0.09816212339357684
Heiltsuk,4.825,all,19,0.38015722999769386,0.08721404990612086
Heiltsuk,4.869,all,20,0.33756918246924283,0.07548276391102572
Heiltsuk,4.913,all,21,0.2819760814510878,0.06153222559126873
Heiltsuk,4.964,all,22,0.18638331132035063,0.03973705549022951
Heiltsuk,5,all,23,0,0
Huron,2.347,all,1,0.8884708100890993,0.8884708100890993
Huron,3.153,all,2,0.773426912635699,0.5468954146768782
Huron,3.511,all,3,0.6231109590331945,0.3597532799328207
Huron,3.699,all,4,0.49461464155809587,0.24730732077904793
Huron,3.81,all,5,0.39503930950736543,0.1766669499686096
Huron,3.867,all,6,0.3397446488562056,0.13870017208979138
Huron,3.913,all,7,0.2819760814510878,0.10657694102686734
Huron,3.951,all,8,0.21597603025716916,0.07635905778429763
Huron,3.976,all,9,0.15312559370479986,0.05104186456826662
Huron,3.996,all,10,0.06315051850925682,0.019969947390987258
Huron,4,all,11,0,0
Huron,4,all,12,0,0
Huron,4,all,13,0,0
Ingalik,2.122,all,1,0.6257056077002248,0.6257056077002248
Ingalik,2.716,all,2,0.5930393711177157,0.4193421608279423
Ingalik,3.022,all,3,0.6418161169119454,0.370552707869352
Ingalik,3.302,all,4,0.662748244233989,0.3313741221169945
Ingalik,3.508,all,5,0.6711083268641408,0.3001287678268734
Ingalik,3.709,all,6,0.6890528236599817,0.2813046372984852
Ingalik,3.878,all,7,0.6852631506111981,0.2590051255934042
Ingalik,4.022,all,8,0.6826287292386557,0.24134570173870454
Ingalik,4.176,all,9,0.6689330844497613,0.2229776948165871
Ingalik,4.323,all,10,0.633302512289405,0.2002678386741296
Ingalik,4.456,all,11,0.6036790773485764,0.18201609030483304
Ingalik,4.588,all,12,0.546401459143874,0.15773251476116
Ingalik,4.704,all,13,0.48022350485436943,0.13319003618734301
Ingalik,4.859,all,14,0.34819569244928955,0.0930592131925537
Ingalik,5,all,15,0,0
Interior Salish,2.347,all,1,0.6580456093797937,0.6580456093797937
Interior Salish,2.836,all,2,0.6430532773553973,0.45470733308223515
Interior Salish,3.095,all,3,0.6359083105129067,0.3671418342545469
Interior Salish,3.273,all,4,0.6122465564181198,0.3061232782090599
Interior Salish,3.414,all,5,0.5682665984614325,0.2541365487004681
Interior Salish,3.531,all,6,0.5303963803801082,0.2165334155584
Interior Salish,3.634,all,7,0.49425528655573153,0.18681093891506165
Interior Salish,3.724,all,8,0.44724045436881493,0.15812337905257084
Interior Salish,3.796,all,9,0.40317061716666125,0.1343902057222204
Interior Salish,3.844,all,10,0.3630369069334353,0.11480235006122294
Interior Salish,3.892,all,11,0.3105357184486713,0.09363004200888071
Interior Salish,3.932,all,12,0.2518718710762269,0.07270914628357716
Interior Salish,3.957,all,13,0.2029585972364615,0.056290586856331225
Interior Salish,3.979,all,14,0.14345584540052586,0.0383401874013413
Interior Salish,3.994,all,15,0.07726558075864033,0.01994988716755055
Interior Salish,4,all,16,0,0
Interior Salish,4,all,17,0,0
Inuit-Inupiaq,2.119,all,1,1.04207721639278,1.04207721639278
Inuit-Inupiaq,2.782,all,2,0.8713410556350684,0.6161311691658016
Inuit-Inupiaq,3.102,all,3,0.835640050676303,0.48245700820359605
Inuit-Inupiaq,3.372,all,4,0.8150339135767789,0.40751695678838945
Inuit-Inupiaq,3.597,all,5,0.7740737627579106,0.34617631062514664
Inuit-Inupiaq,3.767,all,6,0.7571553897875153,0.309107393496253
Inuit-Inupiaq,3.919,all,7,0.7035154112980994,0.26590383168515586
Inuit-Inupiaq,4.006,all,8,0.6800194309182838,0.2404231754704677
Inuit-Inupiaq,4.087,all,9,0.6525770888231189,0.217525696274373
Inuit-Inupiaq,4.174,all,10,0.6165258340930282,0.19496258720690596
Inuit-Inupiaq,4.253,all,11,0.5876532449806913,0.17718412003961415
Inuit-Inupiaq,4.303,all,12,0.5687833634297987,0.16419361399338753
Inuit-Inupiaq,4.369,all,13,0.552398537420352,0.15320778855079945
Inuit-Inupiaq,4.415,all,14,0.5487039967742864,0.1466473116202067
Inuit-Inupiaq,4.455,all,15,0.5387627170334499,0.1391079353752007
Inuit-Inupiaq,4.498,all,16,0.5256160882928455,0.13140402207321136
Inuit-Inupiaq,4.527,all,17,0.5191729389524656,0.1259179332507862
Inuit-Inupiaq,4.558,all,18,0.5068460248368265,0.11946475372652178
Inuit-Inupiaq,4.576,all,19,0.5004742495618276,0.11481666724654535
Inuit-Inupiaq,4.604,all,20,0.49338365135807594,0.11032393834237142
Inuit-Inupiaq,4.631,all,21,0.48690458621384547,0.10625129154981422
Inuit-Inupiaq,4.655,all,22,0.47770618920336716,0.10184730174566665
Inuit-Inupiaq,4.687,all,23,0.4660989682977728,0.09718835326721717
Inuit-Inupiaq,4.703,all,24,0.45934954228996683,0.09376433268261847
Inuit-Inupiaq,4.723,all,25,0.44997052511633856,0.08999410502326771
Inuit-Inupiaq,4.75,all,26,0.4332293707583636,0.08496326982147767
Inuit-Inupiaq,4.775,all,27,0.4177912750998392,0.08040396838132305
Inuit-Inupiaq,4.794,all,28,0.4046328307586122,0.07646841731995535
Inuit-Inupiaq,4.807,all,29,0.39485048677557294,0.07332189467116357
