replicate,res,sample_size
334,0.5491955216321667,35
335,0.5905227556606913,30
336,0.5556104835112926,36
337,0.601443777087679,26
338,0.5236486225398027,35
339,0.541145806216031,38
340,0.763941490061677,25
341,0.49695790711205834,32
342,0.5561143089643775,47
343,0.5322875271714741,35
344,0.6051245366478544,48
345,0.5666085255495811,23
346,0.5657390235138537,42
347,0.5979308479200742,45
348,0.6071604725579588,35
349,0.5400893308147294,30
350,0.6169184511691993,36
351,0.6796680437353689,26
352,0.46204177908697014,35
353,0.49442393037838234,38
354,0.6583336961069678,25
355,0.6777786254850414,32
356,0.5135315176693046,47
357,0.5364766618018831,35
358,0.5635416310759916,48
359,0.5777727578640427,23
360,0.6091392725668335,42
361,0.5736120560480819,45
362,0.6291152625640264,35
363,0.5074705527326181,30
364,0.5647820149526936,36
365,0.7234113691486685,26
366,0.6642741032843464,35
367,0.557401414466396,38
368,0.6962160072790052,25
369,0.6603242462854818,32
370,0.5902708259646073,47
371,0.6378409126431173,35
372,0.5935743833422408,48
373,0.6483813584464445,23
374,0.5522143324411158,42
375,0.5501996796345031,45
376,0.5920005434081497,35
377,0.5884488965594287,30
378,0.5193084053322352,36
379,0.6038465624585588,26
380,0.5374836865936985,35
381,0.5265257518067976,38
382,0.5683028169726029,25
383,0.6593168008531368,32
384,0.6318206107765341,47
385,0.652822712031473,35
386,0.49026327403648884,48
387,0.6522107658894604,23
388,0.6080000336579318,42
389,0.6332399321808169,45
390,0.5940934848309617,35
391,0.5885961225928,30
392,0.5094397631311727,36
393,0.5706744466562211,26
394,0.5277265152933125,35
395,0.6822082936121301,38
396,0.7097314375656217,25
397,0.5407406474478765,32
398,0.5593137449360541,47
399,0.4778847867425844,35
400,0.6339093953795117,48
401,0.6192255634499099,23
402,0.5673173588902558,42
403,0.47529234529038267,45
404,0.5589402779531689,35
405,0.7038529107454734,30
406,0.5982613586720896,36
407,0.5536723361164475,26
408,0.6003682896141307,35
409,0.5459350765135866,38
410,0.5921511267578643,25
411,0.5284429062687965,32
412,0.5880393683204814,47
413,0.5841121522207124,35
414,0.4837103154560497,48
415,0.751818439167489,23
416,0.6039090436382375,42
417,0.6382739120615417,45
418,0.6445474833177169,35
419,0.5702104297144965,30
420,0.5163124390351759,36
421,0.6380951355739871,26
422,0.5733154265206261,35
423,0.643029496850505,38
424,0.5278887037729357,25
425,0.6239180067858829,32
426,0.6016951272485475,47
427,0.5160096759402398,35
428,0.5848941273989262,48
429,0.6069500894502576,23
430,0.5349275604581997,42
431,0.49211714572277837,45
432,0.6046044114591177,35
433,0.6122926823906871,30
434,0.6677318335643984,36
435,0.6559979337649404,26
436,0.7001283771782494,35
437,0.4928193088659632,38
438,0.6020480711206768,25
439,0.6183546256966254,32
440,0.665289395040455,47
441,0.567535225997924,35
442,0.5515691063156288,48
443,0.6026409519750263,23
444,0.4999726681873162,42
445,0.578968000447699,45
446,0.553522232786419,35
447,0.5161336644362845,30
448,0.636349336147693,36
449,0.6984004727661409,26
450,0.48448855029746435,35
451,0.5879828749133341,38
452,0.6290975424396498,25
453,0.5355965196292097,32
454,0.5811528994490684,47
455,0.4917548992310091,35
456,0.5652649235935034,48
457,0.6011192549885684,23
458,0.5700350469368698,42
459,0.6507218024349014,45
460,0.5625955264812885,35
461,0.6635090867504563,30
462,0.5688657867273217,36
463,0.6668291161715632,26
464,0.5747006251171874,35
465,0.5813287257672959,38
466,0.6026716350370571,25
467,0.7006035626103142,32
468,0.6171884866995843,47
469,0.622896476556796,35
470,0.6009217710438075,48
471,0.5900916494384275,23
472,0.6074402977689124,42
473,0.5400796861700735,45
474,0.5867450601266447,35
475,0.5407979927893026,30
476,0.5075562392528108,36
477,0.4958675959126579,26
478,0.5224134489913349,35
479,0.553097507442267,38
480,0.5697484481556458,25
481,0.5742943017962531,32
482,0.5565607927389213,47
483,0.5911919629887731,35
484,0.4948313019257011,48
485,0.5295100067096845,23
486,0.6971541491819478,42
487,0.6566060344522301,45
488,0.6025447724618632,35
489,0.5220391512245536,30
490,0.5652230191401127,36
491,0.6237034019887682,26
492,0.6151796842171001,35
493,0.5667436109502416,38
494,0.5053714968112775,25
495,0.5059025161893572,32
496,0.577335862028148,47
497,0.6169493875736559,35
498,0.5630304803784132,48
499,0.5628430522597847,23
500,0.6301783816423324,42
501,0.562627806463238,45
502,0.5646406697780832,35
503,0.4394542013451155,30
504,0.5620647419279716,36
505,0.5760709646512012,26
506,0.5531511601743557,35
507,0.6166027724906853,38
508,0.6143984331961864,25
509,0.5338547823726602,32
510,0.5295865216392415,47
511,0.6565194147280348,35
512,0.630769620717915,48
513,0.5938603436417925,23
514,0.6237569609403937,42
515,0.6249051389039151,45
516,0.5792358846694946,35
517,0.4704687303123672,30
518,0.5405707726761064,36
519,0.6501130182538671,26
520,0.6057008834836728,35
521,0.5823322430307798,38
522,0.5040918503934263,25
523,0.5975659894834476,32
524,0.5984340471095823,47
525,0.5822776453409652,35
526,0.5445329205039235,48
527,0.5562985658938656,23
528,0.504444829212607,42
529,0.6295394023740012,45
530,0.5962597453130899,35
531,0.6093963617133289,30
532,0.6339756580318977,36
533,0.5548720122836135,26
534,0.4878826440995806,35
535,0.5420514735827417,38
536,0.6157937923700952,25
537,0.6818400652248451,32
538,0.5862487690725092,47
539,0.5996601270731411,35
540,0.5527103767848934,48
541,0.6387040826486601,23
542,0.5542376877322971,42
543,0.5099497358189145,45
544,0.49871903573346243,35
545,0.5871675594114583,30
546,0.6662211768985401,36
547,0.543228406991735,26
548,0.6986118858133007,35
549,0.7744955655860611,38
550,0.5423850527488965,25
551,0.5490044151083256,32
552,0.5303849739455646,47
553,0.6553611939712263,35
554,0.5649368070655177,48
555,0.5484786330593313,23
556,0.6412587637310634,42
557,0.6108856126796061,45
558,0.6056485790840894,35
559,0.5843981912584774,30
560,0.604535300485438,36
561,0.4884763770965592,26
562,0.596706425980945,35
563,0.561903802950383,38
564,0.508757707878566,25
565,0.5907751412891227,32
566,0.5259299051535157,47
567,0.6461398080033607,35
568,0.5724295013289553,48
569,0.6460898566985099,23
570,0.586618698114095,42
571,0.5279423985736784,45
572,0.573750494274794,35
573,0.6500302462912289,30
574,0.4852014069327523,36
575,0.6724544215417424,26
576,0.6341341636178631,35
577,0.5921890361577011,38
578,0.7227878635521038,25
579,0.5401268803975228,32
580,0.5558226007129151,47
581,0.658323699903769,35
582,0.6032496099841681,48
583,0.4637969645196886,23
584,0.6396823522597291,42
585,0.5261087892157791,45
586,0.5891178216170965,35
587,0.5831396608520052,30
588,0.6504890000744186,36
589,0.6182556749350593,26
590,0.5203732376764513,35
591,0.6998789430976724,38
592,0.6149484240598425,25
593,0.5539466897009223,32
594,0.48229959400349015,47
595,0.5202953248561771,35
596,0.6083151458438066,48
597,0.4146291319841958,23
598,0.5116457189326202,42
599,0.5834447712167488,45
600,0.5429594317671659,35
601,0.5764741727233456,30
602,0.4864189304049687,36
603,0.4693908803357304,26
604,0.5032725091623271,35
605,0.6114046439777187,38
606,0.6395508977061162,25
607,0.5629870624907355,32
608,0.5710623619612131,47
609,0.4800021132228365,35
610,0.5594095085299322,48
611,0.5335003861420433,23
612,0.5371810900402632,42
613,0.5390179095588999,45
614,0.5366974924623834,35
615,0.6232243256579811,30
616,0.5403122044617038,36
617,0.41757637167829953,26
618,0.5633509239771517,35
619,0.5959102464276378,38
620,0.5127345506653874,25
621,0.5624246857248645,32
622,0.5641885065860319,47
623,0.43688340258439373,35
624,0.5220293910842004,48
625,0.603391894984055,23
626,0.5840725472951588,42
627,0.4966061525921132,45
628,0.6593673795522551,35
629,0.5349246600980051,30
630,0.5974042796472302,36
631,0.6011343994079208,26
632,0.6460148067718453,35
633,0.522892993306867,38
634,0.5598227233280345,25
635,0.6307917826682595,32
636,0.6047194858245369,47
637,0.49991441142776916,35
638,0.5966831735474105,48
639,0.576883112242252,23
640,0.6651829595764556,42
641,0.5102932219246652,45
642,0.6224432578899417,35
643,0.5545486489842492,30
644,0.5538903489726449,36
645,0.7131096702037166,26
646,0.5849760649141366,35
647,0.5862103197488132,38
648,0.61721175825638,25
649,0.7239669692735873,32
650,0.4906068374574976,47
651,0.6760172305679494,35
652,0.6478035901854763,48
653,0.6529213415171585,23
654,0.5590023853866477,42
655,0.5631846383547283,45
656,0.6568079933073655,35
657,0.6014359944749835,30
658,0.6312626360124926,36
659,0.5731922535891096,26
660,0.6378639724424031,35
661,0.6329036925848115,38
662,0.6021085903728752,25
663,0.6748716276231226,32
664,0.5717579232221319,47
665,0.5474696723156818,35
666,0.5490209777664066,48
667,0.6433445400693597,23
668,0.5290994278394456,42
669,0.6153007610513834,45
670,0.6018042584840086,35
671,0.6078159266055619,30
672,0.5580538993953365,36
673,0.5278121443504105,26
674,0.7158209194142751,35
675,0.5577840359059311,38
676,0.5142565097402999,25
677,0.5760257705860318,32
678,0.5367992804511917,47
679,0.5572700656680156,35
680,0.5779039796234304,48
681,0.6905342005476635,23
682,0.5339372823128726,42
683,0.5091882933336084,45
684,0.5516145381367242,35
685,0.6467176492389483,30
686,0.5206303946403846,36
687,0.6936049454273734,26
688,0.5446809020243932,35
689,0.515558457595817,38
690,0.5397951946762488,25
691,0.5787868849302106,32
692,0.6091997736362019,47
693,0.5200411126656208,35
694,0.5948866144748769,48
695,0.5161620367721864,23
696,0.6024007607377201,42
697,0.6479541833841151,45
698,0.5086580496202113,35
699,0.6487601277404514,30
700,0.5792035843961884,36
701,0.6833420942088129,26
702,0.6036584625791539,35
703,0.6593340664105956,38
704,0.5047365060343709,25
705,0.5584197542194632,32
706,0.5653256611875733,47
707,0.6587913954019483,35
708,0.5069969860077431,48
709,0.5650052679210986,23
710,0.6090594933167491,42
711,0.6211721964757023,45
712,0.5173277251026782,35
713,0.5029396317162721,30
714,0.670698247174827,36
715,0.5251052761855725,26
716,0.5471444886083702,35
717,0.5855619339375404,38
718,0.5740180014429526,25
719,0.5583212511782563,32
720,0.5789634343177228,47
721,0.6325626572933744,35
722,0.6026656305431874,48
723,0.6174486653962954,23
724,0.5643863811184089,42
725,0.523924741072401,45
726,0.4381903574689798,35
727,0.47919500131982085,30
728,0.7059724879172067,36
729,0.7185225454605841,26
730,0.6654607958235199,35
731,0.603084256896972,38
732,0.5251569008359512,25
733,0.6239962261096602,32
734,0.5600179921361801,47
735,0.5261680320963066,35
736,0.5282921892636155,48
737,0.7099561908455763,23
738,0.5505066775819731,42
739,0.5796449722544664,45
740,0.6298600136069892,35
741,0.6504850721380814,30
742,0.5982493781760501,36
743,0.6689765717372594,26
744,0.6531827564931921,35
745,0.5780585485367751,38
746,0.5890545418875863,25
747,0.5462610647978341,32
748,0.5705096688341811,47
749,0.6443537755757566,35
750,0.6316000599734015,48
751,0.5860022600276609,23
752,0.6275835156656869,42
753,0.5344180753009244,45
754,0.6305984680181846,35
755,0.592487944619412,30
756,0.5833637863232253,36
757,0.6546907785026616,26
758,0.5640768352048582,35
759,0.49941776957872225,38
760,0.674049446494269,25
761,0.5596954456520697,32
762,0.5780033119639725,47
763,0.7092074814543471,35
764,0.5594855787351346,48
765,0.5764825407764179,23
766,0.6195372082883693,42
767,0.4811098643923776,45
768,0.571728185634978,35
769,0.5595082715609696,30
770,0.486614142804178,36
771,0.7251582278008967,26
772,0.6214935346459562,35
773,0.6131916660180069,38
774,0.5729899741012854,25
775,0.714620876924173,32
776,0.5988340690129866,47
777,0.5373136339792925,35
778,0.5656681739953332,48
779,0.6622068339199997,23
780,0.5345871578522962,42
781,0.5621043747552904,45
782,0.5555052730930993,35
783,0.5923333342910543,30
784,0.6547078189874448,36
785,0.5024334721565334,26
786,0.5462641845142653,35
787,0.5649938254088002,38
788,0.630511275715867,25
789,0.6490160246513292,32
790,0.5465379727931828,47
791,0.49934304195257234,35
792,0.533339720788165,48
793,0.5744889030766299,23
794,0.6533373451187101,42
795,0.5742823334578975,45
796,0.6012684754387293,35
797,0.5750694037548232,30
798,0.7014089453715346,36
799,0.6032957495416529,26
800,0.5419223010347648,35
801,0.5435179349659668,38
802,0.6006952940716499,25
803,0.6375028747052682,32
804,0.5598880584883825,47
805,0.5946028660822329,35
806,0.47985410079702856,48
807,0.6601728120739991,23
808,0.6525725469767456,42
809,0.5309559056797849,45
810,0.5134159013937281,35
811,0.5194445020828264,30
812,0.6815648591792917,36
813,0.5069341068907078,26
814,0.7330716855351616,35
815,0.5642802320382131,38
816,0.5655545908208615,25
817,0.5459810381868755,32
818,0.6218786045584472,47
819,0.6058995475249611,35
820,0.6319395107998441,48
821,0.613000264125864,23
822,0.5844180970985712,42
823,0.5662971142391886,45
824,0.5626234569381523,35
825,0.6594465139285827,30
826,0.5175533949187008,36
827,0.5247112698210082,26
828,0.5872385041895715,35
829,0.5393108686575512,38
830,0.5469695776662644,25
831,0.5696111847389517,32
832,0.5643839481213843,47
833,0.6363724096335334,35
834,0.4758336730028251,48
835,0.5371726506139387,23
836,0.6243643900373386,42
837,0.5362337545019868,45
838,0.5580319067497423,35
839,0.5705696143656951,30
840,0.6427708446676232,36
841,0.6470535424443843,26
842,0.5647463807385229,35
843,0.5190233482145652,38
844,0.5605630357999413,25
845,0.5847749754532195,32
846,0.5544702764685644,47
847,0.7284356524722072,35
848,0.5675030447207322,48
849,0.7068123450882815,23
850,0.5300182907507189,42
851,0.489662580859216,45
852,0.6248254076941656,35
853,0.6591570431046441,30
854,0.5200191058895409,36
855,0.6009712268319136,26
856,0.575369710664311,35
857,0.5852873663599912,38
858,0.6572890621095804,25
859,0.5599633756835772,32
860,0.5576747153821949,47
861,0.6454440149016989,35
862,0.717458029369775,48
863,0.5239050258674178,23
864,0.6448458271094993,42
865,0.5485019667589177,45
866,0.5864147904561843,35
867,0.5825595132852819,30
868,0.585713038105639,36
869,0.5041850876168732,26
870,0.5669728188983388,35
871,0.5364566140652163,38
872,0.6505309881864177,25
873,0.5647222353325619,32
874,0.5120805853618678,47
875,0.6175762621129194,35
876,0.5131829115156439,48
877,0.5846971215017507,23
878,0.5670070072756402,42
879,0.542728559840061,45
880,0.5971986472300358,35
881,0.5286395737257246,30
882,0.5977373603562226,36
883,0.5456460496730224,26
884,0.5924431585379483,35
885,0.5970189192504228,38
886,0.7283334494699187,25
887,0.5851690957587843,32
888,0.5663075985123838,47
889,0.6648431358552391,35
890,0.5137662084742863,48
891,0.6269137710497918,23
892,0.5347071077239117,42
893,0.523041008741011,45
894,0.5939423278827575,35
895,0.5474652223236502,30
896,0.6208595868304015,36
897,0.5015435101907507,26
898,0.5465825012183237,35
899,0.6369329586598661,38
900,0.6813056001283198,25
901,0.5495360568990402,32
902,0.5673647950440043,47
903,0.5229883759088885,35
904,0.5578036813925147,48
905,0.5820364132992503,23
906,0.6203481241664444,42
907,0.5823809946586044,45
908,0.5450605909903224,35
909,0.5059652412689426,30
910,0.5144583424090402,36
911,0.576412970018755,26
912,0.5429947767969426,35
913,0.5547606159519416,38
914,0.756142994491738,25
915,0.5707905712423108,32
916,0.6729337634881448,47
917,0.580352999004229,35
918,0.5881365516768639,48
919,0.663824246328493,23
920,0.6861614349190199,42
921,0.6000290561073904,45
922,0.5845378375141815,35
923,0.5320911687781033,30
924,0.5812044539142863,36
925,0.6919283256305201,26
926,0.45526763479172744,35
927,0.5906538070355807,38
928,0.665805171672188,25
929,0.5672255195482775,32
930,0.5410869931436529,47
931,0.6702701025441662,35
932,0.5718376194749804,48
933,0.6628354212455511,23
934,0.6126234934524255,42
935,0.5520205395508695,45
936,0.5683269108415085,35
937,0.6384519988681148,30
938,0.6144367556193712,36
939,0.7631705986512328,26
940,0.5663782359016442,35
941,0.5267980356130396,38
942,0.6188522548628289,25
943,0.5960802705893581,32
944,0.5729594659264351,47
945,0.6366544738775174,35
946,0.6162607246924884,48
947,0.5348437965461785,23
948,0.5717532586018886,42
949,0.6497683620639678,45
950,0.6153890201780748,35
951,0.4636578068447451,30
952,0.46018715672708527,36
953,0.5174979128132048,26
954,0.5320518891869043,35
955,0.5472489895206484,38
956,0.6896929812148191,25
957,0.5867807027024117,32
958,0.5196854293107513,47
959,0.573159325695624,35
960,0.5893697833419301,48
961,0.5991799466489284,23
962,0.6488603475268796,42
963,0.603427103952898,45
964,0.5821319442080274,35
965,0.6272303542882911,30
966,0.5132942380614374,36
967,0.5668757496332776,26
968,0.5673221631925962,35
969,0.6656921513764844,38
970,0.6205011591692612,25
971,0.5757394828897123,32
972,0.612543654243472,47
973,0.5631867978828492,35
974,0.5427978764458932,48
975,0.6545082878975897,23
976,0.6123779572137598,42
977,0.5955384709622308,45
978,0.5128081924023495,35
979,0.4748260151211047,30
980,0.5979368288948544,36
981,0.5047275847342169,26
982,0.5707036572535483,35
983,0.5528323010907473,38
984,0.7476036559161457,25
985,0.6555781955238162,32
986,0.5135548638282621,47
987,0.5726012966716212,35
988,0.48542474463646396,48
989,0.631942150019165,23
990,0.5597792443640731,42
991,0.5808649363065096,45
992,0.676673969277208,35
993,0.5486602993977241,30
994,0.6950582477526365,36
995,0.558378467254662,26
996,0.6307914828461757,35
997,0.6120791587522988,38
998,0.5162518951486162,25
999,0.666034353055436,32
1000,0.6529686210044066,47
1001,0.5831213556661666,35
1002,0.6378270333908396,48
1003,0.5764368824330729,23
1004,0.5349564128549064,42
1005,0.6962000235582823,45
1006,0.6195566841299379,35
1007,0.5327756509639222,30
1008,0.5770941368689854,36
1009,0.6555678617419674,26
1010,0.5108979967072017,35
1011,0.6456880436641482,38
1012,0.5408425292655453,25
1013,0.5387143225404789,32
1014,0.5501390613508488,47
1015,0.6099555581163273,35
1016,0.5690214619898755,48
1017,0.48751551596866505,23
1018,0.6120154236022033,42
1019,0.6109311682043854,45
1020,0.5377941427015006,35
1021,0.5906868242058406,30
1022,0.6823151139874406,36
1023,0.6044845834256024,26
1024,0.5646740494179303,35
1025,0.5446718799557398,38
1026,0.6858359120153742,25
1027,0.6197468424950402,32
1028,0.6174616291954068,47
1029,0.6106919252582512,35
1030,0.5822635718475109,48
1031,0.5418843866299492,23
1032,0.5426326493219584,42
1033,0.6350872594620661,45
1034,0.495976981142634,35
1035,0.63067062093802,30
1036,0.5682527190395551,36
1037,0.6786875539361348,26
1038,0.6279437576370711,35
1039,0.6212165460945837,38
1040,0.6119866451799879,25
1041,0.6584549760201046,32
1042,0.6096289417626025,47
1043,0.6385459660989602,35
1044,0.628654979594079,48
1045,0.5719505521186216,23
1046,0.578238292131711,42
1047,0.5202347862310098,45
1048,0.6392307217987636,35
1049,0.5774746731411796,30
1050,0.5475808805703567,36
1051,0.6408172198453808,26
1052,0.5599067762854498,35
1053,0.5450479785683165,38
1054,0.6120080627348763,25
1055,0.537312691137651,32
1056,0.6347399258225763,47
1057,0.6494401976890043,35
1058,0.5677673678058633,48
1059,0.5794675206501514,23
1060,0.6275464848331334,42
1061,0.5544646106773533,45
1062,0.5709387190688502,35
1063,0.5076749416756335,30
1064,0.6128068024343188,36
1065,0.44133113891606235,26
1066,0.5455339320649744,35
1067,0.5967260377797804,38
1068,0.7170085402562475,25
1069,0.6917170311704945,32
1070,0.5230695039825994,47
1071,0.688386300497437,35
1072,0.5953695639770564,48
1073,0.6445778129421524,23
1074,0.5987287795479872,42
1075,0.6147037225788619,45
1076,0.6199221425960151,35
