number_of_targets,subgroup,number_of_species,sd,se
5.0,all,48.0,0.0,0.0
5.0,all,49.0,0.0,0.0
5.0,all,50.0,0.0,0.0
5.0,all,51.0,0.0,0.0
5.0,all,52.0,0.0,0.0
5.0,all,53.0,0.0,0.0
5.0,all,54.0,0.0,0.0
5.0,all,55.0,0.0,0.0
5.0,all,56.0,0.0,0.0
5.0,all,57.0,0.0,0.0
5.0,all,58.0,0.0,0.0
5.0,all,59.0,0.0,0.0
5.0,all,60.0,0.0,0.0
5.0,all,61.0,0.0,0.0
5.0,all,62.0,0.0,0.0
5.0,all,63.0,0.0,0.0
5.0,all,64.0,0.0,0.0
5.0,all,65.0,0.0,0.0
5.0,all,66.0,0.0,0.0
5.0,all,67.0,0.0,0.0
5.0,all,68.0,0.0,0.0
5.0,all,69.0,0.0,0.0
5.0,all,70.0,0.0,0.0
5.0,all,71.0,0.0,0.0
5.0,all,72.0,0.0,0.0
5.0,all,73.0,0.0,0.0
5.0,all,74.0,0.0,0.0
5.0,all,75.0,0.0,0.0
5.0,all,76.0,0.0,0.0
5.0,all,77.0,0.0,0.0
5.0,all,78.0,0.0,0.0
5.0,all,79.0,0.0,0.0
5.0,all,80.0,0.0,0.0
5.0,all,81.0,0.0,0.0
5.0,all,82.0,0.0,0.0
5.0,all,83.0,0.0,0.0
5.0,all,84.0,0.0,0.0
5.0,all,85.0,0.0,0.0
5.0,all,86.0,0.0,0.0
5.0,all,87.0,0.0,0.0
5.0,all,88.0,0.0,0.0
5.0,all,89.0,0.0,0.0
5.0,all,90.0,0.0,0.0
5.0,all,91.0,0.0,0.0
5.0,all,92.0,0.0,0.0
5.0,all,93.0,0.0,0.0
5.0,all,94.0,0.0,0.0
5.0,all,95.0,0.0,0.0
5.0,all,96.0,0.0,0.0
5.0,all,97.0,0.0,0.0
5.0,all,98.0,0.0,0.0
5.0,all,99.0,0.0,0.0
5.0,all,100.0,0.0,0.0
5.0,all,101.0,0.0,0.0
5.0,all,102.0,0.0,0.0
5.0,all,103.0,0.0,0.0
5.0,all,104.0,0.0,0.0
5.0,all,105.0,0.0,0.0
5.0,all,106.0,0.0,0.0
5.0,all,107.0,0.0,0.0
5.0,all,108.0,0.0,0.0
1.16,nocrust,1.0,1.4820133725319877,1.4820133725319877
1.98,nocrust,2.0,1.6016405730539311,1.1325309102299426
2.59,nocrust,3.0,1.5897080603594225,0.9178183765814305
3.21,nocrust,4.0,1.4791138488222526,0.7395569244111263
3.51,nocrust,5.0,1.410601991987102,0.6308403886559547
3.83,nocrust,6.0,1.2395421116140615,0.5060409480244076
4.09,nocrust,7.0,1.015983376941878,0.38400562165197194
4.25,nocrust,8.0,0.9031370691409835,0.3193071729652666
4.35,nocrust,9.0,0.8333333333333334,0.2777777777777778
4.44,nocrust,10.0,0.7954415583355403,0.2515407069894002
4.58,nocrust,11.0,0.6989169110021938,0.2107313775844086
4.63,nocrust,12.0,0.661418738375885,0.19093514332418995
4.72,nocrust,13.0,0.5519478821831502,0.15308279927654653
4.77,nocrust,14.0,0.5096047190685833,0.13619759010270172
4.81,nocrust,15.0,0.4648231987117318,0.1200168338360932
4.84,nocrust,16.0,0.41971611377407964,0.10492902844351991
4.88,nocrust,17.0,0.32659863237109044,0.07921180343813394
4.88,nocrust,18.0,0.32659863237109044,0.07698003589195011
4.89,nocrust,19.0,0.31446603773522014,0.07214345682439328
4.93,nocrust,20.0,0.2564323999762428,0.05734002779802943
4.95,nocrust,21.0,0.2190429135575903,0.04779908246768221
4.95,nocrust,22.0,0.2190429135575903,0.046700106083098304
4.95,nocrust,23.0,0.2190429135575903,0.04567360477381543
4.95,nocrust,24.0,0.2190429135575903,0.04471194749905499
4.97,nocrust,25.0,0.1714466079977653,0.03428932159955306
4.99,nocrust,26.0,0.1,0.019611613513818404
4.99,nocrust,27.0,0.1,0.019245008972987525
4.99,nocrust,28.0,0.1,0.01889822365046136
5.0,nocrust,29.0,0.0,0.0
5.0,nocrust,30.0,0.0,0.0
5.0,nocrust,31.0,0.0,0.0
5.0,nocrust,32.0,0.0,0.0
5.0,nocrust,33.0,0.0,0.0
5.0,nocrust,34.0,0.0,0.0
5.0,nocrust,35.0,0.0,0.0
5.0,nocrust,36.0,0.0,0.0
5.0,nocrust,37.0,0.0,0.0
5.0,nocrust,38.0,0.0,0.0
5.0,nocrust,39.0,0.0,0.0
5.0,nocrust,40.0,0.0,0.0
5.0,nocrust,41.0,0.0,0.0
5.0,nocrust,42.0,0.0,0.0
5.0,nocrust,43.0,0.0,0.0
5.0,nocrust,44.0,0.0,0.0
5.0,nocrust,45.0,0.0,0.0
5.0,nocrust,46.0,0.0,0.0
5.0,nocrust,47.0,0.0,0.0
5.0,nocrust,48.0,0.0,0.0
5.0,nocrust,49.0,0.0,0.0
5.0,nocrust,50.0,0.0,0.0
5.0,nocrust,51.0,0.0,0.0
5.0,nocrust,52.0,0.0,0.0
5.0,nocrust,53.0,0.0,0.0
5.0,nocrust,54.0,0.0,0.0
5.0,nocrust,55.0,0.0,0.0
5.0,nocrust,56.0,0.0,0.0
5.0,nocrust,57.0,0.0,0.0
5.0,nocrust,58.0,0.0,0.0
5.0,nocrust,59.0,0.0,0.0
5.0,nocrust,60.0,0.0,0.0
5.0,nocrust,61.0,0.0,0.0
5.0,nocrust,62.0,0.0,0.0
5.0,nocrust,63.0,0.0,0.0
5.0,nocrust,64.0,0.0,0.0
5.0,nocrust,65.0,0.0,0.0
5.0,nocrust,66.0,0.0,0.0
5.0,nocrust,67.0,0.0,0.0
5.0,nocrust,68.0,0.0,0.0
5.0,nocrust,69.0,0.0,0.0
5.0,nocrust,70.0,0.0,0.0
5.0,nocrust,71.0,0.0,0.0
5.0,nocrust,72.0,0.0,0.0
5.0,nocrust,73.0,0.0,0.0
5.0,nocrust,74.0,0.0,0.0
5.0,nocrust,75.0,0.0,0.0
5.0,nocrust,76.0,0.0,0.0
5.0,nocrust,77.0,0.0,0.0
5.0,nocrust,78.0,0.0,0.0
5.0,nocrust,79.0,0.0,0.0
5.0,nocrust,80.0,0.0,0.0
5.0,nocrust,81.0,0.0,0.0
5.0,nocrust,82.0,0.0,0.0
5.0,nocrust,83.0,0.0,0.0
5.0,nocrust,84.0,0.0,0.0
5.0,nocrust,85.0,0.0,0.0
5.0,nocrust,86.0,0.0,0.0
5.0,nocrust,87.0,0.0,0.0
5.0,nocrust,88.0,0.0,0.0
5.0,nocrust,89.0,0.0,0.0
5.0,nocrust,90.0,0.0,0.0
5.0,nocrust,91.0,0.0,0.0
5.0,nocrust,92.0,0.0,0.0
5.0,nocrust,93.0,0.0,0.0
5.0,nocrust,94.0,0.0,0.0
