"run","species_no","sample_id","min_percentage","grams_required"
"1",4,"44",0.0444444,2250
"1",4,"45",0.0419444,2384.11
"1",4,"46",0.0475,2105.26
"1",4,"47",0.0411111,2432.43
"1",4,"48",0.0466667,2142.86
"1",4,"49",0.0441667,2264.15
"1",4,"5",0.108194,924.262
"1",4,"50",0.165556,604.027
"1",4,"51",0.171111,584.416
"1",4,"52",0.183611,544.629
"1",4,"53",0.191944,520.984
"1",4,"54",0.166944,599.002
"1",4,"55",0.154444,647.482
"1",4,"56",0.166944,599.002
"1",4,"57",0.175278,570.523
"1",4,"58",0.150278,665.434
"1",4,"59",0.1725,579.71
"1",4,"6",0.116528,858.164
"1",4,"60",0.180833,552.995
"1",4,"61",0.155833,641.711
"1",4,"62",0.193333,517.241
"1",4,"63",0.168333,594.059
"1",4,"64",0.176667,566.038
"1",4,"65",0.121111,825.688
"1",4,"66",0.130556,765.957
"1",4,"67",0.128056,780.911
"1",4,"68",0.116944,855.107
"1",4,"69",0.0438889,2278.48
"1",4,"7",0.0915278,1092.56
"1",4,"70",0.0413889,2416.11
"1",4,"71",0.0469444,2130.18
"1",4,"72",0.0405556,2465.75
"1",4,"73",0.0461111,2168.67
"1",4,"74",0.0436111,2292.99
"1",4,"75",0.116111,861.244
"1",4,"76",0.113611,880.196
"1",4,"77",0.105833,944.882
"1",4,"78",0.112778,886.7
"1",4,"79",0.118333,845.07
"1",4,"8",0.148472,673.527
"1",4,"80",0.115833,863.309
"1",4,"81",0.0261111,3829.79
"1",4,"82",0.0316667,3157.89
"1",4,"83",0.0291667,3428.57
"1",4,"84",0.0283333,3529.41
"1",4,"85",0.172727,578.947
"1",4,"86",0.157917,633.245
"1",4,"87",0.163472,611.725
"1",4,"88",0.175972,568.272
"1",4,"89",0.184306,542.577
"1",4,"9",0.131806,758.693
"1",4,"90",0.140909,709.677
"1",4,"91",0.124583,802.676
"1",4,"92",0.130139,768.41
"1",4,"93",0.130556,765.957
"1",4,"94",0.128056,780.911
"1",4,"95",0.125,800
"1",4,"96",0.113472,881.273
"1",4,"97",0.125972,793.826
"1",4,"98",0.134306,744.571
"1",4,"99",0.109306,914.867
"1",5,"1",0.148778,672.143
"1",5,"10",0.110667,903.614
"1",5,"100",0.171333,583.658
"1",5,"101",0.178,561.798
"1",5,"102",0.161333,619.835
"1",5,"103",0.168,595.238
"1",5,"104",0.148,675.676
"1",5,"105",0.178,561.798
"1",5,"106",0.158,632.911
"1",5,"107",0.164667,607.287
"1",5,"108",0.182444,548.112
"1",5,"109",0.162444,615.595
"1",5,"11",0.109889,910.01
"1",5,"110",0.169111,591.327
"1",5,"111",0.179111,558.313
"1",5,"112",0.109778,910.931
"1",5,"113",0.107778,927.835
"1",5,"114",0.112222,891.089
"1",5,"115",0.107111,933.61
"1",5,"116",0.111556,896.414
"1",5,"117",0.109556,912.779
"1",5,"118",0.0377778,2647.06
"1",5,"119",0.0422222,2368.42
"1",5,"12",0.0998889,1001.11
"1",5,"120",0.0402222,2486.19
"1",5,"121",0.0395556,2528.09
"1",5,"122",0.0955556,1046.51
"1",5,"123",0.1,1000
"1",5,"124",0.098,1020.41
"1",5,"125",0.0973333,1027.4
"1",5,"126",0.028,3571.43
"1",5,"127",0.163,613.497
"1",5,"128",0.167444,597.213
"1",5,"129",0.177444,563.557
"1",5,"13",0.109889,910.01
"1",5,"130",0.184111,543.15
"1",5,"131",0.158182,632.184
"1",5,"132",0.154111,648.882
"1",5,"133",0.164111,609.343
"1",5,"134",0.170778,585.556
"1",5,"135",0.150778,663.228
"1",5,"136",0.168556,593.276
"1",5,"137",0.175222,570.704
"1",5,"138",0.155222,644.238
"1",5,"139",0.185222,539.892
"1",5,"14",0.116556,857.96
"1",5,"140",0.165222,605.245
"1",5,"141",0.169091,591.398
"1",5,"142",0.127444,784.656
"1",5,"143",0.137444,727.567
"1",5,"144",0.144111,693.909
"1",5,"145",0.124111,805.73
"1",5,"146",0.109778,910.931
"1",5,"147",0.107778,927.835
"1",5,"148",0.112222,891.089
"1",5,"149",0.107111,933.61
"1",5,"15",0.0965556,1035.67
"1",5,"150",0.111556,896.414
"1",5,"151",0.109556,912.779
"1",5,"152",0.128556,777.874
"1",5,"153",0.135222,739.523
"1",5,"154",0.115222,867.888
"1",5,"155",0.145222,688.6
"1",5,"156",0.125222,798.58
"1",5,"157",0.131889,758.214
"1",5,"158",0.0955556,1046.51
"1",5,"159",0.1,1000
"1",5,"16",0.101111,989.011
"1",5,"160",0.098,1020.41
"1",5,"161",0.0973333,1027.4
"1",5,"162",0.160778,621.977
"1",5,"163",0.170778,585.556
"1",5,"164",0.177444,563.557
"1",5,"165",0.157444,635.145
"1",5,"166",0.175222,570.704
"1",5,"167",0.181889,549.786
"1",5,"168",0.161889,617.708
"1",5,"169",0.191889,521.135
"1",5,"17",0.0991111,1008.97
"1",5,"170",0.171889,581.771
"1",5,"171",0.178556,560.05
"1",5,"172",0.161889,617.708
"1",5,"173",0.168556,593.276
"1",5,"174",0.148556,673.149
"1",5,"175",0.178556,560.05
"1",5,"176",0.158556,630.694
"1",5,"177",0.165222,605.245
"1",5,"178",0.183,546.448
"1",5,"179",0.163,613.497
"1",5,"18",0.101,990.099
"1",5,"180",0.169667,589.391
"1",5,"181",0.179667,556.586
"1",5,"182",0.135222,739.523
"1",5,"183",0.141889,704.777
"1",5,"184",0.121889,820.419
"1",5,"185",0.151889,658.376
"1",5,"186",0.131889,758.214
"1",5,"187",0.138556,721.732
"1",5,"188",0.0951111,1051.4
"1",5,"189",0.0995556,1004.46
"1",5,"19",0.0984444,1015.8
"1",5,"190",0.0975556,1025.06
"1",5,"191",0.0968889,1032.11
"1",5,"192",0.143,699.301
"1",5,"193",0.123,813.008
"1",5,"194",0.129667,771.208
"1",5,"195",0.139667,715.99
"1",5,"196",0.0853333,1171.88
"1",5,"197",0.181111,552.147
"1",5,"198",0.191111,523.256
"1",5,"199",0.197778,505.618
"1",5,"2",0.135444,738.31
"1",5,"20",0.102889,971.922
"1",5,"200",0.177778,562.5
"1",5,"201",0.195556,511.364
"1",5,"202",0.202222,494.505
"1",5,"203",0.182222,548.78
"1",5,"204",0.212222,471.204
"1",5,"205",0.192222,520.231
"1",5,"206",0.198889,502.793
"1",5,"207",0.182222,548.78
"1",5,"208",0.188889,529.412
"1",5,"209",0.168889,592.105
"1",5,"21",0.100889,991.189
"1",5,"210",0.198889,502.793
"1",5,"211",0.178889,559.006
"1",5,"212",0.185556,538.922
"1",5,"213",0.203333,491.803
"1",5,"214",0.183333,545.455
"1",5,"215",0.19,526.316
"1",5,"216",0.2,500
"1",5,"217",0.118889,841.121
"1",5,"218",0.116889,855.513
"1",5,"219",0.121333,824.176
"1",5,"22",0.142111,703.675
"1",5,"220",0.116222,860.421
"1",5,"221",0.120667,828.729
"1",5,"222",0.118667,842.697
"1",5,"223",0.0468889,2132.7
"1",5,"224",0.0513333,1948.05
"1",5,"225",0.0493333,2027.03
"1",5,"226",0.0486667,2054.79
"1",5,"227",0.104667,955.414
"1",5,"228",0.109111,916.497
"1",5,"229",0.107111,933.61
"1",5,"23",0.146556,682.335
"1",5,"230",0.106444,939.457
"1",5,"231",0.0371111,2694.61
"1",5,"232",0.188889,529.412
"1",5,"233",0.195556,511.364
"1",5,"234",0.175556,569.62
"1",5,"235",0.205556,486.486
"1",5,"236",0.185556,538.922
"1",5,"237",0.192222,520.231
"1",5,"238",0.21,476.19
"1",5,"239",0.19,526.316
"1",5,"24",0.156556,638.751
"1",5,"240",0.196667,508.475
"1",5,"241",0.206667,483.871
"1",5,"242",0.196667,508.475
"1",5,"243",0.176667,566.038
"1",5,"244",0.183333,545.455
"1",5,"245",0.193333,517.241
"1",5,"246",0.197778,505.618
"1",5,"247",0.104222,959.488
"1",5,"248",0.108667,920.245
"1",5,"249",0.106667,937.5
"1",5,"25",0.163222,612.662
"1",5,"250",0.106,943.396
"1",5,"251",0.0366667,2727.27
"1",5,"252",0.0944444,1058.82
"1",5,"26",0.143222,698.216
"1",5,"27",0.133222,750.626
"1",5,"28",0.143222,698.216
"1",5,"29",0.149889,667.161
"1",5,"3",0.139889,714.853
"1",5,"30",0.129889,769.889
"1",5,"31",0.147667,677.201
"1",5,"32",0.154333,647.948
"1",5,"33",0.134333,744.417
"1",5,"34",0.164333,608.519
"1",5,"35",0.144333,692.841
"1",5,"36",0.151,662.252
"1",5,"37",0.106556,938.478
"1",5,"38",0.116556,857.96
"1",5,"39",0.123222,811.542
"1",5,"4",0.149889,667.161
"1",5,"40",0.103222,968.784
"1",5,"41",0.100667,993.377
"1",5,"42",0.0986667,1013.51
"1",5,"43",0.103111,969.828
"1",5,"44",0.098,1020.41
"1",5,"45",0.102444,976.139
"1",5,"46",0.100444,995.575
"1",5,"47",0.107667,928.793
"1",5,"48",0.114333,874.636
"1",5,"49",0.0943333,1060.07
"1",5,"5",0.156556,638.751
"1",5,"50",0.124333,804.29
"1",5,"51",0.104333,958.466
"1",5,"52",0.111,900.901
"1",5,"53",0.0864444,1156.81
"1",5,"54",0.0908889,1100.24
"1",5,"55",0.0888889,1125
"1",5,"56",0.0882222,1133.5
"1",5,"57",0.162444,615.595
"1",5,"58",0.166889,599.201
"1",5,"59",0.176889,565.327
"1",5,"6",0.134545,743.243
"1",5,"60",0.183556,544.794
"1",5,"61",0.163556,611.413
"1",5,"62",0.153556,651.23
"1",5,"63",0.163556,611.413
"1",5,"64",0.170222,587.467
"1",5,"65",0.150222,665.68
"1",5,"66",0.168,595.238
"1",5,"67",0.174667,572.519
"1",5,"68",0.154667,646.552
"1",5,"69",0.184667,541.516
"1",5,"7",0.108778,919.305
"1",5,"70",0.164667,607.287
"1",5,"71",0.171333,583.658
"1",5,"72",0.122444,816.697
"1",5,"73",0.121778,821.168
"1",5,"74",0.119778,834.879
"1",5,"75",0.123556,809.353
"1",5,"76",0.0524444,1906.78
"1",5,"77",0.0504444,1982.38
"1",5,"78",0.0548889,1821.86
"1",5,"79",0.0497778,2008.93
"1",5,"8",0.113222,883.219
"1",5,"80",0.0542222,1844.26
"1",5,"81",0.0522222,1914.89
"1",5,"82",0.110222,907.258
"1",5,"83",0.108222,924.025
"1",5,"84",0.112667,887.574
"1",5,"85",0.107556,929.752
"1",5,"86",0.112,892.857
"1",5,"87",0.11,909.091
"1",5,"88",0.0382222,2616.28
"1",5,"89",0.0426667,2343.75
"1",5,"9",0.112667,887.574
"1",5,"90",0.0406667,2459.02
"1",5,"91",0.04,2500
"1",5,"92",0.160222,624.133
"1",5,"93",0.170222,587.467
"1",5,"94",0.176889,565.327
"1",5,"95",0.156889,637.394
"1",5,"96",0.174667,572.519
"1",5,"97",0.181333,551.471
"1",5,"98",0.161333,619.835
"1",5,"99",0.191333,522.648
"1",6,"1",0.143426,697.224
"1",6,"10",0.148056,675.422
"1",6,"100",0.0474074,2109.38
"1",6,"101",0.0940741,1062.99
"1",6,"102",0.0977778,1022.73
"1",6,"103",0.0961111,1040.46
"1",6,"104",0.0955556,1046.51
"1",6,"105",0.0377778,2647.06
"1",6,"106",0.165,606.061
"1",6,"107",0.170556,586.319
"1",6,"108",0.153889,649.819
"1",6,"109",0.178889,559.006
"1",6,"11",0.153611,650.995
"1",6,"110",0.162222,616.438
"1",6,"111",0.167778,596.026
"1",6,"112",0.182593,547.667
"1",6,"113",0.165926,602.679
"1",6,"114",0.171481,583.153
"1",6,"115",0.179815,556.128
"1",6,"116",0.171481,583.153
"1",6,"117",0.154815,645.933
"1",6,"118",0.16037,623.557
"1",6,"119",0.168704,592.755
"1",6,"12",0.136944,730.223
"1",6,"120",0.172407,580.021
"1",6,"121",0.0937037,1067.19
"1",6,"122",0.0974074,1026.62
"1",6,"123",0.0957407,1044.49
"1",6,"124",0.0951852,1050.58
"1",6,"125",0.0374074,2673.27
"1",6,"126",0.0855556,1168.83
"1",6,"127",0.158981,629.004
"1",6,"128",0.167315,597.676
"1",6,"129",0.17287,578.468
"1",6,"13",0.161944,617.496
"1",6,"130",0.156204,640.19
"1",6,"131",0.171019,584.732
"1",6,"132",0.176574,566.335
"1",6,"133",0.159907,625.362
"1",6,"134",0.184907,540.811
"1",6,"135",0.168241,594.386
"1",6,"136",0.173796,575.386
"1",6,"137",0.159907,625.362
"1",6,"138",0.165463,604.365
"1",6,"139",0.148796,672.06
"1",6,"14",0.145278,688.337
"1",6,"140",0.173796,575.386
"1",6,"141",0.15713,636.417
"1",6,"142",0.162685,614.684
"1",6,"143",0.1775,563.38
"1",6,"144",0.160833,621.762
"1",6,"145",0.166389,601.002
"1",6,"146",0.174722,572.337
"1",6,"147",0.137685,726.295
"1",6,"148",0.143241,698.125
"1",6,"149",0.126574,790.051
"1",6,"15",0.150833,662.983
"1",6,"150",0.151481,660.147
"1",6,"151",0.134907,741.249
"1",6,"152",0.140463,711.931
"1",6,"153",0.0937037,1067.19
"1",6,"154",0.0974074,1026.62
"1",6,"155",0.0957407,1044.49
"1",6,"156",0.0951852,1050.58
"1",6,"157",0.141852,704.961
"1",6,"158",0.1275,784.314
"1",6,"159",0.133056,751.566
"1",6,"16",0.113796,878.763
"1",6,"160",0.141389,707.269
"1",6,"161",0.0855556,1168.83
"1",6,"162",0.165463,604.365
"1",6,"163",0.171019,584.732
"1",6,"164",0.154352,647.87
"1",6,"165",0.179352,557.563
"1",6,"166",0.162685,614.684
"1",6,"167",0.168241,594.386
"1",6,"168",0.183056,546.282
"1",6,"169",0.166389,601.002
"1",6,"17",0.12213,818.802
"1",6,"170",0.171944,581.583
"1",6,"171",0.180278,554.7
"1",6,"172",0.171944,581.583
"1",6,"173",0.155278,644.007
"1",6,"174",0.160833,621.762
"1",6,"175",0.169167,591.133
"1",6,"176",0.17287,578.468
"1",6,"177",0.141481,706.806
"1",6,"178",0.133056,751.566
"1",6,"179",0.138611,721.443
"1",6,"18",0.127685,783.176
"1",6,"180",0.142963,699.482
"1",6,"181",0.0851852,1173.91
"1",6,"182",0.133333,750
"1",6,"183",0.182407,548.223
"1",6,"184",0.187963,532.02
"1",6,"185",0.171296,583.784
"1",6,"186",0.196296,509.434
"1",6,"187",0.17963,556.701
"1",6,"188",0.185185,540
"1",6,"189",0.2,500
"1",6,"19",0.111019,900.751
"1",6,"190",0.183333,545.455
"1",6,"191",0.188889,529.412
"1",6,"192",0.197222,507.042
"1",6,"193",0.188889,529.412
"1",6,"194",0.172222,580.645
"1",6,"195",0.177778,562.5
"1",6,"196",0.186111,537.313
"1",6,"197",0.189815,526.829
"1",6,"198",0.101296,987.203
"1",6,"199",0.105,952.381
"1",6,"2",0.14713,679.673
"1",6,"20",0.0983333,1016.95
"1",6,"200",0.103333,967.742
"1",6,"201",0.102778,972.973
"1",6,"202",0.045,2222.22
"1",6,"203",0.0931481,1073.56
"1",6,"204",0.194444,514.286
"1",6,"205",0.177778,562.5
"1",6,"206",0.183333,545.455
"1",6,"207",0.191667,521.739
"1",6,"208",0.19537,511.848
"1",6,"209",0.184259,542.714
"1",6,"21",0.0966667,1034.48
"1",6,"210",0.0927778,1077.84
"1",6,"22",0.10037,996.31
"1",6,"23",0.0961111,1040.46
"1",6,"24",0.0998148,1001.86
"1",6,"25",0.0981481,1018.87
"1",6,"26",0.114722,871.671
"1",6,"27",0.120278,831.409
"1",6,"28",0.103611,965.147
"1",6,"29",0.128611,777.538
"1",6,"3",0.155463,643.24
"1",6,"30",0.111944,893.3
"1",6,"31",0.1175,851.064
"1",6,"32",0.0864815,1156.32
"1",6,"33",0.0901852,1108.83
"1",6,"34",0.0885185,1129.71
"1",6,"35",0.087963,1136.84
"1",6,"36",0.141574,706.344
"1",6,"37",0.149907,667.078
"1",6,"38",0.155463,643.24
"1",6,"39",0.138796,720.48
"1",6,"4",0.161019,621.047
"1",6,"40",0.153611,650.995
"1",6,"41",0.159167,628.272
"1",6,"42",0.1425,701.754
"1",6,"43",0.1675,597.015
"1",6,"44",0.150833,662.983
"1",6,"45",0.156389,639.432
"1",6,"46",0.1425,701.754
"1",6,"47",0.148056,675.422
"1",6,"48",0.131389,761.099
"1",6,"49",0.156389,639.432
"1",6,"5",0.144352,692.752
"1",6,"50",0.139722,715.706
"1",6,"51",0.145278,688.337
"1",6,"52",0.160093,624.639
"1",6,"53",0.143426,697.224
"1",6,"54",0.148981,671.224
"1",6,"55",0.157315,635.668
"1",6,"56",0.120278,831.409
"1",6,"57",0.125833,794.702
"1",6,"58",0.109167,916.031
"1",6,"59",0.134167,745.342
"1",6,"6",0.136019,735.194
