latin_name,calcium,zinc,iron,epa,dha,culture
Centropristes striata,25.7,0.2415,0.136,0.1,0.3,Tlingit
Centropristes striata,25.7,0.2415,0.136,0.1,0.3,Kwakiutl
Centropristes striata,25.7,0.2415,0.136,0.1,0.3,Nootkan
Centropristes striata,25.7,0.2415,0.136,0.1,0.3,Micmac
Centropristes striata,25.7,0.2415,0.136,0.1,0.3,Powhatan
Centropristes striata,25.7,0.2415,0.136,0.1,0.3,Wampanoag
Clupea harengus,20,0.701,1,0.7,0.9,Aleut
Clupea harengus,20,0.701,1,0.7,0.9,Inuit-Inupiaq
Clupea harengus,20,0.701,1,0.7,0.9,Yupik
Clupea harengus,20,0.701,1,0.7,0.9,Eyak
Clupea harengus,20,0.701,1,0.7,0.9,Bella Coola
Clupea harengus,20,0.701,1,0.7,0.9,Central Salish
Clupea harengus,20,0.701,1,0.7,0.9,Tsimshian
Clupea harengus,20,0.701,1,0.7,0.9,Coosan
Clupea harengus,20,0.701,1,0.7,0.9,Haida
Clupea harengus,20,0.701,1,0.7,0.9,Siuslaw
Clupea harengus,20,0.701,1,0.7,0.9,Tlingit
Clupea harengus,20,0.701,1,0.7,0.9,Heiltsuk
Clupea harengus,20,0.701,1,0.7,0.9,Kwakiutl
Clupea harengus,20,0.701,1,0.7,0.9,Nootkan
Clupea harengus,20,0.701,1,0.7,0.9,Gwich'in
Clupea harengus,20,0.701,1,0.7,0.9,Slavey-Hare
Clupea harengus,20,0.701,1,0.7,0.9,Tahltan-Kaska-Tagish
Clupea harengus,20,0.701,1,0.7,0.9,Abenaki
Clupea harengus,20,0.701,1,0.7,0.9,Micmac
Clupea harengus,20,0.701,1,0.7,0.9,Ojibwa-Algonquin
Clupea harengus,20,0.701,1,0.7,0.9,Powhatan
Coregonus autumnalis,23.733333333333334,0.6333333333333334,0.8200000000000001,0.3,0.3,Inuit-Inupiaq
Coregonus autumnalis,23.733333333333334,0.6333333333333334,0.8200000000000001,0.3,0.3,Yupik
Coregonus autumnalis,23.733333333333334,0.6333333333333334,0.8200000000000001,0.3,0.3,Eyak
Coregonus autumnalis,23.733333333333334,0.6333333333333334,0.8200000000000001,0.3,0.3,Central Salish
Coregonus autumnalis,23.733333333333334,0.6333333333333334,0.8200000000000001,0.3,0.3,Interior Salish
Coregonus autumnalis,23.733333333333334,0.6333333333333334,0.8200000000000001,0.3,0.3,Nass-Gitksan
Coregonus autumnalis,23.733333333333334,0.6333333333333334,0.8200000000000001,0.3,0.3,Tlingit
Coregonus autumnalis,23.733333333333334,0.6333333333333334,0.8200000000000001,0.3,0.3,Cree
Coregonus autumnalis,23.733333333333334,0.6333333333333334,0.8200000000000001,0.3,0.3,Montagnais-Naskapi
Coregonus autumnalis,23.733333333333334,0.6333333333333334,0.8200000000000001,0.3,0.3,Ojibwa-Algonquin
Coregonus autumnalis,23.733333333333334,0.6333333333333334,0.8200000000000001,0.3,0.3,Ahtna
Coregonus autumnalis,23.733333333333334,0.6333333333333334,0.8200000000000001,0.3,0.3,Carrier
Coregonus autumnalis,23.733333333333334,0.6333333333333334,0.8200000000000001,0.3,0.3,Chilcotin
Coregonus autumnalis,23.733333333333334,0.6333333333333334,0.8200000000000001,0.3,0.3,Chipewyan
Coregonus autumnalis,23.733333333333334,0.6333333333333334,0.8200000000000001,0.3,0.3,Dogrib
Coregonus autumnalis,23.733333333333334,0.6333333333333334,0.8200000000000001,0.3,0.3,Gwich'in
Coregonus autumnalis,23.733333333333334,0.6333333333333334,0.8200000000000001,0.3,0.3,Han
Coregonus autumnalis,23.733333333333334,0.6333333333333334,0.8200000000000001,0.3,0.3,Ingalik
Coregonus autumnalis,23.733333333333334,0.6333333333333334,0.8200000000000001,0.3,0.3,Kolchan
Coregonus autumnalis,23.733333333333334,0.6333333333333334,0.8200000000000001,0.3,0.3,Koyukon
Coregonus autumnalis,23.733333333333334,0.6333333333333334,0.8200000000000001,0.3,0.3,Sekani
Coregonus autumnalis,23.733333333333334,0.6333333333333334,0.8200000000000001,0.3,0.3,Slavey-Hare
Coregonus autumnalis,23.733333333333334,0.6333333333333334,0.8200000000000001,0.3,0.3,Tahltan-Kaska-Tagish
Coregonus autumnalis,23.733333333333334,0.6333333333333334,0.8200000000000001,0.3,0.3,Tanana
Coregonus autumnalis,23.733333333333334,0.6333333333333334,0.8200000000000001,0.3,0.3,Tutchone
Coregonus autumnalis,23.733333333333334,0.6333333333333334,0.8200000000000001,0.3,0.3,Metis
Coregonus autumnalis,23.733333333333334,0.6333333333333334,0.8200000000000001,0.3,0.3,Beothuk
Coregonus autumnalis,23.733333333333334,0.6333333333333334,0.8200000000000001,0.3,0.3,Micmac
Coregonus autumnalis,23.733333333333334,0.6333333333333334,0.8200000000000001,0.3,0.3,Huron
Coregonus clupeaformis,19.98181818181818,0.9600000000000001,0.5854545454545454,0.15409090909090908,0.341,Inuit-Inupiaq
Coregonus clupeaformis,19.98181818181818,0.9600000000000001,0.5854545454545454,0.15409090909090908,0.341,Yupik
Coregonus clupeaformis,19.98181818181818,0.9600000000000001,0.5854545454545454,0.15409090909090908,0.341,Eyak
Coregonus clupeaformis,19.98181818181818,0.9600000000000001,0.5854545454545454,0.15409090909090908,0.341,Central Salish
Coregonus clupeaformis,19.98181818181818,0.9600000000000001,0.5854545454545454,0.15409090909090908,0.341,Interior Salish
Coregonus clupeaformis,19.98181818181818,0.9600000000000001,0.5854545454545454,0.15409090909090908,0.341,Nass-Gitksan
Coregonus clupeaformis,19.98181818181818,0.9600000000000001,0.5854545454545454,0.15409090909090908,0.341,Tlingit
Coregonus clupeaformis,19.98181818181818,0.9600000000000001,0.5854545454545454,0.15409090909090908,0.341,Cree
Coregonus clupeaformis,19.98181818181818,0.9600000000000001,0.5854545454545454,0.15409090909090908,0.341,Montagnais-Naskapi
Coregonus clupeaformis,19.98181818181818,0.9600000000000001,0.5854545454545454,0.15409090909090908,0.341,Ojibwa-Algonquin
Coregonus clupeaformis,19.98181818181818,0.9600000000000001,0.5854545454545454,0.15409090909090908,0.341,Ahtna
Coregonus clupeaformis,19.98181818181818,0.9600000000000001,0.5854545454545454,0.15409090909090908,0.341,Carrier
Coregonus clupeaformis,19.98181818181818,0.9600000000000001,0.5854545454545454,0.15409090909090908,0.341,Chilcotin
Coregonus clupeaformis,19.98181818181818,0.9600000000000001,0.5854545454545454,0.15409090909090908,0.341,Chipewyan
Coregonus clupeaformis,19.98181818181818,0.9600000000000001,0.5854545454545454,0.15409090909090908,0.341,Dogrib
Coregonus clupeaformis,19.98181818181818,0.9600000000000001,0.5854545454545454,0.15409090909090908,0.341,Gwich'in
Coregonus clupeaformis,19.98181818181818,0.9600000000000001,0.5854545454545454,0.15409090909090908,0.341,Han
Coregonus clupeaformis,19.98181818181818,0.9600000000000001,0.5854545454545454,0.15409090909090908,0.341,Ingalik
Coregonus clupeaformis,19.98181818181818,0.9600000000000001,0.5854545454545454,0.15409090909090908,0.341,Kolchan
Coregonus clupeaformis,19.98181818181818,0.9600000000000001,0.5854545454545454,0.15409090909090908,0.341,Koyukon
Coregonus clupeaformis,19.98181818181818,0.9600000000000001,0.5854545454545454,0.15409090909090908,0.341,Sekani
Coregonus clupeaformis,19.98181818181818,0.9600000000000001,0.5854545454545454,0.15409090909090908,0.341,Slavey-Hare
Coregonus clupeaformis,19.98181818181818,0.9600000000000001,0.5854545454545454,0.15409090909090908,0.341,Tahltan-Kaska-Tagish
Coregonus clupeaformis,19.98181818181818,0.9600000000000001,0.5854545454545454,0.15409090909090908,0.341,Tanana
Coregonus clupeaformis,19.98181818181818,0.9600000000000001,0.5854545454545454,0.15409090909090908,0.341,Tutchone
Coregonus clupeaformis,19.98181818181818,0.9600000000000001,0.5854545454545454,0.15409090909090908,0.341,Metis
Coregonus clupeaformis,19.98181818181818,0.9600000000000001,0.5854545454545454,0.15409090909090908,0.341,Beothuk
Coregonus clupeaformis,19.98181818181818,0.9600000000000001,0.5854545454545454,0.15409090909090908,0.341,Micmac
Coregonus clupeaformis,19.98181818181818,0.9600000000000001,0.5854545454545454,0.15409090909090908,0.341,Huron
Cyclopterus lumpus,8.65,0.8865000000000001,0.405,1.6074633333333335,1.6662066666666666,Inuit-Inupiaq
Cyclopterus lumpus,8.65,0.8865000000000001,0.405,1.6074633333333335,1.6662066666666666,Yupik
Cyclopterus lumpus,8.65,0.8865000000000001,0.405,1.6074633333333335,1.6662066666666666,Bella Coola
Cyclopterus lumpus,8.65,0.8865000000000001,0.405,1.6074633333333335,1.6662066666666666,Central Salish
Cyclopterus lumpus,8.65,0.8865000000000001,0.405,1.6074633333333335,1.6662066666666666,Tsimshian
Cyclopterus lumpus,8.65,0.8865000000000001,0.405,1.6074633333333335,1.6662066666666666,Haida
Cyclopterus lumpus,8.65,0.8865000000000001,0.405,1.6074633333333335,1.6662066666666666,Tlingit
Cyclopterus lumpus,8.65,0.8865000000000001,0.405,1.6074633333333335,1.6662066666666666,Kwakiutl
Cyclopterus lumpus,8.65,0.8865000000000001,0.405,1.6074633333333335,1.6662066666666666,Nootkan
Cyclopterus lumpus,8.65,0.8865000000000001,0.405,1.6074633333333335,1.6662066666666666,Micmac
Cyclopterus lumpus,8.65,0.8865000000000001,0.405,1.6074633333333335,1.6662066666666666,Powhatan
Cyclopterus lumpus,8.65,0.8865000000000001,0.405,1.6074633333333335,1.6662066666666666,Wampanoag
Cyprinus carpio,42.24166666666667,2.2886890666666666,0.8466666666666667,0.13039518333333333,0.0943216,Central Salish
Cyprinus carpio,42.24166666666667,2.2886890666666666,0.8466666666666667,0.13039518333333333,0.0943216,Interior Salish
Cyprinus carpio,42.24166666666667,2.2886890666666666,0.8466666666666667,0.13039518333333333,0.0943216,Nootkan
Cyprinus carpio,42.24166666666667,2.2886890666666666,0.8466666666666667,0.13039518333333333,0.0943216,Slavey-Hare
Cyprinus carpio,42.24166666666667,2.2886890666666666,0.8466666666666667,0.13039518333333333,0.0943216,Powhatan
Cyprinus carpio,42.24166666666667,2.2886890666666666,0.8466666666666667,0.13039518333333333,0.0943216,Onondaga
Engraulidae,1150,0.88,1.53,0.5,0.9,Nootkan
Esox lucius,70.46876923076923,1.3658244017094017,0.8490533333333333,0.058505786000000004,0.1733717142857143,Inuit-Inupiaq
Esox lucius,70.46876923076923,1.3658244017094017,0.8490533333333333,0.058505786000000004,0.1733717142857143,Yupik
Esox lucius,70.46876923076923,1.3658244017094017,0.8490533333333333,0.058505786000000004,0.1733717142857143,Tlingit
Esox lucius,70.46876923076923,1.3658244017094017,0.8490533333333333,0.058505786000000004,0.1733717142857143,Cree
Esox lucius,70.46876923076923,1.3658244017094017,0.8490533333333333,0.058505786000000004,0.1733717142857143,Montagnais-Naskapi
Esox lucius,70.46876923076923,1.3658244017094017,0.8490533333333333,0.058505786000000004,0.1733717142857143,Ojibwa-Algonquin
Esox lucius,70.46876923076923,1.3658244017094017,0.8490533333333333,0.058505786000000004,0.1733717142857143,Chipewyan
Esox lucius,70.46876923076923,1.3658244017094017,0.8490533333333333,0.058505786000000004,0.1733717142857143,Dogrib
Esox lucius,70.46876923076923,1.3658244017094017,0.8490533333333333,0.058505786000000004,0.1733717142857143,Gwich'in
Esox lucius,70.46876923076923,1.3658244017094017,0.8490533333333333,0.058505786000000004,0.1733717142857143,Han
Esox lucius,70.46876923076923,1.3658244017094017,0.8490533333333333,0.058505786000000004,0.1733717142857143,Ingalik
Esox lucius,70.46876923076923,1.3658244017094017,0.8490533333333333,0.058505786000000004,0.1733717142857143,Koyukon
Esox lucius,70.46876923076923,1.3658244017094017,0.8490533333333333,0.058505786000000004,0.1733717142857143,Slavey-Hare
Esox lucius,70.46876923076923,1.3658244017094017,0.8490533333333333,0.058505786000000004,0.1733717142857143,Tahltan-Kaska-Tagish
Esox lucius,70.46876923076923,1.3658244017094017,0.8490533333333333,0.058505786000000004,0.1733717142857143,Tanaina
Esox lucius,70.46876923076923,1.3658244017094017,0.8490533333333333,0.058505786000000004,0.1733717142857143,Tanana
Esox lucius,70.46876923076923,1.3658244017094017,0.8490533333333333,0.058505786000000004,0.1733717142857143,Tutchone
Esox lucius,70.46876923076923,1.3658244017094017,0.8490533333333333,0.058505786000000004,0.1733717142857143,Metis
Esox lucius,70.46876923076923,1.3658244017094017,0.8490533333333333,0.058505786000000004,0.1733717142857143,Huron
Gadiformes,29,0.71,0.364,0.1,0.2,Inuit-Inupiaq
Gadiformes,29,0.71,0.364,0.1,0.2,Yupik
Gadiformes,29,0.71,0.364,0.1,0.2,Bella Coola
Gadiformes,29,0.71,0.364,0.1,0.2,Central Salish
Gadiformes,29,0.71,0.364,0.1,0.2,Tsimshian
Gadiformes,29,0.71,0.364,0.1,0.2,Haida
Gadiformes,29,0.71,0.364,0.1,0.2,Tlingit
Gadiformes,29,0.71,0.364,0.1,0.2,Kwakiutl
Gadiformes,29,0.71,0.364,0.1,0.2,Nootkan
Gadiformes,29,0.71,0.364,0.1,0.2,Cree
Gadiformes,29,0.71,0.364,0.1,0.2,Montagnais-Naskapi
Gadiformes,29,0.71,0.364,0.1,0.2,Abenaki
Gadiformes,29,0.71,0.364,0.1,0.2,Micmac
Gadiformes,29,0.71,0.364,0.1,0.2,Wampanoag
Gadus macrocephalus,11.8,0.38393333333333335,0.18,0.0697866,0.129374,Inuit-Inupiaq
Gadus macrocephalus,11.8,0.38393333333333335,0.18,0.0697866,0.129374,Yupik
Gadus macrocephalus,11.8,0.38393333333333335,0.18,0.0697866,0.129374,Bella Coola
Gadus macrocephalus,11.8,0.38393333333333335,0.18,0.0697866,0.129374,Central Salish
Gadus macrocephalus,11.8,0.38393333333333335,0.18,0.0697866,0.129374,Tsimshian
Gadus macrocephalus,11.8,0.38393333333333335,0.18,0.0697866,0.129374,Haida
Gadus macrocephalus,11.8,0.38393333333333335,0.18,0.0697866,0.129374,Tlingit
Gadus macrocephalus,11.8,0.38393333333333335,0.18,0.0697866,0.129374,Kwakiutl
Gadus macrocephalus,11.8,0.38393333333333335,0.18,0.0697866,0.129374,Nootkan
Gadus macrocephalus,11.8,0.38393333333333335,0.18,0.0697866,0.129374,Cree
Gadus macrocephalus,11.8,0.38393333333333335,0.18,0.0697866,0.129374,Montagnais-Naskapi
Gadus macrocephalus,11.8,0.38393333333333335,0.18,0.0697866,0.129374,Abenaki
Gadus macrocephalus,11.8,0.38393333333333335,0.18,0.0697866,0.129374,Micmac
Gadus macrocephalus,11.8,0.38393333333333335,0.18,0.0697866,0.129374,Wampanoag
Gadus morhua,11.133333333333333,0.423,0.6633333333333333,0.06268877333333334,0.14199828,Inuit-Inupiaq
Gadus morhua,11.133333333333333,0.423,0.6633333333333333,0.06268877333333334,0.14199828,Yupik
Gadus morhua,11.133333333333333,0.423,0.6633333333333333,0.06268877333333334,0.14199828,Bella Coola
Gadus morhua,11.133333333333333,0.423,0.6633333333333333,0.06268877333333334,0.14199828,Central Salish
Gadus morhua,11.133333333333333,0.423,0.6633333333333333,0.06268877333333334,0.14199828,Tsimshian
Gadus morhua,11.133333333333333,0.423,0.6633333333333333,0.06268877333333334,0.14199828,Haida
Gadus morhua,11.133333333333333,0.423,0.6633333333333333,0.06268877333333334,0.14199828,Tlingit
Gadus morhua,11.133333333333333,0.423,0.6633333333333333,0.06268877333333334,0.14199828,Kwakiutl
Gadus morhua,11.133333333333333,0.423,0.6633333333333333,0.06268877333333334,0.14199828,Nootkan
Gadus morhua,11.133333333333333,0.423,0.6633333333333333,0.06268877333333334,0.14199828,Cree
Gadus morhua,11.133333333333333,0.423,0.6633333333333333,0.06268877333333334,0.14199828,Montagnais-Naskapi
Gadus morhua,11.133333333333333,0.423,0.6633333333333333,0.06268877333333334,0.14199828,Abenaki
Gadus morhua,11.133333333333333,0.423,0.6633333333333333,0.06268877333333334,0.14199828,Micmac
Gadus morhua,11.133333333333333,0.423,0.6633333333333333,0.06268877333333334,0.14199828,Wampanoag
Hippoglossus stenolepis,22,0.08,0.09,0.1,0.3,Aleut
Hippoglossus stenolepis,22,0.08,0.09,0.1,0.3,Inuit-Inupiaq
Hippoglossus stenolepis,22,0.08,0.09,0.1,0.3,Yupik
Hippoglossus stenolepis,22,0.08,0.09,0.1,0.3,Quileute
Hippoglossus stenolepis,22,0.08,0.09,0.1,0.3,Bella Coola
Hippoglossus stenolepis,22,0.08,0.09,0.1,0.3,Central Salish
Hippoglossus stenolepis,22,0.08,0.09,0.1,0.3,Nass-Gitksan
Hippoglossus stenolepis,22,0.08,0.09,0.1,0.3,Tsimshian
Hippoglossus stenolepis,22,0.08,0.09,0.1,0.3,Haida
Hippoglossus stenolepis,22,0.08,0.09,0.1,0.3,Tlingit
Hippoglossus stenolepis,22,0.08,0.09,0.1,0.3,Haisla
Hippoglossus stenolepis,22,0.08,0.09,0.1,0.3,Heiltsuk
Hippoglossus stenolepis,22,0.08,0.09,0.1,0.3,Kwakiutl
Hippoglossus stenolepis,22,0.08,0.09,0.1,0.3,Nootkan
Hippoglossus stenolepis,22,0.08,0.09,0.1,0.3,Abenaki
Hippoglossus stenolepis,22,0.08,0.09,0.1,0.3,Micmac
Hippoglossus stenolepis,22,0.08,0.09,0.1,0.3,Wampanoag
Lota lota,35.74363636363636,1.080966923076923,0.5679487179487179,0.7,0.4666666666666667,Inuit-Inupiaq
Lota lota,35.74363636363636,1.080966923076923,0.5679487179487179,0.7,0.4666666666666667,Interior Salish
Lota lota,35.74363636363636,1.080966923076923,0.5679487179487179,0.7,0.4666666666666667,Tlingit
Lota lota,35.74363636363636,1.080966923076923,0.5679487179487179,0.7,0.4666666666666667,Cree
Lota lota,35.74363636363636,1.080966923076923,0.5679487179487179,0.7,0.4666666666666667,Chipewyan
Lota lota,35.74363636363636,1.080966923076923,0.5679487179487179,0.7,0.4666666666666667,Dogrib
Lota lota,35.74363636363636,1.080966923076923,0.5679487179487179,0.7,0.4666666666666667,Gwich'in
Lota lota,35.74363636363636,1.080966923076923,0.5679487179487179,0.7,0.4666666666666667,Han
Lota lota,35.74363636363636,1.080966923076923,0.5679487179487179,0.7,0.4666666666666667,Ingalik
Lota lota,35.74363636363636,1.080966923076923,0.5679487179487179,0.7,0.4666666666666667,Slavey-Hare
Lota lota,35.74363636363636,1.080966923076923,0.5679487179487179,0.7,0.4666666666666667,Tahltan-Kaska-Tagish
Lota lota,35.74363636363636,1.080966923076923,0.5679487179487179,0.7,0.4666666666666667,Tutchone
Lota lota,35.74363636363636,1.080966923076923,0.5679487179487179,0.7,0.4666666666666667,Metis
Melanogrammus aeglefinus,14.2,0.456,0.2996666666666667,0.06341258333333334,0.10517183333333334,Inuit-Inupiaq
Melanogrammus aeglefinus,14.2,0.456,0.2996666666666667,0.06341258333333334,0.10517183333333334,Yupik
Melanogrammus aeglefinus,14.2,0.456,0.2996666666666667,0.06341258333333334,0.10517183333333334,Bella Coola
Melanogrammus aeglefinus,14.2,0.456,0.2996666666666667,0.06341258333333334,0.10517183333333334,Central Salish
Melanogrammus aeglefinus,14.2,0.456,0.2996666666666667,0.06341258333333334,0.10517183333333334,Tsimshian
Melanogrammus aeglefinus,14.2,0.456,0.2996666666666667,0.06341258333333334,0.10517183333333334,Haida
Melanogrammus aeglefinus,14.2,0.456,0.2996666666666667,0.06341258333333334,0.10517183333333334,Tlingit
Melanogrammus aeglefinus,14.2,0.456,0.2996666666666667,0.06341258333333334,0.10517183333333334,Kwakiutl
Melanogrammus aeglefinus,14.2,0.456,0.2996666666666667,0.06341258333333334,0.10517183333333334,Nootkan
Melanogrammus aeglefinus,14.2,0.456,0.2996666666666667,0.06341258333333334,0.10517183333333334,Cree
Melanogrammus aeglefinus,14.2,0.456,0.2996666666666667,0.06341258333333334,0.10517183333333334,Montagnais-Naskapi
Melanogrammus aeglefinus,14.2,0.456,0.2996666666666667,0.06341258333333334,0.10517183333333334,Abenaki
Melanogrammus aeglefinus,14.2,0.456,0.2996666666666667,0.06341258333333334,0.10517183333333334,Micmac
Melanogrammus aeglefinus,14.2,0.456,0.2996666666666667,0.06341258333333334,0.10517183333333334,Wampanoag
Merluccius productus,21.866666666666667,0.35105,0.25,0.11297826666666667,0.14587333333333333,Inuit-Inupiaq
Merluccius productus,21.866666666666667,0.35105,0.25,0.11297826666666667,0.14587333333333333,Yupik
Merluccius productus,21.866666666666667,0.35105,0.25,0.11297826666666667,0.14587333333333333,Bella Coola
Merluccius productus,21.866666666666667,0.35105,0.25,0.11297826666666667,0.14587333333333333,Central Salish
Merluccius productus,21.866666666666667,0.35105,0.25,0.11297826666666667,0.14587333333333333,Tsimshian
Merluccius productus,21.866666666666667,0.35105,0.25,0.11297826666666667,0.14587333333333333,Haida
Merluccius productus,21.866666666666667,0.35105,0.25,0.11297826666666667,0.14587333333333333,Tlingit
Merluccius productus,21.866666666666667,0.35105,0.25,0.11297826666666667,0.14587333333333333,Kwakiutl
Merluccius productus,21.866666666666667,0.35105,0.25,0.11297826666666667,0.14587333333333333,Nootkan
Merluccius productus,21.866666666666667,0.35105,0.25,0.11297826666666667,0.14587333333333333,Cree
Merluccius productus,21.866666666666667,0.35105,0.25,0.11297826666666667,0.14587333333333333,Montagnais-Naskapi
