species_no,q2.5,q97.5,mean,dataset
2.5,2.73646733364306,2.7668797586176694,2.7531714412653274,TL
3,2.820028153661797,2.8468301164249823,2.8347585602518084,TL
3.5,2.8922342738551254,2.916582515191802,2.9056235332835274,TL
4,2.955980523797001,2.9788572869820777,2.9684404076263764,TL
4.5,3.0132123488199545,3.03507766688111,3.024975494978978,TL
5,3.0649180261394386,3.0862577075230653,3.0764599377612005,TL
5.5,3.112136468741384,3.133737714317868,3.1237879963597432,TL
6,3.155617558879574,3.1779626570430457,3.1676308218866356,TL
6.5,3.1961495361207395,3.2194606001118444,3.2085056860652466,TL
7,3.2337162216317554,3.2582861471990907,3.246820145908518,TL
7.5,3.2691794299020067,3.2949446153396953,3.282901335884268,TL
8,3.302103190953554,3.329819298943793,3.317016039887475,TL
8.5,3.333337523298409,3.363049743410319,3.349384832213529,TL
9,3.3632918094310904,3.39473774340666,3.3801922811273677,TL
9.5,3.3920022771280696,3.4251263496938766,3.4095944662712734,TL
10,3.4195741788096585,3.454124637697795,3.437724619362877,TL
1,2.3248933270509107,2.3833419452721465,2.356940899662025,TS
1.5,2.463071913557523,2.5127343460082137,2.4905569419919624,TS
2,2.565766112392616,2.6089974207361095,2.5899316170881317,TS
2.5,2.6488871842578683,2.686455440753648,2.669737250317415,TS
3,2.718823043187781,2.751642213774786,2.7367666593661655,TS
3.5,2.7789475802596617,2.808302771738005,2.794751493667868,TS
4,2.830686329858199,2.858897529240494,2.8459731056265714,TS
4.5,2.8774237187477696,2.9049684304818197,2.8919330355346604,TS
5,2.919440881571991,2.946583258777054,2.9336746349833063,TS
5.5,2.957233724895592,2.9850551641733962,2.971953685177552,TS
6,2.9920179645592757,3.020779562578888,3.007336015842282,TS
6.5,3.0243796810872623,3.0544313210478,3.0402567555218423,TS
7,3.054605059915329,3.086026769519714,3.0710580437626622,TS
7.5,3.0828124911365204,3.115715347511394,3.1000139917734577,TS
8,3.1084012955405416,3.1439377240162316,3.1273477537067866,TS
8.5,3.1337867639895034,3.171259928322978,3.153243532401741,TS
9,3.1579336336409254,3.196766742640727,3.1778552280437955,TS
9.5,3.1810183924564313,3.2211662755542134,3.2013128002290907,TS
10,3.202441441728609,3.2446546554438873,3.2237270348702274,TS
1,2.1324319421316313,2.176631563794076,2.153467191378165,CS
1.5,2.1858968035031867,2.221612028929729,2.2031766471106886,CS
2,2.2245721817514026,2.254333047797993,2.2391426438407596,CS
2.5,2.255078953045846,2.280461260637972,2.267445168069134,CS
3,2.279678955463899,2.302414941069721,2.290836215075048,CS
3.5,2.300437301383489,2.3215361437928066,2.310801819253252,CS
4,2.318535129934678,2.338693907438504,2.3282378563723403,CS
4.5,2.3344892129553854,2.35388531747574,2.343727048548765,CS
5,2.3486936848698843,2.36783523904837,2.3576701760607617,CS
5.5,2.3609544086932437,2.380711597759138,2.370354939960962,CS
6,2.3722730655396282,2.392657731669879,2.3819949933572047,CS
6.5,2.3825060391654245,2.403746400555218,2.392753434577691,CS
7,2.392007187180986,2.4143221222070874,2.4027576481587394,CS
7.5,2.4008799395151432,2.4242018880069676,2.4121090605602844,CS
8,2.409086493733356,2.433730395354427,2.4208897704755565,CS
8.5,2.4170380944385923,2.4426517361288065,2.4291671846519627,CS
9,2.4241906505772186,2.4511805973199516,2.4369973393770707,CS
9.5,2.4310805681507257,2.4592568928142327,2.4444273314531064,CS
10,2.4373574919005554,2.4669525842988405,2.4514971310036873,CS
1,2.350114689641427,2.4124601816526448,2.3779341269585625,CR
1.5,2.5252512668136284,2.5776411216896604,2.5486640703125807,CR
2,2.6564948525996868,2.702275535823185,2.677186367716096,CR
2.5,2.7629557827190663,2.8036099411543383,2.7813250149092386,CR
3,2.8526836598352707,2.8887619147373305,2.8694140645350203,CR
3.5,2.930571301740708,2.9634122182818774,2.9460665387905833,CR
4,2.9991268362466537,3.0307574737432894,3.0141199870946,CR
4.5,3.0611574817839444,3.091244197552908,3.075451743017711,CR
5,3.117428939819548,3.147141019563731,3.1313721624970627,CR
5.5,3.168758634882565,3.198648628469104,3.182834219912224,CR
6,3.2159531665331498,3.2470666658142617,3.2305539237023018,CR
6.5,3.259470335181174,3.2920147210186617,3.2750836719038445,CR
7,3.3004622486553035,3.3346354433398155,3.316859096840587,CR
7.5,3.3392813642197945,3.3755521607150194,3.356230163880876,CR
8,3.3762035831762134,3.4130921437211073,3.3934824996671,CR
8.5,3.4105152591056,3.4492634518661385,3.4288524300877157,CR
9,3.4427703088752413,3.483963682520402,3.4625378391139514,CR
9.5,3.4738027130617133,3.517136554744356,3.4947061745068932,CR
10,3.5036127481283486,3.5491645401629297,3.525500458815461,CR
1,2.3021816789339735,2.3780309116821674,2.343608175567312,HA
1.5,2.4178674573046757,2.4815013219792825,2.453576551017034,HA
2,2.504328656499583,2.55858069575942,2.5347220528482204,HA
2.5,2.572676729813197,2.619821345995943,2.5995107272950353,HA
3,2.629789580624927,2.6720784464105285,2.6536768088730374,HA
3.5,2.6783173430368183,2.717449648869486,2.7003549511855263,HA
4,2.721645295322727,2.7577122814798196,2.7414538811734377,HA
4.5,2.7590574821391307,2.794409670058311,2.778225645442424,HA
5,2.792910618889702,2.827560554415936,2.8115376878973475,HA
5.5,2.823246730107159,2.8582582036276527,2.8420167412918693,HA
6,2.8500553094806507,2.8869784344137486,2.8701309335099627,HA
6.5,2.875254630624597,2.913708666977864,2.896239503417556,HA
7,2.8985591065067307,2.9388796565867934,2.920624376370647,HA
7.5,2.9201814299650763,2.962851251633074,2.9435110222120398,HA
8,2.940788160573478,2.985548169517989,2.9650826949426285,HA
8.5,2.959897813223493,3.007195446994037,2.985490430394701,HA
9,2.977629393236108,3.0277087389450537,3.0048602371640594,HA
9.5,2.9945084005068763,3.0473444078521594,3.023298378685573,HA
10,3.010562803062586,3.0660457703356547,3.040895325548785,HA
1,2.287704368360518,2.337410542682076,2.3152620688335084,BC
1.5,2.4289748906891555,2.470416996298775,2.4520831841692305,BC
2,2.5343663139931802,2.569157013070134,2.5540376939178886,BC
2.5,2.6190093011464874,2.6495366258973414,2.6360315154390292,BC
3,2.6900803520464263,2.71712943922166,2.704976516311382,BC
3.5,2.751340675951256,2.775775686728265,2.7646743176587973,BC
4,2.8044954552057506,2.828110159248287,2.8174513240521555,BC
4.5,2.852580300581171,2.875122997476934,2.8648399944609038,BC
5,2.8962067711889024,2.918357467100251,2.9079059279311443,BC
5.5,2.935426312327423,2.957875395965218,2.9474215101438235,BC
6,2.9713232796946025,2.9949193795692617,2.983965330253102,BC
6.5,3.005024022577821,3.0290969652402016,3.017982557739319,BC
7,3.036225906981341,3.0615816086638445,3.0498233918860564,BC
7.5,3.0655092555869548,3.0920901132067926,3.0797685226513662,BC
8,3.0929825614510786,3.121319328181123,3.108046551734663,BC
8.5,3.118942590826967,3.1488787545802555,3.1348462493093514,BC
9,3.1435172534380467,3.1752209705238554,3.1603253868397334,BC
9.5,3.1671801660978005,3.2003140040062386,3.1846172369185366,BC
10,3.189701566327644,3.2243328376864038,3.2078354450246316,BC
1,1.9770378026303899,2.0941820093370462,2.035641334426418,GL
1.5,2.1634984910896313,2.26620411829302,2.215273829293629,GL
2,2.307047388854798,2.395643344973296,2.352275921670123,GL
2.5,2.423702646054416,2.5030545931098693,2.4643618018761817,GL
3,2.5233993689552263,2.5945827721457198,2.559902980779229,GL
3.5,2.610740959352696,2.674859093953344,2.6435710769932914,GL
4,2.68750005962425,2.7480129602817875,2.7182587765972257,GL
4.5,2.756481175784744,2.8153443373604854,2.785890637156809,GL
5,2.8186004495530783,2.876087238734909,2.847816516598666,GL
5.5,2.874397981277466,2.9339042969936053,2.90502234046254,GL
6,2.92629468276213,2.988695799286934,2.9582517302128792,GL
6.5,2.97457975957406,3.040644032558099,3.0080803913712555,GL
7,3.02004412672983,3.0896886762801175,3.0549637874332767,GL
7.5,3.061152963472616,3.1356490874141225,3.0992688921767217,GL
8,3.1008120764415246,3.1794665413855685,3.141296031242942,GL
8.5,3.1383074554113546,3.2221350177563277,3.1812943246662515,GL
9,3.1738049953179046,3.2628222588537694,3.219472866545287,GL
9.5,3.2079070824700735,3.300620806969393,3.2560089871287743,GL
10,3.240967923988074,3.3385025729732885,3.291054470339737,GL
1,2.313055319323366,2.3518223878566347,2.334255609760002,KW
1.5,2.4594254096707693,2.4915568758702498,2.4772131217367908,KW
2,2.5689812359387987,2.5962798533746856,2.5839235368183235,KW
2.5,2.6570317400014836,2.6809884198054683,2.6698510525735344,KW
3,2.730884085245572,2.7520889756552642,2.7421765218312437,KW
3.5,2.7947329603086617,2.813983781382425,2.8048537550503525,KW
4,2.850740215599139,2.868863964682542,2.8603044029489078,KW
4.5,2.9008717405413043,2.9185672628143413,2.9101248429682864,KW
5,2.9463575879159274,2.963733796311953,2.9554258304876972,KW
5.5,2.9877260680217925,3.005301619156128,2.9970129373975487,KW
6,3.0258825969241676,3.043889458598384,3.0354899181620727,KW
6.5,3.0606192125386587,3.0801142808643984,3.071321517845676,KW
7,3.0934448768557568,3.114136166642263,3.104873488639941,KW
7.5,3.1243962172062294,3.1463521592537718,3.136439099774712,KW
8,3.1533666276688503,3.1769909575969404,3.1662572835073144,KW
8.5,3.180854020265509,3.205851521199429,3.1945254065274558,KW
9,3.2069206076856824,3.2333194148069717,3.221408476789871,KW
9.5,3.2317723345913976,3.259854047876776,3.247045920725772,KW
10,3.2552495699061814,3.284988535454907,3.271556664408646,KW
1,2.2945060347797086,2.318025969951073,2.307287771957337,MN
1.5,2.4211636727638615,2.4406860914276174,2.431912056406651,MN
2,2.515254586038763,2.531780268016678,2.5243963597692614,MN
2.5,2.5906949940800827,2.605388593098487,2.5985484208542893,MN
3,2.6537624172139216,2.6668840761960944,2.6607493453008724,MN
3.5,2.7079028369375133,2.7202130771345443,2.714499824768096,MN
4,2.75586715785989,2.7674633215197977,2.761937639468869,MN
4.5,2.7986834293340146,2.80977283725841,2.804468513025059,MN
5,2.8373146501833206,2.848332463285583,2.8430684233514647,MN
5.5,2.8725657087215284,2.883843936774527,2.878443839082371,MN
6,2.904931832822321,2.91685112129327,2.911123330147798,MN
6.5,2.934942104066295,2.9475294287991316,2.9415131344022627,MN
7,2.962785206601415,2.9762537625281116,2.9699325040392734,MN
7.5,2.9889350417815055,3.0033005127812498,2.996637087669025,MN
8,3.013778762031711,3.0290369508683215,3.0218349139602294,MN
8.5,3.037296308404791,3.053318662247109,3.0456976272723155,MN
9,3.059495501648071,3.0763371096506074,3.068368578058095,MN
9.5,3.080684945251216,3.0982972050992355,3.0899687718687634,MN
10,3.1009955992150884,3.119345550580496,3.1106013250794518,MN
1,2.366912249363861,2.4709940716820666,2.4258960078415504,NO
1.5,2.539906107030867,2.626406801641172,2.590011063863955,NO
2,2.6710254886407174,2.7452019127375924,2.713153600726758,NO
2.5,2.7765138131797715,2.841185415703546,2.8126946954126475,NO
3,2.8647691699077384,2.922271144279004,2.8967349922848826,NO
3.5,2.939987253939206,2.993330623910715,2.9697492148838833,NO
4,3.0063053328038913,3.0575705019080837,3.0344852988401634,NO
4.5,3.0658186896548787,3.115377995793346,3.092758753115494,NO
5,3.1190570585285586,3.167951821603096,3.1458352484705876,NO
5.5,3.1662349214739995,3.217022334897633,3.1946342781813244,NO
6,3.211072741336818,3.263102460696505,3.2398460338276127,NO
6.5,3.2527508998384587,3.3058546948770138,3.28200253412555,NO
7,3.2903359745621676,3.3470048633789027,3.321523007234633,NO
7.5,3.326797578616975,3.3855385024808955,3.3587439942739428,NO
8,3.3612010767432343,3.4223351159821638,3.3939399796304905,NO
8.5,3.3922367510398113,3.4576183304458374,3.4273379268357593,NO
9,3.4221287916819687,3.491069735730727,3.4591277681225465,NO
9.5,3.4504995354907937,3.522995480237287,3.489470133250544,NO
10,3.4775692100600057,3.5536858870734966,3.5185021493489637,NO
1,2.254533075465146,2.296739312181443,2.2739610341892975,AB
1.5,2.417860222980439,2.453679863592154,2.434562168816818,AB
2,2.540582348064326,2.5714339296046047,2.5553453592954174,AB
2.5,2.6405167364130357,2.667782036098199,2.65314481488585,AB
3,2.7244057656917953,2.748522110514017,2.735825718517204,AB
3.5,2.7970999280563684,2.8189940240611824,2.807739003766793,AB
4,2.861791985206842,2.881785852659086,2.871559722876009,AB
4.5,2.9193411966383973,2.9384753436431175,2.9290569838412206,AB
5,2.971882896867739,2.990774216324226,2.9814651685738633,AB
5.5,3.0200276826518957,3.039131490600633,3.029681719493504,AB
6,3.0638903282399244,3.084470824448706,3.0743807338931832,AB
6.5,3.105027900869739,3.1272375631162834,3.1160821442564246,AB
7,3.14339356017145,3.1669010852931065,3.1551958852576463,AB
7.5,3.179764088305986,3.204542664767956,3.1920512079888503,AB
8,3.2138889014520218,3.24027003640888,3.2269167799742458,AB
8.5,3.2461987462108444,3.274159070661296,3.260014854327742,AB
9,3.276846020606049,3.306673050639678,3.2915314993203033,AB
9.5,3.306218720695857,3.337521999198759,3.3216241388443883,AB
10,3.3339716531522665,3.3669181562633343,3.3504272131642625,AB
1,2.292653320164715,2.371856558107751,2.336967554227868,II
1.5,2.3990922750269763,2.4634723690091063,2.4348217287529335,II
2,2.4768000240947714,2.5308979296770677,2.5067324204112227,II
2.5,2.5371316543880207,2.585403111857576,2.5639742230317406,II
3,2.5882496818459892,2.631083294331172,2.6117158954221025,II
3.5,2.631595340655121,2.671048367990699,2.652775736742712,II
4,2.6684740639839046,2.706932636183955,2.6888662694125443,II
4.5,2.7015114084239,2.7388574917804522,2.7211088616512633,II
5,2.731064962057113,2.768126492613993,2.7502792354423087,II
5.5,2.7575311186377585,2.7949051262023885,2.776937098559301,II
6,2.781058122844819,2.8204839337371475,2.8015000107056798,II
6.5,2.802597322245803,2.8435315540197217,2.8242880542545774,II
7,2.82300565798524,2.865592464458396,2.84555217368655,II
7.5,2.841046195858401,2.8872831278531925,2.865492876794589,II
8,2.858270484975745,2.9066591097861285,2.8842729899424078,II
8.5,2.8741448952821753,2.925471586819098,2.9020266057587407,II
9,2.8898184082103544,2.943462011289811,2.918865513663903,II
9.5,2.904815123538077,2.961087193968281,2.934883919825015,II
10,2.919123274741094,2.977640335053166,2.950161976360003,II
1,2.3245020192319332,2.395828841329637,2.3634702853172618,MI
1.5,2.4867584947538592,2.5469575653163106,2.5188976845138455,MI
2,2.6069782850891734,2.6593542952540856,2.6353404246558165,MI
2.5,2.7039587182500893,2.750237564210944,2.7293577692545714,MI
3,2.7855135604182566,2.827543126057231,2.80866204134396,MI
3.5,2.85685482032697,2.8950852482698752,2.877509352865505,MI
4,2.919910523865722,2.955172250837138,2.93851133853983,MI
4.5,2.973824567186298,3.0098980742322765,2.9933923105510414,MI
5,3.0242063764799854,3.059540178859292,3.0433536699232744,MI
5.5,3.0697248424725334,3.1056287412827266,3.089267774312722,MI
6,3.1120995289777733,3.1488580461864495,3.1317891352718124,MI
6.5,3.15093746238146,3.189116907115969,3.171422059487132,MI
7,3.186766694410434,3.2268513072088205,3.2085637876487776,MI
7.5,3.220630226700532,3.262996862862761,3.243533098797225,MI
8,3.2520029483934025,3.2969028528001996,3.2765899062914867,MI
8.5,3.281394333419173,3.3295689207946433,3.3079490603776827,MI
9,3.3104905541853187,3.3605414705856362,3.337790305529686,MI
9.5,3.3379143591879625,3.390156001495818,3.366265615038759,MI
10,3.364298880893108,3.4182443230315367,3.3935046935396587,MI
