latin_name,calcium,zinc,iron,epa,dha,culture,common_name
Callinectes sapidus,87.5,1345.5633333333333,1.4966666666666666,0.2,0.2,Micmac,Blue Crab
Callinectes sapidus,87.5,1345.5633333333333,1.4966666666666666,0.2,0.2,Wampanoag,Blue Crab
Cancer magister,52,3.23,0.365,0.2,0.1,Yupik,Dungeness Crab
Cancer magister,52,3.23,0.365,0.2,0.1,Bella Coola,Dungeness Crab
Cancer magister,52,3.23,0.365,0.2,0.1,Tsimshian,Dungeness Crab
Cancer magister,52,3.23,0.365,0.2,0.1,Tlingit,Dungeness Crab
Cancer magister,52,3.23,0.365,0.2,0.1,Heiltsuk,Dungeness Crab
Cancer magister,52,3.23,0.365,0.2,0.1,Kwakiutl,Dungeness Crab
Cancer magister,52,3.23,0.365,0.2,0.1,Nootkan,Dungeness Crab
Cancer magister,52,3.23,0.365,0.2,0.1,Micmac,Dungeness Crab
Cancer magister,52,3.23,0.365,0.2,0.1,Wampanoag,Dungeness Crab
Catostomus catostomus,63.1,0.5,0.3,0.075,0.212,Inuit-Inupiaq,Longnose Sucker
Catostomus catostomus,63.1,0.5,0.3,0.075,0.212,Central Salish,Longnose Sucker
Catostomus catostomus,63.1,0.5,0.3,0.075,0.212,Interior Salish,Longnose Sucker
Catostomus catostomus,63.1,0.5,0.3,0.075,0.212,Tlingit,Longnose Sucker
Catostomus catostomus,63.1,0.5,0.3,0.075,0.212,Cree,Longnose Sucker
Catostomus catostomus,63.1,0.5,0.3,0.075,0.212,Montagnais-Naskapi,Longnose Sucker
Catostomus catostomus,63.1,0.5,0.3,0.075,0.212,Ojibwa-Algonquin,Longnose Sucker
Catostomus catostomus,63.1,0.5,0.3,0.075,0.212,Ahtna,Longnose Sucker
Catostomus catostomus,63.1,0.5,0.3,0.075,0.212,Chilcotin,Longnose Sucker
Catostomus catostomus,63.1,0.5,0.3,0.075,0.212,Chipewyan,Longnose Sucker
Catostomus catostomus,63.1,0.5,0.3,0.075,0.212,Dogrib,Longnose Sucker
Catostomus catostomus,63.1,0.5,0.3,0.075,0.212,Gwich'in,Longnose Sucker
Catostomus catostomus,63.1,0.5,0.3,0.075,0.212,Han,Longnose Sucker
Catostomus catostomus,63.1,0.5,0.3,0.075,0.212,Ingalik,Longnose Sucker
Catostomus catostomus,63.1,0.5,0.3,0.075,0.212,Koyukon,Longnose Sucker
Catostomus catostomus,63.1,0.5,0.3,0.075,0.212,Sekani,Longnose Sucker
Catostomus catostomus,63.1,0.5,0.3,0.075,0.212,Slavey-Hare,Longnose Sucker
Catostomus catostomus,63.1,0.5,0.3,0.075,0.212,Tahltan-Kaska-Tagish,Longnose Sucker
Catostomus catostomus,63.1,0.5,0.3,0.075,0.212,Tanana,Longnose Sucker
Catostomus catostomus,63.1,0.5,0.3,0.075,0.212,Tutchone,Longnose Sucker
Catostomus catostomus,63.1,0.5,0.3,0.075,0.212,Metis,Longnose Sucker
Catostomus catostomus,63.1,0.5,0.3,0.075,0.212,Micmac,Longnose Sucker
Catostomus catostomus,63.1,0.5,0.3,0.075,0.212,Powhatan,Longnose Sucker
Catostomus catostomus,63.1,0.5,0.3,0.075,0.212,Huron,Longnose Sucker
Catostomus catostomus,63.1,0.5,0.3,0.075,0.212,Onondaga,Longnose Sucker
Catostomus commersonii,44.8,0.525,0.75,0.1365,0.23399999999999999,Inuit-Inupiaq,White Sucker
Catostomus commersonii,44.8,0.525,0.75,0.1365,0.23399999999999999,Central Salish,White Sucker
Catostomus commersonii,44.8,0.525,0.75,0.1365,0.23399999999999999,Interior Salish,White Sucker
Catostomus commersonii,44.8,0.525,0.75,0.1365,0.23399999999999999,Tlingit,White Sucker
Catostomus commersonii,44.8,0.525,0.75,0.1365,0.23399999999999999,Cree,White Sucker
Catostomus commersonii,44.8,0.525,0.75,0.1365,0.23399999999999999,Montagnais-Naskapi,White Sucker
Catostomus commersonii,44.8,0.525,0.75,0.1365,0.23399999999999999,Ojibwa-Algonquin,White Sucker
Catostomus commersonii,44.8,0.525,0.75,0.1365,0.23399999999999999,Ahtna,White Sucker
Catostomus commersonii,44.8,0.525,0.75,0.1365,0.23399999999999999,Chilcotin,White Sucker
Catostomus commersonii,44.8,0.525,0.75,0.1365,0.23399999999999999,Chipewyan,White Sucker
Catostomus commersonii,44.8,0.525,0.75,0.1365,0.23399999999999999,Dogrib,White Sucker
Catostomus commersonii,44.8,0.525,0.75,0.1365,0.23399999999999999,Gwich'in,White Sucker
Catostomus commersonii,44.8,0.525,0.75,0.1365,0.23399999999999999,Han,White Sucker
Catostomus commersonii,44.8,0.525,0.75,0.1365,0.23399999999999999,Ingalik,White Sucker
Catostomus commersonii,44.8,0.525,0.75,0.1365,0.23399999999999999,Koyukon,White Sucker
Catostomus commersonii,44.8,0.525,0.75,0.1365,0.23399999999999999,Sekani,White Sucker
Catostomus commersonii,44.8,0.525,0.75,0.1365,0.23399999999999999,Slavey-Hare,White Sucker
Catostomus commersonii,44.8,0.525,0.75,0.1365,0.23399999999999999,Tahltan-Kaska-Tagish,White Sucker
Catostomus commersonii,44.8,0.525,0.75,0.1365,0.23399999999999999,Tanana,White Sucker
Catostomus commersonii,44.8,0.525,0.75,0.1365,0.23399999999999999,Tutchone,White Sucker
Catostomus commersonii,44.8,0.525,0.75,0.1365,0.23399999999999999,Metis,White Sucker
Catostomus commersonii,44.8,0.525,0.75,0.1365,0.23399999999999999,Micmac,White Sucker
Catostomus commersonii,44.8,0.525,0.75,0.1365,0.23399999999999999,Powhatan,White Sucker
Catostomus commersonii,44.8,0.525,0.75,0.1365,0.23399999999999999,Huron,White Sucker
Catostomus commersonii,44.8,0.525,0.75,0.1365,0.23399999999999999,Onondaga,White Sucker
Centropristes striata,60.8,0.2415,1.1680000000000001,0.1,0.3,Inuit-Inupiaq,Black Sea Bass
Centropristes striata,60.8,0.2415,1.1680000000000001,0.1,0.3,Yupik,Black Sea Bass
Centropristes striata,60.8,0.2415,1.1680000000000001,0.1,0.3,Bella Coola,Black Sea Bass
Centropristes striata,60.8,0.2415,1.1680000000000001,0.1,0.3,Central Salish,Black Sea Bass
Centropristes striata,60.8,0.2415,1.1680000000000001,0.1,0.3,Tsimshian,Black Sea Bass
Centropristes striata,60.8,0.2415,1.1680000000000001,0.1,0.3,Haida,Black Sea Bass
Centropristes striata,60.8,0.2415,1.1680000000000001,0.1,0.3,Tlingit,Black Sea Bass
Centropristes striata,60.8,0.2415,1.1680000000000001,0.1,0.3,Kwakiutl,Black Sea Bass
Centropristes striata,60.8,0.2415,1.1680000000000001,0.1,0.3,Nootkan,Black Sea Bass
Centropristes striata,60.8,0.2415,1.1680000000000001,0.1,0.3,Micmac,Black Sea Bass
Centropristes striata,60.8,0.2415,1.1680000000000001,0.1,0.3,Powhatan,Black Sea Bass
Centropristes striata,60.8,0.2415,1.1680000000000001,0.1,0.3,Wampanoag,Black Sea Bass
Clupea harengus,35,0.7755,1.15,0.635,1.075,Aleut,Atlantic Herring
Clupea harengus,35,0.7755,1.15,0.635,1.075,Inuit-Inupiaq,Atlantic Herring
Clupea harengus,35,0.7755,1.15,0.635,1.075,Yupik,Atlantic Herring
Clupea harengus,35,0.7755,1.15,0.635,1.075,Eyak,Atlantic Herring
Clupea harengus,35,0.7755,1.15,0.635,1.075,Bella Coola,Atlantic Herring
Clupea harengus,35,0.7755,1.15,0.635,1.075,Central Salish,Atlantic Herring
Clupea harengus,35,0.7755,1.15,0.635,1.075,Tsimshian,Atlantic Herring
Clupea harengus,35,0.7755,1.15,0.635,1.075,Coosan,Atlantic Herring
Clupea harengus,35,0.7755,1.15,0.635,1.075,Haida,Atlantic Herring
Clupea harengus,35,0.7755,1.15,0.635,1.075,Siuslaw,Atlantic Herring
Clupea harengus,35,0.7755,1.15,0.635,1.075,Tlingit,Atlantic Herring
Clupea harengus,35,0.7755,1.15,0.635,1.075,Heiltsuk,Atlantic Herring
Clupea harengus,35,0.7755,1.15,0.635,1.075,Kwakiutl,Atlantic Herring
Clupea harengus,35,0.7755,1.15,0.635,1.075,Nootkan,Atlantic Herring
Clupea harengus,35,0.7755,1.15,0.635,1.075,Gwich'in,Atlantic Herring
Clupea harengus,35,0.7755,1.15,0.635,1.075,Slavey-Hare,Atlantic Herring
Clupea harengus,35,0.7755,1.15,0.635,1.075,Tahltan-Kaska-Tagish,Atlantic Herring
Clupea harengus,35,0.7755,1.15,0.635,1.075,Abenaki,Atlantic Herring
Clupea harengus,35,0.7755,1.15,0.635,1.075,Micmac,Atlantic Herring
Clupea harengus,35,0.7755,1.15,0.635,1.075,Ojibwa-Algonquin,Atlantic Herring
Clupea harengus,35,0.7755,1.15,0.635,1.075,Powhatan,Atlantic Herring
Coregonus artedi,17.3,2.29,0.34,0.095,0.257,Inuit-Inupiaq,Lake Herring
Coregonus artedi,17.3,2.29,0.34,0.095,0.257,Yupik,Lake Herring
Coregonus artedi,17.3,2.29,0.34,0.095,0.257,Eyak,Lake Herring
Coregonus artedi,17.3,2.29,0.34,0.095,0.257,Central Salish,Lake Herring
Coregonus artedi,17.3,2.29,0.34,0.095,0.257,Interior Salish,Lake Herring
Coregonus artedi,17.3,2.29,0.34,0.095,0.257,Nass-Gitksan,Lake Herring
Coregonus artedi,17.3,2.29,0.34,0.095,0.257,Tlingit,Lake Herring
Coregonus artedi,17.3,2.29,0.34,0.095,0.257,Cree,Lake Herring
Coregonus artedi,17.3,2.29,0.34,0.095,0.257,Montagnais-Naskapi,Lake Herring
Coregonus artedi,17.3,2.29,0.34,0.095,0.257,Ojibwa-Algonquin,Lake Herring
Coregonus artedi,17.3,2.29,0.34,0.095,0.257,Ahtna,Lake Herring
Coregonus artedi,17.3,2.29,0.34,0.095,0.257,Carrier,Lake Herring
Coregonus artedi,17.3,2.29,0.34,0.095,0.257,Chilcotin,Lake Herring
Coregonus artedi,17.3,2.29,0.34,0.095,0.257,Chipewyan,Lake Herring
Coregonus artedi,17.3,2.29,0.34,0.095,0.257,Dogrib,Lake Herring
Coregonus artedi,17.3,2.29,0.34,0.095,0.257,Gwich'in,Lake Herring
Coregonus artedi,17.3,2.29,0.34,0.095,0.257,Han,Lake Herring
Coregonus artedi,17.3,2.29,0.34,0.095,0.257,Ingalik,Lake Herring
Coregonus artedi,17.3,2.29,0.34,0.095,0.257,Kolchan,Lake Herring
Coregonus artedi,17.3,2.29,0.34,0.095,0.257,Koyukon,Lake Herring
Coregonus artedi,17.3,2.29,0.34,0.095,0.257,Sekani,Lake Herring
Coregonus artedi,17.3,2.29,0.34,0.095,0.257,Slavey-Hare,Lake Herring
Coregonus artedi,17.3,2.29,0.34,0.095,0.257,Tahltan-Kaska-Tagish,Lake Herring
Coregonus artedi,17.3,2.29,0.34,0.095,0.257,Tanana,Lake Herring
Coregonus artedi,17.3,2.29,0.34,0.095,0.257,Tutchone,Lake Herring
Coregonus artedi,17.3,2.29,0.34,0.095,0.257,Metis,Lake Herring
Coregonus artedi,17.3,2.29,0.34,0.095,0.257,Beothuk,Lake Herring
Coregonus artedi,17.3,2.29,0.34,0.095,0.257,Micmac,Lake Herring
Coregonus artedi,17.3,2.29,0.34,0.095,0.257,Huron,Lake Herring
Coregonus autumnalis,23.733333333333334,0.6333333333333334,0.8200000000000001,0.3,0.3,Inuit-Inupiaq,Arctic Cisco
Coregonus autumnalis,23.733333333333334,0.6333333333333334,0.8200000000000001,0.3,0.3,Yupik,Arctic Cisco
Coregonus autumnalis,23.733333333333334,0.6333333333333334,0.8200000000000001,0.3,0.3,Eyak,Arctic Cisco
Coregonus autumnalis,23.733333333333334,0.6333333333333334,0.8200000000000001,0.3,0.3,Central Salish,Arctic Cisco
Coregonus autumnalis,23.733333333333334,0.6333333333333334,0.8200000000000001,0.3,0.3,Interior Salish,Arctic Cisco
Coregonus autumnalis,23.733333333333334,0.6333333333333334,0.8200000000000001,0.3,0.3,Nass-Gitksan,Arctic Cisco
Coregonus autumnalis,23.733333333333334,0.6333333333333334,0.8200000000000001,0.3,0.3,Tlingit,Arctic Cisco
Coregonus autumnalis,23.733333333333334,0.6333333333333334,0.8200000000000001,0.3,0.3,Cree,Arctic Cisco
Coregonus autumnalis,23.733333333333334,0.6333333333333334,0.8200000000000001,0.3,0.3,Montagnais-Naskapi,Arctic Cisco
Coregonus autumnalis,23.733333333333334,0.6333333333333334,0.8200000000000001,0.3,0.3,Ojibwa-Algonquin,Arctic Cisco
Coregonus autumnalis,23.733333333333334,0.6333333333333334,0.8200000000000001,0.3,0.3,Ahtna,Arctic Cisco
Coregonus autumnalis,23.733333333333334,0.6333333333333334,0.8200000000000001,0.3,0.3,Carrier,Arctic Cisco
Coregonus autumnalis,23.733333333333334,0.6333333333333334,0.8200000000000001,0.3,0.3,Chilcotin,Arctic Cisco
Coregonus autumnalis,23.733333333333334,0.6333333333333334,0.8200000000000001,0.3,0.3,Chipewyan,Arctic Cisco
Coregonus autumnalis,23.733333333333334,0.6333333333333334,0.8200000000000001,0.3,0.3,Dogrib,Arctic Cisco
Coregonus autumnalis,23.733333333333334,0.6333333333333334,0.8200000000000001,0.3,0.3,Gwich'in,Arctic Cisco
Coregonus autumnalis,23.733333333333334,0.6333333333333334,0.8200000000000001,0.3,0.3,Han,Arctic Cisco
Coregonus autumnalis,23.733333333333334,0.6333333333333334,0.8200000000000001,0.3,0.3,Ingalik,Arctic Cisco
Coregonus autumnalis,23.733333333333334,0.6333333333333334,0.8200000000000001,0.3,0.3,Kolchan,Arctic Cisco
Coregonus autumnalis,23.733333333333334,0.6333333333333334,0.8200000000000001,0.3,0.3,Koyukon,Arctic Cisco
Coregonus autumnalis,23.733333333333334,0.6333333333333334,0.8200000000000001,0.3,0.3,Sekani,Arctic Cisco
Coregonus autumnalis,23.733333333333334,0.6333333333333334,0.8200000000000001,0.3,0.3,Slavey-Hare,Arctic Cisco
Coregonus autumnalis,23.733333333333334,0.6333333333333334,0.8200000000000001,0.3,0.3,Tahltan-Kaska-Tagish,Arctic Cisco
Coregonus autumnalis,23.733333333333334,0.6333333333333334,0.8200000000000001,0.3,0.3,Tanana,Arctic Cisco
Coregonus autumnalis,23.733333333333334,0.6333333333333334,0.8200000000000001,0.3,0.3,Tutchone,Arctic Cisco
Coregonus autumnalis,23.733333333333334,0.6333333333333334,0.8200000000000001,0.3,0.3,Metis,Arctic Cisco
Coregonus autumnalis,23.733333333333334,0.6333333333333334,0.8200000000000001,0.3,0.3,Beothuk,Arctic Cisco
Coregonus autumnalis,23.733333333333334,0.6333333333333334,0.8200000000000001,0.3,0.3,Micmac,Arctic Cisco
Coregonus autumnalis,23.733333333333334,0.6333333333333334,0.8200000000000001,0.3,0.3,Huron,Arctic Cisco
Coregonus clupeaformis,19.98181818181818,0.9600000000000001,0.5854545454545454,0.15409090909090908,0.341,Inuit-Inupiaq,Lake Whitefish
Coregonus clupeaformis,19.98181818181818,0.9600000000000001,0.5854545454545454,0.15409090909090908,0.341,Yupik,Lake Whitefish
Coregonus clupeaformis,19.98181818181818,0.9600000000000001,0.5854545454545454,0.15409090909090908,0.341,Eyak,Lake Whitefish
Coregonus clupeaformis,19.98181818181818,0.9600000000000001,0.5854545454545454,0.15409090909090908,0.341,Central Salish,Lake Whitefish
Coregonus clupeaformis,19.98181818181818,0.9600000000000001,0.5854545454545454,0.15409090909090908,0.341,Interior Salish,Lake Whitefish
Coregonus clupeaformis,19.98181818181818,0.9600000000000001,0.5854545454545454,0.15409090909090908,0.341,Nass-Gitksan,Lake Whitefish
Coregonus clupeaformis,19.98181818181818,0.9600000000000001,0.5854545454545454,0.15409090909090908,0.341,Tlingit,Lake Whitefish
Coregonus clupeaformis,19.98181818181818,0.9600000000000001,0.5854545454545454,0.15409090909090908,0.341,Cree,Lake Whitefish
Coregonus clupeaformis,19.98181818181818,0.9600000000000001,0.5854545454545454,0.15409090909090908,0.341,Montagnais-Naskapi,Lake Whitefish
Coregonus clupeaformis,19.98181818181818,0.9600000000000001,0.5854545454545454,0.15409090909090908,0.341,Ojibwa-Algonquin,Lake Whitefish
Coregonus clupeaformis,19.98181818181818,0.9600000000000001,0.5854545454545454,0.15409090909090908,0.341,Ahtna,Lake Whitefish
Coregonus clupeaformis,19.98181818181818,0.9600000000000001,0.5854545454545454,0.15409090909090908,0.341,Carrier,Lake Whitefish
Coregonus clupeaformis,19.98181818181818,0.9600000000000001,0.5854545454545454,0.15409090909090908,0.341,Chilcotin,Lake Whitefish
Coregonus clupeaformis,19.98181818181818,0.9600000000000001,0.5854545454545454,0.15409090909090908,0.341,Chipewyan,Lake Whitefish
Coregonus clupeaformis,19.98181818181818,0.9600000000000001,0.5854545454545454,0.15409090909090908,0.341,Dogrib,Lake Whitefish
Coregonus clupeaformis,19.98181818181818,0.9600000000000001,0.5854545454545454,0.15409090909090908,0.341,Gwich'in,Lake Whitefish
Coregonus clupeaformis,19.98181818181818,0.9600000000000001,0.5854545454545454,0.15409090909090908,0.341,Han,Lake Whitefish
Coregonus clupeaformis,19.98181818181818,0.9600000000000001,0.5854545454545454,0.15409090909090908,0.341,Ingalik,Lake Whitefish
Coregonus clupeaformis,19.98181818181818,0.9600000000000001,0.5854545454545454,0.15409090909090908,0.341,Kolchan,Lake Whitefish
Coregonus clupeaformis,19.98181818181818,0.9600000000000001,0.5854545454545454,0.15409090909090908,0.341,Koyukon,Lake Whitefish
Coregonus clupeaformis,19.98181818181818,0.9600000000000001,0.5854545454545454,0.15409090909090908,0.341,Sekani,Lake Whitefish
Coregonus clupeaformis,19.98181818181818,0.9600000000000001,0.5854545454545454,0.15409090909090908,0.341,Slavey-Hare,Lake Whitefish
Coregonus clupeaformis,19.98181818181818,0.9600000000000001,0.5854545454545454,0.15409090909090908,0.341,Tahltan-Kaska-Tagish,Lake Whitefish
Coregonus clupeaformis,19.98181818181818,0.9600000000000001,0.5854545454545454,0.15409090909090908,0.341,Tanana,Lake Whitefish
Coregonus clupeaformis,19.98181818181818,0.9600000000000001,0.5854545454545454,0.15409090909090908,0.341,Tutchone,Lake Whitefish
Coregonus clupeaformis,19.98181818181818,0.9600000000000001,0.5854545454545454,0.15409090909090908,0.341,Metis,Lake Whitefish
Coregonus clupeaformis,19.98181818181818,0.9600000000000001,0.5854545454545454,0.15409090909090908,0.341,Beothuk,Lake Whitefish
Coregonus clupeaformis,19.98181818181818,0.9600000000000001,0.5854545454545454,0.15409090909090908,0.341,Micmac,Lake Whitefish
Coregonus clupeaformis,19.98181818181818,0.9600000000000001,0.5854545454545454,0.15409090909090908,0.341,Huron,Lake Whitefish
Cyclopterus lumpus,8.65,0.8865000000000001,0.405,1.6074633333333335,1.6662066666666666,Inuit-Inupiaq,Lumpfish
Cyclopterus lumpus,8.65,0.8865000000000001,0.405,1.6074633333333335,1.6662066666666666,Yupik,Lumpfish
Cyclopterus lumpus,8.65,0.8865000000000001,0.405,1.6074633333333335,1.6662066666666666,Bella Coola,Lumpfish
Cyclopterus lumpus,8.65,0.8865000000000001,0.405,1.6074633333333335,1.6662066666666666,Central Salish,Lumpfish
Cyclopterus lumpus,8.65,0.8865000000000001,0.405,1.6074633333333335,1.6662066666666666,Tsimshian,Lumpfish
Cyclopterus lumpus,8.65,0.8865000000000001,0.405,1.6074633333333335,1.6662066666666666,Haida,Lumpfish
Cyclopterus lumpus,8.65,0.8865000000000001,0.405,1.6074633333333335,1.6662066666666666,Tlingit,Lumpfish
Cyclopterus lumpus,8.65,0.8865000000000001,0.405,1.6074633333333335,1.6662066666666666,Kwakiutl,Lumpfish
Cyclopterus lumpus,8.65,0.8865000000000001,0.405,1.6074633333333335,1.6662066666666666,Nootkan,Lumpfish
Cyclopterus lumpus,8.65,0.8865000000000001,0.405,1.6074633333333335,1.6662066666666666,Micmac,Lumpfish
Cyclopterus lumpus,8.65,0.8865000000000001,0.405,1.6074633333333335,1.6662066666666666,Powhatan,Lumpfish
Cyclopterus lumpus,8.65,0.8865000000000001,0.405,1.6074633333333335,1.6662066666666666,Wampanoag,Lumpfish
Cyprinus carpio,54.1175,2.2886890666666666,0.977,0.13039518333333333,0.0943216,Central Salish,Common Carp
Cyprinus carpio,54.1175,2.2886890666666666,0.977,0.13039518333333333,0.0943216,Interior Salish,Common Carp
Cyprinus carpio,54.1175,2.2886890666666666,0.977,0.13039518333333333,0.0943216,Nootkan,Common Carp
Cyprinus carpio,54.1175,2.2886890666666666,0.977,0.13039518333333333,0.0943216,Slavey-Hare,Common Carp
Cyprinus carpio,54.1175,2.2886890666666666,0.977,0.13039518333333333,0.0943216,Powhatan,Common Carp
Cyprinus carpio,54.1175,2.2886890666666666,0.977,0.13039518333333333,0.0943216,Onondaga,Common Carp
Engraulidae,1150,0.88,1.53,0.5,0.9,Nootkan,Anchovies
Esox lucius,69.12317647058823,1.2321802941176472,0.8389352941176471,0.05357693904761905,0.17080936363636365,Inuit-Inupiaq,Northern Pike
Esox lucius,69.12317647058823,1.2321802941176472,0.8389352941176471,0.05357693904761905,0.17080936363636365,Yupik,Northern Pike
Esox lucius,69.12317647058823,1.2321802941176472,0.8389352941176471,0.05357693904761905,0.17080936363636365,Tlingit,Northern Pike
Esox lucius,69.12317647058823,1.2321802941176472,0.8389352941176471,0.05357693904761905,0.17080936363636365,Cree,Northern Pike
Esox lucius,69.12317647058823,1.2321802941176472,0.8389352941176471,0.05357693904761905,0.17080936363636365,Montagnais-Naskapi,Northern Pike
Esox lucius,69.12317647058823,1.2321802941176472,0.8389352941176471,0.05357693904761905,0.17080936363636365,Ojibwa-Algonquin,Northern Pike
Esox lucius,69.12317647058823,1.2321802941176472,0.8389352941176471,0.05357693904761905,0.17080936363636365,Chipewyan,Northern Pike
Esox lucius,69.12317647058823,1.2321802941176472,0.8389352941176471,0.05357693904761905,0.17080936363636365,Dogrib,Northern Pike
Esox lucius,69.12317647058823,1.2321802941176472,0.8389352941176471,0.05357693904761905,0.17080936363636365,Gwich'in,Northern Pike
Esox lucius,69.12317647058823,1.2321802941176472,0.8389352941176471,0.05357693904761905,0.17080936363636365,Han,Northern Pike
Esox lucius,69.12317647058823,1.2321802941176472,0.8389352941176471,0.05357693904761905,0.17080936363636365,Ingalik,Northern Pike
Esox lucius,69.12317647058823,1.2321802941176472,0.8389352941176471,0.05357693904761905,0.17080936363636365,Koyukon,Northern Pike
Esox lucius,69.12317647058823,1.2321802941176472,0.8389352941176471,0.05357693904761905,0.17080936363636365,Slavey-Hare,Northern Pike
Esox lucius,69.12317647058823,1.2321802941176472,0.8389352941176471,0.05357693904761905,0.17080936363636365,Tahltan-Kaska-Tagish,Northern Pike
Esox lucius,69.12317647058823,1.2321802941176472,0.8389352941176471,0.05357693904761905,0.17080936363636365,Tanaina,Northern Pike
Esox lucius,69.12317647058823,1.2321802941176472,0.8389352941176471,0.05357693904761905,0.17080936363636365,Tanana,Northern Pike
Esox lucius,69.12317647058823,1.2321802941176472,0.8389352941176471,0.05357693904761905,0.17080936363636365,Tutchone,Northern Pike
Esox lucius,69.12317647058823,1.2321802941176472,0.8389352941176471,0.05357693904761905,0.17080936363636365,Metis,Northern Pike
Esox lucius,69.12317647058823,1.2321802941176472,0.8389352941176471,0.05357693904761905,0.17080936363636365,Huron,Northern Pike
Gadiformes,29,0.71,0.364,0.1,0.2,Inuit-Inupiaq,Cod and Relatives
Gadiformes,29,0.71,0.364,0.1,0.2,Yupik,Cod and Relatives
Gadiformes,29,0.71,0.364,0.1,0.2,Bella Coola,Cod and Relatives
Gadiformes,29,0.71,0.364,0.1,0.2,Central Salish,Cod and Relatives
Gadiformes,29,0.71,0.364,0.1,0.2,Tsimshian,Cod and Relatives
Gadiformes,29,0.71,0.364,0.1,0.2,Haida,Cod and Relatives
Gadiformes,29,0.71,0.364,0.1,0.2,Tlingit,Cod and Relatives
Gadiformes,29,0.71,0.364,0.1,0.2,Kwakiutl,Cod and Relatives
Gadiformes,29,0.71,0.364,0.1,0.2,Nootkan,Cod and Relatives
Gadiformes,29,0.71,0.364,0.1,0.2,Cree,Cod and Relatives
Gadiformes,29,0.71,0.364,0.1,0.2,Montagnais-Naskapi,Cod and Relatives
Gadiformes,29,0.71,0.364,0.1,0.2,Abenaki,Cod and Relatives
Gadiformes,29,0.71,0.364,0.1,0.2,Micmac,Cod and Relatives
Gadiformes,29,0.71,0.364,0.1,0.2,Wampanoag,Cod and Relatives
Gadus macrocephalus,11.8,0.38393333333333335,0.18,0.0697866,0.129374,Inuit-Inupiaq,Pacific Cod
Gadus macrocephalus,11.8,0.38393333333333335,0.18,0.0697866,0.129374,Yupik,Pacific Cod
Gadus macrocephalus,11.8,0.38393333333333335,0.18,0.0697866,0.129374,Bella Coola,Pacific Cod
Gadus macrocephalus,11.8,0.38393333333333335,0.18,0.0697866,0.129374,Central Salish,Pacific Cod
Gadus macrocephalus,11.8,0.38393333333333335,0.18,0.0697866,0.129374,Tsimshian,Pacific Cod
Gadus macrocephalus,11.8,0.38393333333333335,0.18,0.0697866,0.129374,Haida,Pacific Cod
Gadus macrocephalus,11.8,0.38393333333333335,0.18,0.0697866,0.129374,Tlingit,Pacific Cod
Gadus macrocephalus,11.8,0.38393333333333335,0.18,0.0697866,0.129374,Kwakiutl,Pacific Cod
