"species_name","seanuts_id2","subgroup","nutrient","concentration","dri_per"
"Aristaeomorpha foliacea",330,"crustacean","epa",0.0345842,3.45842
"Aristaeomorpha foliacea",331,"crustacean","epa",0.0236454,2.36454
"Aristaeomorpha foliacea",332,"crustacean","epa",0.0220018,2.20018
"Aristaeomorpha foliacea",333,"crustacean","epa",0.0377007,3.77007
"Aristaeomorpha foliacea",334,"crustacean","epa",0.0399486,3.99486
"Aristaeomorpha foliacea",335,"crustacean","epa",0.033838,3.3838
"Aristaeomorpha foliacea",336,"crustacean","epa",0.0301196,3.01196
"Aristaeomorpha foliacea",337,"crustacean","epa",0.0371015,3.71015
"Aristaeomorpha foliacea",338,"crustacean","epa",0.0296711,2.96711
"Aristeus antennatus",344,"crustacean","epa",0.10057,10.057
"Aspitrigla cuculus",352,"finfish","epa",0.0189914,1.89914
"Atheresthes stomias",353,"finfish","epa",0.39373,39.373
"Atherina boyeri",354,"finfish","epa",0.346394,34.6394
"Atherina boyeri",1557,"finfish","epa",0.0596981,5.96981
"Atherina lagunae",356,"finfish","epa",0.200511,20.0511
"Atherina lagunae",357,"finfish","epa",0.16,16
"Atherina sp.",355,"finfish","epa",0.146055,14.6055
"Bagre marinus",1366,"finfish","epa",0.02738,2.738
"Bagrus docmak",364,"finfish","epa",0.381113,38.1113
"Bagrus docmak",365,"finfish","epa",0.013,1.3
"Bagrus docmak",366,"finfish","epa",0.01008,1.008
"Balistes capriscus",368,"finfish","epa",0.0157657,1.57657
"Belone belone",370,"finfish","epa",0.490163,49.0163
"Boops boops",375,"finfish","epa",0.165584,16.5584
"Boops boops",376,"finfish","epa",0.0569166,5.69166
"Boops boops",1559,"finfish","epa",0.0657251,6.57251
"Boops salpa",1049,"finfish","epa",0.0679422,6.79422
"Boops salpa",1050,"finfish","epa",0.2953,29.53
"Bothus podas",377,"finfish","epa",0.0251466,2.51466
"Botia dario",1971,"finfish","epa",0.096,9.6
"Brevoortia spp.",380,"finfish","epa",1.21694,121.694
"Caranx crysos",386,"finfish","epa",0.348044,34.8044
"Caranx crysos",1370,"finfish","epa",0.068,6.8
"Caranx hippos",1373,"finfish","epa",0.00401,0.401
"Carcharhinus limbatus",389,"finfish","epa",0.01,1
"Carcharhinus porosus",1368,"finfish","epa",0.00153,0.153
"Catla catla",1355,"finfish","epa",0.0374498,3.74498
"Centrophorus squamosus",392,"finfish","epa",0.0195948,1.95948
"Centropomus undecimalis",1377,"finfish","epa",0.02256,2.256
"Centroscyllium fabricii",393,"finfish","epa",0.0241277,2.41277
"Centroscymnus coelolepis",394,"finfish","epa",0.0223005,2.23005
"Cephalopholis taeniops",395,"finfish","epa",0.0513552,5.13552
"Cephalopholis taeniops",396,"finfish","epa",0.0520189,5.20189
"Cephalopholis taeniops",397,"finfish","epa",0.0517554,5.17554
"Cephalopholis taeniops",398,"finfish","epa",0.0689121,6.89121
"Cephalopholis taeniops",399,"finfish","epa",0.066095,6.6095
"Cephalopholis taeniops",400,"finfish","epa",0.121823,12.1823
"Cephalopholis taeniops",401,"finfish","epa",0.0609099,6.09099
"Chamelea gallina",40,"mollusc","epa",0.162592,16.2592
"Chamelea gallina",41,"mollusc","epa",0.0598307,5.98307
"Chamelea gallina",49,"mollusc","epa",0.224116,22.4116
"Chamelea gallina",56,"mollusc","epa",0.0327934,3.27934
"Chamelea gallina",90,"mollusc","epa",0.238688,23.8688
"Channa striata",415,"finfish","epa",0.00476209,0.476209
"Channa striata",416,"finfish","epa",0.00624536,0.624536
"Channa striata",417,"finfish","epa",0.00585502,0.585503
"Chelidonichthys lucerna",421,"finfish","epa",0.0947532,9.47532
"Chelidonichthys lucerna",422,"finfish","epa",0.0070167,0.70167
"Chelidonichthys lucerna",423,"finfish","epa",0.008749,0.8749
"Chelidonichthys lucerna",1291,"finfish","epa",0.0731897,7.31897
"Chelidonichthys lucerna",1327,"finfish","epa",0.043,4.3
"Chelon labrosus",424,"finfish","epa",0.0988613,9.88613
"Chionoecetes angulatus",426,"crustacean","epa",1.20286,120.286
"Chionoecetes angulatus",427,"crustacean","epa",0.0328865,3.28865
"Chionoecetes japonicus",428,"crustacean","epa",0.697596,69.7596
"Chionoecetes japonicus",429,"crustacean","epa",0.144426,14.4426
"Chionoecetes opilio",425,"crustacean","epa",0.390479,39.0479
"Cipangopaludina chinensis",6,"mollusc","epa",0.00334248,0.334248
"Cirrhinus mrigala",1356,"finfish","epa",0.0265944,2.65944
"Clarias batrachus",44,"finfish","epa",0.05312,5.312
"Clarias gariepinus",435,"finfish","epa",0.01536,1.536
"Clarias gariepinus",436,"finfish","epa",0.0256,2.56
"Clarias gariepinus",437,"finfish","epa",0.204376,20.4376
"Clarias gariepinus",438,"finfish","epa",0.0598905,5.98905
"Clarias macrocephalus",446,"finfish","epa",0.0256031,2.56031
"Clarias macrocephalus",447,"finfish","epa",0.030511,3.0511
"Clarias macrocephalus",448,"finfish","epa",0.0214313,2.14313
"Clupea harengus membras",449,"finfish","epa",0.205818,20.5818
"Clupea harengus pallasi",457,"finfish","epa",0.866548,86.6548
"Clupea pilchardus",1026,"finfish","epa",0.18088,18.088
"Clupeonella cultriventris caspia",459,"finfish","epa",0.53307,53.307
"Colossoma macropomum",211,"finfish","epa",1.09661,109.661
"Coregonus clupeaformis",270,"finfish","epa",0.08,8
"Coregonus clupeaformis",280,"finfish","epa",0.07,7
"Coregonus clupeaformis",281,"finfish","epa",0.08,8
"Coregonus forma hybrida",471,"finfish","epa",0.19616,19.616
"Coregonus lavaretus",161,"finfish","epa",0.143424,14.3424
"Coregonus lavaretus",164,"finfish","epa",0.210355,21.0355
"Coregonus lavaretus",175,"finfish","epa",0.204664,20.4664
"Coregonus macrophthalmus",469,"finfish","epa",0.475875,47.5875
"Coregonus macrophthalmus",470,"finfish","epa",0.529135,52.9135
"Coryphaenoides rupestris",1310,"finfish","epa",0.041,4.1
"Crangon crangon",481,"crustacean","epa",0.0748901,7.48901
"Crassostrea gigas",1572,"mollusc","epa",0.359906,35.9906
"Crassostrea rhizophorae",483,"mollusc","epa",0.110386,11.0386
"Crassostrea rhizophorae",484,"mollusc","epa",0.164832,16.4832
"Crassostrea rhizophorae",485,"mollusc","epa",0.055512,5.5512
"Crassostrea rhizophorae",486,"mollusc","epa",0.120628,12.0628
"Ctenopharyngodon idella",1361,"finfish","epa",0.0121895,1.21895
"Cyclopterus lumpus",489,"finfish","epa",1.98875,198.875
"Cyclopterus lumpus",490,"finfish","epa",1.39755,139.755
"Cyclopterus lumpus",491,"finfish","epa",1.43609,143.609
"Cynoscion acoupa",69,"finfish","epa",0.224552,22.4552
"Cynoscion nebulosus",1378,"finfish","epa",0.10615,10.615
"Cyprinus carpio",507,"finfish","epa",0.171254,17.1254
"Cyprinus carpio",508,"finfish","epa",0.0397331,3.97331
"Cyprinus carpio",1358,"finfish","epa",0.159752,15.9752
"Dasyatis sabina",512,"finfish","epa",0.0074,0.74
"Dasyatis sabina",513,"finfish","epa",0.007,0.7
"Decapterus punctatus",515,"finfish","epa",0.105753,10.5753
"Decapterus punctatus",516,"finfish","epa",0.0584983,5.84983
"Dentex dentex",517,"finfish","epa",0.0502878,5.02878
"Dentex sp.",48,"finfish","epa",0.139798,13.9798
"Diapterus rhombeus",1375,"finfish","epa",0.03193,3.193
"Dicentrarchus labrax",520,"finfish","epa",0.123299,12.3299
"Dicentrarchus labrax",1296,"finfish","epa",0.187761,18.7761
"Dicentrarchus labrax",1319,"finfish","epa",0.357,35.7
"Diplodus annularis",526,"finfish","epa",0.0759607,7.59607
"Diplodus puntazzo",527,"finfish","epa",0.0687366,6.87366
"Diplodus puntazzo",528,"finfish","epa",0.237885,23.7885
"Diplodus puntazzo",529,"finfish","epa",0.0384864,3.84864
"Diplodus vulgaris",539,"finfish","epa",0.043848,4.3848
"Echelus myrus",540,"finfish","epa",0.146496,14.6496
"Engraulis encrasicolus",546,"finfish","epa",1.70103,170.103
"Engraulis encrasicolus",550,"finfish","epa",0.172083,17.2083
"Engraulis encrasicolus",551,"finfish","epa",0.520801,52.0801
"Engraulis encrasicolus",552,"finfish","epa",0.881727,88.1727
"Engraulis encrasicolus",1306,"finfish","epa",0.701,70.1
"Engraulis encrasicolus",1558,"finfish","epa",0.147178,14.7178
"Epinephelus aeneus",553,"finfish","epa",0.0898982,8.98982
"Epinephelus aeneus",554,"finfish","epa",0.0720379,7.20379
"Epinephelus aeneus",555,"finfish","epa",0.111804,11.1804
"Epinephelus aeneus",556,"finfish","epa",0.0871993,8.71993
"Epinephelus aeneus",557,"finfish","epa",0.0997039,9.97039
"Epinephelus aeneus",558,"finfish","epa",0.0877344,8.77344
"Epinephelus aeneus",1290,"finfish","epa",0.0784081,7.84081
"Epinephelus coioides",1352,"finfish","epa",0.0077945,0.77945
"Epinephelus morio",1374,"finfish","epa",0.00987,0.987
"Epinephelus striatus",87,"finfish","epa",0.0441576,4.41576
"Eriocheir sinensis",562,"crustacean","epa",0.204585,20.4585
"Eriocheir sinensis",563,"crustacean","epa",0.104049,10.4049
"Esox lucius",265,"finfish","epa",0.07,7
"Esox lucius",271,"finfish","epa",0.07,7
"Esox lucius",569,"finfish","epa",0.00852893,0.852893
"Etrumeus teres",576,"finfish","epa",0.0416069,4.16069
"Etrumeus teres",577,"finfish","epa",0.0501516,5.01516
"Etrumeus teres",578,"finfish","epa",0.0804934,8.04934
"Etrumeus teres",579,"finfish","epa",0.00821935,0.821935
"Etrumeus teres",580,"finfish","epa",0.0915211,9.15211
"Eualus barbatus",777,"finfish","epa",0.58553,58.553
"Eualus barbatus",778,"finfish","epa",0.221692,22.1692
"Eualus barbatus",780,"finfish","epa",0.414825,41.4825
"Eualus barbatus",783,"finfish","epa",0.150044,15.0044
"Eualus barbatus",784,"finfish","epa",0.0469622,4.69622
"Eugerres plumieri",247,"finfish","epa",0.10578,10.578
"Euthynnus alletteratus",584,"finfish","epa",0.529385,52.9385
"Euthynnus alletteratus",585,"finfish","epa",0.184566,18.4566
"Euthynnus alletteratus",586,"finfish","epa",0.0672485,6.72485
"Euthynnus alletteratus",587,"finfish","epa",0.497365,49.7365
"Euthynnus alletteratus",588,"finfish","epa",0.302161,30.2161
"Euthynnus alletteratus",589,"finfish","epa",0.126144,12.6144
"Euthynnus alletteratus",590,"finfish","epa",0.160108,16.0108
"Euthynnus alletteratus",591,"finfish","epa",0.563116,56.3116
"Euthynnus pelamis",635,"finfish","epa",0.22828,22.828
"Farfantepenaeus brasiliensis",1610,"crustacean","epa",0.143696,14.3696
"Gadus macrocephalus",600,"finfish","epa",0.0546799,5.46799
"Gadus morhua",601,"finfish","epa",0.0040893,0.40893
"Gadus morhua",602,"finfish","epa",0.0737759,7.37759
"Gadus morhua",607,"finfish","epa",0.0569735,5.69735
"Gadus morhua",608,"finfish","epa",0.0573271,5.73271
"Gadus morhua",1307,"finfish","epa",0.028,2.8
"Gymnura marmorata",1364,"finfish","epa",0.01066,1.066
"Helicolenus dactylopterus",616,"finfish","epa",0.0132748,1.32748
"Hemisorubim platyrhynchos",618,"finfish","epa",0.018501,1.8501
"Hexaplex trunculus",26,"mollusc","epa",0.6446,64.46
"Hippoglossus hippoglossus",623,"finfish","epa",0.016,1.6
"Homarus gammarus",1337,"crustacean","epa",0.028,2.8
"Hoplias malabaricus",1289,"finfish","epa",0.00661606,0.661606
"Hoplostethus atlanticus",1309,"finfish","epa",0.471,47.1
"Hypomesus pretiosus",628,"finfish","epa",0.355484,35.5484
"Hypostomus watwata",198,"finfish","epa",0.0288274,2.88274
"Katsuwonus pelamis",1362,"finfish","epa",0.039554,3.9554
"Labeo rohita",1354,"finfish","epa",0.0366832,3.66832
"Lagocephalus lagocephalus",636,"finfish","epa",0.0208752,2.08752
"Lates calcarifer",651,"finfish","epa",0.0143187,1.43187
"Lates niloticus",652,"finfish","epa",0.0119,1.19
"Lates niloticus",653,"finfish","epa",0.00693,0.693
"Lates niloticus",654,"finfish","epa",0.0084,0.84
"Lates niloticus",655,"finfish","epa",0.572958,57.2958
"Leporinus friderici",1285,"finfish","epa",0.0318781,3.18781
"Limanda aspera",663,"finfish","epa",0.0856484,8.56484
"Limanda limanda",1325,"finfish","epa",0.084,8.4
"Limanda limanda",1328,"finfish","epa",0.969,96.9
"Limanda limanda",1330,"finfish","epa",0.046,4.6
"Lithognathus mormyrus",668,"finfish","epa",0.070494,7.0494
"Liza aurata",669,"finfish","epa",0.335589,33.5589
"Liza aurata",670,"finfish","epa",0.199357,19.9357
"Liza carinata",676,"finfish","epa",0.926263,92.6263
"Liza parsia",1999,"finfish","epa",0.4,40
"Liza ramada",674,"finfish","epa",0.086031,8.6031
"Liza saliens",675,"finfish","epa",0.0105824,1.05824
"Loligo vulgaris",680,"mollusc","epa",0.31851,31.851
"Loligo vulgaris",684,"mollusc","epa",0.049968,4.9968
"Loligo vulgaris",1340,"mollusc","epa",0.068,6.8
"Lophius budegassa",685,"finfish","epa",0.0145005,1.45005
"Lophius piscatorius",1323,"finfish","epa",0.026,2.6
"Lutjanus buccanella",206,"finfish","epa",0.0505098,5.05098
"Lutjanus campechanus",1371,"finfish","epa",0.00471,0.471
"Lutjanus peru",1372,"finfish","epa",0.00607,0.607
"Lutjanus synagris",1379,"finfish","epa",0.0401,4.01
"Macrobrachium nipponense",692,"crustacean","epa",0.0536034,5.36034
"Macrodon ancylodon",694,"finfish","epa",0.0261841,2.61841
"Macrourus berglax",698,"finfish","epa",0.071462,7.1462
"Maja brachydactyla",72,"crustacean","epa",0.032505,3.2505
"Maja brachydactyla",183,"crustacean","epa",0.154588,15.4588
"Mallotus villosus",709,"finfish","epa",0.362301,36.2301
"Melanogrammus aeglefinus",715,"finfish","epa",0.0602204,6.02204
"Melanogrammus aeglefinus",716,"finfish","epa",0.0445201,4.45201
"Melanogrammus aeglefinus",717,"finfish","epa",0.057735,5.7735
"Melanogrammus aeglefinus",1311,"finfish","epa",0.018,1.8
"Menticirrhus americanus",510,"finfish","epa",0.0133,1.33
"Menticirrhus americanus",511,"finfish","epa",0.01,1
"Menticirrhus americanus",719,"finfish","epa",0.172248,17.2248
"Meretrix lusoria",1621,"mollusc","epa",0.112,11.2
"Meretrix lusoria",1622,"mollusc","epa",0.33,33
"Merlangius merlangus",721,"finfish","epa",0.030285,3.0285
"Merlangius merlangus",1292,"finfish","epa",0.0618188,6.18188
"Merlangius merlangus euxinus",720,"finfish","epa",1.41712,141.712
"Merluccius merluccius",732,"finfish","epa",0.0526275,5.26275
"Merluccius merluccius",735,"finfish","epa",0.0328892,3.28892
"Merluccius merluccius",1312,"finfish","epa",0.028,2.8
"Merluccius productus",738,"finfish","epa",0.0694674,6.94674
"Micropogonias furnieri",745,"finfish","epa",0.070634,7.0634
"Microstomus pacificus",753,"finfish","epa",0.08,8
"Molva molva",1329,"finfish","epa",0.045,4.5
"Mora moro",759,"finfish","epa",0.0406445,4.06445
"Morone saxatilis",760,"finfish","epa",0.153419,15.3419
"Morone saxatilis",761,"finfish","epa",0.109321,10.9321
"Morone saxatilis",762,"finfish","epa",0.116951,11.6951
"Morone saxatilis",763,"finfish","epa",0.0302946,3.02946
"Morone saxatilis",764,"finfish","epa",0.108376,10.8376
"Morone saxatilis",765,"finfish","epa",0.202316,20.2316
"Morone saxatilis",766,"finfish","epa",0.144193,14.4193
"Moroteuthis ingens",767,"mollusc","epa",0.167286,16.7286
"Moroteuthis ingens",768,"mollusc","epa",0.154768,15.4768
"Mugil cephalus",772,"finfish","epa",0.170966,17.0966
"Mugil cephalus",773,"finfish","epa",0.189732,18.9732
"Mugil cephalus",774,"finfish","epa",0.0878312,8.78312
"Mugil curema",74,"finfish","epa",0.235769,23.5769
"Mullus barbatus barbatus",1560,"finfish","epa",0.140724,14.0724
"Mullus surmuletus",1326,"finfish","epa",0.348,34.8
"Mycteroperca rubra",788,"finfish","epa",0.0415605,4.15605
"Mytilus galloprovincialis",792,"mollusc","epa",0.323661,32.3661
"Mytilus galloprovincialis",795,"mollusc","epa",0.195078,19.5078
"Nephrops norvegicus",801,"crustacean","epa",0.0165467,1.65467
"Nephrops norvegicus",802,"crustacean","epa",0.0320099,3.20099
"Nephrops norvegicus",803,"crustacean","epa",0.0739988,7.39988
"Nephrops norvegicus",804,"crustacean","epa",0.065331,6.5331
"Nephrops norvegicus",807,"crustacean","epa",0.0520425,5.20425
"Octopus vulgaris",817,"mollusc","epa",0.0376029,3.76029
"Octopus vulgaris",1338,"mollusc","epa",0.037,3.7
"Ompok pabda",1968,"finfish","epa",0.068,6.8
"Oncorhynchus gorbuscha",823,"finfish","epa",0.28941,28.941
"Oncorhynchus mykiss",78,"finfish","epa",0.02513,2.513
"Oncorhynchus tshawytscha",830,"finfish","epa",0.44,44
"Oreochromis mossambicus",1357,"finfish","epa",0.0170034,1.70034
"Oreochromis niloticus",156,"finfish","epa",0.106141,10.6141
"Oreochromis niloticus",855,"finfish","epa",0.01365,1.365
"Oreochromis niloticus",857,"finfish","epa",0.175254,17.5254
"Oreochromis niloticus",858,"finfish","epa",0.02035,2.035
"Oreochromis niloticus",859,"finfish","epa",0.00874,0.874
"Oreochromis niloticus",1288,"finfish","epa",0.0502467,5.02467
"Pagellus bogaraveo",86,"finfish","epa",0.018,1.8
"Pagellus bogaraveo",93,"finfish","epa",0.018,1.8
"Pagellus erythrinus",861,"finfish","epa",0.0745763,7.45763
"Pagrus caeruleostictus",866,"finfish","epa",0.0304056,3.04056
"Pagrus pagrus",867,"finfish","epa",0.0364,3.64
"Pagrus pagrus",868,"finfish","epa",0.02631,2.631
"Palaemon serratus",1339,"crustacean","epa",0.071,7.1
"Palinurus elephas",872,"crustacean","epa",0.259966,25.9966
"Palinurus elephas",873,"crustacean","epa",0.195984,19.5984
"Palinurus vulgaris",874,"crustacean","epa",0.0665844,6.65844
"Pampus punctatissimus",877,"finfish","epa",0.200048,20.0048
"Panaeus brasiliensis",878,"crustacean","epa",0.126,12.6
"Panaeus brasiliensis",879,"crustacean","epa",0.124,12.4
"Panaeus brasiliensis",880,"crustacean","epa",0.1,10
"Panaeus schimitti",905,"crustacean","epa",0.096,9.6
"Panaeus schimitti",906,"crustacean","epa",0.085,8.5
"Pandalus borealis",881,"crustacean","epa",0.0213268,2.13268
"Pangasianodon hypophthalmus",1989,"finfish","epa",0.013,1.3
"Pangasianodon hypophthalmus (juvenile)",1990,"finfish","epa",0.038,3.8
"Paralithodes camtschaticus",887,"crustacean","epa",0.0964598,9.64598
"Paralithodes platypus",888,"crustacean","epa",0.087174,8.7174
"Parona signata",895,"finfish","epa",0.133692,13.3692
"Paulicea luetkeni",1272,"finfish","epa",0.0441486,4.41486
"Pecten maximus",1336,"mollusc","epa",0.105,10.5
"Pegusa lascaris",1130,"finfish","epa",0.0321597,3.21597
"Penaeus kerathurus",901,"crustacean","epa",0.192541,19.2541
"Penaeus kerathurus",902,"crustacean","epa",0.163987,16.3987
"Perca fluviatilis",66,"finfish","epa",0.0472363,4.72363
"Perca fluviatilis",102,"finfish","epa",0.0336469,3.36469
"Perca fluviatilis",147,"finfish","epa",0.0425959,4.25959
"Phycis phycis",936,"finfish","epa",0.017286,1.7286
"Piaractus mesopotamicus",1283,"finfish","epa",0.235238,23.5238
"Pimelodus argenteus",938,"finfish","epa",0.00301504,0.301504
"Pimelodus maculatus",939,"finfish","epa",0.0221547,2.21547
"Pimelodus maculatus",1351,"finfish","epa",0.115256,11.5256
"Pimelodus maculatus",1353,"finfish","epa",0.00980426,0.980426
"Pinirampus pirinampu",941,"finfish","epa",0.0233377,2.33377
"Pinirampus pirinampu",1274,"finfish","epa",0.284944,28.4944
"Plagioscion squamosissimus",1278,"finfish","epa",0.0587391,5.87391
"Pleuronectes platessa",947,"finfish","epa",0.174054,17.4054
"Pogonias cromis",950,"finfish","epa",0.0703152,7.03152
"Pollachius pollachius",1315,"finfish","epa",0.015,1.5
"Pollachius virens",953,"finfish","epa",0.0718836,7.18836
"Pollachius virens",1316,"finfish","epa",0.071,7.1
"Pomacea canaliculata",32,"mollusc","epa",0.000668,0.0668
"Pomatomus saltatrix",1294,"finfish","epa",0.0347709,3.47709
"Portunus pelagicus",960,"crustacean","epa",0.061272,6.1272
"Portunus pelagicus",961,"crustacean","epa",0.11696,11.696
"Potamon sp.",870,"crustacean","epa",0.00441245,0.441245
"Prochilodus lineatus",1279,"finfish","epa",0.0400095,4.00095
"Prochilodus reticulatus",255,"finfish","epa",0.141121,14.1121
"Protopterus aethiopicus",968,"finfish","epa",0.00621,0.621
"Protopterus aethiopicus",969,"finfish","epa",0.02162,2.162
"Protopterus aethiopicus",970,"finfish","epa",0.005,0.5
"Protopterus spp.",971,"finfish","epa",0.379424,37.9424
"Psetta maxima",973,"finfish","epa",0.0941512,9.41512
"Pseudoplatystoma corruscans",1286,"finfish","epa",0.0452303,4.52303
"Puntius brevis",982,"finfish","epa",0.0157454,1.57454
"Puntius sophore",1960,"finfish","epa",0.04,4
"Quidnipagus palatum",1165,"mollusc","epa",0.0246568,2.46568
"Quidnipagus palatum",1166,"mollusc","epa",0.0366029,3.66029
"Quidnipagus palatum",1167,"mollusc","epa",0.0199739,1.99739
"Raja clavata",1332,"finfish","epa",0.017,1.7
"Rapana venosa",1611,"mollusc","epa",0.083,8.3
"Rapana venosa",1612,"mollusc","epa",0.291,29.1
"Rasbora borapetensis",501,"finfish","epa",0.0147701,1.47701
"Rasbora borapetensis",502,"finfish","epa",0.0152976,1.52976
"Rastrineobola argentea",989,"finfish","epa",0.145875,14.5875
"Rhizoprionodon terraenovae",994,"finfish","epa",0.01,1
"Rhomboplites aurorubens",1367,"finfish","epa",0.0226,2.26
"Ruditapes philippinarum",1624,"mollusc","epa",0.208,20.8
"Ruditapes philippinarum",1625,"mollusc","epa",0.103,10.3
