seanuts_id2,species_name,log_concentration,log_length,bulk_trophic_level,feeding_mode,feeding_level,reference,abs_lat
622,Hippoglossus hippoglossus,3.1179499062782403,6.152732694704104,4.28,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),"Ruff N., Fitzgerald R.D., Cross T.F., Kerry J.P. Comparative composition and shelf-life of fillets of wild and cultured turbot (Scophthalmus maximus) and Atlantic halibut (Hippoglossus hippoglossus) (2002) Aquaculture International, 10, 241-256",63.968654
1596,Homarus americanus,2.8390784635086144,3.2188758248682006,3.7,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),"Barrento S., Marques A., Teixeira B., Vaz-Pires P., Nunes M.L. (2009). Nutritional Quality of the edible tissues of Euripean Lobster Homarus gammarus and American Lobster Homarus Americanus. Journal of Agricultural and Food Chemistry 57: 3645 - 3652",43.432073
1597,Homarus americanus,2.747270914255491,3.2188758248682006,3.7,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),"Barrento S., Marques A., Teixeira B., Vaz-Pires P., Nunes M.L. (2009). Nutritional Quality of the edible tissues of Euripean Lobster Homarus gammarus and American Lobster Homarus Americanus. Journal of Agricultural and Food Chemistry 57: 3645 - 3652",43.432073
1600,Homarus americanus,2.509599262378372,3.2188758248682006,3.7,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),"Barrento S., Marques A., Teixeira B., Vaz-Pires P., Nunes M.L. (2009). Nutritional Quality of the edible tissues of Euripean Lobster Homarus gammarus and American Lobster Homarus Americanus. Journal of Agricultural and Food Chemistry 57: 3645 - 3652",43.432073
1601,Homarus americanus,2.517696472610991,3.2188758248682006,3.7,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),"Barrento S., Marques A., Teixeira B., Vaz-Pires P., Nunes M.L. (2009). Nutritional Quality of the edible tissues of Euripean Lobster Homarus gammarus and American Lobster Homarus Americanus. Journal of Agricultural and Food Chemistry 57: 3645 - 3652",43.432073
1602,Homarus americanus,3.095577608523707,3.2188758248682006,3.7,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),"Barrento S., Marques A., Teixeira B., Vaz-Pires P., Nunes M.L. (2009). Nutritional Quality of the edible tissues of Euripean Lobster Homarus gammarus and American Lobster Homarus Americanus. Journal of Agricultural and Food Chemistry 57: 3645 - 3652",43.432073
625,Huso huso,2.869601996409779,6.684611727667927,4.06,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),"Şengör G.F.Ü., Alakavuk D.Ü., Tosun Ş.Y., Ulusoy Ş. (2010). The chemical and sensory quality of smoked sturgeon (Huso huso): a case study. Journal of Aquatic Food Product Technology 19: 310-317",41.068616
626,Hydrolagus affinis,2.9069010598473755,4.867534450455582,4,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),"Økland H.M.W., Stoknes I.S., Remme J.F., Kjerstad M., Synnes M. (2005). Proximate composition, fatty acid and lipid class composition of the muscle from deep-sea teleosts and elasmobranchs. Comp Biochem Physiolog B 140: 437-443",57.596278
627,Hyperoglyphe antarctica,2.9444389791664403,4.74493212836325,3.95,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),Vlieg P. (1985). Proximate analysis of commercial New Zealand fish species - 4. New Zealand Journal of Technology 1: 245-249,40.900557
629,Hyporhamphus ihi,3.0252910757955354,3.258096538021482,3.22,selective plankton feeding,mainly animals (troph. 2.8 and up),Vlieg P. (1985). Proximate analysis of commercial New Zealand fish species - 4. New Zealand Journal of Technology 1: 245-249,40.900557
630,Ictalurus punctatus,2.772588722239781,4.882801922586371,3.4000000950000002,variable,mainly animals (troph. 2.8 and up),"Nettleton J.A., Exler J. (1992). Nutrients in wild and farmed fish and shellfish. Journal of Food Science 57(2): 257-260",31.444178
631,Ictalurus punctatus,2.803360380906535,4.882801922586371,3.4000000950000002,variable,mainly animals (troph. 2.8 and up),"Nettleton J.A., Exler J. (1992). Nutrients in wild and farmed fish and shellfish. Journal of Food Science 57(2): 257-260",31.444178
632,Isopsetta isolepis,2.9652730660692823,4.007333185232471,3.59,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),"Gordon D.T., Roberts G.L., Heintz D.M. (1979). thiamin, riboflavin and niacin content and stability in pacific coast seafoods. J. Agric. Food Chem. 27(3): 483-490",46.25
232,Isurus oxyrinchus,3.044522437723423,5.971261839790462,4.32,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),"Vlieg P., Murray T., Body D.R. (1993). Nutritional data on six Oceanic Pelagic fish species from New Zealand waters. Journal of Food Composition and Analysis 6: 45-54",36.102376
253,Lamna nasus,2.9444389791664403,5.6240175061873385,4.36,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),"Vlieg P., Murray T., Body D.R. (1993). Nutritional data on six Oceanic Pelagic fish species from New Zealand waters. Journal of Food Composition and Analysis 6: 45-54",36.102376
277,Lampris guttatus,3.152736022363656,5.298317366548036,4.22,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),"Vlieg P., Murray T., Body D.R. (1993). Nutritional data on six Oceanic Pelagic fish species from New Zealand waters. Journal of Food Composition and Analysis 6: 45-54",36.102376
649,Lates calcarifer,2.9785861147190205,5.087596335232384,3.829999924,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),"Nurnadia A.A., Azrina A., Amin I. (2011). Proximate composition and energetic value of selected marine fish and shellfish from the West coast of Peninsular Malaysia. International Food Research Journal 18: 137-148",3.144341
650,Lates calcarifer,3.091042453358316,5.087596335232384,3.829999924,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),"Puwastien P., Judprasong K., Kettwan E., Vasanachitt K., Nakngamanong Y., Bhattacharjee L. (1999) Proximate composition of raw and cooked thai freshwater and marine fish. J Food Comp Anal 12: 9-16",9.71212
112,Leuciscus idus,2.9444389791664403,4.442651256490317,3.79,variable,mainly animals (troph. 2.8 and up),"Lazos E.S., Aggelousis G., Alexakis A. (1989). Metal and proximate composition of the edible portion of 11 freshwater fish species. Journal of Food Composition and Analysis 2: 371-381",41.53
113,Leuciscus idus,2.9444389791664403,4.442651256490317,3.79,variable,mainly animals (troph. 2.8 and up),"Lazos E.S., Aggelousis G., Alexakis A. (1989). Metal and proximate composition of the edible portion of 11 freshwater fish species. Journal of Food Composition and Analysis 2: 371-381",41.53
663,Limanda aspera,2.5952547069568657,3.6635616461296463,3.66,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),"Usydus Z., Szlinder-Richert J., Adamczyk M., Szatkowska U. (2011). Marine and farmed fish in the Polish market: Comparison of the nutritional value. Food Chemistry 126: 78-84",22.314446
666,Lithognathus mormyrus,2.8903717578961645,3.8066624897703196,3.42,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),"Karakoltsidis P.A., Zotos A., Constantinides S.M. (1995). Composition of the commercially important mediterranean finfish, crustaceans, and molluscs. Journal of Food Composition and Analysis 8: 258-273",39.019184
667,Lithognathus mormyrus,2.9402195636237325,3.8066624897703196,3.42,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),"Koubaa A., Abdelmouleh A., Bouain A., Mihoubi N.B. (2010). Experimental and statistical investigations of the global chemical composition of six trawling fish of the Gulf of Gabés (Mediterranean Sea). Journal of the Marine Biological Association of the United Kingdom. 1-7 (article in press).",34.208024
274,Liza aurata,3.0587070727153796,4.07753744390572,2.84,variable,plants/detritus+animals (troph. 2.2-2.79),"Pirestani S., Ali Sahari M., Barzegar M., Seyfabadi S.J. (2009). Chemical compositions and minerals of some commercially important fish species from the South Caspian Sea. International Food Research Journal 16: 39-44",35.707481
671,Liza ramada,2.7738379416402132,4.248495242049359,2.34,variable,plants/detritus+animals (troph. 2.2-2.79),"Kalay M., Sangün M.K., Ayas D., Göçer M. (2008). Chemical composition and some trace element levels of thinlip mullet, Liza ramada caught from Mersin Gulf. Ekoloji 17(68): 11-16",36.8
672,Liza ramada,2.825536896557877,4.248495242049359,2.34,variable,plants/detritus+animals (troph. 2.2-2.79),"Kalay M., Sangün M.K., Ayas D., Göçer M. (2008). Chemical composition and some trace element levels of thinlip mullet, Liza ramada caught from Mersin Gulf. Ekoloji 17(68): 11-16",36.8
673,Liza ramada,2.8713021951758138,4.248495242049359,2.34,variable,plants/detritus+animals (troph. 2.2-2.79),"Kalay M., Sangün M.K., Ayas D., Göçer M. (2008). Chemical composition and some trace element levels of thinlip mullet, Liza ramada caught from Mersin Gulf. Ekoloji 17(68): 11-16",36.8
688,Lota lota,2.856470206220483,5.0238805208462765,4.05,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),"Mai J., Shetty J.K., Kan T.-M., Kinsella J.E. (1980). protein and amino acid composition of select freshwater fish. J. Agric. Food Chem. 28(4): 884-885",42.740759
689,Lutjanus argentimaculatus,3.017982882488811,5.0106352940962555,3.925,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),"Nurnadia A.A., Azrina A., Amin I. (2011). Proximate composition and energetic value of selected marine fish and shellfish from the West coast of Peninsular Malaysia. International Food Research Journal 18: 137-148",3.144341
690,Lutjanus johnii,2.9657883971809187,4.574710978503383,4.19,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),"Nurnadia A.A., Azrina A., Amin I. (2011). Proximate composition and energetic value of selected marine fish and shellfish from the West coast of Peninsular Malaysia. International Food Research Journal 18: 137-148",3.144341
691,Lutjanus malabaricus,2.89591193827178,4.605170185988092,4.09,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),"Puwastien P., Judprasong K., Kettwan E., Vasanachitt K., Nakngamanong Y., Bhattacharjee L. (1999) Proximate composition of raw and cooked thai freshwater and marine fish. J Food Comp Anal 12: 9-16",9.71212
694,Macrodon ancylodon,2.954910279033736,3.8066624897703196,3.9,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),"Méndez E., González R.M., Inocente G., Giudice H., Grompone M.A. (1996). Lipid content and fatty acid composition of fillets of six fishes from the Rio de la Plata. Journal of Food Composition and Analysis 9: 163-170",34.941407
698,Macrourus berglax,2.8154087194227095,4.406719247264253,3.57,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),"Økland H.M.W., Stoknes I.S., Remme J.F., Kjerstad M., Synnes M. (2005). Proximate composition, fatty acid and lipid class composition of the muscle from deep-sea teleosts and elasmobranchs. Comp Biochem Physiolog B 140: 437-443",57.596278
712,Megalaspis cordyla,3.0378334495726262,4.382026634673881,3.91,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),"Nurnadia A.A., Azrina A., Amin I. (2011). Proximate composition and energetic value of selected marine fish and shellfish from the West coast of Peninsular Malaysia. International Food Research Journal 18: 137-148",3.144341
268,Melanogrammus aeglefinus,2.8735646395797834,4.5965618114226725,3.56,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),"Reykdal Ó., Jörundsdóttir H.Ó., Desnica N., Hauksdóttir S., Ragnarsdóttir Þ., Vrac A., Gunnlaugsdóttir H., Pálmadóttir H. (2011). Nutrient value of seafoods – Proximates, minerals, trace elements and fatty acids in products. Matis Report 33-11. ISSN 1670-7192. (In Icelandic with English summary).",63.968654
75,Merlangius merlangus,2.5974910105351463,4.04305126783455,3.57,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),"Özden Ö., Erkan N., Ulusoy Ş. (2010). Determination of mineral composition in three commercial fish species (Solea solea, Mullus surmuletus, and Merlangius merlangus). Environ Monit Assess 170: 353-363",41.008238
122,Merlangius merlangus,2.847232265235547,4.04305126783455,3.57,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),"Özden Ö., Erkan N., Ulusoy Ş. (2010). Determination of mineral composition in three commercial fish species (Solea solea, Mullus surmuletus, and Merlangius merlangus). Environ Monit Assess 170: 353-363",41.008238
125,Merlangius merlangus,2.787477334733532,4.04305126783455,3.57,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),"Özden Ö., Erkan N., Ulusoy Ş. (2010). Determination of mineral composition in three commercial fish species (Solea solea, Mullus surmuletus, and Merlangius merlangus). Environ Monit Assess 170: 353-363",41.008238
146,Merlangius merlangus,2.711377991194885,4.04305126783455,3.57,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),"Özden Ö., Erkan N., Ulusoy Ş. (2010). Determination of mineral composition in three commercial fish species (Solea solea, Mullus surmuletus, and Merlangius merlangus). Environ Monit Assess 170: 353-363",41.008238
721,Merlangius merlangus,2.8903717578961645,4.04305126783455,3.57,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),"Karakoltsidis P.A., Zotos A., Constantinides S.M. (1995). Composition of the commercially important mediterranean finfish, crustaceans, and molluscs. Journal of Food Composition and Analysis 8: 258-273",39.019184
720,Merlangius merlangus euxinus,2.8124102164264526,4.248495242049359,3.57,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),"Güner S., Dincer B., Alemdag N., Colak A., Tüfekci M. (1998). Proximate composition and selected mineral content of commercially important fish species from the Black Sea. J Sci Food Agri 78: 337-342",42.163403
729,Merluccius merluccius,2.772588722239781,4.867534450455582,4.3,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),"Karakoltsidis P.A., Zotos A., Constantinides S.M. (1995). Composition of the commercially important mediterranean finfish, crustaceans, and molluscs. Journal of Food Composition and Analysis 8: 258-273",39.019184
730,Merluccius merluccius,2.833213344056216,4.867534450455582,4.3,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),"Karakoltsidis P.A., Zotos A., Constantinides S.M. (1995). Composition of the commercially important mediterranean finfish, crustaceans, and molluscs. Journal of Food Composition and Analysis 8: 258-273",39.019184
731,Merluccius merluccius,2.8903717578961645,4.867534450455582,4.3,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),"Karakoltsidis P.A., Zotos A., Constantinides S.M. (1995). Composition of the commercially important mediterranean finfish, crustaceans, and molluscs. Journal of Food Composition and Analysis 8: 258-273",39.019184
732,Merluccius merluccius,2.922623801733353,4.867534450455582,4.3,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),"Di Monaco R., Cavella S., Masi P., Sevi A., Caroprese M., Marzano A., Conte A., Del Nobile M.A. (2009). Blue fish burgers: nutritional characterisation and sensory optimisation. International Journal of Food Science and Technology 44: 1634-1641",41.630735
737,Merluccius productus,2.825536896557877,4.31748811353631,3.9800000190000002,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),"Gordon D.T., Roberts G.L., Heintz D.M. (1979). thiamin, riboflavin and niacin content and stability in pacific coast seafoods. J. Agric. Food Chem. 27(3): 483-490",46.25
745,Micropogonias furnieri,3.0301337002713233,4.0943445622221,3.27,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),"Méndez E., González R.M., Inocente G., Giudice H., Grompone M.A. (1996). Lipid content and fatty acid composition of fillets of six fishes from the Rio de la Plata. Journal of Food Composition and Analysis 9: 163-170",34.941407
752,Microstomus pacificus,2.821973947420524,4.127134385045092,3.34,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),"Gordon D.T., Roberts G.L., Heintz D.M. (1979). thiamin, riboflavin and niacin content and stability in pacific coast seafoods. J. Agric. Food Chem. 27(3): 483-490",46.25
30,Monopterus albus,2.9806186357439426,4.605170185988092,2.880000114,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),"Nurhasan M., Maehre H.K., Malde M.K., Stormo S.K., Halwart M., James D., Elvevoll E.O. (2010). Nutritional composition of aquatic species inLaotian rice field systems. Journal of Food Composition and Analysis 23:205-213",14.903036
759,Mora moro,2.8678989020441064,4.382026634673881,3.75,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),"Økland H.M.W., Stoknes I.S., Remme J.F., Kjerstad M., Synnes M. (2005). Proximate composition, fatty acid and lipid class composition of the muscle from deep-sea teleosts and elasmobranchs. Comp Biochem Physiolog B 140: 437-443",57.596278
38,Mormyrus rume,2.954910279033736,4.605170185988092,2.48,grazing on aquatic plants,plants/detritus+animals (troph. 2.2-2.79),"Otitologbon S.A., Agbaji E.B., Peters O.A., Oniye S.J. (1997). Proximate and mineral composition of three Nigerian freshwater fishes. J Sci Food Agric 75: 312-314",11.066667
760,Morone saxatilis,2.797281334830153,5.099866427824199,4.47,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),"Karahadian C., Fowler K.P., Dyveke H.C. (1995). Comparison of chemical composition of striped bass (Morone saxatilis) from three Chesapeake Bay tributaries with those of two aquaculture hybrid striped bass types. Food Chemistry 54(4): 409-418",38.348222
761,Morone saxatilis,2.89591193827178,5.099866427824199,4.47,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),"Karahadian C., Fowler K.P., Dyveke H.C. (1995). Comparison of chemical composition of striped bass (Morone saxatilis) from three Chesapeake Bay tributaries with those of two aquaculture hybrid striped bass types. Food Chemistry 54(4): 409-418",39.035249
762,Morone saxatilis,2.9444389791664403,5.099866427824199,4.47,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),"Karahadian C., Fowler K.P., Dyveke H.C. (1995). Comparison of chemical composition of striped bass (Morone saxatilis) from three Chesapeake Bay tributaries with those of two aquaculture hybrid striped bass types. Food Chemistry 54(4): 409-418",38.348222
763,Morone saxatilis,2.954910279033736,5.099866427824199,4.47,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),"Karahadian C., Fowler K.P., Dyveke H.C. (1995). Comparison of chemical composition of striped bass (Morone saxatilis) from three Chesapeake Bay tributaries with those of two aquaculture hybrid striped bass types. Food Chemistry 54(4): 409-418",39.417895
764,Morone saxatilis,2.975529566236472,5.099866427824199,4.47,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),"Karahadian C., Fowler K.P., Dyveke H.C. (1995). Comparison of chemical composition of striped bass (Morone saxatilis) from three Chesapeake Bay tributaries with those of two aquaculture hybrid striped bass types. Food Chemistry 54(4): 409-418",38.174196
765,Morone saxatilis,3.0155349008501706,5.099866427824199,4.47,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),"Karahadian C., Fowler K.P., Dyveke H.C. (1995). Comparison of chemical composition of striped bass (Morone saxatilis) from three Chesapeake Bay tributaries with those of two aquaculture hybrid striped bass types. Food Chemistry 54(4): 409-418",38.348222
766,Morone saxatilis,3.086486636822455,5.099866427824199,4.47,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),"Karahadian C., Fowler K.P., Dyveke H.C. (1995). Comparison of chemical composition of striped bass (Morone saxatilis) from three Chesapeake Bay tributaries with those of two aquaculture hybrid striped bass types. Food Chemistry 54(4): 409-418",39.035249
769,Mugil cephalus,2.8903717578961645,4.787491742782046,2.48,variable,mainly plants/detritus (troph. 2-2.19),"Karakoltsidis P.A., Zotos A., Constantinides S.M. (1995). Composition of the commercially important mediterranean finfish, crustaceans, and molluscs. Journal of Food Composition and Analysis 8: 258-273",39.019184
770,Mugil cephalus,2.995732273553991,4.787491742782046,2.48,variable,mainly plants/detritus (troph. 2-2.19),"Karakoltsidis P.A., Zotos A., Constantinides S.M. (1995). Composition of the commercially important mediterranean finfish, crustaceans, and molluscs. Journal of Food Composition and Analysis 8: 258-273",39.019184
771,Mugil cephalus,3.044522437723423,4.787491742782046,2.48,variable,mainly plants/detritus (troph. 2-2.19),"Karakoltsidis P.A., Zotos A., Constantinides S.M. (1995). Composition of the commercially important mediterranean finfish, crustaceans, and molluscs. Journal of Food Composition and Analysis 8: 258-273",39.019184
100,Mullus surmuletus,2.859339648648436,3.6888794541139363,3.46,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),"Özden Ö., Erkan N., Ulusoy Ş. (2010). Determination of mineral composition in three commercial fish species (Solea solea, Mullus surmuletus, and Merlangius merlangus). Environ Monit Assess 170: 353-363",41.008238
107,Mullus surmuletus,2.8100049236252036,3.6888794541139363,3.46,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),"Özden Ö., Erkan N., Ulusoy Ş. (2010). Determination of mineral composition in three commercial fish species (Solea solea, Mullus surmuletus, and Merlangius merlangus). Environ Monit Assess 170: 353-363",41.008238
133,Mullus surmuletus,2.9386326815134183,3.6888794541139363,3.46,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),"Özden Ö., Erkan N., Ulusoy Ş. (2010). Determination of mineral composition in three commercial fish species (Solea solea, Mullus surmuletus, and Merlangius merlangus). Environ Monit Assess 170: 353-363",41.008238
137,Mullus surmuletus,2.7186603802142257,3.6888794541139363,3.46,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),"Özden Ö., Erkan N., Ulusoy Ş. (2010). Determination of mineral composition in three commercial fish species (Solea solea, Mullus surmuletus, and Merlangius merlangus). Environ Monit Assess 170: 353-363",41.008238
785,Mullus surmuletus,2.9739977814079848,3.6888794541139363,3.46,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),"Koubaa A., Abdelmouleh A., Bouain A., Mihoubi N.B. (2010). Experimental and statistical investigations of the global chemical composition of six trawling fish of the Gulf of Gabés (Mediterranean Sea). Journal of the Marine Biological Association of the United Kingdom. 1-7 (article in press).",34.208024
786,Mustelus lenticulatus,3.0633909220278057,4.8283137373023015,3.5,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),Vlieg P. (1985). Proximate analysis of commercial New Zealand fish species - 4. New Zealand Journal of Technology 1: 245-249,40.900557
797,Nemipterus japonicus,2.89977188240808,3.4657359027997265,3.7699999809999998,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),"Nurnadia A.A., Azrina A., Amin I. (2011). Proximate composition and energetic value of selected marine fish and shellfish from the West coast of Peninsular Malaysia. International Food Research Journal 18: 137-148",3.144341
811,Notothenia neglecta,2.9496883350525844,3.8066624897703196,3.26,hunting macrofauna (predator),plants/detritus+animals (troph. 2.2-2.79),Oehlenschläger J. (1991). Chemical composition of the flesh and other tissues of Antarctic fish species of the families Channichthyidae and Nototheniidae. Food Chemistry 40: 159-167,82.862752
813,Oblada melanura,2.9444389791664403,3.5263605246161616,3.38,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),"Karakoltsidis P.A., Zotos A., Constantinides S.M. (1995). Composition of the commercially important mediterranean finfish, crustaceans, and molluscs. Journal of Food Composition and Analysis 8: 258-273",39.019184
821,Odax pullus,2.884800712846709,3.6888794541139363,2.73,browsing on substrate,mainly plants/detritus (troph. 2-2.19),Vlieg P. (1985). Proximate analysis of commercial New Zealand fish species - 4. New Zealand Journal of Technology 1: 245-249,40.900557
824,Oncorhynchus kisutch,3.0204248861443626,4.584967478670572,4.18,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),"Nettleton J.A., Exler J. (1992). Nutrients in wild and farmed fish and shellfish. Journal of Food Science 57(2): 257-260",48.368122
825,Oncorhynchus kisutch,3.095577608523707,4.584967478670572,4.18,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),"Nettleton J.A., Exler J. (1992). Nutrients in wild and farmed fish and shellfish. Journal of Food Science 57(2): 257-260",48.368122
78,Oncorhynchus mykiss,3.0378334495726262,4.787491742782046,3.53,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),"Córser P.I., Ferrari G.T., De Martinez Y.B. (2000). Análisis proximal, perfil de ácidos grasos, aminoácidos esenciales y contendido de minerales en doce especies de pescado de importancia comercial en Venezuela. Archivos Latinoamericanos de Nutritcion 50(2): 187-194",10.654451
157,Oncorhynchus nerka,3.295836866004329,4.430816798843313,3.23,selective plankton feeding,mainly animals (troph. 2.8 and up),"Kuhnlein H.V., Chan H.M., Leggee C., Barthet V. (2002). Macronutrient, mineral and fatty acid composition of Canadian arctic traditional foo. Journal of Food Composition and Analysis 15: 545-566",67.524849
160,Oncorhynchus nerka,2.9444389791664403,4.430816798843313,3.23,selective plankton feeding,mainly animals (troph. 2.8 and up),"Kuhnlein H.V., Chan H.M., Leggee C., Barthet V. (2002). Macronutrient, mineral and fatty acid composition of Canadian arctic traditional foo. Journal of Food Composition and Analysis 15: 545-566",67.524849
273,Oncorhynchus nerka,3.044522437723423,4.430816798843313,3.23,selective plankton feeding,mainly animals (troph. 2.8 and up),"Kuhnlein H.V., Chan H.M., Leggee C., Barthet V. (2002). Macronutrient, mineral and fatty acid composition of Canadian arctic traditional foo. Journal of Food Composition and Analysis 15: 545-566",67.524849
278,Oncorhynchus nerka,2.9444389791664403,4.430816798843313,3.23,selective plankton feeding,mainly animals (troph. 2.8 and up),"Kuhnlein H.V., Chan H.M., Leggee C., Barthet V. (2002). Macronutrient, mineral and fatty acid composition of Canadian arctic traditional foo. Journal of Food Composition and Analysis 15: 545-566",67.524849
829,Oncorhynchus tshawytscha,3.0041963519661206,4.944020544776742,3.83,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),"Gordon D.T., Roberts G.L., Heintz D.M. (1979). thiamin, riboflavin and niacin content and stability in pacific coast seafoods. J. Agric. Food Chem. 27(3): 483-490",45.867615
831,Ophiodon elongatus,2.9096295745005794,4.930870325627393,4.32,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),"Gordon D.T., Roberts G.L., Heintz D.M. (1979). thiamin, riboflavin and niacin content and stability in pacific coast seafoods. J. Agric. Food Chem. 27(3): 483-490",46.25
15,Oreochromis niloticus,2.7819200496686656,4.0943445622221,2.0199999809999998,browsing on substrate,mainly plants/detritus (troph. 2-2.19),"Otitologbon S.A., Agbaji E.B., Peters O.A., Oniye S.J. (1997). Proximate and mineral composition of three Nigerian freshwater fishes. J Sci Food Agric 75: 312-314",11.066667
156,Oreochromis niloticus,3.15016862685841,4.0943445622221,2.0199999809999998,browsing on substrate,mainly plants/detritus (troph. 2-2.19),"Córser P.I., Ferrari G.T., De Martinez Y.B. (2000). Análisis proximal, perfil de ácidos grasos, aminoácidos esenciales y contendido de minerales en doce especies de pescado de importancia comercial en Venezuela. Archivos Latinoamericanos de Nutritcion 50(2): 187-194",10.654451
839,Oreochromis niloticus,2.9856819377004897,4.0943445622221,2.0199999809999998,browsing on substrate,mainly plants/detritus (troph. 2-2.19),"Puwastien P., Judprasong K., Kettwan E., Vasanachitt K., Nakngamanong Y., Bhattacharjee L. (1999) Proximate composition of raw and cooked thai freshwater and marine fish. J Food Comp Anal 12: 9-16",15.484682
1554,Oreochromis niloticus,2.8735646395797834,4.0943445622221,2.0199999809999998,browsing on substrate,mainly plants/detritus (troph. 2-2.19),"Caula F.C.B., de Oliveira M.P., Maiaa E.L. (2008). Teor de colesterol e composição centesimal de algumas especies de peixes do estado do Ceará. Ciência e Tecnologia de Alimentos 28(4): 959-963",3.731862
863,Pagellus erythrinus,2.9714395809849465,4.0943445622221,3.46,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),"Koubaa A., Abdelmouleh A., Bouain A., Mihoubi N.B. (2010). Experimental and statistical investigations of the global chemical composition of six trawling fish of the Gulf of Gabés (Mediterranean Sea). Journal of the Marine Biological Association of the United Kingdom. 1-7 (article in press).",34.208024
865,Pagrus caeruleostictus,2.89977188240808,4.499809670330265,3.66,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),"Koubaa A., Abdelmouleh A., Bouain A., Mihoubi N.B. (2010). Experimental and statistical investigations of the global chemical composition of six trawling fish of the Gulf of Gabés (Mediterranean Sea). Journal of the Marine Biological Association of the United Kingdom. 1-7 (article in press).",34.208024
867,Pagrus pagrus,3.068052935133617,4.31748811353631,3.55,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),"Miniadis-Meimaroglou S., Dimizas C., Loukas V., Moukas A., Vlachos A., Thomaidis N., Paraskevopoulou V., Dasenakis M. (2007). Proximate composition, fatty acids, cholesterol, minerals in frozen red porgy. Chemistry and Physics of Lipids 146: 104-110",14.764504
875,Pampus argenteus,2.924773184613497,4.0943445622221,3.23,selective plankton feeding,mainly animals (troph. 2.8 and up),"Nurnadia A.A., Azrina A., Amin I. (2011). Proximate composition and energetic value of selected marine fish and shellfish from the West coast of Peninsular Malaysia. International Food Research Journal 18: 137-148",3.144341
