taxize_name,scientific_name,asfis_scientific_name,genus_species,obs_id,submitted_name,subgroup,common_name,body_part,food_name_in_english,biblio_id,location,season,comments_on_data_processing_methods,publication_year,food_item_id,nutrient,concentration,dri_per
Metapenaeus monoceros,Metapenaeus monoceros,Metapenaeus monoceros,Metapenaeus monoceros,bc1026,Metapenaeus monoceros,Crustacean,Speckled shrimp,NA,"Speckled shrimp, wild, edible muscle tissue, raw",fi172,"Turkey, off Karataş, east Mediterranean Sea",Apr 2001,NA,2006,0901045,calcium,60.4,5.033333333333333
Metapenaeus monoceros,Metapenaeus monoceros,Metapenaeus monoceros,Metapenaeus monoceros,bc1027,Metapenaeus monoceros,Crustacean,Speckled shrimp,NA,"Speckled shrimp, wild, edible muscle tissue, raw",fi172,"Turkey, off Karataş, east Mediterranean Sea",Jul 2001,NA,2006,0901046,calcium,59.1,4.925
Metapenaeus monoceros,Metapenaeus monoceros,Metapenaeus monoceros,Metapenaeus monoceros,bc1028,Metapenaeus monoceros,Crustacean,Speckled shrimp,NA,"Speckled shrimp, wild, edible muscle tissue, raw",fi172,"Turkey, off Karataş, east Mediterranean Sea",Oct 2001,NA,2006,0901047,calcium,59.9,4.991666666666666
Portunus pelagicus,Portunus pelagicus,Portunus pelagicus,Portunus pelagicus,bc1033,Portunus pelagicus,Crustacean,Blue swimming crab,NA,"Crab, wild, female, meat, raw",fi175,"Bahrain, offshore/inshore fishing grounds",NA,FAT-/PROT- (analyzed according to AOAC 1990); CD content: tr < 20mcg/100g,2005,0901052,calcium,112,9.333333333333334
Portunus pelagicus,Portunus pelagicus,Portunus pelagicus,Portunus pelagicus,bc1035,Portunus pelagicus,Crustacean,Blue swimming crab,NA,"Crab, wild, male, meat, raw",fi175,"Bahrain, offshore/inshore fishing grounds",NA,FAT-/PROT- (analyzed according to AOAC 1990); CD content: tr < 20mcg/100g,2005,0901054,calcium,115,9.583333333333334
Barbodes altus,Barbodes altus,Cyprinidae,Cyprinidae,bc1058,Cyprinidae,Finfish,Cyprinids nei,muscle_organs,"cleaned fish, raw",fi184,"Cambodia, Kampong Chhnang, Kandal Phnom Penh","Oct, Nov 2001",Minerals expressed per DM - conversion to FW; DM (%) provided by Author,2007,0901077,calcium,870.264,72.52199999999999
Barbonymus gonionotus,Barbodes gonionotus,Cyprinidae,Cyprinidae,bc1059,Cyprinidae,Finfish,Cyprinids nei,muscle_organs,"cleaned fish, raw",fi184,"Cambodia, Kampong Chhnang, Kandal Phnom Penh","Oct, Nov 2001",Minerals expressed per DM - conversion to FW; DM (%) provided by Author,2007,0901078,calcium,636.888,53.074
Channa marulius,Channa marulius,Channa marulius,Channa marulius,bc1060,Channa marulius,Finfish,NA,muscle_organs,"cleaned fish, raw",fi184,"Cambodia, Kampong Chhnang, Kandal Phnom Penh","Oct, Nov 2001",Minerals expressed per DM - conversion to FW; DM (%) provided by Author,2007,0901079,calcium,1306.452,108.87100000000001
Channa micropeltes,Channa micropeltes,Channa micropeltes,Channa micropeltes,bc1061,Channa micropeltes,Finfish,Indonesian snakehead,muscle_organs,"Indonesian snakehead, cleaned fish, raw",fi184,"Cambodia, Kampong Chhnang, Kandal Phnom Penh","Oct, Nov 2001",Minerals expressed per DM - conversion to FW; DM (%) provided by Author,2007,0901080,calcium,1085.841,90.48675
Cyclocheilichthys apogon,Cyclocheilichthys apogon,Cyclocheilichthys apogon,Cyclocheilichthys apogon,bc1062,Cyclocheilichthys apogon,Finfish,Beardless barb,muscle_organs,"Beardless barb, cleaned fish, raw",fi184,"Cambodia, Kampong Chhnang, Kandal Phnom Penh","Oct, Nov 2001",Minerals expressed per DM - conversion to FW; DM (%) provided by Author,2007,0901081,calcium,1130.22,94.185
Dermogenys pusilla,Dermogenys pusilla,Hemiramphus spp,Hemiramphus spp,bc1063,Hemiramphus spp,Finfish,Halfbeaks nei,muscle_organs,"cleaned fish, raw",fi184,"Cambodia, Kampong Chhnang, Kandal Phnom Penh","Oct, Nov 2001",Minerals expressed per DM - conversion to FW; DM (%) provided by Author,2007,0901082,calcium,976.768,81.39733333333334
Dermogenys pusilla,Dermogenys pusilla juv.,Hemiramphus spp,Hemiramphus spp,bc1064,Hemiramphus spp,Finfish,Halfbeaks nei,muscle_organs,"cleaned fish, raw",fi184,"Cambodia, Kampong Chhnang, Kandal Phnom Penh","Oct, Nov 2001",Minerals expressed per DM - conversion to FW; DM (%) provided by Author,2007,0901083,calcium,1174,97.83333333333334
Esomus longilamus,Esomus longilamus,Cyprinidae,Cyprinidae,bc1065,Cyprinidae,Finfish,Cyprinids nei,muscle_organs,"cleaned fish, raw",fi184,"Cambodia, Kampong Chhnang, Kandal Phnom Penh","Oct, Nov 2001",Minerals expressed per DM - conversion to FW; DM (%) provided by Author,2007,0901084,calcium,728.35,60.69583333333334
Euryglossa panoides,Euryglossa panoides,Soleidae,Soleidae,bc1066,Soleidae,Finfish,Soles nei,muscle_organs,"cleaned fish, raw",fi184,"Cambodia, Kampong Chhnang, Kandal Phnom Penh","Oct, Nov 2001",Minerals expressed per DM - conversion to FW; DM (%) provided by Author,2007,0901085,calcium,1032.528,86.044
Helostoma temminckii,Helostoma temmincki,Helostoma temminckii,Helostoma temminckii,bc1067,Helostoma temminckii,Finfish,Kissing gourami,muscle_organs,"Kissing gourami, cleaned fish, raw",fi184,"Cambodia, Kampong Chhnang, Kandal Phnom Penh","Oct, Nov 2001",Minerals expressed per DM - conversion to FW; DM (%) provided by Author,2007,0901086,calcium,1225.152,102.096
Osteochilus hasselti,Osteochilus hasselti,Osteochilus hasselti,Osteochilus hasselti,bc1068,Osteochilus hasselti,Finfish,Nilem carp,muscle_organs,"Nilem carp, cleaned fish, raw",fi184,"Cambodia, Kampong Chhnang, Kandal Phnom Penh","Oct, Nov 2001",Minerals expressed per DM - conversion to FW; DM (%) provided by Author,2007,0901087,calcium,1103.31,91.9425
Parachela siamensis,Parachela siamensis,NA,Parachela siamensis,bc1069,Parachela siamensis,Finfish,NA,muscle_organs,"cleaned fish, raw",fi184,"Cambodia, Kampong Chhnang, Kandal Phnom Penh","Oct, Nov 2001",Minerals expressed per DM - conversion to FW; DM (%) provided by Author,2007,0901088,calcium,777.843,64.82025
Rasbora tawarensis,Rasbora torniere,Rasbora tawarensis,Rasbora tawarensis,bc1070,Rasbora tawarensis,Finfish,NA,muscle_organs,"cleaned fish, raw",fi184,"Cambodia, Kampong Chhnang, Kandal Phnom Penh","Oct, Nov 2001",Minerals expressed per DM - conversion to FW; DM (%) provided by Author,2007,0901089,calcium,812.592,67.716
Trichogaster microlepis,Trichogaster microlepis,Trichogaster spp,Trichogaster spp,bc1071,Trichogaster spp,Finfish,Gouramis nei,muscle_organs,"cleaned fish, raw",fi184,"Cambodia, Kampong Chhnang, Kandal Phnom Penh","Oct, Nov 2001",Minerals expressed per DM - conversion to FW; DM (%) provided by Author,2007,0901090,calcium,1502.817,125.23474999999999
Parambassis wolffii,Parambassis wollfi,Ambassidae,Ambassidae,bc1072,Ambassidae,Finfish,Glassfishes,muscle_organs,"cleaned fish, raw",fi184,"Cambodia, Kampong Chhnang, Kandal Phnom Penh","Oct, Nov 2001",Minerals expressed per DM - conversion to FW; DM (%) provided by Author,2007,0901091,calcium,1252.608,104.38399999999999
Puntioplites proctozystron,Puntioplites proctozysrom,Puntioplites proctozystron,Puntioplites proctozystron,bc1073,Puntioplites proctozystron,Finfish,NA,muscle_organs,"cleaned fish, raw",fi184,"Cambodia, Kampong Chhnang, Kandal Phnom Penh","Oct, Nov 2001",Minerals expressed per DM - conversion to FW; DM (%) provided by Author,2007,0901092,calcium,851.73,70.9775
Aphanopus carbo,Aphanopus carbo,Aphanopus carbo,Aphanopus carbo,bc112,Aphanopus carbo,Finfish,Black scabbardfish,muscle_skinless,"Black scabbardfish, wild, skinless fillets, raw",fi25,"Portugal, caught off Sesimbra",Jan 2007-Jan 2008,FA converted using XFA,2009,0900112,calcium,11.9,0.9916666666666667
Hexaplex trunculus,Hexaplex trunculus,Gastropoda,Gastropoda,bc1138,Gastropoda,Mollusc,Gastropods nei,NA,"Marine snail, muscle, raw",fi211,"Tunisia, coast (sampled at fish market, Sfax city)",NA,proximates and AA expressed per DM - conversion to FW; FA converted using XFA,2011,0901177,calcium,674.4,56.199999999999996
Aphanopus carbo,Aphanopus carbo,Aphanopus carbo,Aphanopus carbo,bc114,Aphanopus carbo,Finfish,Black scabbardfish,muscle_skinless,"Black scabbardfish, wild, skinless fillets, raw",fi25,"Portugal, caught off Sesimbra",Jan 2007-Jan 2008,NA,2009,0900114,calcium,14,1.1666666666666667
Rutilus rutilus,Rutilus rutilus,Rutilus rutilus,Rutilus rutilus,bc117,Rutilus rutilus,Finfish,Roach,muscle,"Roach, wild, dorsal muscle, raw",fi26,"Poland, Kisajno Lake",Jun 1997,Minerals given per DM - conversion to FW,2009,0900117,calcium,21.63168,1.8026399999999998
Rutilus rutilus,Rutilus rutilus,Rutilus rutilus,Rutilus rutilus,bc118,Rutilus rutilus,Finfish,Roach,muscle,"Roach, wild, dorsal muscle, raw",fi26,"Poland, Niegocin Lake",Jun 1997,Minerals given per DM - conversion to FW,2009,0900118,calcium,12.78024,1.0650199999999999
Rutilus rutilus,Rutilus rutilus,Rutilus rutilus,Rutilus rutilus,bc119,Rutilus rutilus,Finfish,Roach,muscle,"Roach, wild, dorsal muscle, raw",fi26,"Poland, Kisajno Lake",Jun 1997,Minerals given per DM - conversion to FW,2009,0900119,calcium,13.01955,1.0849625
Rutilus rutilus,Rutilus rutilus,Rutilus rutilus,Rutilus rutilus,bc120,Rutilus rutilus,Finfish,Roach,muscle,"Roach, wild, dorsal muscle, raw",fi26,"Poland, Dargin Lake",Jun 1997,Minerals given per DM - conversion to FW,2009,0900120,calcium,19.12406,1.5936716666666666
Gadus morhua,Gadus morhua,Gadus morhua,Gadus morhua,bc1208,Gadus morhua,Finfish,Atlantic cod,muscle,"Atlantic cod, wild, fillet, raw",im11,"Iceland, North Atlantic",NA,NA,2011,0901247,calcium,8.7,0.725
Rutilus rutilus,Rutilus rutilus,Rutilus rutilus,Rutilus rutilus,bc121,Rutilus rutilus,Finfish,Roach,muscle,"Roach, wild, dorsal muscle, raw",fi26,"Poland, Niegocin Lake",Jun 1997,Minerals given per DM - conversion to FW,2009,0900121,calcium,19.49744,1.6247866666666666
Pleuronectes platessa,Pleuronectes platessa,Pleuronectes platessa,Pleuronectes platessa,bc1210,Pleuronectes platessa,Finfish,European plaice,muscle,"European plaice, wild, fillet with skin, raw",im11,"Iceland, North Atlantic",NA,NA,2011,0901249,calcium,28,2.3333333333333335
Reinhardtius hippoglossoides,Reinhardtius hippoglossoides,Reinhardtius hippoglossoides,Reinhardtius hippoglossoides,bc1211,Reinhardtius hippoglossoides,Finfish,Greenland halibut,muscle,"Greenland halibut, wild, fillet, raw",im11,"Iceland, North Atlantic",NA,NA,2011,0901250,calcium,5.9,0.49166666666666675
Melanogrammus aeglefinus,Melanogrammus aeglefinus,Melanogrammus aeglefinus,Melanogrammus aeglefinus,bc1212,Melanogrammus aeglefinus,Finfish,Haddock,muscle,"Haddock, wild, fillet, raw",im11,"Iceland, North Atlantic",NA,NA,2011,0901251,calcium,7.8,0.65
Cyclopterus lumpus,Cyclopterus lumpus,Cyclopterus lumpus,Cyclopterus lumpus,bc1213,Cyclopterus lumpus,Finfish,Lumpfish(=Lumpsucker),muscle,"Lumpsucker, wild, male, fillet, raw",im11,"Iceland, North Atlantic",NA,NA,2011,0901252,calcium,7.9,0.6583333333333333
Pollachius virens,Pollachius virens,Pollachius virens,Pollachius virens,bc1214,Pollachius virens,Finfish,Saithe(=Pollock),muscle,"Pollock, saithe, wild, fillet, raw",im11,"Iceland, North Atlantic",NA,NA,2011,0901253,calcium,10,0.8333333333333334
Sebastes mentella,"Sebastes mentella (Travin, 1951)",Sebastes mentella,Sebastes mentella,bc1215,Sebastes mentella,Finfish,Beaked redfish,muscle,"Deepwater redfish, wild, fillet, raw",im11,"Iceland, North Atlantic",NA,NA,2011,0901254,calcium,12,1
Sebastes marinus,Sebastes marinus,Sebastes marinus,Sebastes marinus,bc1216,Sebastes marinus,Finfish,Golden redfish,muscle,"Ocean perch, wild, fillet, raw",im11,"Iceland, North Atlantic",NA,NA,2011,0901255,calcium,13,1.0833333333333335
Anarhichas lupus,Anarhichas lupus,Anarhichas lupus,Anarhichas lupus,bc1217,Anarhichas lupus,Finfish,Atlantic wolffish,muscle,"Wolf-fish, wild, fillet, raw",im11,"Iceland, North Atlantic",NA,NA,2011,0901256,calcium,6.8,0.5666666666666667
Nephrops norvegicus,Nephrops norvegicus,Nephrops norvegicus,Nephrops norvegicus,bc1218,Nephrops norvegicus,Crustacean,Norway lobster,NA,"Lobster, wild, raw",im11,"Iceland, North Atlantic",NA,NA,2011,0901257,calcium,72,6
Abramis brama,Abramis brama,Abramis brama,Abramis brama,bc122,Abramis brama,Finfish,Freshwater bream,muscle,"Bream, wild, dorsal muscle, raw",fi26,"Poland, Niegocin Lake",Jun 1997,Minerals given per DM - conversion to FW,2009,0900122,calcium,20.91808,1.7431733333333335
Arctica islandica,Arctica islandica,Arctica islandica,Arctica islandica,bc1220,Arctica islandica,Mollusc,Ocean quahog,NA,"Ocean quahog, wild, raw",im11,"Iceland, North Atlantic",NA,NA,2011,0901259,calcium,62.9,5.241666666666667
Cyclopterus lumpus,Cyclopterus lumpus,Cyclopterus lumpus,Cyclopterus lumpus,bc1222,Cyclopterus lumpus,Finfish,Lumpfish(=Lumpsucker),eggs,"Lumpsucker, roe, wild, raw",im11,"Iceland, North Atlantic",NA,NA,2011,0901261,calcium,16,1.3333333333333335
Mallotus villosus,"Mallotus villosus (Müller, 1776)",Mallotus villosus,Mallotus villosus,bc1223,Mallotus villosus,Finfish,Capelin,eggs,"Capelin, roe, wild, raw",im11,"Iceland, North Atlantic",NA,NA,2011,0901262,calcium,39,3.25
Cyclopterus lumpus,Cyclopterus lumpus,Cyclopterus lumpus,Cyclopterus lumpus,bc1224,Cyclopterus lumpus,Finfish,Lumpfish(=Lumpsucker),liver,"Lumpsucker, wild, male, liver, raw",im11,"Iceland, North Atlantic",NA,NA,2011,0901263,calcium,4.5,0.375
Gadus morhua,Gadus morhua,Gadus morhua,Gadus morhua,bc1225,Gadus morhua,Finfish,Atlantic cod,eggs,"Atlantic cod, roe, wild, raw",im11,"Iceland, North Atlantic",NA,NA,2011,0901264,calcium,8.2,0.6833333333333332
Abramis brama,Abramis brama,Abramis brama,Abramis brama,bc123,Abramis brama,Finfish,Freshwater bream,muscle,"Bream, wild, dorsal muscle, raw",fi26,"Poland, Kisajno Lake",Jun 1997,Minerals given per DM - conversion to FW,2009,0900123,calcium,11.59704,0.96642
Abramis brama,Abramis brama,Abramis brama,Abramis brama,bc124,Abramis brama,Finfish,Freshwater bream,muscle,"Bream, wild, dorsal muscle, raw",fi26,"Poland, Dargin Lake",Jun 1997,Minerals given per DM - conversion to FW,2009,0900124,calcium,11.4597,0.9549749999999999
Abramis brama,Abramis brama,Abramis brama,Abramis brama,bc125,Abramis brama,Finfish,Freshwater bream,muscle,"Bream, wild, dorsal muscle, raw",fi26,"Poland, Dargin Lake",Jun 1997,Minerals given per DM - conversion to FW,2009,0900125,calcium,12.10548,1.00879
Velesunio ambiguus,Velesunio ambiguus,NA,Velesunio ambiguus,bc1259,Velesunio ambiguus,Mollusc,NA,NA,"Freshwater mussel, wild, raw",jd1,Australia,NA,NA,1983,0901298,calcium,124,10.333333333333334
Coregonus albula,Coregonus albula,Coregonus albula,Coregonus albula,bc126,Coregonus albula,Finfish,Vendace,muscle,"Vendace, wild, dorsal muscle, raw",fi26,"Poland, Dargin Lake",Jun 1997,Minerals given per DM - conversion to FW,2009,0900126,calcium,12.63352,1.0527933333333335
Coregonus albula,Coregonus albula,Coregonus albula,Coregonus albula,bc127,Coregonus albula,Finfish,Vendace,muscle,"Vendace, wild, dorsal muscle, raw",fi26,"Poland, Dargin Lake",Jun 1997,Minerals given per DM - conversion to FW,2009,0900127,calcium,14.00058,1.166715
Palaemonidae,Potamon sp.,Palaemonidae,Palaemonidae,bc1271,Palaemonidae,Crustacean,NA,NA,"Freshwater crab, wild, (only dorsal and ventral carapace peeled), raw",fi103,"Laos, Champasak and Savannakhet, rice field ecosystems",dry season,FA converted using XFA,2010,0902188,calcium,6800,566.6666666666667
Perca fluviatilis,Perca fluviatilis,Perca fluviatilis,Perca fluviatilis,bc128,Perca fluviatilis,Finfish,European perch,muscle,"European perch, wild, dorsal muscle, raw",fi26,"Poland, Dargin Lake",Jun 1997,Minerals given per DM - conversion to FW,2009,0900128,calcium,18.28692,1.5239099999999999
Sardinella,Sardinella sp.,Sardinella spp,Sardinella spp,bc1282,Sardinella spp,Finfish,Sardinellas nei,muscle,"Flat sardine, wild, skin-on fillet, raw",fi139,Ghana,NA,all values expessed per DM - conversion to FW; FA converted using XFA; tr (minerals) = <0.5 mg/kg DM,1991,0902199,calcium,398.52,33.21
Dentex,Dentex sp.,Dentex spp,Dentex spp,bc1286,Dentex spp,Finfish,Dentex nei,muscle,"Sea bream, wild, skin-on fillet, raw",fi139,Ghana,NA,all values expessed per DM - conversion to FW; FA converted using XFA; tr (minerals) = <0.5 mg/kg DM,1991,0902203,calcium,249.29,20.774166666666666
Perca fluviatilis,Perca fluviatilis,Perca fluviatilis,Perca fluviatilis,bc129,Perca fluviatilis,Finfish,European perch,muscle,"European perch, wild, dorsal muscle, raw",fi26,"Poland, Kisajno Lake",Jun 1997,Minerals given per DM - conversion to FW,2009,0900129,calcium,17.27414,1.4395116666666665
Oreochromis,Tilapia sp.,Oreochromis (=Tilapia) spp,Oreochromis =Tilapia spp,bc1290,Oreochromis =tilapia spp,Finfish,Tilapias nei,muscle,"Tilapia, wild, skin-on fillet, raw",fi139,Ghana,NA,all values expessed per DM - conversion to FW; FA converted using XFA; tr (minerals) = <0.5 mg/kg DM,1991,0902207,calcium,621.6,51.800000000000004
Perca fluviatilis,Perca fluviatilis,Perca fluviatilis,Perca fluviatilis,bc130,Perca fluviatilis,Finfish,European perch,muscle,"European perch, wild, dorsal muscle, raw",fi26,"Poland, Niegocin Lake",Jun 1997,Minerals given per DM - conversion to FW,2009,0900130,calcium,10.20036,0.8500300000000001
Danio dangila,Dangila sp.,Danio dangila,Danio dangila,bc1308,Danio dangila,Finfish,NA,muscle_organs,"cleaned fish, raw",fi184,"Cambodia, Kampong Chhnang, Kandal Phnom Penh","Oct, Nov 2001",Minerals expressed per DM - conversion to FW; DM (%) provided by Author,2007,0902225,calcium,926.25,77.1875
Mytilus,Mytella sp.,Mytilus spp,Mytilus spp,bc1309,Mytilus spp,Mollusc,Sea mussels nei,NA,"Mussel, edible part, raw",fi203,"Brazil, Piauí, Parnaíba delta",NA,minerals expressed per DM - conversion to FW,2007,0902226,calcium,67.763425,5.646952083333334
Perca fluviatilis,Perca fluviatilis,Perca fluviatilis,Perca fluviatilis,bc131,Perca fluviatilis,Finfish,European perch,muscle,"European perch, wild, dorsal muscle, raw",fi26,"Poland, Dargin Lake",Jun 1997,Minerals given per DM - conversion to FW,2009,0900131,calcium,8.79681,0.7330675000000001
Perca fluviatilis,Perca fluviatilis,Perca fluviatilis,Perca fluviatilis,bc132,Perca fluviatilis,Finfish,European perch,muscle,"European perch, wild, dorsal muscle, raw",fi26,"Poland, Kisajno Lake",Jun 1997,Minerals given per DM - conversion to FW,2009,0900132,calcium,11.1042,0.92535
Esox lucius,Esox lucius,Esox lucius,Esox lucius,bc133,Esox lucius,Finfish,Northern pike,muscle,"Pike, wild, dorsal muscle, raw",fi26,"Poland, Kisajno Lake",Jun 1997,Minerals given per DM - conversion to FW,2009,0900133,calcium,11.8859,0.9904916666666665
Esox lucius,Esox lucius,Esox lucius,Esox lucius,bc134,Esox lucius,Finfish,Northern pike,muscle,"Pike, wild, dorsal muscle, raw",fi26,"Poland, Dargin Lake",Jun 1997,Minerals given per DM - conversion to FW,2009,0900134,calcium,10.6455,0.887125
Esox lucius,Esox lucius,Esox lucius,Esox lucius,bc135,Esox lucius,Finfish,Northern pike,muscle,"Pike, wild, dorsal muscle, raw",fi26,"Poland, Dargin Lake",Jun 1997,Minerals given per DM - conversion to FW,2009,0900135,calcium,10.4566,0.8713833333333334
Lota lota,Lota lota,Lota lota,Lota lota,bc136,Lota lota,Finfish,Burbot,muscle,"Burbot, wild, dorsal muscle, raw",fi26,"Poland, Dargin Lake",Jun 1997,Minerals given per DM - conversion to FW,2009,0900136,calcium,11.5947,0.9662249999999999
Mastacembelus armatus,Mastacembelus armatus,NA,Mastacembelus armatus,bc1367,Mastacembelus armatus,Finfish,NA,muscle_organs,"Baim, wild, raw",fi367,"Bangladesh, Mymensingh",Jul-Sep 2012,NA,2015,0902284,calcium,449,37.416666666666664
Glossogobius giuris,Glossogobius giuris,Glossogobius giuris,Glossogobius giuris,bc1368,Glossogobius giuris,Finfish,Tank goby,muscle_organs,"Tank goby, wild, raw",fi367,"Bangladesh, Mymensingh",Jul-Sep 2012,NA,2015,0902285,calcium,790,65.83333333333333
Colisa fasciatus,Colisa fasciata,Colisa fasciatus,Colisa fasciatus,bc1369,Colisa fasciatus,Finfish,Banded gourami,muscle_organs,"Banded gourami, wild, raw",fi367,"Bangladesh, Mymensingh",Jul-Sep 2012,NA,2015,0902286,calcium,1700,141.66666666666669
Pseudambassis ranga,Pseudambassis ranga,NA,Pseudambassis ranga,bc1370,Pseudambassis ranga,Finfish,NA,muscle_organs,"Chanda, wild, raw",fi367,"Bangladesh, Khulna",Jul-Sep 2012,NA,2015,0902287,calcium,1153,96.08333333333333
Gudusia chapra,Gudusia chapra,Gudusia chapra,Gudusia chapra,bc1371,Gudusia chapra,Finfish,Indian river shad,muscle_organs,"Indian river shad, wild, raw",fi367,"Bangladesh, Mymensingh",Jul-Sep 2012,NA,2015,0902288,calcium,1063,88.58333333333334
Chela cachius,Chela cachius,Chela cachius,Chela cachius,bc1372,Chela cachius,Finfish,NA,muscle_organs,"Chela, wild, raw",fi367,"Bangladesh, Mymensingh",Jul-Sep 2012,NA,2015,0902289,calcium,1000,83.33333333333334
Esomus danricus,Esomus danricus,Esomus danricus,Esomus danricus,bc1373,Esomus danricus,Finfish,Flying barb,muscle_organs,"Flying barb, wild, raw",fi367,"Bangladesh, Mymensingh",Jul-Sep 2012,NA,2015,0902290,calcium,891,74.25
Osteobrama cotio,Osteobrama cotio cotio,Osteobrama cotio,Osteobrama cotio,bc1374,Osteobrama cotio,Finfish,NA,muscle_organs,"Dhela, wild, raw",fi367,"Bangladesh, Mymensingh",Jul-Sep 2012,NA,2015,0902291,calcium,1200,100
Hyporhamphus limbatus,Hyporhamphus limbatus,NA,Hyporhamphus limbatus,bc1375,Hyporhamphus limbatus,Finfish,NA,muscle_organs,"Ekthute, wild, raw",fi367,"Bangladesh, Khulna",Jul-Sep 2012,NA,2015,0902292,calcium,1300,108.33333333333333
Notopterus notopterus,Notopterus notopterus,Notopterus notopterus,Notopterus notopterus,bc1376,Notopterus notopterus,Finfish,Bronze featherback,muscle_organs,"Bronze featherback, wild, raw",fi367,"Bangladesh, Mymensingh",Jul-Sep 2012,NA,2015,0902293,calcium,230,19.166666666666668
Channa marulius,Channa marulius,Channa marulius,Channa marulius,bc1377,Channa marulius,Finfish,NA,muscle_organs,"Gojar, wild, raw",fi367,"Bangladesh, Sylhet",Jul-Sep 2012,NA,2015,0902294,calcium,9.3,0.7750000000000001
Mystus cavasius,Mystus cavasius,NA,Mystus cavasius,bc1378,Mystus cavasius,Finfish,Gangetic mystus,muscle_organs,"Gangetic mystus, wild, raw",fi367,"Bangladesh, Mymensingh",Jul-Sep 2012,NA,2015,0902295,calcium,120,10
