species_no,q2.5,q97.5,mean,dataset
5.5,3.0926180220767368,3.1279243598750734,3.109267296343636,TS
6,3.129796298971367,3.16616424933384,3.1471188644793435,TS
6.5,3.1643881671741516,3.202934001077823,3.1823461773188835,TS
7,3.196712969056893,3.2372258839528065,3.2153134210467513,TS
7.5,3.2260134091569013,3.269772490198885,3.246312440001838,TS
8,3.2536253469841165,3.300991055928166,3.275580877807831,TS
8.5,3.2803958219310254,3.330282964434376,3.303314938388836,TS
9,3.3058709039761105,3.357733106845811,3.329678580640791,TS
9.5,3.329618487025983,3.383757179769327,3.3548102834771987,TS
10,3.3525379689900965,3.4092058540850925,3.3788281156120763,TS
1,2.217160937339934,2.2816749010640596,2.2522063739079545,CS
1.5,2.3255506993974357,2.3795302335464497,2.355090689973408,CS
2,2.4050754445655786,2.4516846329039748,2.4309305785817887,CS
2.5,2.469161119317155,2.509226718011562,2.4914370056714574,CS
3,2.5216936851170537,2.5579600485179608,2.5419923399402062,CS
3.5,2.5670947324750526,2.60070554691139,2.5855369956803944,CS
4,2.6068160721270486,2.6384404507478907,2.623860489796842,CS
4.5,2.641674803562104,2.6722067400655827,2.658136153550338,CS
5,2.672911119105028,2.7026972653554013,2.689176583789504,CS
5.5,2.7009999957520345,2.7313757183608343,2.717568687211014,CS
6,2.7267343656878325,2.7582196262492396,2.7437507112346795,CS
6.5,2.749931813679698,2.782773361836812,2.768058872106882,CS
7,2.7710364242750396,2.8059993145132696,2.7907569609858114,CS
7.5,2.7918341590976614,2.828072921365959,2.8120558959727155,CS
8,2.8111329117612645,2.8488148794011807,2.8321270670620513,CS
8.5,2.829568579637876,2.8685555524393136,2.851111703589605,CS
9,2.8470542212325176,2.88778434829403,2.869127610502393,CS
9.5,2.8630585405377227,2.9060572542846774,2.8862741155252443,CS
10,2.878799256733308,2.9232806125076634,2.902635770221227,CS
1,2.3297229439335436,2.3463417979434746,2.337545931232433,CR
1.5,2.515160559089986,2.529173743384339,2.521782579131974,CR
2,2.655466036845722,2.6675424737304163,2.6612416052840513,CR
2.5,2.769621361647074,2.7803825381802048,2.7747041434949926,CR
3,2.8663493247438447,2.8760770560240227,2.870991674205739,CR
3.5,2.9507413184551687,2.95962871375959,2.9550039232321694,CR
4,3.0257445874056166,3.0340872949317963,3.029763280133592,CR
4.5,3.0934643944810594,3.1015041311413096,3.0972741251638385,CR
5,3.1551625697692662,3.1631406530536688,3.158938376134623,CR
5.5,3.211960379083494,3.219990052428181,3.215777454213503,CR
6,3.2646161524951256,3.272989380291263,3.2685600472286316,CR
6.5,3.3137522798150827,3.3224977984093114,3.317880072206594,CR
7,3.35985916621004,3.3691164826107083,3.3642065375427386,CR
7.5,3.4032466649295605,3.4131150449135714,3.40791669066438,CR
8,3.444321959679672,3.4548177258470085,3.4493187802673084,CR
8.5,3.4832164661259224,3.4945257453957077,3.4886681241870905,CR
9,3.5203932431204925,3.532488422662863,3.526178724577713,CR
9.5,3.5558126465526723,3.5686353776559203,3.5620318399690065,CR
10,3.5897402344644562,3.6033845065042143,3.5963824276684484,CR
1,2.4827466500406827,2.5562460325915044,2.5208263746074637,HA
1.5,2.595013756578971,2.6551660485530357,2.626403983267769,HA
2,2.677118984555959,2.7289722569946293,2.7039886802613005,HA
2.5,2.7421739648664056,2.787492640335018,2.765745983703364,HA
3,2.7968250754856645,2.8362416045080683,2.8172530066529826,HA
3.5,2.8436253930531317,2.8789153286911042,2.8615506697499176,HA
4,2.8834169462470576,2.9167473698563047,2.900486751482932,HA
4.5,2.918019084261025,2.9512271881126164,2.935271175906204,HA
5,2.9496102636225863,2.9825718215091177,2.9667409182846063,HA
5.5,2.977922004646198,3.011742501928232,2.9954998783757834,HA
6,3.0037063402137503,3.0386681430877123,3.021998581660317,HA
6.5,3.0271649820702873,3.064718496529541,3.0465823785829094,HA
7,3.0492642916587167,3.0884675310535648,3.06952202233116,HA
7.5,3.069920730062499,3.110742965526116,3.091033847021731,HA
8,3.0891756332917644,3.1320594350881077,3.111293530277623,HA
8.5,3.1073394748916994,3.152157371053233,3.1304457475052847,HA
9,3.1244032210280093,3.171678867597237,3.148611110199518,HA
9.5,3.140590676687152,3.1902989013517242,3.16589125858427,HA
10,3.1559826558578137,3.2080598035743817,3.1823726694670564,HA
1,2.4457405009652793,2.520044738903287,2.482126931746626,BC
1.5,2.6006551513789864,2.6642654626585154,2.631899290826656,BC
2,2.717555219933672,2.770872426201487,2.7436193413680496,BC
2.5,2.8107550131017347,2.8579845840765503,2.8335350104969783,BC
3,2.8888272746381514,2.930977750964968,2.9091867630735337,BC
3.5,2.955704619311773,2.99470514459764,2.9747246063460726,BC
4,3.0146764111555955,3.0512654885819046,3.032689460059358,BC
4.5,3.066766892230899,3.1024676540660767,3.084755825149426,BC
5,3.1142945601895744,3.1492913723934532,3.1320885138714027,BC
5.5,3.1578392659762002,3.19256854111916,3.1755321098720652,BC
6,3.1972028284126757,3.2333267933881547,3.2157194764935872,BC
6.5,3.234138274335792,3.271399604113768,3.253137675425824,BC
7,3.2679990819699793,3.3074725420974955,3.28816995709089,BC
7.5,3.2996427093336895,3.3414772747488466,3.321123573361494,BC
8,3.3295387406147166,3.3737793331045336,3.352248812289835,BC
8.5,3.357919798618476,3.4046141955441716,3.3817523930490805,BC
9,3.3842131010228758,3.4338805401547496,3.4098071209487357,BC
9.5,3.4099867412434612,3.4614619796268347,3.436558993647458,BC
10,3.434137298849918,3.4889300235689666,3.462132528345585,BC
1,2.081384036184902,2.1936204217165454,2.1438442997175486,GL
1.5,2.2959331438418666,2.3938235330994484,2.350764205007162,GL
2,2.4619746859681975,2.5463086945707185,2.5095921520518853,GL
2.5,2.598646197768419,2.6727836812648644,2.6401504518189967,GL
3,2.7164680813451705,2.781169316632604,2.751856180154495,GL
3.5,2.8174415071471275,2.8769368922171195,2.8499855034676003,GL
4,2.9078434888870195,2.962988529130724,2.937816105269742,GL
4.5,2.9894629360977536,3.0422247574257635,3.017534700905536,GL
5,3.0637678401332327,3.115806868317519,3.090678688280128,GL
5.5,3.1312951696850506,3.182908266161856,3.1583733417925144,GL
6,3.1949212588775677,3.246958273420871,3.2214689908065415,GL
6.5,3.2513721684045747,3.305906998941113,3.280625081850755,GL
7,3.304706781788418,3.3637007079038503,3.336364147117614,GL
7.5,3.3545837213070677,3.417760610516792,3.3891078066787124,GL
8,3.4017341303778177,3.4696703171640175,3.43920156986455,GL
8.5,3.4460832456119705,3.520068634770266,3.4869323942804242,GL
9,3.4885792679651333,3.5677313110321136,3.5325414137923845,GL
9.5,3.529703580419231,3.613457883937571,3.5762333559840793,GL
10,3.569447650092902,3.65705939284191,3.6181836370113016,GL
1,2.371696820572033,2.4459769617928067,2.4040525192323816,KW
1.5,2.521457685284667,2.5826337766796756,2.5489853227521135,KW
2,2.63366996694635,2.685242431404736,2.6570908368941093,KW
2.5,2.723026229800138,2.768996613420824,2.744094713902516,KW
3,2.7981201811433682,2.8399641515793252,2.8172947848626144,KW
3.5,2.862739510693249,2.9012584387608142,2.880707414076677,KW
4,2.9197963839993055,2.9563429672431676,2.9367916432123744,KW
4.5,2.9708039710861205,3.0063814808642966,2.9871679851013226,KW
5,3.017007003537197,3.0529103117933998,3.032963679237138,KW
5.5,3.0587998861770025,3.0952847064912095,3.074996054628809,KW
6,3.097279930771926,3.134489906875716,3.113877544569717,KW
6.5,3.132806047170799,3.1711047607103646,3.1500794821553626,KW
7,3.165700691009993,3.2057364229124357,3.183972737755788,KW
7.5,3.197020802681451,3.2386016672213285,3.215854635337229,KW
8,3.2262126695154043,3.2705185925849456,3.2459673735288708,KW
8.5,3.2532107358850926,3.2999308435611856,3.2745109886080304,KW
9,3.278702291791912,3.328609876086803,3.3016526980857286,KW
9.5,3.30352888173853,3.3560269963384513,3.3275337776498555,KW
10,3.3267747933765075,3.3821530898446146,3.352274716447468,KW
1,2.3081762551138083,2.3258980150139705,2.3173239589296437,MN
1.5,2.4263070151543302,2.4408955811985646,2.4338588263257805,MN
2,2.5136105163003557,2.5262732095095384,2.5200790094827323,MN
2.5,2.583551264366921,2.5945857940653045,2.5890546749836103,MN
3,2.6417625131896814,2.6517854219131616,2.646811135463289,MN
3.5,2.6921311655873104,2.7012779912891753,2.6966476644607096,MN
4,2.736385296178022,2.744885553419118,2.740575953527487,MN
4.5,2.7758235952750203,2.784038078617506,2.7799171017097297,MN
5,2.8116168178660357,2.819715937384488,2.8155873027189617,MN
5.5,2.8441397196752343,2.852438786257555,2.8482490917434173,MN
6,2.8741131988159476,2.882613998123752,2.8783977274197743,MN
6.5,2.9019491947381986,2.910783108907105,2.9064135390413655,MN
7,2.9280423836828797,2.9373331812208012,2.9325951975755578,MN
7.5,2.952329481428075,2.962065705734527,2.9571817082878296,MN
8,2.975133447576448,2.9854655001169106,2.980367434187329,MN
8.5,2.9969131248519303,3.0078023131262426,3.00231264994445,MN
9,3.0173839223879453,3.029014871146392,3.0231511368948896,MN
9.5,3.036879993601693,3.049218168593233,3.0429957646646186,MN
10,3.0554163715907223,3.0685033918584854,3.061942669549369,MN
1,2.390700168856095,2.508786885083204,2.4416222977399853,NO
1.5,2.5911201250057805,2.693804029787603,2.6347231437968013,NO
2,2.7441543878547874,2.8315203403592815,2.7809366165866787,NO
2.5,2.8672578280490515,2.943220780697603,2.8999217658347245,NO
3,2.969848677012637,3.0386767867762603,3.0009145437486366,NO
3.5,3.0609562153952483,3.121026202422422,3.0890457967337235,NO
4,3.140409278214318,3.1967516749192733,3.1674809427983988,NO
4.5,3.2116523479603423,3.267010844017989,3.238319476871799,NO
5,3.27659513694946,3.330873277962003,3.3030300024163783,NO
5.5,3.3359465774533867,3.391909574328902,3.3626826306349367,NO
6,3.391114637503477,3.4493512872399896,3.418082762196165,NO
6.5,3.4422231641587016,3.5026711052732864,3.4698527293593564,NO
7,3.4899055662370184,3.5528888619750734,3.518484015589553,NO
7.5,3.534299247302674,3.6007033734219,3.5643719729167014,NO
8,3.575957037852114,3.6475990738634,3.607839663654474,NO
8.5,3.6153323985567347,3.6903714225339272,3.64915469131778,NO
9,3.652480117117626,3.733081422372394,3.6885413680958132,NO
9.5,3.687682386788366,3.7736005992133,3.7261896949915836,NO
10,3.7213212510012545,3.8125171734216154,3.76226211126569,NO
1,2.2319469711529742,2.37012584292288,2.2914909082255632,AB
1.5,2.3948378364023197,2.510051648895453,2.4433006987092623,AB
2,2.5155138794092524,2.6142404120786784,2.5570924391555687,AB
2.5,2.6115637595092656,2.6984597507100623,2.6490050524504873,AB
3,2.691007123702243,2.7687203540851493,2.7265581150712235,AB
3.5,2.7602509219294795,2.832050860540423,2.793902655816496,AB
4,2.8215487640138344,2.88895411851104,2.853586475263609,AB
4.5,2.876226877672959,2.941011974314409,2.9072921030166126,AB
5,2.9252955775212217,2.990014690206962,2.956192049260454,AB
5.5,2.9701222076665657,3.034774284414121,3.0011378359088963,AB
6,3.0115187086935844,3.0770593863289495,3.0427684380511923,AB
6.5,3.0491206700914044,3.1176845644428375,3.081576258802786,AB
7,3.083782191310518,3.1565765003196273,3.1179492111779523,AB
7.5,3.116556941518418,3.1923792257406896,3.1521986250582636,AB
8,3.1476057768227306,3.2266519953630395,3.1845783676120933,AB
8.5,3.1764686478589264,3.259197364866239,3.215298312347369,AB
9,3.2038637972480655,3.290762311552631,3.2445340568195538,AB
9.5,3.228930042142137,3.32195573146453,3.2724340813772907,AB
10,3.252624692464523,3.3504815009198667,3.2991251202406326,AB
1,2.344627054258868,2.4071888486908306,2.3792137854832287,II
1.5,2.4404004214038397,2.490781310007755,2.468076965396606,II
2,2.509913742610473,2.552239762852202,2.5331360572864865,II
2.5,2.5645500328040103,2.6015707539149577,2.5847808607704654,II
3,2.6095915292489673,2.6427153462524795,2.627759918231581,II
3.5,2.64810307362235,2.6786055071561865,2.6646563583210643,II
4,2.6816198746750453,2.7100419106934375,2.697036823097938,II
4.5,2.7108886440019857,2.7386898781457347,2.725925511229718,II
5,2.7371882669176983,2.7645278040369075,2.752029940141412,II
5.5,2.7610031282129244,2.7887101900996756,2.7758599779958724,II
6,2.7824661087908438,2.8111025769552636,2.797795583263384,II
6.5,2.8021867909093405,2.832161374937665,2.818127723918164,II
7,2.820892881691734,2.8520227273308336,2.8370843103162713,II
7.5,2.8377092306641156,2.8705348937541695,2.8548472923655837,II
8,2.853624081745959,2.888144025527284,2.8715643107620417,II
8.5,2.8685211666062362,2.904878502097044,2.887356863751338,II
9,2.882557944544615,2.9208967227351867,2.9023261720907376,II
9.5,2.8959716815748444,2.9363162329802535,2.91655748091815,II
10,2.908896805098572,2.9509349098465045,2.930123274263081,II
1,2.4032006486144377,2.4510072688671194,2.4275382700083674,MI
1.5,2.5520441375074925,2.59112197491676,2.5720433200372232,MI
2,2.662350063379514,2.695955001417536,2.679761019463856,MI
2.5,2.7511713371482704,2.7804639311686663,2.7664118984874024,MI
3,2.8256448444964857,2.851845361520547,2.8392876334505663,MI
3.5,2.8895378555601643,2.9138861746536877,2.9023996147981683,MI
4,2.94618269298344,2.9693075178091206,2.9582030482733286,MI
4.5,2.9965044298028465,3.019097594021069,3.0083154781951724,MI
5,3.0422808527497125,3.0643824603204526,3.0538618131894824,MI
5.5,3.083945134291939,3.1065539919446903,3.09565752176204,MI
6,3.1221545137415143,3.145909601390034,3.1343135285989012,MI
6.5,3.157285030045289,3.182525280890694,3.170299925862299,MI
7,3.1903264500885853,3.216967021346142,3.2039865499757254,MI
7.5,3.221347033620705,3.2493248182679455,3.235669853501402,MI
8,3.25058049538187,3.279915571954862,3.2655912931189617,MI
8.5,3.2783231786482143,3.309326769211222,3.2939502675871237,MI
9,3.3043799935113833,3.336984082608378,3.3209134421257716,MI
9.5,3.3292109030699457,3.3633138096300135,3.3466216104219346,MI
10,3.3528098435620133,3.3883891797558814,3.3711948381487344,MI
