biblioid2,seanuts_id2,food_item_id_2,food_name_clean,database,nutrient_ref,species_name,genus_species,subgroup,prot_g,protcnt_g,protein_g,fat_g,fapun3,fapun_all_g,epa,dha,ca_mg,zn_mg,fe_mg,tl,length_from_study,length_source,abs_lat,latitude,slmax,slmax_nov28,slmax_source,lwa,lwb,country_region,isscaap_cat,isscaap,season,asfis_scientific_name_fishbase_swap_in_progress,season.x,season.y,Herbivory2,HerbivoryRef,FeedingType,FeedingTypeRef,FoodTroph,FoodSeTroph,StockCode,SpecCode.x,SpecCode.y,Genus,Species,FBname,Subfamily,DemersPelag,AnaCat,DepthRangeShallow,DepthRangeDeep,LTypeMaxM,LTypeMaxF,LTypeComM,LTypeComF,Length,CommonLength,CommonLengthF,CommonLengthRef,Weight,WeightFemale,MaxWeightRef,Sp2000_HierarchyCode
im11,317,901284,Wolf-fish_wild_fillet_raw,NA,NA,Anarhichas lupus,Anarhichas lupus,Finfish,NA,NA,NA,2.18,0.416166464,0.513243171,0.169891253,0.179600693,NA,NA,NA,3.2,NA,NA,63.968654,63.968654,150.0,NA,http://www.fishbase.org/summary/2501,0.00347,3.22,NA,Miscellaneous demersal fishes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,92941,2501,2501,Anarhichas,lupus,Atlantic wolffish,NA,demersal,oceanodromous,1,600,TL,NA,NA,NA,150.0,NA,NA,NA,23580.0,NA,40637,NA
im11,318,901283,Wolf-fish_wild_fillet_raw,NA,NA,Anarhichas lupus,Anarhichas lupus,Finfish,NA,NA,NA,1.3,0.335308989,0.371301426,0.181546446,0.10213356,NA,NA,NA,3.2,NA,NA,63.968654,63.968654,150.0,NA,http://www.fishbase.org/summary/2502,0.00347,3.22,NA,Miscellaneous demersal fishes,NA,NA,NA,NA,NA,mainly animals (troph. 2.8 and up),4694,hunting macrofauna (predator),4694,3.73,0.53,2695,2501,2501,Anarhichas,lupus,Atlantic wolffish,NA,demersal,oceanodromous,1,600,TL,NA,NA,NA,150.0,NA,NA,NA,23580.0,NA,40637,NA
im11,318,901283,Wolf-fish_wild_fillet_raw,NA,NA,Anarhichas lupus,Anarhichas lupus,Finfish,NA,NA,NA,1.3,0.335308989,0.371301426,0.181546446,0.10213356,NA,NA,NA,3.2,NA,NA,63.968654,63.968654,150.0,NA,http://www.fishbase.org/summary/2502,0.00347,3.22,NA,Miscellaneous demersal fishes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,92941,2501,2501,Anarhichas,lupus,Atlantic wolffish,NA,demersal,oceanodromous,1,600,TL,NA,NA,NA,150.0,NA,NA,NA,23580.0,NA,40637,NA
im11,319,901282,Wolf-fish_wild_fillet_raw,NA,NA,Anarhichas lupus,Anarhichas lupus,Finfish,NA,NA,NA,1.5,0.325579306,0.381199645,0.131686107,0.163997287,NA,NA,NA,3.2,NA,NA,63.968654,63.968654,150.0,NA,http://www.fishbase.org/summary/2503,0.00347,3.22,NA,Miscellaneous demersal fishes,NA,NA,NA,NA,NA,mainly animals (troph. 2.8 and up),4694,hunting macrofauna (predator),4694,3.73,0.53,2695,2501,2501,Anarhichas,lupus,Atlantic wolffish,NA,demersal,oceanodromous,1,600,TL,NA,NA,NA,150.0,NA,NA,NA,23580.0,NA,40637,NA
im11,319,901282,Wolf-fish_wild_fillet_raw,NA,NA,Anarhichas lupus,Anarhichas lupus,Finfish,NA,NA,NA,1.5,0.325579306,0.381199645,0.131686107,0.163997287,NA,NA,NA,3.2,NA,NA,63.968654,63.968654,150.0,NA,http://www.fishbase.org/summary/2503,0.00347,3.22,NA,Miscellaneous demersal fishes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,92941,2501,2501,Anarhichas,lupus,Atlantic wolffish,NA,demersal,oceanodromous,1,600,TL,NA,NA,NA,150.0,NA,NA,NA,23580.0,NA,40637,NA
fi149,320,900958,Broad-striped_anchovy_wild_edible_portion_raw,NA,NA,Anchoa hepsetus,Anchoa hepsetus,Finfish,NA,15.74,NA,2.0,NA,NA,NA,NA,NA,NA,NA,3.33,NA,NA,19.173773,19.173773,12.0,NA,NA,0.002,3.859999895,NA,"Herrings, sardines, anchovies",NA,"Oct, Nov 1994, Mar 1995",NA,NA,NA,mainly animals (troph. 2.8 and up),189,selective plankton feeding,189,3.25,0.41,1149,1133,1133,Anchoa,hepsetus,Broad-striped anchovy,Engraulinae,pelagic-neritic,NA,1,70,TL,NA,TL,NA,15.3,11.0,NA,5217,NA,NA,NA,NA
fi149,320,900958,Broad-striped_anchovy_wild_edible_portion_raw,NA,NA,Anchoa hepsetus,Anchoa hepsetus,Finfish,NA,15.74,NA,2.0,NA,NA,NA,NA,NA,NA,NA,3.33,NA,NA,19.173773,19.173773,12.0,NA,NA,0.002,3.859999895,NA,"Herrings, sardines, anchovies",NA,"Oct, Nov 1994, Mar 1995",NA,NA,NA,NA,NA,NA,NA,NA,NA,99945,1133,1133,Anchoa,hepsetus,Broad-striped anchovy,Engraulinae,pelagic-neritic,NA,1,70,TL,NA,TL,NA,15.3,11.0,NA,5217,NA,NA,NA,NA
fi80,321,900418,European_eel_wild_edible_flesh_raw,NA,NA,Anguilla anguilla,Anguilla anguilla,Finfish,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.5,NA,NA,39.019184,39.019184,50.0,NA,http://www.fishbase.org/summary/35,8.7e-4,3.19,NA,River eels,NA,NA,NA,NA,NA,mainly animals (troph. 2.8 and up),5741,hunting macrofauna (predator),5741,3.62,0.69,45,35,35,Anguilla,anguilla,European eel,NA,demersal,catadromous,0,700,TL,TL,TL,TL,50.0,35.0,50.0,6125,6599.0,2850.0,39903,NA
fi129,322,900863,edible_part_wild_head_excluded_raw,NA,NA,Anguilla bicolor,Anguilla bicolor,Finfish,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.6,NA,NA,12.265754,12.265754,120.0,NA,http://www.fishbase.org/summary/Anguilla-bicolor.html,7.6e-4,3.17,NA,River eels,NA,"Oct, Nov 2001",NA,NA,NA,mainly animals (troph. 2.8 and up),12693,hunting macrofauna (predator),NA,3.55,0.5,1291,1274,1274,Anguilla,bicolor,Indonesian shortfin eel,NA,demersal,catadromous,NA,NA,TL,NA,TL,NA,123.0,65.0,NA,2871,NA,NA,NA,NA
fi113,323,900691,Japanese_eel_wild_dorsal_muscle_raw,NA,NA,Anguilla japonica,Anguilla japonica,Finfish,19.0,NA,NA,11.6,NA,NA,NA,NA,NA,NA,NA,3.6,NA,NA,31.596553,31.596553,150.0,NA,http://www.fishbase.org/summary/295,7.1e-4,3.18,NA,River eels,NA,NA,NA,NA,NA,mainly animals (troph. 2.8 and up),5258,hunting macrofauna (predator),5258,3.55,0.51,309,295,295,Anguilla,japonica,Japanese eel,NA,demersal,catadromous,1,400,TL,NA,SL,NA,150.0,40.0,NA,35840,1889.0,NA,82795,NA
fi21,324,900091,American_eel_wild_skinless_muscle_tissue_raw,NA,NA,Anguilla rostrata,Anguilla rostrata,Finfish,19.1,NA,NA,3.4,NA,0.88632,0.0856776,0.1595376,NA,NA,NA,3.7,43.0,NA,35.131275,35.131275,152.0,NA,NA,0.00166,3.069999933,NA,River eels,NA,July,NA,NA,NA,mainly animals (troph. 2.8 and up),30611,hunting macrofauna (predator),NA,3.62,0.54,310,296,296,Anguilla,rostrata,American eel,NA,demersal,catadromous,0,464,TL,TL,TL,NA,152.0,50.0,NA,3242,7330.0,NA,4699,NA
fi36,325,900196,Sablefish_wild_boneless_skinless_fillet_raw,NA,NA,Anoplopoma fimbria,Anoplopoma fimbria,Finfish,NA,NA,NA,5.7,0.9,1.1,0.35,0.42,NA,NA,NA,3.83,NA,NA,45.9053,45.9053,98.0,NA,NA,0.0058,3.140000105,NA,Miscellaneous demersal fishes,NA,Sep-87,NA,NA,NA,mainly animals (troph. 2.8 and up),2850,hunting macrofauna (predator),42024,4.11,0.88,528,512,512,Anoplopoma,fimbria,Sablefish,NA,bathydemersal,oceanodromous,175,2740,TL,NA,TL,NA,120.0,80.0,NA,9988,NA,NA,NA,NA
fi25,326,900113,Black_scabbardfish_wild_skin-on_fillets_raw,NA,NA,Aphanopus carbo,Aphanopus carbo,Finfish,NA,16.1,NA,6.7,NA,NA,NA,NA,NA,NA,NA,4.5,NA,NA,38.444217,38.444217,110.0,NA,NA,2.01e-4,3.391000032,NA,Miscellaneous demersal fishes,NA,Jan 2007-Jan 2008,NA,NA,NA,mainly animals (troph. 2.8 and up),9731,hunting macrofauna (predator),NA,4.48,0.77,662,646,646,Aphanopus,carbo,Black scabbardfish,Aphanopodinae,bathypelagic,NA,200,1700,SL,NA,SL,NA,110.0,70.0,NA,3698,NA,NA,NA,NA
fi138,327,900918,silver_rag_wild_fillet_frozen,NA,NA,Ariomma bondi,Ariomma bondi,Finfish,NA,20.8,NA,8.3,1.94355013,2.75684643,0.23866826,1.3073548,NA,NA,NA,3.5,18.1,NA,25.304304,25.304304,30.0,NA,http://www.fishbase.org/summary/961,0.01175,2.96,NA,Miscellaneous demersal fishes,NA,Oct-92,NA,NA,NA,mainly animals (troph. 2.8 and up),7251,hunting macrofauna (predator),7251,3.5,0.5,977,961,961,Ariomma,bondi,Silver-rag driftfish,NA,demersal,NA,50,500,TL,NA,FL,NA,30.0,23.0,NA,47377,NA,NA,NA,NA
fi138,328,900917,silver_rag_wild_fillet_frozen,NA,NA,Ariomma bondi,Ariomma bondi,Finfish,NA,22.3,NA,6.4,2.0049008,2.4245312,0.16785216,1.427909,NA,NA,NA,3.5,17.4,NA,25.304304,25.304304,30.0,NA,http://www.fishbase.org/summary/962,0.01175,2.96,NA,Miscellaneous demersal fishes,NA,Oct-92,NA,NA,NA,mainly animals (troph. 2.8 and up),7251,hunting macrofauna (predator),7251,3.5,0.5,977,961,961,Ariomma,bondi,Silver-rag driftfish,NA,demersal,NA,50,500,TL,NA,FL,NA,30.0,23.0,NA,47377,NA,NA,NA,NA
fi222,329,901204,Giant_red_shrimp_wild_male_edible_flesh_raw,NA,NA,Aristaeomorpha foliacea,NA NA,Crustacean,NA,20.31,NA,0.47,NA,0.099106616,0.030021745,0.057581619,NA,NA,NA,NA,NA,NA,33.886917,33.886917,17.5,NA,http://www.sealifebase.ca/summary/Aristaeomorpha-foliacea.html,NA,NA,NA,"Shrimps, prawns",NA,May-Jun 2008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
fi222,330,901207,Giant_red_shrimp_wild_female_edible_flesh_raw,NA,NA,Aristaeomorpha foliacea,NA NA,Crustacean,NA,21.86,NA,0.59,NA,0.119290887,0.034584211,0.07125565,NA,NA,NA,NA,NA,NA,32.10119,32.10119,17.5,NA,http://www.sealifebase.ca/summary/Aristaeomorpha-foliacea.html,NA,NA,NA,"Shrimps, prawns",NA,May-Jun 2008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
fi222,331,901203,Giant_red_shrimp_wild_female_edible_flesh_raw,NA,NA,Aristaeomorpha foliacea,NA NA,Crustacean,NA,22.02,NA,0.44,NA,0.079024793,0.023645371,0.043766961,NA,NA,NA,NA,NA,NA,33.886917,33.886917,17.5,NA,http://www.sealifebase.ca/summary/Aristaeomorpha-foliacea.html,NA,NA,NA,"Shrimps, prawns",NA,May-Jun 2008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
fi222,332,901209,Giant_red_shrimp_wild_female_edible_flesh_raw,NA,NA,Aristaeomorpha foliacea,NA NA,Crustacean,NA,22.23,NA,0.37,NA,0.073907125,0.022001845,0.041721764,NA,NA,NA,NA,NA,NA,35.240117,35.240117,17.5,NA,http://www.sealifebase.ca/summary/Aristaeomorpha-foliacea.html,NA,NA,NA,"Shrimps, prawns",NA,May-Jun 2008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
fi222,333,901205,Giant_red_shrimp_wild_female_edible_flesh_raw,NA,NA,Aristaeomorpha foliacea,NA NA,Crustacean,NA,22.37,NA,0.73,NA,0.129296311,0.037700714,0.070346104,NA,NA,NA,NA,NA,NA,36.5626,36.5626,17.5,NA,http://www.sealifebase.ca/summary/Aristaeomorpha-foliacea.html,NA,NA,NA,"Shrimps, prawns",NA,May-Jun 2008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
fi222,334,901201,Giant_red_shrimp_wild_female_edible_flesh_raw,NA,NA,Aristaeomorpha foliacea,NA NA,Crustacean,NA,22.66,NA,0.7,NA,0.130881142,0.039948611,0.071709734,NA,NA,NA,NA,NA,NA,43.863529,43.863529,17.5,NA,http://www.sealifebase.ca/summary/Aristaeomorpha-foliacea.html,NA,NA,NA,"Shrimps, prawns",NA,May-Jun 2008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
fi222,335,901210,Giant_red_shrimp_wild_male_edible_flesh_raw,NA,NA,Aristaeomorpha foliacea,NA NA,Crustacean,NA,22.86,NA,0.57,NA,0.116289521,0.033838013,0.065869534,NA,NA,NA,NA,NA,NA,35.240117,35.240117,17.5,NA,http://www.sealifebase.ca/summary/Aristaeomorpha-foliacea.html,NA,NA,NA,"Shrimps, prawns",NA,May-Jun 2008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
fi222,336,901206,Giant_red_shrimp_wild_male_edible_flesh_raw,NA,NA,Aristaeomorpha foliacea,NA NA,Crustacean,NA,23.92,NA,0.48,NA,0.09951041,0.030119591,0.056198482,NA,NA,NA,NA,NA,NA,36.5626,36.5626,17.5,NA,http://www.sealifebase.ca/summary/Aristaeomorpha-foliacea.html,NA,NA,NA,"Shrimps, prawns",NA,May-Jun 2008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
fi222,337,901202,Giant_red_shrimp_wild_male_edible_flesh_raw,NA,NA,Aristaeomorpha foliacea,NA NA,Crustacean,NA,24.03,NA,0.55,NA,0.117651859,0.037101517,0.064228696,NA,NA,NA,NA,NA,NA,43.863529,43.863529,17.5,NA,http://www.sealifebase.ca/summary/Aristaeomorpha-foliacea.html,NA,NA,NA,"Shrimps, prawns",NA,May-Jun 2008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
fi222,338,901208,Giant_red_shrimp_wild_male_edible_flesh_raw,NA,NA,Aristaeomorpha foliacea,NA NA,Crustacean,NA,24.63,NA,0.52,NA,0.10595468,0.029671139,0.062500818,NA,NA,NA,NA,NA,NA,32.10119,32.10119,17.5,NA,http://www.sealifebase.ca/summary/Aristaeomorpha-foliacea.html,NA,NA,NA,"Shrimps, prawns",NA,May-Jun 2008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
fi80,339,900487,Shrimp_wild_edible_flesh_raw,NA,NA,Aristeus antennatus,NA NA,Crustacean,NA,16.0,NA,0.4,NA,NA,NA,NA,NA,NA,NA,3.29,NA,NA,39.019184,39.019184,6.0,NA,NA,8e-4,2.4,NA,"Shrimps, prawns",NA,Fall,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
fi80,340,900486,Shrimp_wild_edible_flesh_raw,NA,NA,Aristeus antennatus,NA NA,Crustacean,NA,19.0,NA,0.2,NA,NA,NA,NA,NA,NA,NA,3.29,NA,NA,39.019184,39.019184,6.0,NA,NA,8e-4,2.4,NA,"Shrimps, prawns",NA,Spring,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
fi80,341,900488,Shrimp_wild_edible_flesh_raw,NA,NA,Aristeus antennatus,NA NA,Crustacean,NA,19.0,NA,2.0,NA,NA,NA,NA,NA,NA,NA,3.29,NA,NA,39.019184,39.019184,6.0,NA,NA,8e-4,2.4,NA,"Shrimps, prawns",NA,Winter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
fi220,342,901191,Red_shrimp_wild_edible_flesh_raw,NA,NA,Aristeus antennatus,NA NA,Crustacean,21.4,NA,NA,0.1,NA,0.019580238,0.006710598,0.007997562,NA,NA,NA,3.29,3.5,NA,37.017954,37.017954,6.0,NA,NA,8e-4,2.4,NA,"Shrimps, prawns",NA,Winter _Dec 2000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
fi220,343,901192,Red_shrimp_wild_edible_flesh_raw,NA,NA,Aristeus antennatus,NA NA,Crustacean,22.0,NA,NA,0.3,NA,0.066738276,0.020545461,0.032266026,NA,NA,NA,3.29,3.5,NA,37.017954,37.017954,6.0,NA,NA,8e-4,2.4,NA,"Shrimps, prawns",NA,Summer _Jun 2001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
fi80,344,900446,Shrimp_wild_edible_flesh_raw,NA,NA,Aristeus antennatus,NA NA,Crustacean,NA,NA,NA,0.87,NA,0.2290752,0.1005696,0.111744,NA,NA,NA,3.29,NA,NA,39.019184,39.019184,6.0,NA,NA,8e-4,2.4,NA,"Shrimps, prawns",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
fi123,345,900820,Sea_catfish_wild_dorsal_muscle_tissue_skin-on_raw,NA,NA,Arius madagascariensis,Arius madagascariensis,Finfish,NA,NA,NA,4.2,0.28468024,NA,0.03700088,0.11402312,NA,NA,NA,3.7,30.0,NA,16.041655,-16.041655,70.0,NA,http://fishbase.ca/summary/1291,0.01096,2.98,NA,Miscellaneous coastal fishes,NA,Jul,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1291,Arius,madagascariensis,Madagascar sea catfish,Ariinae,demersal,anadromous,NA,NA,SL,NA,SL,NA,70.0,20.0,NA,4967,NA,NA,NA,NA
fi123,346,900821,Sea_catfish_wild_dorsal_muscle_tissue_skin-on_raw,NA,NA,Arius madagascariensis,Arius madagascariensis,Finfish,NA,NA,NA,4.3,0.45382197,NA,0.03249876,0.18918921,NA,NA,NA,3.7,30.0,NA,16.041655,-16.041655,70.0,NA,http://fishbase.ca/summary/1292,0.01096,2.98,NA,Miscellaneous coastal fishes,NA,Aug,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1291,Arius,madagascariensis,Madagascar sea catfish,Ariinae,demersal,anadromous,NA,NA,SL,NA,SL,NA,70.0,20.0,NA,4967,NA,NA,NA,NA
fi123,347,900822,Sea_catfish_wild_dorsal_muscle_tissue_skin-on_raw,NA,NA,Arius madagascariensis,Arius madagascariensis,Finfish,NA,NA,NA,5.6,0.53409718,NA,0.03760532,0.27594174,NA,NA,NA,3.7,30.0,NA,16.041655,-16.041655,70.0,NA,http://fishbase.ca/summary/1293,0.01096,2.98,NA,Miscellaneous coastal fishes,NA,Sep,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1291,Arius,madagascariensis,Madagascar sea catfish,Ariinae,demersal,anadromous,NA,NA,SL,NA,SL,NA,70.0,20.0,NA,4967,NA,NA,NA,NA
fi123,348,900823,Sea_catfish_wild_dorsal_muscle_tissue_skin-on_raw,NA,NA,Arius madagascariensis,Arius madagascariensis,Finfish,NA,NA,NA,5.8,0.6506474,NA,0.03319092,0.33032868,NA,NA,NA,3.7,30.0,NA,16.041655,-16.041655,70.0,NA,http://fishbase.ca/summary/1294,0.01096,2.98,NA,Miscellaneous coastal fishes,NA,Oct,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1291,Arius,madagascariensis,Madagascar sea catfish,Ariinae,demersal,anadromous,NA,NA,SL,NA,SL,NA,70.0,20.0,NA,4967,NA,NA,NA,NA
fi123,349,900824,Sea_catfish_wild_dorsal_muscle_tissue_skin-on_raw,NA,NA,Arius madagascariensis,Arius madagascariensis,Finfish,NA,NA,NA,6.6,0.80538172,NA,0.03548732,0.48479288,NA,NA,NA,3.7,30.0,NA,16.041655,-16.041655,70.0,NA,http://fishbase.ca/summary/1295,0.01096,2.98,NA,Miscellaneous coastal fishes,NA,Nov,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1291,Arius,madagascariensis,Madagascar sea catfish,Ariinae,demersal,anadromous,NA,NA,SL,NA,SL,NA,70.0,20.0,NA,4967,NA,NA,NA,NA
fi80,350,900435,Scald_fish_wild_edible_flesh_raw,NA,NA,Arnoglossus laterna,Arnoglossus laterna,Finfish,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.6,NA,NA,39.019184,39.019184,25.0,NA,http://www.fishbase.org/summary/41,0.00562,3.12,NA,"Flounders, halibuts, soles",NA,NA,NA,NA,NA,mainly animals (troph. 2.8 and up),12224,hunting macrofauna (predator),12224,3.49000000953674,0.4666,51,41,41,Arnoglossus,laterna,Mediterranean scaldfish,NA,demersal,NA,10,200,SL,NA,TL,NA,25.0,12.0,NA,3397,NA,NA,NA,NA
fi42,351,900204,Kahawai_wild_skinless_fillet_frozen,NA,NA,Arripis trutta,Arripis trutta,Finfish,NA,21.2,NA,8.6,NA,NA,NA,NA,NA,NA,NA,4.07,NA,NA,40.900557,-40.900557,75.0,NA,NA,0.0033,2.8099999430000002,NA,Miscellaneous coastal fishes,NA,Feb-84,NA,NA,NA,mainly animals (troph. 2.8 and up),26966,hunting macrofauna (predator),26966,3.7,0.58,14356,5048,5048,Arripis,trutta,Australian salmon,NA,pelagic-neritic,anadromous,30,39,TL,NA,TL,NA,89.0,47.0,NA,9258,9400.0,NA,9988,NA
fi67,352,900329,East_Atlantic_red_gurnard_wild_fillet_raw,NA,NA,Aspitrigla cuculus,NA NA,Finfish,NA,NA,NA,0.87,0.172727793,0.19927558,0.018991364,0.151529686,NA,NA,NA,3.9,NA,NA,37.370157,37.370157,50.0,NA,http://www.fishbase.org/summary/Chelidonichthys-cuculus.html,0.00813,3.06,NA,Miscellaneous demersal fishes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
fi30,353,900151,Arrow-tooth_flounder_wild_fillets_raw,NA,NA,Atheresthes stomias,Atheresthes stomias,Finfish,NA,NA,NA,3.51,0.79535563,0.853356147,0.393730288,0.237639134,NA,NA,NA,4.26,NA,NA,57.79,57.79,69.0,NA,NA,0.01981,2.791300058,NA,"Flounders, halibuts, soles",NA,02-Apr,NA,NA,NA,mainly animals (troph. 2.8 and up),6880,hunting macrofauna (predator),6880,4.01000022888184,0.68,533,517,517,Atheresthes,stomias,Arrow-tooth flounder,Pleuronectinae,demersal,NA,18,950,TL,NA,TL,NA,84.0,50.0,NA,56527,8600.0,NA,56527,NA
fi121,354,900797,Big-scale_sand_smelt_wild_whole_raw,NA,NA,Atherina boyeri,Atherina boyeri,Finfish,NA,19.41,NA,6.2,NA,1.49897312,0.34639424,0.47727936,NA,NA,NA,3.12,8.18,NA,37.266667,37.266667,20.0,NA,NA,0.0075,3.023000002,NA,Miscellaneous pelagic fishes,NA,07-Sep,NA,NA,NA,plants/detritus+animals (troph. 2.2-2.79),13398,hunting macrofauna (predator),NA,3.22,0.36,1892,1696,1696,Atherina,boyeri,Big-scale sand smelt,Atherininae,demersal,amphidromous,1,NA,TL,NA,NA,NA,20.0,NA,NA,NA,NA,NA,NA,NA
fi121,355,902191,Smelt_wild_whole_raw,NA,NA,Atherina sp.,NA NA,Finfish,NA,17.86,NA,5.03,NA,1.257162237,0.146054679,0.234779484,NA,NA,NA,3.2,4.65,NA,34.7,34.7,20.0,NA,http://www.fishbase.org/Summary/SpeciesSummary.php?ID=1697&AT=smelt,0.00575,3.06,NA,Miscellaneous pelagic fishes,NA,07-Sep,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
fi121,356,900798,Smelt_wild_whole_raw,NA,NA,Atherina lagunae,NA NA,Finfish,NA,19.11,NA,6.09,NA,1.072898489,0.200510714,0.243160783,NA,NA,NA,3.2,8.02,NA,37.266667,37.266667,20.0,NA,http://www.fishbase.org/Summary/SpeciesSummary.php?ID=1697&AT=smelt,0.00575,3.06,NA,Miscellaneous pelagic fishes,NA,07-Sep,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
fi187,357,901122,silverside_wild_whole_raw,NA,NA,Atherina lagunae,NA NA,Finfish,NA,19.11,NA,6.09,NA,1.23,0.16,0.32,NA,NA,NA,3.2,8.05,NA,37.509726,37.509726,20.0,NA,http://www.fishbase.org/Summary/SpeciesSummary.php?ID=1697&AT=smelt,0.00575,3.06,NA,Miscellaneous pelagic fishes,NA,08-Sep,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
fi80,358,900425,Meagre/Croaker_wild_edible_flesh_raw,NA,NA,Corvina nigra,NA NA,Finfish,NA,20.0,NA,0.8,NA,NA,NA,NA,NA,NA,NA,3.6,NA,NA,39.019184,39.019184,45.0,NA,http://www.fishbase.org/summary/941,0.00603,3.05,NA,Miscellaneous coastal fishes,NA,Winter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
