number_of_targets,subgroup,number_of_species,sd,se
4.776,all,9,0.46694972110714666,0.15564990703571555
4.836,all,10,0.4040634446064965,0.12777608041698071
4.874,all,11,0.3467625185112201,0.10455283320548962
4.901,all,12,0.30869773937347567,0.08911336146275256
4.926,all,13,0.2731274402153665,0.07575192234097917
4.942,all,14,0.23810227359832725,0.0636355093440608
4.956,all,15,0.21001930413204425,0.054226751152365193
4.963,all,16,0.19408417933636082,0.048521044834090206
4.974,all,17,0.15921478998305827,0.03861525860356952
4.981,all,18,0.13659303663678343,0.03219528748957737
4.985,all,19,0.12161327966052798,0.02789999980172589
4.993,all,20,0.08341437500789632,0.018652021281831573
4.997,all,21,0.054717401199198,0.011940315848885347
4.998,all,22,0.04469897088298564,0.009529852612611111
4.999,all,23,0.03162277660168379,0.00659380473395787
4.999,all,24,0.03162277660168379,0.006454972243679028
4.999,all,25,0.03162277660168379,0.006324555320336758
5,all,26,0,0
5,all,27,0,0
5,all,28,0,0
5,all,29,0,0
5,all,30,0,0
5,all,31,0,0
5,all,32,0,0
5,all,33,0,0
5,all,34,0,0
5,all,35,0,0
5,all,36,0,0
5,all,37,0,0
5,all,38,0,0
5,all,39,0,0
5,all,40,0,0
1.698,all,1,1.249142248247315,1.249142248247315
2.627,all,2,1.2138139661185088,0.8582960865413357
3.179,all,3,1.159440944293112,0.6694035412971021
3.531,all,4,1.070600385384381,0.5353001926921905
3.786,all,5,0.9711576324918356,0.43431489662390055
3.957,all,6,0.8865308437595033,0.3619247014083033
4.1,all,7,0.7903319711517589,0.2987174069787183
4.22,all,8,0.7198042220757795,0.25448922327824564
4.298,all,9,0.6853215782869132,0.22844052609563772
4.372,all,10,0.643451653218818,0.2034772788372279
4.445,all,11,0.5927278686938268,0.17871417665858783
4.5,all,12,0.5606374178685493,0.16184208206209183
4.541,all,13,0.5427832105119074,0.15054097668935743
4.566,all,14,0.5347241624706424,0.14291104374248487
4.605,all,15,0.5071806702076019,0.1309534859488239
4.643,all,16,0.49375580482136594,0.12343895120534149
4.662,all,17,0.4878462811111652,0.11832010271094705
4.688,all,18,0.4784191518792751,0.11276447551445075
4.719,all,19,0.45634115226138355,0.10469184034138307
4.747,all,20,0.44179880736166116,0.09878921656390088
4.777,all,21,0.4212463037801619,0.09192347968061688
4.794,all,22,0.4095506461131904,0.08731649113523529
4.82,all,23,0.3869751280764046,0.08068989208551297
4.839,all,24,0.3677148544921924,0.07505948036230285
4.846,all,25,0.3611293596682696,0.07222587193365392
4.872,all,26,0.3342569785774528,0.06555318678157682
4.89,all,27,0.31304631925323445,0.060245792229892146
4.904,all,28,0.2947386484173239,0.05570036896225286
4.926,all,29,0.2619018758859749,0.04863395741185038
4.934,all,30,0.24840633185509928,0.04535258379471733
4.947,all,31,0.22414558046332575,0.0402577346770824
4.956,all,32,0.20519772441746548,0.03627417560490956
4.97,all,33,0.17067257872642908,0.029710282440611073
4.979,all,34,0.14345584540052586,0.02460247451661267
4.986,all,35,0.11754921445002436,0.01986944374648658
4.99,all,36,0.0995485304256668,0.016591421737611134
4.994,all,37,0.07726558075864033,0.012702383230280771
5,all,38,0,0
5,all,39,0,0
5,all,40,0,0
2.022,all,1,1.2693018266461005,1.2693018266461005
2.985,all,2,1.1653896915337518,0.8240549536084147
3.52,all,3,1.012237434905776,0.584415555526666
3.835,all,4,0.8846228335045153,0.44231141675225766
4.081,all,5,0.773975476380252,0.34613235562080524
4.229,all,6,0.7148916491819373,0.2918532936454176
4.35,all,7,0.6464657128710833,0.2443410724838534
4.435,all,8,0.5900195955416423,0.20860342852021965
4.512,all,9,0.5693682289873402,0.18978940966244673
4.562,all,10,0.5463098520569206,0.17275834406894924
4.619,all,11,0.50803257483856,0.15317758472887755
4.669,all,12,0.4854633607953073,0.14014120101843555
4.713,all,13,0.4591751755505102,0.12735227998981102
4.751,all,14,0.4349576855145661,0.11624733120997666
4.781,all,15,0.41377555535605315,0.10683638899744793
4.813,all,16,0.3901066305296325,0.09752665763240813
4.837,all,17,0.36955049393495276,0.08962916002899934
4.854,all,18,0.3532829019480122,0.08326957854823387
4.871,all,19,0.33536766610911,0.07693861923687899
4.893,all,20,0.30926792049394103,0.06915440934844524
4.91,all,21,0.28632495871296654,0.062481228412251184
4.92,all,22,0.27142894774447635,0.05786884609877191
4.934,all,23,0.24840633185509928,0.051796300734833295
4.947,all,24,0.22414558046332575,0.0457535250195915
4.958,all,25,0.20068950215762726,0.04013790043152545
4.966,all,26,0.18131981931624816,0.03555974218825644
4.974,all,27,0.15921478998305827,0.030640900618562807
4.98,all,28,0.14007005254378832,0.02647075179704386
4.985,all,29,0.12161327966052798,0.022583019093382128
4.991,all,30,0.09448771310560929,0.017251017291672905
4.995,all,31,0.07056897321046962,0.012674561747185785
4.997,all,32,0.05471740119919799,0.009672761359214455
4.998,all,33,0.04469897088298564,0.00778109207494213
4.998,all,34,0.04469897088298564,0.007665810263758236
5,all,35,0,0
5,all,36,0,0
5,all,37,0,0
5,all,38,0,0
5,all,39,0,0
5,all,40,0,0
2.422,all,1,1.082167772153231,1.082167772153231
3.344,all,2,1.0308863791547187,0.7289467493331478
3.827,all,3,0.9465553163798548,0.5464939667147806
4.126,all,4,0.8177975255482207,0.40889876277411036
4.327,all,5,0.7270485538116417,0.3251459978531489
4.47,all,6,0.6430501640723789,0.2625241301650553
4.574,all,7,0.5855483471643198,0.22131647245738614
4.656,all,8,0.532867664573436,0.1883971695474576
4.724,all,9,0.47963950426758434,0.15987983475586146
4.78,all,10,0.4333448831909612,0.13703568432630522
4.821,all,11,0.3938452921060681,0.11874882357852268
4.841,all,12,0.36858493574053575,0.10640130593451962
4.872,all,13,0.3342569785774528,0.09270620580328263
4.894,all,14,0.30799165387857325,0.08231423191424904
4.91,all,15,0.28632495871296654,0.0739287864465897
4.919,all,16,0.27297163499805893,0.06824290874951473
4.933,all,17,0.25014710386805117,0.0606695841876663
4.947,all,18,0.22414558046332575,0.05283161997287086
4.957,all,19,0.2029585972364615,0.04656189553034258
4.966,all,20,0.18131981931624816,0.04054434416591103
4.976,all,21,0.15312559370479986,0.03341474399939518
4.983,all,22,0.1293357171384909,0.027574467544292863
4.99,all,23,0.0995485304256668,0.020757303491950794
4.992,all,24,0.08912880535463237,0.018193341208557534
4.995,all,25,0.07056897321046962,0.014113794642093924
4.997,all,26,0.054717401199198,0.010730965247992148
4.999,all,27,0.03162277660168379,0.006085806194501845
4.999,all,28,0.03162277660168379,0.005976143046671967
4.999,all,29,0.03162277660168379,0.005872202195147035
4.999,all,30,0.03162277660168379,0.005773502691896257
4.999,all,31,0.03162277660168379,0.005679618342470648
5,all,32,0,0
5,all,33,0,0
5,all,34,0,0
5,all,35,0,0
5,all,36,0,0
5,all,37,0,0
5,all,38,0,0
5,all,39,0,0
5,all,40,0,0
2.27,all,1,1.2628122167189764,1.2628122167189764
3.264,all,2,1.1574297575419614,0.8184264303050224
3.803,all,3,1.0465592607618004,0.6042312709237212
4.166,all,4,0.899585045036462,0.449792522518231
4.384,all,5,0.772749080323711,0.3455838946308526
4.553,all,6,0.6462264375655089,0.2638208383886713
4.65,all,7,0.5690552027912791,0.2150826498361647
4.737,all,8,0.4980753748972931,0.1760962375659539
4.801,all,9,0.4284653808449203,0.14282179361497344
4.844,all,10,0.3870578946537763,0.12239845334554428
4.88,all,11,0.3342330200798714,0.10077504728656869
4.903,all,12,0.30279148383447424,0.08740837235007996
4.929,all,13,0.25695335184625445,0.07126603734492384
4.944,all,14,0.23003677296666486,0.06147991362859726
4.959,all,15,0.19838941090279583,0.051223925632695226
4.975,all,16,0.15620307103062794,0.039050767757656986
4.986,all,17,0.11754921445002436,0.028509872199166602
4.989,all,18,0.10435463521037237,0.02459662340183426
4.993,all,19,0.08341437500789632,0.019136570057790778
4.994,all,20,0.07726558075864033,0.017277109089731953
4.996,all,21,0.06315051850925682,0.01378057291639901
4.996,all,22,0.06315051850925682,0.01346373578440179
4.997,all,23,0.054717401199198,0.01140936684977665
4.999,all,24,0.03162277660168379,0.006454972243679028
4.999,all,25,0.03162277660168379,0.006324555320336758
5,all,26,0,0
5,all,27,0,0
5,all,28,0,0
5,all,29,0,0
5,all,30,0,0
5,all,31,0,0
5,all,32,0,0
5,all,33,0,0
5,all,34,0,0
5,all,35,0,0
5,all,36,0,0
5,all,37,0,0
5,all,38,0,0
5,all,39,0,0
5,all,40,0,0
1.943,all,1,1.3362397002546125,1.3362397002546125
3.059,all,2,1.1827586050914691,0.8363366301669196
3.625,all,3,1.012620560921217,0.5846367534348146
3.975,all,4,0.8712830390488122,0.4356415195244061
4.203,all,5,0.757868963189129,0.33892930394563564
4.373,all,6,0.6680698446400027,0.2727383719847397
4.464,all,7,0.6189402936367022,0.2339374419085725
4.543,all,8,0.5713820766155319,0.202014070511647
4.613,all,9,0.5286875358002215,0.17622917860007384
4.676,all,10,0.48709471487715944,0.15403287352421274
4.706,all,11,0.46667095665123814,0.14070658761530605
4.756,all,12,0.42970763159228237,0.12404590838632039
4.788,all,13,0.40892936214366316,0.11341659871167387
4.822,all,14,0.38270414482007176,0.1022819850296447
4.85,all,15,0.35725009115132167,0.09224157689734336
4.877,all,16,0.32860155048170264,0.08215038762042566
4.891,all,17,0.3117951510466707,0.07562143184240214
4.914,all,18,0.28050433629924987,0.06611550611647714
4.926,all,19,0.2619018758859749,0.060084411058457715
4.943,all,20,0.2319586273558386,0.05186752587351974
4.956,all,21,0.20519772441746548,0.0447778145036059
4.971,all,22,0.1678904023081343,0.03579435404132586
4.978,all,23,0.1467567291047928,0.03060089337821872
4.983,all,24,0.1293357171384909,0.026400542708853333
4.986,all,25,0.11754921445002436,0.02350984289000487
4.989,all,26,0.10435463521037237,0.02046562774121329
4.993,all,27,0.08341437500789632,0.01605310395503111
4.996,all,28,0.06315051850925682,0.01193432622430535
4.998,all,29,0.04469897088298564,0.008300390514282214
4.998,all,30,0.04469897088298564,0.00816087821662595
4.999,all,31,0.03162277660168379,0.005679618342470648
5,all,32,0,0
5,all,33,0,0
5,all,34,0,0
5,all,35,0,0
5,all,36,0,0
5,all,37,0,0
5,all,38,0,0
5,all,39,0,0
5,all,40,0,0
2.176,all,1,1.2076764808848777,1.2076764808848777
3.209,all,2,1.1404471139073569,0.806417887828519
3.758,all,3,1.0414031498514495,0.6012543889016586
4.106,all,4,0.918481141672276,0.459240570836138
4.339,all,5,0.8054363585831767,0.3602020898683759
4.518,all,6,0.6972532984232933,0.28465246710159925
4.648,all,7,0.5919851741779066,0.22374936438742807
4.735,all,8,0.4990230696310783,0.17643129825233106
4.789,all,9,0.4590094657953033,0.15300315526510108
4.844,all,10,0.3997797191252,0.12642144747780093
4.889,all,11,0.3328510023866381,0.10035835327365167
4.922,all,12,0.2756664506101386,0.0795780497331561
4.944,all,13,0.23434785878885028,0.06499640162756877
4.958,all,14,0.20561682391837074,0.05495340771851205
4.969,all,15,0.17340435135563662,0.04477281099735201
4.974,all,16,0.15921478998305827,0.03980369749576457
4.983,all,17,0.1293357171384909,0.03136851899570625
4.988,all,18,0.10893974420691407,0.025677343956478953
4.991,all,19,0.09448771310560929,0.02167696804387445
4.994,all,20,0.07726558075864033,0.017277109089731953
4.997,all,21,0.054717401199198,0.011940315848885347
4.998,all,22,0.04469897088298564,0.009529852612611111
4.998,all,23,0.04469897088298564,0.009320379722619997
4.998,all,24,0.04469897088298564,0.00912413922423644
4.999,all,25,0.03162277660168379,0.006324555320336758
4.999,all,26,0.03162277660168379,0.006201736729460423
4.999,all,27,0.03162277660168379,0.006085806194501845
4.999,all,28,0.03162277660168379,0.005976143046671967
5,all,29,0,0
5,all,30,0,0
5,all,31,0,0
5,all,32,0,0
5,all,33,0,0
5,all,34,0,0
5,all,35,0,0
5,all,36,0,0
5,all,37,0,0
5,all,38,0,0
5,all,39,0,0
5,all,40,0,0
2.04,all,1,1.1999332647442689,1.1999332647442689
3.179,all,2,1.1637496781152352,0.8228952889989447
3.818,all,3,1.016813606276937,0.5870576092996638
4.172,all,4,0.8713065908020983,0.43565329540104913
4.414,all,5,0.7177179941447192,0.3209732447164776
4.576,all,6,0.5988176538668366,0.2444662834907173
4.712,all,7,0.49325378792189656,0.18643240801170474
4.785,all,8,0.43469985503099023,0.15368960763661116
4.832,all,9,0.3923390497132932,0.1307796832377644
4.879,all,10,0.3323694773433166,0.10510445731246104
4.909,all,11,0.2912109266559272,0.08780339805176511
4.931,all,12,0.25749816563483574,0.07433331762255363
4.948,all,13,0.2265995307747731,0.06284740209265574
4.961,all,14,0.19369180807797864,0.05176631317518353
4.969,all,15,0.17340435135563662,0.04477281099735201
4.98,all,16,0.14007005254378832,0.03501751313594708
4.991,all,17,0.09448771310560929,0.02291663655632266
4.993,all,18,0.08341437500789632,0.01966095673884039
4.994,all,19,0.07726558075864033,0.017725939912678627
4.995,all,20,0.07056897321046962,0.015779702120097164
4.997,all,21,0.054717401199198,0.011940315848885347
4.999,all,22,0.03162277660168379,0.00674199862463242
5,all,23,0,0
5,all,24,0,0
5,all,25,0,0
5,all,26,0,0
5,all,27,0,0
5,all,28,0,0
5,all,29,0,0
5,all,30,0,0
5,all,31,0,0
5,all,32,0,0
5,all,33,0,0
5,all,34,0,0
5,all,35,0,0
5,all,36,0,0
5,all,37,0,0
5,all,38,0,0
5,all,39,0,0
5,all,40,0,0
2.231,all,1,1.2989712569284688,1.2989712569284688
3.226,all,2,1.1993174568738514,0.848045506550905
3.76,all,3,1.0561796795600242,0.6097856223065927
4.084,all,4,0.9261759021923437,0.46308795109617185
4.315,all,5,0.8077297985263558,0.3612277473914282
4.469,all,6,0.7081952700636601,0.28911950831808303
4.584,all,7,0.6223594872188672,0.23522977560897204
4.68,all,8,0.5402702026688978,0.191014361990104
4.751,all,9,0.4745779432550824,0.15819264775169414
4.804,all,10,0.4192371163909033,0.1325744167476364
4.843,all,11,0.3748219463845353,0.11301306903165567
4.888,all,12,0.3155242550986462,0.09108400680852977
4.911,all,13,0.2848862231842041,0.07901322195107122
4.935,all,14,0.24664921616708177,0.0659197758295403
4.952,all,15,0.21387319079712103,0.0552218204104994
4.962,all,16,0.19129190414806527,0.04782297603701632
4.971,all,17,0.1678904023081343,0.04071940366140475
4.98,all,18,0.14007005254378832,0.033014827998289586
4.983,all,19,0.1293357171384909,0.02967164846300228
4.991,all,20,0.09448771310560929,0.02112809495426401
4.991,all,21,0.09448771310560929,0.020618909407129786
4.994,all,22,0.07726558075864033,0.016473077167374388
4.998,all,23,0.04469897088298564,0.009320379722619997
4.998,all,24,0.04469897088298564,0.00912413922423644
4.999,all,25,0.03162277660168379,0.006324555320336758
4.999,all,26,0.03162277660168379,0.006201736729460423
4.999,all,27,0.03162277660168379,0.006085806194501845
4.999,all,28,0.03162277660168379,0.005976143046671967
4.999,all,29,0.03162277660168379,0.005872202195147035
4.999,all,30,0.03162277660168379,0.005773502691896257
5,all,31,0,0
5,all,32,0,0
5,all,33,0,0
5,all,34,0,0
5,all,35,0,0
5,all,36,0,0
5,all,37,0,0
5,all,38,0,0
5,all,39,0,0
5,all,40,0,0
2.143,all,1,1.1584010069457351,1.1584010069457351
3.039,all,2,1.0538451449760489,0.7451810483330844
3.517,all,3,0.9615797604128509,0.5551683335216553
3.836,all,4,0.9021739953678104,0.4510869976839052
4.043,all,5,0.8648114817108402,0.38675545216555096
4.218,all,6,0.7804390335478391,0.3186129012571748
4.359,all,7,0.7187737026600484,0.27167092373879614
4.468,all,8,0.6583383699963185,0.23275776286984753
4.555,all,9,0.6011125820812074,0.2003708606937358
4.634,all,10,0.5570945650016291,0.1761687697505873
4.691,all,11,0.5232521311880084,0.15776645362767677
4.738,all,12,0.48537778234236434,0.14011649664701384
4.781,all,13,0.4441128642994213,0.12317474648651879
4.826,all,14,0.39985482851140347,0.10686569805263717
4.851,all,15,0.37807663501192706,0.09761896739942223
4.884,all,16,0.33564364533930424,0.08391091133482606
4.904,all,17,0.30802415307712294,0.07470683049284711
4.915,all,18,0.28958394095470635,0.06825558945726588
4.93,all,19,0.2667792555113144,0.06120335868457029
4.944,all,20,0.23434785878885028,0.05240177426333907
4.953,all,21,0.2164205115922191,0.04722682744344819
4.964,all,22,0.19167874358086956,0.04086604544158475
4.974,all,23,0.165382439670454,0.034484622503214234
4.981,all,24,0.13659303663678343,0.027881936848117326
4.986,all,25,0.11754921445002436,0.02350984289000487
4.99,all,26,0.0995485304256668,0.019523073045767697
4.995,all,27,0.07056897321046962,0.013581005226500041
4.996,all,28,0.06315051850925682,0.01193432622430535
4.997,all,29,0.05471740119919799,0.010160766319854495
5,all,30,0,0
5,all,31,0,0
5,all,32,0,0
5,all,33,0,0
5,all,34,0,0
5,all,35,0,0
5,all,36,0,0
5,all,37,0,0
5,all,38,0,0
5,all,39,0,0
5,all,40,0,0
1.91,all,1,1.154657192950892,1.154657192950892
2.728,all,2,1.1389966256812674,0.8053922377678199
3.215,all,3,1.1287378123590301,0.6516770798099953
3.526,all,4,1.0772578542226947,0.5386289271113474
3.749,all,5,1.0300776961278504,0.460664750129649
3.946,all,6,0.9612533526641184,0.3924300379277832
4.106,all,7,0.8806472276340508,0.33285336529974097
4.24,all,8,0.8301139012744511,0.29348958437419226
4.34,all,9,0.7726558075864033,0.25755193586213443
4.43,all,10,0.7068235986436783,0.22351724756707245
4.509,all,11,0.6498779434181017,0.19594557253142364
4.581,all,12,0.6081190745313033,0.17554885568999704
4.632,all,13,0.5664776225914815,0.15711262420434804
4.684,all,14,0.5276574858963174,0.14102239498503735
4.73,all,15,0.4892231999193613,0.12631688705773253
4.765,all,16,0.45385127627999566,0.11346281906999892
4.793,all,17,0.4293429111273823,0.10413095130519844
4.826,all,18,0.39734353132004285,0.09365476848567056
4.856,all,19,0.3597129319240461,0.08252380626008644
4.875,all,20,0.3398389184459168,0.07599029230450771
4.9,all,21,0.30674760650100286,0.06693781552558922
4.914,all,22,0.2840504967161379,0.06055976938104757
4.922,all,23,0.27201101078814804,0.05671821653156334
4.938,all,24,0.24538992688416575,0.050090009073756506
4.951,all,25,0.21597603025716916,0.04319520605143383
4.959,all,26,0.19838941090279583,0.03890736451859743
4.967,all,27,0.17872588772459053,0.03439581312964906
4.977,all,28,0.1499783100768024,0.028343236465496545
4.985,all,29,0.12161327966052798,0.022583019093382128
4.988,all,30,0.10893974420691407,0.019889585103656526
4.992,all,31,0.08912880535463237,0.01600800600500438
4.995,all,32,0.07056897321046962,0.012474949874623718
4.998,all,33,0.04469897088298564,0.00778109207494213
4.998,all,34,0.04469897088298564,0.007665810263758236
5,all,35,0,0
5,all,36,0,0
5,all,37,0,0
5,all,38,0,0
5,all,39,0,0
5,all,40,0,0
2.037,all,1,1.3173330506619676,1.3173330506619676
3.065,all,2,1.2330025528340545,0.8718644663292842
3.66,all,3,1.1214533684722061,0.6474714041710408
4.017,all,4,0.9908040637243535,0.49540203186217674
4.313,all,5,0.8329013895562455,0.37248482512035963
