sample,FD,region,sample_size
202,4.912588951672035,global,52
203,3.9156386041102973,global,40
204,3.7776026309545623,global,57
205,3.505958131402873,global,25
206,3.758405999857115,global,49
207,4.421802018809362,global,51
208,4.0354346821659215,global,41
209,5.031043083206925,global,35
210,3.458558071706508,global,38
211,4.24841582303607,global,29
212,3.704754717592516,global,40
213,4.51755703686866,global,42
214,3.758676777407602,global,27
215,3.2575449864802186,global,40
216,4.018585174474551,global,36
217,4.243548379034766,global,52
218,3.7474535029254312,global,40
219,4.683720112213898,global,57
220,3.0471680378683335,global,25
221,3.6165999476483446,global,49
222,4.49631139475062,global,51
223,3.8433528402906822,global,41
224,3.293605751441125,global,35
225,3.0083648268252072,global,38
226,3.554894337863083,global,29
227,3.46150358033817,global,40
228,4.293686247933449,global,42
229,3.054074364601715,global,27
230,4.526965939327656,global,40
231,4.182607352790163,global,36
232,3.7504970058405465,global,52
233,3.576501713208375,global,40
234,3.795321201030924,global,57
235,4.855673093191957,global,25
236,3.4696986963853806,global,49
237,4.492291492041528,global,51
238,3.3273682631958486,global,41
239,3.9872492317869828,global,35
240,3.377331503862018,global,38
241,4.79039866414994,global,29
242,4.181054652950316,global,40
243,4.153529524215568,global,42
244,3.9282429250801445,global,27
245,3.658964461815855,global,40
246,3.8872822557880715,global,36
247,3.55965782873394,global,52
248,3.302431698891247,global,40
249,5.1395400884882045,global,57
250,2.949857218247452,global,25
251,4.1620386701540575,global,49
252,3.9921769327629018,global,51
253,3.9639383491816598,global,41
254,3.940219594308079,global,35
255,3.8812779976304634,global,38
256,3.6527111269148813,global,29
257,3.4681861658140534,global,40
258,4.61889527493574,global,42
259,4.244565618637528,global,27
260,3.6202268250977188,global,40
261,4.399329375667892,global,36
262,3.779532291713347,global,52
263,3.5993231676807143,global,40
264,3.8477110184409424,global,57
265,2.824638469406887,global,25
266,3.662783789896016,global,49
267,3.4255783182160813,global,51
268,3.3366316770069426,global,41
269,3.8811185147773046,global,35
270,2.9887746528123142,global,38
271,3.3084423447082183,global,29
272,3.351173047087501,global,40
273,3.1514782007964968,global,42
274,3.5340616978969166,global,27
275,3.7800715252710346,global,40
276,4.486832958696849,global,36
277,3.8727117288568396,global,52
278,3.995199691138431,global,40
279,3.773129978227987,global,57
280,4.537892162102685,global,25
281,4.402438261121897,global,49
282,4.464799822487772,global,51
283,3.7674027136088433,global,41
284,2.9499597409284446,global,35
285,4.7645136410265385,global,38
286,3.2756875132362744,global,29
287,4.391036241174981,global,40
288,3.5356048574598233,global,42
289,3.403723005048757,global,27
290,4.1741784565096545,global,40
291,3.943432238383687,global,36
292,3.799377459120638,global,52
293,3.5969750618642538,global,40
294,3.838301933633035,global,57
295,4.3870975496119575,global,25
296,4.7610708919642475,global,49
297,3.6817202649564416,global,51
298,3.7792962335190374,global,41
299,4.165401242886765,global,35
300,3.495847436566721,global,38
301,3.077651977981784,global,29
302,3.299777873561197,global,40
303,3.2955072795357254,global,42
304,3.6508963351317583,global,27
305,3.498395573282789,global,40
306,3.3031722145261493,global,36
307,4.33915440832471,global,52
308,3.4297000240635827,global,40
309,4.43254855663489,global,57
310,3.393796390720622,global,25
311,3.7182325455916136,global,49
312,4.624005839526449,global,51
313,3.8779241853237183,global,41
314,5.033722305717326,global,35
315,4.400384051364617,global,38
316,2.7392264716461,global,29
317,3.265713663871757,global,40
318,3.3892933684994193,global,42
319,3.6873074902555576,global,27
320,3.1068070008945807,global,40
321,4.999340794844843,global,36
322,3.7653126941665196,global,52
323,3.0707965645164736,global,40
324,3.799518901330928,global,57
325,4.7148203133228765,global,25
326,4.4084794137051135,global,49
327,3.414350610588884,global,51
328,3.3232798908505923,global,41
329,4.184147803558558,global,35
330,3.8615562838348274,global,38
331,4.526321376819044,global,29
332,3.1591690848434637,global,40
333,3.1904392197394635,global,42
334,3.5376290361827407,global,27
335,3.3084730194983947,global,40
336,3.176761508725941,global,36
337,3.7150881534502247,global,52
338,3.517339698546871,global,40
339,3.685604091537809,global,57
340,4.113569839264192,global,25
341,3.565954332703337,global,49
342,3.684677680060488,global,51
343,5.091745850285849,global,41
344,4.620043872606499,global,35
345,4.0303132831715756,global,38
346,3.834782577846338,global,29
347,3.9799752400005093,global,40
348,4.265858970254929,global,42
349,4.44672790877294,global,27
350,3.3980235158186485,global,40
351,4.7991817459020965,global,36
352,3.7309301868532376,global,52
353,4.4113414341157045,global,40
354,3.695544987839018,global,57
355,3.819905313459499,global,25
356,3.721596527080821,global,49
357,4.659688563017921,global,51
358,3.620149583646979,global,41
359,3.143614408868995,global,35
360,5.431747298161368,global,38
361,3.174558579304871,global,29
362,4.098447850186855,global,40
363,3.139591520596039,global,42
364,3.6413690148420836,global,27
365,3.3431698025301753,global,40
366,4.0511710980146844,global,36
367,3.663500455925348,global,52
368,4.3757758851122475,global,40
369,3.807763763971161,global,57
370,4.254565592357592,global,25
371,4.865533476990512,global,49
372,3.7393962475201348,global,51
373,3.257574691517919,global,41
374,4.6933065054537835,global,35
375,5.2726569700689305,global,38
376,3.7123589570742,global,29
377,3.575777851434255,global,40
378,4.411983907312704,global,42
379,2.918919344710522,global,27
380,4.023538088255153,global,40
381,3.2590039931784602,global,36
382,3.5792242952770628,global,52
383,3.110552994447789,global,40
384,3.852794316795176,global,57
385,3.2652762214968147,global,25
386,4.615273194124594,global,49
387,3.777008357330927,global,51
388,3.3745930067804357,global,41
389,3.344966413517603,global,35
390,4.333043698445227,global,38
391,3.06280445610893,global,29
392,4.174730472561863,global,40
393,3.64658832342728,global,42
394,3.9707414571659707,global,27
395,4.015088590226512,global,40
396,3.503617156190681,global,36
397,4.603330105980782,global,52
398,3.865578151497,global,40
399,4.275371418961235,global,57
400,2.9304863194548028,global,25
401,3.228460658000473,global,49
402,4.55979561727017,global,51
403,3.528197016998237,global,41
404,3.836945101665562,global,35
405,3.914302663631748,global,38
406,4.541446716294789,global,29
407,3.897977424729609,global,40
408,3.405391997711295,global,42
409,3.845812420319666,global,27
410,4.449569750363015,global,40
411,3.9619075009144065,global,36
412,4.051018799717742,global,52
413,3.4464119555800012,global,40
414,3.6337800619538245,global,57
415,3.7328791251078637,global,25
416,3.410839298381138,global,49
417,4.535048111630072,global,51
418,3.160725750464448,global,41
419,3.9653666811363344,global,35
420,4.036803437919373,global,38
421,4.2946429118394205,global,29
422,3.39938949780727,global,40
423,5.191302947470731,global,42
424,3.4769215991101827,global,27
425,3.3635213178611654,global,40
426,3.7884005263241836,global,36
427,3.6859159253712863,global,52
428,4.586247254067634,global,40
429,3.7943917363258453,global,57
430,3.5050771082106564,global,25
431,3.3270318023126806,global,49
432,3.563533816661347,global,51
433,3.4482359878777533,global,41
434,3.900972943597421,global,35
435,3.7507342150974727,global,38
436,3.6086722616072606,global,29
437,3.3686118112881287,global,40
438,4.161621129088679,global,42
439,4.188788238249153,global,27
440,3.8812040432439896,global,40
441,3.3664818359042314,global,36
442,3.704859040113938,global,52
443,3.3884541351242037,global,40
444,3.87511025046759,global,57
445,3.45554808916741,global,25
446,4.783159250948857,global,49
447,3.9036666431222744,global,51
448,3.7005077441543675,global,41
449,3.866155408165591,global,35
450,4.230766466085098,global,38
451,3.9528187494437357,global,29
452,4.298900928785153,global,40
453,3.5413484399855926,global,42
454,3.604339166289063,global,27
455,3.839537846710668,global,40
456,3.9038741783763444,global,36
457,3.6537069003113327,global,52
458,3.260066011083417,global,40
459,4.977423614051258,global,57
460,3.741415913080592,global,25
461,5.109622253300379,global,49
462,4.467429260820959,global,51
463,4.158839064443383,global,41
464,4.197435148703345,global,35
465,3.3320287007889884,global,38
466,4.562354509146103,global,29
467,3.4221862282983713,global,40
468,3.3455387602388655,global,42
469,3.5949835447876177,global,27
470,4.626406587119769,global,40
471,3.1729245037879266,global,36
472,3.56422092936311,global,52
473,4.442932090912444,global,40
474,4.183425619188462,global,57
475,3.177728289796808,global,25
476,3.7786647541278473,global,49
477,3.5545336898622812,global,51
478,4.403590631845332,global,41
479,4.096663401964823,global,35
480,3.3662469059478175,global,38
481,4.497626940380678,global,29
482,4.4740334752237585,global,40
483,4.140927738367941,global,42
484,4.699490576408036,global,27
485,3.5911064480897936,global,40
486,4.308317216366463,global,36
487,3.573221497383509,global,52
488,4.36891553390313,global,40
489,3.4598695749166417,global,57
490,3.336711916282059,global,25
491,3.5635003129570433,global,49
492,3.516772749839117,global,51
493,4.340168599393819,global,41
494,3.0032667936068114,global,35
495,3.2678912863180365,global,38
496,4.899055420283744,global,29
497,3.313795142104906,global,40
498,3.924597391024001,global,42
499,3.0037402152666552,global,27
500,3.5809227023281895,global,40
501,3.9980189324655875,global,36
502,3.3651860204100275,global,52
503,3.4478844439045133,global,40
504,3.8022855012961525,global,57
505,4.039860537596736,global,25
506,3.7184046334800325,global,49
507,3.6132151697092363,global,51
508,4.188757119807101,global,41
509,3.9398427924291113,global,35
510,3.8493679202054527,global,38
511,3.1751630304876426,global,29
512,3.5494518906448733,global,40
513,4.175419335721717,global,42
514,4.182835380417271,global,27
515,3.9017437863842086,global,40
516,3.9484905570974034,global,36
517,3.7822590957356415,global,52
518,3.3215635672103954,global,40
519,3.8183932240664817,global,57
520,3.7456557257904626,global,25
521,4.42446051727645,global,49
522,3.6940008734224183,global,51
523,3.7126827935464535,global,41
524,3.3632286445533772,global,35
525,3.401014054278025,global,38
526,3.284766860179943,global,29
527,3.2953681670506034,global,40
528,3.5181742987196576,global,42
529,3.860863378202496,global,27
530,4.554479444016593,global,40
531,3.5850230464460267,global,36
532,3.7631755094660275,global,52
533,4.14422625082334,global,40
534,3.7901821071440014,global,57
535,4.132560754854783,global,25
536,3.5923482076670674,global,49
537,4.391042822840293,global,51
538,3.8984759157516797,global,41
539,4.032500664189338,global,35
540,3.5548328539254035,global,38
541,3.3800522686333108,global,29
542,3.4158305573118484,global,40
543,3.2293379457853875,global,42
544,4.053080074056109,global,27
545,3.429376842019867,global,40
546,3.673252878180174,global,36
547,3.5309662371302117,global,52
548,3.384203550082814,global,40
549,3.6800341639116922,global,57
550,4.307635038783964,global,25
551,3.532352438126155,global,49
552,3.74490938945669,global,51
553,4.1425429157385265,global,41
554,3.206811047797066,global,35
555,3.82303529740414,global,38
556,3.058776921537284,global,29
557,3.6890239174799646,global,40
558,3.5343248457590275,global,42
559,4.539260709279135,global,27
560,3.3489694763217233,global,40
561,3.1553845911478695,global,36
562,3.399485882469805,global,52
563,3.2238867368015174,global,40
564,3.8559393777573456,global,57
565,3.720048717981228,global,25
566,4.135594733135737,global,49
567,3.679076846819845,global,51
568,4.033998503564078,global,41
569,4.343182999264623,global,35
570,4.598511306606509,global,38
571,3.1772247786969556,global,29
572,3.9491655774880132,global,40
573,3.569780879942568,global,42
574,4.213159512744321,global,27
575,3.450147589555003,global,40
576,3.514130243191439,global,36
577,4.606499361086492,global,52
578,3.8615831772253992,global,40
579,3.7676417126327792,global,57
580,3.163200821666671,global,25
581,3.6542771201006072,global,49
582,3.958569758529452,global,51
583,3.357675487977396,global,41
584,4.04463991774079,global,35
585,3.1942918515218115,global,38
586,3.397439664322537,global,29
587,4.161495898020585,global,40
588,3.381007239040921,global,42
589,3.8375908259135714,global,27
590,4.219242295140824,global,40
591,3.6573775242715505,global,36
592,4.0316899602353855,global,52
593,4.504952303683845,global,40
594,4.5693382708676955,global,57
595,3.7746671704761203,global,25
596,4.519006529060419,global,49
597,3.768171168850296,global,51
598,3.3222205415978214,global,41
599,4.580443730143183,global,35
600,4.349306809096399,global,38
601,4.248828540141651,global,29
602,4.185340727139122,global,40
603,4.07406433174507,global,42
604,3.0662090113205704,global,27
605,3.367541759913679,global,40
606,3.8770398223941807,global,36
607,3.9282103848996455,global,52
608,3.7762572898526447,global,40
609,3.8292555925187686,global,57
610,3.1821116073924265,global,25
611,4.4233959218919114,global,49
612,3.9956034867381622,global,51
613,3.948707963020079,global,41
614,4.02755010089624,global,35
615,2.9062376259074654,global,38
616,4.164949762652931,global,29
617,3.25914846537051,global,40
618,3.9159149821274104,global,42
619,4.638379175993831,global,27
620,3.257087462027446,global,40
621,4.413678845318712,global,36
622,3.5449454944742915,global,52
623,3.4996460151630235,global,40
624,4.840200544905628,global,57
625,3.9065964113339806,global,25
626,3.67577452576833,global,49
627,3.322773251896392,global,51
628,3.2764288196865463,global,41
629,3.083477862402341,global,35
630,3.9043244720541437,global,38
631,3.752133175215945,global,29
632,4.128364577276404,global,40
633,3.9350922888096713,global,42
634,4.363490696723183,global,27
635,3.3306604720223105,global,40
636,2.9239364428049606,global,36
637,4.374659957787152,global,52
638,3.7180100779731236,global,40
639,3.85161569672221,global,57
640,2.960016313636985,global,25
641,4.465264603888347,global,49
642,3.6143085394883205,global,51
643,3.555173296633939,global,41
644,4.2432211149329895,global,35
645,3.2747673142352376,global,38
646,3.889097434147506,global,29
647,4.395916216041655,global,40
648,3.188296796296092,global,42
649,4.030979254790738,global,27
650,4.097685895272034,global,40
651,3.713874921414003,global,36
652,3.7570303974135624,global,52
653,3.0688128378524677,global,40
654,3.4358082684405913,global,57
655,3.4703389483752938,global,25
656,4.219289462992796,global,49
657,3.653384087742498,global,51
658,3.483062077371462,global,41
659,4.382405169670768,global,35
660,3.780729403089923,global,38
661,5.047826575521267,global,29
662,3.340914163182693,global,40
663,4.0945958816809265,global,42
664,4.6191324862728855,global,27
665,3.8249327870572176,global,40
666,3.30977451113116,global,36
667,4.163615113797102,global,52
668,4.016198001006743,global,40
669,3.855308986722179,global,57
670,3.6560187805570066,global,25
671,3.698222594472788,global,49
672,3.426512871436559,global,51
673,3.1686114201681876,global,41
674,3.7992501562785455,global,35
675,3.3454325900938255,global,38
676,3.3552623242931205,global,29
677,3.1861123891365577,global,40
678,3.107460694960964,global,42
679,3.7828237868896135,global,27
680,4.079030750829031,global,40
681,3.684298936983543,global,36
682,4.273745720883793,global,52
683,4.861398040771994,global,40
684,4.06154790054351,global,57
685,3.604562867473996,global,25
686,3.494134371335139,global,49
687,3.828311348092858,global,51
688,3.990113138562003,global,41
689,3.1152738886865285,global,35
690,4.713006639504835,global,38
691,3.814646101399032,global,29
692,4.252860885961756,global,40
693,4.665356398015896,global,42
694,3.4549117162704754,global,27
695,3.1150976262690313,global,40
696,3.554917134714395,global,36
697,4.950971002598391,global,52
698,2.975284253070507,global,40
699,3.825464901244923,global,57
700,2.9671175361560636,global,25
701,5.517301499971803,global,49
702,3.7674165221899583,global,51
703,3.1172031026248472,global,41
704,3.511094000982839,global,35
705,3.2313351707632636,global,38
706,4.655366206370154,global,29
707,3.4891419513583397,global,40
708,3.4930135801629913,global,42
709,3.6379563600705045,global,27
710,3.9527001962838657,global,40
711,4.272753816209175,global,36
712,3.6080923252337214,global,52
713,3.2293081677686426,global,40
714,4.160838782239201,global,57
715,4.244565081369833,global,25
716,3.233962865879395,global,49
717,3.473530752346349,global,51
718,4.113941573216481,global,41
719,3.9842316008025453,global,35
720,3.8963291114508896,global,38
721,3.1364231662360105,global,29
722,3.0505545324778494,global,40
723,4.3393742186084285,global,42
724,3.1363170287700575,global,27
725,3.347306921544694,global,40
726,3.2838115674124726,global,36
727,4.453823393719496,global,52
728,3.9080072872281177,global,40
729,3.7282439436734864,global,57
730,3.914213045918167,global,25
731,4.994334589311526,global,49
732,4.546312456276569,global,51
733,3.5711763629937434,global,41
734,3.3891040498131986,global,35
735,3.721742796169656,global,38
736,4.2939029668317445,global,29
737,3.3033576259805746,global,40
738,3.5404456148137124,global,42
739,3.29705148668369,global,27
740,3.5127068381509394,global,40
741,4.314067079699838,global,36
742,5.0029670151664245,global,52
743,3.484672382503776,global,40
744,4.6971334633100295,global,57
745,4.041174639976902,global,25
746,3.5180980708600322,global,49
747,3.621168834590196,global,51
748,4.5727190561182285,global,41
749,4.345914289243217,global,35
750,4.12608670955671,global,38
751,3.2299916188532554,global,29
752,3.474719411385722,global,40
753,4.154156646816152,global,42
754,4.926291570905038,global,27
755,4.2859847980322865,global,40
756,5.107799957265442,global,36
757,3.617172193647321,global,52
758,3.027568186223125,global,40
759,3.8118870555317135,global,57
760,4.946593677909581,global,25
761,3.62128251222833,global,49
762,3.8121409306707954,global,51
763,3.5961703831018625,global,41
764,3.800614535477453,global,35
765,3.3763914400040482,global,38
766,4.332461221797824,global,29
767,3.8752112985201417,global,40
768,4.181752229116481,global,42
769,3.6858390580301843,global,27
770,3.0120558346110555,global,40
771,3.439584006521565,global,36
772,3.8133696918625377,global,52
773,3.9759627115604785,global,40
774,3.8749462355432964,global,57
775,3.477833988875029,global,25
776,4.083088774945987,global,49
777,3.5688845804683873,global,51
778,3.1477170688755236,global,41
779,4.07497684096586,global,35
780,4.707626471124162,global,38
781,2.9466324560799544,global,29
782,3.9969449807500643,global,40
783,3.46103945530966,global,42
784,3.498866046906886,global,27
785,4.003697007771717,global,40
786,3.1028810771269333,global,36
787,4.4238129728928675,global,52
788,3.3249249120445525,global,40
789,3.9190100405332813,global,57
790,2.787330634604502,global,25
791,3.1066036861986897,global,49
792,4.780198367067049,global,51
793,4.290362516779589,global,41
794,5.051036378691524,global,35
795,4.4909987689496855,global,38
796,4.422236658874673,global,29
797,3.247211456899321,global,40
798,3.9671970943971604,global,42
799,4.47485036042355,global,27
800,4.652076594018645,global,40
801,3.9946989640583612,global,36
802,3.530490284086533,global,52
803,3.3512634763623868,global,40
804,4.161578348784531,global,57
805,4.118410770583976,global,25
806,3.594133345709886,global,49
807,3.482159282679634,global,51
808,4.459351712737005,global,41
809,4.035969066956665,global,35
810,3.121968219110135,global,38
811,3.4568070166578297,global,29
812,4.0304259109860245,global,40
813,4.185698885703968,global,42
814,2.985115959788683,global,27
815,3.4162715084793667,global,40
816,3.098921628312901,global,36
817,3.9297023730446705,global,52
818,3.401419035989828,global,40
819,3.6919824794703056,global,57
820,3.551991984904513,global,25
821,3.6954710359040197,global,49
822,4.493609308735691,global,51
823,3.363535822756285,global,41
824,3.7509222444281045,global,35
825,3.4086789496953998,global,38
826,3.9190912844190025,global,29
827,6.20235278244794,global,40
828,3.3330268654461546,global,42
829,3.574068655274788,global,27
830,4.123252956315263,global,40
831,4.245730479986337,global,36
832,3.82659025044207,global,52
833,3.7682421961030585,global,40
834,3.389820266667468,global,57
835,3.5195608545558366,global,25
836,3.58460858741942,global,49
837,3.6628090447599844,global,51
838,3.4982249090368347,global,41
839,4.458372025604316,global,35
840,4.723765026391081,global,38
841,2.780875656741938,global,29
842,4.095749125624119,global,40
843,4.360262145826283,global,42
844,3.659503527568708,global,27
845,3.4980207736701288,global,40
846,4.894205307251183,global,36
847,3.3512242193978596,global,52
848,3.4514817210251443,global,40
849,3.645705200363335,global,57
850,4.293823993017147,global,25
851,3.485760424139337,global,49
852,3.7305495713658097,global,51
853,3.3215395199218647,global,41
854,4.137862670247709,global,35
855,3.4985273617672177,global,38
856,5.207800407625245,global,29
857,3.595237229718076,global,40
858,3.4680758036116486,global,42
859,3.7502555700366678,global,27
860,3.9982302944815125,global,40
861,3.599023993019196,global,36
862,3.7869721473273907,global,52
863,3.934841032770574,global,40
864,3.717104200976573,global,57
865,3.0924809508789,global,25
866,3.362078059979605,global,49
867,4.769833517514863,global,51
868,4.305799494493783,global,41
869,4.0247467172301885,global,35
870,3.7818670657759217,global,38
871,4.194722718736625,global,29
872,3.2419848838079,global,40
873,3.7117409608578433,global,42
874,4.316994357833909,global,27
875,3.371803540526722,global,40
876,3.670797443673863,global,36
877,3.607021078735902,global,52
878,3.3048491798346595,global,40
879,3.841595207263491,global,57
880,3.614987138560773,global,25
881,3.9399800712413273,global,49
882,3.3581587663376955,global,51
883,3.592796626072218,global,41
884,4.178336480417614,global,35
885,3.3375120363364035,global,38
886,3.203706935741197,global,29
887,3.260213273522316,global,40
888,4.7006270186129635,global,42
889,3.361474615069801,global,27
890,4.3172982199926615,global,40
891,4.857050051860039,global,36
892,3.790060087878084,global,52
893,3.8856594791165913,global,40
894,3.8512501847105227,global,57
895,4.491453325405629,global,25
896,4.575364236960778,global,49
897,4.536712037550174,global,51
898,3.3008161440824533,global,41
899,4.289524754683353,global,35
900,3.7035329356250477,global,38
901,3.2146289310938427,global,29
902,3.5392771523185353,global,40
903,3.4261898095745673,global,42
904,3.6513794366548864,global,27
905,3.7971531152301945,global,40
906,4.723826160802206,global,36
907,4.032495743347097,global,52
908,3.379569382521012,global,40
909,3.7974168415989813,global,57
910,3.9652687887849365,global,25
911,4.406964052539434,global,49
912,3.4146504605100483,global,51
913,4.512665785077389,global,41
914,3.7142218886684724,global,35
915,3.8272412097629194,global,38
916,3.4356668515789486,global,29
917,3.1996804404670534,global,40
918,4.210084751875831,global,42
919,4.092911494334338,global,27
920,3.266416312418657,global,40
921,4.461657145647552,global,36
922,3.7218832052211015,global,52
923,3.0325519799836225,global,40
924,3.8613562633597605,global,57
925,4.030694484987107,global,25
926,3.5869568317116594,global,49
927,3.648028822115204,global,51
928,3.7105983388536474,global,41
929,4.203759567358701,global,35
930,3.2817780011841324,global,38
931,3.6753323673503195,global,29
932,3.642777067882901,global,40
933,3.2168389397623014,global,42
934,4.847384478712924,global,27
935,4.643513478686918,global,40
936,3.371328398491183,global,36
937,3.475763901964909,global,52
938,4.400165323452572,global,40
939,4.746221429032093,global,57
940,3.2903261792480065,global,25
941,4.183096790353467,global,49
942,3.6630949829947044,global,51
943,3.175892508874005,global,41
944,4.119435789529871,global,35
945,4.194764902547034,global,38
946,3.673650477345285,global,29
947,4.264704951268898,global,40
948,3.672595851190463,global,42
949,3.4877769821893967,global,27
950,2.8931137553123136,global,40
951,3.4695632969692096,global,36
952,4.644540318118483,global,52
953,3.3530509348235573,global,40
954,3.8373662691462904,global,57
955,3.873325096300472,global,25
956,4.900676795657845,global,49
957,3.3869421500179606,global,51
958,5.017787167058897,global,41
959,3.9971482947870167,global,35
960,4.543916577147176,global,38
961,3.9913230372088466,global,29
962,4.310926511109159,global,40
963,3.264792764809051,global,42
964,3.8716369295093935,global,27
965,3.7201312806907345,global,40
966,3.4966060485708974,global,36
