ref_info,seanuts_id2,species_name,nutrient,concentration,subgroup,abs_lat,bulk_mean_length,bulk_max_length,bulk_trophic_level,feeding_mode,feeding_level,anacat,max_length,length_from_study,commonlength,commonlengthf,commonlengthref,lengthfemale,maxlengthref,length_source_1,mean_length,tl,food_item_id_2,feedingtyperef,feeding_habit,demerspelag,brackishwater,brack,marine,fresh,trophic_level,diettroph,dietsetroph,foodsetroph,isotroph,isosetroph,ecotroph,ecosetroph,weight,weightfemale,maxweightref,weight_from_study
"Özden Ö. (2010). Micro, macro mineral and proximate composition of Atlantic bonito and horse mackerel: a monthly differentiation. International Journal of Food Science and Technology 45: 578-586",51,Trachurus trachurus,fat_g,12.26,finfish,41.00527,68.15384615,62.0,3.84,NA,NA,oceanodromous,62.0,NA,22.0,NA,3397,NA,3197,NA,68.0,3.64,900574,NA,NA,pelagic-neritic,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,2e3,NA,27584,NA
"Özden Ö. (2010). Micro, macro mineral and proximate composition of Atlantic bonito and horse mackerel: a monthly differentiation. International Journal of Food Science and Technology 45: 578-586",54,Trachurus trachurus,fat_g,2.93,finfish,41.00527,68.15384615,62.0,3.84,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),oceanodromous,62.0,NA,22.0,NA,3397,NA,3197,NA,68.0,3.64,900570,12224,NA,pelagic-neritic,NA,0,NA,0,3.84,3.71,0.025,0.59,NA,NA,NA,NA,2e3,NA,27584,NA
"Özden Ö. (2010). Micro, macro mineral and proximate composition of Atlantic bonito and horse mackerel: a monthly differentiation. International Journal of Food Science and Technology 45: 578-586",54,Trachurus trachurus,fat_g,2.93,finfish,41.00527,68.15384615,62.0,3.84,NA,NA,oceanodromous,62.0,NA,22.0,NA,3397,NA,3197,NA,68.0,3.64,900570,NA,NA,pelagic-neritic,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,2e3,NA,27584,NA
"Özden Ö. (2010). Micro, macro mineral and proximate composition of Atlantic bonito and horse mackerel: a monthly differentiation. International Journal of Food Science and Technology 45: 578-586",55,Trachurus trachurus,fat_g,8.66,finfish,41.00527,68.15384615,62.0,3.84,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),oceanodromous,62.0,NA,22.0,NA,3397,NA,3197,NA,68.0,3.64,900566,12224,NA,pelagic-neritic,NA,0,NA,0,3.84,3.71,0.025,0.59,NA,NA,NA,NA,2e3,NA,27584,NA
"Özden Ö. (2010). Micro, macro mineral and proximate composition of Atlantic bonito and horse mackerel: a monthly differentiation. International Journal of Food Science and Technology 45: 578-586",55,Trachurus trachurus,fat_g,8.66,finfish,41.00527,68.15384615,62.0,3.84,NA,NA,oceanodromous,62.0,NA,22.0,NA,3397,NA,3197,NA,68.0,3.64,900566,NA,NA,pelagic-neritic,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,2e3,NA,27584,NA
"Özden Ö. (2010). Micro, macro mineral and proximate composition of Atlantic bonito and horse mackerel: a monthly differentiation. International Journal of Food Science and Technology 45: 578-586",57,Trachurus trachurus,fat_g,11.85,finfish,41.00527,68.15384615,62.0,3.84,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),oceanodromous,62.0,NA,22.0,NA,3397,NA,3197,NA,68.0,3.64,900564,12224,NA,pelagic-neritic,NA,0,NA,0,3.84,3.71,0.025,0.59,NA,NA,NA,NA,2e3,NA,27584,NA
"Özden Ö. (2010). Micro, macro mineral and proximate composition of Atlantic bonito and horse mackerel: a monthly differentiation. International Journal of Food Science and Technology 45: 578-586",57,Trachurus trachurus,fat_g,11.85,finfish,41.00527,68.15384615,62.0,3.84,NA,NA,oceanodromous,62.0,NA,22.0,NA,3397,NA,3197,NA,68.0,3.64,900564,NA,NA,pelagic-neritic,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,2e3,NA,27584,NA
"Özden Ö. (2010). Micro, macro mineral and proximate composition of Atlantic bonito and horse mackerel: a monthly differentiation. International Journal of Food Science and Technology 45: 578-586",58,Trachurus trachurus,fat_g,12.24,finfish,41.00527,68.15384615,62.0,3.84,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),oceanodromous,62.0,NA,22.0,NA,3397,NA,3197,NA,68.0,3.64,900572,12224,NA,pelagic-neritic,NA,0,NA,0,3.84,3.71,0.025,0.59,NA,NA,NA,NA,2e3,NA,27584,NA
"Özden Ö. (2010). Micro, macro mineral and proximate composition of Atlantic bonito and horse mackerel: a monthly differentiation. International Journal of Food Science and Technology 45: 578-586",58,Trachurus trachurus,fat_g,12.24,finfish,41.00527,68.15384615,62.0,3.84,NA,NA,oceanodromous,62.0,NA,22.0,NA,3397,NA,3197,NA,68.0,3.64,900572,NA,NA,pelagic-neritic,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,2e3,NA,27584,NA
"Özden Ö. (2010). Micro, macro mineral and proximate composition of Atlantic bonito and horse mackerel: a monthly differentiation. International Journal of Food Science and Technology 45: 578-586",64,Trachurus trachurus,fat_g,10.79,finfish,41.00527,68.15384615,62.0,3.84,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),oceanodromous,62.0,NA,22.0,NA,3397,NA,3197,NA,68.0,3.64,900563,12224,NA,pelagic-neritic,NA,0,NA,0,3.84,3.71,0.025,0.59,NA,NA,NA,NA,2e3,NA,27584,NA
"Özden Ö. (2010). Micro, macro mineral and proximate composition of Atlantic bonito and horse mackerel: a monthly differentiation. International Journal of Food Science and Technology 45: 578-586",64,Trachurus trachurus,fat_g,10.79,finfish,41.00527,68.15384615,62.0,3.84,NA,NA,oceanodromous,62.0,NA,22.0,NA,3397,NA,3197,NA,68.0,3.64,900563,NA,NA,pelagic-neritic,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,2e3,NA,27584,NA
"Karakoltsidis P.A., Zotos A., Constantinides S.M. (1995). Composition of the commercially important mediterranean finfish, crustaceans, and molluscs. Journal of Food Composition and Analysis 8: 258-273",1238,Trachurus trachurus,fat_g,1.0,finfish,39.019184,68.15384615,62.0,3.84,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),oceanodromous,62.0,NA,22.0,NA,3397,NA,3197,NA,68.0,3.64,900477,12224,NA,pelagic-neritic,NA,0,NA,0,3.84,3.71,0.025,0.59,NA,NA,NA,NA,2e3,NA,27584,NA
"Karakoltsidis P.A., Zotos A., Constantinides S.M. (1995). Composition of the commercially important mediterranean finfish, crustaceans, and molluscs. Journal of Food Composition and Analysis 8: 258-273",1238,Trachurus trachurus,fat_g,1.0,finfish,39.019184,68.15384615,62.0,3.84,NA,NA,oceanodromous,62.0,NA,22.0,NA,3397,NA,3197,NA,68.0,3.64,900477,NA,NA,pelagic-neritic,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,2e3,NA,27584,NA
Celik M. (2008). Seasonal changes in the proximate chemical composition and fatty acids of chub mackerel (Scomber japonicus) and horse mackerel (Trachurus trachurus) from the north eastern Mediterranean Sea. International Journal of Food Science and Technology 43: 933-938,1239,Trachurus trachurus,fat_g,0.88,finfish,36.5817,68.15384615,62.0,3.84,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),oceanodromous,62.0,17.42,22.0,NA,3397,NA,3197,NA,68.0,3.64,900502,12224,NA,pelagic-neritic,NA,0,NA,0,3.84,3.71,0.025,0.59,NA,NA,NA,NA,2e3,NA,27584,NA
Celik M. (2008). Seasonal changes in the proximate chemical composition and fatty acids of chub mackerel (Scomber japonicus) and horse mackerel (Trachurus trachurus) from the north eastern Mediterranean Sea. International Journal of Food Science and Technology 43: 933-938,1239,Trachurus trachurus,fat_g,0.88,finfish,36.5817,68.15384615,62.0,3.84,NA,NA,oceanodromous,62.0,17.42,22.0,NA,3397,NA,3197,NA,68.0,3.64,900502,NA,NA,pelagic-neritic,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,2e3,NA,27584,NA
"Karakoltsidis P.A., Zotos A., Constantinides S.M. (1995). Composition of the commercially important mediterranean finfish, crustaceans, and molluscs. Journal of Food Composition and Analysis 8: 258-273",1240,Trachurus trachurus,fat_g,2.0,finfish,39.019184,68.15384615,62.0,3.84,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),oceanodromous,62.0,NA,22.0,NA,3397,NA,3197,NA,68.0,3.64,900478,12224,NA,pelagic-neritic,NA,0,NA,0,3.84,3.71,0.025,0.59,NA,NA,NA,NA,2e3,NA,27584,NA
"Karakoltsidis P.A., Zotos A., Constantinides S.M. (1995). Composition of the commercially important mediterranean finfish, crustaceans, and molluscs. Journal of Food Composition and Analysis 8: 258-273",1240,Trachurus trachurus,fat_g,2.0,finfish,39.019184,68.15384615,62.0,3.84,NA,NA,oceanodromous,62.0,NA,22.0,NA,3397,NA,3197,NA,68.0,3.64,900478,NA,NA,pelagic-neritic,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,2e3,NA,27584,NA
Celik M. (2008). Seasonal changes in the proximate chemical composition and fatty acids of chub mackerel (Scomber japonicus) and horse mackerel (Trachurus trachurus) from the north eastern Mediterranean Sea. International Journal of Food Science and Technology 43: 933-938,1241,Trachurus trachurus,fat_g,0.4,finfish,36.5817,68.15384615,62.0,3.84,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),oceanodromous,62.0,17.42,22.0,NA,3397,NA,3197,NA,68.0,3.64,900500,12224,NA,pelagic-neritic,NA,0,NA,0,3.84,3.71,0.025,0.59,NA,NA,NA,NA,2e3,NA,27584,NA
Celik M. (2008). Seasonal changes in the proximate chemical composition and fatty acids of chub mackerel (Scomber japonicus) and horse mackerel (Trachurus trachurus) from the north eastern Mediterranean Sea. International Journal of Food Science and Technology 43: 933-938,1241,Trachurus trachurus,fat_g,0.4,finfish,36.5817,68.15384615,62.0,3.84,NA,NA,oceanodromous,62.0,17.42,22.0,NA,3397,NA,3197,NA,68.0,3.64,900500,NA,NA,pelagic-neritic,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,2e3,NA,27584,NA
Celik M. (2008). Seasonal changes in the proximate chemical composition and fatty acids of chub mackerel (Scomber japonicus) and horse mackerel (Trachurus trachurus) from the north eastern Mediterranean Sea. International Journal of Food Science and Technology 43: 933-938,1242,Trachurus trachurus,fat_g,2.03,finfish,36.5817,68.15384615,62.0,3.84,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),oceanodromous,62.0,17.42,22.0,NA,3397,NA,3197,NA,68.0,3.64,900501,12224,NA,pelagic-neritic,NA,0,NA,0,3.84,3.71,0.025,0.59,NA,NA,NA,NA,2e3,NA,27584,NA
Celik M. (2008). Seasonal changes in the proximate chemical composition and fatty acids of chub mackerel (Scomber japonicus) and horse mackerel (Trachurus trachurus) from the north eastern Mediterranean Sea. International Journal of Food Science and Technology 43: 933-938,1242,Trachurus trachurus,fat_g,2.03,finfish,36.5817,68.15384615,62.0,3.84,NA,NA,oceanodromous,62.0,17.42,22.0,NA,3397,NA,3197,NA,68.0,3.64,900501,NA,NA,pelagic-neritic,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,2e3,NA,27584,NA
"Visentainer J.V., D'Addio Noffs M., de Oliveira Carvalho P., de Almeida V.V., de Oliveira C.C., de Souza N.E. (2007). Lipid content and fatty acid composition of 15 marine fish species from the Southeast coast of Brazil. Journal of the American Oil Chemists' Society, 84(6): 543-547",1243,Trachurus trachurus,fat_g,6.57,finfish,23.372169,68.15384615,62.0,3.84,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),oceanodromous,62.0,NA,22.0,NA,3397,NA,3197,NA,68.0,3.64,900886,12224,NA,pelagic-neritic,NA,0,NA,0,3.84,3.71,0.025,0.59,NA,NA,NA,NA,2e3,NA,27584,NA
"Visentainer J.V., D'Addio Noffs M., de Oliveira Carvalho P., de Almeida V.V., de Oliveira C.C., de Souza N.E. (2007). Lipid content and fatty acid composition of 15 marine fish species from the Southeast coast of Brazil. Journal of the American Oil Chemists' Society, 84(6): 543-547",1243,Trachurus trachurus,fat_g,6.57,finfish,23.372169,68.15384615,62.0,3.84,NA,NA,oceanodromous,62.0,NA,22.0,NA,3397,NA,3197,NA,68.0,3.64,900886,NA,NA,pelagic-neritic,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,2e3,NA,27584,NA
"Bandarra N.M., Batista I., Nunes M.L., Empis J.M. (2001). Seasonal variation in the chemical composition of horse-mackerel (Trachurus trachurus). Eur Food Res Technol 212: 535-539",1244,Trachurus trachurus,fat_g,7.3,finfish,39.360329,68.15384615,62.0,3.84,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),oceanodromous,62.0,20.0,22.0,NA,3397,NA,3197,NA,68.0,3.64,900381,12224,NA,pelagic-neritic,NA,0,NA,0,3.84,3.71,0.025,0.59,NA,NA,NA,NA,2e3,NA,27584,NA
"Bandarra N.M., Batista I., Nunes M.L., Empis J.M. (2001). Seasonal variation in the chemical composition of horse-mackerel (Trachurus trachurus). Eur Food Res Technol 212: 535-539",1244,Trachurus trachurus,fat_g,7.3,finfish,39.360329,68.15384615,62.0,3.84,NA,NA,oceanodromous,62.0,20.0,22.0,NA,3397,NA,3197,NA,68.0,3.64,900381,NA,NA,pelagic-neritic,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,2e3,NA,27584,NA
"Ostermeyer U., Schmidt T. (2006). Vitamin D and provitamin D in fish. Eur Food Res Technol 222:403-413",1245,Trachurus trachurus,fat_g,7.4,finfish,60.657778,68.15384615,62.0,3.84,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),oceanodromous,62.0,NA,22.0,NA,3397,NA,3197,NA,68.0,3.64,900675,12224,NA,pelagic-neritic,NA,0,NA,0,3.84,3.71,0.025,0.59,NA,NA,NA,NA,2e3,NA,27584,NA
"Ostermeyer U., Schmidt T. (2006). vitamin D and provitamin D in fish. Eur Food Res Technol 222:403-413",1245,Trachurus trachurus,fat_g,7.4,finfish,60.657778,68.15384615,62.0,3.84,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),oceanodromous,62.0,NA,22.0,NA,3397,NA,3197,NA,68.0,3.64,900675,12224,NA,pelagic-neritic,NA,0,NA,0,3.84,3.71,0.025,0.59,NA,NA,NA,NA,2e3,NA,27584,NA
"Ostermeyer U., Schmidt T. (2006). Vitamin D and provitamin D in fish. Eur Food Res Technol 222:403-413",1245,Trachurus trachurus,fat_g,7.4,finfish,60.657778,68.15384615,62.0,3.84,NA,NA,oceanodromous,62.0,NA,22.0,NA,3397,NA,3197,NA,68.0,3.64,900675,NA,NA,pelagic-neritic,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,2e3,NA,27584,NA
"Ostermeyer U., Schmidt T. (2006). vitamin D and provitamin D in fish. Eur Food Res Technol 222:403-413",1245,Trachurus trachurus,fat_g,7.4,finfish,60.657778,68.15384615,62.0,3.84,NA,NA,oceanodromous,62.0,NA,22.0,NA,3397,NA,3197,NA,68.0,3.64,900675,NA,NA,pelagic-neritic,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,2e3,NA,27584,NA
"Bandarra N.M., Batista I., Nunes M.L., Empis J.M. (2001). Seasonal variation in the chemical composition of horse-mackerel (Trachurus trachurus). Eur Food Res Technol 212: 535-539",1246,Trachurus trachurus,fat_g,4.7,finfish,39.360329,68.15384615,62.0,3.84,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),oceanodromous,62.0,20.0,22.0,NA,3397,NA,3197,NA,68.0,3.64,900379,12224,NA,pelagic-neritic,NA,0,NA,0,3.84,3.71,0.025,0.59,NA,NA,NA,NA,2e3,NA,27584,NA
"Bandarra N.M., Batista I., Nunes M.L., Empis J.M. (2001). Seasonal variation in the chemical composition of horse-mackerel (Trachurus trachurus). Eur Food Res Technol 212: 535-539",1246,Trachurus trachurus,fat_g,4.7,finfish,39.360329,68.15384615,62.0,3.84,NA,NA,oceanodromous,62.0,20.0,22.0,NA,3397,NA,3197,NA,68.0,3.64,900379,NA,NA,pelagic-neritic,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,2e3,NA,27584,NA
"Bandarra N.M., Batista I., Nunes M.L., Empis J.M. (2001). Seasonal variation in the chemical composition of horse-mackerel (Trachurus trachurus). Eur Food Res Technol 212: 535-539",1247,Trachurus trachurus,fat_g,6.8,finfish,39.360329,68.15384615,62.0,3.84,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),oceanodromous,62.0,20.0,22.0,NA,3397,NA,3197,NA,68.0,3.64,900380,12224,NA,pelagic-neritic,NA,0,NA,0,3.84,3.71,0.025,0.59,NA,NA,NA,NA,2e3,NA,27584,NA
"Bandarra N.M., Batista I., Nunes M.L., Empis J.M. (2001). Seasonal variation in the chemical composition of horse-mackerel (Trachurus trachurus). Eur Food Res Technol 212: 535-539",1247,Trachurus trachurus,fat_g,6.8,finfish,39.360329,68.15384615,62.0,3.84,NA,NA,oceanodromous,62.0,20.0,22.0,NA,3397,NA,3197,NA,68.0,3.64,900380,NA,NA,pelagic-neritic,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,2e3,NA,27584,NA
"Bandarra N.M., Batista I., Nunes M.L., Empis J.M. (2001). Seasonal variation in the chemical composition of horse-mackerel (Trachurus trachurus). Eur Food Res Technol 212: 535-539",1248,Trachurus trachurus,fat_g,6.3,finfish,39.360329,68.15384615,62.0,3.84,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),oceanodromous,62.0,20.0,22.0,NA,3397,NA,3197,NA,68.0,3.64,900378,12224,NA,pelagic-neritic,NA,0,NA,0,3.84,3.71,0.025,0.59,NA,NA,NA,NA,2e3,NA,27584,NA
"Bandarra N.M., Batista I., Nunes M.L., Empis J.M. (2001). Seasonal variation in the chemical composition of horse-mackerel (Trachurus trachurus). Eur Food Res Technol 212: 535-539",1248,Trachurus trachurus,fat_g,6.3,finfish,39.360329,68.15384615,62.0,3.84,NA,NA,oceanodromous,62.0,20.0,22.0,NA,3397,NA,3197,NA,68.0,3.64,900378,NA,NA,pelagic-neritic,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,2e3,NA,27584,NA
"Bandarra N.M., Batista I., Nunes M.L., Empis J.M. (2001). Seasonal variation in the chemical composition of horse-mackerel (Trachurus trachurus). Eur Food Res Technol 212: 535-539",1249,Trachurus trachurus,fat_g,7.5,finfish,39.360329,68.15384615,62.0,3.84,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),oceanodromous,62.0,20.0,22.0,NA,3397,NA,3197,NA,68.0,3.64,900377,12224,NA,pelagic-neritic,NA,0,NA,0,3.84,3.71,0.025,0.59,NA,NA,NA,NA,2e3,NA,27584,NA
"Bandarra N.M., Batista I., Nunes M.L., Empis J.M. (2001). Seasonal variation in the chemical composition of horse-mackerel (Trachurus trachurus). Eur Food Res Technol 212: 535-539",1249,Trachurus trachurus,fat_g,7.5,finfish,39.360329,68.15384615,62.0,3.84,NA,NA,oceanodromous,62.0,20.0,22.0,NA,3397,NA,3197,NA,68.0,3.64,900377,NA,NA,pelagic-neritic,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,2e3,NA,27584,NA
"Bandarra N.M., Batista I., Nunes M.L., Empis J.M. (2001). Seasonal variation in the chemical composition of horse-mackerel (Trachurus trachurus). Eur Food Res Technol 212: 535-539",1250,Trachurus trachurus,fat_g,2.1,finfish,39.360329,68.15384615,62.0,3.84,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),oceanodromous,62.0,20.0,22.0,NA,3397,NA,3197,NA,68.0,3.64,900376,12224,NA,pelagic-neritic,NA,0,NA,0,3.84,3.71,0.025,0.59,NA,NA,NA,NA,2e3,NA,27584,NA
"Bandarra N.M., Batista I., Nunes M.L., Empis J.M. (2001). Seasonal variation in the chemical composition of horse-mackerel (Trachurus trachurus). Eur Food Res Technol 212: 535-539",1250,Trachurus trachurus,fat_g,2.1,finfish,39.360329,68.15384615,62.0,3.84,NA,NA,oceanodromous,62.0,20.0,22.0,NA,3397,NA,3197,NA,68.0,3.64,900376,NA,NA,pelagic-neritic,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,2e3,NA,27584,NA
"Pirini M., Testi S., Ventrella V., Pagliarani A., Badiani A. (2010). Blue-back fish: Fatty acid profile in selected seasons and retention upon baking. Food Chemistry 123: 306-314",1251,Trachurus trachurus,fat_g,3.02,finfish,41.85509,68.15384615,62.0,3.84,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),oceanodromous,62.0,20.4,22.0,NA,3397,NA,3197,NA,68.0,3.64,900395,12224,NA,pelagic-neritic,NA,0,NA,0,3.84,3.71,0.025,0.59,NA,NA,NA,NA,2e3,NA,27584,NA
"Pirini M., Testi S., Ventrella V., Pagliarani A., Badiani A. (2010). Blue-back fish: Fatty acid profile in selected seasons and retention upon baking. Food Chemistry 123: 306-314",1251,Trachurus trachurus,fat_g,3.02,finfish,41.85509,68.15384615,62.0,3.84,NA,NA,oceanodromous,62.0,20.4,22.0,NA,3397,NA,3197,NA,68.0,3.64,900395,NA,NA,pelagic-neritic,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,2e3,NA,27584,NA
"Bandarra N.M., Batista I., Nunes M.L., Empis J.M. (2001). Seasonal variation in the chemical composition of horse-mackerel (Trachurus trachurus). Eur Food Res Technol 212: 535-539",1252,Trachurus trachurus,fat_g,1.4,finfish,39.360329,68.15384615,62.0,3.84,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),oceanodromous,62.0,20.0,22.0,NA,3397,NA,3197,NA,68.0,3.64,900372,12224,NA,pelagic-neritic,NA,0,NA,0,3.84,3.71,0.025,0.59,NA,NA,NA,NA,2e3,NA,27584,NA
"Bandarra N.M., Batista I., Nunes M.L., Empis J.M. (2001). Seasonal variation in the chemical composition of horse-mackerel (Trachurus trachurus). Eur Food Res Technol 212: 535-539",1252,Trachurus trachurus,fat_g,1.4,finfish,39.360329,68.15384615,62.0,3.84,NA,NA,oceanodromous,62.0,20.0,22.0,NA,3397,NA,3197,NA,68.0,3.64,900372,NA,NA,pelagic-neritic,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,2e3,NA,27584,NA
"Bandarra N.M., Batista I., Nunes M.L., Empis J.M. (2001). Seasonal variation in the chemical composition of horse-mackerel (Trachurus trachurus). Eur Food Res Technol 212: 535-539",1253,Trachurus trachurus,fat_g,2.6,finfish,39.360329,68.15384615,62.0,3.84,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),oceanodromous,62.0,20.0,22.0,NA,3397,NA,3197,NA,68.0,3.64,900374,12224,NA,pelagic-neritic,NA,0,NA,0,3.84,3.71,0.025,0.59,NA,NA,NA,NA,2e3,NA,27584,NA
"Bandarra N.M., Batista I., Nunes M.L., Empis J.M. (2001). Seasonal variation in the chemical composition of horse-mackerel (Trachurus trachurus). Eur Food Res Technol 212: 535-539",1253,Trachurus trachurus,fat_g,2.6,finfish,39.360329,68.15384615,62.0,3.84,NA,NA,oceanodromous,62.0,20.0,22.0,NA,3397,NA,3197,NA,68.0,3.64,900374,NA,NA,pelagic-neritic,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,2e3,NA,27584,NA
"Karakoltsidis P.A., Zotos A., Constantinides S.M. (1995). Composition of the commercially important mediterranean finfish, crustaceans, and molluscs. Journal of Food Composition and Analysis 8: 258-273",1254,Trachurus trachurus,fat_g,1.5,finfish,39.019184,68.15384615,62.0,3.84,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),oceanodromous,62.0,NA,22.0,NA,3397,NA,3197,NA,68.0,3.64,900434,12224,NA,pelagic-neritic,NA,0,NA,0,3.84,3.71,0.025,0.59,NA,NA,NA,NA,2e3,NA,27584,NA
