page_id,level_1,level_2,common_name,latin_name,part,preparation,reference,ca_mg,zn_mg,fe_mg,protein_g,fat_g,fapun3,fapun_all_g,mn_mg,mg_mg,epa,dha
6151,Fish,Freshwater Fish,Rainbow Trout,Oncorhynchus mykiss,fillet,raw,79,51,1.1,1.5,18.4,5.8,1.1,2.2,NA,NA,NA,NA
6151,Fish,Freshwater Fish,Rainbow Trout,Oncorhynchus mykiss,fillet,raw,56,NA,NA,NA,18.8,3.1,NA,NA,NA,NA,NA,NA
6151,Fish,Freshwater Fish,Rainbow Trout,Oncorhynchus mykiss,fillet,raw,72,NA,NA,NA,NA,4.5,NA,NA,NA,NA,NA,NA
6151,Fish,Freshwater Fish,Steelhead Trout,Oncorhynchus mykiss irideus,meat,raw,58,NA,NA,NA,21,11,NA,NA,NA,NA,NA,NA
6151,Fish,Freshwater Fish,Brook Trout,Salvelinus fontinalis,meat,raw,69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6151,Fish,Freshwater Fish,Brook Trout,Salvelinus fontinalis,meat,raw,23,NA,NA,NA,NA,2,NA,0.4,NA,NA,0.1,NA
6151,Fish,Freshwater Fish,Brook Trout,Salvelinus fontinalis,meat,raw,65,14.3,0.471,0.226,18.6,3.41,NA,NA,0.018,50,NA,NA
6151,Fish,Freshwater Fish,Brook Trout,Salvelinus fontinalis,meat,raw,23,NA,NA,NA,NA,2.7,NA,0.9,NA,NA,0.2,NA
6151,Fish,Freshwater Fish,Brook Trout,Salvelinus fontinalis,meat,raw,43,4.7,0.8,0.2,16.6,1.5,0.58,0.93,NA,NA,NA,NA
6151,Fish,Freshwater Fish,Brook Trout,Salvelinus fontinalis,meat,raw,81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6151,Fish,Freshwater Fish,Brook Trout,Salvelinus fontinalis,whole,raw,27,NA,NA,NA,15.6,5.2,NA,NA,NA,NA,NA,NA
6151,Fish,Freshwater Fish,Brook Trout,Salvelinus fontinalis,whole,raw,81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6151,Fish,Freshwater Fish,Brook Trout,Salvelinus fontinalis,whole,raw,27,NA,NA,NA,17.1,5.6,NA,NA,NA,NA,NA,NA
6151,Fish,Freshwater Fish,Brook Trout,Salvelinus fontinalis,skin,raw,64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6151,Fish,Freshwater Fish,Brook Trout,Salvelinus fontinalis,fillet,raw,56,NA,NA,NA,21.5,3.4,NA,NA,NA,NA,NA,NA
6151,Fish,Freshwater Fish,Brook Trout,Salvelinus fontinalis,fillet,raw,79,80,1.2,1.4,20,2.5,0.3,0.7,NA,NA,NA,NA
6151,Fish,Freshwater Fish,Brook Trout,Salvelinus fontinalis,muscle,raw,27,NA,NA,NA,18.5,1.6,NA,NA,NA,NA,NA,NA
6151,Fish,Freshwater Fish,Brook Trout,Salvelinus fontinalis,muscle,raw,64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6151,Fish,Freshwater Fish,Brook Trout,Salvelinus fontinalis,muscle,raw,2,9.3,0.5,0.3,23.5,1.8,NA,NA,NA,21,0.112,NA
6151,Fish,Freshwater Fish,Brook Trout,Salvelinus fontinalis,muscle,raw,27,38,0.46,1.2,18.6,2.6,NA,NA,NA,NA,NA,NA
6151,Fish,Freshwater Fish,Dolly Varden Trout,Salvelinus malma,meat,raw,7,13,NA,1.3,19.7,2,NA,0.9,NA,NA,NA,NA
6151,Fish,Freshwater Fish,Dolly Varden Trout,Salvelinus malma,meat,raw,34,NA,NA,NA,15.9,2.1,NA,NA,NA,NA,NA,NA
6151,Fish,Freshwater Fish,Dolly Varden Trout,Salvelinus malma,muscle,raw,27,NA,NA,NA,19.9,6,NA,NA,NA,NA,NA,NA
6151,Fish,Freshwater Fish,Brown Trout,Salmo trutta,meat,raw,82,20,0.44,0.7,20,3.3,NA,0.11,0.04,30,NA,NA
6151,Fish,Freshwater Fish,Brown Trout,Salmo trutta,muscle,raw,27,20,0.46,1,18.5,2.9,NA,NA,0.05,25,NA,NA
6151,Fish,Freshwater Fish,Brown Trout,Salmo trutta,muscle,raw,52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6388,Fish,Freshwater Fish,Whitefish and Cisco,"Stenodus spp., Coegonus spp., Prosopium spp.",meat,raw,7,NA,0.99,0.29,18.9,6.1,NA,1.82,NA,33,NA,NA
6388,Fish,Freshwater Fish,Whitefish and Cisco,"Stenodus spp., Coegonus spp., Prosopium spp.",meat,raw,13,NA,NA,NA,NA,NA,NA,NA,NA,33,NA,NA
6388,Fish,Freshwater Fish,Whitefish and Cisco,"Stenodus spp., Coegonus spp., Prosopium spp.",meat,raw,11,356,NA,NA,25.8,1.3,NA,NA,NA,NA,NA,NA
6388,Fish,Freshwater Fish,Whitefish and Cisco,"Stenodus spp., Coegonus spp., Prosopium spp.",meat,raw,33,356,NA,NA,25.8,1.3,NA,NA,NA,NA,NA,NA
6388,Fish,Freshwater Fish,Whitefish and Cisco,"Stenodus spp., Coegonus spp., Prosopium spp.",meat,raw,13,NA,0.99,0.37,19.1,5.86,NA,2.15,NA,NA,0.317,NA
6388,Fish,Freshwater Fish,Whitefish and Cisco,"Stenodus spp., Coegonus spp., Prosopium spp.",meat,raw,40,NA,0.6,NA,25,1.1,NA,NA,NA,NA,NA,NA
6388,Fish,Freshwater Fish,Whitefish and Cisco,"Stenodus spp., Coegonus spp., Prosopium spp.",meat,raw,53,26,NA,0.4,20,4,NA,NA,0.01,32,0.2,NA
6388,Fish,Freshwater Fish,Whitefish and Cisco,"Stenodus spp., Coegonus spp., Prosopium spp.",meat,raw,61,356,NA,NA,25.8,1.3,NA,NA,NA,NA,NA,NA
6388,Fish,Freshwater Fish,Whitefish and Cisco,"Stenodus spp., Coegonus spp., Prosopium spp.",meat,raw,41,NA,NA,NA,22,4.9,NA,NA,NA,NA,NA,NA
6388,Fish,Freshwater Fish,Whitefish and Cisco,"Stenodus spp., Coegonus spp., Prosopium spp.",meat,raw,59,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.263,NA
6388,Fish,Freshwater Fish,Whitefish and Cisco,"Stenodus spp., Coegonus spp., Prosopium spp.",meat,raw,82,60,0.54,0.5,21.7,3,NA,0.23,0.05,30,NA,NA
6388,Fish,Freshwater Fish,Whitefish and Cisco,"Stenodus spp., Coegonus spp., Prosopium spp.",meat,raw,88,26,0.99,0.37,19.1,5.86,NA,2.15,0.067,33,0.317,NA
6388,Fish,Freshwater Fish,Whitefish and Cisco,"Stenodus spp., Coegonus spp., Prosopium spp.",liver,raw,21,54,NA,NA,10,3,NA,NA,NA,NA,NA,NA
6388,Fish,Freshwater Fish,Whitefish and Cisco,"Stenodus spp., Coegonus spp., Prosopium spp.",liver,raw,11,55,NA,NA,11,4.4,NA,NA,NA,NA,NA,NA
6388,Fish,Freshwater Fish,Whitefish and Cisco,"Stenodus spp., Coegonus spp., Prosopium spp.",liver,raw,33,55,NA,NA,11,4.4,NA,NA,NA,NA,NA,NA
6388,Fish,Freshwater Fish,Whitefish and Cisco,"Stenodus spp., Coegonus spp., Prosopium spp.",liver,raw,61,55,NA,NA,11,4.4,NA,NA,NA,NA,NA,NA
6388,Fish,Freshwater Fish,Whitefish and Cisco,"Stenodus spp., Coegonus spp., Prosopium spp.",liver,raw,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6388,Fish,Freshwater Fish,Whitefish and Cisco,"Stenodus spp., Coegonus spp., Prosopium spp.",eggs,raw,11,54,NA,NA,8,5,NA,NA,NA,NA,NA,NA
6388,Fish,Freshwater Fish,Whitefish and Cisco,"Stenodus spp., Coegonus spp., Prosopium spp.",eggs,raw,33,54,NA,NA,8,5,NA,NA,NA,NA,NA,NA
6388,Fish,Freshwater Fish,Whitefish and Cisco,"Stenodus spp., Coegonus spp., Prosopium spp.",oil,raw,11,14,NA,NA,0,100,NA,NA,NA,NA,NA,NA
6388,Fish,Freshwater Fish,Whitefish and Cisco,"Stenodus spp., Coegonus spp., Prosopium spp.",flesh,raw,83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6388,Fish,Freshwater Fish,Inconnu,Stenodus leucichthys,meat,raw,32,NA,NA,NA,22.2,4.1,NA,NA,NA,NA,NA,NA
6388,Fish,Freshwater Fish,Inconnu,Stenodus leucichthys,meat,raw,24,10,0.3,0.4,19,7,NA,NA,0.02,33,NA,NA
6388,Fish,Freshwater Fish,Inconnu,Stenodus leucichthys,meat,raw,29,NA,NA,NA,10.8,3.1,NA,NA,NA,NA,NA,NA
6388,Fish,Freshwater Fish,Inconnu,Stenodus leucichthys,meat,raw,20,NA,NA,NA,NA,6.9,NA,NA,NA,NA,0.2,NA
6388,Fish,Freshwater Fish,Inconnu,Stenodus leucichthys,meat,raw,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6388,Fish,Freshwater Fish,Inconnu,Stenodus leucichthys,fillet,raw,79,16,NA,0.2,18.2,11.8,NA,NA,NA,NA,NA,NA
6388,Fish,Freshwater Fish,Inconnu,Stenodus leucichthys,muscle,raw,27,NA,NA,NA,19.9,6.8,NA,NA,NA,NA,NA,NA
6388,Fish,Freshwater Fish,Inconnu,Stenodus leucichthys,not specified,raw,88,140,0.6,0.5,22.2,2.84,NA,0.7,0.037,25,0.17,NA
6388,Fish,Freshwater Fish,Lake Whitefish,Coregonus clupeaformis,meat,raw,23,NA,NA,NA,NA,6,NA,2.2,NA,NA,0.3,1
6388,Fish,Freshwater Fish,Lake Whitefish,Coregonus clupeaformis,meat,raw,62,26,0.99,0.37,19.1,5.9,NA,2.15,0.067,33,NA,NA
6388,Fish,Freshwater Fish,Lake Whitefish,Coregonus clupeaformis,meat,raw,24,9.4,0.8,0.5,18,0.7,NA,NA,0.01,21,NA,NA
6388,Fish,Freshwater Fish,Lake Whitefish,Coregonus clupeaformis,meat,raw,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6388,Fish,Freshwater Fish,Lake Whitefish,Coregonus clupeaformis,meat,raw,24,40,0.4,0.5,18,4,NA,NA,0.03,25,NA,NA
6388,Fish,Freshwater Fish,Lake Whitefish,Coregonus clupeaformis,meat,raw,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6388,Fish,Freshwater Fish,Lake Whitefish,Coregonus clupeaformis,meat,raw,69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6388,Fish,Freshwater Fish,Lake Whitefish,Coregonus clupeaformis,meat,raw,73,NA,NA,NA,NA,NA,NA,NA,NA,33,NA,NA
6388,Fish,Freshwater Fish,Lake Whitefish,Coregonus clupeaformis,meat,raw,43,6,0.5,0.25,15,1.1,0.5,0.7,NA,NA,NA,NA
6388,Fish,Freshwater Fish,Lake Whitefish,Coregonus clupeaformis,meat,raw,20,NA,NA,NA,NA,1.9,NA,NA,NA,NA,0.1,NA
6388,Fish,Freshwater Fish,Lake Whitefish,Coregonus clupeaformis,eggs,raw,24,40,4,3,22,11,NA,NA,0.2,34,NA,NA
6388,Fish,Freshwater Fish,Lake Whitefish,Coregonus clupeaformis,eggs,raw,43,35.9,3.2,0.37,11.4,7.7,0.33,1.55,NA,NA,NA,NA
6388,Fish,Freshwater Fish,Lake Whitefish,Coregonus clupeaformis,eggs,raw,20,NA,NA,NA,NA,11.4,NA,NA,NA,NA,0.4,NA
6388,Fish,Freshwater Fish,Lake Whitefish,Coregonus clupeaformis,eggs,raw,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6388,Fish,Freshwater Fish,Lake Whitefish,Coregonus clupeaformis,esophagus,raw,24,NA,NA,NA,15,4.1,NA,NA,NA,NA,NA,NA
6388,Fish,Freshwater Fish,Lake Whitefish,Coregonus clupeaformis,muscle,raw,27,NA,1.3,NA,18.5,7.2,NA,NA,0.067,NA,NA,NA
6388,Fish,Freshwater Fish,Lake Whitefish,Coregonus clupeaformis,muscle,raw,2,25.7,0.3,0.3,23.3,1.3,NA,NA,NA,17.2,0.059,NA
6388,Fish,Freshwater Fish,Lake Whitefish,Coregonus clupeaformis,tail,raw,20,NA,NA,NA,NA,5.1,NA,NA,NA,NA,0.2,NA
6388,Fish,Freshwater Fish,Lake Whitefish,Coregonus clupeaformis,offal,raw,27,NA,NA,NA,16.1,18.5,NA,NA,NA,NA,NA,NA
6388,Fish,Freshwater Fish,Lake Whitefish,Coregonus clupeaformis,fillet,raw,79,5,1.3,0.3,18.8,9,NA,3.6,NA,NA,NA,NA
6388,Fish,Freshwater Fish,Lake Whitefish,Coregonus clupeaformis,fillet,raw,72,NA,NA,NA,NA,5.2,NA,NA,NA,NA,NA,NA
6388,Fish,Freshwater Fish,Lake Whitefish,Coregonus clupeaformis,flesh,raw,84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6388,Fish,Freshwater Fish,Cisco,Coregonus autumnalis and Coregonus sardinella,meat,raw,23,NA,NA,NA,NA,1.9,NA,0.6,NA,NA,0.1,NA
6388,Fish,Freshwater Fish,Cisco,Coregonus autumnalis and Coregonus sardinella,muscle,raw,27,NA,NA,NA,14.9,8.9,NA,NA,NA,NA,NA,NA
6388,Fish,Freshwater Fish,Cisco,Coregonus autumnalis and Coregonus sardinella,whole,raw,27,NA,NA,NA,15.8,9.6,NA,NA,NA,NA,NA,NA
6388,Fish,Freshwater Fish,Cisco,Coregonus autumnalis and Coregonus sardinella,eggs,raw,49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6388,Fish,Freshwater Fish,Cisco,Coregonus autumnalis and Coregonus sardinella,eggs,raw,83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6388,Fish,Freshwater Fish,Lake Herring,Coregonus artedi,meat,raw,13,NA,0.37,NA,19,1.91,NA,0.613,NA,NA,0.095,NA
6388,Fish,Freshwater Fish,Lake Herring,Coregonus artedi,meat,raw,63,12,0.37,0.4,19,1.91,NA,0.613,0.067,17,0.095,NA
6388,Fish,Freshwater Fish,Lake Herring,Coregonus artedi,meat,raw,69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6388,Fish,Freshwater Fish,Lake Herring,Coregonus artedi,meat,raw,43,11.2,1.1,0.46,14.1,3.4,0.65,1.3,NA,NA,NA,NA
6388,Fish,Freshwater Fish,Lake Herring,Coregonus artedi,meat,raw,88,NA,NA,0.4,NA,NA,NA,NA,NA,NA,NA,NA
6388,Fish,Freshwater Fish,Lake Herring,Coregonus artedi,muscle,raw,27,12,NA,NA,19.4,3.2,NA,NA,NA,17,NA,NA
6388,Fish,Freshwater Fish,Lake Herring,Coregonus artedi,whole,raw,27,NA,NA,NA,17.4,6.8,NA,NA,NA,NA,NA,NA
6388,Fish,Freshwater Fish,Lake Herring,Coregonus artedi,offal,raw,27,NA,NA,NA,15.9,7.2,NA,NA,NA,NA,NA,NA
6388,Fish,Freshwater Fish,Lake Herring,Coregonus artedi,eggs,raw,43,28.7,5.4,0.22,4.5,14.4,0.24,3.1,NA,NA,NA,NA
6388,Fish,Freshwater Fish,Lake Herring,Coregonus artedi,fillet,raw,79,30,NA,0.4,18.2,3.3,NA,NA,NA,NA,NA,NA
6388,Fish,Freshwater Fish,Lake Herring,Coregonus artedi,fillet,raw,72,NA,NA,NA,NA,2.5,NA,NA,NA,NA,NA,NA
6388,Fish,Freshwater Fish,Lake Herring,Coregonus artedi,not specified,raw,86,11,NA,0.4,19,2,NA,NA,NA,NA,0.12,NA
6388,Fish,Freshwater Fish,Arctic Cisco,Coregonus autumnalis,meat,raw,20,NA,NA,NA,NA,3.9,NA,NA,NA,NA,0.3,NA
6388,Fish,Freshwater Fish,Arctic Cisco,Coregonus autumnalis,meat,raw,24,30,0.4,1,18,4,NA,NA,0.02,23,NA,NA
6388,Fish,Freshwater Fish,Arctic Cisco,Coregonus autumnalis,meat,raw,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6388,Fish,Freshwater Fish,Arctic Cisco,Coregonus autumnalis,eggs,raw,84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6388,Fish,Freshwater Fish,Broad Whitefish,Coregonus nasus,meat,raw,34,NA,NA,NA,12.2,15.3,NA,NA,NA,NA,NA,NA
6388,Fish,Freshwater Fish,Broad Whitefish,Coregonus nasus,meat,raw,49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6388,Fish,Freshwater Fish,Broad Whitefish,Coregonus nasus,"head, eyes, cheeks + soft bones",raw,7,NA,NA,3.9,18.6,3.6,NA,NA,NA,NA,NA,NA
6388,Fish,Freshwater Fish,Broad Whitefish,Coregonus nasus,"head, eyes, cheeks + soft bones",raw,34,NA,NA,3.9,18.6,3.6,NA,NA,NA,NA,NA,NA
6388,Fish,Freshwater Fish,Broad Whitefish,Coregonus nasus,"head, eyes, cheeks + soft bones",raw,88,NA,NA,3.9,18.6,3.6,NA,NA,NA,NA,NA,NA
6388,Fish,Freshwater Fish,Broad Whitefish,Coregonus nasus,liver,raw,7,53,NA,8.6,11,4.4,NA,NA,NA,NA,NA,NA
6388,Fish,Freshwater Fish,Broad Whitefish,Coregonus nasus,liver,raw,34,NA,NA,8.6,NA,NA,NA,NA,NA,NA,NA,NA
6388,Fish,Freshwater Fish,Broad Whitefish,Coregonus nasus,roe,raw,7,54,NA,0.9,8,5,NA,NA,NA,NA,NA,NA
6388,Fish,Freshwater Fish,Broad Whitefish,Coregonus nasus,roe,raw,34,NA,NA,0.9,NA,NA,NA,NA,NA,NA,NA,NA
6403,Fish,Freshwater Fish,Suckers,Catostominae,muscle,raw,27,NA,NA,NA,17.7,3.5,NA,NA,NA,NA,NA,NA
6403,Fish,Freshwater Fish,Suckers,Catostominae,offal,raw,27,NA,NA,NA,15.1,8.4,NA,NA,NA,NA,NA,NA
6403,Fish,Freshwater Fish,Suckers,Catostominae,meat,raw,40,NA,NA,NA,20.6,1.8,NA,NA,NA,NA,NA,NA
6403,Fish,Freshwater Fish,Suckers,Catostominae,meat,raw,41,NA,NA,NA,21,1.8,NA,NA,NA,NA,NA,NA
6403,Fish,Freshwater Fish,Suckers,Catostominae,meat,raw,69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6403,Fish,Freshwater Fish,Longnose Sucker,Catostomus catostomus,muscle,raw,2,63.1,0.5,0.3,17.7,1.2,NA,NA,NA,21.8,0.075,NA
6403,Fish,Freshwater Fish,White Sucker,Catostomus commersonii,meat,raw,13,70,0.75,1.3,16.7,2.32,NA,0.807,0.6,30,0.19,NA
6403,Fish,Freshwater Fish,White Sucker,Catostomus commersonii,meat,raw,63,70,0.75,1.3,16.8,2.32,NA,0.807,0.6,30,0.19,NA
6403,Fish,Freshwater Fish,White Sucker,Catostomus commersonii,muscle,raw,27,NA,NA,NA,17.7,1.5,NA,NA,NA,NA,NA,NA
6403,Fish,Freshwater Fish,White Sucker,Catostomus commersonii,muscle,raw,2,19.6,0.3,0.2,18.4,1.5,NA,NA,NA,17.4,0.083,NA
6403,Fish,Freshwater Fish,White Sucker,Catostomus commersonii,whole,raw,27,NA,NA,NA,16,3.8,NA,NA,NA,NA,NA,NA
6403,Fish,Freshwater Fish,White Sucker,Catostomus commersonii,fillet,raw,56,NA,NA,NA,16.9,1.9,NA,NA,NA,NA,NA,NA
6403,Fish,Freshwater Fish,White Sucker,Catostomus commersonii,fillet,raw,79,42,NA,0.4,17.1,2.4,NA,NA,NA,NA,NA,NA
6404,Fish,Freshwater Fish,Pike,Esox spp.,meat,raw,36,20.38,0.665,0.615,18.4,0.85,NA,NA,NA,27.57,NA,NA
6404,Fish,Freshwater Fish,Pike,Esox spp.,meat,raw,40,NA,NA,NA,18.7,0.2,NA,NA,NA,NA,NA,NA
6404,Fish,Freshwater Fish,Pike,Esox spp.,meat,raw,53,19,0.4,0.2,20,0.8,NA,NA,0.02,28,NA,NA
6404,Fish,Freshwater Fish,Pike,Esox spp.,meat,raw,7,NA,NA,0.6,18.3,1.1,NA,NA,NA,NA,NA,NA
