seanuts_id2,food_item_id_2,database,biblioid,biblioid.x,biblioid.y,biblioid_y,nutrient_ref,species_name,subgroup,food_name_clean,prot_g,protcnt_g,protein_g,fat_g,epa,dha,ca_mg,zn_mg,fe_mg,tl,length_from_study,length_source,abs_lat,latitude,slmax_nov28,slmax_source,lwa,lwb,country_region,isscaap_cat,isscaap,season,asfis_scientific_name_fishbase_swap_in_progress,season.x,season.y,fapun3,fapun_all_g
1516,NA,NA,NA,fi195,fi195,NA,NA,Sebastes aleutianus,Finfish,NA,19.3,NA,NA,1.27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sebastes aleutianus,NA,NA,NA,NA
1517,NA,NA,NA,fi195,fi195,NA,NA,Sebastes paucispinis,Finfish,NA,18.6,NA,NA,1.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sebastes paucispinis,NA,NA,NA,NA
1518,NA,NA,NA,fi195,fi195,NA,NA,Sebastes goodei,Finfish,NA,20.8,NA,NA,2.35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sebastes goodei,NA,NA,NA,NA
1519,NA,NA,NA,fi195,fi195,NA,NA,Sebastes norvegicus,Finfish,NA,18.2,NA,NA,1.78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sebastes norvegicus,NA,NA,NA,NA
1520,NA,NA,NA,fi195,fi195,NA,NA,Sebastes elongatus,Finfish,NA,20.3,NA,NA,0.73,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sebastes elongatus,NA,NA,NA,NA
1521,NA,NA,NA,fi195,fi195,NA,NA,Sebastes norvegicus,Finfish,NA,17.3,NA,NA,1.67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sebastes norvegicus,NA,NA,NA,NA
1522,NA,NA,NA,fi195,fi195,NA,NA,Sebastes pinniger,Finfish,NA,18.7,NA,NA,1.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sebastes pinniger,NA,NA,NA,NA
1523,NA,NA,NA,fi195,fi195,NA,NA,Sebastes alutus,Finfish,NA,19.0,NA,NA,1.43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sebastes alutus,NA,NA,NA,NA
1524,NA,NA,NA,fi195,fi195,NA,NA,Sebastes ruberrimus,Finfish,NA,17.2,NA,NA,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sebastes ruberrimus,NA,NA,NA,NA
1525,NA,NA,NA,fi195,fi195,NA,NA,Sebastes rosaceus,Finfish,NA,19.3,NA,NA,0.84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sebastes rosaceus,NA,NA,NA,NA
1526,NA,NA,NA,fi195,fi195,NA,NA,Sebastes flavidus,Finfish,NA,18.9,NA,NA,1.56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sebastes flavidus,NA,NA,NA,NA
1527,NA,NA,NA,fi195,fi195,NA,NA,Sebastes entomelas,Finfish,NA,19.6,NA,NA,1.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sebastes entomelas,NA,NA,NA,NA
1528,NA,NA,NA,fi195,fi195,NA,NA,Anoplopoma fimbria,Finfish,NA,13.8,NA,NA,15.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Anoplopoma fimbria,NA,NA,NA,NA
1529,NA,NA,NA,fi195,fi195,NA,NA,Oncorhynchus keta,Finfish,NA,21.3,NA,NA,3.86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Oncorhynchus keta,NA,NA,NA,NA
1530,NA,NA,NA,fi195,fi195,NA,NA,Oncorhynchus tshawytscha,Finfish,NA,19.5,NA,NA,11.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Oncorhynchus tshawytscha,NA,NA,NA,NA
1531,NA,NA,NA,fi195,fi195,NA,NA,Oncorhynchus gorbuscha,Finfish,NA,19.0,NA,NA,4.76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Oncorhynchus gorbuscha,NA,NA,NA,NA
1532,NA,NA,NA,fi195,fi195,NA,NA,Oncorhynchus kisutch,Finfish,NA,21.7,NA,NA,5.31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Oncorhynchus kisutch,NA,NA,NA,NA
1533,NA,NA,NA,fi195,fi195,NA,NA,Oncorhynchus nerka,Finfish,NA,21.3,NA,NA,8.55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Oncorhynchus nerka,NA,NA,NA,NA
1534,NA,NA,NA,fi195,fi195,NA,NA,Alosa sapidissima,Finfish,NA,18.8,NA,NA,7.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Alosa sapidissima,NA,NA,NA,NA
1535,NA,NA,NA,fi195,fi195,NA,NA,Pandalus borealis,Crustacean,NA,18.1,NA,NA,0.95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Pandalus borealis,NA,NA,NA,NA
1536,NA,NA,NA,fi195,fi195,NA,NA,Raja clavata,Finfish,NA,16.3,NA,NA,6.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Raja clavata,NA,NA,NA,NA
1537,NA,NA,NA,fi195,fi195,NA,NA,Microstomus pacificus,Finfish,NA,16.8,NA,NA,0.95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Microstomus pacificus,NA,NA,NA,NA
1538,NA,NA,NA,fi195,fi195,NA,NA,Parophrys vetulus,Finfish,NA,16.8,NA,NA,1.36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Parophrys vetulus,NA,NA,NA,NA
1539,NA,NA,NA,fi195,fi195,NA,NA,Hippoglossoides elassodon,Finfish,NA,19.2,NA,NA,1.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Hippoglossoides elassodon,NA,NA,NA,NA
1540,NA,NA,NA,fi195,fi195,NA,NA,Eopsetta jordani,Finfish,NA,17.6,NA,NA,0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Eopsetta jordani,NA,NA,NA,NA
1541,NA,NA,NA,fi195,fi195,NA,NA,Glyptocephalus zachirus,Finfish,NA,16.7,NA,NA,0.71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Glyptocephalus zachirus,NA,NA,NA,NA
1542,NA,NA,NA,fi195,fi195,NA,NA,Lepidopsetta bilineata,Finfish,NA,19.2,NA,NA,0.77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Lepidopsetta bilineata,NA,NA,NA,NA
1543,NA,NA,NA,fi195,fi195,NA,NA,Psettichthys melanostictus,Finfish,NA,16.1,NA,NA,0.44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Psettichthys melanostictus,NA,NA,NA,NA
1544,NA,NA,NA,fi195,fi195,NA,NA,Limanda aspera,Finfish,NA,17.0,NA,NA,1.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Limanda aspera,NA,NA,NA,NA
1545,NA,NA,NA,fi195,fi195,NA,NA,Evasterias troscheli,Molluscs,NA,11.8,NA,NA,1.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Evasterias troscheli,NA,NA,NA,NA
1546,NA,NA,NA,fi195,fi195,NA,NA,Evasterias troscheli,Molluscs,NA,10.0,NA,NA,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Evasterias troscheli,NA,NA,NA,NA
1547,NA,NA,NA,fi195,fi195,NA,NA,Evasterias troscheli,Molluscs,NA,5.7,NA,NA,0.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Evasterias troscheli,NA,NA,NA,NA
1548,NA,NA,NA,fi195,fi195,NA,NA,Oncorhynchus clarkii,Finfish,NA,19.9,NA,NA,1.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Oncorhynchus clarkii,NA,NA,NA,NA
1549,NA,NA,NA,fi195,fi195,NA,NA,Salvelinus malma,Finfish,NA,19.8,NA,NA,5.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Salvelinus malma,NA,NA,NA,NA
1550,NA,NA,NA,fi195,fi195,NA,NA,Oncorhynchus mykiss,Finfish,NA,21.1,NA,NA,9.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Oncorhynchus mykiss,NA,NA,NA,NA
1551,NA,NA,NA,fi195,fi195,NA,NA,Thunnus alalunga,Finfish,NA,25.0,NA,NA,10.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Thunnus alalunga,NA,NA,NA,NA
1552,NA,NA,NA,fi195,fi195,NA,NA,Thunnus alalunga,Finfish,NA,22.8,NA,NA,8.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Thunnus alalunga,NA,NA,NA,NA
1553,NA,NA,NA,fi157,fi157,NA,NA,Lutjanus purpureus,Finfish,NA,NA,18.4,NA,1.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Lutjanus purpureus,Jan-Dec 2002,Jan-Dec 2002,NA,NA
1554,NA,NA,NA,fi157,fi157,NA,NA,Oreochromis niloticus,Finfish,NA,NA,17.7,NA,1.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Oreochromis niloticus,Jan-Dec 2002,Jan-Dec 2002,NA,NA
1555,NA,NA,NA,fi157,fi157,NA,NA,Prochilodus brevis,Finfish,NA,NA,18.7,NA,3.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Prochilodus brevis,Jan-Dec 2002,Jan-Dec 2002,NA,NA
1556,NA,NA,NA,fi157,fi157,NA,NA,Triportheus angulatus,Finfish,NA,NA,17.6,NA,4.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Triportheus angulatus,Jan-Dec 2002,Jan-Dec 2002,NA,NA
1557,NA,NA,NA,fi173,fi173,NA,NA,Atherina boyeri,Finfish,NA,NA,17.21,NA,2.11,0.059698101,0.116657757,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Atherina boyeri,Jun,Jun,0.229481691,0.35052096
1558,NA,NA,NA,fi173,fi173,NA,NA,Engraulis encrasicolus,Finfish,NA,NA,20.47,NA,2.07,0.147177913,0.272180782,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Engraulis encrasicolus,May,May,0.453515416,0.525226647
1559,NA,NA,NA,fi173,fi173,NA,NA,Boops boops,Finfish,NA,NA,18.22,NA,1.31,0.065725107,0.113103304,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Boops boops,Jun,Jun,0.198470397,0.24498521
1560,NA,NA,NA,fi173,fi173,NA,NA,Mullus barbatus barbatus,Finfish,NA,NA,14.79,NA,3.52,0.140723968,0.141666316,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mullus barbatus barbatus,May,May,0.344271136,0.492533888
1561,NA,NA,NA,fi173,fi173,NA,NA,Spicara smaris,Finfish,NA,NA,19.03,NA,3.87,0.148764759,0.380754558,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Spicara smaris,Jun,Jun,0.590897784,0.707066069
1562,NA,NA,NA,fi173,fi173,NA,NA,Trachurus trachurus,Finfish,NA,NA,16.04,NA,3.81,0.236432889,0.488218563,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Trachurus trachurus,May,May,0.774803883,0.855320711
1563,NA,NA,NA,fi177,NA,NA,NA,Crassostrea gigas,Molluscs,NA,NA,NA,NA,1.46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Crassostrea gigas,Spring,NA,NA,NA
1564,NA,NA,NA,fi177,NA,NA,NA,Crassostrea gigas,Molluscs,NA,NA,NA,NA,2.84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Crassostrea gigas,Summer,NA,NA,NA
1565,NA,NA,NA,fi177,NA,NA,NA,Crassostrea gigas,Molluscs,NA,NA,NA,NA,2.64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Crassostrea gigas,Fall,NA,NA,NA
1566,NA,NA,NA,fi177,NA,NA,NA,Doryteuthis opalescens,Molluscs,NA,NA,NA,NA,1.76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Doryteuthis opalescens,Summer,NA,NA,NA
1567,NA,NA,NA,fi177,NA,NA,NA,Doryteuthis opalescens,Molluscs,NA,NA,NA,NA,1.24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Doryteuthis opalescens,Fall,NA,NA,NA
1568,NA,NA,NA,fi177,NA,NA,NA,Aequipecten opercularis,Molluscs,NA,NA,NA,NA,0.66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Aequipecten opercularis,Spring,NA,NA,NA
1569,NA,NA,NA,fi177,NA,NA,NA,Aequipecten opercularis,Molluscs,NA,NA,NA,NA,0.68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Aequipecten opercularis,Winter,NA,NA,NA
1570,NA,NA,NA,fi177,NA,NA,NA,Argopecten irradians,Molluscs,NA,NA,NA,NA,1.14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Argopecten irradians,Spring,NA,NA,NA
1571,NA,NA,NA,fi177,NA,NA,NA,Argopecten irradians,Molluscs,NA,NA,NA,NA,0.77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Argopecten irradians,Winter,NA,NA,NA
1572,NA,NA,NA,fi177,fi177,NA,NA,Crassostrea gigas,Molluscs,NA,NA,NA,NA,2.31,0.359906152,0.249945452,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Crassostrea gigas,"Spring, summer, fall","Spring, summer, fall",0.718664888,0.798984008
1573,NA,NA,NA,fi177,fi177,NA,NA,Doryteuthis opalescens,Molluscs,NA,15.3,NA,NA,1.5,0.1709276,0.3865786,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Doryteuthis opalescens,"Summer, fall","Summer, fall",0.5575062,0.574121
1574,NA,NA,NA,fi177,fi177,NA,NA,Aequipecten opercularis,Molluscs,NA,10.6,NA,NA,0.67,0.0895752,0.083098224,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Aequipecten opercularis,"Spring, winter","Spring, winter",0.187212168,0.205471728
1575,NA,NA,NA,fi177,fi177,NA,NA,Argopecten irradians,Molluscs,NA,15.9,NA,NA,0.96,0.100849472,0.148538464,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Argopecten irradians,"Spring, winter","Spring, winter",0.289367104,0.334009472
1576,NA,NA,NA,fi178,fi178,NA,NA,Octopus vulgaris,Molluscs,NA,10.2,NA,NA,0.65,0.0191986,0.0318892,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Octopus vulgaris,NA,NA,0.0562942,0.0985962
1577,NA,NA,NA,fi179,fi179,NA,NA,Hypophthalmichthys molitrix,Finfish,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Hypophthalmichthys molitrix,NA,NA,NA,NA
1578,NA,NA,NA,fi179,fi179,NA,NA,Rasbora tawarensis,Finfish,NA,NA,NA,NA,NA,NA,NA,NA,2.7,0.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Rasbora tawarensis,NA,NA,NA,NA
1579,NA,NA,NA,fi179,fi179,NA,NA,Pimelodus maculatus,Finfish,NA,NA,NA,NA,NA,NA,NA,NA,2.2,1.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Pimelodus maculatus,NA,NA,NA,NA
1580,NA,NA,NA,fi179,fi179,NA,NA,Parambassis ranga,Finfish,NA,NA,NA,NA,NA,NA,NA,NA,1.6,1.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Parambassis ranga,NA,NA,NA,NA
1581,NA,NA,NA,fi179,fi179,NA,NA,Barbus grypus,Finfish,NA,NA,NA,NA,NA,NA,NA,NA,4.9,11.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Barbus grypus,NA,NA,NA,NA
1582,NA,NA,NA,fi179,fi179,NA,NA,Channa micropeltes,Finfish,NA,NA,NA,NA,NA,NA,NA,NA,1.4,1.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Channa micropeltes,NA,NA,NA,NA
1583,NA,NA,NA,fi179,fi179,NA,NA,Channa marulius,Finfish,NA,NA,NA,NA,NA,NA,NA,NA,1.5,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Channa marulius,NA,NA,NA,NA
1584,NA,NA,NA,fi185,fi185,NA,NA,Sardinella brachysoma,Finfish,NA,NA,NA,NA,4.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sardinella brachysoma,Jul (Summer) 1999,Jul (Summer) 1999,0.480926,NA
1585,NA,NA,NA,fi185,fi185,NA,NA,Micropogonias furnieri,Finfish,NA,NA,NA,NA,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Micropogonias furnieri,Jul (Summer) 1999,Jul (Summer) 1999,0.0525168,NA
1586,NA,NA,NA,fi185,fi185,NA,NA,Oreochromis niloticus,Finfish,NA,NA,NA,NA,1.92,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Oreochromis niloticus,Jul (Summer) 1999,Jul (Summer) 1999,0.122967656,NA
1587,NA,NA,NA,fi185,fi185,NA,NA,Prochilodus brevis,Finfish,NA,NA,NA,NA,9.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Prochilodus brevis,Jul (Summer) 1999,Jul (Summer) 1999,1.2024585,NA
1588,NA,NA,NA,fi185,fi185,NA,NA,Xiphopenaeus kroyeri,Crustacean,NA,NA,NA,NA,0.94,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Xiphopenaeus kroyeri,Jul (Summer) 1999,Jul (Summer) 1999,0.078205,NA
1589,NA,NA,NA,fi185,fi185,NA,NA,Sardinella brachysoma,Finfish,NA,NA,NA,NA,10.62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sardinella brachysoma,Mar (Winter) 1999,Mar (Winter) 1999,1.30857164,NA
1590,NA,NA,NA,fi185,fi185,NA,NA,Micropogonias furnieri,Finfish,NA,NA,NA,NA,3.29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Micropogonias furnieri,Mar (Winter) 1999,Mar (Winter) 1999,0.36582125,NA
1591,NA,NA,NA,fi185,fi185,NA,NA,Oreochromis niloticus,Finfish,NA,NA,NA,NA,1.33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Oreochromis niloticus,Mar (Winter) 1999,Mar (Winter) 1999,0.13723625,NA
1592,NA,NA,NA,fi185,fi185,NA,NA,Prochilodus brevis,Finfish,NA,NA,NA,NA,6.67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Prochilodus brevis,Mar (Winter) 1999,Mar (Winter) 1999,0.70529276,NA
1593,NA,NA,NA,fi185,fi185,NA,NA,Xiphopenaeus kroyeri,Crustacean,NA,NA,NA,NA,1.16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Xiphopenaeus kroyeri,Mar (Winter) 1999,Mar (Winter) 1999,0.11201864,NA
1594,NA,NA,NA,fi190,fi190,NA,NA,Homarus gammarus,Crustacean,NA,NA,18.3,NA,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Homarus gammarus,4/1/2007,4/1/2007,0.047295927,0.060119604
1595,NA,NA,NA,fi190,fi190,NA,NA,Homarus gammarus,Crustacean,NA,NA,17.6,NA,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Homarus gammarus,4/1/2007,4/1/2007,0.08043525,0.10295712
1596,NA,NA,NA,fi190,fi190,NA,NA,Homarus americanus,Crustacean,NA,NA,17.1,NA,0.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Homarus americanus,4/1/2007,4/1/2007,0.140651,0.166404
1597,NA,NA,NA,fi190,fi190,NA,NA,Homarus americanus,Crustacean,NA,NA,15.6,NA,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Homarus americanus,4/1/2007,4/1/2007,0.111222,0.1340676
1598,NA,NA,NA,fi190,fi190,NA,NA,Homarus gammarus,Crustacean,NA,NA,12.6,NA,16.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Homarus gammarus,4/1/2007,4/1/2007,2.2147172,3.1349166
1599,NA,NA,NA,fi190,fi190,NA,NA,Homarus gammarus,Crustacean,NA,NA,13.2,NA,11.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Homarus gammarus,4/1/2007,4/1/2007,0.4293042,0.770546
1600,NA,NA,NA,fi190,fi190,NA,NA,Homarus americanus,Crustacean,NA,NA,12.3,NA,25.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Homarus americanus,4/1/2007,4/1/2007,1.856085,2.69976
1601,NA,NA,NA,fi190,fi190,NA,NA,Homarus americanus,Crustacean,NA,NA,12.4,NA,14.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Homarus americanus,4/1/2007,4/1/2007,0.4750276,0.8103412
1602,NA,NA,NA,fi190,fi190,NA,NA,Homarus americanus,Crustacean,NA,NA,22.1,NA,4.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Homarus americanus,4/1/2007,4/1/2007,1.4002904,1.612694
1603,NA,NA,NA,fi194,fi194,NA,NA,Ommastrephes bartramii,Molluscs,NA,NA,20.0568,NA,0.5612,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Ommastrephes bartramii,NA,NA,NA,NA
1604,NA,NA,NA,fi194,fi194,NA,NA,Dosidicus gigas,Molluscs,NA,NA,12.278,NA,0.336,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Dosidicus gigas,NA,NA,NA,NA
1605,NA,NA,NA,fi230,NA,NA,NA,Pimelodus maculatus,Molluscs,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Pimelodus maculatus,NA,NA,NA,NA
1606,NA,NA,NA,fi230,NA,NA,NA,Haliotis rufescens,Molluscs,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Haliotis rufescens,NA,NA,NA,NA
1607,NA,NA,NA,fi230,NA,NA,NA,Crassostrea gigas,Molluscs,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Crassostrea gigas,NA,NA,NA,NA
1608,NA,NA,NA,fi230,NA,NA,NA,Corbicula japonica,Molluscs,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Corbicula japonica,NA,NA,NA,NA
1609,NA,NA,NA,fi230,NA,NA,NA,Mytilus coruscus,Molluscs,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mytilus coruscus,NA,NA,NA,NA
1610,NA,NA,NA,fi233,fi233,NA,NA,Farfantepenaeus brasiliensis,Crustacean,NA,NA,NA,NA,1.13,0.14369584,0.08637896,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Farfantepenaeus brasiliensis,NA,NA,NA,0.3269484
1611,NA,NA,NA,fi234,NA,NA,NA,Rapana venosa,Molluscs,NA,NA,NA,NA,NA,0.083,0.099,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Rapana venosa,"Mar, May, Jun, Jul, Aug, Oct 2003, 2004",NA,0.19,0.313
1612,NA,NA,NA,fi234,NA,NA,NA,Rapana venosa,Molluscs,NA,NA,NA,NA,NA,0.291,0.339,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Rapana venosa,"Mar, May, Jun, Jul, Aug, Oct 2003, 2004",NA,0.65,1.01
