culture,latin_name,calcium,zinc,iron,epa,dha
Tanana,Oncorhynchus tshawytscha,24.5,0.5700000000000001,1.36,0.7040000000000001,0.571
Tanana,Ophiodon elongatus,26.8,0.29333333333333333,0.642,0,0
Tanana,Salmo salar,15.575,0.67,0.80625,0.3676666666666667,1.0886666666666667
Tanana,Stenodus leucichthys,13,0.3,0.30000000000000004,0.2,0.2
Tanana,Thymallus arcticus,273.8375,0.7,1,0.1,0.1
Tillamook,Oncorhynchus gorbuscha,13,0.5375000000000001,0.8733333333333334,0.4126666666666667,0.5906666666666667
Tillamook,Oncorhynchus keta,11.285714285714286,0.756,0.525,0.2886666666666667,0.46266666666666667
Tillamook,Oncorhynchus kisutch,46.5,0.4075,225.01,2.9712,7.208600000000001
Tillamook,Oncorhynchus mykiss,52.22222222222222,2.805,566.4783333333334,0.26016666666666666,0.8166666666666667
Tillamook,Oncorhynchus nerka,36.857142857142854,0.5700000000000001,0.6842857142857143,0.7276,1.2492
Tillamook,Oncorhynchus tshawytscha,24.5,0.5700000000000001,1.36,0.7040000000000001,0.571
Tillamook,Salmo salar,15.575,0.67,0.80625,0.3676666666666667,1.0886666666666667
Tillamook,Salvelinus fontinalis,29.26,0.6862,0.6652,0.13733333333333334,0.24066666666666667
Tillamook,Salvelinus namaycush,18.5,1.8812499999999999,1.166,0.224,0.5773333333333334
Tlingit,Alosa sapidissima,47,0.3466666666666667,0.86,1.09,1.32
Tlingit,Anarhichadidae,7,1,0.12,0.26766666666666666,0.255
Tlingit,Anoplopoma fimbria,35,0.3,1.2,0.5249999999999999,0.5599999999999999
Tlingit,Boreogadus saida,20.2,0.5,0.6,0.165,0.329
Tlingit,Callinectes sapidus,78.1,1344.18,1.22,0.185,0.175
Tlingit,Cancer magister,50,3.6325,0.37833333333333335,0.20950000000000002,0.094
Tlingit,Catostomus catostomus,63.1,0.5,0.3,0.075,0.212
Tlingit,Catostomus commersonii,50.4,0.6,0.8,0.15433333333333332,0.2523333333333333
Tlingit,Centropristes striata,48.1,0.29433333333333334,0.812,0.1,0.3
Tlingit,Clupea harengus,44.4,0.8662,1.1,0.75725,1.0755
Tlingit,Clupea pallasii,57.4,0.515,1.7533333333333334,0.9844999999999999,0.6944999999999999
Tlingit,Coregonus artedi,17.483333333333334,1.81,0.376,0.10333333333333333,0.3413333333333333
Tlingit,Coregonus autumnalis,30,0.4,1,0.3,0.3
Tlingit,Coregonus clupeaformis,23.5,1.4211111111111112,0.69875,0.21180000000000002,0.4502
Tlingit,Crassostrea virginica,54.75,94.43333333333334,6.8025,0.18933333333333335,0.194
Tlingit,Esox lucius,69.1094,1.5491000000000001,0.42972727272727274,0.0508,0.13285714285714287
Tlingit,Gadiformes,29,0.71,0.364,0.09,0.21500000000000002
Tlingit,Gadus macrocephalus,8.5,0.35,0.23,0.09,0.11750000000000001
Tlingit,Gadus morhua,15.555555555555555,1.0265,1.22,0.9558571428571428,0.853
Tlingit,Hippoglossus hippoglossus,15.5,0.4,0.5,0.22050000000000003,0.315
Tlingit,Hippoglossus stenolepis,28,0.19,0.095,0.1,0.3
Tlingit,Lota lota,44.90909090909091,1.191,0.9,0.3936363636363636,0.52
Tlingit,Melanogrammus aeglefinus,24,0.5626666666666666,0.6930000000000001,0.078,0.16325
Tlingit,Mercenaria mercenaria ,49,2.3,2.8,0.09,0.08
Tlingit,Micropogonias undulatus,56,0.3855,0.976,0.1,0.1
Tlingit,Microstomus pacificus,39.5,0.2,0.2,0.08,0.09
Tlingit,Morone saxatillis,15,0.3425,0.8266666666666667,0.1845,0.5925
Tlingit,Mugil cephalus,93,0.499,1.45,0.4,0.4
Tlingit,Mya arenaria,53,1.7,40.5,0.2,0.2
Tlingit,Mytilidae,101,3.63,17,0.13,0.17
Tlingit,Mytilus edulis,42.75,2.3916666666666666,8.116666666666667,0.1605,0.19
Tlingit,Oncorhynchus gorbuscha,13,0.5375000000000001,0.8733333333333334,0.4126666666666667,0.5906666666666667
Tlingit,Oncorhynchus keta,11.285714285714286,0.756,0.525,0.2886666666666667,0.46266666666666667
Tlingit,Oncorhynchus kisutch,46.5,0.4075,225.01,2.9712,7.208600000000001
Tlingit,Oncorhynchus mykiss,52.22222222222222,2.805,566.4783333333334,0.26016666666666666,0.8166666666666667
Tlingit,Oncorhynchus nerka,36.857142857142854,0.5700000000000001,0.6842857142857143,0.7276,1.2492
Tlingit,Oncorhynchus tshawytscha,24.5,0.5700000000000001,1.36,0.7040000000000001,0.571
Tlingit,Ophiodon elongatus,26.8,0.29333333333333333,0.642,0,0
Tlingit,Ostreidae,84.66666666666667,53.6,2050.14,0.22349999999999998,0.183
Tlingit,Pectinidae,26.4,1.085,0.499,0.14500000000000002,0.14
Tlingit,Pleuronectinae,23.5,0.78,0.55,0.192,0.1165
Tlingit,Pomatomus saltatrix,40.63333333333333,0.7957500000000001,1.8824,0.326,0.6595
Tlingit,Pseudopleuronectes americanus,13.1,0.397,0.1015,0.07,0.12
Tlingit,Reinhardtius hippoglossoides,10.6,0.4,0.6425000000000001,0.6586666666666666,0.5543333333333333
Tlingit,Salmo salar,15.575,0.67,0.80625,0.3676666666666667,1.0886666666666667
Tlingit,Salvelinus fontinalis,29.26,0.6862,0.6652,0.13733333333333334,0.24066666666666667
Tlingit,Salvelinus namaycush,18.5,1.8812499999999999,1.166,0.224,0.5773333333333334
Tlingit,Sebastes norvegicus,101.66666666666667,0.6915,0.7343333333333334,0.093,0.07150000000000001
Tlingit,Sebastes pinniger,9,0.4,0.4,0.2,0.3
Tlingit,Sebastes spp.,12,0.3385,0.53,0.2565,0.35950000000000004
Tlingit,Sparidae,45.5,0.8674999999999999,0.75625,0.12733333333333335,0.16
Tlingit,Stenodus leucichthys,13,0.3,0.30000000000000004,0.2,0.2
Tlingit,Thaleichthys pacificus,194.82857142857142,1.3,1.1333333333333333,0.12,0.18
Tlingit,Theragra chalcogramma,5,0.44,0.23,0.15,0.222
Tlingit,Thymallus arcticus,273.8375,0.7,1,0.1,0.1
Tsimshian,Alosa sapidissima,47,0.3466666666666667,0.86,1.09,1.32
Tsimshian,Anoplopoma fimbria,35,0.3,1.2,0.5249999999999999,0.5599999999999999
Tsimshian,Boreogadus saida,20.2,0.5,0.6,0.165,0.329
Tsimshian,Callinectes sapidus,78.1,1344.18,1.22,0.185,0.175
Tsimshian,Cancer magister,50,3.6325,0.37833333333333335,0.20950000000000002,0.094
Tsimshian,Centropristes striata,48.1,0.29433333333333334,0.812,0.1,0.3
Tsimshian,Clupea harengus,44.4,0.8662,1.1,0.75725,1.0755
Tsimshian,Clupea pallasii,57.4,0.515,1.7533333333333334,0.9844999999999999,0.6944999999999999
Tsimshian,Gadiformes,29,0.71,0.364,0.09,0.21500000000000002
Tsimshian,Gadus macrocephalus,8.5,0.35,0.23,0.09,0.11750000000000001
Tsimshian,Gadus morhua,15.555555555555555,1.0265,1.22,0.9558571428571428,0.853
Tsimshian,Hippoglossus hippoglossus,15.5,0.4,0.5,0.22050000000000003,0.315
Tsimshian,Hippoglossus stenolepis,28,0.19,0.095,0.1,0.3
Tsimshian,Melanogrammus aeglefinus,24,0.5626666666666666,0.6930000000000001,0.078,0.16325
Tsimshian,Mercenaria mercenaria ,49,2.3,2.8,0.09,0.08
Tsimshian,Micropogonias undulatus,56,0.3855,0.976,0.1,0.1
Tsimshian,Microstomus pacificus,39.5,0.2,0.2,0.08,0.09
Tsimshian,Morone saxatillis,15,0.3425,0.8266666666666667,0.1845,0.5925
Tsimshian,Mugil cephalus,93,0.499,1.45,0.4,0.4
Tsimshian,Mya arenaria,53,1.7,40.5,0.2,0.2
Tsimshian,Mytilidae,101,3.63,17,0.13,0.17
Tsimshian,Mytilus edulis,42.75,2.3916666666666666,8.116666666666667,0.1605,0.19
Tsimshian,Octopoda,30.714285714285715,1.68,3.07,0.1,0.1
Tsimshian,Oncorhynchus gorbuscha,13,0.5375000000000001,0.8733333333333334,0.4126666666666667,0.5906666666666667
Tsimshian,Oncorhynchus keta,11.285714285714286,0.756,0.525,0.2886666666666667,0.46266666666666667
Tsimshian,Oncorhynchus kisutch,46.5,0.4075,225.01,2.9712,7.208600000000001
Tsimshian,Oncorhynchus mykiss,52.22222222222222,2.805,566.4783333333334,0.26016666666666666,0.8166666666666667
Tsimshian,Oncorhynchus nerka,36.857142857142854,0.5700000000000001,0.6842857142857143,0.7276,1.2492
Tsimshian,Oncorhynchus tshawytscha,24.5,0.5700000000000001,1.36,0.7040000000000001,0.571
Tsimshian,Ophiodon elongatus,26.8,0.29333333333333333,0.642,0,0
Tsimshian,Pleuronectinae,23.5,0.78,0.55,0.192,0.1165
Tsimshian,Pomatomus saltatrix,40.63333333333333,0.7957500000000001,1.8824,0.326,0.6595
Tsimshian,Pseudopleuronectes americanus,13.1,0.397,0.1015,0.07,0.12
Tsimshian,Reinhardtius hippoglossoides,10.6,0.4,0.6425000000000001,0.6586666666666666,0.5543333333333333
Tsimshian,Salmo salar,15.575,0.67,0.80625,0.3676666666666667,1.0886666666666667
Tsimshian,Salvelinus fontinalis,29.26,0.6862,0.6652,0.13733333333333334,0.24066666666666667
Tsimshian,Salvelinus namaycush,18.5,1.8812499999999999,1.166,0.224,0.5773333333333334
Tsimshian,Sebastes norvegicus,101.66666666666667,0.6915,0.7343333333333334,0.093,0.07150000000000001
Tsimshian,Sebastes pinniger,9,0.4,0.4,0.2,0.3
Tsimshian,Sebastes spp.,12,0.3385,0.53,0.2565,0.35950000000000004
Tsimshian,Sparidae,45.5,0.8674999999999999,0.75625,0.12733333333333335,0.16
Tsimshian,Squalus acanthias,11,0.613,1.25,0.7,1.2
Tsimshian,Thaleichthys pacificus,194.82857142857142,1.3,1.1333333333333333,0.12,0.18
Tsimshian,Theragra chalcogramma,5,0.44,0.23,0.15,0.222
Tutchone,Catostomus catostomus,63.1,0.5,0.3,0.075,0.212
Tutchone,Catostomus commersonii,50.4,0.6,0.8,0.15433333333333332,0.2523333333333333
Tutchone,Coregonus artedi,17.483333333333334,1.81,0.376,0.10333333333333333,0.3413333333333333
Tutchone,Coregonus autumnalis,30,0.4,1,0.3,0.3
Tutchone,Coregonus clupeaformis,23.5,1.4211111111111112,0.69875,0.21180000000000002,0.4502
Tutchone,Esox lucius,69.1094,1.5491000000000001,0.42972727272727274,0.0508,0.13285714285714287
Tutchone,Lota lota,44.90909090909091,1.191,0.9,0.3936363636363636,0.52
Tutchone,Oncorhynchus gorbuscha,13,0.5375000000000001,0.8733333333333334,0.4126666666666667,0.5906666666666667
Tutchone,Oncorhynchus keta,11.285714285714286,0.756,0.525,0.2886666666666667,0.46266666666666667
Tutchone,Oncorhynchus kisutch,46.5,0.4075,225.01,2.9712,7.208600000000001
Tutchone,Oncorhynchus mykiss,52.22222222222222,2.805,566.4783333333334,0.26016666666666666,0.8166666666666667
Tutchone,Oncorhynchus nerka,36.857142857142854,0.5700000000000001,0.6842857142857143,0.7276,1.2492
Tutchone,Oncorhynchus tshawytscha,24.5,0.5700000000000001,1.36,0.7040000000000001,0.571
Tutchone,Salmo salar,15.575,0.67,0.80625,0.3676666666666667,1.0886666666666667
Tutchone,Salvelinus fontinalis,29.26,0.6862,0.6652,0.13733333333333334,0.24066666666666667
Tutchone,Salvelinus namaycush,18.5,1.8812499999999999,1.166,0.224,0.5773333333333334
Tutchone,Stenodus leucichthys,13,0.3,0.30000000000000004,0.2,0.2
Tutchone,Thaleichthys pacificus,194.82857142857142,1.3,1.1333333333333333,0.12,0.18
Tutchone,Thymallus arcticus,273.8375,0.7,1,0.1,0.1
Wampanoag,Anguilla rostrata,34.166666666666664,1.31125,0.972,0.5,0.88
Wampanoag,Anoplopoma fimbria,35,0.3,1.2,0.5249999999999999,0.5599999999999999
Wampanoag,Boreogadus saida,20.2,0.5,0.6,0.165,0.329
Wampanoag,Callinectes sapidus,78.1,1344.18,1.22,0.185,0.175
Wampanoag,Cancer magister,50,3.6325,0.37833333333333335,0.20950000000000002,0.094
Wampanoag,Centropristes striata,48.1,0.29433333333333334,0.812,0.1,0.3
Wampanoag,Crassostrea virginica,54.75,94.43333333333334,6.8025,0.18933333333333335,0.194
Wampanoag,Gadiformes,29,0.71,0.364,0.09,0.21500000000000002
Wampanoag,Gadus macrocephalus,8.5,0.35,0.23,0.09,0.11750000000000001
Wampanoag,Gadus morhua,15.555555555555555,1.0265,1.22,0.9558571428571428,0.853
Wampanoag,Hippoglossus hippoglossus,15.5,0.4,0.5,0.22050000000000003,0.315
Wampanoag,Hippoglossus stenolepis,28,0.19,0.095,0.1,0.3
Wampanoag,Melanogrammus aeglefinus,24,0.5626666666666666,0.6930000000000001,0.078,0.16325
Wampanoag,Mercenaria mercenaria ,49,2.3,2.8,0.09,0.08
Wampanoag,Micropogonias undulatus,56,0.3855,0.976,0.1,0.1
Wampanoag,Microstomus pacificus,39.5,0.2,0.2,0.08,0.09
Wampanoag,Morone saxatillis,15,0.3425,0.8266666666666667,0.1845,0.5925
Wampanoag,Mugil cephalus,93,0.499,1.45,0.4,0.4
Wampanoag,Mya arenaria,53,1.7,40.5,0.2,0.2
Wampanoag,Mytilidae,101,3.63,17,0.13,0.17
Wampanoag,Mytilus edulis,42.75,2.3916666666666666,8.116666666666667,0.1605,0.19
Wampanoag,Nephropidae,34,2.54,0.935,0.18733333333333332,0.108
Wampanoag,Osmerus mordax,67,1.75,0.8,0.1975,0.299
Wampanoag,Ostreidae,84.66666666666667,53.6,2050.14,0.22349999999999998,0.183
Wampanoag,Pectinidae,26.4,1.085,0.499,0.14500000000000002,0.14
Wampanoag,Pleuronectinae,23.5,0.78,0.55,0.192,0.1165
Wampanoag,Pomatomus saltatrix,40.63333333333333,0.7957500000000001,1.8824,0.326,0.6595
Wampanoag,Pseudopleuronectes americanus,13.1,0.397,0.1015,0.07,0.12
Wampanoag,Reinhardtius hippoglossoides,10.6,0.4,0.6425000000000001,0.6586666666666666,0.5543333333333333
Wampanoag,Scomber scombrus,10.333333333333334,0.49225,1.215,1.137,2.0825
Wampanoag,Scomber spp.,23,0.519,705,1.45,2.16
Wampanoag,Sparidae,45.5,0.8674999999999999,0.75625,0.12733333333333335,0.16
Wampanoag,Squalus acanthias,11,0.613,1.25,0.7,1.2
Wampanoag,Theragra chalcogramma,5,0.44,0.23,0.15,0.222
Wampanoag,Thunnus spp.,8.5,0.42666666666666664,1.305,0.3415,1.045
Wampanoag,Thymallus arcticus,273.8375,0.7,1,0.1,0.1
Yupik,Alosa sapidissima,47,0.3466666666666667,0.86,1.09,1.32
Yupik,Anoplopoma fimbria,35,0.3,1.2,0.5249999999999999,0.5599999999999999
Yupik,Boreogadus saida,20.2,0.5,0.6,0.165,0.329
Yupik,Callinectes sapidus,78.1,1344.18,1.22,0.185,0.175
Yupik,Cancer magister,50,3.6325,0.37833333333333335,0.20950000000000002,0.094
Yupik,Centropristes striata,48.1,0.29433333333333334,0.812,0.1,0.3
Yupik,Clupea harengus,44.4,0.8662,1.1,0.75725,1.0755
Yupik,Clupea pallasii,57.4,0.515,1.7533333333333334,0.9844999999999999,0.6944999999999999
Yupik,Coregonus artedi,17.483333333333334,1.81,0.376,0.10333333333333333,0.3413333333333333
Yupik,Coregonus autumnalis,30,0.4,1,0.3,0.3
Yupik,Coregonus clupeaformis,23.5,1.4211111111111112,0.69875,0.21180000000000002,0.4502
Yupik,Esox lucius,69.1094,1.5491000000000001,0.42972727272727274,0.0508,0.13285714285714287
Yupik,Gadiformes,29,0.71,0.364,0.09,0.21500000000000002
Yupik,Gadus macrocephalus,8.5,0.35,0.23,0.09,0.11750000000000001
Yupik,Gadus morhua,15.555555555555555,1.0265,1.22,0.9558571428571428,0.853
Yupik,Hippoglossus hippoglossus,15.5,0.4,0.5,0.22050000000000003,0.315
Yupik,Hippoglossus stenolepis,28,0.19,0.095,0.1,0.3
Yupik,Melanogrammus aeglefinus,24,0.5626666666666666,0.6930000000000001,0.078,0.16325
Yupik,Micropogonias undulatus,56,0.3855,0.976,0.1,0.1
Yupik,Microstomus pacificus,39.5,0.2,0.2,0.08,0.09
Yupik,Morone saxatillis,15,0.3425,0.8266666666666667,0.1845,0.5925
Yupik,Mugil cephalus,93,0.499,1.45,0.4,0.4
Yupik,Mytilidae,101,3.63,17,0.13,0.17
Yupik,Mytilus edulis,42.75,2.3916666666666666,8.116666666666667,0.1605,0.19
Yupik,Oncorhynchus gorbuscha,13,0.5375000000000001,0.8733333333333334,0.4126666666666667,0.5906666666666667
Yupik,Oncorhynchus keta,11.285714285714286,0.756,0.525,0.2886666666666667,0.46266666666666667
Yupik,Oncorhynchus kisutch,46.5,0.4075,225.01,2.9712,7.208600000000001
Yupik,Oncorhynchus mykiss,52.22222222222222,2.805,566.4783333333334,0.26016666666666666,0.8166666666666667
Yupik,Oncorhynchus nerka,36.857142857142854,0.5700000000000001,0.6842857142857143,0.7276,1.2492
Yupik,Oncorhynchus tshawytscha,24.5,0.5700000000000001,1.36,0.7040000000000001,0.571
Yupik,Ophiodon elongatus,26.8,0.29333333333333333,0.642,0,0
Yupik,Pleuronectinae,23.5,0.78,0.55,0.192,0.1165
Yupik,Pomatomus saltatrix,40.63333333333333,0.7957500000000001,1.8824,0.326,0.6595
Yupik,Pseudopleuronectes americanus,13.1,0.397,0.1015,0.07,0.12
Yupik,Reinhardtius hippoglossoides,10.6,0.4,0.6425000000000001,0.6586666666666666,0.5543333333333333
Yupik,Salmo salar,15.575,0.67,0.80625,0.3676666666666667,1.0886666666666667
Yupik,Salvelinus fontinalis,29.26,0.6862,0.6652,0.13733333333333334,0.24066666666666667
Yupik,Salvelinus namaycush,18.5,1.8812499999999999,1.166,0.224,0.5773333333333334
Yupik,Sparidae,45.5,0.8674999999999999,0.75625,0.12733333333333335,0.16
Yupik,Stenodus leucichthys,13,0.3,0.30000000000000004,0.2,0.2
Yupik,Theragra chalcogramma,5,0.44,0.23,0.15,0.222
