culture,page_id,level_1,level_2,common_name,latin_name,part,preparation,reference,ca_mg,zn_mg,fe_mg,protein_g,fat_g,fapun3,fapun_all_g,mn_mg,mg_mg,epa,dha
Nass-Gitksan,6436,Fish,Saltwater Fish,Yellowtail Rockfish,Sebastes flavidus,muscle,raw,27,NA,NA,NA,18.9,1.6,NA,NA,NA,NA,NA,NA
Nass-Gitksan,6436,Fish,Saltwater Fish,Yellowtail Rockfish,Sebastes flavidus,muscle,raw,69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nass-Gitksan,6436,Fish,Saltwater Fish,Yellowtail Rockfish,Sebastes flavidus,muscle,raw,79,NA,0.4,NA,18.9,1.6,NA,NA,NA,NA,NA,NA
Nass-Gitksan,6446,Fish,Searun Fish,Chum Salmon,Oncorhynchus keta,muscle,raw,23,NA,NA,NA,NA,6.6,NA,1.5,NA,NA,0.4,0.6
Nass-Gitksan,6446,Fish,Searun Fish,Chum Salmon,Oncorhynchus keta,muscle,raw,7,11,0.47,0.55,20.1,3.77,NA,0.898,0.015,NA,NA,NA
Nass-Gitksan,6446,Fish,Searun Fish,Chum Salmon,Oncorhynchus keta,muscle,raw,13,11,0.47,0.55,20.1,3.77,NA,0.898,0.015,NA,0.233,0.394
Nass-Gitksan,6446,Fish,Searun Fish,Chum Salmon,Oncorhynchus keta,muscle,raw,63,11,0.47,0.55,20.1,3.77,NA,0.898,NA,22,0.233,0.394
Nass-Gitksan,6446,Fish,Searun Fish,Chum Salmon,Oncorhynchus keta,muscle,raw,34,11,NA,NA,12,1.5,NA,NA,NA,NA,NA,NA
Nass-Gitksan,6446,Fish,Searun Fish,Chum Salmon,Oncorhynchus keta,muscle,raw,58,11,NA,NA,12,2,NA,NA,NA,NA,NA,NA
Nass-Gitksan,6446,Fish,Searun Fish,Chum Salmon,Oncorhynchus keta,muscle,raw,27,12,1.37,0.475,20.4,4.6,NA,NA,0.028,22,NA,NA
Nass-Gitksan,6446,Fish,Searun Fish,Chum Salmon,Oncorhynchus keta,whole,raw,27,NA,NA,NA,14.8,0.8,NA,NA,NA,NA,NA,NA
Nass-Gitksan,6446,Fish,Searun Fish,Chum Salmon,Oncorhynchus keta,eggs,raw,27,NA,NA,NA,18.4,12.4,NA,NA,NA,NA,NA,NA
Nass-Gitksan,6446,Fish,Searun Fish,Chum Salmon,Oncorhynchus keta,muscle,raw,79,12,1,0.5,20.4,4.2,0.6,1,NA,NA,NA,NA
Nass-Gitksan,6446,Fish,Searun Fish,Chum Salmon,Oncorhynchus keta,muscle,raw,72,NA,NA,NA,NA,3.9,NA,NA,NA,NA,NA,NA
Nass-Gitksan,6446,Fish,Searun Fish,Chum Salmon,Oncorhynchus keta,muscle,raw,55,NA,NA,NA,NA,3.5,NA,NA,NA,NA,NA,NA
Nass-Gitksan,6446,Fish,Searun Fish,Coho Salmon,Oncorhynchus kisutch,muscle,raw,23,NA,NA,NA,NA,6,NA,1.7,NA,NA,0.3,0.5
Nass-Gitksan,6446,Fish,Searun Fish,Coho Salmon,Oncorhynchus kisutch,muscle,raw,8,NA,NA,NA,21.3,3.3,NA,1.74,NA,NA,NA,NA
Nass-Gitksan,6446,Fish,Searun Fish,Coho Salmon,Oncorhynchus kisutch,muscle,raw,7,NA,0.41,0.7,21.6,5.95,NA,NA,0.015,0,NA,NA
Nass-Gitksan,6446,Fish,Searun Fish,Coho Salmon,Oncorhynchus kisutch,muscle,raw,13,NA,0.41,0.7,21.6,5.95,NA,1.74,0.015,NA,0.327,0.487
Nass-Gitksan,6446,Fish,Searun Fish,Coho Salmon,Oncorhynchus kisutch,muscle,raw,63,36,0.41,0.56,21.6,5.93,NA,1.99,0.014,31,0.429,0.656
Nass-Gitksan,6446,Fish,Searun Fish,Coho Salmon,Oncorhynchus kisutch,muscle,raw,58,78,NA,1.8,20,6,NA,NA,NA,NA,NA,NA
Nass-Gitksan,6446,Fish,Searun Fish,Coho Salmon,Oncorhynchus kisutch,muscle,raw,27,36,NA,1345,21.1,5.7,NA,NA,0.02,29,NA,NA
Nass-Gitksan,6446,Fish,Searun Fish,Coho Salmon,Oncorhynchus kisutch,muscle,raw,55,NA,NA,NA,NA,5.4,NA,NA,NA,NA,7.6,18.6
Nass-Gitksan,6446,Fish,Searun Fish,Coho Salmon,Oncorhynchus kisutch,muscle,raw,55,NA,NA,NA,NA,32.2,NA,NA,NA,NA,6.2,15.8
Nass-Gitksan,6446,Fish,Searun Fish,Coho Salmon,Oncorhynchus kisutch,eggs,raw,27,NA,NA,NA,18.4,11.2,NA,NA,NA,NA,NA,NA
Nass-Gitksan,6446,Fish,Searun Fish,Coho Salmon,Oncorhynchus kisutch,muscle,raw,79,36,0.4,1.3,21.1,6.6,1.5,2,NA,NA,NA,NA
Nass-Gitksan,6446,Fish,Searun Fish,Coho Salmon,Oncorhynchus kisutch,muscle,raw,72,NA,NA,NA,NA,7.5,NA,NA,NA,NA,NA,NA
Nass-Gitksan,6446,Fish,Searun Fish,Pink Salmon,Oncorhynchus gorbuscha,muscle,raw,23,NA,NA,NA,NA,3.4,NA,1.4,NA,NA,0.4,0.6
Nass-Gitksan,6446,Fish,Searun Fish,Pink Salmon,Oncorhynchus gorbuscha,muscle,raw,7,NA,0.55,0.77,19.9,3.45,NA,1.35,0.015,NA,NA,NA
Nass-Gitksan,6446,Fish,Searun Fish,Pink Salmon,Oncorhynchus gorbuscha,muscle,raw,13,NA,0.55,0.77,19.9,3.45,NA,1.35,0.015,NA,0.419,0.586
Nass-Gitksan,6446,Fish,Searun Fish,Pink Salmon,Oncorhynchus gorbuscha,muscle,raw,63,13,0.55,0.77,19.9,3.45,NA,NA,0.015,26,0.419,0.586
Nass-Gitksan,6446,Fish,Searun Fish,Pink Salmon,Oncorhynchus gorbuscha,muscle,raw,58,13,NA,1.1,20,4,NA,NA,NA,NA,NA,NA
Nass-Gitksan,6446,Fish,Searun Fish,Pink Salmon,Oncorhynchus gorbuscha,muscle,raw,69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nass-Gitksan,6446,Fish,Searun Fish,Pink Salmon,Oncorhynchus gorbuscha,muscle,raw,27,13,NA,0.93,20.1,4.8,NA,NA,NA,NA,NA,NA
Nass-Gitksan,6446,Fish,Searun Fish,Pink Salmon,Oncorhynchus gorbuscha,eggs,raw,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nass-Gitksan,6446,Fish,Searun Fish,Pink Salmon,Oncorhynchus gorbuscha,muscle,raw,79,13,0.5,0.9,20.1,5,1.5,2,NA,NA,NA,NA
Nass-Gitksan,6446,Fish,Searun Fish,Pink Salmon,Oncorhynchus gorbuscha,muscle,raw,72,NA,NA,NA,NA,5.2,NA,NA,NA,NA,NA,NA
Nass-Gitksan,6446,Fish,Searun Fish,Pink Salmon,Oncorhynchus gorbuscha,muscle,raw,55,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA
Nass-Gitksan,6446,Fish,Searun Fish,Sockeye Salmon,Oncorhynchus nerka,muscle,raw,23,NA,NA,NA,NA,8.6,NA,1.9,NA,NA,0.5,0.7
Nass-Gitksan,6446,Fish,Searun Fish,Sockeye Salmon,Oncorhynchus nerka,muscle,raw,62,6,0.54,0.47,21.3,8.6,NA,1.88,0.014,24,NA,NA
Nass-Gitksan,6446,Fish,Searun Fish,Sockeye Salmon,Oncorhynchus nerka,muscle,raw,7,6,0.5,0.5,21.3,9,NA,1.9,0.01,24,NA,NA
Nass-Gitksan,6446,Fish,Searun Fish,Sockeye Salmon,Oncorhynchus nerka,muscle,raw,13,6,0.54,0.47,21.3,8.56,NA,1.88,0.014,24,0.519,0.653
Nass-Gitksan,6446,Fish,Searun Fish,Sockeye Salmon,Oncorhynchus nerka,muscle,raw,63,6,0.54,0.47,21.3,8.56,NA,1.88,0.014,24,0.519,0.653
Nass-Gitksan,6446,Fish,Searun Fish,Sockeye Salmon,Oncorhynchus nerka,muscle,raw,58,52,0.9,0.8,20,5,NA,NA,0.017,25,NA,NA
Nass-Gitksan,6446,Fish,Searun Fish,Sockeye Salmon,Oncorhynchus nerka,muscle,raw,58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nass-Gitksan,6446,Fish,Searun Fish,Sockeye Salmon,Oncorhynchus nerka,light muscle,raw,28,NA,NA,NA,NA,2.52,0.87,0.94,NA,NA,0.22,0.57
Nass-Gitksan,6446,Fish,Searun Fish,Sockeye Salmon,Oncorhynchus nerka,dark muscle,raw,28,NA,NA,NA,NA,22.9,6.31,7.03,NA,NA,1.88,3.67
Nass-Gitksan,6446,Fish,Searun Fish,Sockeye Salmon,Oncorhynchus nerka,muscle,raw,27,176,NA,1.18,20.3,6.9,NA,NA,NA,NA,NA,NA
Nass-Gitksan,6446,Fish,Searun Fish,Sockeye Salmon,Oncorhynchus nerka,whole,raw,27,NA,NA,NA,18.4,7.8,NA,NA,NA,NA,NA,NA
Nass-Gitksan,6446,Fish,Searun Fish,Sockeye Salmon,Oncorhynchus nerka,offal,raw,27,NA,NA,NA,16.1,13.7,NA,NA,NA,NA,NA,NA
Nass-Gitksan,6446,Fish,Searun Fish,Sockeye Salmon,Oncorhynchus nerka,eggs,raw,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nass-Gitksan,6446,Fish,Searun Fish,Sockeye Salmon,Oncorhynchus nerka,muscle,raw,79,6,0.4,0.9,20.3,7.9,2.7,4.2,NA,NA,NA,NA
Nass-Gitksan,6446,Fish,Searun Fish,Sockeye Salmon,Oncorhynchus nerka,muscle,raw,72,NA,NA,NA,NA,8.9,NA,NA,NA,NA,NA,NA
Nass-Gitksan,6446,Fish,Searun Fish,Chinook Salmon,Oncorhynchus tshawytscha,eggs,raw,7,NA,NA,NA,29.2,14,NA,4.39,NA,NA,NA,NA
Nass-Gitksan,6446,Fish,Searun Fish,Chinook Salmon,Oncorhynchus tshawytscha,eggs,raw,34,NA,NA,NA,29.2,12.4,NA,NA,NA,NA,NA,NA
Nass-Gitksan,6446,Fish,Searun Fish,Chinook Salmon,Oncorhynchus tshawytscha,eggs,raw,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nass-Gitksan,6446,Fish,Searun Fish,Chinook Salmon,Oncorhynchus tshawytscha,eggs,raw,11,30,NA,NA,30.4,15,NA,NA,NA,NA,NA,NA
Nass-Gitksan,6446,Fish,Searun Fish,Chinook Salmon,Oncorhynchus tshawytscha,eggs,raw,33,30,NA,NA,30.4,15,NA,NA,NA,NA,NA,NA
Nass-Gitksan,6446,Fish,Searun Fish,Chinook Salmon,Oncorhynchus tshawytscha,muscle,raw,23,NA,NA,NA,NA,10.4,NA,2.1,NA,NA,0.8,0.6
Nass-Gitksan,6446,Fish,Searun Fish,Chinook Salmon,Oncorhynchus tshawytscha,muscle,raw,7,79,NA,0.9,22.5,13.4,NA,NA,NA,NA,NA,NA
Nass-Gitksan,6446,Fish,Searun Fish,Chinook Salmon,Oncorhynchus tshawytscha,muscle,raw,13,22,0.44,0.71,20.1,10.4,NA,2.08,0.015,NA,0.788,0.567
Nass-Gitksan,6446,Fish,Searun Fish,Chinook Salmon,Oncorhynchus tshawytscha,muscle,raw,63,22,0.44,0.71,20.1,10.4,NA,2.08,0.015,95,0.788,0.567
Nass-Gitksan,6446,Fish,Searun Fish,Chinook Salmon,Oncorhynchus tshawytscha,muscle,raw,25,NA,NA,NA,NA,7,1.2,1.6,NA,NA,0.44,0.55
Nass-Gitksan,6446,Fish,Searun Fish,Chinook Salmon,Oncorhynchus tshawytscha,muscle,raw,58,NA,NA,NA,19.6,15,NA,NA,NA,NA,NA,NA
Nass-Gitksan,6446,Fish,Searun Fish,Chinook Salmon,Oncorhynchus tshawytscha,liver,raw,21,28,NA,NA,17,8,NA,NA,NA,NA,NA,NA
Nass-Gitksan,6446,Fish,Searun Fish,Chinook Salmon,Oncorhynchus tshawytscha,liver,raw,11,28,NA,NA,16.6,8,NA,NA,NA,NA,NA,NA
Nass-Gitksan,6446,Fish,Searun Fish,Chinook Salmon,Oncorhynchus tshawytscha,liver,raw,33,21,NA,NA,16.5,4.8,NA,NA,NA,NA,NA,NA
Nass-Gitksan,6446,Fish,Searun Fish,Chinook Salmon,Oncorhynchus tshawytscha,muscle,raw,11,20,NA,NA,4.6,7.1,NA,NA,NA,NA,NA,NA
Nass-Gitksan,6446,Fish,Searun Fish,Chinook Salmon,Oncorhynchus tshawytscha,muscle,raw,33,20,NA,NA,4.6,7.1,NA,NA,NA,NA,NA,NA
Nass-Gitksan,6446,Fish,Searun Fish,Chinook Salmon,Oncorhynchus tshawytscha,muscle,raw,11,22,NA,NA,21.4,3.3,NA,NA,NA,NA,NA,NA
Nass-Gitksan,6446,Fish,Searun Fish,Chinook Salmon,Oncorhynchus tshawytscha,muscle,raw,33,22,NA,NA,21.4,3.3,NA,NA,NA,NA,NA,NA
Nass-Gitksan,6446,Fish,Searun Fish,Chinook Salmon,Oncorhynchus tshawytscha,muscle,raw,11,14,NA,NA,5.5,8.4,NA,NA,NA,NA,NA,NA
Nass-Gitksan,6446,Fish,Searun Fish,Chinook Salmon,Oncorhynchus tshawytscha,muscle,raw,33,14,NA,NA,5.5,8.4,NA,NA,NA,NA,NA,NA
Nass-Gitksan,6446,Fish,Searun Fish,Chinook Salmon,Oncorhynchus tshawytscha,muscle,raw,27,20,0.8,0.9,17.9,11.6,NA,NA,NA,95,NA,NA
Nass-Gitksan,6446,Fish,Searun Fish,Chinook Salmon,Oncorhynchus tshawytscha,muscle,raw,52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nass-Gitksan,6446,Fish,Searun Fish,Chinook Salmon,Oncorhynchus tshawytscha,muscle,raw,79,14,0.6,1.1,19,11.4,1.9,2.4,NA,NA,NA,NA
Nass-Gitksan,6446,Fish,Searun Fish,Chinook Salmon,Oncorhynchus tshawytscha,muscle,raw,72,NA,NA,NA,NA,13.2,NA,NA,NA,NA,NA,NA
Nass-Gitksan,6446,Fish,Searun Fish,Chinook Salmon,Oncorhynchus tshawytscha,liver,raw,7,28,NA,2.6,16.6,8,NA,NA,NA,NA,NA,NA
Nass-Gitksan,6446,Fish,Searun Fish,Chinook Salmon,Oncorhynchus tshawytscha,liver,raw,34,NA,NA,2.6,NA,NA,NA,NA,NA,NA,NA,NA
Nass-Gitksan,6446,Fish,Searun Fish,Chinook Salmon,Oncorhynchus tshawytscha,muscle,raw,11,20,NA,NA,4.6,7.1,NA,NA,NA,NA,NA,NA
Nass-Gitksan,6446,Fish,Searun Fish,Chinook Salmon,Oncorhynchus tshawytscha,muscle,raw,11,22,NA,NA,21.4,3.3,NA,NA,NA,NA,NA,NA
Nass-Gitksan,6446,Fish,Searun Fish,Chinook Salmon,Oncorhynchus tshawytscha,muscle,raw,11,14,NA,NA,8.4,8.4,NA,NA,NA,NA,NA,NA
Nass-Gitksan,6446,Fish,Searun Fish,Atlantic Salmon,Salmo salar,muscle,raw,13,12,NA,0.8,19.8,6.34,NA,2.54,NA,NA,0.321,1.11
Nass-Gitksan,6446,Fish,Searun Fish,Atlantic Salmon,Salmo salar,muscle,raw,63,12,0.64,0.8,19.8,6.34,NA,2.54,0.016,29,0.321,1.11
Nass-Gitksan,6446,Fish,Searun Fish,Atlantic Salmon,Salmo salar,muscle,raw,82,20,1.04,0.8,18.4,10,NA,3.32,0.04,24,0.65,1.8
Nass-Gitksan,6446,Fish,Searun Fish,Atlantic Salmon,Salmo salar,muscle,raw,59,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.345,1
Nass-Gitksan,6446,Fish,Searun Fish,Atlantic Salmon,Salmo salar,muscle,raw,10,27,0.8,0.7,18.4,12,NA,3.4,0.02,26,NA,NA
Nass-Gitksan,6446,Fish,Searun Fish,Atlantic Salmon,Salmo salar,muscle,raw,62,12,0.64,0.8,19.8,6.3,NA,2.54,0.016,29,NA,NA
Nass-Gitksan,6446,Fish,Searun Fish,Atlantic Salmon,Salmo salar,muscle,raw,23,NA,NA,NA,NA,5.4,NA,2.1,NA,NA,0.3,0.9
Nass-Gitksan,6446,Fish,Searun Fish,Atlantic Salmon,Salmo salar,muscle,raw,27,15,0.47,1.15,17.2,5.5,NA,NA,NA,32,NA,NA
Nass-Gitksan,6446,Fish,Searun Fish,Atlantic Salmon,Salmo salar,muscle,raw,64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nass-Gitksan,6446,Fish,Searun Fish,Atlantic Salmon,Salmo salar,muscle,raw,48,NA,NA,NA,NA,18.6,2.2,NA,NA,NA,NA,NA
Nass-Gitksan,6446,Fish,Searun Fish,Atlantic Salmon,Salmo salar,muscle,raw,2,11.6,0.6,0.4,24.3,4.3,NA,NA,NA,22.9,0.269,0.612
Nass-Gitksan,6446,Fish,Searun Fish,Atlantic Salmon,Salmo salar,skin,raw,64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nass-Gitksan,6446,Fish,Searun Fish,Atlantic Salmon,Salmo salar,muscle,raw,79,15,0.5,1,18.4,5.6,1.4,2.4,NA,NA,NA,NA
Nass-Gitksan,6446,Fish,Searun Fish,Atlantic Salmon,Salmo salar,muscle,raw,72,NA,NA,NA,NA,5.8,NA,NA,NA,NA,NA,NA
Nass-Gitksan,6151,Fish,Freshwater Fish,Lake Trout,Salvelinus namaycush,muscle,raw,83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nass-Gitksan,6151,Fish,Freshwater Fish,Lake Trout,Salvelinus namaycush,muscle,raw,84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nass-Gitksan,6151,Fish,Freshwater Fish,Lake Trout,Salvelinus namaycush,muscle,raw,23,NA,NA,NA,NA,9.7,NA,3.4,NA,NA,0.5,1.1
Nass-Gitksan,6151,Fish,Freshwater Fish,Lake Trout,Salvelinus namaycush,muscle,raw,82,NA,0.44,0.75,20.5,2.7,NA,NA,NA,30,NA,NA
Nass-Gitksan,6151,Fish,Freshwater Fish,Lake Trout,Salvelinus namaycush,muscle,raw,24,7,0.4,0.5,21,3.9,NA,NA,0.01,27,NA,NA
Nass-Gitksan,6151,Fish,Freshwater Fish,Lake Trout,Salvelinus namaycush,muscle,raw,20,NA,NA,NA,NA,3.9,NA,NA,NA,NA,0.1,0.4
Nass-Gitksan,6151,Fish,Freshwater Fish,Lake Trout,Salvelinus namaycush,muscle,raw,60,NA,NA,NA,22.4,NA,NA,NA,NA,NA,NA,NA
Nass-Gitksan,6151,Fish,Freshwater Fish,Lake Trout,Salvelinus namaycush,muscle,raw,43,4,0.4,0.2,12,1.4,0.6,1,NA,NA,NA,NA
Nass-Gitksan,6151,Fish,Freshwater Fish,Lake Trout,Salvelinus namaycush,muscle,raw,32,NA,NA,NA,22.4,2.1,NA,NA,NA,NA,NA,NA
Nass-Gitksan,6151,Fish,Freshwater Fish,Lake Trout,Salvelinus namaycush,muscle,raw,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nass-Gitksan,6151,Fish,Freshwater Fish,Lake Trout,Salvelinus namaycush,muscle,raw,2,6.1,0.4,0.3,20.9,1.4,NA,NA,NA,20.8,0.072,0.232
Nass-Gitksan,6151,Fish,Freshwater Fish,Lake Trout,Salvelinus namaycush,muscle,raw,27,NA,0.21,0.478,NA,NA,NA,NA,0.026,NA,NA,NA
Nass-Gitksan,6151,Fish,Freshwater Fish,Lake Trout,Salvelinus namaycush,offal,raw,27,NA,NA,NA,15.6,18.1,NA,NA,NA,NA,NA,NA
Nass-Gitksan,6151,Fish,Freshwater Fish,Lake Trout,Salvelinus namaycush,liver,raw,43,8.7,8.2,6,9.7,2.2,0.92,1.2,NA,NA,NA,NA
Nass-Gitksan,6151,Fish,Freshwater Fish,Lake Trout,Salvelinus namaycush,eggs,raw,43,41.2,4.3,0.4,19.6,2.6,2.4,3.3,NA,NA,NA,NA
Nass-Gitksan,6151,Fish,Freshwater Fish,Lake Trout,Salvelinus namaycush,muscle,raw,56,NA,NA,NA,18.6,7.2,NA,NA,NA,NA,NA,NA
Nass-Gitksan,6151,Fish,Freshwater Fish,Lake Trout,Salvelinus namaycush,muscle,raw,79,44,0.7,0.7,18.1,9.4,1.4,2.6,NA,NA,NA,NA
Nass-Gitksan,6151,Fish,Freshwater Fish,Lake Trout,Salvelinus namaycush,whole,raw,73,NA,NA,NA,NA,NA,NA,NA,NA,32,NA,NA
Nass-Gitksan,6151,Fish,Freshwater Fish,Rainbow Trout,Oncorhynchus mykiss,muscle,raw,11,54,NA,NA,24.4,1.5,NA,NA,NA,NA,NA,NA
Nass-Gitksan,6151,Fish,Freshwater Fish,Rainbow Trout,Oncorhynchus mykiss,muscle,raw,33,54,NA,NA,24.4,1.5,NA,NA,NA,NA,NA,NA
Nass-Gitksan,6151,Fish,Freshwater Fish,Rainbow Trout,Oncorhynchus mykiss,muscle,raw,23,NA,NA,NA,NA,3.4,NA,1.2,NA,NA,0.1,0.4
Nass-Gitksan,6151,Fish,Freshwater Fish,Rainbow Trout,Oncorhynchus mykiss,muscle,raw,82,127,0.48,0.4,18.4,6.7,NA,2.02,0.02,25,0.32,1.16
Nass-Gitksan,6151,Fish,Freshwater Fish,Rainbow Trout,Oncorhynchus mykiss,muscle,raw,8,NA,NA,NA,20,4.6,NA,NA,NA,NA,NA,NA
Nass-Gitksan,6151,Fish,Freshwater Fish,Rainbow Trout,Oncorhynchus mykiss,muscle,raw,13,67,1.09,1.9,20.5,3.36,NA,1.2,0.7,31,0.138,0.43
Nass-Gitksan,6151,Fish,Freshwater Fish,Rainbow Trout,Oncorhynchus mykiss,muscle,raw,63,67,1.08,0.7,20.5,3.46,NA,1.24,0.158,31,0.167,0.42
Nass-Gitksan,6151,Fish,Freshwater Fish,Rainbow Trout,Oncorhynchus mykiss,muscle,raw,59,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.377,1.05
Nass-Gitksan,6151,Fish,Freshwater Fish,Rainbow Trout,Oncorhynchus mykiss,muscle,raw,81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nass-Gitksan,6151,Fish,Freshwater Fish,Rainbow Trout,Oncorhynchus mykiss,liver,raw,11,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nass-Gitksan,6151,Fish,Freshwater Fish,Rainbow Trout,Oncorhynchus mykiss,liver,raw,33,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nass-Gitksan,6151,Fish,Freshwater Fish,Rainbow Trout,Oncorhynchus mykiss,muscle,raw,29,NA,NA,NA,13.7,2.1,NA,NA,NA,NA,NA,NA
Nass-Gitksan,6151,Fish,Freshwater Fish,Rainbow Trout,Oncorhynchus mykiss,muscle,raw,27,32,1.28,2.37,20.7,6.8,NA,NA,0.21,NA,NA,NA
Nass-Gitksan,6151,Fish,Freshwater Fish,Rainbow Trout,Oncorhynchus mykiss,muscle,raw,52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nass-Gitksan,6151,Fish,Freshwater Fish,Rainbow Trout,Oncorhynchus mykiss,whole,raw,27,NA,11.8,3392,18.9,9.3,NA,NA,0.77,NA,NA,NA
Nass-Gitksan,6151,Fish,Freshwater Fish,Rainbow Trout,Oncorhynchus mykiss,eggs,raw,27,NA,NA,NA,27.8,9,NA,NA,NA,NA,NA,NA
Nass-Gitksan,6151,Fish,Freshwater Fish,Rainbow Trout,Oncorhynchus mykiss,eggs,raw,59,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.459,1.44
Nass-Gitksan,6151,Fish,Freshwater Fish,Rainbow Trout,Oncorhynchus mykiss,muscle,raw,79,51,1.1,1.5,18.4,5.8,1.1,2.2,NA,NA,NA,NA
Nass-Gitksan,6151,Fish,Freshwater Fish,Rainbow Trout,Oncorhynchus mykiss,muscle,raw,56,NA,NA,NA,18.8,3.1,NA,NA,NA,NA,NA,NA
Nass-Gitksan,6151,Fish,Freshwater Fish,Rainbow Trout,Oncorhynchus mykiss,muscle,raw,72,NA,NA,NA,NA,4.5,NA,NA,NA,NA,NA,NA
Nass-Gitksan,6151,Fish,Freshwater Fish,Steelhead Trout,Oncorhynchus mykiss irideus,muscle,raw,58,NA,NA,NA,21,11,NA,NA,NA,NA,NA,NA
Nass-Gitksan,6151,Fish,Freshwater Fish,Brook Trout,Salvelinus fontinalis,muscle,raw,69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nass-Gitksan,6151,Fish,Freshwater Fish,Brook Trout,Salvelinus fontinalis,muscle,raw,23,NA,NA,NA,NA,2,NA,0.4,NA,NA,0.1,0.2
Nass-Gitksan,6151,Fish,Freshwater Fish,Brook Trout,Salvelinus fontinalis,muscle,raw,65,14.3,0.471,0.226,18.6,3.41,NA,NA,0.018,50,NA,NA
Nass-Gitksan,6151,Fish,Freshwater Fish,Brook Trout,Salvelinus fontinalis,muscle,raw,23,NA,NA,NA,NA,2.7,NA,0.9,NA,NA,0.2,0.2
Nass-Gitksan,6151,Fish,Freshwater Fish,Brook Trout,Salvelinus fontinalis,muscle,raw,43,4.7,0.8,0.2,16.6,1.5,0.58,0.93,NA,NA,NA,NA
Nass-Gitksan,6151,Fish,Freshwater Fish,Brook Trout,Salvelinus fontinalis,muscle,raw,81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nass-Gitksan,6151,Fish,Freshwater Fish,Brook Trout,Salvelinus fontinalis,whole,raw,27,NA,NA,NA,15.6,5.2,NA,NA,NA,NA,NA,NA
Nass-Gitksan,6151,Fish,Freshwater Fish,Brook Trout,Salvelinus fontinalis,whole,raw,81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nass-Gitksan,6151,Fish,Freshwater Fish,Brook Trout,Salvelinus fontinalis,whole,raw,27,NA,NA,NA,17.1,5.6,NA,NA,NA,NA,NA,NA
Nass-Gitksan,6151,Fish,Freshwater Fish,Brook Trout,Salvelinus fontinalis,skin,raw,64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nass-Gitksan,6151,Fish,Freshwater Fish,Brook Trout,Salvelinus fontinalis,muscle,raw,56,NA,NA,NA,21.5,3.4,NA,NA,NA,NA,NA,NA
Nass-Gitksan,6151,Fish,Freshwater Fish,Brook Trout,Salvelinus fontinalis,muscle,raw,79,80,1.2,1.4,20,2.5,0.3,0.7,NA,NA,NA,NA
Nass-Gitksan,6151,Fish,Freshwater Fish,Brook Trout,Salvelinus fontinalis,muscle,raw,27,NA,NA,NA,18.5,1.6,NA,NA,NA,NA,NA,NA
Nass-Gitksan,6151,Fish,Freshwater Fish,Brook Trout,Salvelinus fontinalis,muscle,raw,64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nass-Gitksan,6151,Fish,Freshwater Fish,Brook Trout,Salvelinus fontinalis,muscle,raw,2,9.3,0.5,0.3,23.5,1.8,NA,NA,NA,21,0.112,0.322
Nass-Gitksan,6151,Fish,Freshwater Fish,Brook Trout,Salvelinus fontinalis,muscle,raw,27,38,0.46,1.2,18.6,2.6,NA,NA,NA,NA,NA,NA
Nass-Gitksan,6151,Fish,Freshwater Fish,Dolly Varden Trout,Salvelinus malma,muscle,raw,7,13,NA,1.3,19.7,2,NA,0.9,NA,NA,NA,NA
Nass-Gitksan,6151,Fish,Freshwater Fish,Dolly Varden Trout,Salvelinus malma,muscle,raw,34,NA,NA,NA,15.9,2.1,NA,NA,NA,NA,NA,NA
Nass-Gitksan,6151,Fish,Freshwater Fish,Dolly Varden Trout,Salvelinus malma,muscle,raw,27,NA,NA,NA,19.9,6,NA,NA,NA,NA,NA,NA
