ca_mg,fat_g,asfis_scientific_name.x.x,food_name_in_english.x.x,taxonkey,lwa,lwb,slmax,slmax_nov28,slmax_source,tl,tl_se,tl_nov28,tlse_nov28,number,sci_name,food_item_id,subgroup.x.x,country_region.x.x,type.x,isscaap.x.x,isscaap_cat,habitat,x3_alpha.x.x,food_name_in_own_language.x.x,processing.x.x,asfis_english_name.x.x,season,other,latitude,abs_lat,length_from_study,length_3,n_x,water_g.x,fat_g.x,fatce_g.x,fat_g_2,fasat_g.x,fams_g.x,fapu_g,faun_g,fatrn_g.x,facid_g.x,fapun3_g.x,fapun6_g.x,fapun9_g,epa_g,dha_g,food_item_id_2,max_length_study,comments_on_data_processing_methods_y,publication_year,biblioid_y,compiler,edible.x,enerc_kj_original.x,enerc_kcal_original.x,enera_kcal.x,dm_g.x,water_g_2,xn.x,nt_g.x,protcnt_g.x,protcnp_g.x,prot_g.x,npro_g.x,nnp_mg.x,fasat_g_2,fams_g_2,fapu_g_2,faun_g_2,fe_mg,id_mcg.x,k_mg.x,mg_mg.x,mn_mg.x,se_mcg,hg_mcg,pb_mcg.x,sr_mcg,retol_mcg,retol13_mcg,retoldh_mcg,retolsum_mcg.x,carta_mcg,cartb_mcg,atx_mcg,zea_mcg,cartoid_mcg,chocal_mcg,tocpha_mg,vitb6a_mg,vitb12_mcg,vitc_mg,zn_mg,food_name_clean,database,nutrient_ref,biblioid,subgroup.y,country_region.y,type.y,isscaap.y,x3_alpha.y,food_name_in_own_language.y,food_name_in_english.y,processing.y,scientific_name,asfis_english_name.y,asfis_scientific_name.y,asfis_scientific_name_fishbase_swap.x,asfis_scientific_name_fishbase_swap_in_progress,season.x,other.x,n.x,comments_on_data_processing_methods.x,publication_year.x,biblioid.x,compiler.x,latest_revision_in_version.x,fapu_g.x,faun_g.x,xfa_internal_use,facid_g.y,fapun3_g.y,fapun6_g.y,f20d5n3_g,f22d6n3_g,subgroup.x,country_region.x,type_farmed_wild.x,isscaap.x,x3_alpha.x,food_name_in_own_language.x,food_name_in_english.x,processing.x,scientific_name.x,asfis_english_name.x,asfis_scientific_name.x,season.y,other.y,n.y,comments_on_data_processing_methods.y,publication_year.y,biblioid.y,compiler.y,latest_revision_in_version.y,edible.y,enerc_kj_original.y,enerc_kcal_original.y,enera_kcal.y,dm_g.y,water_g.y,xn.y,nt_g.y,protcnt_g.y,protcnp_g.y,prot_g.y,npro_g.y,nnp_mg.y,fat_g.y,fat_g_2.y,fasat_g.y,fams_g.y,fatrn_g.y,choavldf_g,chocdf_g,cho_g,glyc_g,fibnd_g,fibc_g,id_mcg.y,k_mg.y,li_mcg,mg_mg.y,mn_mg.y,mo_mcg,na_mg,nacl_mg,ni_mcg,p_mg,al_mcg,as_mcg,ba_mcg,cd_mcg,pb_mcg.y,retolsum_mcg.y,vita_rae_mcg,vita_mcg,fafre_g,subgroup.y.y,country_region.y.y,type_farmed_wild.y,isscaap.y.y,x3_alpha.y.y,food_name_in_own_language.y.y,processing.y.y,scientific_name.y,asfis_english_name.y.y,asfis_scientific_name.y.y,asfis_scientific_name_fishbase_swap.y
44.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,901926,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.7,NA,NA,NA,NA,NA,1.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.5,NA,NA,NA,NA,Crustacean,"UK, Scotland",NA,43,LBE,NA,"European lobster, roe, raw",r,Homarus gammarus,European lobster,Homarus gammarus,Homarus gammarus,Homarus gammarus,NA,mean weight: 587g; edible tissue defined as muscle+hepatopancreas+gonads+roe,NA,NA,2008,fi159,DR,1,NA,NA,NA,NA,NA,NA,NA,NA,Crustacean,"UK, Scotland",NA,43,LBE,NA,"European lobster, roe, raw",r,Homarus gammarus,European lobster,Homarus gammarus,NA,mean weight: 587g; edible tissue defined as muscle+hepatopancreas+gonads+roe,NA,NA,2008,fi159,DR,1.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,64.4,NA,39.6,0.08,NA,400.6,NA,NA,NA,NA,11.0,NA,NA,NA,NA,NA,NA,NA,Crustacean,"UK, Scotland",NA,43,LBE,NA,r,Homarus gammarus,European lobster,Homarus gammarus,Homarus gammarus
44.2052,1.61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,901509,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.236,NA,NA,NA,NA,NA,103.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.5635,NA,NA,NA,NA,Finfish,"Unknown (samples from local fish market, Istanbul)",NA,31,SOL,NA,"Common sole, wild, edible muscle tissue, raw",r,Solea solea,Common sole,Solea solea,Solea solea,Solea solea,"Autumn (Sep, Oct, Nov 2007)",NA,1,NA,2010,fi92,DR,1,NA,NA,NA,NA,NA,NA,NA,NA,Finfish,"Unknown (samples from local fish market, Istanbul)",NA,31,SOL,NA,"Common sole, wild, edible muscle tissue, raw",r,Solea solea,Common sole,Solea solea,"Autumn (Sep, Oct, Nov 2007)",NA,1,NA,2010,fi92,DR,1.0,NA,NA,NA,NA,NA,77.8,6.25,NA,17.25,NA,NA,NA,NA,1.61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,69.3,425.6666,NA,48.8303,0.1475,NA,107.3629,NA,94.8,458.4392,3870.7,35.3,NA,1.5,53.1,NA,NA,NA,NA,Finfish,"Unknown (samples from local fish market, Istanbul)",NA,31,SOL,NA,r,Solea solea,Common sole,Solea solea,Solea solea
44.0,3.7,Oncorhynchus keta,NA,NA,0.0138,3.1,100.0,NA,http://www.fishbase.org/summary/241,NA,NA,3.7,0.2,646,Oncorhynchusæketa,902287,Finfish,NA,NA,NA,NA,marine,NA,NA,r,"Chum salmon (dog), raw",NA,NA,52.372895,52.372895,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.3,NA,0.58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43.0,6.6,Oncorhynchus mykiss,NA,NA,0.00955,3.03,120.0,NA,http://www.fishbase.org/Summary/SpeciesSummary.php?ID=239&genusname=Oncorhynchus&speciesname=mykiss&AT=Salmo+gairdneri&lang=English,NA,NA,4.1,0.3,647,Oncorhynchusæmykiss,902289,Finfish,NA,NA,NA,NA,freshwater,NA,NA,r,"Trout, raw",NA,NA,52.372895,52.372895,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.8,NA,0.66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43.0,6.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,901530,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.2,NA,NA,NA,NA,Finfish,"Unknown (samples from local fish market, Hyderabad, India)",NA,35,EYP,NA,"Anchovy, wild, skinless, muscle flesh, raw",r,Thryssa purava,Oblique-jaw thryssa,Thryssa purava,Thryssa purava,Thryssa purava,Dec 1988-Mar 1991,NA,1,NA,1993,fi98,DR,1,NA,NA,NA,NA,NA,NA,NA,NA,Finfish,"Unknown (samples from local fish market, Hyderabad, India)",NA,35,EYP,NA,"Anchovy, wild, skinless, muscle flesh, raw",r,Thryssa purava,Oblique-jaw thryssa,Thryssa purava,Dec 1988-Mar 1991,NA,1,NA,1993,fi98,DR,1.0,NA,NA,NA,NA,NA,81.5,6.25,NA,11.4,NA,NA,NA,NA,6.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.7,NA,NA,45.4,0.064,NA,NA,NA,NA,190,NA,NA,NA,NA,NA,NA,NA,NA,NA,Finfish,"Unknown (samples from local fish market, Hyderabad, India)",NA,35,EYP,NA,r,Thryssa purava,Oblique-jaw thryssa,Thryssa purava,Thryssa purava
43.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,902139,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.37,NA,NA,NA,NA,Finfish,Canada,NA,32,GAD,NA,"Cod, flesh, raw",r,Boreogadus spp./Eleginus spp./Gadus spp./Microgadus spp.,Gadiformes nei,Gadiformes/Gadidae,Boreogadus saida,Boreogadus saida,NA,NA,NA,FA tr= <0.05g/100g food,2002,fi197,DR,1,NA,NA,NA,NA,NA,NA,NA,0.2,Finfish,Canada,NA,32,GAD,NA,"Cod, flesh, raw",r,Boreogadus spp./Eleginus spp./Gadus spp./Microgadus spp.,Gadiformes nei,Gadiformes/Gadidae,NA,NA,NA,FA tr= <0.05g/100g food,2002,fi197,DR,1.0,NA,NA,NA,NA,NA,77,6.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,404,NA,26.0,0.01,NA,89,NA,NA,166,NA,NA,NA,NA,NA,NA,NA,NA,NA,Finfish,Canada,NA,32,GAD,NA,r,Boreogadus spp./Eleginus spp./Gadus spp./Microgadus spp.,Gadiformes nei,Boreogadus saida,Boreogadus saida
41.0,2.26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,901558,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Finfish,"Unknown (sampled in Venezuela, Maracaibo, local fish market)",NA,12,TLP,Tilapia,"Tilapia, muscle flesh, skinless, raw",r,Oreochromis sp.,Tilapias nei,Oreochromis (=Tilapia) spp,Oreochromis niloticus,Oreochromis niloticus,NA,NA,1,FA converted using XFA,2000,fi99,DR,1,1.58032632,NA,0.869725664,NA,0.6486414,0.93758166,0.10614132,0.098279,Finfish,"Unknown (sampled in Venezuela, Maracaibo, local fish market)",NA,12,TLP,Tilapia,"Tilapia, muscle flesh, skinless, raw",r,Oreochromis sp.,Tilapias nei,Oreochromis (=Tilapia) spp,NA,NA,1,FA converted using XFA,2000,fi99,DR,1.0,NA,NA,NA,NA,NA,72.36,6.25,NA,23.34,NA,NA,NA,NA,2.26,NA,0.1277627,0.27321562,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42.66,0.012,NA,NA,NA,NA,322.22,NA,NA,NA,NA,NA,NA,NA,NA,NA,Finfish,"Unknown (sampled in Venezuela, Maracaibo, local fish market)",NA,12,TLP,Tilapia,r,Oreochromis sp.,Tilapias nei,Oreochromis niloticus,Oreochromis niloticus
40.0,10.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,902143,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.0,NA,NA,NA,NA,Finfish,Canada,NA,23,SLZ,NA,"Salmon, eggs, raw",r,Oncorhynchus spp./Salmo spp.,Salmonids nei,Salmonidae,Oncorhynchus nerka,Oncorhynchus nerka,NA,NA,NA,FA tr= <0.05g/100g food,2002,fi197,DR,1,NA,NA,NA,NA,NA,NA,NA,1.3,Finfish,Canada,NA,23,SLZ,NA,"Salmon, eggs, raw",r,Oncorhynchus spp./Salmo spp.,Salmonids nei,Salmonidae,NA,NA,NA,FA tr= <0.05g/100g food,2002,fi197,DR,1.0,NA,[893],NA,NA,NA,[58],6.25,NA,[27],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,53.0,0.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Finfish,Canada,NA,23,SLZ,NA,r,Oncorhynchus spp./Salmo spp.,Salmonids nei,Salmonidae,Oncorhynchus nerka
39.0,0.64,Pagellus bogaraveo,"Blackspot seabream, wild, dorsal white muscle fillet, raw",600890,0.0124,3.137000084,70.0,NA,NA,3.66,0.54,NA,NA,682,Pagellus bogaraveo,900404,Finfish,"Spain, Galician Atlantic coast",W,33,Miscellaneous coastal fishes,marine,SBR,NA,r,Blackspot seabream,NA,"length and weight of fish: 34-37cm, 650-800g",42.575055,42.575055,37.0,50653.0,6,78.55,0.64,NA,NA,0.021,0.006,0.125,NA,NA,NA,0.01,0.039,NA,NA,0.229,900404,37.0,NA,2009,fi76,DR,NA,NA,NA,NA,NA,78.55,NA,NA,NA,NA,NA,NA,NA,0.02,0.01,0.13,NA,0.15,NA,NA,36.0,0.02,84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.81,NA,NA,NA,0.263,Blackspot_seabream_wild_dorsal_white_muscle_fillet_raw,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
39.0,12.0,Xiphias gladius,"Swordfish, wild, white muscle flesh _caudal end, skinless, boneless, raw",600226,0.00776,3.210000038,449.0,NA,NA,4.49,0.57,NA,NA,1182,Xiphias gladius,900709,Finfish,"New Zealand, Northeast of North Island",W,36,"Tunas, bonitos, billfishes",marine,SWO,NA,r,Swordfish,Jun-Jul 1990 _austral Winter,"body length cm: 101-213; FA as % of FACID, FACID calculated using CF",-36.102376,36.102376,213.0,9663597.0,NA,71,12.0,NA,NA,NA,NA,NA,NA,NA,NA,1.87901,0.33159,NA,0.243166,1.32636,900709,213.0,"CHO- _water-soluble CHO; tr means below the level of quantification for elements _Cu < 10mcg/100g FW, Mn < 2mcg/100g FW; FA converted using XFA; FA tr= <0.1% of FACID",1993,fi117,DR,NA,NA,NA,NA,NA,71,NA,NA,17.7,NA,NA,NA,NA,NA,NA,NA,NA,1.2,NA,424.0,28.0,tr,97,88.0,NA,167,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.3,Swordfish_wild_white_muscle_flesh_caudal_end_skinless_boneless_raw,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
38.0,3.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,902149,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4,NA,NA,NA,NA,Finfish,Canada,NA,23,SLZ,NA,"Trout, flesh, raw",r,Salmo spp./Salvelinus spp.,Salmonids nei,Salmonidae,Oncorhynchus nerka,Oncorhynchus nerka,NA,NA,NA,FA tr= <0.05g/100g food,2002,fi197,DR,1,NA,NA,NA,NA,NA,NA,NA,0.6,Finfish,Canada,NA,23,SLZ,NA,"Trout, flesh, raw",r,Salmo spp./Salvelinus spp.,Salmonids nei,Salmonidae,NA,NA,NA,FA tr= <0.05g/100g food,2002,fi197,DR,1.0,NA,474,NA,NA,NA,75,6.25,NA,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,273,NA,26.0,0.01,NA,50,NA,NA,240,NA,NA,NA,NA,NA,NA,NA,NA,NA,Finfish,Canada,NA,23,SLZ,NA,r,Salmo spp./Salvelinus spp.,Salmonids nei,Salmonidae,Salvelinus fontinalis
37.89,1.85,Coregonus lavaretus,"Whitefish, wild, skinless fillets, raw",600232,0.0116,2.928999901,49.0,NA,NA,3.08,0.39,NA,NA,234,Coregonus lavaretus,900575,Finfish,"Italy, Lake Bolsena",W,23,"Salmons, trouts, smelts",freshwater,PLN,NA,r,European whitefish,"Dec 2002, Feb, Jun, Sep 2003","mean length and weight of fish: 32.62cm, 259.78g",42.606001,42.606001,32.62,34709.78073,1,77.92,1.85,NA,NA,0.485204825,0.30267916,0.557708515,NA,NA,NA,0.437713325,0.11999519,NA,0.14342433,0.136933825,900575,32.62,FA converted using XFA,2006,fi94,DR,0.7346,NA,NA,NA,NA,77.92,6.25,NA,18.95,NA,NA,NA,390,0.49,0.3,0.56,NA,0.31,NA,418.6,26.85,NA,22.88,1.33,NA,NA,4.34,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.97,NA,NA,NA,0.541,Whitefish_wild_skinless_fillets_raw,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
36.0,3.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,902155,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.45,NA,NA,NA,NA,Finfish,Canada,NA,23,WHF,NA,"Whitefish, flesh, raw",r,Coregonus clupeaformis/Coregonus nasus,Whitefishes nei,Coregonus spp,Coregonus clupeaformis,Coregonus clupeaformis,NA,NA,NA,FA tr= <0.05g/100g food,2002,fi197,DR,1,NA,NA,NA,NA,NA,NA,NA,NA,Finfish,Canada,NA,23,WHF,NA,"Whitefish, flesh, raw",r,Coregonus clupeaformis/Coregonus nasus,Whitefishes nei,Coregonus spp,NA,NA,NA,FA tr= <0.05g/100g food,2002,fi197,DR,1.0,NA,443,NA,NA,NA,77,6.25,NA,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,396,NA,25.0,0.03,NA,44,NA,NA,235,NA,NA,NA,NA,NA,NA,NA,NA,NA,Finfish,Canada,NA,23,WHF,NA,r,Coregonus clupeaformis/Coregonus nasus,Whitefishes nei,Coregonus clupeaformis/Coregonus nasus,Coregonus clupeaformis
35.5,7.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,901529,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.3,NA,NA,NA,NA,Finfish,"Unknown (samples from local fish market, Hyderabad, India)",NA,24,HIL,NA,"Hilsa (marine), wild, skinless, muscle flesh, raw",r,Hilsa hilsa,Hilsa shad,Tenualosa ilisha,Tenualosa ilisha,Tenualosa ilisha,Dec 1988-Mar 1990,NA,1,NA,1993,fi98,DR,1,NA,NA,NA,NA,NA,NA,NA,NA,Finfish,"Unknown (samples from local fish market, Hyderabad, India)",NA,24,HIL,NA,"Hilsa (marine), wild, skinless, muscle flesh, raw",r,Hilsa hilsa,Hilsa shad,Tenualosa ilisha,Dec 1988-Mar 1990,NA,1,NA,1993,fi98,DR,1.0,NA,NA,NA,NA,NA,72.7,6.25,NA,17.6,NA,NA,NA,NA,7.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.0,NA,NA,53.6,0.0097,NA,NA,NA,NA,312,NA,NA,NA,NA,NA,NA,NA,NA,NA,Finfish,"Unknown (samples from local fish market, Hyderabad, India)",NA,24,HIL,NA,r,Hilsa hilsa,Hilsa shad,Tenualosa ilisha,Tenualosa ilisha
35.48,3.0,Coregonus lavaretus,"Whitefish, wild, skinless fillets, raw",600232,0.0116,2.928999901,49.0,NA,NA,3.08,0.39,NA,NA,235,Coregonus lavaretus,900576,Finfish,"Italy, Lake Bracciano",W,23,"Salmons, trouts, smelts",freshwater,PLN,NA,r,European whitefish,"Dec 2002, Feb, Jun, Sep 2003","mean length and weight of fish: 31.02cm, 223.03g",42.119525,42.119525,31.02,29848.69721,1,76.2,3.0,NA,NA,0.7726304,0.8695744,0.8807296,NA,NA,NA,0.645408,0.2353216,NA,0.2103552,0.1705152,900576,31.02,FA converted using XFA,2006,fi94,DR,0.7172,NA,NA,NA,NA,76.2,6.25,NA,19.68,NA,NA,NA,390,0.77,0.87,0.88,NA,0.39,NA,417.9,27.12,NA,29.43,4.58,NA,NA,6.88,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.73,NA,NA,NA,0.583,Whitefish_wild_skinless_fillets_raw,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
