ca_mg,fat_g,asfis_scientific_name.x.x,food_name_in_english.x.x,taxonkey,lwa,lwb,slmax,slmax_nov28,slmax_source,tl,tl_se,tl_nov28,tlse_nov28,number,sci_name,food_item_id,subgroup.x.x,country_region.x.x,type.x,isscaap.x.x,isscaap_cat,habitat,x3_alpha.x.x,food_name_in_own_language.x.x,processing.x.x,asfis_english_name.x.x,season,other,latitude,abs_lat,length_from_study,length_3,n_x,water_g.x,fat_g.x,fatce_g.x,fat_g_2,fasat_g.x,fams_g.x,fapu_g,faun_g,fatrn_g.x,facid_g.x,fapun3_g.x,fapun6_g.x,fapun9_g,epa_g,dha_g,food_item_id_2,max_length_study,comments_on_data_processing_methods_y,publication_year,biblioid_y,compiler,edible.x,enerc_kj_original.x,enerc_kcal_original.x,enera_kcal.x,dm_g.x,water_g_2,xn.x,nt_g.x,protcnt_g.x,protcnp_g.x,prot_g.x,npro_g.x,nnp_mg.x,fasat_g_2,fams_g_2,fapu_g_2,faun_g_2,fe_mg,id_mcg.x,k_mg.x,mg_mg.x,mn_mg.x,se_mcg,hg_mcg,pb_mcg.x,sr_mcg,retol_mcg,retol13_mcg,retoldh_mcg,retolsum_mcg.x,carta_mcg,cartb_mcg,atx_mcg,zea_mcg,cartoid_mcg,chocal_mcg,tocpha_mg,vitb6a_mg,vitb12_mcg,vitc_mg,zn_mg,food_name_clean,database,nutrient_ref,biblioid,subgroup.y,country_region.y,type.y,isscaap.y,x3_alpha.y,food_name_in_own_language.y,food_name_in_english.y,processing.y,scientific_name,asfis_english_name.y,asfis_scientific_name.y,asfis_scientific_name_fishbase_swap.x,asfis_scientific_name_fishbase_swap_in_progress,season.x,other.x,n.x,comments_on_data_processing_methods.x,publication_year.x,biblioid.x,compiler.x,latest_revision_in_version.x,fapu_g.x,faun_g.x,xfa_internal_use,facid_g.y,fapun3_g.y,fapun6_g.y,f20d5n3_g,f22d6n3_g,subgroup.x,country_region.x,type_farmed_wild.x,isscaap.x,x3_alpha.x,food_name_in_own_language.x,food_name_in_english.x,processing.x,scientific_name.x,asfis_english_name.x,asfis_scientific_name.x,season.y,other.y,n.y,comments_on_data_processing_methods.y,publication_year.y,biblioid.y,compiler.y,latest_revision_in_version.y,edible.y,enerc_kj_original.y,enerc_kcal_original.y,enera_kcal.y,dm_g.y,water_g.y,xn.y,nt_g.y,protcnt_g.y,protcnp_g.y,prot_g.y,npro_g.y,nnp_mg.y,fat_g.y,fat_g_2.y,fasat_g.y,fams_g.y,fatrn_g.y,choavldf_g,chocdf_g,cho_g,glyc_g,fibnd_g,fibc_g,id_mcg.y,k_mg.y,li_mcg,mg_mg.y,mn_mg.y,mo_mcg,na_mg,nacl_mg,ni_mcg,p_mg,al_mcg,as_mcg,ba_mcg,cd_mcg,pb_mcg.y,retolsum_mcg.y,vita_rae_mcg,vita_mcg,fafre_g,subgroup.y.y,country_region.y.y,type_farmed_wild.y,isscaap.y.y,x3_alpha.y.y,food_name_in_own_language.y.y,processing.y.y,scientific_name.y,asfis_english_name.y.y,asfis_scientific_name.y.y,asfis_scientific_name_fishbase_swap.y
78.7,0.32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,902028,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.07,NA,NA,NA,NA,NA,10.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.28,NA,NA,NA,NA,Crustacean,"UK, Scottish coast, English Channel",NA,42,CRA,NA,"Atlantic spider crab, edible tissue, muscle from claws and walking legs, raw",r,Maja brachydactyla,Marine crabs nei,Brachyura,Maja brachydactyla,Maja brachydactyla,NA,NA,NA,FA converted using XFA,2010,fi188,SE,1,0.076747179,NA,0.45963,NA,0.061833105,0.011928318,0.032505034,NA,Crustacean,"UK, Scottish coast, English Channel",NA,42,CRA,NA,"Atlantic spider crab, edible tissue, muscle from claws and walking legs, raw",r,Maja brachydactyla,Marine crabs nei,Brachyura,NA,NA,NA,FA converted using XFA,2010,fi188,SE,1.0,0.323,347.4,NA,NA,NA,79.2,6.25,NA,15.7,NA,NA,NA,NA,NA,NA,0.03053414016,0.03332869056,NA,NA,NA,NA,NA,NA,NA,NA,226,NA,61.2,0.06,NA,396,NA,tr,NA,NA,2380.0,NA,0.0,0.0,NA,NA,NA,NA,Crustacean,"UK, Scottish coast, English Channel",NA,42,CRA,NA,r,Maja brachydactyla,Marine crabs nei,Maja brachydactyla,Maja brachydactyla
77.88,1.17,Sander lucioperca,"Zander, wild, fillet, frozen",NA,0.00692,3.1,100.0,NA,http://www.fishbase.org/summary/360,4.3,0.7,4.0,0.78,885,Sander lucioperca,900155,Finfish,"Turkey, Adana, Seyhan Dam Lake",W,13,Miscellaneous freshwater fishes,freshwater,FPP,NA,r,Pike-perch,05-Dec,NA,37.0,37.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,900155,NA,PROT- _analyzed according to AOAC 1995,2009,fi31,DR,NA,NA,NA,NA,NA,79.5,NA,NA,NA,NA,17.73,NA,NA,NA,NA,NA,NA,0.17,NA,347.63,1.18,NA,18,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.582,Zander_wild_fillet_frozen,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
75.0,6.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,901553,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Finfish,"Unknown (sampled in Venezuela, Maracaibo, local fish market)",NA,33,MGU,Lisa,"White mullet, muscle flesh, skinless, raw",r,Mugil curema,White mullet,Mugil curema,Mugil curema,Mugil curema,NA,NA,1,FA converted using XFA,2000,fi99,DR,1,0.80051654,NA,0.90928524,NA,0.72923767,0.07127887,0.23576857,0.14255774,Finfish,"Unknown (sampled in Venezuela, Maracaibo, local fish market)",NA,33,MGU,Lisa,"White mullet, muscle flesh, skinless, raw",r,Mugil curema,White mullet,Mugil curema,NA,NA,1,FA converted using XFA,2000,fi99,DR,1.0,NA,NA,NA,NA,NA,71.09,6.25,NA,21.17,NA,NA,NA,NA,6.03,NA,2.75246098,1.93549547,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.0,0.009,NA,NA,NA,NA,226.33,NA,NA,NA,NA,NA,NA,NA,NA,NA,Finfish,"Unknown (sampled in Venezuela, Maracaibo, local fish market)",NA,33,MGU,Lisa,r,Mugil curema,White mullet,Mugil curema,Mugil curema
73.5713,1.34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,901514,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.6567,NA,NA,NA,NA,NA,14.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.2857,NA,NA,NA,NA,Finfish,"Unknown (samples from local fish market, Istanbul)",NA,32,WHG,NA,"Whiting, wild, edible muscle tissue, raw",r,Merlangius merlangus,Whiting,Merlangius merlangus,Merlangius merlangus,Merlangius merlangus,"Winter (Dec 2006, Jan, Feb 2007)",NA,1,NA,2010,fi92,DR,1,NA,NA,NA,NA,NA,NA,NA,NA,Finfish,"Unknown (samples from local fish market, Istanbul)",NA,32,WHG,NA,"Whiting, wild, edible muscle tissue, raw",r,Merlangius merlangus,Whiting,Merlangius merlangus,"Winter (Dec 2006, Jan, Feb 2007)",NA,1,NA,2010,fi92,DR,1.0,NA,NA,NA,NA,NA,82.93,6.25,NA,13.43,NA,NA,NA,NA,1.34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41.8,444.2767,NA,48.8712,0.1422,NA,133.4485,NA,112.3,296.1168,1186.1,33.5,NA,5.4,60.1,NA,NA,NA,NA,Finfish,"Unknown (samples from local fish market, Istanbul)",NA,32,WHG,NA,r,Merlangius merlangus,Whiting,Merlangius merlangus,Merlangius merlangus
73.0,1.66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,901557,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Finfish,"Unknown (sampled in Venezuela, Maracaibo, local fish market)",NA,33,SNO,Robalo,"Common snook, muscle flesh, skinless, raw",r,Centropomus undecimalis,Common snook,Centropomus undecimalis,Centropomus undecimalis,Centropomus undecimalis,NA,NA,1,FA converted using XFA,2000,fi99,DR,1,0.33316986,NA,0.846855422,NA,0.27272132,0.06044854,NA,NA,Finfish,"Unknown (sampled in Venezuela, Maracaibo, local fish market)",NA,33,SNO,Robalo,"Common snook, muscle flesh, skinless, raw",r,Centropomus undecimalis,Common snook,Centropomus undecimalis,NA,NA,1,FA converted using XFA,2000,fi99,DR,1.0,NA,NA,NA,NA,NA,77.12,6.25,NA,21.61,NA,NA,NA,NA,1.66,NA,0.6888322,0.3795606,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32.0,0.009,NA,NA,NA,NA,254.66,NA,NA,NA,NA,NA,NA,NA,NA,NA,Finfish,"Unknown (sampled in Venezuela, Maracaibo, local fish market)",NA,33,SNO,Robalo,r,Centropomus undecimalis,Common snook,Centropomus undecimalis,Centropomus undecimalis
72.0,0.4,Nephrops norvegicus,"Lobster, wild, raw",690273,0.02302,0.8935,8.0,NA,NA,2.88,0.31,NA,NA,614,Nephrops norvegicus,901257,Crustacean,"Iceland, North Atlantic",W,43,"Lobsters, spiny-rock lobsters",marine,NEP,Humar,r,Norway lobster,NA,data entered without mean/max/SD,63.968654,63.968654,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,901257,NA,NA,2011,im11,OR,NA,NA,74.0,NA,NA,80.8,NA,NA,17.6,NA,NA,NA,NA,NA,NA,NA,NA,2.66,NA,283.0,47.0,NA,54.6,6.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.05,Lobster_wild_raw,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
71.33,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,901559,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Finfish,"Unknown (sampled in Venezuela, Maracaibo, local fish market)",NA,23,TRR,Trucha,"Rainbow trout, muscle flesh, skinless, raw",r,Oncorhynchus mykiss,Rainbow trout,Oncorhynchus mykiss,Oncorhynchus mykiss,Oncorhynchus mykiss,NA,NA,1,FA converted using XFA,2000,fi99,DR,1,0.414645,NA,0.837666667,NA,0.256326,0.158319,0.02513,0.231196,Finfish,"Unknown (sampled in Venezuela, Maracaibo, local fish market)",NA,23,TRR,Trucha,"Rainbow trout, muscle flesh, skinless, raw",r,Oncorhynchus mykiss,Rainbow trout,Oncorhynchus mykiss,NA,NA,1,FA converted using XFA,2000,fi99,DR,1.0,NA,NA,NA,NA,NA,77.06,6.25,NA,20.86,NA,NA,NA,NA,1.5,NA,0.3681545,0.4737005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42.33,0.012,NA,NA,NA,NA,122,NA,NA,NA,NA,NA,NA,NA,NA,NA,Finfish,"Unknown (sampled in Venezuela, Maracaibo, local fish market)",NA,23,TRR,Trucha,r,Oncorhynchus mykiss,Rainbow trout,Oncorhynchus mykiss,Oncorhynchus mykiss
71.08,1.13,Sarda sarda,"Atlantic bonito, wild, muscle tissue, raw",600115,0.0051,3.180000067,90.0,NA,NA,4.2,0.74,NA,NA,898,Sarda sarda,900558,Finfish,"Unknown _samples from local fish market, Istanbul",W,36,"Tunas, bonitos, billfishes",marine,BON,NA,r,Atlantic bonito,07-Jul,NA,41.00527,41.00527,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,900558,NA,"mineral tr= <0.001 mg/kg FW; all mineral values in brackets: the authors state explicitely that vlaues are expressed as mg/kg fresh weight; however, values seem in many cases very high compared to reference data and no explanation is provided;",2010,fi89,DR,NA,NA,NA,NA,NA,78.76,6.25,NA,17.78,NA,NA,NA,NA,NA,NA,NA,NA,13.37,37.3,382.48,33.78,0.03,53.3,9.5,4.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.513,Atlantic_bonito_wild_muscle_tissue_raw,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
71.0,0.4,Channa striata,"Snakehead murrel, wild, skin-on, raw",NA,0.01096,2.92,100.0,NA,http://www.fishbase.org/summary/Channa-striata.html,3.7,0.7,NA,NA,162,Channa striata,900602,Finfish,"Laos, Champasak and Savannakhet, rice field ecosystems",W,13,Miscellaneous freshwater fishes,freshwater,FSS,Pa kor,r,Striped snakehead,dry season,NA,14.903036,14.903036,NA,NA,3,80.4,NA,0.4,NA,0.1066032,0.0554552,0.0748376,0.0320348,NA,NA,0.0301504,0.0446872,NA,NA,0.022882,900602,NA,FA converted using XFA,2010,fi103,DR,NA,NA,NA,NA,NA,80.4,6.25,NA,18.6,NA,NA,NA,NA,0.11,0.06,0.07,0.03,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.7,Snakehead_murrel_wild_skin-on_raw,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
70.4694,1.62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,901507,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.0642,NA,NA,NA,NA,NA,43.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.4187,NA,NA,NA,NA,Finfish,"Unknown (samples from local fish market, Istanbul)",NA,31,SOL,NA,"Common sole, wild, edible muscle tissue, raw",r,Solea solea,Common sole,Solea solea,Solea solea,Solea solea,"Spring (Mar, Apr, May 2007)",NA,1,NA,2010,fi92,DR,1,NA,NA,NA,NA,NA,NA,NA,NA,Finfish,"Unknown (samples from local fish market, Istanbul)",NA,31,SOL,NA,"Common sole, wild, edible muscle tissue, raw",r,Solea solea,Common sole,Solea solea,"Spring (Mar, Apr, May 2007)",NA,1,NA,2010,fi92,DR,1.0,NA,NA,NA,NA,NA,77.28,6.25,NA,18.36,NA,NA,NA,NA,1.62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38.4,313.5473,NA,47.9501,0.4587,NA,71.9944,NA,103.4,598.1873,2138.0,28.0,NA,3.1,26.9,NA,NA,NA,NA,Finfish,"Unknown (samples from local fish market, Istanbul)",NA,31,SOL,NA,r,Solea solea,Common sole,Solea solea,Solea solea
70.05,17.37,Sarda sarda,"Atlantic bonito, wild, muscle tissue, raw",600115,0.0051,3.180000067,90.0,NA,NA,4.2,0.74,NA,NA,891,Sarda sarda,900561,Finfish,"Unknown _samples from local fish market, Istanbul",W,36,"Tunas, bonitos, billfishes",marine,BON,NA,r,Atlantic bonito,07-Oct,NA,41.00527,41.00527,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,900561,NA,"mineral tr= <0.001 mg/kg FW; all mineral values in brackets: the authors state explicitely that vlaues are expressed as mg/kg fresh weight; however, values seem in many cases very high compared to reference data and no explanation is provided;",2010,fi89,DR,NA,NA,NA,NA,NA,59.93,6.25,NA,20.67,NA,NA,NA,NA,NA,NA,NA,NA,13.22,39.2,382.52,33.03,0.03,53,8.2,3.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.412,Atlantic_bonito_wild_muscle_tissue_raw,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
70.0,7.3,Aspius aspius,"Aspe, wild, skinless fillet, raw",NA,NA,NA,120.0,NA,http://www.fishbase.org/summary/4783,4.5,0.8,NA,NA,72,Aspius aspius,900156,Finfish,"Greece, Evros River",W,11,"Carps, barbels and other cyprinids",freshwater,ASU,NA,r,Ase,Summer 1987,"mean length and weight: 50cm, 1400g",41.53,41.53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,900156,50.0,NA,1989,fi32,DR,NA,NA,NA,NA,NA,70,6.25,NA,21.0,NA,NA,NA,NA,NA,NA,NA,NA,0.9,NA,400.0,70.0,0.07,NA,8.0,nd,nd,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.6,Aspe_wild_skinless_fillet_raw,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
70.0,6.2,Aspius aspius,"Aspe, wild, skinless fillet, raw",NA,NA,NA,120.0,NA,http://www.fishbase.org/summary/4783,4.5,0.8,NA,NA,73,Aspius aspius,900157,Finfish,"Greece, Evros River",W,11,"Carps, barbels and other cyprinids",freshwater,ASU,NA,r,Aspe,Summer 1988,"mean length and weight: 40cm, 700g",41.53,41.53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,900157,40.0,NA,1989,fi32,DR,NA,NA,NA,NA,NA,70,6.25,NA,23.0,NA,NA,NA,NA,NA,NA,NA,NA,1.0,NA,400.0,60.0,0.08,NA,7.0,30,nd,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.7,Aspe_wild_skinless_fillet_raw,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
69.0,1.2,Cyprinus carpio,"Carp, wild, skinless fillet, raw",NA,0.02089,2.91,110.0,NA,http://www.fishbase.org/summary/1452,3.0,0.3,NA,NA,269,Cyprinus carpio,900161,Finfish,"Greece, Evros River",W,11,"Carps, barbels and other cyprinids",freshwater,FCP,NA,r,Common carp,Summer 1988,"mean length and weight: 36cm, 500g",41.53,41.53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,900161,36.0,NA,1989,fi32,DR,NA,NA,NA,NA,NA,79,6.25,NA,19.0,NA,NA,NA,NA,NA,NA,NA,NA,0.6,NA,400.0,50.0,0.04,NA,16.0,20,nd,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9,Carp_wild_skinless_fillet_raw,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
69.0,0.52,Pagellus bogaraveo,"Blackspot seabream, wild, tail white muscle fillet, raw",600890,0.0124,3.137000084,70.0,NA,NA,3.66,0.54,NA,NA,684,Pagellus bogaraveo,900405,Finfish,"Spain, Galician Atlantic coast",W,33,Miscellaneous coastal fishes,marine,SBR,NA,r,Blackspot seabream,NA,"length and weight of fish: 34-37cm, 650-800g",42.575055,42.575055,37.0,50653.0,6,79.04,0.52,NA,NA,0.152,0.087,0.26,NA,NA,NA,NA,NA,NA,0.018,0.203,900405,37.0,NA,2009,fi76,DR,NA,NA,NA,NA,NA,79.04,NA,NA,NA,NA,NA,NA,NA,0.15,0.09,0.26,NA,0.19,NA,NA,38.0,0.01,71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.73,NA,NA,NA,0.356,Blackspot_seabream_wild_tail_white_muscle_fillet_raw,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
