fdis,sample,nt,s
0.5203692846609239,1_10,2,10
0.592952270168489,1_10,4,10
0.5704248510755008,1_10,2,10
0.48923839877432745,1_10,2,10
0.5808690959771609,1_10,4,10
0.5414947707260026,1_10,3,10
0.4980204253075661,1_10,1,10
0.5472341467015451,1_10,1,10
0.5115699796546141,1_10,4,10
0.5239745251456182,1_10,1,10
0.5634942252843167,1_10,3,10
0.4600513108777492,1_10,1,10
0.5442298628705486,1_10,2,10
0.5206547522740097,1_10,2,10
0.5799597352277089,1_10,3,10
0.5250820877721715,1_10,2,10
0.5248641576518495,1_10,2,10
0.5525813539089205,1_10,3,10
0.5046968605658724,1_10,3,10
0.5706655061019147,1_10,2,10
0.5798210718767871,1_10,3,10
0.5011552783252615,1_10,3,10
0.5747894297242913,1_10,2,10
0.5383125889105023,1_10,3,10
0.5386357706064938,1_10,2,10
0.5301785931620755,1_10,3,10
0.5674549953202306,1_10,3,10
0.5009837889111808,1_10,3,10
0.5715915235728772,1_10,4,10
0.5621412482384948,1_10,3,10
0.48521028118471377,1_10,2,10
0.535722627852621,1_10,3,10
0.5839267608840689,1_10,4,10
0.5046968605658726,1_10,2,10
0.5066855009882782,1_10,2,10
0.5749450695665127,1_10,4,10
0.6000589650031803,1_10,3,10
0.5724280308608749,1_10,3,10
0.462225675487407,1_10,3,10
0.5432995571315147,1_10,2,10
0.5508822124925452,1_10,1,10
0.5566935111287694,1_10,1,10
0.5351904213846503,1_10,2,10
0.5967597206745119,1_10,3,10
0.4979469245061135,1_10,2,10
0.4950648352178787,1_10,2,10
0.5860159280217939,1_10,3,10
0.5336044733937426,1_10,2,10
0.5463940476672291,1_10,2,10
0.5818960664108093,1_10,4,10
0.5406075742239207,1_10,3,10
0.544023297586605,1_10,4,10
0.5579980500547178,1_10,2,10
0.5472328168647393,1_10,3,10
0.5481393859638729,1_10,3,10
0.5704167375387849,1_10,2,10
0.45797779196299115,1_10,1,10
0.5400380110076926,1_10,2,10
0.5143690512472073,1_10,2,10
0.5692446836367424,1_10,2,10
0.5341129698489941,1_10,3,10
0.57620193195529,1_10,3,10
0.5142485661942935,1_10,2,10
0.5537278516460152,1_10,3,10
0.5073373441937429,1_10,3,10
0.5956567488135207,1_10,5,10
0.5498090819737873,1_10,4,10
0.52454280852573,1_10,2,10
0.48666564622933917,1_10,3,10
0.5066514005295858,1_10,2,10
0.5348452334153675,1_10,2,10
0.4977241113757852,1_10,2,10
0.49208177830281585,1_10,4,10
0.5149359031848911,1_10,3,10
0.49190576574277356,1_10,3,10
0.5605065513877134,1_10,4,10
0.5595150031434533,1_10,3,10
0.5610188596853252,1_10,4,10
0.5576564978107972,1_10,2,10
0.5978654874397231,1_10,2,10
0.5526590704579127,1_10,4,10
0.506465610517416,1_10,3,10
0.569275338411533,1_10,3,10
