FEve,replicate
0.772253574888201,945.Community1
0.7928384247989554,946.Community1
0.749730894202739,947.Community1
0.8516669490318409,948.Community1
0.7583314648302242,949.Community1
0.8550727185750739,95.Community1
0.8204339628295196,950.Community1
0.8556738940999176,951.Community1
0.8103815170205617,952.Community1
0.8064745794407837,953.Community1
0.7967483981157549,954.Community1
0.7749716737996852,955.Community1
0.8606629968278845,956.Community1
0.8095894842471509,957.Community1
0.7913365443897782,958.Community1
0.7912877178095167,959.Community1
0.7803663540557757,96.Community1
0.8528163967016203,960.Community1
0.81132209583631,961.Community1
0.7929453816988945,962.Community1
0.8134002204259246,963.Community1
0.820513883612378,964.Community1
0.7894691360671325,965.Community1
0.8273678060816166,966.Community1
0.8210473428452018,967.Community1
0.8308564530765641,968.Community1
0.7721813198501325,969.Community1
0.7922827480685449,97.Community1
0.7552100283737586,970.Community1
0.794909537487878,971.Community1
0.8106321802451238,972.Community1
0.7821088909341082,973.Community1
0.8224714059902966,974.Community1
0.822044310761589,975.Community1
0.8048369418380408,976.Community1
0.8013925734786456,977.Community1
0.7611468953270915,978.Community1
0.7829860018591456,979.Community1
0.8023525425530371,98.Community1
0.829891308215283,980.Community1
0.7704091199561535,981.Community1
0.8179338459146134,982.Community1
0.7991284612120375,983.Community1
0.8031524465901781,984.Community1
0.8031915383151778,985.Community1
0.7460537024733737,986.Community1
0.815676955196314,987.Community1
0.7848777483383919,988.Community1
0.7621870605709018,989.Community1
0.7827475510836515,99.Community1
0.7670767140146811,990.Community1
0.8198445982542586,991.Community1
0.8136367242077702,992.Community1
0.8294277040095618,993.Community1
0.766906066347082,994.Community1
0.7928181568744453,995.Community1
0.7747262313403486,996.Community1
0.8026111814777653,997.Community1
0.7593030005878068,998.Community1
0.8106570328237318,999.Community1
