Food Item ID,ISSCAAP,3-Alpha,Food name in English,Habitat,State of food,RefID,EDIBLE,EDIBLE,ENERC(kJ),ENERC(kcal),WATER(g),NT(g),PROTCNT(g),FAT(g),CHOAVLDF(g),FIBTG(g),CHOLE(mg),ASH(g),CA(mg),CU(mg),FE(mg),K(mg),MG(mg),NA(mg),P(mg),ZN(mg),ID(mcg),SE(mcg),RETOL(mcg),CARTB(mcg),CHOCAL(mcg),TOCPHA(mg),THIA(mg),RIBF(mg),NIAEQ(mg),NIA(mg),PANTAC(mg),VITB6C(mg),FOL(mcg),VITB12(mcg),VITC(mg),ALA(mg),ARG(mg),ASP(mg),CYS(mg),GLU(mg),GLY(mg),HIS(mg),ILE(mg),LEU(mg),LYS(mg),MET(mg),PHE(mg),PRO(mg),SER(mg),THR(mg),TRP(mg),TYR(mg),VAL(mg),XFA,FACID(g),FASAT(g),FAMS(g),FAPU(g),FAUN(g),FATRN(g),FAPUN3(g),FAPUN6(g),F4D0(g),F6D0(g),F8D0(g),F10D0(g),F12D0(g),F13D0(g),F14D0(g),F15D0(g),F16D0(g),F17D0(g),F18D0(g),F19D0(g),F20D0(g),F21D0(g),F22D0(g),F23D0(g),F24D0(g),F26D0(g),F30D0(g),F10D1(g),F14D1N7(g),F14D1(g),F15D1(g),F16D1N9(g),F16D1N7(g),F16D1N5(g),F16D1C(g),F16D1T(g),F16D1(g),F17D1N9(g),F17D1N7(g),F17D1C(g),F17D1(g),F18D1N11(g),F18D1CN9(g),F18D1TN9(g),F18D1N9(g),F18D1CN7(g),F18D1N7(g),F18D1N5(g),F18D1C(g),F18D1T(g),F18D1(g),F19D1(g),F20D1CN11(g),F20D1N11(g),F20D1CN9(g),F20D1N9(g),F20D1N7(g),F20D1C(g),F20D1(g),F22D1N11(g),F22D1N9(g),F22D1C(g),F22D1T(g),F22D1(g),F24D1N9(g),F24D1C(g),F24D1(g),F16D2N6(g),F16D2N4(g),F16D2(g),F17D2(g),F18D2CN6(g),F18D2N6(g),F18D2CLA(g),F18D2C(g),F18D2T(g),F18D2(g),F20D2N9(g),F20D2CN6(g),F20D2N6(g),F20D2C(g),F20D2(g),F22D2N6(g),F22D2(g),F16D3N3(g),F16D3(g),F18D3CN6(g),F18D3N6(g),F18D3N4(g),F18D3CN3(g),F18D3N3(g),F18D3(g),F20D3N9(g),F20D3CN6(g),F20D3N6(g),F20D3N3(g),F20D3(g),F22D3N6(g),F22D3(g),F16D4N3(g),F16D4C(g),F16D4(g),F18D4CN3(g),F18D4N3(g),F18D4(g),F20D4CN6(g),F20D4N6(g),F20D4N3(g),F20D4(g),F22D4CN6(g),F22D4N6(g),F22D4N3(g),F22D4(g),F20D5CN3(g),F20D5N3(g),F20D5(g),F21D5N3,F21D5(g),F22D5N6(g),F22D5CN3(g),F22D5N3(g),F22D5(g),F22D6CN3(g),F22D6N3(g),F22D6(g),F24D6N3(g),F24D6(g)
092049,42,PCR,"Tanner crabs, flesh, boiled",,c,calc. from 092011,0.2,1,407,96,77.7,3.40,21.3,1.2,0,0,63,2.3,95,0.59,2.3,299,87,322,172,3.22,,36,47,,0,,0.07,0.16,7.7,2.0,0.28,0.12,35,8.3,6.4,1160,1850,1900,89,2740,1310,413,839,1510,1620,494,803,922,770,771,342,638,939,0.76,0.93,0.16,0.29,0.46,0.03,,0.36,,,,,,,,tr,tr,0.12,tr,0.03,,,,,,,,,,,,,,,,,,0.04,,,,tr,,,,,,,,,,0.21,,,,,,,,0.02,,,,,0.01,,,,,,tr,,,,,,,0.01,,,,,0.02,,,,tr,,,,,,tr,,,,,,,,,,,,,tr,,,,0.05,,,,,,0.23,0.23,,,,,,0.01,,0.13,0.13,,tr
092087,42,PCR,"Tanner crabs, flesh, boiled in recipe",,c,calc. from 092011,0.2,1,407,96,77.7,3.40,21.3,1.2,0,0,63,2.3,95,0.66,2.9,398,103,379,203,3.22,,40,47,,0,,0.08,0.23,8.4,2.7,0.34,0.15,43,9.3,6.8,1160,1850,1900,89,2740,1310,413,839,1510,1620,494,803,922,770,771,342,638,939,0.76,0.93,0.16,0.29,0.46,0.03,,0.36,,,,,,,,tr,tr,0.12,tr,0.03,,,,,,,,,,,,,,,,,,0.04,,,,tr,,,,,,,,,,0.21,,,,,,,,0.02,,,,,0.01,,,,,,tr,,,,,,,0.01,,,,,0.02,,,,tr,,,,,,tr,,,,,,,,,,,,,tr,,,,0.05,,,,,,0.23,0.23,,,,,,0.01,,0.13,0.13,,tr
092125,42,PCR,"Tanner crabs, flesh, grilled_",,c,calc. from 092011,0.2,1,411,97,77.4,3.44,21.5,1.2,0,0,64,2.3,97,0.63,2.5,342,94,326,185,3.26,,40,47,,0,,0.07,0.20,8.2,2.5,0.36,0.16,41,9.4,6.5,1170,1870,1920,90,2770,1320,418,849,1530,1640,500,812,932,779,780,346,645,950,0.76,0.94,0.16,0.29,0.46,0.03,,0.37,,,,,,,,tr,tr,0.12,tr,0.03,,,,,,,,,,,,,,,,,,0.04,,,,tr,,,,,,,,,,0.21,,,,,,,,0.03,,,,,0.01,,,,,,tr,,,,,,,0.01,,,,,0.02,,,,tr,,,,,,tr,,,,,,,,,,,,,tr,,,,0.05,,,,,,0.23,0.23,,,,,,0.01,,0.13,0.13,,tr
092012,42,SWM,"Swimming crabs, etc., flesh, raw",,r,"fi155, fi164, fi175, fi219, fi221, S1/S2-Callinectus sapidus/Neptunnis spp./Scylia serrata, SR27-15139, CH02-123001/123003/123004/123005, AF1-AAG37, AF2-AAG40, 092014",0.2,1,345,82,79.0,2.75,17.2,1.1,0.8,0,112,2.0,153,1.28,1.2,264,39,270,216,3.04,,57,58,[232],0,2.2,0.04,0.14,7.8,3.2,0.35,0.15,44,9,1,1100,1710,1340,71,2060,1220,417,757,1430,1390,428,694,596,561,623,276,661,887,0.74,0.82,0.23,0.23,0.35,0.01,,,,0,0,0,0,0,tr,0.01,0.01,0.13,0.01,0.07,,tr,,tr,tr,,,,,,tr,tr,,,,,,0.06,,,,0.01,,,,,,,,,,0.14,,,,,,,,0.01,,,,,tr,,,,,,,,,,,,,0.01,,,,,0.01,,tr,,,,,,,,0.02,,,,,,,0.04,,,,,,tr,,,,0.06,,,,,,,0.11,,,,,,0.01,,,0.10,,
092050,42,SWM,"Swimming crabs, etc., flesh, boiled",,c,calc. from 092012,0.2,1,397,94,75.9,3.16,19.7,1.3,0.9,0,129,2.3,176,1.33,1.1,228,38,264,211,3.50,,59,60,[240],0,2.6,0.03,0.12,7.9,2.6,0.28,0.12,35,8.3,0.9,1270,1970,1540,82,2370,1400,479,870,1640,1600,492,798,686,645,716,318,760,1020,0.77,0.98,0.28,0.27,0.42,0.01,,,,0,0,0,0,0,tr,0.01,0.01,0.15,0.01,0.08,,tr,,tr,tr,,,,,,tr,tr,,,,,,0.08,,,,0.01,,,,,,,,,,0.16,,,,,,,,0.01,,,,,tr,,,,,,,,,,,,,0.02,,,,,0.01,,tr,,,,,,,,0.03,,,,,,,0.04,,,,,,tr,,,,0.07,,,,,,,0.13,,,,,,0.01,,,0.12,,
092088,42,SWM,"Swimming crabs, etc., flesh, boiled in recipe",,c,calc. from 092012,0.2,1,397,94,75.9,3.16,19.7,1.3,0.9,0,129,2.3,176,1.48,1.4,304,45,311,248,3.50,,66,60,[240],0,2.6,0.04,0.16,8.8,3.5,0.34,0.15,43,9.3,1.0,1270,1970,1540,82,2370,1399,479,870,1640,1600,492,798,686,645,716,318,760,1020,0.77,0.98,0.28,0.27,0.42,0.01,,,,0,0,0,0,0,tr,0.01,0.01,0.15,0.01,0.08,,tr,,tr,tr,,,,,,tr,tr,,,,,,0.08,,,,0.01,,,,,,,,,,0.16,,,,,,,,0.01,,,,,tr,,,,,,,,,,,,,0.02,,,,,0.01,,tr,,,,,,,,0.03,,,,,,,0.04,,,,,,tr,,,,0.07,,,,,,,0.13,,,,,,0.01,,,0.12,,
092126,42,SWM,"Swimming crabs, etc., flesh, grilled_",,c,calc. from 092012,0.2,1,402,95,75.6,3.19,20.0,1.3,0.9,0,130,2.3,178,1.42,1.2,261,41,267,226,3.54,,67,61,[243],0,2.6,0.04,0.14,8.5,3.1,0.36,0.16,41,9.4,0.9,1280,1990,1560,83,2400,1415,485,880,1660,1610,497,807,694,652,724,321,768,1030,0.77,0.99,0.28,0.27,0.42,0.01,,,,0,0,0,0,0,tr,0.01,0.01,0.16,0.01,0.09,,tr,,tr,tr,,,,,,tr,tr,,,,,,0.08,,,,0.01,,,,,,,,,,0.16,,,,,,,,0.01,,,,,tr,,,,,,,,,,,,,0.02,,,,,0.01,,tr,,,,,,,,0.03,,,,,,,0.04,,,,,,tr,,,,0.07,,,,,,,0.13,,,,,,0.01,,,0.12,,
092013,42,CRB,"Blue crab, flesh, raw",,r,"fi221, S1-Callinectus sapidus, S2-Callinectus sapidus, SR27-15137, 092012, 092014",0.2,1,308,73,81.2,2.55,15.9,0.9,0.3,0,81,1.7,92,0.67,0.7,259,32,293,191,3.54,,37,58,[232],0,2.2,0.08,0.04,7.0,2.7,0.35,0.15,44,9,1,1020,1590,1250,66,1910,1130,387,702,1330,1290,397,644,553,520,578,256,613,823,0.69,0.60,0.17,0.14,0.29,0,,0.24,,0,0,0,0,0,,0,,0.11,,0.06,,,,,,,,,,,,,,,,,,0.04,,,,,,,,,,,,,,0.08,,,,,,,,0.02,,,,,0,,,,,,,,,,,,,0.01,,,,,,,,,,,,,,,0,,,,,,,,,,,,,0,,,,0.04,,,,,,0.13,0.13,,,,,0,0,,0.11,0.11,,
092051,42,CRB,"Blue crab, flesh, boiled",,c,calc. from 092013,0.2,1,354,84,78.4,2.93,18.3,1.0,0.3,0,93,1.9,105,0.69,0.7,223,31,286,186,4.07,,39,60,[240],0,2.6,0.07,0.03,7.1,2.2,0.28,0.12,35,8.3,0.9,1170,1820,1430,76,2200,1300,445,807,1530,1480,456,740,636,598,664,295,705,945,0.72,0.73,0.20,0.17,0.35,0,,0.29,,0,0,0,0,0,,0,,0.13,,0.07,,,,,,,,,,,,,,,,,,0.05,,,,,,,,,,,,,,0.09,,,,,,,,0.03,,,,,0,,,,,,,,,,,,,0.01,,,,,,,,,,,,,,,0,,,,,,,,,,,,,0,,,,0.05,,,,,,0.15,0.15,,,,,0,0,,0.14,0.14,,
092089,42,CRB,"Blue crab, flesh, boiled in recipe",,c,calc. from 092013,0.2,1,354,84,78.4,2.93,18.3,1.0,0.3,0,93,1.9,105,0.77,0.9,297,37,337,219,4.07,,43,60,[240],0,2.6,0.08,0.05,7.9,2.9,0.34,0.15,43,9.3,1.0,1170,1820,1430,76,2200,1297,445,807,1530,1480,456,740,636,598,664,295,705,945,0.72,0.73,0.20,0.17,0.35,0,,0.29,,0,0,0,0,0,,0,,0.13,,0.07,,,,,,,,,,,,,,,,,,0.05,,,,,,,,,,,,,,0.09,,,,,,,,0.03,,,,,0,,,,,,,,,,,,,0.01,,,,,,,,,,,,,,,0,,,,,,,,,,,,,0,,,,0.05,,,,,,0.15,0.15,,,,,0,0,,0.14,0.14,,
092127,42,CRB,"Blue crab, flesh, grilled_",,c,calc. from 092013,0.2,1,358,85,78.2,2.96,18.5,1.0,0.4,0,94,1.9,106,0.74,0.7,255,33,290,199,4.12,,43,61,[243],0,2.6,0.07,0.04,7.6,2.7,0.36,0.16,41,9.4,0.9,1190,1840,1450,77,2220,1313,450,816,1540,1500,462,749,643,605,672,298,713,956,0.72,0.74,0.20,0.18,0.36,0,,0.30,,0,0,0,0,0,,0,,0.13,,0.07,,,,,,,,,,,,,,,,,,0.05,,,,,,,,,,,,,,0.10,,,,,,,,0.03,,,,,0,,,,,,,,,,,,,0.01,,,,,,,,,,,,,,,0,,,,,,,,,,,,,0,,,,0.05,,,,,,0.16,0.16,,,,,0,0,,0.14,0.14,,
092014,42,SCD,"Blue swimming crab, flesh, raw",,r,"fi155, fi175, fi219, fi221, AF1-AAG37, 092012, dAA",0.2,1,371,87,77.2,3.18,19.9,0.9,0,0,133,2.3,120,0.6,0.4,405,40,303,258,2.45,,57,58,[232],0,2.2,0.04,0.07,9.2,3.9,0.35,0.15,44,9,1,1280,1980,1560,83,2390,1410,483,876,1660,1610,495,804,691,649,721,320,765,1030,0.69,0.61,0.16,0.15,0.25,0.05,,0.18,0.07,,,,,,,0.01,tr,0.08,0.01,0.06,,,,,tr,,,,,tr,tr,,,0.04,0.01,,,0.04,,,,0.01,,,,0.08,,0.01,,,,0.09,,,,,0.01,tr,,0.01,,,,,,,,,,,,,,0.01,,,,0.01,,,0.01,,0.01,tr,tr,,,,,tr,,tr,tr,,,,,,,,,,,,tr,tr,,0.05,,0.05,,,,,,0.09,0.09,,,,,0.01,0.01,,0.08,0.08,,
092052,42,SCD,"Blue swimming crab, flesh, boiled",,c,calc. from 092014,0.2,1,426,101,73.8,3.66,22.8,1.0,0,0,153,2.6,138,0.62,0.3,349,39,296,252,2.82,,59,60,[240],0,2.6,0.03,0.06,9.3,3.1,0.28,0.12,35,8.3,0.9,1470,2280,1790,95,2740,1620,555,1010,1900,1850,569,924,794,746,829,368,880,1180,0.72,0.74,0.19,0.18,0.30,0.07,,0.21,0.08,,,,,,,0.01,tr,0.10,0.01,0.07,,,,,tr,,,,,tr,tr,,,0.05,0.01,,,0.05,,,,0.01,,,,0.10,,0.01,,,,0.11,,,,,0.01,tr,,0.01,,,,,,,,,,,,,,0.01,,,,0.01,,,0.01,,0.01,tr,tr,,,,,tr,,tr,tr,,,,,,,,,,,,tr,tr,,0.07,,0.07,,,,,,0.11,0.11,,,,,0.01,0.01,,0.09,0.09,,
092090,42,SCD,"Blue swimming crab, flesh, boiled in recipe",,c,calc. from 092014,0.2,1,426,101,73.8,3.66,22.8,1.0,0,0,153,2.6,138,0.69,0.4,466,46,348,297,2.82,,66,60,[240],0,2.6,0.04,0.08,10,4.3,0.34,0.15,43,9.3,1.0,1470,2280,1790,95,2740,1620,555,1010,1900,1850,569,924,794,746,829,368,880,1180,0.72,0.74,0.19,0.18,0.30,0.07,,0.21,0.08,,,,,,,0.01,tr,0.10,0.01,0.07,,,,,tr,,,,,tr,tr,,,0.05,0.01,,,0.05,,,,0.01,,,,0.10,,0.01,,,,0.11,,,,,0.01,tr,,0.01,,,,,,,,,,,,,,0.01,,,,0.01,,,0.01,,0.01,tr,tr,,,,,tr,,tr,tr,,,,,,,,,,,,tr,tr,,0.07,,0.07,,,,,,0.11,0.11,,,,,0.01,0.01,,0.09,0.09,,
092128,42,SCD,"Blue swimming crab, flesh, grilled_",,c,calc. from 092014,0.2,1,431,102,73.5,3.70,23.1,1.0,0,0,155,2.6,140,0.66,0.4,400,42,299,270,2.85,,67,61,[243],0,2.6,0.04,0.07,10,3.9,0.36,0.16,41,9.4,0.9,1480,2300,1810,96,2780,1638,561,1020,1930,1870,576,935,803,755,838,372,890,1190,0.73,0.75,0.19,0.19,0.30,0.07,,0.22,0.08,,,,,,,0.01,tr,0.10,0.01,0.07,,,,,tr,,,,,tr,tr,,,0.05,0.01,,,0.05,,,,0.01,,,,0.10,,0.01,,,,0.11,,,,,0.01,tr,,0.01,,,,,,,,,,,,,,0.01,,,,0.01,,,0.01,,0.01,tr,tr,,,,,tr,,tr,tr,,,,,,,,,,,,tr,tr,,0.07,,0.07,,,,,,0.11,0.11,,,,,0.01,0.01,,0.09,0.09,,
092015,42,MUD,"Indo-Pacific swamp crab, flesh, raw",,r,"fi155, CH02-123003/123005, S1-Scylia serrata, S2-Scylia serrata, AF2-AAG40, 092012, 092014",0.2,1,331,78,80.6,2.35,14.7,1.7,1.1,0,109,2.0,190,2.09,1.8,210,42,231,216,3.25,,55,58,[232],0,2.9,0.03,0.22,7.3,3.3,0.35,0.15,44,9,1,943,1460,1150,61,1770,1040,357,648,1230,1190,366,595,511,480,533,237,566,759,0.81,1.35,0.38,0.38,0.58,0.01,,,,0,0,0,0,0,tr,0.02,0.01,0.21,0.01,0.12,,tr,,0.01,tr,,,,,,tr,tr,,,,,,0.11,,,,0.02,,,,,,,,,,0.22,,,,,,,,0.02,,,,,tr,,,,,,,,,,,,,0.02,,,,,0.01,,tr,,,,,,,,0.04,,,,,,,0.06,,,,,,tr,,,,0.09,,,,,,,0.18,,,,,,0.02,,,0.16,,
092053,42,MUD,"Indo-Pacific swamp crab, flesh, boiled",,c,calc. from 092015,0.2,1,380,90,77.6,2.70,16.9,1.9,1.3,0,125,2.2,218,2.16,1.6,181,41,226,211,3.73,,56,60,[240],0,3.3,0.03,0.17,7.2,2.7,0.28,0.12,35,8.3,0.9,1080,1680,1320,70,2030,1198,410,745,1410,1370,421,683,587,552,613,272,651,873,0.83,1.59,0.45,0.44,0.68,0.02,,,,0,0,0,0,0,tr,0.02,0.01,0.25,0.02,0.14,,tr,,0.01,tr,,,,,,tr,tr,,,,,,0.13,,,,0.02,,,,,,,,,,0.26,,,,,,,,0.02,,,,,tr,,,,,,,,,,,,,0.03,,,,,0.01,,tr,,,,,,,,0.04,,,,,,,0.07,,,,,,tr,,,,0.11,,,,,,,0.21,,,,,,0.02,,,0.19,,
092091,42,MUD,"Indo-Pacific swamp crab, flesh, boiled in recipe",,c,calc. from 092015,0.2,1,380,90,77.6,2.70,16.9,1.9,1.3,0,125,2.2,218,2.40,2.0,241,48,266,248,3.73,,63,60,[240],0,3.3,0.03,0.25,8.2,3.6,0.34,0.15,43,9.3,1.0,1080,1680,1320,70,2030,1200,410,745,1410,1370,421,683,587,552,613,272,651,873,0.83,1.59,0.45,0.44,0.68,0.02,,,,0,0,0,0,0,tr,0.02,0.01,0.25,0.02,0.14,,tr,,0.01,tr,,,,,,tr,tr,,,,,,0.13,,,,0.02,,,,,,,,,,0.26,,,,,,,,0.02,,,,,tr,,,,,,,,,,,,,0.03,,,,,0.01,,tr,,,,,,,,0.04,,,,,,,0.07,,,,,,tr,,,,0.11,,,,,,,0.21,,,,,,0.02,,,0.19,,
092129,42,MUD,"Indo-Pacific swamp crab, flesh, grilled_",,c,calc. from 092015,0.2,1,385,91,77.4,2.73,17.1,1.9,1.3,0,126,2.3,221,2.30,1.7,208,43,229,226,3.77,,63,61,[243],0,3.3,0.03,0.21,7.9,3.3,0.36,0.16,41,9.4,0.9,1100,1700,1340,71,2050,1212,415,753,1430,1380,426,691,594,558,620,275,658,883,0.83,1.61,0.46,0.45,0.69,0.02,,,,0,0,0,0,0,tr,0.02,0.01,0.25,0.02,0.14,,tr,,0.01,tr,,,,,,tr,tr,,,,,,0.13,,,,0.02,,,,,,,,,,0.27,,,,,,,,0.02,,,,,tr,,,,,,,,,,,,,0.03,,,,,0.01,,tr,,,,,,,,0.04,,,,,,,0.07,,,,,,tr,,,,0.11,,,,,,,0.21,,,,,,0.02,,,0.19,,
092016,43,NEX,"True lobsters/Lobsterettes, flesh, raw",,r,"fi045, fi080, fi159, fi162, fi190, 202, fi220, fi232, fi243, AF1-AAG73, SR27-15147, B02-Lobster boiled, 092019",0.34,1,354,83,78.2,2.90,18.1,0.7,1.1,0,59,1.8,66,0.86,1.2,341,42,312,229,2.25,,63,7,48,0,0.87,0.06,0.07,6.7,1.8,[1.4],0.10,10,1.3,2.5,806,2040,1560,75,2370,1140,270,536,1120,1260,422,610,1350,662,579,292,544,680,0.62,0.44,0.11,0.13,0.19,0.01,,0.15,,,,,,tr,,0.01,tr,0.08,tr,0.02,,tr,tr,tr,tr,tr,,,,,tr,,,,,,,0.02,,,,,,,,0.08,,0.02,,,,0.09,,,,,,,,0.01,,,,,tr,,,tr,,,tr,,,,,,,0.01,,,,,tr,,,,,,,,,,tr,,,,,tr,,,,,,,,0.01,,,,0.02,,,,,,0.07,0.07,,,,,,0.01,,0.08,0.08,,
092054,43,NEX,"True lobsters/Lobsterettes, flesh, boiled",,c,calc. from 092016,0.34,1,398,94,75.5,3.26,20.4,0.8,1.3,0,66,2.0,74,0.87,1.1,287,40,298,219,2.53,,63,7,48,0,0.98,0.05,0.06,6.9,1.5,[1.1],0.08,8,1.1,2.2,905,2290,1750,85,2660,1280,303,602,1260,1410,475,685,1520,744,651,328,612,764,0.66,0.53,0.14,0.15,0.23,0.01,,0.18,,,,,,tr,,0.01,tr,0.09,tr,0.03,,tr,tr,tr,tr,tr,,,,,tr,,,,,,,0.02,,,,,,,,0.09,,0.02,,,,0.11,,,,,,,,0.01,,,,,tr,,,tr,,,tr,,,,,,,0.01,,,,,tr,,,,,,,,,,tr,,,,,tr,,,,,,,,0.01,,,,0.02,,,,,,0.08,0.08,,,,,,0.01,,0.10,0.10,,
092092,43,NEX,"True lobsters/Lobsterettes, flesh, boiled in recipe",,c,calc. from 092016,0.34,1,398,94,75.5,3.26,20.4,0.8,1.3,0,66,2.0,74,0.97,1.4,383,47,351,257,2.53,,70,7,48,0,0.98,0.06,0.08,7.4,2.0,[1.4],0.10,10,1.3,2.4,905,2300,1750,85,2660,1280,303,602,1260,1410,475,685,1520,744,651,328,612,764,0.66,0.53,0.14,0.15,0.23,0.01,,0.18,,,,,,tr,,0.01,tr,0.09,tr,0.03,,tr,tr,tr,tr,tr,,,,,tr,,,,,,,0.02,,,,,,,,0.09,,0.02,,,,0.11,,,,,,,,0.01,,,,,tr,,,tr,,,tr,,,,,,,0.01,,,,,tr,,,,,,,,,,tr,,,,,tr,,,,,,,,0.01,,,,0.02,,,,,,0.08,0.08,,,,,,0.01,,0.10,0.10,,
092130,43,NEX,"True lobsters/Lobsterettes, flesh, grilled_",,c,calc. from 092016,0.34,1,412,97,74.7,3.37,21.1,0.8,1.3,0,68,2.1,77,0.95,1.2,337,44,309,240,2.62,,73,7,50,0,1.0,0.06,0.07,7.5,1.8,[1.5],0.11,9,1.3,2.3,937,2370,1810,88,2750,1320,314,623,1310,1460,491,709,1570,770,673,339,633,791,0.67,0.55,0.14,0.16,0.24,0.01,,0.19,,,,,,tr,,0.01,tr,0.09,tr,0.03,,tr,tr,tr,tr,tr,,,,,tr,,,,,,,0.02,,,,,,,,0.09,,0.02,,,,0.11,,,,,,,,0.02,,,,,tr,,,tr,,,tr,,,,,,,0.01,,,,,tr,,,,,,,,,,tr,,,,,tr,,,,,,,,0.01,,,,0.02,,,,,,0.08,0.08,,,,,,0.01,,0.10,0.10,,
092017,43,LBA,"American lobster, flesh, raw",,r,"fi159, fi190, 092016, 092019",0.34,1,324,76,79.9,2.62,16.4,0.7,1.3,0,59,1.9,47,1,0.2,263,25,323,229,2.9,,85,7,48,0,0.87,0.06,0.07,6.2,1.8,[1.4],0.10,10,1.3,2.5,727,1840,1400,68,2140,1030,243,483,1010,1140,381,550,1220,597,522,263,491,613,0.59,0.38,0.10,0.11,0.17,0.01,,0.13,,,,,,tr,,tr,tr,0.07,tr,0.02,,tr,tr,tr,tr,tr,,,,,tr,,,,,,,0.02,,,,,,,,0.07,,0.01,,,,0.08,,,,,,,,0.01,,,,,tr,,,tr,,,tr,,,,,,,tr,,,,,tr,,,,,,,,,,tr,,,,,tr,,,,,,,,0.01,,,,0.01,,,,,,0.06,0.06,,,,,,0.01,,0.07,0.07,,
092055,43,LBA,"American lobster, flesh, boiled",,c,calc. from 092017,0.34,1,364,86,77.4,2.94,18.4,0.7,1.5,0,66,2.1,53,1.01,0.2,222,24,308,219,3.26,,86,7,48,0,0.98,0.05,0.06,6.4,1.5,[1.1],0.08,8,1.1,2.2,817,2070,1580,77,2400,1150,273,543,1140,1280,428,618,1370,671,587,296,552,689,0.63,0.46,0.12,0.13,0.20,0.01,,0.15,,,,,,tr,,tr,tr,0.08,tr,0.02,,tr,tr,tr,tr,tr,,,,,tr,,,,,,,0.02,,,,,,,,0.08,,0.02,,,,0.10,,,,,,,,0.01,,,,,tr,,,tr,,,tr,,,,,,,tr,,,,,tr,,,,,,,,,,tr,,,,,tr,,,,,,,,0.01,,,,0.02,,,,,,0.07,0.07,,,,,,0.01,,0.08,0.08,,
092093,43,LBA,"American lobster, flesh, boiled in recipe",,c,calc. from 092017,0.34,1,364,86,77.4,2.94,18.4,0.7,1.5,0,66,2.1,53,1.12,0.3,295,28,363,257,3.26,,96,7,48,0,0.98,0.06,0.08,6.9,2.0,[1.4],0.10,10,1.3,2.4,817,2070,1580,77,2400,1150,273,543,1140,1280,428,618,1370,671,587,296,552,689,0.63,0.46,0.12,0.13,0.20,0.01,,0.15,,,,,,tr,,tr,tr,0.08,tr,0.02,,tr,tr,tr,tr,tr,,,,,tr,,,,,,,0.02,,,,,,,,0.08,,0.02,,,,0.10,,,,,,,,0.01,,,,,tr,,,tr,,,tr,,,,,,,tr,,,,,tr,,,,,,,,,,tr,,,,,tr,,,,,,,,0.01,,,,0.02,,,,,,0.07,0.07,,,,,,0.01,,0.08,0.08,,
092131,43,LBA,"American lobster, flesh, grilled_",,c,calc. from 092017,0.34,1,377,89,76.6,3.04,19.0,0.8,1.5,0,68,2.2,55,1.10,0.2,260,26,319,240,3.37,,99,7,50,0,1.0,0.06,0.07,6.9,1.8,[1.5],0.11,9,1.3,2.3,845,2140,1630,79,2480,1190,283,562,1180,1320,443,640,1420,694,607,306,571,713,0.64,0.49,0.12,0.14,0.21,0.01,,0.16,,,,,,tr,,tr,tr,0.08,tr,0.02,,tr,tr,tr,tr,tr,,,,,tr,,,,,,,0.02,,,,,,,,0.08,,0.02,,,,0.10,,,,,,,,0.01,,,,,tr,,,tr,,,tr,,,,,,,tr,,,,,tr,,,,,,,,,,tr,,,,,tr,,,,,,,,0.01,,,,0.02,,,,,,0.07,0.07,,,,,,0.01,,0.09,0.09,,
092018,43,LBE,"European lobster, flesh, raw",,r,"fi045, fi159, fi190, 092016, 092019",0.34,1,339,80,78.7,2.87,18.0,0.4,1.1,0,34,1.9,46,0.96,0.2,261,22,196,229,2.6,,56,7,48,0,0.87,0.02,0.07,6.4,1.6,[1.4],0.10,10,1.3,2.5,798,2020,1540,75,2350,1130,267,530,1110,1250,418,604,1340,656,574,289,539,673,0.46,0.18,0.05,0.07,0.06,0.01,,0.05,0.01,,,,,,,tr,tr,0.03,,0.01,,tr,,,,,,,,,,,,0.01,,,,0.01,,,,,,0.06,,,tr,,,,,0.06,,,,,,,,,,,,,,,,,,,,,,tr,,,,tr,,,,,,,,,,,,,,tr,tr,,,,,,,,,,,,0.01,0.01,,tr,,tr,,,,,,0.01,0.01,,,,,0.01,0.01,,0.03,0.03,,
092056,43,LBE,"European lobster, flesh, boiled",,c,calc. from 092018,0.34,1,381,90,76.0,3.23,20.2,0.4,1.2,0,38,2.1,51,0.97,0.2,220,21,187,219,2.92,,57,7,48,0,0.98,0.02,0.06,6.7,1.3,[1.1],0.08,8,1.1,2.2,896,2270,1730,84,2640,1260,300,596,1250,1400,470,678,1500,737,644,325,606,757,0.46,0.21,0.05,0.08,0.07,0.01,,0.06,0.01,,,,,,,tr,tr,0.03,,0.01,,tr,,,,,,,,,,,,0.01,,,,0.01,,,,,,0.07,,,tr,,,,,0.07,,,,,,,,,,,,,,,,,,,,,,tr,,,,tr,,,,,,,,,,,,,,tr,tr,,,,,,,,,,,,0.01,0.01,,tr,,tr,,,,,,0.01,0.01,,,,,0.01,0.01,,0.04,0.04,,
