Food Item ID,ISSCAAP,3-Alpha,Food name in English,Habitat,State of food,RefID,EDIBLE,EDIBLE,ENERC(kJ),ENERC(kcal),WATER(g),NT(g),PROTCNT(g),FAT(g),CHOAVLDF(g),FIBTG(g),CHOLE(mg),ASH(g),CA(mg),CU(mg),FE(mg),K(mg),MG(mg),NA(mg),P(mg),ZN(mg),ID(mcg),SE(mcg),RETOL(mcg),CARTB(mcg),CHOCAL(mcg),TOCPHA(mg),THIA(mg),RIBF(mg),NIAEQ(mg),NIA(mg),PANTAC(mg),VITB6C(mg),FOL(mcg),VITB12(mcg),VITC(mg),ALA(mg),ARG(mg),ASP(mg),CYS(mg),GLU(mg),GLY(mg),HIS(mg),ILE(mg),LEU(mg),LYS(mg),MET(mg),PHE(mg),PRO(mg),SER(mg),THR(mg),TRP(mg),TYR(mg),VAL(mg),XFA,FACID(g),FASAT(g),FAMS(g),FAPU(g),FAUN(g),FATRN(g),FAPUN3(g),FAPUN6(g),F4D0(g),F6D0(g),F8D0(g),F10D0(g),F12D0(g),F13D0(g),F14D0(g),F15D0(g),F16D0(g),F17D0(g),F18D0(g),F19D0(g),F20D0(g),F21D0(g),F22D0(g),F23D0(g),F24D0(g),F26D0(g),F30D0(g),F10D1(g),F14D1N7(g),F14D1(g),F15D1(g),F16D1N9(g),F16D1N7(g),F16D1N5(g),F16D1C(g),F16D1T(g),F16D1(g),F17D1N9(g),F17D1N7(g),F17D1C(g),F17D1(g),F18D1N11(g),F18D1CN9(g),F18D1TN9(g),F18D1N9(g),F18D1CN7(g),F18D1N7(g),F18D1N5(g),F18D1C(g),F18D1T(g),F18D1(g),F19D1(g),F20D1CN11(g),F20D1N11(g),F20D1CN9(g),F20D1N9(g),F20D1N7(g),F20D1C(g),F20D1(g),F22D1N11(g),F22D1N9(g),F22D1C(g),F22D1T(g),F22D1(g),F24D1N9(g),F24D1C(g),F24D1(g),F16D2N6(g),F16D2N4(g),F16D2(g),F17D2(g),F18D2CN6(g),F18D2N6(g),F18D2CLA(g),F18D2C(g),F18D2T(g),F18D2(g),F20D2N9(g),F20D2CN6(g),F20D2N6(g),F20D2C(g),F20D2(g),F22D2N6(g),F22D2(g),F16D3N3(g),F16D3(g),F18D3CN6(g),F18D3N6(g),F18D3N4(g),F18D3CN3(g),F18D3N3(g),F18D3(g),F20D3N9(g),F20D3CN6(g),F20D3N6(g),F20D3N3(g),F20D3(g),F22D3N6(g),F22D3(g),F16D4N3(g),F16D4C(g),F16D4(g),F18D4CN3(g),F18D4N3(g),F18D4(g),F20D4CN6(g),F20D4N6(g),F20D4N3(g),F20D4(g),F22D4CN6(g),F22D4N6(g),F22D4N3(g),F22D4(g),F20D5CN3(g),F20D5N3(g),F20D5(g),F21D5N3,F21D5(g),F22D5N6(g),F22D5CN3(g),F22D5N3(g),F22D5(g),F22D6CN3(g),F22D6N3(g),F22D6(g),F24D6N3(g),F24D6(g)
092004,45,PAL,"Palaemonid shrimps, flesh, raw",,r,"fi046, fi189, fi199, fi205, fi245, fi327, fi329, fi354, fi355, fi367, fi446, CH02-122110/122112/122107/122108/122109, AF2-AAG105/AAG283, UK6-16-238, SR27-15149, USY-2331",0.57,1,384,91,77.2,2.84,17.7,1.5,1.6,0,180,2.0,96,1.02,1.9,270,53,158,206,2.28,71,31,42,6,0,0.57,0.03,0.11,5.1,2.4,,0.05,,[7],0.5,1030,1480,1940,151,2810,1030,314,671,1340,1640,435,691,762,759,629,159,676,721,0.80,1.18,0.38,0.24,0.56,0,,0.09,0.10,,,,,,,0.01,0.02,0.19,0.03,0.11,,tr,,tr,,,,,,,,tr,tr,0.03,,,,0.04,,,,0.02,,,,0.12,,0.04,,,,0.16,,,,,,,,0.01,,,,,tr,,,tr,,,0.02,,,,,,,0.09,,,,,0.01,,,,,,,,,,0.03,,,,,0.01,,tr,,,,,,tr,,0.09,tr,0.09,,tr,,tr,,,0.07,,0.14,0.01,,0.01,0.02,,0.08,0.08,,
092042,45,PAL,"Palaemonid shrimps, flesh, boiled",,c,calc. from 092004,0.57,1,462,109,72.5,3.42,21.4,1.8,2.0,0,217,2.4,116,1.10,1.8,244,54,162,211,2.75,76,34,46,6,,0.69,0.03,0.10,5.2,2.0,,0.04,,[6.7],0.5,1240,1790,2340,182,3380,1240,378,808,1610,1980,524,832,918,914,757,192,814,869,0.82,1.47,0.47,0.30,0.70,0,,0.11,0.12,,,,,,,0.01,0.03,0.24,0.04,0.14,,tr,,tr,,,,,,,,tr,tr,0.04,,,,0.05,,,,0.03,,,,0.15,,0.05,,,,0.20,,,,,,,,0.02,,,,,tr,,,tr,,,0.02,,,,,,,0.12,,,,,0.01,,,,,,,,,,0.03,,,,,0.01,,tr,,,,,,tr,,0.11,tr,0.11,,tr,,tr,,,0.09,,0.18,0.01,,0.01,0.02,,0.10,0.10,,
092080,45,PAL,"Palaemonid shrimps, flesh, boiled in recipe",,c,calc. from 092004,0.57,1,462,109,72.5,3.42,21.4,1.8,2.0,0,217,2.4,116,1.22,2.2,325,63,191,248,2.75,85,38,46,6,,0.69,0.03,0.14,6.0,2.8,,0.05,,[7.6],0.5,1240,1790,2340,182,3380,1240,378,808,1610,1980,524,832,918,914,757,192,814,869,0.82,1.47,0.47,0.30,0.70,0,,0.11,0.12,,,,,,,0.01,0.03,0.24,0.04,0.14,,tr,,tr,,,,,,,,tr,tr,0.04,,,,0.05,,,,0.03,,,,0.15,,0.05,,,,0.20,,,,,,,,0.02,,,,,tr,,,tr,,,0.02,,,,,,,0.12,,,,,0.01,,,,,,,,,,0.03,,,,,0.01,,tr,,,,,,tr,,0.11,tr,0.11,,tr,,tr,,,0.09,,0.18,0.01,,0.01,0.02,,0.10,0.10,,
092118,45,PAL,"Palaemonid shrimps, flesh, grilled_",,c,calc. from 092004,0.57,1,446,106,73.4,3.30,20.6,1.7,1.9,0,209,2.3,112,1.12,1.8,267,55,156,215,2.65,82,36,44,6,,0.67,0.03,0.11,5.5,2.4,,0.05,,[7.3],0.5,1200,1720,2250,175,3260,1200,365,780,1550,1910,505,803,886,882,731,185,786,839,0.82,1.41,0.45,0.29,0.67,0,,0.11,0.12,,,,,,,0.01,0.03,0.23,0.04,0.13,,tr,,tr,,,,,,,,tr,tr,0.04,,,,0.04,,,,0.03,,,,0.15,,0.05,,,,0.19,,,,,,,,0.02,,,,,tr,,,tr,,,0.02,,,,,,,0.11,,,,,0.01,,,,,,,,,,0.03,,,,,0.01,,tr,,,,,,tr,,0.10,tr,0.10,,tr,,tr,,,0.08,,0.17,0.01,,0.01,0.02,,0.10,0.10,,
092005,42,PPF,"River prawns, flesh, raw",,r,"fi046, fi199, fi205, fi327, fi329, fi354, fi355, fi367, AF2-AAG105/AAG283, CH02-122110/122112, AF1-AAG104, 092004",0.57,1,370,87,78.1,2.66,16.6,1.5,1.9,0,176,1.9,44,1.36,1.1,246,59,125,195,2.49,120,26,10,6,0,0.5,0.06,0.15,5.2,2.7,,0.05,,[7],0.7,965,1390,1820,141,2630,967,294,628,1250,1540,407,647,714,710,589,149,633,676,0.80,1.21,0.39,0.25,0.57,0,,0.09,0.10,,,,,,,0.01,0.02,0.20,0.04,0.11,,tr,,tr,,,,,,,,tr,tr,0.04,,,,0.04,,,,0.02,,,,0.13,,0.04,,,,0.16,,,,,,,,0.01,,,,,tr,,,tr,,,0.02,,,,,,,0.10,,,,,0.01,,,,,,,,,,0.03,,,,,0.01,,tr,,,,,,tr,,0.09,tr,0.09,,tr,,tr,,,0.07,,0.15,0.01,,0.01,0.02,,0.08,0.08,,
092043,41,PPF,"River prawns, flesh, boiled",,c,calc. from 092005,0.57,1,446,105,73.7,3.20,20.0,1.8,2.3,0,212,2.3,53,1.47,1.0,223,60,128,200,3.00,130,28,10,6,,0.60,0.05,0.12,5.3,2.3,,0.04,,[6.7],0.6,1160,1670,2190,170,3170,1170,354,757,1510,1850,490,779,860,856,709,180,763,814,0.83,1.50,0.48,0.31,0.71,0,,0.12,0.13,,,,,,,0.01,0.03,0.25,0.04,0.14,,tr,,tr,,,,,,,,tr,tr,0.04,,,,0.05,,,,0.03,,,,0.16,,0.05,,,,0.21,,,,,,,,0.02,,,,,tr,,,tr,,,0.02,,,,,,,0.12,,,,,0.01,,,,,,,,,,0.03,,,,,0.01,,tr,,,,,,tr,,0.11,tr,0.11,,tr,,tr,,,0.09,,0.18,0.01,,0.01,0.02,,0.10,0.10,,
092081,41,PPF,"River prawns, flesh, boiled in recipe",,c,calc. from 092005,0.57,1,446,105,73.7,3.20,20.0,1.8,2.3,0,212,2.3,53,1.64,1.3,297,71,150,235,3.00,150,31,10,6,,0.60,0.06,0.18,6.1,3.1,,0.05,,[7.6],0.7,1160,1670,2190,170,3170,1170,354,757,1510,1850,490,779,860,856,709,180,763,814,0.83,1.50,0.48,0.31,0.71,0,,0.12,0.13,,,,,,,0.01,0.03,0.25,0.04,0.14,,tr,,tr,,,,,,,,tr,tr,0.04,,,,0.05,,,,0.03,,,,0.16,,0.05,,,,0.21,,,,,,,,0.02,,,,,tr,,,tr,,,0.02,,,,,,,0.12,,,,,0.01,,,,,,,,,,0.03,,,,,0.01,,tr,,,,,,tr,,0.11,tr,0.11,,tr,,tr,,,0.09,,0.18,0.01,,0.01,0.02,,0.10,0.10,,
092119,41,PPF,"River prawns, flesh, grilled_",,c,calc. from 092005,0.57,1,430,102,74.6,3.09,19.3,1.8,2.2,0,205,2.2,51,1.50,1.0,244,62,123,204,2.90,140,30,10,6,,0.58,0.05,0.14,5.6,2.7,,0.05,,[7.3],0.6,1120,1610,2110,164,3060,1120,342,730,1460,1790,473,752,830,826,684,173,736,786,0.82,1.44,0.46,0.29,0.69,0,,0.11,0.12,,,,,,,0.01,0.03,0.24,0.04,0.14,,tr,,tr,,,,,,,,tr,tr,0.04,,,,0.04,,,,0.03,,,,0.15,,0.05,,,,0.20,,,,,,,,0.02,,,,,tr,,,tr,,,0.02,,,,,,,0.11,,,,,0.01,,,,,,,,,,0.03,,,,,0.01,,tr,,,,,,tr,,0.10,tr,0.11,,tr,,tr,,,0.09,,0.18,0.01,,0.01,0.02,,0.10,0.10,,
092006,42,MBM,"Monsoon river prawn, flesh, raw",,r,"fi354, fi367, 092005, 092004",0.57,1,356,84,78.7,2.81,17.6,1.4,0.4,0,176,2.0,44,1.15,1.3,200,52,75,315,3.2,120,34,10,6,0,0.5,0.06,0.15,5.4,2.7,,0.05,,[7],0.7,1020,1470,1920,149,2780,1020,311,665,1320,1630,431,684,755,752,623,158,670,715,0.78,1.06,0.34,0.22,0.51,0,,0.08,0.09,,,,,,,0.01,0.02,0.17,0.03,0.10,,tr,,tr,,,,,,,,tr,tr,0.03,,,,0.03,,,,0.02,,,,0.11,,0.03,,,,0.14,,,,,,,,0.01,,,,,tr,,,tr,,,0.01,,,,,,,0.08,,,,,0.01,,,,,,,,,,0.02,,,,,0.01,,tr,,,,,,tr,,0.08,tr,0.08,,tr,,tr,,,0.06,,0.13,0.01,,0.01,0.02,,0.07,0.07,,
092044,41,MBM,"Monsoon river prawn, flesh, boiled",,c,calc. from 092006,0.57,1,428,101,74.3,3.39,21.2,1.6,0.5,0,212,2.4,53,1.25,1.2,181,53,77,323,3.86,130,36,10,6,,0.60,0.05,0.12,5.5,2.3,,0.04,,[6.7],0.6,1230,1770,2310,180,3350,1230,375,801,1600,1960,519,824,910,906,750,190,807,861,0.81,1.33,0.43,0.27,0.63,0,,0.10,0.11,,,,,,,0.01,0.03,0.22,0.04,0.12,,tr,,tr,,,,,,,,tr,tr,0.04,,,,0.04,,,,0.02,,,,0.14,,0.04,,,,0.18,,,,,,,,0.02,,,,,tr,,,tr,,,0.02,,,,,,,0.10,,,,,0.01,,,,,,,,,,0.03,,,,,0.01,,tr,,,,,,tr,,0.10,tr,0.10,,tr,,tr,,,0.08,,0.16,0.01,,0.01,0.02,,0.09,0.09,,
092082,41,MBM,"Monsoon river prawn, flesh, boiled in recipe",,c,calc. from 092006,0.57,1,428,101,74.3,3.39,21.2,1.6,0.5,0,212,2.4,53,1.39,1.5,241,63,90,380,3.86,150,40,10,6,,0.60,0.06,0.18,6.3,3.1,,0.05,,[7.6],0.7,1230,1770,2310,180,3350,1230,375,801,1600,1960,519,824,910,906,750,190,807,861,0.81,1.33,0.43,0.27,0.63,0,,0.10,0.11,,,,,,,0.01,0.03,0.22,0.04,0.12,,tr,,tr,,,,,,,,tr,tr,0.04,,,,0.04,,,,0.02,,,,0.14,,0.04,,,,0.18,,,,,,,,0.02,,,,,tr,,,tr,,,0.02,,,,,,,0.10,,,,,0.01,,,,,,,,,,0.03,,,,,0.01,,tr,,,,,,tr,,0.10,tr,0.10,,tr,,tr,,,0.08,,0.16,0.01,,0.01,0.02,,0.09,0.09,,
092120,41,MBM,"Monsoon river prawn, flesh, grilled_",,c,calc. from 092006,0.57,1,413,98,75.2,3.27,20.4,1.6,0.4,0,205,2.3,51,1.27,1.2,198,54,74,330,3.72,140,39,10,6,,0.58,0.05,0.14,5.8,2.7,,0.05,,[7.3],0.6,1190,1710,2230,174,3230,1190,361,773,1540,1890,501,796,878,874,724,183,779,831,0.81,1.27,0.41,0.26,0.61,0,,0.10,0.11,,,,,,,0.01,0.02,0.21,0.04,0.12,,tr,,tr,,,,,,,,tr,tr,0.04,,,,0.04,,,,0.02,,,,0.13,,0.04,,,,0.17,,,,,,,,0.01,,,,,tr,,,tr,,,0.02,,,,,,,0.10,,,,,0.01,,,,,,,,,,0.03,,,,,0.01,,tr,,,,,,tr,,0.09,tr,0.09,,tr,,tr,,,0.08,,0.15,0.01,,0.01,0.02,,0.09,0.09,,
092007,42,PRF,"Giant river prawn, flesh, raw",,r,"fi205, fi327, fi329, fi354, AF1-AAG104, AF2-AAG283, 092005, 092004",0.57,1,384,91,77.8,2.85,17.8,1.9,0.6,0,139,1.8,22,0.4,0.5,326,22,153,141,1.03,120,26,10,6,0,0.5,0.14,0.09,4.6,2.0,,0.05,,[7],1,1040,1490,1950,151,2820,1040,315,673,1340,1650,436,693,765,762,631,160,678,724,0.83,1.57,0.51,0.32,0.75,0,,0.12,0.13,,,,,,,0.02,0.03,0.26,0.05,0.15,,tr,,0.01,,,,,,,,tr,tr,0.05,,,,0.05,,,,0.03,,,,0.16,,0.05,,,,0.21,,,,,,,,0.02,,,,,tr,,,tr,,,0.02,,,,,,,0.12,,,,,0.01,,,,,,,,,,0.04,,,,,0.02,,tr,,,,,,tr,,0.11,tr,0.12,,0.01,,0.01,,,0.09,,0.19,0.01,,0.01,0.02,,0.11,0.11,,
092045,41,PRF,"Giant river prawn, flesh, boiled",,c,calc. from 092007,0.57,1,462,109,73.3,3.43,21.4,2.3,0.8,0,167,2.2,26,0.43,0.5,294,23,156,144,1.23,130,28,10,6,,0.60,0.13,0.08,4.9,1.6,,0.04,,[6.7],1.0,1250,1790,2340,182,3390,1250,379,811,1620,1990,526,835,922,918,760,193,817,872,0.85,1.94,0.63,0.39,0.92,0,,0.15,0.16,,,,,,,0.02,0.04,0.32,0.06,0.18,,tr,,0.01,,,,,,,,tr,tr,0.06,,,,0.06,,,,0.04,,,,0.20,,0.06,,,,0.26,,,,,,,,0.02,,,,,tr,,,tr,,,0.03,,,,,,,0.15,,,,,0.01,,,,,,,,,,0.04,,,,,0.02,,tr,,,,,,tr,,0.14,tr,0.14,,0.01,,0.01,,,0.12,,0.24,0.02,,0.01,0.03,,0.13,0.13,,
092083,41,PRF,"Giant river prawn, flesh, boiled in recipe",,c,calc. from 092007,0.57,1,462,109,73.3,3.43,21.4,2.3,0.8,0,167,2.2,26,0.48,0.6,392,27,184,170,1.23,150,31,10,6,,0.60,0.14,0.11,5.4,2.2,,0.05,,[7.6],1.0,1250,1790,2340,182,3390,1250,379,811,1620,1990,526,835,922,918,760,193,817,872,0.85,1.94,0.63,0.39,0.92,0,,0.15,0.16,,,,,,,0.02,0.04,0.32,0.06,0.18,,tr,,0.01,,,,,,,,tr,tr,0.06,,,,0.06,,,,0.04,,,,0.20,,0.06,,,,0.26,,,,,,,,0.02,,,,,tr,,,tr,,,0.03,,,,,,,0.15,,,,,0.01,,,,,,,,,,0.04,,,,,0.02,,tr,,,,,,tr,,0.14,tr,0.14,,0.01,,0.01,,,0.12,,0.24,0.02,,0.01,0.03,,0.13,0.13,,
092121,41,PRF,"Giant river prawn, flesh, grilled_",,c,calc. from 092007,0.57,1,446,106,74.2,3.31,20.7,2.2,0.8,0,162,2.1,25,0.44,0.5,322,23,151,148,1.19,140,30,10,6,,0.58,0.13,0.09,5.0,1.9,,0.05,,[7.3],0.9,1200,1730,2260,176,3270,1210,366,783,1560,1920,507,806,890,886,734,186,789,842,0.85,1.87,0.60,0.38,0.89,0,,0.15,0.16,,,,,,,0.02,0.04,0.31,0.06,0.17,,tr,,0.01,,,,,,,,tr,tr,0.05,,,,0.06,,,,0.03,,,,0.19,,0.06,,,,0.25,,,,,,,,0.02,,,,,tr,,,tr,,,0.02,,,,,,,0.15,,,,,0.01,,,,,,,,,,0.04,,,,,0.02,,tr,,,,,,tr,,0.13,tr,0.14,,0.01,,0.01,,,0.11,,0.23,0.01,,0.01,0.03,,0.13,0.13,,
092008,42,CAD,"Jonah crabs/Rock crabs, flesh, raw",,r,"fi195, S1-Dungeness crab, S2-Jonah crab, SR27-15143, NZ13-T15, dAA",0.2,1,339,80,79.5,2.81,17.6,1.0,0.2,0,59,1.7,65,0.72,0.5,299,43,354,128,4.43,39,45,17,0,0,1.8,0.05,0.14,7.3,2.6,0.44,0.20,44,4.5,1.8,956,1530,1570,73,2260,1080,341,693,1250,1340,408,663,761,636,637,283,527,776,0.72,0.71,0.15,0.19,0.37,0,,,,,,,,,,0.01,tr,0.09,0.01,0.04,,,,,,,,,,,,,,,,,,0.03,,,,,,,,,,,,,,0.13,,,,,,,,0.02,,,,,0.01,,,,,,0.02,,,,,,,0.05,,,,,0.02,,,,,,,,,,0.03,,,,,,,,,,,,,0.01,,,,0.03,,,,0.01,,,0.14,,,,,,0.01,,,0.05,,0.01
092046,42,CAD,"Jonah crabs/Rock crabs, flesh, boiled",,c,calc. from 092008,0.2,1,389,92,76.5,3.23,20.2,1.1,0.2,0,67,2.0,74,0.74,0.4,258,42,346,125,5.09,41,47,18,0,0,2.1,0.04,0.11,7.5,2.1,0.35,0.16,35,4.1,1.6,1100,1760,1800,84,2600,1240,392,797,1440,1530,469,762,875,731,732,325,605,892,0.75,0.85,0.18,0.23,0.45,0,,,,,,,,,,0.01,tr,0.11,0.01,0.05,,,,,,,,,,,,,,,,,,0.04,,,,,,,,,,,,,,0.15,,,,,,,,0.02,,,,,0.02,,,,,,0.02,,,,,,,0.06,,,,,0.02,,,,,,,,,,0.04,,,,,,,,,,,,,0.01,,,,0.04,,,,0.01,,,0.17,,,,,,0.01,,,0.06,,0.01
092084,42,CAD,"Jonah crabs/Rock crabs, flesh, boiled in recipe",,c,calc. from 092008,0.2,1,389,92,76.5,3.23,20.2,1.1,0.2,0,67,2.0,74,0.82,0.5,344,50,407,148,5.09,45,52,18,0,0,2.1,0.05,0.16,8.3,2.9,0.43,0.19,43,4.7,1.7,1100,1760,1800,84,2600,1240,392,797,1440,1530,469,762,875,731,732,325,605,892,0.75,0.85,0.18,0.23,0.45,0,,,,,,,,,,0.01,tr,0.11,0.01,0.05,,,,,,,,,,,,,,,,,,0.04,,,,,,,,,,,,,,0.15,,,,,,,,0.02,,,,,0.02,,,,,,0.02,,,,,,,0.06,,,,,0.02,,,,,,,,,,0.04,,,,,,,,,,,,,0.01,,,,0.04,,,,0.01,,,0.17,,,,,,0.01,,,0.06,,0.01
092122,42,CAD,"Jonah crabs/Rock crabs, flesh, grilled_",,c,calc. from 092008,0.2,1,394,93,76.2,3.27,20.4,1.2,0.2,0,68,2.0,75,0.79,0.5,296,45,350,134,5.15,46,52,18,0,0,2.1,0.05,0.14,8.1,2.6,0.45,0.20,41,4.7,1.6,1110,1780,1820,85,2630,1260,397,806,1450,1550,475,771,885,740,740,329,613,902,0.75,0.87,0.18,0.23,0.45,0,,,,,,,,,,0.01,tr,0.11,0.01,0.05,,,,,,,,,,,,,,,,,,0.04,,,,,,,,,,,,,,0.15,,,,,,,,0.02,,,,,0.02,,,,,,0.03,,,,,,,0.06,,,,,0.02,,,,,,,,,,0.04,,,,,,,,,,,,,0.01,,,,0.04,,,,0.01,,,0.17,,,,,,0.01,,,0.06,,0.01
092009,42,DUN,"Dungeness crab, meat, raw",,r,"fi195, S1-Dungeness crab, SR27-15143, dAA, USY-949, 092008",0.27,1,345,82,79.2,2.89,18.1,1.0,tr,0,58,1.7,46,0.67,0.4,354,45,295,182,4.27,39,37,27,0,0,1.8,0.05,0.17,8.0,3.1,0.35,0.15,44,4.5,3.5,984,1570,1610,75,2330,1110,351,713,1290,1370,420,682,784,655,655,291,542,799,0.72,0.73,0.17,0.19,0.34,0.03,,0.17,,,,,,,,tr,,0.12,,0.05,,,,,,,,,,,,,,,,,,0.03,,,,,,,,,,,,,,0.15,,,,,,,,0.01,,,,,tr,,,,,,,,,,,,,0.09,,,,,,,,,,,,,,,0.03,,,,,,,,,,,,,0.01,,,,0.06,,,,,,0.13,0.13,,,,,0.01,0.01,,0.03,0.03,,
092047,42,DUN,"Dungeness crab, flesh, boiled",,c,calc. from 092009,0.27,1,397,94,76.1,3.32,20.8,1.2,tr,0,67,2.0,53,0.70,0.3,305,44,288,178,4.91,41,38,28,0,0,2.1,0.04,0.13,8.1,2.5,0.28,0.12,35,4.1,3.2,1130,1810,1850,87,2680,1280,404,820,1480,1580,483,784,901,753,753,335,623,918,0.75,0.88,0.20,0.23,0.41,0.04,,0.20,,,,,,,,tr,,0.14,,0.06,,,,,,,,,,,,,,,,,,0.04,,,,,,,,,,,,,,0.18,,,,,,,,0.01,,,,,tr,,,,,,,,,,,,,0.10,,,,,,,,,,,,,,,0.03,,,,,,,,,,,,,0.01,,,,0.07,,,,,,0.16,0.16,,,,,0.01,0.01,,0.04,0.04,,
092085,42,DUN,"Dungeness crab, flesh, boiled in recipe",,c,calc. from 092009,0.27,1,397,94,76.1,3.32,20.8,1.2,tr,0,67,2.0,53,0.77,0.4,407,52,339,209,4.91,45,43,28,0,0,2.1,0.05,0.19,9.0,3.4,0.34,0.15,43,4.7,3.4,1130,1810,1850,87,2680,1280,404,820,1480,1580,483,784,901,753,753,335,623,918,0.75,0.88,0.20,0.23,0.41,0.04,,0.20,,,,,,,,tr,,0.14,,0.06,,,,,,,,,,,,,,,,,,0.04,,,,,,,,,,,,,,0.18,,,,,,,,0.01,,,,,tr,,,,,,,,,,,,,0.10,,,,,,,,,,,,,,,0.03,,,,,,,,,,,,,0.01,,,,0.07,,,,,,0.16,0.16,,,,,0.01,0.01,,0.04,0.04,,
092123,42,DUN,"Dungeness crab, flesh, grilled_",,c,calc. from 092009,0.27,1,401,95,75.8,3.36,21.0,1.2,tr,0,68,2.0,53,0.74,0.4,350,47,292,190,4.97,46,43,28,0,0,2.1,0.04,0.17,8.7,3.1,0.36,0.16,41,4.7,3.3,1140,1830,1880,88,2710,1300,408,829,1500,1600,489,794,911,762,762,339,631,929,0.76,0.89,0.20,0.23,0.42,0.04,,0.20,,,,,,,,tr,,0.14,,0.06,,,,,,,,,,,,,,,,,,0.04,,,,,,,,,,,,,,0.18,,,,,,,,0.01,,,,,tr,,,,,,,,,,,,,0.10,,,,,,,,,,,,,,,0.03,,,,,,,,,,,,,0.01,,,,0.07,,,,,,0.16,0.16,,,,,0.01,0.01,,0.04,0.04,,
092010,42,CRE,"Edible crab, flesh, raw (New Zealand)",,r,"NZ13-T15, 092008, dAA",0.2,1,312,74,80.9,2.48,15.5,0.9,0.9,0,59,1.8,52,0.76,0.6,265,40,491,191,4.59,39,53,7,0,0,1.8,0.05,0.11,6.3,2.1,0.52,0.24,44,4.5,1.8,843,1350,1380,65,2000,954,301,612,1100,1180,360,585,672,562,562,250,465,685,0.69,0.62,0.10,0.17,0.32,0.03,,,,,,,,,,0.01,tr,0.06,0.01,0.03,,,,,,,,,,,,,,,,,,0.03,,,,,,,,,,,,,,0.09,,,,,,,,0.02,,,,,0.02,,,,,,0.02,,,,,,,0.02,,,,,0.01,,,,,,,,,,0.03,,,,,,,,,,,,,0.01,,,,tr,,,,0.01,,,0.13,,,,,,0.01,,,0.06,,0.01
092048,42,CRE,"Edible crab, flesh, boiled (New Zealand)",,c,calc. from 092010,0.2,1,359,85,78.0,2.85,17.8,1.0,1.0,0,68,2.1,60,0.79,0.5,228,39,480,187,5.28,41,55,7,0,0,2.1,0.04,0.09,6.5,1.7,0.42,0.19,35,4.1,1.6,970,1550,1590,74,2300,1100,346,703,1270,1350,414,673,772,646,646,287,534,787,0.73,0.75,0.13,0.21,0.39,0.03,,,,,,,,,,0.01,tr,0.07,0.01,0.03,,,,,,,,,,,,,,,,,,0.04,,,,,,,,,,,,,,0.11,,,,,,,,0.03,,,,,0.03,,,,,,0.02,,,,,,,0.02,,,,,0.02,,,,,,,,,,0.03,,,,,,,,,,,,,0.02,,,,tr,,,,0.01,,,0.16,,,,,,0.01,,,0.08,,0.01
092086,42,CRE,"Edible crab, flesh, boiled in recipe (New Zealand)",,c,calc. from 092010,0.2,1,359,85,78.0,2.85,17.8,1.0,1.0,0,68,2.1,60,0.87,0.7,305,46,564,220,5.28,45,61,7,0,0,2.1,0.05,0.13,7.1,2.3,0.51,0.23,43,4.7,1.7,970,1550,1590,74,2300,1100,346,703,1270,1350,414,673,772,646,646,287,534,787,0.73,0.75,0.13,0.21,0.39,0.03,,,,,,,,,,0.01,tr,0.07,0.01,0.03,,,,,,,,,,,,,,,,,,0.04,,,,,,,,,,,,,,0.11,,,,,,,,0.03,,,,,0.03,,,,,,0.02,,,,,,,0.02,,,,,0.02,,,,,,,,,,0.03,,,,,,,,,,,,,0.02,,,,tr,,,,0.01,,,0.16,,,,,,0.01,,,0.08,,0.01
092124,42,CRE,"Edible crab, flesh, grilled_ (New Zealand)",,c,calc. from 092010,0.2,1,363,86,77.8,2.88,18.0,1.0,1.0,0,69,2.1,60,0.84,0.6,262,42,485,200,5.34,46,62,7,0,0,2.1,0.05,0.11,6.9,2.1,0.53,0.25,41,4.7,1.6,981,1570,1610,75,2320,1110,350,711,1280,1370,419,680,781,653,653,290,541,796,0.73,0.76,0.13,0.21,0.39,0.04,,,,,,,,,,0.01,tr,0.07,0.01,0.03,,,,,,,,,,,,,,,,,,0.04,,,,,,,,,,,,,,0.11,,,,,,,,0.03,,,,,0.03,,,,,,0.02,,,,,,,0.02,,,,,0.02,,,,,,,,,,0.04,,,,,,,,,,,,,0.02,,,,tr,,,,0.01,,,0.16,,,,,,0.01,,,0.08,,0.01
092011,42,PCR,"Tanner crabs, flesh, raw",,r,"fi165, S2-Tanner crabs, SR27-15144, dAA",0.2,1,354,84,80.6,2.96,18.5,1.1,0,0,55,2,83,0.57,2.5,347,90,330,177,2.8,,35,45,,0,,0.08,0.2,7.5,2.5,0.35,0.15,44,9,7,1010,1610,1650,77,2390,1140,359,730,1320,1410,430,698,802,670,671,298,555,817,0.73,0.78,0.13,0.24,0.38,0.02,,0.30,,,,,,,,tr,tr,0.10,tr,0.02,,,,,,,,,,,,,,,,,,0.03,,,,tr,,,,,,,,,,0.17,,,,,,,,0.02,,,,,0.01,,,,,,tr,,,,,,,0.01,,,,,0.01,,,,tr,,,,,,tr,,,,,,,,,,,,,tr,,,,0.04,,,,,,0.19,0.19,,,,,,0.01,,0.11,0.11,,tr
