Order,Family,Species,Occurrence,FishBase name,Name
Perciformes,Scombridae,Scomberomorus regalis,native ,Cero ,Spanish mackerel 
Perciformes,Scombridae,Scomberomorus sierra,native ,Pacific sierra ,Spanish mackerel 
Perciformes,Scombropidae,Scombrops oculatus,native ,Atlantic scombrops ,Atlantic scombrops 
Aulopiformes,Scopelarchidae,Scopelarchus analis,native ,Short fin pearleye ,Blackbelly pearleye 
Aulopiformes,Scopelarchidae,Scopelarchus guentheri,native ,Staring pearleye ,Staring pearleye 
Myctophiformes,Neoscopelidae,Scopelengys tristis,native ,Pacific blackchin ,Blackchin 
Stephanoberyciformes,Melamphaidae,Scopeloberyx robustus,native ,Longjaw bigscale ,Longjaw bigscale 
Stephanoberyciformes,Melamphaidae,Scopelogadus bispinosus,native ,Twospine bigscale ,Twospine bigscale 
Aulopiformes,Notosudidae,Scopelosaurus argenteus,native ,Waryfish ,
Aulopiformes,Notosudidae,Scopelosaurus harryi,native ,Scaly paperbone ,Scaly paperbone 
Aulopiformes,Notosudidae,Scopelosaurus lepidus,native ,Blackfin waryfish ,
Aulopiformes,Notosudidae,Scopelosaurus smithii,native ,,
Pleuronectiformes,Scophthalmidae,Scophthalmus aquosus,native ,Windowpane flounder ,
Scorpaeniformes,Scorpaenidae,Scorpaena agassizii,native ,Longfin scorpionfish ,
Scorpaeniformes,Scorpaenidae,Scorpaena albifimbria,native ,Coral scorpionfish ,
Scorpaeniformes,Scorpaenidae,Scorpaena bergii,native ,Goosehead scorpionfish ,
Scorpaeniformes,Scorpaenidae,Scorpaena brachyptera,native ,Shortfin scorpionfish ,
Scorpaeniformes,Scorpaenidae,Scorpaena brasiliensis,native ,Barbfish ,
Scorpaeniformes,Scorpaenidae,Scorpaena calcarata,native ,Smooth-head scorpionfish ,Red scorpionfish 
Scorpaeniformes,Scorpaenidae,Scorpaena dispar,native ,Hunchback scorpionfish ,
Scorpaeniformes,Scorpaenidae,Scorpaena elachys,native ,Dwarf scorpionfish ,
Scorpaeniformes,Scorpaenidae,Scorpaena grandicornis,native ,Plumed scorpionfish ,Scorpionfish 
Scorpaeniformes,Scorpaenidae,Scorpaena guttata,native ,California scorpionfish ,Sculpin 
Scorpaeniformes,Scorpaenidae,Scorpaena inermis,native ,Mushroom scorpionfish ,
Scorpaeniformes,Scorpaenidae,Scorpaena isthmensis,native ,Smooth-cheek scorpionfish ,
Scorpaeniformes,Scorpaenidae,Scorpaena mystes,native ,,Stone scorpionfish 
Scorpaeniformes,Scorpaenidae,Scorpaena plumieri,native ,Spotted scorpionfish ,
Scorpaeniformes,Cottidae,Scorpaenichthys marmoratus,native ,Cabezon ,Sculpin 
Scorpaeniformes,Scorpaenidae,Scorpaenodes caribbaeus,native ,Reef scorpionfish ,
Scorpaeniformes,Scorpaenidae,Scorpaenodes tredecimspinosus,native ,Deepreef scorpionfish ,
Scorpaeniformes,Scorpaenidae,Scorpaenodes xyris,native ,Rainbow scorpionfish ,
Carcharhiniformes,Scyliorhinidae,Scyliorhinus meadi,native ,Blotched catshark ,
Carcharhiniformes,Scyliorhinidae,Scyliorhinus retifer,native ,Chain catshark ,
Carcharhiniformes,Scyliorhinidae,Scyliorhinus torrei,native ,Dwarf catshark ,Cat shark 
Perciformes,Scytalinidae,Scytalina cerdale,native ,Graveldiver ,
Scorpaeniformes,Sebastidae,Sebastes aleutianus,native ,Rougheye rockfish ,Rockfish 
Scorpaeniformes,Sebastidae,Sebastes alutus,native ,Pacific ocean perch ,Ocean perch 
Scorpaeniformes,Sebastidae,Sebastes atrovirens,native ,Kelp rockfish ,Rockfish 
Scorpaeniformes,Sebastidae,Sebastes auriculatus,native ,Brown rockfish ,Rockfish 
Scorpaeniformes,Sebastidae,Sebastes aurora,native ,Aurora rockfish ,Rockfish 
Scorpaeniformes,Sebastidae,Sebastes babcocki,native ,Redbanded rockfish ,Rockfish 
Scorpaeniformes,Sebastidae,Sebastes borealis,native ,Shortraker rockfish ,Rockfish 
Scorpaeniformes,Sebastidae,Sebastes brevispinis,native ,Silvergray rockfish ,Rockfish 
Scorpaeniformes,Sebastidae,Sebastes carnatus,native ,Gopher rockfish ,Rockfish 
Scorpaeniformes,Sebastidae,Sebastes caurinus,native ,Copper rockfish ,Rockfish 
Scorpaeniformes,Sebastidae,Sebastes chlorostictus,native ,Greenspotted rockfish ,Rockfish 
Scorpaeniformes,Sebastidae,Sebastes chrysomelas,native ,Black-and-yellow rockfish ,Rockfish 
Scorpaeniformes,Sebastidae,Sebastes constellatus,native ,Starry rockfish ,Rockfish 
Scorpaeniformes,Sebastidae,Sebastes crameri,native ,Darkblotched rockfish ,Blackblotched rockfish 
Scorpaeniformes,Sebastidae,Sebastes dallii,native ,Calico rockfish ,Rockfish 
Scorpaeniformes,Sebastidae,Sebastes diploproa,native ,Splitnose rockfish ,Rockfish 
Scorpaeniformes,Sebastidae,Sebastes elongatus,native ,Greenstriped rockfish ,Rockfish 
Scorpaeniformes,Sebastidae,Sebastes emphaeus,native ,Puget Sound rockfish ,Rockfish 
Scorpaeniformes,Sebastidae,Sebastes ensifer,native ,Swordspine rockfish ,Rockfish 
Scorpaeniformes,Sebastidae,Sebastes entomelas,native ,Widow rockfish ,Rockfish 
Scorpaeniformes,Sebastidae,Sebastes eos,native ,Pink rockfish ,Rockfish 
Scorpaeniformes,Sebastidae,Sebastes fasciatus,native ,Acadian redfish ,Ocean perch 
Scorpaeniformes,Sebastidae,Sebastes flavidus,native ,Yellowtail rockfish ,Rockfish 
Scorpaeniformes,Sebastidae,Sebastes gilli,native ,Bronzespotted rockfish ,Rockfish 
Scorpaeniformes,Sebastidae,Sebastes goodei,native ,Chilipepper rockfish ,Rockfish 
Scorpaeniformes,Sebastidae,Sebastes helvomaculatus,native ,Rosethorn rockfish ,Rockfish 
Scorpaeniformes,Sebastidae,Sebastes hopkinsi,native ,Squarespot rockfish ,Rockfish 
Scorpaeniformes,Sebastidae,Sebastes jordani,native ,Shortbelly rockfish ,Rockfish 
Scorpaeniformes,Sebastidae,Sebastes lentiginosus,native ,Freckled rockfish ,Rockfish 
Scorpaeniformes,Sebastidae,Sebastes levis,native ,Cowcod ,Cow rockfish 
Scorpaeniformes,Sebastidae,Sebastes macdonaldi,native ,Mexican rockfish ,Rockfish 
Scorpaeniformes,Sebastidae,Sebastes maliger,native ,Quillback rockfish ,Rockfish 
Scorpaeniformes,Sebastidae,Sebastes melanops,native ,Black rockfish ,Rockfish 
Scorpaeniformes,Sebastidae,Sebastes melanosema,native ,Semaphore rockfish ,Rockfish 
Scorpaeniformes,Sebastidae,Sebastes melanostictus,native ,Blackspotted rockfish ,Blackspotted rockfish 
Scorpaeniformes,Sebastidae,Sebastes melanostomus,native ,Blackgill rockfish ,Rockfish 
Scorpaeniformes,Sebastidae,Sebastes miniatus,native ,Vermilion rockfish ,Rockfish 
Scorpaeniformes,Sebastidae,Sebastes moseri,native ,Whitespeckled rockfish ,Whitespeckled rockfish 
Scorpaeniformes,Sebastidae,Sebastes mystinus,native ,Blue rockfish ,Rockfish 
Scorpaeniformes,Sebastidae,Sebastes nebulosus,native ,China rockfish ,Yellowstripe rockfish 
Scorpaeniformes,Sebastidae,Sebastes nigrocinctus,native ,Tiger rockfish ,Blackbanded rockfish 
Scorpaeniformes,Sebastidae,Sebastes norvegicus,native ,Golden redfish ,Redfish 
Scorpaeniformes,Sebastidae,Sebastes ovalis,native ,Speckled rockfish ,Rockfish 
Scorpaeniformes,Sebastidae,Sebastes paucispinis,native ,Bocaccio rockfish ,Rockfish 
Scorpaeniformes,Sebastidae,Sebastes phillipsi,native ,Chameleon rockfish ,Rockfish 
Scorpaeniformes,Sebastidae,Sebastes pinniger,native ,Canary rockfish ,Orange rockfish 
Scorpaeniformes,Sebastidae,Sebastes proriger,native ,Redstripe rockfish ,Rockfish 
Scorpaeniformes,Sebastidae,Sebastes rastrelliger,native ,Grass rockfish ,Rockfish 
Scorpaeniformes,Sebastidae,Sebastes reedi,native ,Yellowmouth rockfish ,Rockfish 
Scorpaeniformes,Sebastidae,Sebastes rosaceus,native ,Rosy rockfish ,Rockfish 
Scorpaeniformes,Sebastidae,Sebastes rosenblatti,native ,Greenblotched rockfish ,Rockfish 
Scorpaeniformes,Sebastidae,Sebastes ruberrimus,native ,Yelloweye rockfish ,Turkey-red rockfish 
Scorpaeniformes,Sebastidae,Sebastes rubrivinctus,native ,Flag rockfish ,Rockfish 
Scorpaeniformes,Sebastidae,Sebastes rufinanus,native ,Dwarf-red rockfish ,Rockfish 
Scorpaeniformes,Sebastidae,Sebastes rufus,native ,Bank rockfish ,Rockfish 
Scorpaeniformes,Sebastidae,Sebastes saxicola,native ,Stripetail rockfish ,Rockfish 
Scorpaeniformes,Sebastidae,Sebastes semicinctus,native ,Halfbanded rockfish ,Rockfish 
Scorpaeniformes,Sebastidae,Sebastes serranoides,native ,Olive rockfish ,Rockfish 
Scorpaeniformes,Sebastidae,Sebastes serriceps,native ,Treefish ,Rockfish 
Scorpaeniformes,Sebastidae,Sebastes simulator,native ,Pinkrose rockfish ,Rockfish 
Scorpaeniformes,Sebastidae,Sebastes umbrosus,native ,Honeycomb rockfish ,Rockfish 
Scorpaeniformes,Sebastidae,Sebastes variabilis,native ,,Dusky rockfish 
Scorpaeniformes,Sebastidae,Sebastes variegatus,native ,Harlequin rockfish ,
Scorpaeniformes,Sebastidae,Sebastes wilsoni,native ,Pygmy rockfish ,Rockfish 
Scorpaeniformes,Sebastidae,Sebastes zacentrus,native ,Sharpchin rockfish ,Rockfish 
Scorpaeniformes,Sebastidae,Sebastolobus alascanus,native ,Shortspine thornyhead ,Channel rockcod 
Scorpaeniformes,Sebastidae,Sebastolobus altivelis,native ,Longspine thornyhead ,
Perciformes,Carangidae,Selar crumenophthalmus,native ,Bigeye scad ,Goggle-eye 
Perciformes,Carangidae,Selene peruviana,native ,Peruvian moonfish ,Peruvian moonfish 
Perciformes,Carangidae,Selene setapinnis,native ,Atlantic moonfish ,Horsefish 
Perciformes,Carangidae,Selene vomer,native ,Lookdown ,Jorobado 
Perciformes,Labridae,Semicossyphus pulcher,native ,California sheephead ,
Cypriniformes,Cyprinidae,Semotilus atromaculatus,native ,Creek chub ,Horned dace 
Cypriniformes,Cyprinidae,Semotilus corporalis,native ,Fallfish ,
Cypriniformes,Cyprinidae,Semotilus lumbee,native ,Sandhills chub ,
Cypriniformes,Cyprinidae,Semotilus thoreauianus,native ,Dixie chub ,
Perciformes,Carangidae,Seriola dumerili,native ,Greater amberjack ,Doronado 
Perciformes,Carangidae,Seriola fasciata,native ,Lesser amberjack ,False amberjack 
Perciformes,Carangidae,Seriola lalandi,native ,Yellowtail amberjack ,California yellowtail 
Perciformes,Carangidae,Seriola rivoliana,native ,Longfin yellowtail ,Falcate amberjack 
Perciformes,Carangidae,Seriola zonata,native ,Banded rudderfish ,Banded mackerel 
Perciformes,Sciaenidae,Seriphus politus,native ,Queen croaker ,Drum 
Perciformes,Serranidae,Serraniculus pumilio,native ,Pygmy sea bass ,
Perciformes,Serranidae,Serranus annularis,native ,Orangeback bass ,
Perciformes,Serranidae,Serranus atrobranchus,native ,Blackear bass ,
Perciformes,Serranidae,Serranus baldwini,native ,Lantern bass ,
Perciformes,Serranidae,Serranus chionaraia,native ,Snow bass ,
Perciformes,Serranidae,Serranus notospilus,native ,Saddle bass ,
Perciformes,Serranidae,Serranus phoebe,native ,Tattler ,
Perciformes,Serranidae,Serranus subligarius,native ,Belted sandfish ,
Perciformes,Serranidae,Serranus tabacarius,native ,Tobaccofish ,
Perciformes,Serranidae,Serranus tigrinus,native ,Harlequin bass ,
Perciformes,Serranidae,Serranus tortugarum,native ,Chalk bass ,
Anguilliformes,Serrivomeridae,Serrivomer lanceolatoides,native ,Short-tooth sawpalate ,
Anguilliformes,Serrivomeridae,Serrivomer samoensis,native ,Samoa sawtooth eel ,
Anguilliformes,Serrivomeridae,Serrivomer sector,native ,Sawtooth eel ,Sawtooth eel 
Stomiiformes,Gonostomatidae,Sigmops ebelingi,native ,Ebeling's fangjaw ,Ebeling's fangjaw 
Stomiiformes,Gonostomatidae,Sigmops elongatus,native ,Elongated bristlemouth fish ,Elongate fangjaw 
Anguilliformes,Synaphobranchidae,Simenchelys parasitica,native ,Snubnosed eel ,
Cypriniformes,Cyprinidae,Siphateles alvordensis,native ,Alvord chub ,
Cypriniformes,Cyprinidae,Siphateles bicolor,native ,Tui chub ,Cowhead Lake tui chub 
Cypriniformes,Cyprinidae,Siphateles boraxobius,endemic ,Borax Lake chub ,
Lophiiformes,Lophiidae,Sladenia shaefersi,native ,,
Squaliformes,Somniosidae,Somniosus microcephalus,native ,Greenland shark ,
Squaliformes,Somniosidae,Somniosus pacificus,native ,Pacific sleeper shark ,
Perciformes,Scaridae,Sparisoma atomarium,native ,Greenblotch parrotfish ,
Perciformes,Scaridae,Sparisoma aurofrenatum,native ,Redband parrotfish ,
Perciformes,Scaridae,Sparisoma chrysopterum,native ,Redtail parrotfish ,
Perciformes,Scaridae,Sparisoma radians,native ,Bucktooth parrotfish ,
Perciformes,Scaridae,Sparisoma rubripinne,native ,Redfin parrotfish ,
Perciformes,Scaridae,Sparisoma viride,native ,Stoplight parrotfish ,Parrotfish 
Ophidiiformes,Ophidiidae,Spectrunculus grandis,native ,Pudgy cuskeel ,Giant cusk-eel 
Percopsiformes,Amblyopsidae,Speoplatyrhinus poulsoni,endemic ,Alabama cavefish ,
Gadiformes,Macrouridae,Sphagemacrurus grenadae,native ,Pugnose grenadier ,
Tetraodontiformes,Tetraodontidae,Sphoeroides annulatus,native ,Bullseye puffer ,Gulf puffer 
Tetraodontiformes,Tetraodontidae,Sphoeroides dorsalis,native ,Marbled puffer ,Puffer 
Tetraodontiformes,Tetraodontidae,Sphoeroides lispus,native ,Naked puffer ,
Tetraodontiformes,Tetraodontidae,Sphoeroides lobatus,native ,Longnose puffer ,Puffer 
Tetraodontiformes,Tetraodontidae,Sphoeroides maculatus,native ,Northern puffer ,Chicken-of-the-sea 
Tetraodontiformes,Tetraodontidae,Sphoeroides nephelus,native ,Southern puffer ,Puffer 
Tetraodontiformes,Tetraodontidae,Sphoeroides pachygaster,native ,Blunthead puffer ,Puffer 
Tetraodontiformes,Tetraodontidae,Sphoeroides parvus,native ,Least puffer ,Puffer 
Tetraodontiformes,Tetraodontidae,Sphoeroides spengleri,native ,Bandtail puffer ,Puffer 
Tetraodontiformes,Tetraodontidae,Sphoeroides testudineus,native ,Checkered puffer ,Puffer 
Perciformes,Sphyraenidae,Sphyraena argentea,native ,Pacific barracuda ,California barracuda 
Perciformes,Sphyraenidae,Sphyraena barracuda,native ,Great barracuda ,Picuda 
Perciformes,Sphyraenidae,Sphyraena borealis,native ,Northern sennet ,Northern barracuda 
Perciformes,Sphyraenidae,Sphyraena guachancho,native ,Guachanche barracuda ,Guaguancho 
Perciformes,Sphyraenidae,Sphyraena picudilla,native ,Southern sennet ,Barracuda 
Carcharhiniformes,Sphyrnidae,Sphyrna gilberti,native ,Carolina hammerhead ,Carolina hammerhead 
Carcharhiniformes,Sphyrnidae,Sphyrna lewini,native ,Scalloped hammerhead ,
Carcharhiniformes,Sphyrnidae,Sphyrna mokarran,native ,Great hammerhead ,
Carcharhiniformes,Sphyrnidae,Sphyrna tiburo,native ,Bonnethead ,Bonnet shark 
Carcharhiniformes,Sphyrnidae,Sphyrna zygaena,native ,Smooth hammerhead ,Common hammerhead 
Osmeriformes,Osmeridae,Spirinchus starksi,native ,Night smelt ,
Osmeriformes,Osmeridae,Spirinchus thaleichthys,native ,Longfin smelt ,
Squaliformes,Squalidae,Squalus acanthias,native ,Picked dogfish ,Piked dogfish 
Squaliformes,Squalidae,Squalus cubensis,native ,Cuban dogfish ,
Squaliformes,Squalidae,Squalus suckleyi,native ,Pacific spiny dogfish ,Spotted spiny dogfish 
Squatiniformes,Squatinidae,Squatina californica,native ,Pacific angelshark ,Pacific angel shark 
Squatiniformes,Squatinidae,Squatina dumeril,native ,Atlantic angel shark ,Angel shark 
Perciformes,Labrisomidae,Starksia ocellata,native ,Checkered blenny ,
Perciformes,Labrisomidae,Starksia starcki,native ,Key blenny ,
Perciformes,Chaenopsidae,Stathmonotus hemphillii,native ,Blackbelly blenny ,
Perciformes,Chaenopsidae,Stathmonotus tekla,native ,,
Perciformes,Pomacentridae,Stegastes adustus,native ,Dusky damselfish ,
Perciformes,Pomacentridae,Stegastes diencaeus,native ,Longfin damselfish ,
Perciformes,Pomacentridae,Stegastes fuscus,native ,Brazilian damsel ,
Perciformes,Pomacentridae,Stegastes leucostictus,native ,Beaugregory ,
Perciformes,Pomacentridae,Stegastes partitus,native ,Bicolor damselfish ,
Perciformes,Pomacentridae,Stegastes planifrons,native ,Threespot damselfish ,
Perciformes,Pomacentridae,Stegastes variabilis,native ,Cocoa damselfish ,
Gadiformes,Merlucciidae,Steindachneria argentea,native ,Luminous hake ,
Scorpaeniformes,Agonidae,Stellerina xyosterna,native ,Pricklebreast poacher ,
Perciformes,Sciaenidae,Stellifer lanceolatus,native ,American stardrum ,Bullhead 
Aulopiformes,Paralepididae,Stemonosudis macrura,native ,,Sharpchin barracudina 
Myctophiformes,Myctophidae,Stenobrachius leucopsarus,native ,Northern lampfish ,
Myctophiformes,Myctophidae,Stenobrachius nannochir,native ,Garnet lanternfish ,
Perciformes,Sparidae,Stenotomus caprinus,native ,Longspine porgy ,Porgy 
Perciformes,Sparidae,Stenotomus chrysops,native ,Scup ,Porgy 
Stephanoberyciformes,Stephanoberycidae,Stephanoberyx monae,native ,,
Tetraodontiformes,Monacanthidae,Stephanolepis hispidus,native ,Planehead filefish ,
Tetraodontiformes,Monacanthidae,Stephanolepis setifer,native ,Pygmy filefish ,
Perciformes,Polyprionidae,Stereolepis gigas,native ,Giant seabass ,Black sea bass 
Stomiiformes,Sternoptychidae,Sternoptyx diaphana,native ,Diaphanous hatchet fish ,Transparent hatchetfish 
Perciformes,Stichaeidae,Stichaeus punctatus punctatus,native ,Arctic shanny ,
Stomiiformes,Stomiidae,Stomias affinis,native ,Günther's boafish ,Scaly dragonfish 
Stomiiformes,Stomiidae,Stomias atriventer,native ,Black-belly dragonfish ,Blackbelly dragonfish 
Stomiiformes,Stomiidae,Stomias boa ferox,native ,,
Stomiiformes,Stomiidae,Stomias longibarbatus,native ,Longbarb scaly dragonfish ,
Beloniformes,Belonidae,Strongylura exilis,native ,Californian needlefish ,Needlefish 
Beloniformes,Belonidae,Strongylura marina,native ,Atlantic needlefish ,
Beloniformes,Belonidae,Strongylura notata forsythia,native ,,
Beloniformes,Belonidae,Strongylura timucu,native ,Timucu ,
Ophidiiformes,Bythitidae,Stygnobrotula latebricola,native ,Black brotula ,
Lampriformes,Stylephoridae,Stylephorus chordatus,native ,Tube-eye ,
Aulopiformes,Paralepididae,Sudis atrox,native ,Fierce pike smelt ,Hideous barracudina 
Aulopiformes,Paralepididae,Sudis hyalina,native ,,
Pleuronectiformes,Paralichthyidae,Syacium gunteri,native ,Shoal flounder ,
Pleuronectiformes,Paralichthyidae,Syacium micrurum,native ,Channel flounder ,
Pleuronectiformes,Paralichthyidae,Syacium papillosum,native ,Dusky flounder ,
Myctophiformes,Myctophidae,Symbolophorus californiensis,native ,Bigfin lanternfish ,California lanternfish 
Myctophiformes,Myctophidae,Symbolophorus veranyi,native ,Large-scale lantern fish ,Largescale lanternfish 
Pleuronectiformes,Cynoglossidae,Symphurus arawak,native ,Caribbean tonguefish ,
Pleuronectiformes,Cynoglossidae,Symphurus atricaudus,native ,California tonguefish ,
Pleuronectiformes,Cynoglossidae,Symphurus billykrietei,native ,Kriete's tonguefish ,Kriete's tonguefish 
Pleuronectiformes,Cynoglossidae,Symphurus civitatium,native ,Offshore tonguefish ,
Pleuronectiformes,Cynoglossidae,Symphurus diomedeanus,native ,Spottedfin tonguefish ,
Pleuronectiformes,Cynoglossidae,Symphurus marginatus,native ,Margined tonguefish ,
Pleuronectiformes,Cynoglossidae,Symphurus minor,native ,Largescale tonguefish ,
