species,taxon,max_size,max_length,TL,CA_mg,EPA_g,DHA_g,FE_mg,ZN_mg,HG_mcg,FAT,PROTCNT_g,lwA,lwB,Habitat,Subgroup,Abs_lat,Genus,Species,SpeciesRefNo,Author,FBname,PicPreferredName,PicPreferredNameM,PicPreferredNameF,PicPreferredNameJ,FamCode,Subfamily,GenCode,SubGenCode,BodyShapeI,Source,AuthorRef,Remark,TaxIssue,Fresh,Brack,Saltwater,DemersPelag,AnaCat,MigratRef,DepthRangeShallow,DepthRangeDeep,DepthRangeRef,DepthRangeComShallow,DepthRangeComDeep,DepthComRef,LongevityWild,LongevityWildRef,LongevityCaptive,LongevityCapRef,Vulnerability,Length,LTypeMaxM,LengthFemale,LTypeMaxF,MaxLengthRef,CommonLength,LTypeComM,CommonLengthF,LTypeComF,CommonLengthRef,Weight,WeightFemale,MaxWeightRef,Pic,PictureFemale,LarvaPic,EggPic,ImportanceRef,Importance,PriceCateg,PriceReliability,Remarks7,LandingStatistics,Landings,MainCatchingMethod,II,MSeines,MGillnets,MCastnets,MTraps,MSpears,MTrawls,MDredges,MLiftnets,MHooksLines,MOther,UsedforAquaculture,LifeCycle,AquacultureRef,UsedasBait,BaitRef,Aquarium,AquariumFishII,AquariumRef,GameFish,GameRef,Dangerous,DangerousRef,Electrogenic,ElectroRef,Complete,GoogleImage,Comments,Profile,PD50,Emblematic,Entered,DateEntered,Modified,DateModified,Expert,DateChecked,TS,SpecCode
Engraulis encrasicolus,"Herrings, sardines, anchovies",0.0536,20,3.11,NA,0.520800919,0.786013268,NA,NA,NA,4.53,NA,0.0067,3,marine,Finfish,41.85509,Engraulis,encrasicolus,189,"(Linnaeus, 1758)",European anchovy,Enenc_u1.jpg,NA,NA,NA,454,Engraulinae,498,NA,elongated,R,NA,NA,0,0,-1,-1,pelagic-neritic,oceanodromous,51243,0,400,2683,NA,NA,NA,5,92145,NA,NA,23.87,20,SL,NA,NA,189,13.5,SL,NA,NA,189,NA,21.1,6139,ENENC_U0,NA,ENENC_L0,NA,4931,highly commercial,medium,Reliable: based on ex-vessel price for this species,No economic importance in the Baltic (Ref. 92377).,"from 100,000 to 500,000",NA,various gears,,-1,0,0,-1,0,-1,0,0,0,0,never/rarely,,NA,usually,5580,never/rarely,,NA,0,NA,harmless,NA,no special ability,NA,NA,-1,"Mainly a coastal marine species, forming large schools.  Tolerates salinities of 5-41 ppt and in some areas, enters lagoons, estuaries and lakes, especially during spawning.  Tends to move further north and into surface waters in summer, retreating and descending in winter.  Feeds on planktonic organisms.  Spawns from April to November with peaks usually in the warmest months.  Eggs are ellipsoidal to oval, floating in the upper 50 m and hatching in 24-65 hours.  Marketed fresh, dried, smoked, canned and frozen; made into fish meal (Ref. 9987).",NA,0.502,0,3,1990-10-17T00:00:00.000Z,2291,2014-02-12T00:00:00.000Z,3,1994-07-08T00:00:00.000Z,NA,66
Engraulis encrasicolus,"Herrings, sardines, anchovies",0.0536,20,3.11,NA,0.881727265,1.16565215,NA,NA,NA,5.79,NA,0.0067,3,marine,Finfish,41.85509,Engraulis,encrasicolus,189,"(Linnaeus, 1758)",European anchovy,Enenc_u1.jpg,NA,NA,NA,454,Engraulinae,498,NA,elongated,R,NA,NA,0,0,-1,-1,pelagic-neritic,oceanodromous,51243,0,400,2683,NA,NA,NA,5,92145,NA,NA,23.87,20,SL,NA,NA,189,13.5,SL,NA,NA,189,NA,21.1,6139,ENENC_U0,NA,ENENC_L0,NA,4931,highly commercial,medium,Reliable: based on ex-vessel price for this species,No economic importance in the Baltic (Ref. 92377).,"from 100,000 to 500,000",NA,various gears,,-1,0,0,-1,0,-1,0,0,0,0,never/rarely,,NA,usually,5580,never/rarely,,NA,0,NA,harmless,NA,no special ability,NA,NA,-1,"Mainly a coastal marine species, forming large schools.  Tolerates salinities of 5-41 ppt and in some areas, enters lagoons, estuaries and lakes, especially during spawning.  Tends to move further north and into surface waters in summer, retreating and descending in winter.  Feeds on planktonic organisms.  Spawns from April to November with peaks usually in the warmest months.  Eggs are ellipsoidal to oval, floating in the upper 50 m and hatching in 24-65 hours.  Marketed fresh, dried, smoked, canned and frozen; made into fish meal (Ref. 9987).",NA,0.502,0,3,1990-10-17T00:00:00.000Z,2291,2014-02-12T00:00:00.000Z,3,1994-07-08T00:00:00.000Z,NA,66
Engraulis encrasicolus,"Herrings, sardines, anchovies",0.0536,20,3.11,NA,NA,NA,NA,NA,NA,NA,103,0.0067,3,marine,Finfish,39.019184,Engraulis,encrasicolus,189,"(Linnaeus, 1758)",European anchovy,Enenc_u1.jpg,NA,NA,NA,454,Engraulinae,498,NA,elongated,R,NA,NA,0,0,-1,-1,pelagic-neritic,oceanodromous,51243,0,400,2683,NA,NA,NA,5,92145,NA,NA,23.87,20,SL,NA,NA,189,13.5,SL,NA,NA,189,NA,21.1,6139,ENENC_U0,NA,ENENC_L0,NA,4931,highly commercial,medium,Reliable: based on ex-vessel price for this species,No economic importance in the Baltic (Ref. 92377).,"from 100,000 to 500,000",NA,various gears,,-1,0,0,-1,0,-1,0,0,0,0,never/rarely,,NA,usually,5580,never/rarely,,NA,0,NA,harmless,NA,no special ability,NA,NA,-1,"Mainly a coastal marine species, forming large schools.  Tolerates salinities of 5-41 ppt and in some areas, enters lagoons, estuaries and lakes, especially during spawning.  Tends to move further north and into surface waters in summer, retreating and descending in winter.  Feeds on planktonic organisms.  Spawns from April to November with peaks usually in the warmest months.  Eggs are ellipsoidal to oval, floating in the upper 50 m and hatching in 24-65 hours.  Marketed fresh, dried, smoked, canned and frozen; made into fish meal (Ref. 9987).",NA,0.502,0,3,1990-10-17T00:00:00.000Z,2291,2014-02-12T00:00:00.000Z,3,1994-07-08T00:00:00.000Z,NA,66
Engraulis encrasicolus,"Herrings, sardines, anchovies",0.0536,20,3.11,NA,1.701033544,3.030125952,NA,NA,NA,18.44,19,0.0067,3,marine,Finfish,42.163403,Engraulis,encrasicolus,189,"(Linnaeus, 1758)",European anchovy,Enenc_u1.jpg,NA,NA,NA,454,Engraulinae,498,NA,elongated,R,NA,NA,0,0,-1,-1,pelagic-neritic,oceanodromous,51243,0,400,2683,NA,NA,NA,5,92145,NA,NA,23.87,20,SL,NA,NA,189,13.5,SL,NA,NA,189,NA,21.1,6139,ENENC_U0,NA,ENENC_L0,NA,4931,highly commercial,medium,Reliable: based on ex-vessel price for this species,No economic importance in the Baltic (Ref. 92377).,"from 100,000 to 500,000",NA,various gears,,-1,0,0,-1,0,-1,0,0,0,0,never/rarely,,NA,usually,5580,never/rarely,,NA,0,NA,harmless,NA,no special ability,NA,NA,-1,"Mainly a coastal marine species, forming large schools.  Tolerates salinities of 5-41 ppt and in some areas, enters lagoons, estuaries and lakes, especially during spawning.  Tends to move further north and into surface waters in summer, retreating and descending in winter.  Feeds on planktonic organisms.  Spawns from April to November with peaks usually in the warmest months.  Eggs are ellipsoidal to oval, floating in the upper 50 m and hatching in 24-65 hours.  Marketed fresh, dried, smoked, canned and frozen; made into fish meal (Ref. 9987).",NA,0.502,0,3,1990-10-17T00:00:00.000Z,2291,2014-02-12T00:00:00.000Z,3,1994-07-08T00:00:00.000Z,NA,66
Epinephelus aeneus,Miscellaneous coastal fishes,14.2657360688643,98,4.02,NA,0.08989824,0.23826688,NA,NA,NA,1.72,NA,0.00528,3.230000019,marine,Finfish,18.1,Epinephelus,aeneus,5222,"(Geoffroy Saint-Hilaire, 1817)",White grouper,Epaen_u1.jpg,NA,NA,NA,289,Epinephelinae,7755,NA,fusiform / normal,R,NA,NA,0,0,-1,-1,demersal,oceanodromous,51243,20,200,3589,NA,NA,NA,NA,NA,NA,NA,52.39,120,TL,NA,NA,5222,60,TL,NA,NA,26999,25000,NA,5222,EPAEN_U0,NA,NA,NA,4931,commercial,very high,Reliable: based on ex-vessel price for this species,NA,"from 1,000 to 10,000",NA,seines,,0,-1,0,0,0,-1,0,0,-1,-1,experimental,,5222,never/rarely,NA,never/rarely,,NA,-1,4699,harmless,NA,no special ability,NA,NA,-1,"Adults are found on rocky or mud-sand bottom; juveniles have been taken in coastal lagoons and estuaries (Ref. 5222, 57293).  In the west African waters, diet comprise of fishes (58%), stomatopods (21%), crabs (10%), and cephalopods (10%).  It is a protogynous hermaphrodite.  The seasonal migration of the species off the coast of Senegal is influenced by the seasonal upwelling off Senegal and Mauritania.  Utilized fresh and smoked (Ref. 9987).  Highly esteemed in the market of West Africa (Ref. 5377).",NA,0.5,0,2,1990-10-17T00:00:00.000Z,1307,2015-03-19T21:42:34.000Z,14,1994-03-17T00:00:00.000Z,NA,426
Epinephelus aeneus,Miscellaneous coastal fishes,14.2657360688643,98,4.02,NA,0.072037925,0.22204631,NA,NA,NA,1.97,NA,0.00528,3.230000019,marine,Finfish,18.1,Epinephelus,aeneus,5222,"(Geoffroy Saint-Hilaire, 1817)",White grouper,Epaen_u1.jpg,NA,NA,NA,289,Epinephelinae,7755,NA,fusiform / normal,R,NA,NA,0,0,-1,-1,demersal,oceanodromous,51243,20,200,3589,NA,NA,NA,NA,NA,NA,NA,52.39,120,TL,NA,NA,5222,60,TL,NA,NA,26999,25000,NA,5222,EPAEN_U0,NA,NA,NA,4931,commercial,very high,Reliable: based on ex-vessel price for this species,NA,"from 1,000 to 10,000",NA,seines,,0,-1,0,0,0,-1,0,0,-1,-1,experimental,,5222,never/rarely,NA,never/rarely,,NA,-1,4699,harmless,NA,no special ability,NA,NA,-1,"Adults are found on rocky or mud-sand bottom; juveniles have been taken in coastal lagoons and estuaries (Ref. 5222, 57293).  In the west African waters, diet comprise of fishes (58%), stomatopods (21%), crabs (10%), and cephalopods (10%).  It is a protogynous hermaphrodite.  The seasonal migration of the species off the coast of Senegal is influenced by the seasonal upwelling off Senegal and Mauritania.  Utilized fresh and smoked (Ref. 9987).  Highly esteemed in the market of West Africa (Ref. 5377).",NA,0.5,0,2,1990-10-17T00:00:00.000Z,1307,2015-03-19T21:42:34.000Z,14,1994-03-17T00:00:00.000Z,NA,426
Epinephelus aeneus,Miscellaneous coastal fishes,14.2657360688643,98,4.02,NA,0.111803643,0.21686959,NA,NA,NA,2.41,NA,0.00528,3.230000019,marine,Finfish,18.1,Epinephelus,aeneus,5222,"(Geoffroy Saint-Hilaire, 1817)",White grouper,Epaen_u1.jpg,NA,NA,NA,289,Epinephelinae,7755,NA,fusiform / normal,R,NA,NA,0,0,-1,-1,demersal,oceanodromous,51243,20,200,3589,NA,NA,NA,NA,NA,NA,NA,52.39,120,TL,NA,NA,5222,60,TL,NA,NA,26999,25000,NA,5222,EPAEN_U0,NA,NA,NA,4931,commercial,very high,Reliable: based on ex-vessel price for this species,NA,"from 1,000 to 10,000",NA,seines,,0,-1,0,0,0,-1,0,0,-1,-1,experimental,,5222,never/rarely,NA,never/rarely,,NA,-1,4699,harmless,NA,no special ability,NA,NA,-1,"Adults are found on rocky or mud-sand bottom; juveniles have been taken in coastal lagoons and estuaries (Ref. 5222, 57293).  In the west African waters, diet comprise of fishes (58%), stomatopods (21%), crabs (10%), and cephalopods (10%).  It is a protogynous hermaphrodite.  The seasonal migration of the species off the coast of Senegal is influenced by the seasonal upwelling off Senegal and Mauritania.  Utilized fresh and smoked (Ref. 9987).  Highly esteemed in the market of West Africa (Ref. 5377).",NA,0.5,0,2,1990-10-17T00:00:00.000Z,1307,2015-03-19T21:42:34.000Z,14,1994-03-17T00:00:00.000Z,NA,426
Epinephelus aeneus,Miscellaneous coastal fishes,14.2657360688643,98,4.02,NA,0.087199302,0.27315444,NA,NA,NA,2.03,NA,0.00528,3.230000019,marine,Finfish,18.1,Epinephelus,aeneus,5222,"(Geoffroy Saint-Hilaire, 1817)",White grouper,Epaen_u1.jpg,NA,NA,NA,289,Epinephelinae,7755,NA,fusiform / normal,R,NA,NA,0,0,-1,-1,demersal,oceanodromous,51243,20,200,3589,NA,NA,NA,NA,NA,NA,NA,52.39,120,TL,NA,NA,5222,60,TL,NA,NA,26999,25000,NA,5222,EPAEN_U0,NA,NA,NA,4931,commercial,very high,Reliable: based on ex-vessel price for this species,NA,"from 1,000 to 10,000",NA,seines,,0,-1,0,0,0,-1,0,0,-1,-1,experimental,,5222,never/rarely,NA,never/rarely,,NA,-1,4699,harmless,NA,no special ability,NA,NA,-1,"Adults are found on rocky or mud-sand bottom; juveniles have been taken in coastal lagoons and estuaries (Ref. 5222, 57293).  In the west African waters, diet comprise of fishes (58%), stomatopods (21%), crabs (10%), and cephalopods (10%).  It is a protogynous hermaphrodite.  The seasonal migration of the species off the coast of Senegal is influenced by the seasonal upwelling off Senegal and Mauritania.  Utilized fresh and smoked (Ref. 9987).  Highly esteemed in the market of West Africa (Ref. 5377).",NA,0.5,0,2,1990-10-17T00:00:00.000Z,1307,2015-03-19T21:42:34.000Z,14,1994-03-17T00:00:00.000Z,NA,426
Epinephelus aeneus,Miscellaneous coastal fishes,14.2657360688643,98,4.02,NA,0.09970389,0.32723328,NA,NA,NA,1.98,NA,0.00528,3.230000019,marine,Finfish,18.1,Epinephelus,aeneus,5222,"(Geoffroy Saint-Hilaire, 1817)",White grouper,Epaen_u1.jpg,NA,NA,NA,289,Epinephelinae,7755,NA,fusiform / normal,R,NA,NA,0,0,-1,-1,demersal,oceanodromous,51243,20,200,3589,NA,NA,NA,NA,NA,NA,NA,52.39,120,TL,NA,NA,5222,60,TL,NA,NA,26999,25000,NA,5222,EPAEN_U0,NA,NA,NA,4931,commercial,very high,Reliable: based on ex-vessel price for this species,NA,"from 1,000 to 10,000",NA,seines,,0,-1,0,0,0,-1,0,0,-1,-1,experimental,,5222,never/rarely,NA,never/rarely,,NA,-1,4699,harmless,NA,no special ability,NA,NA,-1,"Adults are found on rocky or mud-sand bottom; juveniles have been taken in coastal lagoons and estuaries (Ref. 5222, 57293).  In the west African waters, diet comprise of fishes (58%), stomatopods (21%), crabs (10%), and cephalopods (10%).  It is a protogynous hermaphrodite.  The seasonal migration of the species off the coast of Senegal is influenced by the seasonal upwelling off Senegal and Mauritania.  Utilized fresh and smoked (Ref. 9987).  Highly esteemed in the market of West Africa (Ref. 5377).",NA,0.5,0,2,1990-10-17T00:00:00.000Z,1307,2015-03-19T21:42:34.000Z,14,1994-03-17T00:00:00.000Z,NA,426
Epinephelus aeneus,Miscellaneous coastal fishes,14.2657360688643,98,4.02,NA,0.087734448,0.28838638,NA,NA,NA,2.33,NA,0.00528,3.230000019,marine,Finfish,18.1,Epinephelus,aeneus,5222,"(Geoffroy Saint-Hilaire, 1817)",White grouper,Epaen_u1.jpg,NA,NA,NA,289,Epinephelinae,7755,NA,fusiform / normal,R,NA,NA,0,0,-1,-1,demersal,oceanodromous,51243,20,200,3589,NA,NA,NA,NA,NA,NA,NA,52.39,120,TL,NA,NA,5222,60,TL,NA,NA,26999,25000,NA,5222,EPAEN_U0,NA,NA,NA,4931,commercial,very high,Reliable: based on ex-vessel price for this species,NA,"from 1,000 to 10,000",NA,seines,,0,-1,0,0,0,-1,0,0,-1,-1,experimental,,5222,never/rarely,NA,never/rarely,,NA,-1,4699,harmless,NA,no special ability,NA,NA,-1,"Adults are found on rocky or mud-sand bottom; juveniles have been taken in coastal lagoons and estuaries (Ref. 5222, 57293).  In the west African waters, diet comprise of fishes (58%), stomatopods (21%), crabs (10%), and cephalopods (10%).  It is a protogynous hermaphrodite.  The seasonal migration of the species off the coast of Senegal is influenced by the seasonal upwelling off Senegal and Mauritania.  Utilized fresh and smoked (Ref. 9987).  Highly esteemed in the market of West Africa (Ref. 5377).",NA,0.5,0,2,1990-10-17T00:00:00.000Z,1307,2015-03-19T21:42:34.000Z,14,1994-03-17T00:00:00.000Z,NA,426
Epinephelus coioides,Miscellaneous coastal fishes,15.4592891779265,100,3.93,NA,NA,NA,NA,NA,NA,NA,NA,0.0105,3.084000111,marine,Finfish,37.370157,Epinephelus,coioides,5222,"(Hamilton, 1822)",Orange-spotted grouper,Epcoi_u6.jpg,NA,NA,NA,289,Epinephelinae,7755,NA,fusiform / normal,R,NA,NA,0,0,-1,-1,reef-associated,NA,NA,1,100,167,NA,NA,NA,22,3627,NA,NA,57.51,120,TL,NA,NA,47613,NA,NA,NA,NA,NA,15000,NA,11228,EPCOI_U0,NA,NA,NA,171,commercial,high,Reliable: based on ex-vessel price for this species,NA,NA,NA,various gears,NA,0,0,0,-1,0,-1,0,-1,-1,0,commercial,life cycle closed in commercial culture,40297,never/rarely,NA,never/rarely,NA,NA,0,NA,harmless,NA,no special ability,NA,NA,-1,"Inhabit turbid coastal reefs (Ref. 9710) and are often found in brackish water (Ref. 27362) over mud and rubble (Ref. 6390).  Solitary (Ref 90102).  Juveniles are common in shallow waters of estuaries over sand, mud and gravel and among mangroves (Ref. 6390).  Feed on small fishes, shrimps, and crabs.  Probably spawn during restricted periods and form aggregations when doing so (Ref. 27352).  Eggs and early larvae are probably pelagic (Ref. 6390).  Has been tested in several countries as a potential species for mariculture (Ref. 43448).",NA,0.5,0,14,1992-10-14T00:00:00.000Z,2,2014-11-26T00:00:00.000Z,14,1994-03-25T00:00:00.000Z,NA,6465
Epinephelus sexfasciatus,Miscellaneous coastal fishes,0.847473808896658,40,3.8,NA,NA,NA,NA,NA,NA,NA,132,0.0123,3.02,marine,Finfish,9.71212,Epinephelus,sexfasciatus,5222,"(Valenciennes, 1828)",Sixbar grouper,Epsex_u2.jpg,NA,NA,NA,289,Epinephelinae,7755,NA,fusiform / normal,R,NA,NA,0,0,0,-1,reef-associated,NA,NA,10,80,5222,NA,NA,NA,NA,NA,NA,NA,26.41,40,TL,NA,NA,48635,NA,NA,NA,NA,NA,NA,NA,NA,EPSEX_U0,NA,NA,NA,171,commercial,very high,Questionable: based on ex-vessel price for species in this genus,NA,NA,NA,trawls,NA,0,0,0,0,0,0,0,0,0,0,never/rarely,NA,NA,never/rarely,NA,never/rarely,NA,NA,0,NA,harmless,NA,no special ability,NA,NA,-1,Common on silty sand or mud bottoms.  Its preference for soft-bottom habitats may account for its restricted distribution and absence at oceanic islands.  Feeds on small fishes and crustaceans (Ref. 89707).,NA,0.5,0,3,1991-12-18T00:00:00.000Z,2291,2013-10-21T00:00:00.000Z,14,1994-04-26T00:00:00.000Z,NA,4825
Epinephelus sexfasciatus,Miscellaneous coastal fishes,0.847473808896658,40,3.8,NA,NA,NA,NA,NA,NA,NA,130,0.0123,3.02,marine,Finfish,3.144341,Epinephelus,sexfasciatus,5222,"(Valenciennes, 1828)",Sixbar grouper,Epsex_u2.jpg,NA,NA,NA,289,Epinephelinae,7755,NA,fusiform / normal,R,NA,NA,0,0,0,-1,reef-associated,NA,NA,10,80,5222,NA,NA,NA,NA,NA,NA,NA,26.41,40,TL,NA,NA,48635,NA,NA,NA,NA,NA,NA,NA,NA,EPSEX_U0,NA,NA,NA,171,commercial,very high,Questionable: based on ex-vessel price for species in this genus,NA,NA,NA,trawls,NA,0,0,0,0,0,0,0,0,0,0,never/rarely,NA,NA,never/rarely,NA,never/rarely,NA,NA,0,NA,harmless,NA,no special ability,NA,NA,-1,Common on silty sand or mud bottoms.  Its preference for soft-bottom habitats may account for its restricted distribution and absence at oceanic islands.  Feeds on small fishes and crustaceans (Ref. 89707).,NA,0.5,0,3,1991-12-18T00:00:00.000Z,2291,2013-10-21T00:00:00.000Z,14,1994-04-26T00:00:00.000Z,NA,4825
Esomus danricus,"Carps, barbels and other cyprinids",0.0243437674696645,13,2.6,NA,NA,NA,NA,NA,NA,NA,NA,0.01,3.04,freshwater,Finfish,24.4333,Esomus,danricus,4832,"(Hamilton, 1822)",Flying barb,Esdan_u0.jpg,NA,NA,NA,122,Danioninae,2945,NA,NA,O,NA,NA,0,-1,-1,0,benthopelagic,potamodromous,51243,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.67,13,TL,NA,NA,6398,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,minor commercial,unknown,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,commercial,based mainly on capture,4537,0,NA,harmless,NA,no special ability,NA,NA,-1,"Adults occur in ponds, weedy ditches (Ref. 4832) and irrigation canals (Ref. 41236).",NA,0.5002,0,2,1992-03-03T00:00:00.000Z,2,2012-05-14T00:00:00.000Z,3,1994-08-07T00:00:00.000Z,NA,5150
Esomus danricus,"Carps, barbels and other cyprinids",0.0243437674696645,13,2.6,NA,NA,NA,NA,NA,NA,NA,NA,0.01,3.04,freshwater,Finfish,24.4333,Esomus,danricus,4832,"(Hamilton, 1822)",Flying barb,Esdan_u0.jpg,NA,NA,NA,122,Danioninae,2945,NA,NA,O,NA,NA,0,-1,-1,0,benthopelagic,potamodromous,51243,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.67,13,TL,NA,NA,6398,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,minor commercial,unknown,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,commercial,based mainly on capture,4537,0,NA,harmless,NA,no special ability,NA,NA,-1,"Adults occur in ponds, weedy ditches (Ref. 4832) and irrigation canals (Ref. 41236).",NA,0.5002,0,2,1992-03-03T00:00:00.000Z,2,2012-05-14T00:00:00.000Z,3,1994-08-07T00:00:00.000Z,NA,5150
Esomus danricus,"Carps, barbels and other cyprinids",0.0243437674696645,13,2.6,NA,NA,NA,NA,NA,NA,NA,NA,0.01,3.04,freshwater,Finfish,24.4333,Esomus,danricus,4832,"(Hamilton, 1822)",Flying barb,Esdan_u0.jpg,NA,NA,NA,122,Danioninae,2945,NA,NA,O,NA,NA,0,-1,-1,0,benthopelagic,potamodromous,51243,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.67,13,TL,NA,NA,6398,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,minor commercial,unknown,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,commercial,based mainly on capture,4537,0,NA,harmless,NA,no special ability,NA,NA,-1,"Adults occur in ponds, weedy ditches (Ref. 4832) and irrigation canals (Ref. 41236).",NA,0.5002,0,2,1992-03-03T00:00:00.000Z,2,2012-05-14T00:00:00.000Z,3,1994-08-07T00:00:00.000Z,NA,5150
Esomus danricus,"Carps, barbels and other cyprinids",0.0243437674696645,13,2.6,NA,NA,NA,NA,NA,NA,NA,NA,0.01,3.04,freshwater,Finfish,24.4333,Esomus,danricus,4832,"(Hamilton, 1822)",Flying barb,Esdan_u0.jpg,NA,NA,NA,122,Danioninae,2945,NA,NA,O,NA,NA,0,-1,-1,0,benthopelagic,potamodromous,51243,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.67,13,TL,NA,NA,6398,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,minor commercial,unknown,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,commercial,based mainly on capture,4537,0,NA,harmless,NA,no special ability,NA,NA,-1,"Adults occur in ponds, weedy ditches (Ref. 4832) and irrigation canals (Ref. 41236).",NA,0.5002,0,2,1992-03-03T00:00:00.000Z,2,2012-05-14T00:00:00.000Z,3,1994-08-07T00:00:00.000Z,NA,5150
Esox lucius,Miscellaneous freshwater fishes,17.0959967871203,137,4.1,NA,NA,NA,NA,NA,NA,NA,NA,0.00427,3.09,freshwater,Finfish,61.92411,Esox,lucius,26373,"Linnaeus, 1758",Northern pike,Esluc_u9.jpg,NA,NA,NA,74,NA,3435,NA,elongated,O,NA,NA,0,-1,-1,0,demersal,potamodromous,NA,0,30,1998,1,5,1998,30,556,10,72462,69.23,137,FL,150,TL,40637,40,TL,55,TL,556,28350,35000,40637,ESLUC_U5,NA,NA,NA,4931,highly commercial,unknown,NA,NA,"from 10,000 to 50,000",NA,seines,NA,0,0,0,-1,0,-1,0,0,-1,-1,commercial,NA,26920,never/rarely,NA,public aquariums,based mainly on capture,12253,-1,4699,potential pest,NA,no special ability,NA,NA,-1,"Occurs in clear vegetated lakes, quiet pools and backwaters of creeks and small to large rivers (Ref. 5723).  Usually solitary and highly territorial.  Enters brackish water in the Baltic.  Adults feed mainly on fishes, but at times feed heavily on frogs and crayfish (Ref. 27547).  Cannibalism is common.  In arctic lakes, it is sometimes the only species present in a given water body.  In such cases, juveniles feed on invertebrates and terrestrial vertebrates; large individuals are mainly cannibals (Ref. 59043). Cannibalistic as juveniles (Ref. 30578).  Feces of pike are avoided by other fish because they contain alarm pheromones.  Deposits feces at specific locations, distant from its foraging area (Ref. 59043).  Eggs and young are preyed upon by fishes, aquatic insect larvae, birds, and aquatic mammals (Ref. 1998).  Does not generally undertake long migrations, but a few may move considerable distances (Ref. 27547).  Oviparous (Ref. 205). This fish can be heavily infested with parasites, including the broad tapeworm which, if not killed by thorough cooking, can infect human; is used as an intermediate host by a cestode parasite which results to large losses in usable catches of lake whitefish (<i>Coregonus clupeaformis</i>) in some areas; also suffers from a trematode which causes unsightly cysts on the skin (Ref. 9988).  Excellent food fish; utilized fresh and frozen; eaten pan-fried, broiled, and baked (Ref. 9988).  Valuable game fish (Ref. 5723).  In spite of numerous attempts to culture this species, it was never entirely domesticated and does not accept artificial food (Ref. 30578).  Locally impacted by habitat alterations (Ref. 59043).",NA,0.5157,0,2,1990-10-17T00:00:00.000Z,10,2012-06-25T00:00:00.000Z,97,2003-01-14T00:00:00.000Z,NA,258
Esox lucius,Miscellaneous freshwater fishes,17.0959967871203,137,4.1,7,0.07,0.3,0.1,1.1,17,NA,68,0.00427,3.09,freshwater,Finfish,54.758294,Esox,lucius,26373,"Linnaeus, 1758",Northern pike,Esluc_u9.jpg,NA,NA,NA,74,NA,3435,NA,elongated,O,NA,NA,0,-1,-1,0,demersal,potamodromous,NA,0,30,1998,1,5,1998,30,556,10,72462,69.23,137,FL,150,TL,40637,40,TL,55,TL,556,28350,35000,40637,ESLUC_U5,NA,NA,NA,4931,highly commercial,unknown,NA,NA,"from 10,000 to 50,000",NA,seines,NA,0,0,0,-1,0,-1,0,0,-1,-1,commercial,NA,26920,never/rarely,NA,public aquariums,based mainly on capture,12253,-1,4699,potential pest,NA,no special ability,NA,NA,-1,"Occurs in clear vegetated lakes, quiet pools and backwaters of creeks and small to large rivers (Ref. 5723).  Usually solitary and highly territorial.  Enters brackish water in the Baltic.  Adults feed mainly on fishes, but at times feed heavily on frogs and crayfish (Ref. 27547).  Cannibalism is common.  In arctic lakes, it is sometimes the only species present in a given water body.  In such cases, juveniles feed on invertebrates and terrestrial vertebrates; large individuals are mainly cannibals (Ref. 59043). Cannibalistic as juveniles (Ref. 30578).  Feces of pike are avoided by other fish because they contain alarm pheromones.  Deposits feces at specific locations, distant from its foraging area (Ref. 59043).  Eggs and young are preyed upon by fishes, aquatic insect larvae, birds, and aquatic mammals (Ref. 1998).  Does not generally undertake long migrations, but a few may move considerable distances (Ref. 27547).  Oviparous (Ref. 205). This fish can be heavily infested with parasites, including the broad tapeworm which, if not killed by thorough cooking, can infect human; is used as an intermediate host by a cestode parasite which results to large losses in usable catches of lake whitefish (<i>Coregonus clupeaformis</i>) in some areas; also suffers from a trematode which causes unsightly cysts on the skin (Ref. 9988).  Excellent food fish; utilized fresh and frozen; eaten pan-fried, broiled, and baked (Ref. 9988).  Valuable game fish (Ref. 5723).  In spite of numerous attempts to culture this species, it was never entirely domesticated and does not accept artificial food (Ref. 30578).  Locally impacted by habitat alterations (Ref. 59043).",NA,0.5157,0,2,1990-10-17T00:00:00.000Z,10,2012-06-25T00:00:00.000Z,97,2003-01-14T00:00:00.000Z,NA,258
