species,taxon,max_size,max_length,TL,lwA,lwB,Habitat,Subgroup,Abs_lat,nutrient,concentration,RDI
Mullus barbatus, Miscellaneous coastal fishes,0.692875402079056,33.2,3.2,0.01288,3.109999895,marine,Finfish,36.5817,PROTCNT_g,0.789003929907789,56
Mullus barbatus, Miscellaneous coastal fishes,0.692875402079056,33.2,3.2,0.01288,3.109999895,marine,Finfish,36.5817,PROTCNT_g,-0.479095816269831,56
Mullus surmuletus, Miscellaneous coastal fishes,0.867851319177146,40,3.4,0.00871,3.12,marine,Finfish,34.208024,PROTCNT_g,0.286786208649326,56
Mustelus lenticulatus,"Sharks, rays, chimaeras",7.17276402435901,125,3.5,0.00178,3.15,marine,Finfish,40.900557,PROTCNT_g,1.14055633478871,56
Mycteroperca acutirostris, Miscellaneous coastal fishes,6.10089513855224,80,3.4,0.01,3.04,marine,Finfish,23.372169,PROTCNT_g,NA,56
Mycteroperca rubra, Miscellaneous coastal fishes,NA,144,4.1,NA,NA,marine,Finfish,37.370157,PROTCNT_g,NA,56
Mystus spp, Miscellaneous freshwater fishes,0.04375553125,15.5,3.3,0.01175,3,freshwater,Finfish,24.4333,PROTCNT_g,NA,56
Mystus vittatus, Miscellaneous freshwater fishes,0.128275150079418,21,3.1,0.00851,3.16,freshwater,Finfish,22.816667,PROTCNT_g,NA,56
Mytilus edulis,,0.00018578008120109,11,NA,2e-04,2.85,marine,Molluscs,52.372895,PROTCNT_g,-1.70952923335307,56
Mytilus galloprovincialis,Mussels,NA,7,2,NA,NA,marine,Molluscs,39.019184,PROTCNT_g,NA,56
Mytilus galloprovincialis,Mussels,NA,7,2,NA,NA,marine,Molluscs,39.019184,PROTCNT_g,-1.59653024606991,56
Mytilus galloprovincialis,Mussels,NA,7,2,NA,NA,marine,Molluscs,39.019184,PROTCNT_g,1.90643835970787,56
Mytilus galloprovincialis,Mussels,NA,7,2,NA,NA,marine,Molluscs,39.019184,PROTCNT_g,1.88132747364495,56
Mytilus galloprovincialis,Mussels,NA,7,2,NA,NA,marine,Molluscs,39.019184,PROTCNT_g,-1.5337530309126,56
Mytilus spp,Mussels,NA,11,NA,NA,NA,marine,Molluscs,2.852432,PROTCNT_g,-1.16964518300022,56
Mastacembelus armatus, Miscellaneous freshwater fishes,1.44018447637902,90,3.3,0.00339,2.88,freshwater,Finfish,24.4333,PROTCNT_g,NA,56
Mastacembelus pancalus, Miscellaneous freshwater fishes,1.44018447637902,90,3.3,0.00339,2.88,freshwater,Finfish,24.4333,PROTCNT_g,NA,56
Lepidocephalus guntea,"Carps, barbels and other cyprinids",0.0407181850518572,15,2.6,0.00741,3.18,freshwater,Finfish,24.4333,PROTCNT_g,NA,56
Velesunio ambiguus,Freshwater molluscs,NA,10,NA,NA,NA,freshwater,Molluscs,25.274398,PROTCNT_g,1.84366114455056,56
Nandus nandus, Miscellaneous freshwater fishes,0.10184789113657,20,3.9,0.01096,3.05,freshwater,Finfish,22.816667,PROTCNT_g,NA,56
Nemipterus japonicus, Miscellaneous coastal fishes,0.121861881449085,32,3.82,0.00474,2.930000067,marine,Finfish,3.144341,PROTCNT_g,-0.403763158081062,56
Nephrops norvegicus,"Lobsters, spiny-rock lobsters",0.000147576165796622,8,2.88,0.02302,0.8935,marine,Crustacean,39.019184,PROTCNT_g,-0.86831455024514,56
Nephrops norvegicus,"Lobsters, spiny-rock lobsters",0.000147576165796622,8,2.88,0.02302,0.8935,marine,Crustacean,39.019184,PROTCNT_g,-0.86831455024514,56
Nephrops norvegicus,"Lobsters, spiny-rock lobsters",0.000147576165796622,8,2.88,0.02302,0.8935,marine,Crustacean,39.019184,PROTCNT_g,NA,56
Nephrops norvegicus,"Lobsters, spiny-rock lobsters",0.000147576165796622,8,2.88,0.02302,0.8935,marine,Crustacean,63.968654,PROTCNT_g,NA,56
Nephrops norvegicus,"Lobsters, spiny-rock lobsters",0.000147576165796622,8,2.88,0.02302,0.8935,marine,Crustacean,63.968654,PROTCNT_g,-0.654872018710293,56
Nephrops norvegicus,"Lobsters, spiny-rock lobsters",0.000147576165796622,8,2.88,0.02302,0.8935,marine,Crustacean,63.968654,PROTCNT_g,NA,56
Nephrops norvegicus,"Lobsters, spiny-rock lobsters",0.000147576165796622,8,2.88,0.02302,0.8935,marine,Crustacean,37.017954,PROTCNT_g,NA,56
Nephrops norvegicus,"Lobsters, spiny-rock lobsters",0.000147576165796622,8,2.88,0.02302,0.8935,marine,Crustacean,37.37083333,PROTCNT_g,NA,56
Nephrops norvegicus,"Lobsters, spiny-rock lobsters",0.000147576165796622,8,2.88,0.02302,0.8935,marine,Crustacean,37.017954,PROTCNT_g,NA,56
Nephrops norvegicus,"Lobsters, spiny-rock lobsters",0.000147576165796622,8,2.88,0.02302,0.8935,marine,Crustacean,37.017954,PROTCNT_g,NA,56
Nephrops norvegicus,"Lobsters, spiny-rock lobsters",0.000147576165796622,8,2.88,0.02302,0.8935,marine,Crustacean,39.019184,PROTCNT_g,0.0105664619571708,56
Nephrops norvegicus,"Lobsters, spiny-rock lobsters",0.000147576165796622,8,2.88,0.02302,0.8935,marine,Crustacean,37.017954,PROTCNT_g,NA,56
Nephrops norvegicus,"Lobsters, spiny-rock lobsters",0.000147576165796622,8,2.88,0.02302,0.8935,marine,Crustacean,63.968654,PROTCNT_g,NA,56
Notopterus notopterus, Miscellaneous freshwater fishes,1.55718911084939,60,3.5,0.00692,3.01,freshwater,Finfish,22.816667,PROTCNT_g,NA,56
Notopterus spp, Miscellaneous freshwater fishes,NA,122,3.7,NA,NA,freshwater,Finfish,15.484682,PROTCNT_g,-0.993868980559756,56
Notothenia gibberifrons, Miscellaneous coastal fishes,1.6946374763299,55,3.2,0.00457,3.2,marine,Finfish,82.862752,PROTCNT_g,-0.215431512609138,56
Notothenia neglecta, Miscellaneous coastal fishes,1.15886563096846,45,3.1,0.00617,3.19,marine,Finfish,82.862752,PROTCNT_g,0.0482327910515556,56
Notothenia neglecta, Miscellaneous coastal fishes,1.15886563096846,45,3.1,0.00617,3.19,marine,Finfish,62,PROTCNT_g,NA,56
Oblada melanura, Miscellaneous coastal fishes,0.54400184857069,34,3,0.01202,3.04,marine,Finfish,39.019184,PROTCNT_g,0.0105664619571708,56
Octopus vulgaris,"Squids, cuttlefishes, octopuses",NA,130,NA,NA,NA,marine,Molluscs,39.019184,PROTCNT_g,-1.43330948666091,56
Octopus vulgaris,"Squids, cuttlefishes, octopuses",NA,130,NA,NA,NA,marine,Molluscs,39.019184,PROTCNT_g,-1.5337530309126,56
Octopus vulgaris,"Squids, cuttlefishes, octopuses",NA,130,NA,NA,NA,marine,Molluscs,39.019184,PROTCNT_g,NA,56
Octopus vulgaris,"Squids, cuttlefishes, octopuses",NA,130,NA,NA,NA,marine,Molluscs,39.019184,PROTCNT_g,-1.59653024606991,56
Octopus vulgaris,"Squids, cuttlefishes, octopuses",NA,32,3.55,NA,NA,marine,Molluscs,34.553128,PROTCNT_g,NA,56
Octopus vulgaris,"Squids, cuttlefishes, octopuses",NA,32,3.55,NA,NA,marine,Molluscs,34.553128,PROTCNT_g,NA,56
Octopus vulgaris,"Squids, cuttlefishes, octopuses",NA,32,3.55,NA,NA,marine,Molluscs,34.553128,PROTCNT_g,NA,56
Odax pullus, Miscellaneous coastal fishes,0.594909450135626,40,2.1,0.00692,3.08,marine,Finfish,40.900557,PROTCNT_g,-0.479095816269831,56
Oncorhynchus gorbusha,"Salmons, trouts, smelts",2.76205146640009,62,4.19,0.00336,3.299999952,marine,Finfish,61.01371,PROTCNT_g,NA,56
Oncorhynchus gorbusha,"Salmons, trouts, smelts",7.12603173803049,76,4.2,0.01148,3.08,marine,Finfish,53.726668,PROTCNT_g,NA,56
Oncorhynchus kisutch,"Salmons, trouts, smelts",11.1930519201145,88,4.25,0.01148,3.08,marine,Finfish,48.368122,PROTCNT_g,0.839225702033636,56
Oncorhynchus kisutch,,11.1930519201145,88,4.25,0.01148,3.08,marine,Finfish,52.372895,PROTCNT_g,-1.70952923335307,56
Oncorhynchus kisutch,"Salmons, trouts, smelts",11.1930519201145,88,4.25,0.01148,3.08,marine,Finfish,48.368122,PROTCNT_g,1.30377709419771,56
Oncorhynchus kisutch,,11.1930519201145,88,4.25,0.01148,3.08,marine,Finfish,52.372895,PROTCNT_g,-1.70952923335307,56
Oncorhynchus kisutch,,7.12603173803049,76,NA,0.01148,3.08,marine,Finfish,52.372895,PROTCNT_g,-1.70952923335307,56
Oncorhynchus mykiss,"Salmons, trouts, smelts",19.0512092482775,120,4.4,0.00955,3.03,freshwater,Finfish,46.207215,PROTCNT_g,0.889447474159482,56
Oncorhynchus mykiss,"Salmons, trouts, smelts",19.0512092482775,120,4.4,0.00955,3.03,freshwater,Finfish,46.207215,PROTCNT_g,0.236564436523479,56
Oncorhynchus mykiss,"Salmons, trouts, smelts",19.0512092482775,120,4.4,0.00955,3.03,freshwater,Finfish,42.740759,PROTCNT_g,-0.366096828986677,56
Oncorhynchus tshawytscha,"Salmons, trouts, smelts",29.8483843684906,121,4.4,0.01148,3.08,marine,Finfish,45.9053,PROTCNT_g,NA,56
Oncorhynchus tshawytscha,"Salmons, trouts, smelts",29.8483843684906,121,4.4,0.01148,3.08,marine,Finfish,45.867615,PROTCNT_g,0.63833861353025,56
Oncorhynchus keta,,21.8715260559634,100,NA,0.0138,3.1,marine,Finfish,52.372895,PROTCNT_g,-1.70952923335307,56
Oncorhynchus mykiss,,19.0512092482775,120,NA,0.00955,3.03,freshwater,Finfish,52.372895,PROTCNT_g,-1.70952923335307,56
Oncorhynchus nerka,,9.69889123556942,84,NA,0.01148,3.08,marine,Finfish,52.372895,PROTCNT_g,-1.70952923335307,56
Oncorhynchus tshawytscha,,57.8499470732865,150,NA,0.01148,3.08,marine,Finfish,52.372895,PROTCNT_g,-1.70952923335307,56
Ophiodon elongatus, Miscellaneous coastal fishes,NA,125,4.32,NA,NA,marine,Finfish,46.25,PROTCNT_g,-0.315875056860831,56
Opisthonema oglinum,"Herrings, sardines, anchovies",0.483957388160377,31,3.23,0.0174,2.980000019,marine,Finfish,23.372169,PROTCNT_g,NA,56
Orconectes limosus,Freshwater crustaceans,NA,NA,NA,NA,NA,freshwater,Crustacean,53.116156,PROTCNT_g,NA,56
Orconectes limosus,Freshwater crustaceans,NA,NA,NA,NA,NA,freshwater,Crustacean,52.585556,PROTCNT_g,NA,56
Tilapia spp,Tilapias and other cichlids,3.65822658200202,60,2,0.01995,2.96,freshwater,Finfish,4.565474,PROTCNT_g,-0.692538347804678,56
Tilapia spp,Tilapias and other cichlids,3.65822658200202,60,2,0.01995,2.96,freshwater,Finfish,4.565474,PROTCNT_g,NA,56
Oreochromis macrochir,Tilapias and other cichlids,1.23156343,43,2.2,0.01549,3,freshwater,Finfish,19.065134,PROTCNT_g,NA,56
Oreochromis macrochir,Tilapias and other cichlids,1.23156343,43,2.2,0.01549,3,freshwater,Finfish,19.065134,PROTCNT_g,NA,56
Oreochromis macrochir,Tilapias and other cichlids,1.23156343,43,2.2,0.01549,3,freshwater,Finfish,19.065134,PROTCNT_g,NA,56
Oreochromis niloticus,Tilapias and other cichlids,3.65822658200202,60,2,0.01995,2.96,freshwater,Finfish,7.031297,PROTCNT_g,NA,56
Oreochromis niloticus,Tilapias and other cichlids,3.65822658200202,60,2,0.01995,2.96,freshwater,Finfish,6.255568,PROTCNT_g,NA,56
Oreochromis niloticus,Tilapias and other cichlids,3.65822658200202,60,2,0.01995,2.96,freshwater,Finfish,19.065134,PROTCNT_g,NA,56
Oreochromis niloticus,Tilapias and other cichlids,3.65822658200202,60,2,0.01995,2.96,freshwater,Finfish,19.065134,PROTCNT_g,NA,56
Oreochromis niloticus,Tilapias and other cichlids,3.65822658200202,60,2,0.01995,2.96,freshwater,Finfish,7.031297,PROTCNT_g,NA,56
Oreochromis niloticus,Tilapias and other cichlids,3.65822658200202,60,2,0.01995,2.96,freshwater,Finfish,7.031297,PROTCNT_g,NA,56
Oreochromis niloticus,Tilapias and other cichlids,3.65822658200202,60,2,0.01995,2.96,freshwater,Finfish,7.031297,PROTCNT_g,NA,56
Oreochromis niloticus,Tilapias and other cichlids,3.65822658200202,60,2,0.01995,2.96,freshwater,Finfish,7.971943,PROTCNT_g,NA,56
Oreochromis niloticus,Tilapias and other cichlids,3.65822658200202,60,2,0.01995,2.96,freshwater,Finfish,7.971943,PROTCNT_g,NA,56
Oreochromis niloticus,Tilapias and other cichlids,3.65822658200202,60,2,0.01995,2.96,freshwater,Finfish,2.516667,PROTCNT_g,NA,56
Oreochromis niloticus,Tilapias and other cichlids,3.65822658200202,60,2,0.01995,2.96,freshwater,Finfish,2.516667,PROTCNT_g,NA,56
Oreochromis niloticus,Tilapias and other cichlids,3.65822658200202,60,2,0.01995,2.96,freshwater,Finfish,2.516667,PROTCNT_g,NA,56
Oreochromis niloticus,Tilapias and other cichlids,3.65822658200202,60,2,0.01995,2.96,freshwater,Finfish,6.255568,PROTCNT_g,NA,56
Oreochromis niloticus,Tilapias and other cichlids,3.65822658200202,60,2,0.01995,2.96,freshwater,Finfish,19.065134,PROTCNT_g,NA,56
Oreochromis niloticus,Tilapias and other cichlids,3.65822658200202,60,2,0.01995,2.96,freshwater,Finfish,6.255568,PROTCNT_g,NA,56
Oreochromis niloticus,Tilapias and other cichlids,3.65822658200202,60,2,0.01995,2.96,freshwater,Finfish,1.504705,PROTCNT_g,NA,56
Oreochromis niloticus,Tilapias and other cichlids,3.65822658200202,60,2,0.01995,2.96,freshwater,Finfish,11.066667,PROTCNT_g,-1.1445342969373,56
Oreochromis niloticus,Tilapias and other cichlids,3.65822658200202,60,2,0.01995,2.96,freshwater,Finfish,7.971943,PROTCNT_g,NA,56
Oreochromis niloticus,Tilapias and other cichlids,3.65822658200202,60,2,0.01995,2.96,freshwater,Finfish,0.033333,PROTCNT_g,NA,56
Oreochromis niloticus,Tilapias and other cichlids,3.65822658200202,60,2,0.01995,2.96,freshwater,Finfish,15.484682,PROTCNT_g,0.450006968058326,56
Oreochromis niloticus,Tilapias and other cichlids,3.65822658200202,60,2,0.01995,2.96,freshwater,Finfish,1.433393,PROTCNT_g,NA,56
Oreochromis niloticus,Tilapias and other cichlids,3.65822658200202,60,2,0.01995,2.96,freshwater,Finfish,0.755775,PROTCNT_g,NA,56
Osteochilus hasselti,"Carps, barbels and other cyprinids",0.50223420803594,32,2.6,0.01122,3.09,freshwater,Finfish,12.265754,PROTCNT_g,NA,56
Ostrea edulis,Oysters,NA,20,NA,NA,NA,marine,Molluscs,39.019184,PROTCNT_g,NA,56
Pagelius erythrinus, Miscellaneous coastal fishes,2.5570838559963,60,3.4,0.01047,3.03,marine,Finfish,38.963745,PROTCNT_g,NA,56
Pagellus bogaraveo, Miscellaneous coastal fishes,4.88655182735429,70,3.7,0.01202,3.04,marine,Finfish,39.019184,PROTCNT_g,1.04011279053702,56
Pagellus bogaraveo, Miscellaneous coastal fishes,7.61192309174919,70,3.66,0.0124,3.137000084,marine,Finfish,42.575055,PROTCNT_g,NA,56
Pagellus bogaraveo, Miscellaneous coastal fishes,7.61192309174919,70,3.66,0.0124,3.137000084,marine,Finfish,42.575055,PROTCNT_g,NA,56
Pagellus bogaraveo, Miscellaneous coastal fishes,7.61192309174919,70,3.66,0.0124,3.137000084,marine,Finfish,42.575055,PROTCNT_g,NA,56
Pagellus erythrinus, Miscellaneous coastal fishes,4.4496,60,3.52,0.0206,3,marine,Finfish,34.208024,PROTCNT_g,0.249119879554941,56
Pagrus auratus, Miscellaneous coastal fishes,35.855127417963,130,3.3,0.0447,2.792999983,marine,Finfish,39.019184,PROTCNT_g,0.537895069278558,56
Pagrus caeruleocinctus, Miscellaneous coastal fishes,10.8867887551479,90,3.8,0.02239,2.91,marine,Finfish,37.370157,PROTCNT_g,NA,56
Pagrus caeruleocinctus, Miscellaneous coastal fishes,10.8867887551479,90,3.8,0.02239,2.91,marine,Finfish,34.208024,PROTCNT_g,-0.403763158081062,56
Pagrus pagrus, Miscellaneous coastal fishes,6.55243766664437,75,3.65,0.0152,3.005000114,marine,Finfish,14.764504,PROTCNT_g,1.15311177782018,56
Pagrus pagrus, Miscellaneous coastal fishes,6.55243766664437,75,3.65,0.0152,3.005000114,marine,Finfish,39.919841,PROTCNT_g,NA,56
Palaemon serratus,"Shrimps, prawns",NA,11,2.7,NA,NA,marine,Crustacean,5.516667,PROTCNT_g,1.76832848636179,56
Palaemonidae,Freshwater crustaceans,NA,NA,NA,NA,NA,freshwater,Crustacean,14.903036,PROTCNT_g,-1.10686796784291,56
Palinurus elephas,"Lobsters, spiny-rock lobsters",NA,15,2.6,NA,NA,marine,Crustacean,37.966667,PROTCNT_g,NA,56
Palinurus elephas,"Lobsters, spiny-rock lobsters",NA,15,2.6,NA,NA,marine,Crustacean,37.966667,PROTCNT_g,NA,56
Palinurus elephas,"Lobsters, spiny-rock lobsters",NA,15,2.6,NA,NA,marine,Crustacean,37.966667,PROTCNT_g,-0.416318601112523,56
Palinurus elephas,"Lobsters, spiny-rock lobsters",NA,50,NA,NA,NA,marine,Crustacean,37.37083333,PROTCNT_g,NA,56
Pampus argenteus, Miscellaneous pelagic fishes,6.83195841135666,60,3.18,0.042300001,2.928999901,marine,Finfish,9.71212,PROTCNT_g,0.198898107429095,56
Pampus argenteus, Miscellaneous pelagic fishes,6.83195841135666,60,3.18,0.042300001,2.928999901,marine,Finfish,3.144341,PROTCNT_g,-0.177765183514753,56
Pampus spp, Miscellaneous pelagic fishes,0.32585415915851,25.8,3.3,0.01778,3.02,marine,Finfish,29.985295,PROTCNT_g,-0.190320626546215,56
Panaeus brasiliensis,"Shrimps, prawns",NA,19.1,NA,NA,NA,marine,Crustacean,27.242339,PROTCNT_g,NA,56
Panaeus brasiliensis,"Shrimps, prawns",NA,19.1,NA,NA,NA,marine,Crustacean,23.55052,PROTCNT_g,NA,56
Panaeus brasiliensis,"Shrimps, prawns",NA,19.1,NA,NA,NA,marine,Crustacean,27.242339,PROTCNT_g,NA,56
Pandalus borealis,"Shrimps, prawns",0.358975229775721,14,2.46,0.025948,3.613,marine,Crustacean,34.854423,PROTCNT_g,-1.52119758788114,56
Pandalus jordani,"Shrimps, prawns",NA,3,3.24,NA,NA,marine,Crustacean,46.25,PROTCNT_g,-0.303319613829369,56
Pandalus jordani,"Shrimps, prawns",NA,3,3.24,NA,NA,marine,Crustacean,46.25,PROTCNT_g,-0.918536322370987,56
Pandalus jordani,"Shrimps, prawns",NA,3,3.24,NA,NA,marine,Crustacean,36.778261,PROTCNT_g,-0.730204676899063,56
Pangasius hypophthalamus, Miscellaneous freshwater fishes,NA,130,3.1,NA,NA,freshwater,Finfish,15.484682,PROTCNT_g,-0.86831455024514,56
Panopea abrupta," Clams, cockles, arkshells",NA,17.5,NA,NA,NA,marine,Molluscs,47.735928,PROTCNT_g,-1.35797682847214,56
Paralithodes camtschaticus,"King crabs, squat-lobsters",NA,40,2.82,NA,NA,marine,Crustacean,52.183333,PROTCNT_g,NA,56
Paralithodes platypus,"King crabs, squat-lobsters",NA,18,2.82,NA,NA,marine,Crustacean,56.4097,PROTCNT_g,NA,56
Parambassis wolffii, Miscellaneous coastal fishes,0.164453525042636,20,3.7,0.01995,3.01,marine,Finfish,12.265754,PROTCNT_g,NA,56
Parapenaeopsis atlantica,"Shrimps, prawns",NA,12,NA,NA,NA,marine,Crustacean,6.524379,PROTCNT_g,1.37910975238648,56
Parapenaeopsis stylifera,"Shrimps, prawns",NA,14.5,NA,NA,NA,marine,Crustacean,11.753288,PROTCNT_g,NA,56
Parapenaeus longirostris,"Shrimps, prawns",NA,4,3.31,NA,NA,marine,Crustacean,37.017954,PROTCNT_g,NA,56
Parapenaeus longirostris,"Shrimps, prawns",NA,4,3.31,NA,NA,marine,Crustacean,37.017954,PROTCNT_g,NA,56
Parastromateus niger, Miscellaneous pelagic fishes,5.2840433833651,62,3.64,0.0211,3.012000084,marine,Finfish,3.144341,PROTCNT_g,0.261675322586403,56
Parastromateus niger, Miscellaneous pelagic fishes,5.2840433833651,62,3.64,0.0211,3.012000084,marine,Finfish,9.71212,PROTCNT_g,0.763893043844866,56
Parona signata, Miscellaneous pelagic fishes,0.779893998762744,46,3.4,0.01175,2.9,marine,Finfish,34.941407,PROTCNT_g,0.927113803253867,56
Patagonotothen ramsayi,Miscellaneous demersal fishes,1.07869633215983,44,3.5,0.00617,3.19,marine,Finfish,51.796253,PROTCNT_g,NA,56
Patagonotothen ramsayi,Miscellaneous demersal fishes,1.07869633215983,44,3.5,0.00617,3.19,marine,Finfish,51.796253,PROTCNT_g,NA,56
Patagonotothen ramsayi,Miscellaneous demersal fishes,1.07869633215983,44,3.5,0.00617,3.19,marine,Finfish,51.796253,PROTCNT_g,NA,56
Patagonotothen ramsayi,Miscellaneous demersal fishes,1.07869633215983,44,3.5,0.00617,3.19,marine,Finfish,51.796253,PROTCNT_g,NA,56
Patagonotothen ramsayi,Miscellaneous demersal fishes,1.07869633215983,44,3.5,0.00617,3.19,marine,Finfish,51.796253,PROTCNT_g,NA,56
Penaeus indicus,"Shrimps, prawns",NA,18.4,NA,NA,NA,marine,Crustacean,11.753288,PROTCNT_g,NA,56
Penaeus kerathurus,"Shrimps, prawns",NA,18,NA,NA,NA,marine,Crustacean,40.26691,PROTCNT_g,-1.34542138544068,56
Penaeus kerathurus,"Shrimps, prawns",NA,18,NA,NA,NA,marine,Crustacean,40.26691,PROTCNT_g,NA,56
Penaeus monodon,"Shrimps, prawns",NA,31,2.6,NA,NA,marine,Crustacean,11.753288,PROTCNT_g,NA,56
Penaeus notialis,"Shrimps, prawns",NA,17.5,NA,NA,NA,marine,Crustacean,6.524379,PROTCNT_g,1.69299582817302,56
Penaeus schmitti,"Shrimps, prawns",NA,17.5,NA,NA,NA,marine,Crustacean,27.242339,PROTCNT_g,NA,56
Penaeus schmitti,"Shrimps, prawns",NA,17.5,NA,NA,NA,marine,Crustacean,27.242339,PROTCNT_g,NA,56
Penaeus semisulcatus,"Shrimps, prawns",NA,6,2.7,NA,NA,marine,Crustacean,36.56945,PROTCNT_g,0.87689203112802,56
Penaeus semisulcatus,"Shrimps, prawns",NA,6,2.7,NA,NA,marine,Crustacean,36.56945,PROTCNT_g,0.801559372939251,56
Penaeus semisulcatus,"Shrimps, prawns",NA,6,2.7,NA,NA,marine,Crustacean,36.56945,PROTCNT_g,1.19077810691456,56
Penaeus semisulcatus,"Shrimps, prawns",NA,6,2.7,NA,NA,marine,Crustacean,36.56945,PROTCNT_g,0.826670259002174,56
Penaeus semisulcatus,"Shrimps, prawns",NA,6,2.7,NA,NA,marine,Crustacean,36.783922,PROTCNT_g,NA,56
Penaeus semisulcatus,"Shrimps, prawns",NA,6,2.7,NA,NA,marine,Crustacean,36.783922,PROTCNT_g,NA,56
Penaeus semisulcatus,"Shrimps, prawns",NA,6,2.7,NA,NA,marine,Crustacean,36.783922,PROTCNT_g,NA,56
Penaeus semisulcatus,"Shrimps, prawns",NA,6,2.7,NA,NA,marine,Crustacean,36.783922,PROTCNT_g,NA,56
Perca flavescens, Miscellaneous freshwater fishes,1.79793474253376,50,3.7,0.0123,3.04,freshwater,Finfish,45.052237,PROTCNT_g,-0.642316575678832,56
Perca flavescens, Miscellaneous freshwater fishes,1.79793474253376,50,3.7,0.0123,3.04,freshwater,Finfish,42.740759,PROTCNT_g,-0.843203664182217,56
Perca fluviatilis, Miscellaneous freshwater fishes,2.99713186592385,60,4.4,0.01,3.08,freshwater,Finfish,42.606001,PROTCNT_g,-0.491651259301293,56
Perca fluviatilis, Miscellaneous freshwater fishes,2.99713186592385,60,4.4,0.01,3.08,freshwater,Finfish,42.119525,PROTCNT_g,-0.278208727766446,56
Perca fluviatilis, Miscellaneous freshwater fishes,2.99713186592385,60,4.4,0.01,3.08,freshwater,Finfish,42.260357,PROTCNT_g,-0.428874044143985,56
Perca fluviatilis, Miscellaneous freshwater fishes,2.99713186592385,60,4.4,0.01,3.08,freshwater,Finfish,54.117096,PROTCNT_g,NA,56
Perca fluviatilis, Miscellaneous freshwater fishes,2.99713186592385,60,4.4,0.01,3.08,freshwater,Finfish,54.084241,PROTCNT_g,NA,56
Perca fluviatilis, Miscellaneous freshwater fishes,2.99713186592385,60,4.4,0.01,3.08,freshwater,Finfish,54.00394,PROTCNT_g,NA,56
Perca fluviatilis, Miscellaneous freshwater fishes,2.99713186592385,60,4.4,0.01,3.08,freshwater,Finfish,54.117096,PROTCNT_g,NA,56
Perca fluviatilis, Miscellaneous freshwater fishes,2.99713186592385,60,4.4,0.01,3.08,freshwater,Finfish,54.084241,PROTCNT_g,NA,56
Perca fluviatilis, Miscellaneous freshwater fishes,2.99713186592385,60,4.4,0.01,3.08,freshwater,Finfish,61.92411,PROTCNT_g,NA,56
Perca fluviatilis, Miscellaneous freshwater fishes,2.99713186592385,60,4.4,0.01,3.08,freshwater,Finfish,61.92411,PROTCNT_g,NA,56
Perca fluviatilis, Miscellaneous freshwater fishes,2.99713186592385,60,4.4,0.01,3.08,freshwater,Finfish,61.92411,PROTCNT_g,NA,56
Perca fluviatilis, Miscellaneous freshwater fishes,2.99713186592385,60,4.4,0.01,3.08,freshwater,Finfish,61.92411,PROTCNT_g,NA,56
Perca fluviatilis, Miscellaneous freshwater fishes,2.99713186592385,60,4.4,0.01,3.08,freshwater,Finfish,61.341081,PROTCNT_g,NA,56
Perca fluviatilis, Miscellaneous freshwater fishes,2.99713186592385,60,4.4,0.01,3.08,freshwater,Finfish,61.341081,PROTCNT_g,NA,56
Perca fluviatilis, Miscellaneous freshwater fishes,2.99713186592385,60,4.4,0.01,3.08,freshwater,Finfish,61.508114,PROTCNT_g,NA,56
Perca fluviatilis, Miscellaneous freshwater fishes,2.99713186592385,60,4.4,0.01,3.08,freshwater,Finfish,61.508114,PROTCNT_g,NA,56
Perca Fluviatilis, Miscellaneous freshwater fishes,2.99713186592385,60,4.4,0.01,3.08,freshwater,Finfish,51.821038,PROTCNT_g,NA,56
Perca Fluviatilis, Miscellaneous freshwater fishes,2.99713186592385,60,4.4,0.01,3.08,freshwater,Finfish,46.402497,PROTCNT_g,NA,56
Perca Fluviatilis, Miscellaneous freshwater fishes,2.99713186592385,60,4.4,0.01,3.08,freshwater,Finfish,51.821038,PROTCNT_g,NA,56
Perca Fluviatilis, Miscellaneous freshwater fishes,2.99713186592385,60,4.4,0.01,3.08,freshwater,Finfish,51.821038,PROTCNT_g,NA,56
Perca Fluviatilis, Miscellaneous freshwater fishes,2.99713186592385,60,4.4,0.01,3.08,freshwater,Finfish,51.821038,PROTCNT_g,NA,56
Perca Fluviatilis, Miscellaneous freshwater fishes,2.99713186592385,60,4.4,0.01,3.08,freshwater,Finfish,51.821038,PROTCNT_g,NA,56
Perca Fluviatilis, Miscellaneous freshwater fishes,2.99713186592385,60,4.4,0.01,3.08,freshwater,Finfish,46.402497,PROTCNT_g,NA,56
Perca Fluviatilis, Miscellaneous freshwater fishes,2.99713186592385,60,4.4,0.01,3.08,freshwater,Finfish,46.402497,PROTCNT_g,NA,56
Perca Fluviatilis, Miscellaneous freshwater fishes,2.99713186592385,60,4.4,0.01,3.08,freshwater,Finfish,46.402497,PROTCNT_g,NA,56
Perca Fluviatilis, Miscellaneous freshwater fishes,2.99713186592385,60,4.4,0.01,3.08,freshwater,Finfish,46.402497,PROTCNT_g,NA,56
Perna viridis,Mussels,NA,11,2,NA,NA,marine,Molluscs,5.262923,PROTCNT_g,NA,56
Perna viridis,Mussels,NA,11,2,NA,NA,marine,Molluscs,5.937638,PROTCNT_g,NA,56
Perna viridis,Mussels,NA,11,2,NA,NA,marine,Molluscs,5.773067,PROTCNT_g,NA,56
Perna viridis,Mussels,NA,11,2,NA,NA,marine,Molluscs,2.189594,PROTCNT_g,NA,56
