species,taxon,max_size,max_length,TL,CA_mg,EPA_g,DHA_g,FE_mg,ZN_mg,HG_mcg,FAT,PROTCNT_g,lwA,lwB,Habitat,Subgroup,Abs_lat
Sebastes melanops,Miscellaneous demersal fishes,NA,63,4.4,NA,NA,NA,NA,NA,NA,NA,144,NA,NA,marine,Finfish,46.245311
Sebastes mentella,Miscellaneous demersal fishes,0.470122942573628,33,3.65,NA,NA,NA,NA,NA,NA,NA,NA,0.00955,3.09,marine,Finfish,62.46011
Sebastes mentella,Miscellaneous demersal fishes,0.470122942573628,33,3.65,NA,NA,NA,NA,NA,NA,NA,NA,0.00955,3.09,marine,Finfish,62.46011
Sebastes mentella,Miscellaneous demersal fishes,0.470122942573628,33,3.65,12,NA,NA,0.15,0.26,13,NA,120,0.00955,3.09,marine,Finfish,63.968654
Sebastes pinniger,Miscellaneous demersal fishes,NA,63,3.8,NA,0.342824772,0.534559245,NA,NA,NA,3.31,NA,NA,NA,marine,Finfish,53.726668
Sebastes pinniger,Miscellaneous demersal fishes,NA,76,3.8,NA,NA,NA,NA,NA,NA,NA,131,NA,NA,marine,Finfish,46.25
Sebastes ruberrimus,NA,NA,104,NA,32,NA,NA,0.18,0.36,1,NA,1,NA,NA,marine,Finfish,52.372895
Sebastes viviparus,Miscellaneous demersal fishes,0.802489622878944,35,4,NA,NA,NA,NA,NA,NA,NA,NA,0.0115,3.137000084,marine,Finfish,NA
Sebastes viviparus,Miscellaneous demersal fishes,0.802489622878944,35,4,NA,NA,NA,NA,NA,NA,NA,NA,0.0115,3.137000084,marine,Finfish,NA
Selaroides leptolepis,Miscellaneous pelagic fishes,0.069632004096,16,3.53,NA,NA,NA,NA,NA,NA,NA,179,0.017000001,3,marine,Finfish,3.144341
Selene vomer,Miscellaneous pelagic fishes,1.20452692993228,48.3,4.3,NA,NA,NA,NA,NA,NA,NA,88,0.01349,2.94,marine,Finfish,19.173773
Seriolina nigrofasciata,Miscellaneous pelagic fishes,NA,156,4.17,NA,NA,NA,NA,NA,NA,NA,103,NA,NA,marine,Finfish,9.71212
Serranus scriba,Miscellaneous coastal fishes,0.54527701468894,36,3.8,NA,0.10842208,0.19677565,NA,NA,NA,1.55,NA,0.00977,3.05,marine,Finfish,18.1
Serranus scriba,Miscellaneous coastal fishes,0.54527701468894,36,3.8,NA,0.105407344,0.19154906,NA,NA,NA,1.34,NA,0.00977,3.05,marine,Finfish,18.1
Serranus scriba,Miscellaneous coastal fishes,0.54527701468894,36,3.8,NA,0.116075408,0.21431354,NA,NA,NA,1.58,NA,0.00977,3.05,marine,Finfish,18.1
Serranus scriba,Miscellaneous coastal fishes,0.54527701468894,36,3.8,NA,0.098665966,0.19021594,NA,NA,NA,1.62,NA,0.00977,3.05,marine,Finfish,18.1
Serranus scriba,Miscellaneous coastal fishes,0.54527701468894,36,3.8,NA,0.1030907,0.19813675,NA,NA,NA,1.75,NA,0.00977,3.05,marine,Finfish,18.1
Serranus scriba,Miscellaneous coastal fishes,0.54527701468894,36,3.8,NA,0.145047875,0.23870736,NA,NA,NA,1.93,NA,0.00977,3.05,marine,Finfish,18.1
Siganus rivulatus,Miscellaneous coastal fishes,0.228919148862593,27,2,NA,NA,NA,NA,NA,NA,NA,147,0.01202,2.99,marine,Finfish,33.917053
Siganus rivulatus,Miscellaneous coastal fishes,0.228919148862593,27,2,NA,NA,NA,NA,NA,NA,NA,116,0.01202,2.99,marine,Finfish,33.917053
Siganus rivulatus,Miscellaneous coastal fishes,0.228919148862593,27,2,NA,NA,NA,NA,NA,NA,NA,149,0.01202,2.99,marine,Finfish,33.917053
Siganus rivulatus,Miscellaneous coastal fishes,0.228919148862593,27,2,NA,NA,NA,NA,NA,NA,NA,95,0.01202,2.99,marine,Finfish,33.917053
Siganus rivulatus,Miscellaneous coastal fishes,0.228919148862593,27,2,NA,NA,NA,NA,NA,NA,NA,250,0.01202,2.99,marine,Finfish,33.917053
Siganus rivulatus,Miscellaneous coastal fishes,0.228919148862593,27,2,NA,NA,NA,NA,NA,NA,NA,223,0.01202,2.99,marine,Finfish,33.917053
Siganus rivulatus,Miscellaneous coastal fishes,0.228919148862593,27,2,NA,NA,NA,NA,NA,NA,NA,140,0.01202,2.99,marine,Finfish,33.917053
Siganus rivulatus,Miscellaneous coastal fishes,0.228919148862593,27,2,NA,NA,NA,NA,NA,NA,NA,187,0.01202,2.99,marine,Finfish,33.917053
Sillago sihama,Miscellaneous coastal fishes,0.280264514374905,31,3.37,NA,0.10363353,0.127099973,NA,NA,NA,1.43,NA,0.00507,3.180020094,marine,Finfish,37.370157
Silurus glanis,Miscellaneous freshwater fishes,839.32289956449,500,4.4,NA,0.010030392,0.05378616,NA,NA,NA,0.54,NA,0.00631,3.01,freshwater,Finfish,37
Silurus glanis,Miscellaneous freshwater fishes,839.32289956449,500,4.4,NA,NA,NA,NA,1.31,NA,NA,71,0.00631,3.01,freshwater,Finfish,36.967401
Silurus glanis,Miscellaneous freshwater fishes,839.32289956449,500,4.4,27,NA,NA,0.6,0.4,30,NA,101,0.00631,3.01,freshwater,Finfish,41.53
Silurus glanis,Miscellaneous freshwater fishes,839.32289956449,500,4.4,24,NA,NA,0.6,0.4,11,NA,101,0.00631,3.01,freshwater,Finfish,41.53
Silurus glanis,Miscellaneous freshwater fishes,839.32289956449,500,4.4,NA,0.2498,0.3747,NA,NA,NA,3.5,NA,0.00631,3.01,freshwater,Finfish,41.53
Pegusa lascaris,"Flounders, halibuts, soles",0.678954044738773,40,3.2,NA,0.032159656,0.223749096,NA,NA,NA,1.07,NA,0.00689,3.117000103,marine,Finfish,37.370157
Solea solea,"Flounders, halibuts, soles",2.52864787514094,70,3.17,NA,0.042096598,0.10236754,NA,NA,NA,0.74,NA,0.00622,3.039999962,marine,Finfish,38.963745
Solea solea,"Flounders, halibuts, soles",3.35924576513366,70,3.1,NA,NA,NA,NA,NA,NA,NA,40,0.00759,3.06,marine,Finfish,39.019184
Solea solea,"Flounders, halibuts, soles",3.35924576513366,70,3.1,NA,NA,NA,NA,NA,NA,NA,101,0.00759,3.06,marine,Finfish,39.019184
Solea solea,"Flounders, halibuts, soles",3.35924576513366,70,3.1,NA,0.0385688,0.1060642,NA,NA,NA,NA,NA,0.00759,3.06,marine,Finfish,39.019184
Solea solea,"Flounders, halibuts, soles",0.0901843515265369,20,3.5,1032.53,NA,NA,1.23,1.676976,NA,NA,NA,0.01,3.04,freshwater,Finfish,12.265754
Sorubim lima,Miscellaneous freshwater fishes,1.1973389176663,54.2,4.1,NA,0.02059454,0.077229525,NA,NA,NA,11.19,42,0.00525,3.09,freshwater,Finfish,19.427757
Sparisoma cretense,Miscellaneous coastal fishes,1.80593276373233,50,2.9,NA,NA,NA,NA,NA,NA,NA,138,0.00977,3.1,marine,Finfish,39.019184
Sparus aurata,Miscellaneous coastal fishes,2.63224641455137,57,3.26,NA,NA,NA,NA,NA,NA,NA,182,0.01259,3.03,marine,Finfish,NA
Sparus aurata,Miscellaneous coastal fishes,2.63224641455137,57,3.26,NA,NA,NA,NA,NA,NA,NA,155,0.01259,3.03,marine,Finfish,NA
Sphyraena chrysotaenia,Miscellaneous pelagic fishes,0.119591852130128,30,4,NA,0.131130055,0.3746573,NA,NA,NA,3.15,NA,0.00562,2.93,marine,Finfish,37.370157
Sphyraena sphyraena,Miscellaneous pelagic fishes,31.2607791875473,165,4,NA,0.231342613,1.151438152,NA,NA,NA,8.23,NA,0.01047,2.92,marine,Finfish,37.370157
Spicara maena,Miscellaneous coastal fishes,0.222150648951359,25,3.23,NA,0.14269852,0.79194836,NA,NA,NA,3.2,NA,0.0125,3.039999962,marine,Finfish,37.370157
Spicara smaris,Miscellaneous coastal fishes,0.099804116278368,20,3,NA,1.408857307,1.539876184,NA,NA,NA,17.49,104,0.01175,3.02,marine,Finfish,42.163403
Sparus aurata,Miscellaneous coastal fishes,0.099804116278368,20,3,NA,NA,NA,NA,NA,NA,NA,NA,0.01175,3.02,marine,Finfish,39.019184
Sparus aurata,Miscellaneous coastal fishes,0.099804116278368,20,3,NA,0.15507,0.12061,NA,NA,NA,NA,NA,0.01175,3.02,marine,Finfish,39.019184
Sparus aurata,Miscellaneous coastal fishes,0.099804116278368,20,3,NA,NA,NA,NA,NA,NA,NA,23,0.01175,3.02,marine,Finfish,39.019184
Sparus aurata,Miscellaneous coastal fishes,0.099804116278368,20,3,NA,NA,NA,NA,NA,NA,NA,101,0.01175,3.02,marine,Finfish,39.019184
Spondyliosoma cantharus,Miscellaneous coastal fishes,3.07485059665649,60,3.3,NA,NA,NA,NA,NA,NA,NA,138,0.01259,3.03,marine,Finfish,39.019184
Spondyliosoma cantharus,Miscellaneous coastal fishes,3.5836714000044,60,3.34,NA,0.033929888,0.156796386,NA,NA,NA,0.737,NA,0.0151,3.023000002,marine,Finfish,28.291564
Sprattus sprattus,"Herrings, sardines, anchovies",0.0292929858317796,16,3,NA,1.056644771,1.801599783,NA,NA,NA,11.1,NA,0.00589,3.07,marine,Finfish,41.85509
Sprattus sprattus,"Herrings, sardines, anchovies",0.0292929858317796,16,3,NA,0.269298689,0.602071825,NA,NA,NA,3.79,NA,0.00589,3.07,marine,Finfish,41.85509
Sprattus sprattus,"Herrings, sardines, anchovies",0.0292929858317796,16,3,NA,0.767001262,1.423021634,NA,NA,NA,13.37,253,0.00589,3.07,marine,Finfish,42.163403
Squalus acanthias,"Sharks, rays, chimaeras",11.3873959131709,130,4.3,NA,NA,NA,NA,NA,NA,NA,129,0.0031,3.105600119,marine,Finfish,40.900557
Stolothrissa tanganicae,Miscellaneous freshwater fishes,0.00512801871298443,10,2.7,NA,NA,NA,NA,NA,NA,NA,NA,0.00389,3.12,freshwater,Finfish,6.255568
Stolothrissa tanganicae,Miscellaneous freshwater fishes,0.00512801871298443,10,2.7,NA,NA,NA,NA,NA,NA,NA,NA,0.00389,3.12,freshwater,Finfish,6.255568
Syacium gunteri,"Flounders, halibuts, soles",0.0773623494190496,20,3.3,NA,NA,NA,NA,NA,NA,NA,62,0.00617,3.15,marine,Finfish,19.173773
Synodus synodus,Miscellaneous coastal fishes,0.854472267857327,48.3,4.5,NA,NA,NA,NA,NA,NA,NA,67,0.00363,3.19,marine,Finfish,19.173773
Synodontis multipunctatus,Miscellaneous freshwater fishes,0.436099692551472,35,3.3,NA,0.0175,0.0696,NA,NA,NA,NA,NA,0.01259,2.94,freshwater,Finfish,0.755775
Synodontis multipunctatus,Miscellaneous freshwater fishes,0.436099692551472,35,3.3,NA,0.02146,0.04448,NA,NA,NA,NA,NA,0.01259,2.94,freshwater,Finfish,1.433393
Synodontis multipunctatus,Miscellaneous freshwater fishes,0.436099692551472,35,3.3,NA,0.15710949,0.71572101,NA,NA,NA,NA,NA,0.01259,2.94,freshwater,Finfish,0.033333
Tenualosa ilisha,Shads,3.70347652756945,60,2.04,63.82,NA,NA,NA,NA,NA,NA,73,0.026900001,2.890000105,brackish,Finfish,23.232099
Tenualosa ilisha,Shads,3.70347652756945,60,2.04,62.31,NA,NA,NA,NA,NA,NA,72,0.026900001,2.890000105,brackish,Finfish,23.232099
Tenualosa ilisha,Shads,3.70347652756945,60,2.04,61.21,NA,NA,NA,NA,NA,NA,73,0.026900001,2.890000105,brackish,Finfish,23.232099
Tenualosa ilisha,Shads,3.70347652756945,60,2.04,63.36,NA,NA,NA,NA,NA,NA,83,0.026900001,2.890000105,brackish,Finfish,23.232099
Tenualosa ilisha,Shads,3.70347652756945,60,2.04,68.75,NA,NA,NA,NA,NA,NA,38,0.026900001,2.890000105,brackish,Finfish,23.232099
Tenualosa ilisha,Shads,3.70347652756945,60,2.04,47.01,NA,NA,NA,NA,NA,NA,24,0.026900001,2.890000105,brackish,Finfish,23.232099
Tenualosa ilisha,Shads,3.70347652756945,60,2.04,56.61,NA,NA,NA,NA,NA,NA,35,0.026900001,2.890000105,brackish,Finfish,23.232099
Tenualosa ilisha,Shads,3.70347652756945,60,2.04,55.14,NA,NA,NA,NA,NA,NA,28,0.026900001,2.890000105,brackish,Finfish,23.232099
Tenualosa ilisha,Shads,3.70347652756945,60,2.04,50.29,NA,NA,NA,NA,NA,NA,43,0.026900001,2.890000105,brackish,Finfish,23.232099
Tenualosa ilisha,Shads,3.70347652756945,60,2.04,49.82,NA,NA,NA,NA,NA,NA,26,0.026900001,2.890000105,brackish,Finfish,23.232099
Tenualosa ilisha,Shads,3.70347652756945,60,2.04,57.78,NA,NA,NA,NA,NA,NA,36,0.026900001,2.890000105,brackish,Finfish,23.232099
Tenualosa ilisha,Shads,3.70347652756945,60,2.04,59.05,NA,NA,NA,NA,NA,NA,47,0.026900001,2.890000105,brackish,Finfish,23.232099
Tenualosa macrura,Shads,1.63611403320863,52,2.3,NA,NA,NA,NA,NA,NA,NA,80,0.00955,3.05,brackish,Finfish,3.144341
Thaleichthys pacificus,NA,0.250236280528861,34,NA,NA,NA,NA,NA,NA,1,NA,1,0.00417,3.12,marine,Finfish,52.372895
Theragra chalcogramma,"Cods, hakes, haddocks",3.00062433916019,75,3.45,13,NA,NA,0.17,0.3086,35,NA,NA,0.0104,2.911999941,marine,Finfish,56.90728
Theragra chalcogramma,"Cods, hakes, haddocks",3.00062433916019,75,3.45,NA,0.073486459,0.172161486,NA,NA,NA,0.79,NA,0.0104,2.911999941,marine,Finfish,53.726668
Theragra chalcogramma,"Cods, hakes, haddocks",3.00062433916019,75,3.45,14.2,NA,NA,0.21,0.4179,10,NA,NA,0.0104,2.911999941,marine,Finfish,56.167222
Theragra chalcogramma,"Cods, hakes, haddocks",3.00062433916019,75,3.45,NA,0.059177815,0.122460992,NA,NA,NA,NA,NA,0.0104,2.911999941,marine,Finfish,57.79
Theragra chalcogramma,"Cods, hakes, haddocks",3.00062433916019,75,3.45,NA,0.014905677,0.024626354,NA,NA,NA,NA,14,0.0104,2.911999941,marine,Finfish,22.314446
Theragra chalcogramma,"Cods, hakes, haddocks",3.00062433916019,75,3.45,9.9,NA,NA,0.2,0.4396,35,NA,NA,0.0104,2.911999941,marine,Finfish,57.881667
Thunnus alalunga,"Tunas, bonitos, billfishes",25.6140200451991,136,4.31,18,0.29393,0.85918,0.6,0.5,53,5,258,0.0272,2.799999952,marine,Finfish,36.102376
Thunnus alalunga,"Tunas, bonitos, billfishes",25.6140200451991,136,4.31,NA,NA,NA,NA,NA,NA,NA,266,0.0272,2.799999952,marine,Finfish,46.25
Thunnus alalunga,"Tunas, bonitos, billfishes",25.6140200451991,136,4.31,NA,NA,NA,NA,NA,NA,NA,280,0.0272,2.799999952,marine,Finfish,43
Thunnus orientalis,"Tunas, bonitos, billfishes",NA,300,4.21,NA,0.118887,0.401459,NA,NA,NA,NA,279,NA,NA,marine,Finfish,36.594682
Thunnus thynnus,"Tunas, bonitos, billfishes",830.25816551271,376,4.43,NA,0.22137,1.70973,NA,NA,NA,4.71,NA,0.0231,2.934000015,marine,Finfish,23.372169
Thymallus arcticus,"Salmons, trouts, smelts",4.03924005554931,76,3.3,NA,0.056,0.167,NA,NA,NA,NA,NA,0.00741,3.05,freshwater,Finfish,52.3333
Thymallus arcticus,"Salmons, trouts, smelts",4.03924005554931,76,3.3,NA,0.062,0.186,NA,NA,NA,NA,NA,0.00741,3.05,freshwater,Finfish,52.3333
Thymallus arcticus,"Salmons, trouts, smelts",4.03924005554931,76,3.3,NA,0.081,0.194,NA,NA,NA,NA,NA,0.00741,3.05,freshwater,Finfish,52.3333
Thymallus arcticus,"Salmons, trouts, smelts",4.03924005554931,76,3.3,NA,0.06,0.138,NA,NA,NA,NA,NA,0.00741,3.05,freshwater,Finfish,52.3333
Thymallus arcticus,"Salmons, trouts, smelts",4.03924005554931,76,3.3,NA,0.102,0.22,NA,NA,NA,NA,NA,0.00741,3.05,freshwater,Finfish,52.3333
Thymallus arcticus,"Salmons, trouts, smelts",4.03924005554931,76,3.3,NA,0.078,0.237,NA,NA,NA,NA,NA,0.00741,3.05,freshwater,Finfish,52.3333
Thymallus arcticus,"Salmons, trouts, smelts",4.03924005554931,76,3.3,NA,0.044,0.11,NA,NA,NA,NA,NA,0.00741,3.05,freshwater,Finfish,52.3333
Thymallus arcticus,"Salmons, trouts, smelts",4.03924005554931,76,3.3,NA,0.092,0.157,NA,NA,NA,NA,NA,0.00741,3.05,freshwater,Finfish,52.3333
Thymallus arcticus,"Salmons, trouts, smelts",4.03924005554931,76,3.3,NA,0.085,0.205,NA,NA,NA,NA,NA,0.00741,3.05,freshwater,Finfish,52.3333
Thymallus arcticus,"Salmons, trouts, smelts",4.03924005554931,76,3.3,NA,0.046,0.139,NA,NA,NA,NA,NA,0.00741,3.05,freshwater,Finfish,52.3333
Thymallus arcticus,"Salmons, trouts, smelts",4.03924005554931,76,3.3,NA,0.077,0.201,NA,NA,NA,NA,NA,0.00741,3.05,freshwater,Finfish,52.3333
Thymallus arcticus,"Salmons, trouts, smelts",4.03924005554931,76,3.3,NA,0.078,0.18,NA,NA,NA,NA,NA,0.00741,3.05,freshwater,Finfish,52.3333
Thymallus arcticus,"Salmons, trouts, smelts",4.03924005554931,76,3.3,NA,0.064,0.21,NA,NA,NA,NA,NA,0.00741,3.05,freshwater,Finfish,52.3333
Thymallus arcticus,"Salmons, trouts, smelts",4.03924005554931,76,3.3,NA,0.041,0.121,NA,NA,NA,NA,NA,0.00741,3.05,freshwater,Finfish,52.3333
Thymallus arcticus,"Salmons, trouts, smelts",4.03924005554931,76,3.3,NA,0.056,0.158,NA,NA,NA,NA,NA,0.00741,3.05,freshwater,Finfish,52.3333
Thymallus arcticus,"Salmons, trouts, smelts",4.03924005554931,76,3.3,NA,0.072,0.192,NA,NA,NA,NA,NA,0.00741,3.05,freshwater,Finfish,52.3333
Thymallus arcticus,"Salmons, trouts, smelts",4.03924005554931,76,3.3,NA,0.07,0.228,NA,NA,NA,NA,NA,0.00741,3.05,freshwater,Finfish,52.3333
Thymallus arcticus,"Salmons, trouts, smelts",4.03924005554931,76,3.3,NA,0.092,0.235,NA,NA,NA,NA,NA,0.00741,3.05,freshwater,Finfish,52.3333
Thymallus arcticus,"Salmons, trouts, smelts",4.03924005554931,76,3.3,NA,0.069,0.163,NA,NA,NA,NA,NA,0.00741,3.05,freshwater,Finfish,52.3333
Thymallus arcticus,"Salmons, trouts, smelts",4.03924005554931,76,3.3,NA,0.079,0.176,NA,NA,NA,NA,NA,0.00741,3.05,freshwater,Finfish,52.3333
Thymallus arcticus,"Salmons, trouts, smelts",4.03924005554931,76,3.3,NA,0.104,0.245,NA,NA,NA,NA,NA,0.00741,3.05,freshwater,Finfish,52.3333
Thymallus arcticus,"Salmons, trouts, smelts",4.03924005554931,76,3.3,NA,0.072,0.173,NA,NA,NA,NA,NA,0.00741,3.05,freshwater,Finfish,52.3333
Thymallus arcticus,"Salmons, trouts, smelts",4.03924005554931,76,3.3,NA,0.071,0.177,NA,NA,NA,NA,NA,0.00741,3.05,freshwater,Finfish,52.3333
Thymallus arcticus,"Salmons, trouts, smelts",4.03924005554931,76,3.3,NA,0.064,0.292,NA,NA,NA,NA,NA,0.00741,3.05,freshwater,Finfish,52.3333
Thymallus arcticus,"Salmons, trouts, smelts",4.03924005554931,76,3.3,NA,0.096,0.285,NA,NA,NA,NA,NA,0.00741,3.05,freshwater,Finfish,52.3333
Thynnichthys thynnoides,"Carps, barbels and other cyprinids",0.126479634552524,25,2.3,NA,NA,NA,NA,NA,NA,NA,NA,0.00759,3.02,freshwater,Finfish,12.265754
Thynnichthys thynnoides,"Carps, barbels and other cyprinids",0.126479634552524,25,2.3,NA,NA,NA,NA,NA,NA,NA,NA,0.00759,3.02,freshwater,Finfish,12.265754
Thynnichthys thynnoides,"Carps, barbels and other cyprinids",0.126479634552524,25,2.3,NA,NA,NA,NA,NA,NA,NA,NA,0.00759,3.02,freshwater,Finfish,12.265754
Tilapia rendalli,Tilapias and other cichlids,1.52596176573,45,2.2,NA,0.01549543,0.061190464,NA,NA,NA,0.86,NA,0.0195,2.96,freshwater,Finfish,19.065134
Tilapia rendalli,Tilapias and other cichlids,1.52596176573,45,2.2,NA,0.030120188,0.10711757,NA,NA,NA,1.29,NA,0.0195,2.96,freshwater,Finfish,19.065134
Tilapia rendalli,Tilapias and other cichlids,1.52596176573,45,2.2,NA,0.017102666,0.032370282,NA,NA,NA,0.94,NA,0.0195,2.96,freshwater,Finfish,19.065134
Tilapia zillii,Tilapias and other cichlids,1.05194383886976,40,2,NA,0.0114,0.07252,NA,NA,NA,NA,NA,0.01905,2.96,freshwater,Finfish,0.755775
Tilapia zillii,Tilapias and other cichlids,1.05194383886976,40,2,NA,0.01887,0.04401,NA,NA,NA,NA,NA,0.01905,2.96,freshwater,Finfish,1.433393
Tilapia zillii,Tilapias and other cichlids,1.05194383886976,40,2,NA,0.01242,NA,NA,NA,NA,NA,NA,0.01905,2.96,freshwater,Finfish,1.504705
Tilapia zillii,Tilapias and other cichlids,1.05194383886976,40,2,NA,NA,NA,NA,NA,NA,NA,NA,0.01905,2.96,freshwater,Finfish,7.971943
Tilapia zillii,Tilapias and other cichlids,1.05194383886976,40,2,NA,NA,NA,NA,NA,NA,NA,NA,0.01905,2.96,freshwater,Finfish,7.971943
Tilapia zillii,Tilapias and other cichlids,1.05194383886976,40,2,NA,NA,NA,NA,NA,NA,NA,138,0.01905,2.96,freshwater,Finfish,6.524379
Tinca tinca,"Carps, barbels and other cyprinids",7.42625670578443,70,3.5,60,NA,NA,0.8,1.1,74,NA,138,0.01906,3.03,freshwater,Finfish,41.53
Tinca tinca,"Carps, barbels and other cyprinids",7.42625670578443,70,3.5,66,NA,NA,0.9,1.1,18,NA,138,0.01906,3.03,freshwater,Finfish,41.53
Tinca tinca,"Carps, barbels and other cyprinids",7.42625670578443,70,3.5,NA,0.037115923,0.07158984,NA,NA,NA,0.61,NA,0.01906,3.03,freshwater,Finfish,37
Trachinotus blochii,Miscellaneous pelagic fishes,12.9003759861407,102,3.74,NA,NA,NA,NA,NA,NA,NA,163,0.088,2.572000027,marine,Finfish,3.144341
Trachinotus ovatus,Miscellaneous pelagic fishes,2.39629546096595,70,3.73,NA,0.02980616,0.28254396,NA,NA,NA,1.8,NA,0.022,2.730000019,marine,Finfish,37.370157
Trachinus draco,Miscellaneous coastal fishes,1.14487118322013,45,3,NA,0.02865,0.15597,NA,NA,NA,0.98,NA,0.0164,2.930000067,marine,Finfish,37.37083333
Trachurus lathami,Miscellaneous pelagic fishes,0.298531950410336,33,3.99,NA,0.05925,0.269311,NA,NA,NA,1,145,0.0105,2.933000088,marine,Finfish,25.304304
Trachurus lathami,Miscellaneous pelagic fishes,0.298531950410336,33,3.99,NA,NA,NA,NA,NA,NA,NA,83,0.0105,2.933000088,marine,Finfish,19.173773
Trachurus lathami,Miscellaneous pelagic fishes,0.298531950410336,33,3.99,NA,0.09453862,0.5303386,NA,NA,NA,2.4,204,0.0105,2.933000088,marine,Finfish,25.304304
Trachurus lathami,Miscellaneous pelagic fishes,0.298531950410336,33,3.99,NA,0.03992516,0.3904186,NA,NA,NA,1.1,222,0.0105,2.933000088,marine,Finfish,25.304304
Trachurus lathami,Miscellaneous pelagic fishes,0.298531950410336,33,3.99,NA,0.0349307,0.4611355,NA,NA,NA,1.5,218,0.0105,2.933000088,marine,Finfish,25.304304
Trachurus mediterraneus,Miscellaneous pelagic fishes,1.47941698073691,56,3.47,NA,NA,NA,NA,NA,NA,NA,218,0.0122,2.907999992,marine,Finfish,40.416667
Trachurus mediterraneus,Miscellaneous pelagic fishes,1.47941698073691,56,3.47,NA,NA,NA,NA,NA,NA,NA,185,0.0122,2.907999992,marine,Finfish,40.416667
Trachurus mediterraneus,Miscellaneous pelagic fishes,1.47941698073691,56,3.47,NA,NA,NA,NA,NA,NA,NA,185,0.0122,2.907999992,marine,Finfish,40.416667
Trachurus mediterraneus,Miscellaneous pelagic fishes,1.47941698073691,56,3.47,NA,NA,NA,NA,NA,NA,NA,192,0.0122,2.907999992,marine,Finfish,40.416667
Trachurus mediterraneus,Miscellaneous pelagic fishes,1.47941698073691,56,3.47,NA,0.19850993,0.160861495,NA,NA,NA,7.49,276,0.0122,2.907999992,marine,Finfish,42.163403
Trachurus mediterraneus,Miscellaneous pelagic fishes,1.47941698073691,56,3.47,NA,NA,NA,NA,NA,NA,NA,190,0.0122,2.907999992,marine,Finfish,40.416667
Trachurus mediterraneus,Miscellaneous pelagic fishes,1.47941698073691,56,3.47,NA,NA,NA,NA,NA,NA,NA,198,0.0122,2.907999992,marine,Finfish,40.416667
Trachurus mediterraneus,Miscellaneous pelagic fishes,1.47941698073691,56,3.47,NA,0.061187819,0.41094602,NA,NA,NA,1.37,NA,0.0122,2.907999992,marine,Finfish,38.963745
Trachurus mediterraneus,Miscellaneous pelagic fishes,1.47941698073691,56,3.47,NA,NA,NA,NA,NA,NA,NA,220,0.0122,2.907999992,marine,Finfish,40.416667
Trachurus mediterraneus,Miscellaneous pelagic fishes,1.47941698073691,56,3.47,NA,NA,NA,NA,NA,NA,NA,198,0.0122,2.907999992,marine,Finfish,40.416667
Trachurus mediterraneus,Miscellaneous pelagic fishes,1.47941698073691,56,3.47,NA,NA,NA,NA,NA,NA,NA,169,0.0122,2.907999992,marine,Finfish,40.416667
Trachurus mediterraneus,Miscellaneous pelagic fishes,1.47941698073691,56,3.47,NA,NA,NA,NA,NA,NA,NA,204,0.0122,2.907999992,marine,Finfish,40.416667
Trachurus mediterraneus,Miscellaneous pelagic fishes,1.47941698073691,56,3.47,NA,NA,NA,NA,NA,NA,NA,190,0.0122,2.907999992,marine,Finfish,40.416667
Trachurus mediterraneus,Miscellaneous pelagic fishes,1.47941698073691,56,3.47,NA,NA,NA,NA,NA,NA,NA,190,0.0122,2.907999992,marine,Finfish,40.416667
Trachurus trachurus,Miscellaneous pelagic fishes,3.0267656,62,3.64,297.8,NA,NA,3.81,1.9569,48,NA,219,0.0127,3,marine,Finfish,41.00527
Trachurus trachurus,Miscellaneous pelagic fishes,3.0267656,62,3.64,412.82,NA,NA,11.98,3.2392,34,NA,137,0.0127,3,marine,Finfish,41.00527
Trachurus trachurus,Miscellaneous pelagic fishes,3.0267656,62,3.64,243.81,NA,NA,2.58,2.924,38,NA,107,0.0127,3,marine,Finfish,41.00527
Trachurus trachurus,Miscellaneous pelagic fishes,3.0267656,62,3.64,156.5,NA,NA,9.16,1.5969,32,NA,74,0.0127,3,marine,Finfish,41.00527
Trachurus trachurus,Miscellaneous pelagic fishes,3.0267656,62,3.64,637.14,NA,NA,8.77,3.5827,33,NA,90,0.0127,3,marine,Finfish,41.00527
Trachurus trachurus,Miscellaneous pelagic fishes,3.0267656,62,3.64,NA,0.55188,1.84617,NA,NA,NA,6.57,NA,0.0127,3,marine,Finfish,23.372169
Trachurus trachurus,Miscellaneous pelagic fishes,3.0267656,62,3.64,302.67,NA,NA,5.24,2.9114,41,NA,181,0.0127,3,marine,Finfish,41.00527
Trachurus trachurus,Miscellaneous pelagic fishes,3.0267656,62,3.64,105.61,NA,NA,2.9,0.7914,38,NA,54,0.0127,3,marine,Finfish,41.00527
Trachurus trachurus,Miscellaneous pelagic fishes,3.0267656,62,3.64,NA,0.6385,1.0597,NA,NA,NA,7.3,NA,0.0127,3,marine,Finfish,39.360329
Trachurus trachurus,Miscellaneous pelagic fishes,3.0267656,62,3.64,145.2,NA,NA,12.43,2.3044,31,NA,84,0.0127,3,marine,Finfish,41.00527
Trachurus trachurus,Miscellaneous pelagic fishes,3.0267656,62,3.64,NA,NA,NA,NA,NA,NA,NA,NA,0.0127,3,marine,Finfish,60.657778
Trachurus trachurus,Miscellaneous pelagic fishes,3.0267656,62,3.64,198.83,NA,NA,2.56,1.3961,75,NA,225,0.0127,3,marine,Finfish,41.00527
