species,taxon,max_size,max_length,TL,CA_mg,EPA_g,DHA_g,FE_mg,ZN_mg,HG_mcg,FAT,PROTCNT_g,lwA,lwB,Habitat,Subgroup,Abs_lat
Clupea harengus,"Herrings, sardines, anchovies",0.712083110344584,45,3.4,NA,NA,NA,NA,NA,NA,NA,NA,0.00646,3.05,marine,Finfish,61.92411
Clupea harengus,"Herrings, sardines, anchovies",0.712083110344584,45,3.4,NA,NA,NA,NA,NA,NA,NA,NA,0.00646,3.05,marine,Finfish,61.92411
Clupea harengus,"Herrings, sardines, anchovies",0.712083110344584,45,3.2,NA,0.146682,0.32103,NA,NA,NA,NA,NA,0.00646,3.05,marine,Finfish,57.891497
Clupea pallasii pallasii,"Herrings, sardines, anchovies",0.902826281862772,45,3.2,NA,0.866548276,0.850684692,NA,NA,NA,10.78,NA,0.00759,3.07,marine,Finfish,53.726668
Clupeoides borneensis,Miscellaneous freshwater fishes,0.00541174100470262,8,3.1,NA,NA,NA,NA,NA,NA,NA,NA,0.00933,3.06,freshwater,Finfish,12.265754
Clupeonella cultriventris,Shads,0.0315295427473285,14.5,3,NA,0.533070153,NA,NA,NA,NA,10.23,NA,0.00813,3.09,brackish,Finfish,35.707481
Clupeonella cultriventris,Shads,0.0315295427473285,14.5,3,24.18,NA,NA,0.13,0.503116,NA,NA,114,0.00813,3.09,brackish,Finfish,35.707481
Trichogaster fasciata,Miscellaneous freshwater fishes,0.0253245540875099,12.5,3,NA,NA,NA,NA,NA,NA,NA,NA,0.01202,3.03,freshwater,Finfish,24.4333
Trichogaster lalius,"Carps, barbels and other cyprinids",0.00743408159193337,8.8,3,NA,NA,NA,NA,NA,NA,NA,NA,0.01,3.04,freshwater,Finfish,24.4333
Coregonus albula,"Salmons, trouts, smelts",0.521453511805664,37,3.02,NA,NA,NA,NA,NA,NA,NA,NA,0.005,3.200000048,freshwater,Finfish,61.341081
Coregonus albula,"Salmons, trouts, smelts",0.521453511805664,37,3.02,NA,NA,NA,NA,NA,NA,NA,NA,0.005,3.200000048,freshwater,Finfish,61.508114
Coregonus albula,"Salmons, trouts, smelts",0.521453511805664,37,3.02,NA,NA,NA,NA,NA,NA,NA,NA,0.005,3.200000048,freshwater,Finfish,61.508114
Coregonus albula,"Salmons, trouts, smelts",0.521453511805664,37,3.02,NA,NA,NA,NA,NA,NA,NA,NA,0.005,3.200000048,freshwater,Finfish,61.92411
Coregonus albula,"Salmons, trouts, smelts",0.521453511805664,37,3.02,NA,NA,NA,NA,NA,NA,NA,NA,0.005,3.200000048,freshwater,Finfish,61.92411
Coregonus albula,"Salmons, trouts, smelts",0.521453511805664,37,3.02,NA,NA,NA,NA,NA,NA,NA,NA,0.005,3.200000048,freshwater,Finfish,61.508114
Coregonus albula,"Salmons, trouts, smelts",0.521453511805664,37,3.02,NA,NA,NA,NA,NA,NA,NA,NA,0.005,3.200000048,freshwater,Finfish,61.341081
Coregonus albula,"Salmons, trouts, smelts",0.521453511805664,37,3.02,12.63,NA,NA,0.23,0.626962,NA,NA,NA,0.005,3.200000048,freshwater,Finfish,54.117096
Coregonus albula,"Salmons, trouts, smelts",0.521453511805664,37,3.02,14,NA,NA,0.27,0.643461,NA,NA,NA,0.005,3.200000048,freshwater,Finfish,54.117096
Coregonus clupeaformis,"Salmons, trouts, smelts",14.782106114452,100,3.1,5,0.08,0.4,0.3,0.6,61,NA,23,0.00562,3.21,freshwater,Finfish,52.636704
Coregonus clupeaformis,"Salmons, trouts, smelts",14.782106114452,100,3.1,5,0.07,0.2,0.2,0.4,28,NA,18,0.00562,3.21,freshwater,Finfish,54.758294
Coregonus clupeaformis,"Salmons, trouts, smelts",14.782106114452,100,3.1,7,0.08,0.3,0.23,0.4,18,NA,23,0.00562,3.21,freshwater,Finfish,54.866667
Coregonus lavaretus,"Salmons, trouts, smelts",1.03524261308313,49,3.08,37.89,0.14342433,0.136933825,0.31,0.541,7,1.85,134,0.0116,2.928999901,freshwater,Finfish,42.606001
Coregonus lavaretus,"Salmons, trouts, smelts",1.03524261308313,49,3.08,35.48,0.2103552,0.1705152,0.39,0.583,46,3,167,0.0116,2.928999901,freshwater,Finfish,42.119525
Coregonus lavaretus,"Salmons, trouts, smelts",1.03524261308313,49,3.08,27.19,0.20466354,0.22814952,0.39,0.7025,35,3.15,139,0.0116,2.928999901,freshwater,Finfish,42.260357
Coregonus macrophthalmus,"Salmons, trouts, smelts",0.23031611472823,30,3.3,NA,0.4758747,0.2940364,NA,NA,NA,4.3,NA,0.00447,3.19,freshwater,Finfish,45.967622
Coregonus macrophthalmus,"Salmons, trouts, smelts",0.23031611472823,30,3.3,NA,0.529135,0.332755,NA,NA,NA,6,NA,0.00447,3.19,freshwater,Finfish,46.910675
Coregonus lavaretus,"Salmons, trouts, smelts",14.782106114452,100,3.1,NA,0.1961604,0.145304,NA,NA,NA,2.1,NA,0.00562,3.21,freshwater,Finfish,42.606001
Coregonus lavaretus,"Salmons, trouts, smelts",14.782106114452,100,3.1,NA,NA,NA,NA,NA,NA,NA,NA,0.00562,3.21,freshwater,Finfish,61.92411
Coregonus lavaretus,"Salmons, trouts, smelts",14.782106114452,100,3.1,NA,NA,NA,NA,NA,NA,NA,NA,0.00562,3.21,freshwater,Finfish,61.341081
Coregonus lavaretus,"Salmons, trouts, smelts",14.782106114452,100,3.1,NA,NA,NA,NA,NA,NA,NA,NA,0.00562,3.21,freshwater,Finfish,61.508114
Coregonus lavaretus,"Salmons, trouts, smelts",14.782106114452,100,3.1,NA,NA,NA,NA,NA,NA,NA,NA,0.00562,3.21,freshwater,Finfish,61.508114
Coregonus lavaretus,"Salmons, trouts, smelts",14.782106114452,100,3.1,NA,NA,NA,NA,NA,NA,NA,NA,0.00562,3.21,freshwater,Finfish,61.341081
Coregonus lavaretus,"Salmons, trouts, smelts",14.782106114452,100,3.1,NA,NA,NA,NA,NA,NA,NA,NA,0.00562,3.21,freshwater,Finfish,61.92411
Corica soborna,Miscellaneous freshwater fishes,0.000530543727851539,4.1,3.1,NA,NA,NA,NA,NA,NA,NA,NA,0.00759,3.01,freshwater,Finfish,24.4333
Corica soborna,Miscellaneous freshwater fishes,0.000530543727851539,4.1,3.1,NA,NA,NA,NA,NA,NA,NA,NA,0.00759,3.01,freshwater,Finfish,24.4333
Corica soborna,Miscellaneous freshwater fishes,0.000530543727851539,4.1,3.1,NA,NA,NA,NA,NA,NA,NA,NA,0.00759,3.01,freshwater,Finfish,24.4333
Cyclocheilichthys apogon,"Carps, barbels and other cyprinids",NA,25,2.8,1130.22,NA,NA,0.68,2.02878,NA,NA,NA,NA,NA,freshwater,Finfish,12.265754
Cyclopterus lumpus,Miscellaneous demersal fishes,5.41836044985693,61,3.9,NA,1.988751156,2.012968768,NA,NA,NA,26.5,NA,0.02291,3.01,marine,Finfish,63.968654
Cyclopterus lumpus,Miscellaneous demersal fishes,5.41836044985693,61,3.9,NA,1.39754671,1.463037526,NA,NA,NA,20.2,NA,0.02291,3.01,marine,Finfish,63.968654
Cyclopterus lumpus,Miscellaneous demersal fishes,5.41836044985693,61,3.9,NA,1.436085114,1.522607588,NA,NA,NA,21.8,NA,0.02291,3.01,marine,Finfish,63.968654
Cyclopterus lumpus,Miscellaneous demersal fishes,5.41836044985693,61,3.9,7.9,NA,NA,0.46,0.61,79,NA,11,0.02291,3.01,marine,Finfish,63.968654
Cynoglossus arel,"Flounders, halibuts, soles",0.348967522702774,40,3.3,NA,NA,NA,NA,NA,NA,NA,119,0.00437,3.06,marine,Finfish,3.144341
Cynoscion arenarius,Miscellaneous coastal fishes,5.08922926374936,63.5,4.2,NA,NA,NA,NA,NA,NA,NA,111,0.01259,3.11,marine,Finfish,19.173773
Cynoscion jamaicensis,Miscellaneous coastal fishes,1.36760676245715,50,3.8,NA,0.1792,0.2324,NA,NA,NA,1.4,NA,0.00832,3.07,marine,Finfish,23.372169
Cynoscion nothus,Miscellaneous coastal fishes,0.581266099671658,36,4,NA,NA,NA,NA,NA,NA,NA,125,0.01202,3.01,marine,Finfish,19.173773
Cyprinus carpio,"Carps, barbels and other cyprinids",0.0181699749922653,15,3.4,NA,NA,NA,NA,NA,NA,NA,NA,0.00389,3.12,freshwater,Finfish,12.265754
Cyprinus carpio,"Carps, barbels and other cyprinids",0.0181699749922653,15,3.4,NA,NA,NA,NA,NA,NA,NA,NA,0.00389,3.12,freshwater,Finfish,12.265754
Cyprinus carpio,"Carps, barbels and other cyprinids",0.0181699749922653,15,3.4,NA,NA,NA,NA,NA,NA,NA,NA,0.00389,3.12,freshwater,Finfish,12.265754
Cyprinus carpio,"Carps, barbels and other cyprinids",0.0181699749922653,15,3.4,NA,NA,NA,NA,NA,NA,NA,NA,0.00389,3.12,freshwater,Finfish,12.265754
Cyprinus carpio,"Carps, barbels and other cyprinids",0.0181699749922653,15,3.4,777.84,NA,NA,1.6,2.925714,NA,NA,NA,0.00389,3.12,freshwater,Finfish,12.265754
Cyprinus carpio,"Carps, barbels and other cyprinids",0.0181699749922653,15,3.4,NA,NA,NA,NA,NA,NA,NA,NA,0.00389,3.12,freshwater,Finfish,12.265754
Cyprinus carpio,"Carps, barbels and other cyprinids",0.00113925790640481,6,3.3,NA,0.014770112,0.06626769,NA,NA,NA,0.86,NA,0.00457,3.08,freshwater,Finfish,15.190255
Cyprinus carpio,"Carps, barbels and other cyprinids",0.00113925790640481,6,3.3,NA,0.015297616,0.06626769,NA,NA,NA,0.86,NA,0.00457,3.08,freshwater,Finfish,14.967522
Cyprinus carpio,"Carps, barbels and other cyprinids",1.26190408342821,48.9,3.3,NA,NA,NA,NA,NA,NA,NA,NA,0.01122,2.99,freshwater,Finfish,7.031297
Cyprinus carpio,"Carps, barbels and other cyprinids",1.26190408342821,48.9,3.3,NA,NA,NA,NA,NA,NA,NA,NA,0.01122,2.99,freshwater,Finfish,7.031297
Cyprinus carpio,"Carps, barbels and other cyprinids",1.26190408342821,48.9,3.3,NA,NA,NA,NA,NA,NA,NA,NA,0.01122,2.99,freshwater,Finfish,7.031297
Cyprinus carpio,"Carps, barbels and other cyprinids",0.0970477006477872,20,2.4,870.26,NA,NA,1.35,1.639803,NA,NA,NA,0.01288,2.98,freshwater,Finfish,12.265754
Cyprinus carpio,"Carps, barbels and other cyprinids",0.694617055170104,40.5,2.4,636.89,NA,NA,1.05,1.379924,NA,NA,NA,0.01514,2.9,freshwater,Finfish,12.265754
Cyprinus carpio,"Carps, barbels and other cyprinids",18.2134053756912,110,3,728.35,NA,NA,9.39,4.22443,NA,NA,NA,0.02089,2.91,freshwater,Finfish,12.265754
Cyprinus carpio,"Carps, barbels and other cyprinids",18.2134053756912,110,3,NA,0.171254403,NA,NA,NA,NA,3.61,NA,0.02089,2.91,marine,Finfish,35.707481
Cyprinus carpio,"Carps, barbels and other cyprinids",18.2134053756912,110,3,21.45,NA,NA,0.28,0.165168,NA,NA,153,0.02089,2.91,marine,Finfish,35.707481
Cyprinus carpio,"Carps, barbels and other cyprinids",18.2134053756912,110,3,52,NA,NA,0.6,0.9,13,NA,138,0.02089,2.91,freshwater,Finfish,41.53
Cyprinus carpio,"Carps, barbels and other cyprinids",18.2134053756912,110,3,NA,NA,NA,NA,1.25,NA,NA,111,0.02089,2.91,freshwater,Finfish,36.967401
Cyprinus carpio,"Carps, barbels and other cyprinids",18.2134053756912,110,3,69,NA,NA,0.6,0.9,30,NA,138,0.02089,2.91,freshwater,Finfish,41.53
Cyprinus carpio,"Carps, barbels and other cyprinids",18.2134053756912,110,3,NA,0.039733144,0.055667084,NA,NA,NA,0.88,NA,0.02089,2.91,freshwater,Finfish,37
Cyprinus carpio,"Carps, barbels and other cyprinids",18.2134053756912,110,3,NA,0.011632,0.05816,NA,NA,NA,1.4,NA,0.02089,2.91,freshwater,Finfish,41.53
Danio dangila,"Carps, barbels and other cyprinids",0.0288824096190653,15,3,926.25,NA,NA,2.17,2.00925,NA,NA,NA,0.00708,3.07,freshwater,Finfish,12.265754
Dasyatis americana,"Sharks, rays, chimaeras",1.32644526755561,50,3.5,NA,0.0133,0.0553,NA,NA,NA,0.6196,264,0.00776,3.08,marine,Finfish,30.235901
Dasyatis americana,"Sharks, rays, chimaeras",1.32644526755561,50,3.5,NA,0.01,0.084,NA,NA,NA,0.583,277,0.00776,3.08,marine,Finfish,30.211137
Dasyatis sabina,"Sharks, rays, chimaeras",NA,61,3.5,NA,0.007,0.059,NA,NA,NA,0.46,268,NA,NA,marine,Finfish,25.304304
Dasyatis sabina,"Sharks, rays, chimaeras",NA,61,3.5,NA,0.0074,0.047,NA,NA,NA,0.45,239,NA,NA,marine,Finfish,30.308808
Deania calcea,"Sharks, rays, chimaeras",7.76500522597345,122,4.3,NA,NA,NA,NA,NA,NA,NA,252,0.00229,3.13,marine,Finfish,57.596278
Decapterus punctatus,Miscellaneous pelagic fishes,0.31402627640662,30,4.3,NA,0.05849834,0.30967986,NA,NA,NA,1.2,252,0.01288,2.97,marine,Finfish,25.304304
Decapterus punctatus,Miscellaneous pelagic fishes,0.31402627640662,30,4.3,NA,0.10575312,0.7470817,NA,NA,NA,2.3,229,0.01288,2.97,marine,Finfish,25.304304
Dentex dentex,Miscellaneous coastal fishes,10.6478533893633,82,4.5,NA,0.05028781,0.124360395,NA,NA,NA,1.61,238,0.017069999,3.028000116,marine,Finfish,38.483333
Dentex maroccanus,Miscellaneous coastal fishes,1.06159976981787,37,3.85,NA,NA,NA,NA,NA,NA,NA,152,0.015699999,3.079999924,marine,Finfish,34.208024
Dentex dentex,Miscellaneous coastal fishes,NA,100,3.6,249.29,0.13979822,0.4284139,0.71,0.61166,NA,NA,195,NA,NA,marine,Finfish,4.565474
Dentex dentex,Miscellaneous coastal fishes,NA,100,3.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,marine,Finfish,4.565474
Dicentrarchus labrax,Miscellaneous coastal fishes,11.4767877629273,100,3.8,NA,0.054142144,0.075042604,NA,NA,NA,1.22,NA,0.00794,3.079999924,marine,Finfish,36.5817
Dicentrarchus labrax,Miscellaneous coastal fishes,11.4767877629273,100,3.8,NA,0.352387815,0.674479845,NA,NA,NA,5.85,NA,0.00794,3.079999924,marine,Finfish,36.5817
Dicentrarchus labrax,Miscellaneous coastal fishes,11.4767877629273,100,3.8,NA,0.072612096,0.091899684,NA,NA,NA,2.18,NA,0.00794,3.079999924,marine,Finfish,36.5817
Dicentrarchus labrax,Miscellaneous coastal fishes,11.4767877629273,100,3.8,NA,0.36861055,0.76913067,NA,NA,NA,6.05,NA,0.00794,3.079999924,marine,Finfish,36.5817
Dicentrarchus labrax,Miscellaneous coastal fishes,11.4767877629273,100,3.8,NA,0.1232992,0.226824,1.55,1.0682,NA,1.4,145,0.00794,3.079999924,marine,Finfish,39.019184
Dicentrarchus labrax,Miscellaneous coastal fishes,11.4767877629273,100,3.8,NA,NA,NA,NA,NA,NA,NA,220,0.00794,3.079999924,marine,Finfish,39.019184
Diplodus annularis,Miscellaneous coastal fishes,0.185910598020571,20,3.54,NA,0.075960704,0.194097264,NA,NA,NA,2.52,NA,0.0231,3.002000093,marine,Finfish,37.370157
Diplodus puntazzo,Miscellaneous coastal fishes,6.97088213267245,49,2.86,NA,0.068736612,0.179836076,NA,NA,NA,1.92,146,0.071699999,2.950999975,marine,Finfish,38.41885
Diplodus puntazzo,Miscellaneous coastal fishes,6.97088213267245,49,2.86,NA,0.237884906,0.321803488,NA,NA,NA,3.87,NA,0.071699999,2.950999975,marine,Finfish,37.783915
Diplodus puntazzo,Miscellaneous coastal fishes,6.97088213267245,49,2.86,NA,0.038486368,0.062808608,NA,NA,NA,0.92,NA,0.071699999,2.950999975,marine,Finfish,37.370157
Diplodus sargus sargus,Miscellaneous coastal fishes,1.6415019120004,45,3,NA,NA,NA,NA,NA,NA,NA,147,0.0138,3.069999933,marine,Finfish,33.917053
Diplodus sargus sargus,Miscellaneous coastal fishes,1.6415019120004,45,3,NA,NA,NA,NA,NA,NA,NA,127,0.0138,3.069999933,marine,Finfish,33.917053
Diplodus sargus sargus,Miscellaneous coastal fishes,1.6415019120004,45,3,NA,NA,NA,NA,NA,NA,NA,151,0.0138,3.069999933,marine,Finfish,33.917053
Diplodus sargus sargus,Miscellaneous coastal fishes,1.6415019120004,45,3,NA,NA,NA,NA,NA,NA,NA,175,0.0138,3.069999933,marine,Finfish,33.917053
Diplodus sargus sargus,Miscellaneous coastal fishes,1.6415019120004,45,3,NA,NA,NA,NA,NA,NA,NA,197,0.0138,3.069999933,marine,Finfish,33.917053
Diplodus sargus sargus,Miscellaneous coastal fishes,1.6415019120004,45,3,NA,NA,NA,NA,NA,NA,NA,189,0.0138,3.069999933,marine,Finfish,33.917053
Diplodus sargus sargus,Miscellaneous coastal fishes,1.6415019120004,45,3,NA,NA,NA,NA,NA,NA,NA,104,0.0138,3.069999933,marine,Finfish,33.917053
Diplodus sargus sargus,Miscellaneous coastal fishes,1.6415019120004,45,3,NA,NA,NA,NA,NA,NA,NA,121,0.0138,3.069999933,marine,Finfish,33.917053
Diplodus vulgaris,Miscellaneous coastal fishes,1.215672,37,3.24,NA,NA,NA,NA,NA,NA,NA,NA,0.024,3,marine,Finfish,39.019184
Diplodus vulgaris,Miscellaneous coastal fishes,1.215672,37,3.24,NA,0.04384796,0.181431276,NA,NA,NA,1.04,NA,0.024,3,marine,Finfish,37.370157
Echelus myrus,Miscellaneous coastal fishes,0.955457209328393,100,4.3,NA,0.146495648,0.535823756,NA,NA,NA,4.42,NA,0.0024,2.8,marine,Finfish,37.370157
Eleutheronema tetradactylum,Miscellaneous pelagic fishes,58.7710145359548,200,4.1,NA,NA,NA,NA,NA,NA,NA,187,0.00389,3.12,marine,Finfish,3.144341
Elops saurus,Miscellaneous coastal fishes,3.83003245915345,82,3.95,NA,NA,NA,NA,NA,NA,NA,69,0.007998399,2.967999935,marine,Finfish,19.173773
Engraulis encrasicolus,"Herrings, sardines, anchovies",0.0536,20,3.11,NA,0.1720829,0.312878,NA,NA,NA,NA,NA,0.0067,3,marine,Finfish,39.019184
Engraulis encrasicolus,"Herrings, sardines, anchovies",0.0536,20,3.11,NA,NA,NA,NA,NA,NA,NA,106,0.0067,3,marine,Finfish,39.019184
Engraulis encrasicolus,"Herrings, sardines, anchovies",0.0536,20,3.11,NA,NA,NA,NA,NA,NA,NA,220,0.0067,3,marine,Finfish,39.019184
Engraulis encrasicolus,"Herrings, sardines, anchovies",0.0536,20,3.11,NA,0.520800919,0.786013268,NA,NA,NA,4.53,NA,0.0067,3,marine,Finfish,41.85509
Engraulis encrasicolus,"Herrings, sardines, anchovies",0.0536,20,3.11,NA,0.881727265,1.16565215,NA,NA,NA,5.79,NA,0.0067,3,marine,Finfish,41.85509
Engraulis encrasicolus,"Herrings, sardines, anchovies",0.0536,20,3.11,NA,NA,NA,NA,NA,NA,NA,103,0.0067,3,marine,Finfish,39.019184
Engraulis encrasicolus,"Herrings, sardines, anchovies",0.0536,20,3.11,NA,1.701033544,3.030125952,NA,NA,NA,18.44,19,0.0067,3,marine,Finfish,42.163403
Epinephelus aeneus,Miscellaneous coastal fishes,14.2657360688643,98,4.02,NA,0.08989824,0.23826688,NA,NA,NA,1.72,NA,0.00528,3.230000019,marine,Finfish,18.1
Epinephelus aeneus,Miscellaneous coastal fishes,14.2657360688643,98,4.02,NA,0.072037925,0.22204631,NA,NA,NA,1.97,NA,0.00528,3.230000019,marine,Finfish,18.1
Epinephelus aeneus,Miscellaneous coastal fishes,14.2657360688643,98,4.02,NA,0.111803643,0.21686959,NA,NA,NA,2.41,NA,0.00528,3.230000019,marine,Finfish,18.1
Epinephelus aeneus,Miscellaneous coastal fishes,14.2657360688643,98,4.02,NA,0.087199302,0.27315444,NA,NA,NA,2.03,NA,0.00528,3.230000019,marine,Finfish,18.1
Epinephelus aeneus,Miscellaneous coastal fishes,14.2657360688643,98,4.02,NA,0.09970389,0.32723328,NA,NA,NA,1.98,NA,0.00528,3.230000019,marine,Finfish,18.1
Epinephelus aeneus,Miscellaneous coastal fishes,14.2657360688643,98,4.02,NA,0.087734448,0.28838638,NA,NA,NA,2.33,NA,0.00528,3.230000019,marine,Finfish,18.1
Epinephelus coioides,Miscellaneous coastal fishes,15.4592891779265,100,3.93,NA,NA,NA,NA,NA,NA,NA,NA,0.0105,3.084000111,marine,Finfish,37.370157
Epinephelus sexfasciatus,Miscellaneous coastal fishes,0.847473808896658,40,3.8,NA,NA,NA,NA,NA,NA,NA,132,0.0123,3.02,marine,Finfish,9.71212
Epinephelus sexfasciatus,Miscellaneous coastal fishes,0.847473808896658,40,3.8,NA,NA,NA,NA,NA,NA,NA,130,0.0123,3.02,marine,Finfish,3.144341
Esomus danricus,"Carps, barbels and other cyprinids",0.0243437674696645,13,2.6,NA,NA,NA,NA,NA,NA,NA,NA,0.01,3.04,freshwater,Finfish,24.4333
Esomus danricus,"Carps, barbels and other cyprinids",0.0243437674696645,13,2.6,NA,NA,NA,NA,NA,NA,NA,NA,0.01,3.04,freshwater,Finfish,24.4333
Esomus danricus,"Carps, barbels and other cyprinids",0.0243437674696645,13,2.6,NA,NA,NA,NA,NA,NA,NA,NA,0.01,3.04,freshwater,Finfish,24.4333
Esomus danricus,"Carps, barbels and other cyprinids",0.0243437674696645,13,2.6,NA,NA,NA,NA,NA,NA,NA,NA,0.01,3.04,freshwater,Finfish,24.4333
Esox lucius,Miscellaneous freshwater fishes,17.0959967871203,137,4.1,NA,NA,NA,NA,NA,NA,NA,NA,0.00427,3.09,freshwater,Finfish,61.92411
Esox lucius,Miscellaneous freshwater fishes,17.0959967871203,137,4.1,7,0.07,0.3,0.1,1.1,17,NA,68,0.00427,3.09,freshwater,Finfish,54.758294
Esox lucius,Miscellaneous freshwater fishes,17.0959967871203,137,4.1,8,0.07,0.3,0.1,1,67,NA,40,0.00427,3.09,freshwater,Finfish,52.636704
Esox lucius,Miscellaneous freshwater fishes,17.0959967871203,137,4.1,11.89,NA,NA,0.1,0.62663,NA,NA,NA,0.00427,3.09,freshwater,Finfish,54.084241
Esox lucius,Miscellaneous freshwater fishes,17.0959967871203,137,4.1,10.65,NA,NA,0.11,0.613815,NA,NA,NA,0.00427,3.09,freshwater,Finfish,54.117096
Esox lucius,Miscellaneous freshwater fishes,17.0959967871203,137,4.1,10.46,NA,NA,0.09,1.155616,NA,NA,NA,0.00427,3.09,freshwater,Finfish,54.117096
Esox lucius,Miscellaneous freshwater fishes,17.0959967871203,137,4.1,NA,0.008528929,0.035752452,NA,NA,NA,NA,NA,0.00427,3.09,freshwater,Finfish,53.642046
Esox lucius,Miscellaneous freshwater fishes,17.0959967871203,137,4.1,NA,NA,NA,NA,NA,NA,NA,NA,0.00427,3.09,freshwater,Finfish,61.92411
Esox lucius,Miscellaneous freshwater fishes,17.0959967871203,137,4.1,NA,NA,NA,NA,NA,NA,NA,NA,0.00427,3.09,freshwater,Finfish,61.341081
Esox lucius,Miscellaneous freshwater fishes,17.0959967871203,137,4.1,NA,NA,NA,NA,NA,NA,NA,NA,0.00427,3.09,freshwater,Finfish,61.341081
Esox lucius,Miscellaneous freshwater fishes,17.0959967871203,137,4.1,NA,NA,NA,NA,NA,NA,NA,NA,0.00427,3.09,freshwater,Finfish,61.508114
Esox lucius,Miscellaneous freshwater fishes,17.0959967871203,137,4.1,NA,NA,NA,NA,NA,NA,NA,NA,0.00427,3.09,freshwater,Finfish,61.508114
Etmopterus princeps,"Sharks, rays, chimaeras",2.10491676293227,75,4.2,NA,NA,NA,NA,NA,NA,NA,169,0.00324,3.1,marine,Finfish,57.596278
Etrumeus sadina,"Herrings, sardines, anchovies",0.154081050083501,25,3.49,NA,0.050151556,0.318682827,NA,NA,NA,1.63,199,0.00593,3.157999992,marine,Finfish,39.53794
Etrumeus sadina,"Herrings, sardines, anchovies",0.154081050083501,25,3.49,NA,0.0915211,0.8166835,NA,NA,NA,2.5,260,0.00593,3.157999992,marine,Finfish,25.304304
Etrumeus sadina,"Herrings, sardines, anchovies",0.154081050083501,25,3.49,NA,0.04160688,0.125839584,NA,NA,NA,0.76,178,0.00593,3.157999992,marine,Finfish,39.53794
Etrumeus sadina,"Herrings, sardines, anchovies",0.154081050083501,25,3.49,NA,0.08049344,0.39060256,NA,NA,NA,1.4,214,0.00593,3.157999992,marine,Finfish,25.304304
Etrumeus sadina,"Herrings, sardines, anchovies",0.154081050083501,25,3.49,NA,0.008219349,0.038418878,NA,NA,NA,0.23,245,0.00593,3.157999992,marine,Finfish,39.53794
Euthynnus alletteratus,"Tunas, bonitos, billfishes",16.3,100,4.4,NA,0.52938516,3.38199564,NA,NA,NA,12.2,NA,0.0163,3,marine,Finfish,37.509726
Euthynnus alletteratus,"Tunas, bonitos, billfishes",16.3,100,4.4,NA,0.184565708,1.975786273,NA,NA,NA,5.71,NA,0.0163,3,marine,Finfish,37.509726
Euthynnus alletteratus,"Tunas, bonitos, billfishes",16.3,100,4.4,NA,0.06724846,0.44635083,NA,NA,NA,1.7,NA,0.0163,3,marine,Finfish,37.509726
Euthynnus alletteratus,"Tunas, bonitos, billfishes",16.3,100,4.4,NA,0.49736541,2.226654055,NA,NA,NA,8.95,NA,0.0163,3,marine,Finfish,37.509726
Euthynnus alletteratus,"Tunas, bonitos, billfishes",16.3,100,4.4,NA,0.302160608,1.037595568,NA,NA,NA,3.72,NA,0.0163,3,marine,Finfish,37.509726
Euthynnus alletteratus,"Tunas, bonitos, billfishes",16.3,100,4.4,NA,0.12614448,0.880646151,NA,NA,NA,2.97,NA,0.0163,3,marine,Finfish,37.509726
Euthynnus alletteratus,"Tunas, bonitos, billfishes",16.3,100,4.4,NA,0.160107724,1.494996014,NA,NA,NA,4.38,NA,0.0163,3,marine,Finfish,37.509726
Euthynnus alletteratus,"Tunas, bonitos, billfishes",16.3,100,4.4,NA,0.563116026,2.361909852,NA,NA,NA,6.46,NA,0.0163,3,marine,Finfish,37.509726
Eutrigla gurnardus,Miscellaneous demersal fishes,1.16694850615986,53,3.57,NA,NA,NA,NA,NA,NA,NA,NA,0.00724,3.02,marine,Finfish,62.1
Eutrigla gurnardus,Miscellaneous demersal fishes,1.16694850615986,53,3.57,NA,NA,NA,NA,NA,NA,NA,NA,0.00724,3.02,marine,Finfish,62.1
Eutrigla gurnardus,Miscellaneous demersal fishes,1.16694850615986,53,3.57,NA,NA,NA,NA,NA,NA,NA,NA,0.00724,3.02,marine,Finfish,62.1
Eutrigla gurnardus,Miscellaneous demersal fishes,1.16694850615986,53,3.57,NA,NA,NA,NA,NA,NA,NA,NA,0.00724,3.02,marine,Finfish,56.511018
Gadus macrocephalus,"Cods, hakes, haddocks",12.3796690927466,100,4.01,13.3,NA,NA,0.16,0.3731,57,NA,NA,0.007927,3.096800089,marine,Finfish,56.167222
Gadus macrocephalus,"Cods, hakes, haddocks",12.3796690927466,100,4.01,NA,NA,NA,NA,NA,NA,NA,126,0.007927,3.096800089,marine,Finfish,46.25
Gadus macrocephalus,"Cods, hakes, haddocks",12.3796690927466,100,4.01,11.3,NA,NA,0.17,0.3627,36,NA,NA,0.007927,3.096800089,marine,Finfish,54.586138
Gadus macrocephalus,"Cods, hakes, haddocks",12.3796690927466,100,4.01,10.8,NA,NA,0.21,0.416,21,NA,NA,0.007927,3.096800089,marine,Finfish,48.383118
Gadus macrocephalus,"Cods, hakes, haddocks",12.3796690927466,100,4.01,NA,0.054679898,0.144061265,NA,NA,NA,NA,NA,0.007927,3.096800089,marine,Finfish,57.79
Gadus morhua,"Cods, hakes, haddocks",83.4437018466275,200,4.4,NA,0.073775946,0.18396877,NA,NA,NA,0.7,NA,0.00759,3.06,marine,Finfish,63.968654
