PageID,Level 1,Level 2,Common Name,Latin Name,Part,Preparation,Reference,Sample Size kCal,kCal (unit/100g),Sample Size H2O,H2O (g/100g),Sample Size Ash,Ash (g/100g),Sample Size CHO-T,CHO-T (g/100g),Sample Size Protein,Protein (g/100g),Sample Size Fat,Fat (g/100g),Sample Size PUFA,Total PUFA (g/100g),Sample Size Omega-3,Total Omega-3 (g/100g),Sample Size 18:3n3,Omega-3 18:3n3 (g/100g),Sample Size 20:3n3,Omega-3 20:3n3 (g/100g),Sample Size 20:5n3,Omega-3 20:5n3 (g/100g),Sample Size 22:3n3,Omega-3 22:3n3 (g/100g),Sample Size 22:6n3,Omega-3 22:6n3 (g/100g),Sample Size Omega-6,Total Omega-6 (g/100g),Sample Size 18:2n6,Omega-6 18:2n6 (g/100g),Sample Size 18:3n6,Omega-6 18:3n6 (g/100g),Sample Size 20:2n6,Omega-6 20:2n6 (g/100g),Sample Size 20:3n6,Omega-6 20:3n6 (g/100g),Sample Size 20:4n6,Omega-6 20:4n6 (g/100g),Sample Size 22:2n6,Omega-6 22:2n6 (g/100g),Sample Size 22:4n6,Omega-6 22:4n6 (g/100g),Sample Size MUFA,Total MUFA (g/100g),Sample Size 12:1,MUFA 12:1 (g/100g),Sample Size 14:1,MUFA 14:1 (g/100g),Sample Size 16:1,MUFA 16:1 (g/100g),Sample Size 18:1,MUFA 18:1 (g/100g),Sample Size 20:1,MUFA 20:1 (g/100g),Sample Size 22:1,MUFA 22:1 (g/100g),Sample Size 24:1,MUFA 24:1 (g/100g),Sample Size SFA,Total SFA (g/100g),Sample Size 8:0,SFA 8:0 (g/100g),Sample Size 10:0,SFA 10:0 (g/100g),Sample Size 12:0,SFA 12:0 (g/100g),Sample Size 14:0,SFA 14:0 (g/100g),Sample Size 16:0,SFA 16:0 (g/100g),Sample Size 18:0,SFA 18:0 (g/100g),Sample Size 20:0,SFA 20:0 (g/100g),Sample Size 22:0,SFA 22:0 (g/100g),Sample Size 24:0,SFA 24:0 (g/100g),Sample Size CHOL,CHOL (mg/100g),Sample Size A,A (units/100g),Sample Size D,D (units/100g),Sample Size E,Vitamin E (units/100g),Sample Size C,C (mg/100g),Sample Size THIA,THIA (mg/100g),Sample Size RIBO,RIBO (mg/100g),Sample Size NIAC,NIAC (mg/100g),Sample Size BIOT,BIOT (ug/100g),Sample Size B5/PA,B5/PA (mg/100g),Sample Size B6,B6 (mg/100g),Sample Size FOLA,FOLA (ug/100g),Sample Size B12,B12 (ug/100g),Sample Size Ca,Ca (mg/100g),Sample Size Fe,Fe (mg/100g),Sample Size Cu,Cu (mg/100g),Sample Size Zn,Zn (mg/100g),Sample Size P,P (mg/100g),Sample Size Mg,Mg (mg/100g),Sample Size Na,Na (mg/100g),Sample Size Mn,Mn (mg/100g),Sample Size K,K (mg/100g),Sample Size Se,Se (mg/100g)
6152,Fish,Saltwater Fish,Pacific Halibut,Hippoglossus stenolepis,meat,raw,23,,,,,,,,,,,,2.3,,0.7,,,,0.1,,,,0.1,,,,"0,3",,,,,,,,,,,,,,,,,,0.8,,,,,,,,,,,,,,,,"0,3",,,,,,,,,,,,,,,,,,,,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6152,Fish,Saltwater Fish,Pacific Halibut,Hippoglossus stenolepis,meat,raw,69,,,,,10,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,53,,,10,379,,
6152,Fish,Saltwater Fish,Pacific Halibut,Hippoglossus stenolepis,"muscle, cheeks",raw,27,,83,4,79.8,4,1.2,,0,4,19.2,4,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6152,Fish,Saltwater Fish,Pacific Halibut,Hippoglossus stenolepis,"muscle, dark meat",raw,27,,163,4,71.6,4,1.2,,0,4,16.9,4,10.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6152,Fish,Saltwater Fish,Pacific Halibut,Hippoglossus stenolepis,muscle,raw,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0.12,,0.06,,9.2,,,,,,,,,,,3,22,,0.09,,,,0.08,2,222,,25,5,59,,,4,434,,
6152,Fish,Saltwater Fish,Pacific Halibut,Hippoglossus stenolepis,fillet,raw,79,,105,,,,,,,,20,,2.2,,0.8,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9,,,,,,,,,,,,,,,,"0,4",,,,,,,,,,,,,,,,,,,,32,,,,,,,,,,0.12,,0.06,,9.2,,,,"0,28",,"0,34",,,,1,,34,,0.1,,,,0.3,,222,,,,59,,,,434,,
6152,Fish,Saltwater Fish,Pacific Halibut,Hippoglossus stenolepis,fillet,raw,72,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,15",,"0,37",,0.12,,0.04,,,,,,,,,,,,"0,05",,"0,22",,"0,05",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6152,Fish,Saltwater Fish,Greenland Halibut,Reinhardtius hippoglossoides,meat,raw,62,,186,,70.3,,,,0,,14.4,,13.8,,1.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.38,,,,,,,,,,,,,,,,"2,42",,,,,,,,,,,,,,,,,,,,46,,17 RE,,,,,,,,0.06,,0.08,,1.5,,,,"0,25",,"0,42",,1,,1,,3,,0.66,,0.03,,0.4,,164,,26,,80,,0.012,,268,,
6152,Fish,Saltwater Fish,Greenland Halibut,Reinhardtius hippoglossoides,meat,raw,23,,,,,,,,,,,,13.8,,1.4,,,,trace,,,,0.5,,,,"0,4",,,,,,,,,,,,,,,,,,8.4,,,,,,,,,,,,,,,,"2,4",,,,,,,,,,,,,,,,,,,,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6152,Fish,Saltwater Fish,Greenland Halibut,Reinhardtius hippoglossoides,meat,raw,47,,154,,74.6,,1,,0,,13.1,,11.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0 IU,,,,,,,,0.07,,0.03,,,,,,,,,,,,,,10,,,,,,,,150,,,,,,,,,,
6152,Fish,Saltwater Fish,Greenland Halibut,Reinhardtius hippoglossoides,meat,raw,63,,186,19,70.3 (SE 1.361),3,1.00 (SE 0.058),,0,3,14.4 (SE 1.004),22,13.8 (SE 0.773),,1.367,,,,,,,3,0.526 (SE 0.051),,,3,,,,,,,,,,,,,,,,,,,8.38,,,,,3,,3,,3,2.24 (SE 0.073),3,1.97 (SE 0.296),,,,"2,42",,0,,0,2,0.008,3,,3,,2,"0,193",,,,,,,9,,2,55 IU,,600 IU,,0.850 mg ATE,,0,1,0.06,1,0.08,1,1.5,,,1,"0,25",,"0,42",,1,1,1,1,3,,0.66,,0.03,,0.4,1,164,,26,1,80,,0.012,1,268,,0.036
6152,Fish,Saltwater Fish,Greenland Halibut,Reinhardtius hippoglossoides,meat,raw,88,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47 IU,,1097 IU,,0.73 mg AT,,,1,0.06,1,0.08,1,1.5,,,1,"0,25",1,"0,42",,,1,1,,,,,,0.03,,0.4,,,,,,,,,,,,
6152,Fish,Saltwater Fish,Greenland Halibut,Reinhardtius hippoglossoides,meat,raw,81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,25",,,,,,"1,5",,,,,,,,,,,,,,,,,,,,
6152,Fish,Saltwater Fish,Greenland Halibut,Reinhardtius hippoglossoides,meat,raw,82,,191,,70.9,,1.1,,0,,12.4,,15.6,,2.55,,,,0.14,,,,0.95,,,,"0,87",,,,"0,19",,,,,,,,0,,,,,,7.16,,,,,,,,,,,,,,,,"2,94",,,,,,,,"0,75",,"1,82",,"0,38",,,,,,,,46,,50 RE,,15 ug,,0.85 mg AT,,1,,0.06,,0.08,,1.5,,0.25,,"0,25",,"0,43",,12,,1,,25,,0.25,,,,,,158,,22,,86,,,,306,,0.027
6152,Fish,Saltwater Fish,Greenland Halibut,Reinhardtius hippoglossoides,muscle,raw,48,,,,,,,,,,,,13.1,,,,1.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6152,Fish,Saltwater Fish,Greenland Halibut,Reinhardtius hippoglossoides,whole,raw,81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,25",,,,,,"1,5",,,,,,,,,,,,,,,,,,,,
6152,Fish,Saltwater Fish,Greenland Halibut,Reinhardtius hippoglossoides,fillet,raw,79,,147,,,,,,,,13.2,,10,,1,,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.3,,,,,,,,,,,,,,,,"1,9",,,,,,,,,,,,,,,,,,,,,,39 IU,,,,,,,,0.07,,0.06,,1,,,,"0,25",,,,,,"1,2",,12,,1,,,,,,,,,,,,,,500,,
6152,Fish,Saltwater Fish,Greenland Halibut,Reinhardtius hippoglossoides,fillet,raw,72,,,,,,,,,,,,8.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,2",,"1,2",,1.4,,1.3,,,,,,,,,,,,"0,48",,"0,85",,"0,12",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6152,Fish,Saltwater Fish,Atlantic Halibut,Hippoglossus hippoglossus,"muscle, dark meat",raw,27,,129,2,74.3,,1.1,,0,2,18.4,2,6.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6152,Fish,Saltwater Fish,Atlantic Halibut,Hippoglossus hippoglossus,"muscle, dark meat",raw,27,,86,2,78.7,,0.9,,0,2,19.6,3,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6152,Fish,Saltwater Fish,Atlantic Halibut,Hippoglossus hippoglossus,muscle,raw,64,,,,78.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6152,Fish,Saltwater Fish,Atlantic Halibut,Hippoglossus hippoglossus,muscle,raw,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,47,,,,,,,,,5,0.09,5,0.1,3,4.5,,,,,,,,,2,"0,85",,,,,,0.23,,,,,,,3,71,,0,,8,,
6152,Fish,Saltwater Fish,Atlantic Halibut,Hippoglossus hippoglossus,meat,raw,55,,,,,,,,,,,,,,0.33,,,,,,trace,,0.16,,,,"0,22",,,,,,,,trace,,trace,,"0,03",,,,,,0.99,,,,,,"0,17",,"0,54",,0.19,,0.09,,,,"0,36",,,,,,,,"0,06",,"0,23",,"0,07",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6152,Fish,Saltwater Fish,Atlantic Halibut,Hippoglossus hippoglossus,meat,raw,82,,119,,74.5,,1,,0,,20.6,,3.9,,1.2,,,,0.096,,,,0.281,,,,"0,41",,,,"0,044",,,,,,,,"0,23",,,,,,0.865,,,,,,,,,,,,,,,,"0,453",,,,,,,,"0,076",,"0,281",,"0,066",,,,,,,,60,,33 RE,,9.0 ug,,0.70 mg AT,,0,,0.04,,0.04,,4,,5,,"0,28",,"0,4",,12,,"0,96",,15,,0.5,,0.2,,0.5,,220,,23,,64,,0.01,,398,,
6152,Fish,Saltwater Fish,Atlantic Halibut,Hippoglossus hippoglossus,fillet,raw,79,,115,,,,,,,,19.3,,3.6,,1.4,,1.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6,,,,,,,,,,,,,,,,"0,6",,,,,,,,,,,,,,,,,,,,47,,155 IU,,,,,,,,0.07,,0.08,,5,,,,"0,31",,"0,3",,,,1,,16,,,,,,0.3,,364,,,,71,,,,412,,
6152,Fish,Saltwater Fish,Atlantic Halibut,Hippoglossus hippoglossus,fillet,raw,72,,,,,,,,,,,,1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,02",,"0,1",,0.03,,0.02,,,,,,,,,,,,"0,01",,"0,13",,"0,06",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6152,Fish,Saltwater Fish,Flounders and Soles,Pleuronectinae,meat,raw,23,,,,,,,,,,,,1.1,,0.3,,,,trace,,,,0.1,,,,"0,1",,,,,,,,,,,,,,,,,,0.3,,,,,,,,,,,,,,,,"0,3",,,,,,,,,,,,,,,,,,,,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6152,Fish,Saltwater Fish,Flounders and Soles,Pleuronectinae,meat,raw,21,,78,,,,,,0,,17,,trace,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0 RE,,,,,,0,,0.04,,0.06,,4.3 NE,,,,,,,,,,,,12,,0.8,,,,,,,,,,,,,,,,
6152,Fish,Saltwater Fish,Flounders and Soles,Pleuronectinae,meat,raw,69,,,,,6,1.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,56,,,6,366,,
6152,Fish,Saltwater Fish,Flounders and Soles,Pleuronectinae,meat,raw,81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,85",,"0,17",,,,"1,2",,,,,,,,,,,,,,,,,,,,
6152,Fish,Saltwater Fish,Flounders and Soles,Pleuronectinae,meat,raw,82,,87,,79.3,,1.2,,0,,18,,1.6,,0.509,,,,0.005,,,,0.284,,,,"0,133",,,,"0,011",,,,,,,,,,,,,,0.378,,,,,,,,,,,,,,,,"0,354",,0,,0,,0,,"0,032",,"0,26",,"0,062",,0,,0,,0,,46,,9.0 RE,,0.80 ug,,1.0 mg AT,,1,,0.22,,0.21,,3,,1.2,,"0,68",,"0,25",,15,,"2,6",,35,,0.3,,0.036,,0.78,,182,,27,,65,,0.04,,394,,0.029
6152,Fish,Saltwater Fish,Flounders and Soles,Pleuronectinae,muscle,raw,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6152,Fish,Saltwater Fish,Flounders and Soles,Pleuronectinae,roe,raw,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,177,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6152,Fish,Saltwater Fish,Flounders and Soles,Pleuronectinae,whole,raw,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,266,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6152,Fish,Saltwater Fish,Flounders and Soles,Pleuronectinae,not specified,raw,88,,91,623,79.1 (SE 0.438),597,1.20 (SE 0.012),,0,595,18.8,596,1.19 (SE 0.039),,0.329,,,,,,,8,0.093,,,8,"0,106",,,,,,,,,,,,,,,,,,0.233,,,,,8,"0,08",8,"0,12",7,0.028,8,0.008,,,,"0,283",,0,,0,,0,8,"0,048",8,"0,158",8,"0,71",,,,,,,14,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6152,Fish,Saltwater Fish,Winter Flounder,Pseudopleuronectes americanus,meat,raw,65,,,2,77,2,1.23,,,2,21.2,2,1.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,13.2,2,0.103,2,0.028,2,0.394,2,220,2,47,2,32.9,2,0.015,2,595,,
6152,Fish,Saltwater Fish,Winter Flounder,Pseudopleuronectes americanus,meat,raw,55,,,,,,,,,,,,,,0.23,,,,,,trace,,0.07,,,,"0,12",,,,,,,,trace,,trace,,"0,02",,,,,,0.06,,,,,,"0,02",,"0,03",,0.01,,trace,,,,"0,09",,,,,,,,"0,01",,"0,06",,"0,02",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6152,Fish,Saltwater Fish,Winter Flounder,Pseudopleuronectes americanus,meat,raw,55,,,,,,,,,,,,0.45,,,,0.22,,,,,,0.07,,,,"0,12",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15,1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6152,Fish,Saltwater Fish,Winter Flounder,Pseudopleuronectes americanus,muscle,raw,27,,77,8,80.1,6,1.2,,0,9,18,9,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6152,Fish,Saltwater Fish,Winter Flounder,Pseudopleuronectes americanus,offal,raw,27,,100,4,73.5,4,6.2,,0,4,17,4,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6152,Fish,Saltwater Fish,Winter Flounder,Pseudopleuronectes americanus,fillet,raw,79,,92,,,,,,,,19.6,,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40 IU,,,,,,,,,,0.14,,3.4,,,,"0,3",,,,,,"0,8",,13,,0.1,,,,0.4,,220,,,,33,,,,595,,
6152,Fish,Saltwater Fish,Starry Flounder,Platichthys stellatus,meat,raw,69,,,,,6,1.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,85,,,6,285,,
6152,Fish,Saltwater Fish,Starry Flounder,Platichthys stellatus,muscle,raw,27,,85,3,80.2,4,1.1,,0,4,17.1,3,1.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06,,0.04,,,,,,,,,,,,1,,,,,,,,,,384,,,2,92,,,2,318,,
6152,Fish,Saltwater Fish,Starry Flounder,Platichthys stellatus,fillet,raw,79,,86,,,,,,,,17.1,,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.14,,0.11,,3.5,,,,,,"0,13",,,,1,,4,,0.5,,,,0.5,,384,,,,64,,,,424,,
6152,Fish,Saltwater Fish,Sole,Pleuronectinae and Cynoglossinae,meat,raw,46,,120,1,74.1,1,1.3,,0,1,21.4,1,3.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,71,1,0.8,,,,,,,,,,,,,,,,
6152,Fish,Saltwater Fish,Sole,Pleuronectinae and Cynoglossinae,meat,raw,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,trace,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6152,Fish,Saltwater Fish,Sole,Pleuronectinae and Cynoglossinae,meat,raw,23,,,,,,,,,,,,1.2,,0.2,,,,trace,,,,trace,,,,"0,1",,,,,,,,,,,,,,,,,,0.4,,,,,,,,,,,,,,,,"0,3",,,,,,,,,,,,,,,,,,,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6152,Fish,Saltwater Fish,Sole,Pleuronectinae and Cynoglossinae,meat,raw,82,,86,,78.5,,1.7,,0,,18.7,,1.1,,0.404,,,,0.004,,,,0.213,,,,"0,099",,,,"0,004",,,,,,,,"0,054",,,,,,0.241,,,,,,,,,,,,,,,,"0,177",,,,,,,,"0,024",,"0,11",,"0,029",,,,,,,,50,,0.0 RE,,8.0 ug,,0.80 mg AT,,2,,0.07,,0.05,,3.5,,1.2,,"0,3",,"0,31",,10,,"0,8",,29,,0.6,,0.052,,0.08,,271,,25,,120,,0.04,,351,,0.026
6152,Fish,Saltwater Fish,Sole,Pleuronectinae and Cynoglossinae,muscle,raw,27,,83,9,79.5,8,1.1,,0.5,10,17.9,11,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43,,44.8 IU,,,,,,,4,0.07,,0.05,2,1.4,,,,,,,,,,,5,38,7,0.656,3,0.28,3,0.378,3,170,,29,,,,0.02,,489,,
6152,Fish,Saltwater Fish,Sole,Pleuronectinae and Cynoglossinae,muscle,raw,64,,,,81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6152,Fish,Saltwater Fish,Sole,Pleuronectinae and Cynoglossinae,roe,raw,27,,129,,71,,1.2,,2.5,,20.7,,4.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6152,Fish,Saltwater Fish,Sole,Pleuronectinae and Cynoglossinae,roe,raw,25,,,,,,,,,,,,,,,,,,,,,4,0.08 (SD 0.01),,,4,"0,09",,,,,,,,,,,4,"0,03",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6152,Fish,Saltwater Fish,Sole,Pleuronectinae and Cynoglossinae,roe,raw,64,,,,70.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6152,Fish,Saltwater Fish,Sole,Pleuronectinae and Cynoglossinae,skin,raw,64,,,,67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6152,Fish,Saltwater Fish,Dover Sole,Microstomus pacificus,meat,raw,25,,,,,,,,,,,7,1.0 (SD 0.11),4,0.23 (SD 0.01),4,0.20 (SD 0.01),,,,,4,0.08 (SD 0.01),,,4,"0,09",4,0.03,,,,,,,,,4,"0,03",,,,,4,0.11 (SD 0.01),,,,,,,,,,,,,4,0.01 (SD 0.01),4,,,,,,,,4,"0,02",4,,4,"0,03",,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6152,Fish,Saltwater Fish,Dover Sole,Microstomus pacificus,muscle,raw,27,,78,7,83.6,5,1.1,,0,8,15.1,8,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06,,0.06,,,,,,,,,,,,,,50,,,,,,,,154,,,,95,,,,323,,
6152,Fish,Saltwater Fish,Dover Sole,Microstomus pacificus,whole,raw,27,,82,,81.9,,2.7,,0,,12.7,,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6152,Fish,Saltwater Fish,Dover Sole,Microstomus pacificus,offal,raw,27,,86,,81.2,,3.5,,0,,11.7,,4.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6152,Fish,Saltwater Fish,Dover Sole,Microstomus pacificus,fillet,raw,79,,73,,,,,,,,15.1,,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48,,,,,,,,,,0.06,,0.05,,1.6,,,,,,,,,,,,29,,0.2,,,,0.2,,146,,,,85,,,,311,,
6152,Fish,Saltwater Fish,English Sole,Parophrys vetulus,muscle,raw,48,,,,,,,,,,,,1.7,,,,0.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6152,Fish,Saltwater Fish,English Sole,Parophrys vetulus,muscle,raw,27,,82,5,80.8,6,1.2,,0,7,16.8,6,1.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06,,0.04,,,,,,,,,,,,,,,,,,,,,,,,,4,85,,,3,373,,
