"","X","Food.Item.ID","species","taxon","max_size","max_length","TL","lwA","lwB","Habitat","Subgroup","Abs_lat","Latitude","max_length_study","RDI","CA_mg","DHA_g","EPA_g","FAT","FE_mg","HG_mcg","PROTEIN","ZN_mg"
"168",10140,33,"Mytilus galloprovincialis",NA,NA,NA,NA,NA,NA,NA,"Molluscs",NA,NA,NA,11,NA,NA,NA,NA,NA,NA,NA,5.76
"169",9856,34,"Nacella deaurata",NA,NA,NA,NA,NA,NA,NA,"Molluscs",NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"170",9671,34,"Nacella deaurata",NA,NA,NA,NA,NA,NA,NA,"Molluscs",NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"171",10596,34,"Nacella deaurata",NA,NA,NA,NA,NA,NA,NA,"Molluscs",NA,NA,NA,70,NA,NA,NA,NA,NA,NA,NA,NA
"172",10041,34,"Nacella deaurata",NA,NA,NA,NA,NA,NA,NA,"Molluscs",NA,NA,NA,18,NA,NA,NA,NA,NA,NA,NA,NA
"173",10411,34,"Nacella deaurata",NA,NA,NA,NA,NA,NA,NA,"Molluscs",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"174",10781,34,"Nacella deaurata",NA,NA,NA,NA,NA,NA,NA,"Molluscs",NA,NA,NA,50,NA,NA,NA,NA,NA,NA,NA,NA
"175",10226,34,"Nacella deaurata",NA,NA,NA,NA,NA,NA,NA,"Molluscs",NA,NA,NA,11,NA,NA,NA,NA,NA,NA,NA,8.47
"176",9857,35,"Nacella deaurata",NA,NA,NA,NA,NA,NA,NA,"Molluscs",NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"177",9672,35,"Nacella deaurata",NA,NA,NA,NA,NA,NA,NA,"Molluscs",NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"178",10597,35,"Nacella deaurata",NA,NA,NA,NA,NA,NA,NA,"Molluscs",NA,NA,NA,70,NA,NA,NA,NA,NA,NA,NA,NA
"179",10042,35,"Nacella deaurata",NA,NA,NA,NA,NA,NA,NA,"Molluscs",NA,NA,NA,18,NA,NA,NA,NA,NA,NA,NA,NA
"180",10412,35,"Nacella deaurata",NA,NA,NA,NA,NA,NA,NA,"Molluscs",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"181",10782,35,"Nacella deaurata",NA,NA,NA,NA,NA,NA,NA,"Molluscs",NA,NA,NA,50,NA,NA,NA,NA,NA,NA,NA,NA
"182",10227,35,"Nacella deaurata",NA,NA,NA,NA,NA,NA,NA,"Molluscs",NA,NA,NA,11,NA,NA,NA,NA,NA,NA,NA,7.83
"183",9858,36,"Nacella deaurata",NA,NA,NA,NA,NA,NA,NA,"Molluscs",NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"184",9673,36,"Nacella deaurata",NA,NA,NA,NA,NA,NA,NA,"Molluscs",NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"185",10598,36,"Nacella deaurata",NA,NA,NA,NA,NA,NA,NA,"Molluscs",NA,NA,NA,70,NA,NA,NA,NA,NA,NA,NA,NA
"186",10043,36,"Nacella deaurata",NA,NA,NA,NA,NA,NA,NA,"Molluscs",NA,NA,NA,18,NA,NA,NA,NA,NA,NA,NA,NA
"187",10413,36,"Nacella deaurata",NA,NA,NA,NA,NA,NA,NA,"Molluscs",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"188",10783,36,"Nacella deaurata",NA,NA,NA,NA,NA,NA,NA,"Molluscs",NA,NA,NA,50,NA,NA,NA,NA,NA,NA,NA,NA
"189",10228,36,"Nacella deaurata",NA,NA,NA,NA,NA,NA,NA,"Molluscs",NA,NA,NA,11,NA,NA,NA,NA,NA,NA,NA,5.2
"190",9859,37,"Nacella deaurata",NA,NA,NA,NA,NA,NA,NA,"Molluscs",NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"191",9674,37,"Nacella deaurata",NA,NA,NA,NA,NA,NA,NA,"Molluscs",NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"192",10599,37,"Nacella deaurata",NA,NA,NA,NA,NA,NA,NA,"Molluscs",NA,NA,NA,70,NA,NA,NA,NA,NA,NA,NA,NA
"193",10044,37,"Nacella deaurata",NA,NA,NA,NA,NA,NA,NA,"Molluscs",NA,NA,NA,18,NA,NA,NA,NA,NA,NA,NA,NA
"194",10414,37,"Nacella deaurata",NA,NA,NA,NA,NA,NA,NA,"Molluscs",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"195",10784,37,"Nacella deaurata",NA,NA,NA,NA,NA,NA,NA,"Molluscs",NA,NA,NA,50,NA,NA,NA,NA,NA,NA,NA,NA
"196",10229,37,"Nacella deaurata",NA,NA,NA,NA,NA,NA,NA,"Molluscs",NA,NA,NA,11,NA,NA,NA,NA,NA,NA,NA,4.73
"197",9809,42,"Penaeus monodon",NA,NA,NA,NA,NA,NA,NA,"Crustacean",NA,NA,5.8,1,NA,NA,NA,NA,NA,NA,NA,NA
"198",9624,42,"Penaeus monodon",NA,NA,NA,NA,NA,NA,NA,"Crustacean",NA,NA,5.8,1,NA,NA,NA,NA,NA,NA,NA,NA
"199",10549,42,"Penaeus monodon",NA,NA,NA,NA,NA,NA,NA,"Crustacean",NA,NA,5.8,70,NA,NA,NA,NA,NA,NA,NA,NA
"200",9994,42,"Penaeus monodon",NA,NA,NA,NA,NA,NA,NA,"Crustacean",NA,NA,5.8,18,NA,NA,NA,NA,2.88,NA,NA,NA
"201",10364,42,"Penaeus monodon",NA,NA,NA,NA,NA,NA,NA,"Crustacean",NA,NA,5.8,NA,NA,NA,NA,NA,NA,NA,NA,NA
"202",10734,42,"Penaeus monodon",NA,NA,NA,NA,NA,NA,NA,"Crustacean",NA,NA,5.8,50,NA,NA,NA,NA,NA,NA,NA,NA
"203",10179,42,"Penaeus monodon",NA,NA,NA,NA,NA,NA,NA,"Crustacean",NA,NA,5.8,11,NA,NA,NA,NA,NA,NA,NA,1.37
"204",9862,43,"Litopenaeus schmitti",NA,NA,NA,NA,NA,NA,NA,"Crustacean",NA,NA,4.4,1,NA,NA,NA,NA,NA,NA,NA,NA
"205",9677,43,"Litopenaeus schmitti",NA,NA,NA,NA,NA,NA,NA,"Crustacean",NA,NA,4.4,1,NA,NA,NA,NA,NA,NA,NA,NA
"206",10602,43,"Litopenaeus schmitti",NA,NA,NA,NA,NA,NA,NA,"Crustacean",NA,NA,4.4,70,NA,NA,NA,NA,NA,NA,NA,NA
"207",10047,43,"Litopenaeus schmitti",NA,NA,NA,NA,NA,NA,NA,"Crustacean",NA,NA,4.4,18,NA,NA,NA,NA,5.18,NA,NA,NA
"208",10417,43,"Litopenaeus schmitti",NA,NA,NA,NA,NA,NA,NA,"Crustacean",NA,NA,4.4,NA,NA,NA,NA,NA,NA,NA,NA,NA
"209",10787,43,"Litopenaeus schmitti",NA,NA,NA,NA,NA,NA,NA,"Crustacean",NA,NA,4.4,50,NA,NA,NA,NA,NA,NA,NA,NA
"210",10232,43,"Litopenaeus schmitti",NA,NA,NA,NA,NA,NA,NA,"Crustacean",NA,NA,4.4,11,NA,NA,NA,NA,NA,NA,NA,1.55
"211",9863,44,"Litopenaeus schmitti",NA,NA,NA,NA,NA,NA,NA,"Crustacean",NA,NA,3.5,1,NA,NA,NA,NA,NA,NA,NA,NA
"212",9678,44,"Litopenaeus schmitti",NA,NA,NA,NA,NA,NA,NA,"Crustacean",NA,NA,3.5,1,NA,NA,NA,NA,NA,NA,NA,NA
"213",10603,44,"Litopenaeus schmitti",NA,NA,NA,NA,NA,NA,NA,"Crustacean",NA,NA,3.5,70,NA,NA,NA,NA,NA,NA,NA,NA
"214",10048,44,"Litopenaeus schmitti",NA,NA,NA,NA,NA,NA,NA,"Crustacean",NA,NA,3.5,18,NA,NA,NA,NA,8.27,NA,NA,NA
"215",10418,44,"Litopenaeus schmitti",NA,NA,NA,NA,NA,NA,NA,"Crustacean",NA,NA,3.5,NA,NA,NA,NA,NA,NA,NA,NA,NA
"216",10788,44,"Litopenaeus schmitti",NA,NA,NA,NA,NA,NA,NA,"Crustacean",NA,NA,3.5,50,NA,NA,NA,NA,NA,NA,NA,NA
"217",10233,44,"Litopenaeus schmitti",NA,NA,NA,NA,NA,NA,NA,"Crustacean",NA,NA,3.5,11,NA,NA,NA,NA,NA,NA,NA,1.28
"218",9818,45,"Penaeus semisulcatus",NA,NA,NA,NA,NA,NA,NA,"Crustacean",NA,NA,3.8,1,NA,NA,NA,NA,NA,NA,NA,NA
"219",9633,45,"Penaeus semisulcatus",NA,NA,NA,NA,NA,NA,NA,"Crustacean",NA,NA,3.8,1,NA,NA,NA,NA,NA,NA,NA,NA
"220",10558,45,"Penaeus semisulcatus",NA,NA,NA,NA,NA,NA,NA,"Crustacean",NA,NA,3.8,70,NA,NA,NA,NA,NA,NA,NA,NA
"221",10003,45,"Penaeus semisulcatus",NA,NA,NA,NA,NA,NA,NA,"Crustacean",NA,NA,3.8,18,NA,NA,NA,NA,7.25,NA,NA,NA
"222",10373,45,"Penaeus semisulcatus",NA,NA,NA,NA,NA,NA,NA,"Crustacean",NA,NA,3.8,NA,NA,NA,NA,NA,NA,NA,NA,NA
"223",10743,45,"Penaeus semisulcatus",NA,NA,NA,NA,NA,NA,NA,"Crustacean",NA,NA,3.8,50,NA,NA,NA,NA,NA,NA,NA,NA
"224",10188,45,"Penaeus semisulcatus",NA,NA,NA,NA,NA,NA,NA,"Crustacean",NA,NA,3.8,11,NA,NA,NA,NA,NA,NA,NA,1.86
"225",9819,46,"Penaeus semisulcatus",NA,NA,NA,NA,NA,NA,NA,"Crustacean",NA,NA,2.4,1,NA,NA,NA,NA,NA,NA,NA,NA
"226",9634,46,"Penaeus semisulcatus",NA,NA,NA,NA,NA,NA,NA,"Crustacean",NA,NA,2.4,1,NA,NA,NA,NA,NA,NA,NA,NA
"227",10559,46,"Penaeus semisulcatus",NA,NA,NA,NA,NA,NA,NA,"Crustacean",NA,NA,2.4,70,NA,NA,NA,NA,NA,NA,NA,NA
"228",10004,46,"Penaeus semisulcatus",NA,NA,NA,NA,NA,NA,NA,"Crustacean",NA,NA,2.4,18,NA,NA,NA,NA,10.1,NA,NA,NA
"229",10374,46,"Penaeus semisulcatus",NA,NA,NA,NA,NA,NA,NA,"Crustacean",NA,NA,2.4,NA,NA,NA,NA,NA,NA,NA,NA,NA
"230",10744,46,"Penaeus semisulcatus",NA,NA,NA,NA,NA,NA,NA,"Crustacean",NA,NA,2.4,50,NA,NA,NA,NA,NA,NA,NA,NA
"231",10189,46,"Penaeus semisulcatus",NA,NA,NA,NA,NA,NA,NA,"Crustacean",NA,NA,2.4,11,NA,NA,NA,NA,NA,NA,NA,2.42
"232",9820,47,"Penaeus semisulcatus",NA,NA,NA,NA,NA,NA,NA,"Crustacean",NA,NA,3.4,1,NA,NA,NA,NA,NA,NA,NA,NA
"233",9635,47,"Penaeus semisulcatus",NA,NA,NA,NA,NA,NA,NA,"Crustacean",NA,NA,3.4,1,NA,NA,NA,NA,NA,NA,NA,NA
"234",10560,47,"Penaeus semisulcatus",NA,NA,NA,NA,NA,NA,NA,"Crustacean",NA,NA,3.4,70,NA,NA,NA,NA,NA,NA,NA,NA
"235",10005,47,"Penaeus semisulcatus",NA,NA,NA,NA,NA,NA,NA,"Crustacean",NA,NA,3.4,18,NA,NA,NA,NA,8.62,NA,NA,NA
"236",10375,47,"Penaeus semisulcatus",NA,NA,NA,NA,NA,NA,NA,"Crustacean",NA,NA,3.4,NA,NA,NA,NA,NA,NA,NA,NA,NA
"237",10745,47,"Penaeus semisulcatus",NA,NA,NA,NA,NA,NA,NA,"Crustacean",NA,NA,3.4,50,NA,NA,NA,NA,NA,NA,NA,NA
"238",10190,47,"Penaeus semisulcatus",NA,NA,NA,NA,NA,NA,NA,"Crustacean",NA,NA,3.4,11,NA,NA,NA,NA,NA,NA,NA,1.84
"239",9821,48,"Penaeus semisulcatus",NA,NA,NA,NA,NA,NA,NA,"Crustacean",NA,NA,3.1,1,NA,NA,NA,NA,NA,NA,NA,NA
"240",9636,48,"Penaeus semisulcatus",NA,NA,NA,NA,NA,NA,NA,"Crustacean",NA,NA,3.1,1,NA,NA,NA,NA,NA,NA,NA,NA
"241",10561,48,"Penaeus semisulcatus",NA,NA,NA,NA,NA,NA,NA,"Crustacean",NA,NA,3.1,70,NA,NA,NA,NA,NA,NA,NA,NA
"242",10006,48,"Penaeus semisulcatus",NA,NA,NA,NA,NA,NA,NA,"Crustacean",NA,NA,3.1,18,NA,NA,NA,NA,13.1,NA,NA,NA
"243",10376,48,"Penaeus semisulcatus",NA,NA,NA,NA,NA,NA,NA,"Crustacean",NA,NA,3.1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"244",10746,48,"Penaeus semisulcatus",NA,NA,NA,NA,NA,NA,NA,"Crustacean",NA,NA,3.1,50,NA,NA,NA,NA,NA,NA,NA,NA
"245",10191,48,"Penaeus semisulcatus",NA,NA,NA,NA,NA,NA,NA,"Crustacean",NA,NA,3.1,11,NA,NA,NA,NA,NA,NA,NA,1.52
"246",9822,49,"Penaeus semisulcatus",NA,NA,NA,NA,NA,NA,NA,"Crustacean",NA,NA,2.7,1,NA,NA,NA,NA,NA,NA,NA,NA
"247",9637,49,"Penaeus semisulcatus",NA,NA,NA,NA,NA,NA,NA,"Crustacean",NA,NA,2.7,1,NA,NA,NA,NA,NA,NA,NA,NA
"248",10562,49,"Penaeus semisulcatus",NA,NA,NA,NA,NA,NA,NA,"Crustacean",NA,NA,2.7,70,NA,NA,NA,NA,NA,NA,NA,NA
"249",10007,49,"Penaeus semisulcatus",NA,NA,NA,NA,NA,NA,NA,"Crustacean",NA,NA,2.7,18,NA,NA,NA,NA,8.56,NA,NA,NA
"250",10377,49,"Penaeus semisulcatus",NA,NA,NA,NA,NA,NA,NA,"Crustacean",NA,NA,2.7,NA,NA,NA,NA,NA,NA,NA,NA,NA
"251",10747,49,"Penaeus semisulcatus",NA,NA,NA,NA,NA,NA,NA,"Crustacean",NA,NA,2.7,50,NA,NA,NA,NA,NA,NA,NA,NA
"252",10192,49,"Penaeus semisulcatus",NA,NA,NA,NA,NA,NA,NA,"Crustacean",NA,NA,2.7,11,NA,NA,NA,NA,NA,NA,NA,2.1
"253",9864,50,"Litopenaeus vannamei",NA,NA,NA,NA,NA,NA,NA,"Crustacean",NA,NA,4.3,1,NA,NA,NA,NA,NA,NA,NA,NA
"254",9679,50,"Litopenaeus vannamei",NA,NA,NA,NA,NA,NA,NA,"Crustacean",NA,NA,4.3,1,NA,NA,NA,NA,NA,NA,NA,NA
"255",10604,50,"Litopenaeus vannamei",NA,NA,NA,NA,NA,NA,NA,"Crustacean",NA,NA,4.3,70,NA,NA,NA,NA,NA,NA,NA,NA
"256",10049,50,"Litopenaeus vannamei",NA,NA,NA,NA,NA,NA,NA,"Crustacean",NA,NA,4.3,18,NA,NA,NA,NA,4.54,NA,NA,NA
"257",10419,50,"Litopenaeus vannamei",NA,NA,NA,NA,NA,NA,NA,"Crustacean",NA,NA,4.3,NA,NA,NA,NA,NA,NA,NA,NA,NA
"258",10789,50,"Litopenaeus vannamei",NA,NA,NA,NA,NA,NA,NA,"Crustacean",NA,NA,4.3,50,NA,NA,NA,NA,NA,NA,NA,NA
"259",10234,50,"Litopenaeus vannamei",NA,NA,NA,NA,NA,NA,NA,"Crustacean",NA,NA,4.3,11,NA,NA,NA,NA,NA,NA,NA,1.43
"260",9865,56,"Portunus trituberculatus",NA,NA,NA,NA,NA,NA,NA,"Crustacean",NA,NA,5.22,1,NA,NA,NA,NA,NA,NA,NA,NA
"261",9680,56,"Portunus trituberculatus",NA,NA,NA,NA,NA,NA,NA,"Crustacean",NA,NA,5.22,1,NA,NA,NA,NA,NA,NA,NA,NA
"262",10605,56,"Portunus trituberculatus",NA,NA,NA,NA,NA,NA,NA,"Crustacean",NA,NA,5.22,70,NA,NA,NA,NA,NA,NA,NA,NA
"263",10050,56,"Portunus trituberculatus",NA,NA,NA,NA,NA,NA,NA,"Crustacean",NA,NA,5.22,18,NA,NA,NA,NA,7.08,NA,NA,NA
"264",10420,56,"Portunus trituberculatus",NA,NA,NA,NA,NA,NA,NA,"Crustacean",NA,NA,5.22,NA,NA,NA,NA,NA,NA,NA,NA,NA
"265",10790,56,"Portunus trituberculatus",NA,NA,NA,NA,NA,NA,NA,"Crustacean",NA,NA,5.22,50,NA,NA,NA,NA,NA,NA,NA,NA
"266",10235,56,"Portunus trituberculatus",NA,NA,NA,NA,NA,NA,NA,"Crustacean",NA,NA,5.22,11,NA,NA,NA,NA,NA,NA,NA,0.785
"267",9866,57,"Portunus trituberculatus",NA,NA,NA,NA,NA,NA,NA,"Crustacean",NA,NA,5.5,1,NA,NA,NA,NA,NA,NA,NA,NA
"268",9681,57,"Portunus trituberculatus",NA,NA,NA,NA,NA,NA,NA,"Crustacean",NA,NA,5.5,1,NA,NA,NA,NA,NA,NA,NA,NA
"269",10606,57,"Portunus trituberculatus",NA,NA,NA,NA,NA,NA,NA,"Crustacean",NA,NA,5.5,70,NA,NA,NA,NA,NA,NA,NA,NA
"270",10051,57,"Portunus trituberculatus",NA,NA,NA,NA,NA,NA,NA,"Crustacean",NA,NA,5.5,18,NA,NA,NA,NA,2.85,NA,NA,NA
"271",10421,57,"Portunus trituberculatus",NA,NA,NA,NA,NA,NA,NA,"Crustacean",NA,NA,5.5,NA,NA,NA,NA,NA,NA,NA,NA,NA
"272",10791,57,"Portunus trituberculatus",NA,NA,NA,NA,NA,NA,NA,"Crustacean",NA,NA,5.5,50,NA,NA,NA,NA,NA,NA,NA,NA
"273",10236,57,"Portunus trituberculatus",NA,NA,NA,NA,NA,NA,NA,"Crustacean",NA,NA,5.5,11,NA,NA,NA,NA,NA,NA,NA,1.15
"274",9867,58,"Portunus trituberculatus",NA,NA,NA,NA,NA,NA,NA,"Crustacean",NA,NA,5.11,1,NA,NA,NA,NA,NA,NA,NA,NA
"275",9682,58,"Portunus trituberculatus",NA,NA,NA,NA,NA,NA,NA,"Crustacean",NA,NA,5.11,1,NA,NA,NA,NA,NA,NA,NA,NA
"276",10607,58,"Portunus trituberculatus",NA,NA,NA,NA,NA,NA,NA,"Crustacean",NA,NA,5.11,70,NA,NA,NA,NA,NA,NA,NA,NA
"277",10052,58,"Portunus trituberculatus",NA,NA,NA,NA,NA,NA,NA,"Crustacean",NA,NA,5.11,18,NA,NA,NA,NA,1.97,NA,NA,NA
"278",10422,58,"Portunus trituberculatus",NA,NA,NA,NA,NA,NA,NA,"Crustacean",NA,NA,5.11,NA,NA,NA,NA,NA,NA,NA,NA,NA
"279",10792,58,"Portunus trituberculatus",NA,NA,NA,NA,NA,NA,NA,"Crustacean",NA,NA,5.11,50,NA,NA,NA,NA,NA,NA,NA,NA
"280",10237,58,"Portunus trituberculatus",NA,NA,NA,NA,NA,NA,NA,"Crustacean",NA,NA,5.11,11,NA,NA,NA,NA,NA,NA,NA,1.02
"281",9868,59,"Portunus trituberculatus",NA,NA,NA,NA,NA,NA,NA,"Crustacean",NA,NA,3.64,1,NA,NA,NA,NA,NA,NA,NA,NA
"282",9683,59,"Portunus trituberculatus",NA,NA,NA,NA,NA,NA,NA,"Crustacean",NA,NA,3.64,1,NA,NA,NA,NA,NA,NA,NA,NA
"283",10608,59,"Portunus trituberculatus",NA,NA,NA,NA,NA,NA,NA,"Crustacean",NA,NA,3.64,70,NA,NA,NA,NA,NA,NA,NA,NA
"284",10053,59,"Portunus trituberculatus",NA,NA,NA,NA,NA,NA,NA,"Crustacean",NA,NA,3.64,18,NA,NA,NA,NA,8.05,NA,NA,NA
"285",10423,59,"Portunus trituberculatus",NA,NA,NA,NA,NA,NA,NA,"Crustacean",NA,NA,3.64,NA,NA,NA,NA,NA,NA,NA,NA,NA
"286",10793,59,"Portunus trituberculatus",NA,NA,NA,NA,NA,NA,NA,"Crustacean",NA,NA,3.64,50,NA,NA,NA,NA,NA,NA,NA,NA
"287",10238,59,"Portunus trituberculatus",NA,NA,NA,NA,NA,NA,NA,"Crustacean",NA,NA,3.64,11,NA,NA,NA,NA,NA,NA,NA,0.793
"288",9869,60,"Portunus trituberculatus",NA,NA,NA,NA,NA,NA,NA,"Crustacean",NA,NA,4.05,1,NA,NA,NA,NA,NA,NA,NA,NA
"289",9684,60,"Portunus trituberculatus",NA,NA,NA,NA,NA,NA,NA,"Crustacean",NA,NA,4.05,1,NA,NA,NA,NA,NA,NA,NA,NA
"290",10609,60,"Portunus trituberculatus",NA,NA,NA,NA,NA,NA,NA,"Crustacean",NA,NA,4.05,70,NA,NA,NA,NA,NA,NA,NA,NA
"291",10054,60,"Portunus trituberculatus",NA,NA,NA,NA,NA,NA,NA,"Crustacean",NA,NA,4.05,18,NA,NA,NA,NA,4.39,NA,NA,NA
"292",10424,60,"Portunus trituberculatus",NA,NA,NA,NA,NA,NA,NA,"Crustacean",NA,NA,4.05,NA,NA,NA,NA,NA,NA,NA,NA,NA
"293",10794,60,"Portunus trituberculatus",NA,NA,NA,NA,NA,NA,NA,"Crustacean",NA,NA,4.05,50,NA,NA,NA,NA,NA,NA,NA,NA
"294",10239,60,"Portunus trituberculatus",NA,NA,NA,NA,NA,NA,NA,"Crustacean",NA,NA,4.05,11,NA,NA,NA,NA,NA,NA,NA,0.862
"295",9870,61,"Scylla paramamosain",NA,NA,NA,NA,NA,NA,NA,"Crustacean",NA,NA,4.85,1,NA,NA,NA,NA,NA,NA,NA,NA
"296",9685,61,"Scylla paramamosain",NA,NA,NA,NA,NA,NA,NA,"Crustacean",NA,NA,4.85,1,NA,NA,NA,NA,NA,NA,NA,NA
"297",10610,61,"Scylla paramamosain",NA,NA,NA,NA,NA,NA,NA,"Crustacean",NA,NA,4.85,70,NA,NA,NA,NA,NA,NA,NA,NA
"298",10055,61,"Scylla paramamosain",NA,NA,NA,NA,NA,NA,NA,"Crustacean",NA,NA,4.85,18,NA,NA,NA,NA,3.44,NA,NA,NA
"299",10425,61,"Scylla paramamosain",NA,NA,NA,NA,NA,NA,NA,"Crustacean",NA,NA,4.85,NA,NA,NA,NA,NA,NA,NA,NA,NA
"300",10795,61,"Scylla paramamosain",NA,NA,NA,NA,NA,NA,NA,"Crustacean",NA,NA,4.85,50,NA,NA,NA,NA,NA,NA,NA,NA
"301",10240,61,"Scylla paramamosain",NA,NA,NA,NA,NA,NA,NA,"Crustacean",NA,NA,4.85,11,NA,NA,NA,NA,NA,NA,NA,0.967
"302",9871,62,"Scylla paramamosain",NA,NA,NA,NA,NA,NA,NA,"Crustacean",NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"303",9686,62,"Scylla paramamosain",NA,NA,NA,NA,NA,NA,NA,"Crustacean",NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"304",10611,62,"Scylla paramamosain",NA,NA,NA,NA,NA,NA,NA,"Crustacean",NA,NA,NA,70,NA,NA,NA,NA,NA,NA,NA,NA
"305",10056,62,"Scylla paramamosain",NA,NA,NA,NA,NA,NA,NA,"Crustacean",NA,NA,NA,18,NA,NA,NA,NA,3.775,NA,NA,NA
"306",10426,62,"Scylla paramamosain",NA,NA,NA,NA,NA,NA,NA,"Crustacean",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"307",10796,62,"Scylla paramamosain",NA,NA,NA,NA,NA,NA,NA,"Crustacean",NA,NA,NA,50,NA,NA,NA,NA,NA,NA,NA,NA
"308",10241,62,"Scylla paramamosain",NA,NA,NA,NA,NA,NA,NA,"Crustacean",NA,NA,NA,11,NA,NA,NA,NA,NA,NA,NA,2.126
"309",9872,63,"Scylla paramamosain",NA,NA,NA,NA,NA,NA,NA,"Crustacean",NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"310",9687,63,"Scylla paramamosain",NA,NA,NA,NA,NA,NA,NA,"Crustacean",NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"311",10612,63,"Scylla paramamosain",NA,NA,NA,NA,NA,NA,NA,"Crustacean",NA,NA,NA,70,NA,NA,NA,NA,NA,NA,NA,NA
"312",10057,63,"Scylla paramamosain",NA,NA,NA,NA,NA,NA,NA,"Crustacean",NA,NA,NA,18,NA,NA,NA,NA,8.257,NA,NA,NA
"313",10427,63,"Scylla paramamosain",NA,NA,NA,NA,NA,NA,NA,"Crustacean",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"314",10797,63,"Scylla paramamosain",NA,NA,NA,NA,NA,NA,NA,"Crustacean",NA,NA,NA,50,NA,NA,NA,NA,NA,NA,NA,NA
"315",10242,63,"Scylla paramamosain",NA,NA,NA,NA,NA,NA,NA,"Crustacean",NA,NA,NA,11,NA,NA,NA,NA,NA,NA,NA,0.911
"316",9873,64,"Scylla paramamosain",NA,NA,NA,NA,NA,NA,NA,"Crustacean",NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"317",9688,64,"Scylla paramamosain",NA,NA,NA,NA,NA,NA,NA,"Crustacean",NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"318",10613,64,"Scylla paramamosain",NA,NA,NA,NA,NA,NA,NA,"Crustacean",NA,NA,NA,70,NA,NA,NA,NA,NA,NA,NA,NA
"319",10058,64,"Scylla paramamosain",NA,NA,NA,NA,NA,NA,NA,"Crustacean",NA,NA,NA,18,NA,NA,NA,NA,27.613,NA,NA,NA
"320",10428,64,"Scylla paramamosain",NA,NA,NA,NA,NA,NA,NA,"Crustacean",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"321",10798,64,"Scylla paramamosain",NA,NA,NA,NA,NA,NA,NA,"Crustacean",NA,NA,NA,50,NA,NA,NA,NA,NA,NA,NA,NA
"322",10243,64,"Scylla paramamosain",NA,NA,NA,NA,NA,NA,NA,"Crustacean",NA,NA,NA,11,NA,NA,NA,NA,NA,NA,NA,2.025
"323",9874,65,"Scylla paramamosain",NA,NA,NA,NA,NA,NA,NA,"Crustacean",NA,NA,24.6,1,NA,NA,NA,NA,NA,NA,NA,NA
"324",9689,65,"Scylla paramamosain",NA,NA,NA,NA,NA,NA,NA,"Crustacean",NA,NA,24.6,1,NA,NA,NA,NA,NA,NA,NA,NA
"325",10614,65,"Scylla paramamosain",NA,NA,NA,NA,NA,NA,NA,"Crustacean",NA,NA,24.6,70,NA,NA,NA,NA,NA,NA,NA,NA
"326",10059,65,"Scylla paramamosain",NA,NA,NA,NA,NA,NA,NA,"Crustacean",NA,NA,24.6,18,NA,NA,NA,NA,10.75505,NA,NA,NA
"327",10429,65,"Scylla paramamosain",NA,NA,NA,NA,NA,NA,NA,"Crustacean",NA,NA,24.6,NA,NA,NA,NA,NA,NA,NA,NA,NA
"328",10799,65,"Scylla paramamosain",NA,NA,NA,NA,NA,NA,NA,"Crustacean",NA,NA,24.6,50,NA,NA,NA,NA,NA,NA,NA,NA
"329",10244,65,"Scylla paramamosain",NA,NA,NA,NA,NA,NA,NA,"Crustacean",NA,NA,24.6,11,NA,NA,NA,NA,NA,NA,NA,1.0241
"330",9836,66,"Xiphopenaeus kroyeri",NA,NA,NA,NA,NA,NA,NA,"Crustacean",NA,NA,31.52,1,NA,NA,NA,NA,NA,NA,NA,NA
"331",9651,66,"Xiphopenaeus kroyeri",NA,NA,NA,NA,NA,NA,NA,"Crustacean",NA,NA,31.52,1,NA,NA,NA,NA,NA,NA,NA,NA
"332",10576,66,"Xiphopenaeus kroyeri",NA,NA,NA,NA,NA,NA,NA,"Crustacean",NA,NA,31.52,70,NA,NA,NA,NA,NA,NA,NA,NA
