"","X","Food.Item.ID","species","taxon","max_size","max_length","TL","lwA","lwB","Habitat","Subgroup","Abs_lat","Latitude","max_length_study","RDI","CA_mg","DHA_g","EPA_g","FAT","FE_mg","HG_mcg","PROTEIN","ZN_mg"
"987",4757,900122,"Abramis brama","Carps, barbels and other cyprinids",8.900074694,82,2.9,0.00871,3.14,"freshwater","Finfish",54.00394,54.00394,31.6,11,NA,NA,NA,NA,NA,NA,NA,0.373252
"988",3569,900122,"Abramis brama","Carps, barbels and other cyprinids",8.900074694,82,2.9,0.00871,3.14,"freshwater","Finfish",54.00394,54.00394,31.6,18,NA,NA,NA,NA,0.21,NA,NA,NA
"989",8321,900122,"Abramis brama","Carps, barbels and other cyprinids",8.900074694,82,2.9,0.00871,3.14,"freshwater","Finfish",54.00394,54.00394,31.6,56,NA,NA,NA,NA,NA,NA,NA,NA
"990",7133,900122,"Abramis brama","Carps, barbels and other cyprinids",8.900074694,82,2.9,0.00871,3.14,"freshwater","Finfish",54.00394,54.00394,31.6,70,NA,NA,NA,NA,NA,NA,NA,NA
"991",5,900122,"Abramis brama","Carps, barbels and other cyprinids",8.900074694,82,2.9,0.00871,3.14,"freshwater","Finfish",54.00394,54.00394,31.6,1200,20.92,NA,NA,NA,NA,NA,NA,NA
"992",5945,900122,"Abramis brama","Carps, barbels and other cyprinids",8.900074694,82,2.9,0.00871,3.14,"freshwater","Finfish",54.00394,54.00394,31.6,NA,NA,NA,NA,NA,NA,NA,NA,NA
"993",2380,900123,"Abramis brama","Carps, barbels and other cyprinids",8.900074694,82,2.9,0.00871,3.14,"freshwater","Finfish",54.084241,54.084241,33.2,1,NA,NA,NA,NA,NA,NA,NA,NA
"994",1192,900123,"Abramis brama","Carps, barbels and other cyprinids",8.900074694,82,2.9,0.00871,3.14,"freshwater","Finfish",54.084241,54.084241,33.2,1,NA,NA,NA,NA,NA,NA,NA,NA
"995",4756,900123,"Abramis brama","Carps, barbels and other cyprinids",8.900074694,82,2.9,0.00871,3.14,"freshwater","Finfish",54.084241,54.084241,33.2,11,NA,NA,NA,NA,NA,NA,NA,0.39294
"996",3568,900123,"Abramis brama","Carps, barbels and other cyprinids",8.900074694,82,2.9,0.00871,3.14,"freshwater","Finfish",54.084241,54.084241,33.2,18,NA,NA,NA,NA,0.17,NA,NA,NA
"997",8320,900123,"Abramis brama","Carps, barbels and other cyprinids",8.900074694,82,2.9,0.00871,3.14,"freshwater","Finfish",54.084241,54.084241,33.2,56,NA,NA,NA,NA,NA,NA,NA,NA
"998",7132,900123,"Abramis brama","Carps, barbels and other cyprinids",8.900074694,82,2.9,0.00871,3.14,"freshwater","Finfish",54.084241,54.084241,33.2,70,NA,NA,NA,NA,NA,NA,NA,NA
"999",4,900123,"Abramis brama","Carps, barbels and other cyprinids",8.900074694,82,2.9,0.00871,3.14,"freshwater","Finfish",54.084241,54.084241,33.2,1200,11.6,NA,NA,NA,NA,NA,NA,NA
"1000",5944,900123,"Abramis brama","Carps, barbels and other cyprinids",8.900074694,82,2.9,0.00871,3.14,"freshwater","Finfish",54.084241,54.084241,33.2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1001",2382,900124,"Abramis brama","Carps, barbels and other cyprinids",8.900074694,82,2.9,0.00871,3.14,"freshwater","Finfish",54.117096,54.117096,38,1,NA,NA,NA,NA,NA,NA,NA,NA
"1002",1194,900124,"Abramis brama","Carps, barbels and other cyprinids",8.900074694,82,2.9,0.00871,3.14,"freshwater","Finfish",54.117096,54.117096,38,1,NA,NA,NA,NA,NA,NA,NA,NA
"1003",4758,900124,"Abramis brama","Carps, barbels and other cyprinids",8.900074694,82,2.9,0.00871,3.14,"freshwater","Finfish",54.117096,54.117096,38,11,NA,NA,NA,NA,NA,NA,NA,0.372708
"1004",3570,900124,"Abramis brama","Carps, barbels and other cyprinids",8.900074694,82,2.9,0.00871,3.14,"freshwater","Finfish",54.117096,54.117096,38,18,NA,NA,NA,NA,0.18,NA,NA,NA
"1005",8322,900124,"Abramis brama","Carps, barbels and other cyprinids",8.900074694,82,2.9,0.00871,3.14,"freshwater","Finfish",54.117096,54.117096,38,56,NA,NA,NA,NA,NA,NA,NA,NA
"1006",7134,900124,"Abramis brama","Carps, barbels and other cyprinids",8.900074694,82,2.9,0.00871,3.14,"freshwater","Finfish",54.117096,54.117096,38,70,NA,NA,NA,NA,NA,NA,NA,NA
"1007",6,900124,"Abramis brama","Carps, barbels and other cyprinids",8.900074694,82,2.9,0.00871,3.14,"freshwater","Finfish",54.117096,54.117096,38,1200,11.46,NA,NA,NA,NA,NA,NA,NA
"1008",5946,900124,"Abramis brama","Carps, barbels and other cyprinids",8.900074694,82,2.9,0.00871,3.14,"freshwater","Finfish",54.117096,54.117096,38,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1009",2383,900125,"Abramis brama","Carps, barbels and other cyprinids",8.900074694,82,2.9,0.00871,3.14,"freshwater","Finfish",54.117096,54.117096,50.5,1,NA,NA,NA,NA,NA,NA,NA,NA
"1010",1195,900125,"Abramis brama","Carps, barbels and other cyprinids",8.900074694,82,2.9,0.00871,3.14,"freshwater","Finfish",54.117096,54.117096,50.5,1,NA,NA,NA,NA,NA,NA,NA,NA
"1011",4759,900125,"Abramis brama","Carps, barbels and other cyprinids",8.900074694,82,2.9,0.00871,3.14,"freshwater","Finfish",54.117096,54.117096,50.5,11,NA,NA,NA,NA,NA,NA,NA,0.36618
"1012",3571,900125,"Abramis brama","Carps, barbels and other cyprinids",8.900074694,82,2.9,0.00871,3.14,"freshwater","Finfish",54.117096,54.117096,50.5,18,NA,NA,NA,NA,0.19,NA,NA,NA
"1013",8323,900125,"Abramis brama","Carps, barbels and other cyprinids",8.900074694,82,2.9,0.00871,3.14,"freshwater","Finfish",54.117096,54.117096,50.5,56,NA,NA,NA,NA,NA,NA,NA,NA
"1014",7135,900125,"Abramis brama","Carps, barbels and other cyprinids",8.900074694,82,2.9,0.00871,3.14,"freshwater","Finfish",54.117096,54.117096,50.5,70,NA,NA,NA,NA,NA,NA,NA,NA
"1015",7,900125,"Abramis brama","Carps, barbels and other cyprinids",8.900074694,82,2.9,0.00871,3.14,"freshwater","Finfish",54.117096,54.117096,50.5,1200,12.11,NA,NA,NA,NA,NA,NA,NA
"1016",5947,900125,"Abramis brama","Carps, barbels and other cyprinids",8.900074694,82,2.9,0.00871,3.14,"freshwater","Finfish",54.117096,54.117096,50.5,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1017",2589,900126,"Coregonus albula","Salmons, trouts, smelts",0.521453512,37,3.02,0.005,3.200000048,"freshwater","Finfish",54.117096,54.117096,20.5,1,NA,NA,NA,NA,NA,NA,NA,NA
"1018",1401,900126,"Coregonus albula","Salmons, trouts, smelts",0.521453512,37,3.02,0.005,3.200000048,"freshwater","Finfish",54.117096,54.117096,20.5,1,NA,NA,NA,NA,NA,NA,NA,NA
"1019",4965,900126,"Coregonus albula","Salmons, trouts, smelts",0.521453512,37,3.02,0.005,3.200000048,"freshwater","Finfish",54.117096,54.117096,20.5,11,NA,NA,NA,NA,NA,NA,NA,0.626962
"1020",3777,900126,"Coregonus albula","Salmons, trouts, smelts",0.521453512,37,3.02,0.005,3.200000048,"freshwater","Finfish",54.117096,54.117096,20.5,18,NA,NA,NA,NA,0.23,NA,NA,NA
"1021",8529,900126,"Coregonus albula","Salmons, trouts, smelts",0.521453512,37,3.02,0.005,3.200000048,"freshwater","Finfish",54.117096,54.117096,20.5,56,NA,NA,NA,NA,NA,NA,NA,NA
"1022",7341,900126,"Coregonus albula","Salmons, trouts, smelts",0.521453512,37,3.02,0.005,3.200000048,"freshwater","Finfish",54.117096,54.117096,20.5,70,NA,NA,NA,NA,NA,NA,NA,NA
"1023",213,900126,"Coregonus albula","Salmons, trouts, smelts",0.521453512,37,3.02,0.005,3.200000048,"freshwater","Finfish",54.117096,54.117096,20.5,1200,12.63,NA,NA,NA,NA,NA,NA,NA
"1024",6153,900126,"Coregonus albula","Salmons, trouts, smelts",0.521453512,37,3.02,0.005,3.200000048,"freshwater","Finfish",54.117096,54.117096,20.5,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1025",2590,900127,"Coregonus albula","Salmons, trouts, smelts",0.521453512,37,3.02,0.005,3.200000048,"freshwater","Finfish",54.117096,54.117096,19.6,1,NA,NA,NA,NA,NA,NA,NA,NA
"1026",1402,900127,"Coregonus albula","Salmons, trouts, smelts",0.521453512,37,3.02,0.005,3.200000048,"freshwater","Finfish",54.117096,54.117096,19.6,1,NA,NA,NA,NA,NA,NA,NA,NA
"1027",4966,900127,"Coregonus albula","Salmons, trouts, smelts",0.521453512,37,3.02,0.005,3.200000048,"freshwater","Finfish",54.117096,54.117096,19.6,11,NA,NA,NA,NA,NA,NA,NA,0.643461
"1028",3778,900127,"Coregonus albula","Salmons, trouts, smelts",0.521453512,37,3.02,0.005,3.200000048,"freshwater","Finfish",54.117096,54.117096,19.6,18,NA,NA,NA,NA,0.27,NA,NA,NA
"1029",8530,900127,"Coregonus albula","Salmons, trouts, smelts",0.521453512,37,3.02,0.005,3.200000048,"freshwater","Finfish",54.117096,54.117096,19.6,56,NA,NA,NA,NA,NA,NA,NA,NA
"1030",7342,900127,"Coregonus albula","Salmons, trouts, smelts",0.521453512,37,3.02,0.005,3.200000048,"freshwater","Finfish",54.117096,54.117096,19.6,70,NA,NA,NA,NA,NA,NA,NA,NA
"1031",214,900127,"Coregonus albula","Salmons, trouts, smelts",0.521453512,37,3.02,0.005,3.200000048,"freshwater","Finfish",54.117096,54.117096,19.6,1200,14,NA,NA,NA,NA,NA,NA,NA
"1032",6154,900127,"Coregonus albula","Salmons, trouts, smelts",0.521453512,37,3.02,0.005,3.200000048,"freshwater","Finfish",54.117096,54.117096,19.6,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1033",3117,900128,"Perca fluviatilis","Miscellaneous freshwater fishes",2.997131866,60,4.4,0.01,3.08,"freshwater","Finfish",54.117096,54.117096,16.6,1,NA,NA,NA,NA,NA,NA,NA,NA
"1034",1929,900128,"Perca fluviatilis","Miscellaneous freshwater fishes",2.997131866,60,4.4,0.01,3.08,"freshwater","Finfish",54.117096,54.117096,16.6,1,NA,NA,NA,NA,NA,NA,NA,NA
"1035",5493,900128,"Perca fluviatilis","Miscellaneous freshwater fishes",2.997131866,60,4.4,0.01,3.08,"freshwater","Finfish",54.117096,54.117096,16.6,11,NA,NA,NA,NA,NA,NA,NA,0.472605
"1036",4305,900128,"Perca fluviatilis","Miscellaneous freshwater fishes",2.997131866,60,4.4,0.01,3.08,"freshwater","Finfish",54.117096,54.117096,16.6,18,NA,NA,NA,NA,0.13,NA,NA,NA
"1037",9057,900128,"Perca fluviatilis","Miscellaneous freshwater fishes",2.997131866,60,4.4,0.01,3.08,"freshwater","Finfish",54.117096,54.117096,16.6,56,NA,NA,NA,NA,NA,NA,NA,NA
"1038",7869,900128,"Perca fluviatilis","Miscellaneous freshwater fishes",2.997131866,60,4.4,0.01,3.08,"freshwater","Finfish",54.117096,54.117096,16.6,70,NA,NA,NA,NA,NA,NA,NA,NA
"1039",741,900128,"Perca fluviatilis","Miscellaneous freshwater fishes",2.997131866,60,4.4,0.01,3.08,"freshwater","Finfish",54.117096,54.117096,16.6,1200,18.29,NA,NA,NA,NA,NA,NA,NA
"1040",6681,900128,"Perca fluviatilis","Miscellaneous freshwater fishes",2.997131866,60,4.4,0.01,3.08,"freshwater","Finfish",54.117096,54.117096,16.6,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1041",3118,900129,"Perca fluviatilis","Miscellaneous freshwater fishes",2.997131866,60,4.4,0.01,3.08,"freshwater","Finfish",54.084241,54.084241,18.4,1,NA,NA,NA,NA,NA,NA,NA,NA
"1042",1930,900129,"Perca fluviatilis","Miscellaneous freshwater fishes",2.997131866,60,4.4,0.01,3.08,"freshwater","Finfish",54.084241,54.084241,18.4,1,NA,NA,NA,NA,NA,NA,NA,NA
"1043",5494,900129,"Perca fluviatilis","Miscellaneous freshwater fishes",2.997131866,60,4.4,0.01,3.08,"freshwater","Finfish",54.084241,54.084241,18.4,11,NA,NA,NA,NA,NA,NA,NA,0.44161
"1044",4306,900129,"Perca fluviatilis","Miscellaneous freshwater fishes",2.997131866,60,4.4,0.01,3.08,"freshwater","Finfish",54.084241,54.084241,18.4,18,NA,NA,NA,NA,0.11,NA,NA,NA
"1045",9058,900129,"Perca fluviatilis","Miscellaneous freshwater fishes",2.997131866,60,4.4,0.01,3.08,"freshwater","Finfish",54.084241,54.084241,18.4,56,NA,NA,NA,NA,NA,NA,NA,NA
"1046",7870,900129,"Perca fluviatilis","Miscellaneous freshwater fishes",2.997131866,60,4.4,0.01,3.08,"freshwater","Finfish",54.084241,54.084241,18.4,70,NA,NA,NA,NA,NA,NA,NA,NA
"1047",742,900129,"Perca fluviatilis","Miscellaneous freshwater fishes",2.997131866,60,4.4,0.01,3.08,"freshwater","Finfish",54.084241,54.084241,18.4,1200,17.27,NA,NA,NA,NA,NA,NA,NA
"1048",6682,900129,"Perca fluviatilis","Miscellaneous freshwater fishes",2.997131866,60,4.4,0.01,3.08,"freshwater","Finfish",54.084241,54.084241,18.4,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1049",3119,900130,"Perca fluviatilis","Miscellaneous freshwater fishes",2.997131866,60,4.4,0.01,3.08,"freshwater","Finfish",54.00394,54.00394,30.1,1,NA,NA,NA,NA,NA,NA,NA,NA
"1050",1931,900130,"Perca fluviatilis","Miscellaneous freshwater fishes",2.997131866,60,4.4,0.01,3.08,"freshwater","Finfish",54.00394,54.00394,30.1,1,NA,NA,NA,NA,NA,NA,NA,NA
"1051",5495,900130,"Perca fluviatilis","Miscellaneous freshwater fishes",2.997131866,60,4.4,0.01,3.08,"freshwater","Finfish",54.00394,54.00394,30.1,11,NA,NA,NA,NA,NA,NA,NA,0.421452
"1052",4307,900130,"Perca fluviatilis","Miscellaneous freshwater fishes",2.997131866,60,4.4,0.01,3.08,"freshwater","Finfish",54.00394,54.00394,30.1,18,NA,NA,NA,NA,0.11,NA,NA,NA
"1053",9059,900130,"Perca fluviatilis","Miscellaneous freshwater fishes",2.997131866,60,4.4,0.01,3.08,"freshwater","Finfish",54.00394,54.00394,30.1,56,NA,NA,NA,NA,NA,NA,NA,NA
"1054",7871,900130,"Perca fluviatilis","Miscellaneous freshwater fishes",2.997131866,60,4.4,0.01,3.08,"freshwater","Finfish",54.00394,54.00394,30.1,70,NA,NA,NA,NA,NA,NA,NA,NA
"1055",743,900130,"Perca fluviatilis","Miscellaneous freshwater fishes",2.997131866,60,4.4,0.01,3.08,"freshwater","Finfish",54.00394,54.00394,30.1,1200,10.2,NA,NA,NA,NA,NA,NA,NA
"1056",6683,900130,"Perca fluviatilis","Miscellaneous freshwater fishes",2.997131866,60,4.4,0.01,3.08,"freshwater","Finfish",54.00394,54.00394,30.1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1057",3120,900131,"Perca fluviatilis","Miscellaneous freshwater fishes",2.997131866,60,4.4,0.01,3.08,"freshwater","Finfish",54.117096,54.117096,33.3,1,NA,NA,NA,NA,NA,NA,NA,NA
"1058",1932,900131,"Perca fluviatilis","Miscellaneous freshwater fishes",2.997131866,60,4.4,0.01,3.08,"freshwater","Finfish",54.117096,54.117096,33.3,1,NA,NA,NA,NA,NA,NA,NA,NA
"1059",5496,900131,"Perca fluviatilis","Miscellaneous freshwater fishes",2.997131866,60,4.4,0.01,3.08,"freshwater","Finfish",54.117096,54.117096,33.3,11,NA,NA,NA,NA,NA,NA,NA,0.408639
"1060",4308,900131,"Perca fluviatilis","Miscellaneous freshwater fishes",2.997131866,60,4.4,0.01,3.08,"freshwater","Finfish",54.117096,54.117096,33.3,18,NA,NA,NA,NA,0.09,NA,NA,NA
"1061",9060,900131,"Perca fluviatilis","Miscellaneous freshwater fishes",2.997131866,60,4.4,0.01,3.08,"freshwater","Finfish",54.117096,54.117096,33.3,56,NA,NA,NA,NA,NA,NA,NA,NA
"1062",7872,900131,"Perca fluviatilis","Miscellaneous freshwater fishes",2.997131866,60,4.4,0.01,3.08,"freshwater","Finfish",54.117096,54.117096,33.3,70,NA,NA,NA,NA,NA,NA,NA,NA
"1063",744,900131,"Perca fluviatilis","Miscellaneous freshwater fishes",2.997131866,60,4.4,0.01,3.08,"freshwater","Finfish",54.117096,54.117096,33.3,1200,8.8,NA,NA,NA,NA,NA,NA,NA
"1064",6684,900131,"Perca fluviatilis","Miscellaneous freshwater fishes",2.997131866,60,4.4,0.01,3.08,"freshwater","Finfish",54.117096,54.117096,33.3,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1065",3121,900132,"Perca fluviatilis","Miscellaneous freshwater fishes",2.997131866,60,4.4,0.01,3.08,"freshwater","Finfish",54.084241,54.084241,42.5,1,NA,NA,NA,NA,NA,NA,NA,NA
"1066",1933,900132,"Perca fluviatilis","Miscellaneous freshwater fishes",2.997131866,60,4.4,0.01,3.08,"freshwater","Finfish",54.084241,54.084241,42.5,1,NA,NA,NA,NA,NA,NA,NA,NA
"1067",5497,900132,"Perca fluviatilis","Miscellaneous freshwater fishes",2.997131866,60,4.4,0.01,3.08,"freshwater","Finfish",54.084241,54.084241,42.5,11,NA,NA,NA,NA,NA,NA,NA,0.40198
"1068",4309,900132,"Perca fluviatilis","Miscellaneous freshwater fishes",2.997131866,60,4.4,0.01,3.08,"freshwater","Finfish",54.084241,54.084241,42.5,18,NA,NA,NA,NA,0.1,NA,NA,NA
"1069",9061,900132,"Perca fluviatilis","Miscellaneous freshwater fishes",2.997131866,60,4.4,0.01,3.08,"freshwater","Finfish",54.084241,54.084241,42.5,56,NA,NA,NA,NA,NA,NA,NA,NA
"1070",7873,900132,"Perca fluviatilis","Miscellaneous freshwater fishes",2.997131866,60,4.4,0.01,3.08,"freshwater","Finfish",54.084241,54.084241,42.5,70,NA,NA,NA,NA,NA,NA,NA,NA
"1071",745,900132,"Perca fluviatilis","Miscellaneous freshwater fishes",2.997131866,60,4.4,0.01,3.08,"freshwater","Finfish",54.084241,54.084241,42.5,1200,11.1,NA,NA,NA,NA,NA,NA,NA
"1072",6685,900132,"Perca fluviatilis","Miscellaneous freshwater fishes",2.997131866,60,4.4,0.01,3.08,"freshwater","Finfish",54.084241,54.084241,42.5,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1073",2711,900133,"Esox lucius","Miscellaneous freshwater fishes",17.09599679,137,4.1,0.00427,3.09,"freshwater","Finfish",54.084241,54.084241,47,1,NA,NA,NA,NA,NA,NA,NA,NA
"1074",1523,900133,"Esox lucius","Miscellaneous freshwater fishes",17.09599679,137,4.1,0.00427,3.09,"freshwater","Finfish",54.084241,54.084241,47,1,NA,NA,NA,NA,NA,NA,NA,NA
"1075",5087,900133,"Esox lucius","Miscellaneous freshwater fishes",17.09599679,137,4.1,0.00427,3.09,"freshwater","Finfish",54.084241,54.084241,47,11,NA,NA,NA,NA,NA,NA,NA,0.62663
"1076",3899,900133,"Esox lucius","Miscellaneous freshwater fishes",17.09599679,137,4.1,0.00427,3.09,"freshwater","Finfish",54.084241,54.084241,47,18,NA,NA,NA,NA,0.1,NA,NA,NA
"1077",8651,900133,"Esox lucius","Miscellaneous freshwater fishes",17.09599679,137,4.1,0.00427,3.09,"freshwater","Finfish",54.084241,54.084241,47,56,NA,NA,NA,NA,NA,NA,NA,NA
"1078",7463,900133,"Esox lucius","Miscellaneous freshwater fishes",17.09599679,137,4.1,0.00427,3.09,"freshwater","Finfish",54.084241,54.084241,47,70,NA,NA,NA,NA,NA,NA,NA,NA
"1079",335,900133,"Esox lucius","Miscellaneous freshwater fishes",17.09599679,137,4.1,0.00427,3.09,"freshwater","Finfish",54.084241,54.084241,47,1200,11.89,NA,NA,NA,NA,NA,NA,NA
"1080",6275,900133,"Esox lucius","Miscellaneous freshwater fishes",17.09599679,137,4.1,0.00427,3.09,"freshwater","Finfish",54.084241,54.084241,47,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1081",2712,900134,"Esox lucius","Miscellaneous freshwater fishes",17.09599679,137,4.1,0.00427,3.09,"freshwater","Finfish",54.117096,54.117096,50.7,1,NA,NA,NA,NA,NA,NA,NA,NA
"1082",1524,900134,"Esox lucius","Miscellaneous freshwater fishes",17.09599679,137,4.1,0.00427,3.09,"freshwater","Finfish",54.117096,54.117096,50.7,1,NA,NA,NA,NA,NA,NA,NA,NA
"1083",5088,900134,"Esox lucius","Miscellaneous freshwater fishes",17.09599679,137,4.1,0.00427,3.09,"freshwater","Finfish",54.117096,54.117096,50.7,11,NA,NA,NA,NA,NA,NA,NA,0.613815
"1084",3900,900134,"Esox lucius","Miscellaneous freshwater fishes",17.09599679,137,4.1,0.00427,3.09,"freshwater","Finfish",54.117096,54.117096,50.7,18,NA,NA,NA,NA,0.11,NA,NA,NA
"1085",8652,900134,"Esox lucius","Miscellaneous freshwater fishes",17.09599679,137,4.1,0.00427,3.09,"freshwater","Finfish",54.117096,54.117096,50.7,56,NA,NA,NA,NA,NA,NA,NA,NA
"1086",7464,900134,"Esox lucius","Miscellaneous freshwater fishes",17.09599679,137,4.1,0.00427,3.09,"freshwater","Finfish",54.117096,54.117096,50.7,70,NA,NA,NA,NA,NA,NA,NA,NA
"1087",336,900134,"Esox lucius","Miscellaneous freshwater fishes",17.09599679,137,4.1,0.00427,3.09,"freshwater","Finfish",54.117096,54.117096,50.7,1200,10.65,NA,NA,NA,NA,NA,NA,NA
"1088",6276,900134,"Esox lucius","Miscellaneous freshwater fishes",17.09599679,137,4.1,0.00427,3.09,"freshwater","Finfish",54.117096,54.117096,50.7,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1089",2713,900135,"Esox lucius","Miscellaneous freshwater fishes",17.09599679,137,4.1,0.00427,3.09,"freshwater","Finfish",54.117096,54.117096,67.8,1,NA,NA,NA,NA,NA,NA,NA,NA
"1090",1525,900135,"Esox lucius","Miscellaneous freshwater fishes",17.09599679,137,4.1,0.00427,3.09,"freshwater","Finfish",54.117096,54.117096,67.8,1,NA,NA,NA,NA,NA,NA,NA,NA
"1091",5089,900135,"Esox lucius","Miscellaneous freshwater fishes",17.09599679,137,4.1,0.00427,3.09,"freshwater","Finfish",54.117096,54.117096,67.8,11,NA,NA,NA,NA,NA,NA,NA,1.155616
"1092",3901,900135,"Esox lucius","Miscellaneous freshwater fishes",17.09599679,137,4.1,0.00427,3.09,"freshwater","Finfish",54.117096,54.117096,67.8,18,NA,NA,NA,NA,0.09,NA,NA,NA
"1093",8653,900135,"Esox lucius","Miscellaneous freshwater fishes",17.09599679,137,4.1,0.00427,3.09,"freshwater","Finfish",54.117096,54.117096,67.8,56,NA,NA,NA,NA,NA,NA,NA,NA
"1094",7465,900135,"Esox lucius","Miscellaneous freshwater fishes",17.09599679,137,4.1,0.00427,3.09,"freshwater","Finfish",54.117096,54.117096,67.8,70,NA,NA,NA,NA,NA,NA,NA,NA
"1095",337,900135,"Esox lucius","Miscellaneous freshwater fishes",17.09599679,137,4.1,0.00427,3.09,"freshwater","Finfish",54.117096,54.117096,67.8,1200,10.46,NA,NA,NA,NA,NA,NA,NA
"1096",6277,900135,"Esox lucius","Miscellaneous freshwater fishes",17.09599679,137,4.1,0.00427,3.09,"freshwater","Finfish",54.117096,54.117096,67.8,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1097",2852,900136,"Lota lota","Miscellaneous freshwater fishes",25.2239378,152,4,0.00457,3.09,"freshwater","Finfish",54.117096,54.117096,39.3,1,NA,NA,NA,NA,NA,NA,NA,NA
"1098",1664,900136,"Lota lota","Miscellaneous freshwater fishes",25.2239378,152,4,0.00457,3.09,"freshwater","Finfish",54.117096,54.117096,39.3,1,NA,NA,NA,NA,NA,NA,NA,NA
"1099",5228,900136,"Lota lota","Miscellaneous freshwater fishes",25.2239378,152,4,0.00457,3.09,"freshwater","Finfish",54.117096,54.117096,39.3,11,NA,NA,NA,NA,NA,NA,NA,0.82253
"1100",4040,900136,"Lota lota","Miscellaneous freshwater fishes",25.2239378,152,4,0.00457,3.09,"freshwater","Finfish",54.117096,54.117096,39.3,18,NA,NA,NA,NA,0.15,NA,NA,NA
"1101",8792,900136,"Lota lota","Miscellaneous freshwater fishes",25.2239378,152,4,0.00457,3.09,"freshwater","Finfish",54.117096,54.117096,39.3,56,NA,NA,NA,NA,NA,NA,NA,NA
"1102",7604,900136,"Lota lota","Miscellaneous freshwater fishes",25.2239378,152,4,0.00457,3.09,"freshwater","Finfish",54.117096,54.117096,39.3,70,NA,NA,NA,NA,NA,NA,NA,NA
"1103",476,900136,"Lota lota","Miscellaneous freshwater fishes",25.2239378,152,4,0.00457,3.09,"freshwater","Finfish",54.117096,54.117096,39.3,1200,11.59,NA,NA,NA,NA,NA,NA,NA
"1104",6416,900136,"Lota lota","Miscellaneous freshwater fishes",25.2239378,152,4,0.00457,3.09,"freshwater","Finfish",54.117096,54.117096,39.3,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1105",3220,900137,"Rutilus frisii","Carps, barbels and other cyprinids",4.196817829,70,3.5,0.00871,3.08,"freshwater","Finfish",35.707481,35.707481,62,1,NA,NA,NA,NA,NA,NA,NA,NA
"1106",2032,900137,"Rutilus frisii","Carps, barbels and other cyprinids",4.196817829,70,3.5,0.00871,3.08,"freshwater","Finfish",35.707481,35.707481,62,1,NA,NA,0.27876758,NA,NA,NA,NA,NA
"1107",5596,900137,"Rutilus frisii","Carps, barbels and other cyprinids",4.196817829,70,3.5,0.00871,3.08,"freshwater","Finfish",35.707481,35.707481,62,11,NA,NA,NA,NA,NA,NA,NA,NA
"1108",4408,900137,"Rutilus frisii","Carps, barbels and other cyprinids",4.196817829,70,3.5,0.00871,3.08,"freshwater","Finfish",35.707481,35.707481,62,18,NA,NA,NA,NA,NA,NA,NA,NA
"1109",9160,900137,"Rutilus frisii","Carps, barbels and other cyprinids",4.196817829,70,3.5,0.00871,3.08,"freshwater","Finfish",35.707481,35.707481,62,56,NA,NA,NA,NA,NA,NA,NA,NA
"1110",7972,900137,"Rutilus frisii","Carps, barbels and other cyprinids",4.196817829,70,3.5,0.00871,3.08,"freshwater","Finfish",35.707481,35.707481,62,70,NA,NA,NA,6.72,NA,NA,NA,NA
"1111",844,900137,"Rutilus frisii","Carps, barbels and other cyprinids",4.196817829,70,3.5,0.00871,3.08,"freshwater","Finfish",35.707481,35.707481,62,1200,NA,NA,NA,NA,NA,NA,NA,NA
"1112",6784,900137,"Rutilus frisii","Carps, barbels and other cyprinids",4.196817829,70,3.5,0.00871,3.08,"freshwater","Finfish",35.707481,35.707481,62,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1113",2832,900138,"Liza aurata","Miscellaneous coastal fishes",3.056564505,59,2.5,0.018100001,2.951999903,"marine","Finfish",35.707481,35.707481,48,1,NA,NA,NA,NA,NA,NA,NA,NA
"1114",1644,900138,"Liza aurata","Miscellaneous coastal fishes",3.056564505,59,2.5,0.018100001,2.951999903,"marine","Finfish",35.707481,35.707481,48,1,NA,NA,0.335588757,NA,NA,NA,NA,NA
"1115",5208,900138,"Liza aurata","Miscellaneous coastal fishes",3.056564505,59,2.5,0.018100001,2.951999903,"marine","Finfish",35.707481,35.707481,48,11,NA,NA,NA,NA,NA,NA,NA,NA
"1116",4020,900138,"Liza aurata","Miscellaneous coastal fishes",3.056564505,59,2.5,0.018100001,2.951999903,"marine","Finfish",35.707481,35.707481,48,18,NA,NA,NA,NA,NA,NA,NA,NA
"1117",8772,900138,"Liza aurata","Miscellaneous coastal fishes",3.056564505,59,2.5,0.018100001,2.951999903,"marine","Finfish",35.707481,35.707481,48,56,NA,NA,NA,NA,NA,NA,NA,NA
